trade_id,Opened,Closed,exit_reason,pnl,premium
1,2021-05-14,2021-05-20,expiration,124.38000000000002,840
2,2021-05-21,2021-05-27,expiration,-437.62,1075
3,2021-05-28,2021-06-03,expiration,-13.620000000000005,765
4,2021-06-04,2021-06-10,expiration,-188.62,825
5,2021-06-11,2021-06-17,expiration,172.38,610
6,2021-06-18,2021-06-24,expiration,-358.62,835
7,2021-06-25,2021-07-01,expiration,-127.61999999999998,735
8,2021-07-02,2021-07-08,expiration,356.38,740
9,2021-07-09,2021-07-15,expiration,196.38,640
10,2021-07-16,2021-07-22,expiration,-103.62000000000002,830
11,2021-07-23,2021-07-29,expiration,98.38,720
12,2021-07-30,2021-08-05,expiration,-152.62,840
13,2021-08-06,2021-08-12,expiration,-162.62,795
14,2021-08-13,2021-08-19,take_profit,347.5,695
15,2021-08-20,2021-08-26,expiration,264.38,990
16,2021-08-27,2021-09-02,expiration,81.38,840
17,2021-09-03,2021-09-09,expiration,31.379999999999995,845
18,2021-09-10,2021-09-16,expiration,-170.62,870
19,2021-09-17,2021-09-23,expiration,81.38,930
20,2021-09-24,2021-09-30,expiration,161.38000000000002,835
21,2021-10-01,2021-10-07,expiration,11.379999999999995,1270
22,2021-10-08,2021-10-14,expiration,9.379999999999995,1000
23,2021-10-15,2021-10-21,expiration,-230.61999999999998,775
24,2021-10-22,2021-10-28,expiration,139.37999999999997,870
25,2021-10-29,2021-11-04,expiration,-175.62,880
26,2021-11-05,2021-11-11,expiration,-335.62,965
27,2021-11-12,2021-11-18,expiration,-170.62,865
28,2021-11-19,2021-11-26,take_profit,575.0,1150
29,2021-11-26,2021-11-26,take_profit,685.0,1370
30,2021-12-03,2021-12-09,expiration,-755.6199999999999,1645
31,2021-12-10,2021-12-16,take_profit,427.5,855
32,2021-12-17,2021-12-23,expiration,-558.6200000000001,1345
33,2021-12-31,2022-01-06,expiration,77.38000000000002,935
34,2022-01-07,2022-01-13,expiration,414.37999999999994,1330
35,2022-01-14,2022-01-20,expiration,-455.62,1295
36,2022-01-21,2022-01-26,take_profit,725.0,1450
37,2022-01-28,2022-02-03,expiration,184.37999999999997,1615
38,2022-02-04,2022-02-10,take_profit,645.0,1290
39,2022-02-11,2022-02-17,take_profit,812.5,1625
40,2022-02-18,2022-02-24,expiration,42.379999999999995,1980
41,2022-02-25,2022-03-01,take_profit,685.0,1370
42,2022-03-04,2022-03-10,expiration,-93.62,1930
43,2022-03-11,2022-03-17,expiration,-198.62,1545
44,2022-03-18,2022-03-24,expiration,-177.62,1530
45,2022-03-25,2022-03-31,expiration,69.38,1210
