trade_date,exp_date,underlying,dte_entry,total_credit,pnl_usd,vix_entry,spot_exit,result,exit_method,in_range,call_lower,call_center,call_upper,call_debit,put_lower,put_center,put_upper,put_debit
2022-06-24,2022-07-15,SPX,21,250.0,-250.0,27.23,3863.16,LOSS,expiration,False,4125.0,4150.0,4175.0,1.2,3655.0,3680.0,3705.0,1.3
2022-07-01,2022-07-22,SPX,21,260.0,-260.0,26.7,3961.63,LOSS,expiration,False,4055.0,4080.0,4105.0,1.3,3600.0,3625.0,3650.0,1.3
2022-07-08,2022-07-29,SPX,21,250.0,779.0,24.64,4130.29,WIN,expiration,True,4120.0,4145.0,4170.0,1.2,3685.0,3710.0,3735.0,1.3
2022-07-15,2022-08-05,SPX,21,240.0,-240.0,24.23,4145.19,LOSS,expiration,False,4075.0,4100.0,4125.0,1.1,3655.0,3680.0,3705.0,1.3
2022-07-22,2022-08-12,SPX,21,240.0,-240.0,23.03,4280.15,LOSS,expiration,False,4175.0,4200.0,4225.0,1.2,3700.0,3725.0,3750.0,1.2
2022-07-29,2022-08-19,SPX,21,250.0,-250.0,21.33,4228.48,LOSS,expiration,False,4320.0,4345.0,4370.0,1.2,3975.0,4000.0,4025.0,1.3
2022-08-05,2022-08-26,SPX,21,260.0,-260.0,21.15,4057.66,LOSS,expiration,False,4325.0,4350.0,4375.0,1.3,3870.0,3895.0,3920.0,1.3
2022-08-12,2022-09-02,SPX,21,270.0,-270.0,19.53,3924.26,LOSS,expiration,False,4450.0,4475.0,4500.0,1.4,4065.0,4090.0,4115.0,1.3
2022-08-19,2022-09-09,SPX,21,260.0,-260.0,20.6,4067.36,LOSS,expiration,False,4400.0,4425.0,4450.0,1.3,4075.0,4100.0,4125.0,1.3
2022-08-26,2022-09-16,SPX,21,250.0,416.99,25.56,3873.33,WIN,expiration,True,4290.0,4315.0,4340.0,1.3,3830.0,3855.0,3880.0,1.2
2022-09-02,2022-09-23,SPX,21,250.0,427.0,25.47,3693.23,WIN,expiration,True,4130.0,4155.0,4180.0,1.3,3650.0,3675.0,3700.0,1.2
2022-09-09,2022-09-30,SPX,21,260.0,-260.0,22.79,3585.62,LOSS,expiration,False,4285.0,4310.0,4335.0,1.3,3780.0,3805.0,3830.0,1.3
2022-09-16,2022-10-07,SPX,21,260.0,-260.0,26.3,3639.66,LOSS,expiration,False,4105.0,4130.0,4155.0,1.3,3655.0,3680.0,3705.0,1.3
2022-09-23,2022-10-14,SPX,21,260.0,-260.0,29.92,3583.07,LOSS,expiration,False,3945.0,3970.0,3995.0,1.3,3425.0,3450.0,3475.0,1.3
2022-09-30,2022-10-21,SPX,21,260.0,-260.0,31.62,3752.75,LOSS,expiration,False,3825.0,3850.0,3875.0,1.3,3365.0,3390.0,3415.0,1.3
2022-10-07,2022-10-28,SPX,21,260.0,1133.99,31.36,3901.06,WIN,expiration,True,3865.0,3890.0,3915.0,1.3,3435.0,3460.0,3485.0,1.3
2022-10-14,2022-11-04,SPX,21,260.0,-260.0,32.02,3770.55,LOSS,expiration,False,3840.0,3865.0,3890.0,1.3,3420.0,3445.0,3470.0,1.3
2022-10-21,2022-11-11,SPX,21,260.0,-260.0,29.69,3992.93,LOSS,expiration,False,4000.0,4025.0,4050.0,1.3,3530.0,3555.0,3580.0,1.3
2022-10-28,2022-11-18,SPX,21,250.0,-250.0,25.75,3965.34,LOSS,expiration,False,4080.0,4105.0,4130.0,1.2,3760.0,3785.0,3810.0,1.3
2022-11-04,2022-11-25,SPX,21,260.0,-260.0,24.55,4026.12,LOSS,expiration,False,3975.0,4000.0,4025.0,1.3,3545.0,3570.0,3595.0,1.3
2022-11-11,2022-12-02,SPX,21,280.0,-280.0,22.52,4071.7,LOSS,expiration,False,4150.0,4175.0,4200.0,1.6,3800.0,3825.0,3850.0,1.2
2022-11-18,2022-12-09,SPX,21,260.0,-260.0,23.12,3934.38,LOSS,expiration,False,4175.0,4200.0,4225.0,1.3,3760.0,3785.0,3810.0,1.3
2022-12-02,2022-12-23,SPX,21,260.0,-260.0,19.06,3844.82,LOSS,expiration,False,4250.0,4275.0,4300.0,1.3,3860.0,3885.0,3910.0,1.3
2022-12-09,2022-12-30,SPX,21,250.0,-250.0,22.83,3839.5,LOSS,expiration,False,4170.0,4195.0,4220.0,1.2,3770.0,3795.0,3820.0,1.3
2022-12-16,2023-01-06,SPX,21,260.0,-260.0,22.62,3895.08,LOSS,expiration,False,4065.0,4090.0,4115.0,1.3,3640.0,3665.0,3690.0,1.3
2022-12-23,2023-01-13,SPX,21,250.0,-250.0,20.87,3999.09,LOSS,expiration,False,4040.0,4065.0,4090.0,1.2,3620.0,3645.0,3670.0,1.3
2022-12-30,2023-01-20,SPX,21,260.0,-260.0,21.67,3972.61,LOSS,expiration,False,4015.0,4040.0,4065.0,1.3,3640.0,3665.0,3690.0,1.3
2023-01-06,2023-01-27,SPX,21,260.0,-260.0,21.13,4070.56,LOSS,expiration,False,4100.0,4125.0,4150.0,1.3,3700.0,3725.0,3750.0,1.3
2023-01-13,2023-02-03,SPX,21,250.0,-250.0,18.35,4136.48,LOSS,expiration,False,4175.0,4200.0,4225.0,1.3,3815.0,3840.0,3865.0,1.2
2023-01-20,2023-02-10,SPX,21,260.0,-260.0,19.85,4090.46,LOSS,expiration,False,4150.0,4175.0,4200.0,1.3,3780.0,3805.0,3830.0,1.3
2023-01-27,2023-02-17,SPX,21,250.0,-250.0,18.51,4079.09,LOSS,expiration,False,4275.0,4300.0,4325.0,1.2,3885.0,3910.0,3935.0,1.3
2023-02-03,2023-02-24,SPX,21,260.0,1744.0,18.33,3970.04,WIN,expiration,True,4300.0,4325.0,4350.0,1.3,3950.0,3975.0,4000.0,1.3
2023-02-10,2023-03-03,SPX,21,250.0,-250.0,20.53,4045.64,LOSS,expiration,False,4275.0,4300.0,4325.0,1.2,3910.0,3935.0,3960.0,1.3
2023-02-17,2023-03-10,SPX,21,270.0,-270.0,20.02,3861.59,LOSS,expiration,False,4250.0,4275.0,4300.0,1.4,3915.0,3940.0,3965.0,1.3
2023-02-24,2023-03-17,SPX,21,260.0,-260.0,21.67,3916.64,LOSS,expiration,False,4155.0,4180.0,4205.0,1.3,3800.0,3825.0,3850.0,1.3
2023-03-03,2023-03-24,SPX,21,240.0,-240.0,18.49,3970.99,LOSS,expiration,False,4300.0,4325.0,4350.0,0.8,3650.0,3675.0,3700.0,1.6
2023-03-10,2023-03-31,SPX,21,250.0,681.01,24.8,4109.31,WIN,expiration,True,4100.0,4125.0,4150.0,1.2,3575.0,3600.0,3625.0,1.3
2023-03-24,2023-04-14,SPX,21,250.0,-250.0,21.74,4137.64,LOSS,expiration,False,4175.0,4200.0,4225.0,1.2,3785.0,3810.0,3835.0,1.3
