date,trade_date,spot,pnl_usd,cumulative_pnl,mtm_pnl
2022-11-04,2022-11-04,3759.4,-1060.0,-32430.0,-32430.0
2022-11-11,2022-11-11,3959.27,495.0,-31935.0,-31935.000000000004
2022-11-18,2022-11-18,3962.7,-215.0,-32150.0,-32150.0
2022-11-25,2022-11-25,4029.54,-35.0,-32185.0,-32185.000000000004
2022-12-02,2022-12-02,4033.69,-485.0,-32670.0,-32670.0
2022-12-09,2022-12-09,3957.58,-175.0,-32845.0,-32845.0
2022-12-16,2022-12-16,3876.13,-1070.0,-33915.0,-33915.0
2022-12-23,2022-12-23,3799.89,-435.0,-34350.0,-34350.0
2022-12-30,2022-12-30,3818.57,-1155.0,-35505.0,-35505.0
2023-01-06,2023-01-06,3821.08,-290.0,-35795.0,-35795.0
2023-01-13,2023-01-13,3961.6,425.0,-35370.0,-35370.0
2023-01-20,2023-01-20,3910.21,-95.0,-35465.0,-35465.0
2023-01-27,2023-01-27,4061.85,-15.0,-35480.0,-35480.0
2023-02-03,2023-02-03,4149.73,200.0,-35280.0,-35280.0
2023-02-10,2023-02-10,4073.56,-530.0,-35810.0,-35810.0
2023-02-17,2023-02-17,4054.66,-610.0,-36420.0,-36420.0
2023-02-24,2023-02-24,3951.24,-425.0,-36845.0,-36845.0
2023-03-03,2023-03-03,4009.72,-1680.0,-38525.0,-38525.0
2023-03-10,2023-03-10,3894.8,610.0,-37915.0,-37915.0
2023-03-17,2023-03-17,3942.35,-40.0,-37955.0,-37955.0
2023-03-24,2023-03-24,3931.04,-390.0,-38345.0,-38345.0
2023-03-31,2023-03-31,4070.21,-70.0,-38415.0,-38415.0
2023-04-14,2023-04-14,4160.54,395.0,-38020.0,-38020.0
2023-04-21,2023-04-21,4121.67,-95.0,-38115.0,-38115.0
2023-04-28,2023-04-28,4136.61,-440.0,-38555.0,-38555.0
2023-05-05,2023-05-05,4111.5,-110.0,-38665.0,-38665.0
2023-05-12,2023-05-12,4139.03,-20.0,-38685.0,-38685.0
2023-05-19,2023-05-19,4211.3,-30.0,-38715.0,-38715.0
2023-05-26,2023-05-26,4175.04,60.0,-38655.0,-38655.0
2023-06-02,2023-06-02,4246.63,-605.0,-39260.0,-39260.0
2023-06-09,2023-06-09,4312.0,-40.0,-39300.0,-39300.0
2023-06-16,2023-06-16,4429.61,15.0,-39285.0,-39285.0
2023-06-23,2023-06-23,4349.71,-560.0,-39845.0,-39845.0
2023-06-30,2023-06-30,4438.96,-30.0,-39875.0,-39875.0
2023-07-07,2023-07-07,4415.42,-145.0,-40020.0,-40020.0
2023-07-14,2023-07-14,4523.78,-470.0,-40490.0,-40490.0
2023-07-21,2023-07-21,4541.96,-210.0,-40700.0,-40700.0
2023-07-28,2023-07-28,4574.03,-10.0,-40710.0,-40710.0
2023-08-04,2023-08-04,4514.98,-405.0,-41115.0,-41115.0
2023-08-11,2023-08-11,4451.3,-440.0,-41555.0,-41555.0
2023-08-18,2023-08-18,4348.8,150.0,-41405.0,-41405.0
2023-08-25,2023-08-25,4396.18,-1965.0,-43370.0,-43370.0
2023-09-01,2023-09-01,4527.51,90.0,-43280.0,-43280.0
2023-09-08,2023-09-08,4460.79,-465.0,-43745.0,-43745.0
2023-09-15,2023-09-15,4481.34,-325.0,-44070.0,-44070.0
2023-09-22,2023-09-22,4340.84,-10.0,-44080.0,-44080.0
2023-09-29,2023-09-29,4329.62,-685.0,-44765.0,-44765.0
2023-10-06,2023-10-06,4232.28,1250.0,-43515.0,-43515.0
2023-10-13,2023-10-13,4371.99,-2505.0,-46020.0,-46020.0
2023-10-20,2023-10-20,4263.29,55.0,-45965.0,-45965.0
2023-10-27,2023-10-27,4143.54,-1175.0,-47140.0,-47140.0
2023-11-03,2023-11-03,4358.24,-765.0,-47905.0,-47905.0
2023-11-10,2023-11-10,4367.13,-210.0,-48115.0,-48115.0
2023-11-17,2023-11-17,4508.14,330.0,-47785.0,-47785.0
2023-11-24,2023-11-24,4558.61,-5.0,-47790.0,-47790.0
2023-12-01,2023-12-01,4563.52,-140.0,-47930.0,-47930.0
2023-12-08,2023-12-08,4584.37,-145.0,-48075.0,-48075.0
2023-12-15,2023-12-15,4711.31,210.0,-47865.0,-47865.0
2023-12-22,2023-12-22,4768.16,150.0,-47715.0,-47715.0
2023-12-29,2023-12-29,4785.93,-270.0,-47985.0,-47985.0
2024-01-05,2024-01-05,4699.58,-670.0,-48655.0,-48655.0
2024-01-12,2024-01-12,4787.74,-45.0,-48700.0,-48700.0
2024-01-19,2024-01-19,4794.54,45.0,-48655.0,-48655.0
2024-01-26,2024-01-26,4892.54,240.0,-48415.0,-48415.0
2024-02-02,2024-02-02,4920.8,-135.0,-48550.0,-48550.0
2024-02-09,2024-02-09,5008.64,-70.0,-48620.0,-48620.0
2024-02-16,2024-02-16,5006.97,50.0,-48570.0,-48570.0
2024-02-23,2024-02-23,5107.19,-45.0,-48615.0,-48615.0
2024-03-01,2024-03-01,5099.71,-220.0,-48835.0,-48835.0
2024-03-08,2024-03-08,5185.2,50.0,-48785.0,-48785.0
2024-03-15,2024-03-15,5118.91,-385.0,-49170.0,-49170.0
2024-03-22,2024-03-22,5238.06,30.0,-49140.0,-49140.0
2024-04-05,2024-04-05,5178.55,-285.0,-49425.0,-49425.0
2024-04-12,2024-04-12,5169.55,-260.0,-49685.0,-49685.0
2024-04-19,2024-04-19,5011.44,275.0,-49410.0,-49410.0
2024-04-26,2024-04-26,5094.17,-2315.0,-51725.0,-51725.0
2024-05-03,2024-05-03,5131.33,-200.0,-51925.0,-51925.0
2024-05-10,2024-05-10,5237.51,200.0,-51725.0,-51725.0
2024-05-17,2024-05-17,5298.56,130.0,-51595.0,-51595.00000000001
2024-05-24,2024-05-24,5282.08,-60.0,-51655.0,-51654.99999999999
2024-05-31,2024-05-31,5239.0,-360.0,-52015.0,-52015.0
2024-06-07,2024-06-07,5347.82,-185.0,-52200.0,-52200.0
2024-06-14,2024-06-14,5421.03,170.0,-52030.0,-52029.99999999999
2024-06-21,2024-06-21,5459.93,-50.0,-52080.0,-52079.99999999999
2024-06-28,2024-06-28,5501.89,-175.0,-52255.0,-52254.99999999999
2024-07-05,2024-07-05,5545.13,-25.0,-52280.0,-52279.99999999999
2024-07-12,2024-07-12,5608.55,-55.0,-52335.0,-52335.0
2024-07-19,2024-07-19,5546.86,190.0,-52145.0,-52145.00000000001
2024-07-26,2024-07-26,5447.39,-180.0,-52325.0,-52325.0
2024-08-02,2024-08-02,5355.7,2410.0,-49915.0,-49915.0
2024-08-09,2024-08-09,5306.78,10.0,-49905.0,-49905.0
2024-08-16,2024-08-16,5535.25,-6780.0,-56685.0,-56685.0
2024-08-23,2024-08-23,5608.63,295.0,-56390.0,-56390.0
2024-08-30,2024-08-30,5627.85,-450.0,-56840.0,-56840.0
2024-09-06,2024-09-06,5486.27,-55.0,-56895.0,-56895.00000000001
2024-09-13,2024-09-13,5616.5,-1095.0,-57990.0,-57990.0
2024-09-20,2024-09-20,5692.9,85.0,-57905.0,-57904.99999999999
2024-09-27,2024-09-27,5751.94,-180.0,-58085.0,-58085.0
2024-10-04,2024-10-04,5720.73,135.0,-57950.0,-57950.0
2024-10-11,2024-10-11,5793.98,-430.0,-58380.0,-58379.99999999999
2024-10-18,2024-10-18,5851.48,-155.0,-58535.0,-58535.0
2024-10-25,2024-10-25,5851.3,-540.0,-59075.0,-59075.0
2024-11-01,2024-11-01,5749.02,-300.0,-59375.0,-59375.0
2024-11-08,2024-11-08,5988.72,-290.0,-59665.0,-59665.0
2024-11-15,2024-11-15,5900.51,-745.0,-60410.0,-60410.0
2024-11-22,2024-11-22,5970.42,225.0,-60185.0,-60185.0
2024-11-29,2024-11-29,6019.0,-110.0,-60295.0,-60295.00000000001
2024-12-06,2024-12-06,6098.24,170.0,-60125.0,-60125.0
2024-12-13,2024-12-13,6068.64,-365.0,-60490.0,-60490.0
2024-12-20,2024-12-20,5846.0,1830.0,-58660.0,-58660.0
2024-12-27,2024-12-27,5992.41,-3235.0,-61895.0,-61895.00000000001
2025-01-03,2025-01-03,5902.75,-840.0,-62735.0,-62735.0
2025-01-10,2025-01-10,5850.85,-240.0,-62975.0,-62975.0
2025-01-17,2025-01-17,5985.09,-605.0,-63580.0,-63579.99999999999
2025-01-24,2025-01-24,6124.53,225.0,-63355.0,-63354.99999999999
2025-01-31,2025-01-31,6102.03,-345.0,-63700.0,-63700.0
2025-02-07,2025-02-07,6098.82,-370.0,-64070.0,-64070.00000000001
2025-02-14,2025-02-14,6121.17,-190.0,-64260.0,-64260.0
2025-02-21,2025-02-21,6097.94,-230.0,-64490.0,-64490.0
2025-02-28,2025-02-28,5872.14,-265.0,-64755.0,-64754.99999999999
2025-03-07,2025-03-07,5750.59,1925.0,-62830.0,-62829.99999999999
2025-03-14,2025-03-14,5589.5,1515.0,-61315.0,-61315.0
2025-03-21,2025-03-21,5621.35,-4025.0,-65340.0,-65340.0
2025-03-28,2025-03-28,5660.93,-720.0,-66060.0,-66060.0
2025-04-04,2025-04-04,5251.51,6770.0,-59290.0,-59290.0
2025-04-11,2025-04-11,5283.85,3480.0,-55810.0,-55810.0
2025-04-25,2025-04-25,5466.22,-4650.0,-60460.0,-60460.0
2025-05-02,2025-05-02,5653.77,-110.0,-60570.0,-60570.00000000001
2025-05-09,2025-05-09,5686.25,-495.0,-61065.0,-61065.0
2025-05-16,2025-05-16,5926.43,295.0,-60770.0,-60770.00000000001
2025-05-23,2025-05-23,5779.22,635.0,-60135.0,-60135.0
2025-05-30,2025-05-30,5881.04,-1675.0,-61810.0,-61810.0
2025-06-06,2025-06-06,6010.92,-160.0,-61970.0,-61970.00000000001
2025-06-13,2025-06-13,5987.86,275.0,-61695.0,-61695.00000000001
2025-06-20,2025-06-20,5996.85,-780.0,-62475.0,-62475.0
2025-06-27,2025-06-27,6166.91,-180.0,-62655.0,-62654.99999999999
2025-07-11,2025-07-11,6254.01,-510.0,-63165.0,-63165.0
2025-07-18,2025-07-18,6307.17,-360.0,-63525.0,-63525.0
2025-07-25,2025-07-25,6372.79,-390.0,-63915.0,-63915.0
2025-08-01,2025-08-01,6232.49,815.0,-63100.0,-63100.0
2025-08-08,2025-08-08,6376.35,-1845.0,-64945.0,-64945.00000000001
2025-08-15,2025-08-15,6457.8,-295.0,-65240.0,-65240.0
2025-08-22,2025-08-22,6398.87,-555.0,-65795.0,-65795.0
2025-08-29,2025-08-29,6468.0,-140.0,-65935.0,-65935.0
2025-09-05,2025-09-05,6521.27,-230.0,-66165.0,-66165.0
2025-09-12,2025-09-12,6590.64,-175.0,-66340.0,-66340.0
2025-09-19,2025-09-19,6647.79,-160.0,-66500.0,-66500.0
2025-09-26,2025-09-26,6644.91,-440.0,-66940.0,-66940.0
2025-10-03,2025-10-03,6732.42,-40.0,-66980.0,-66980.0
2025-10-10,2025-10-10,6753.68,-330.0,-67310.0,-67310.0
2025-10-17,2025-10-17,6629.3,1395.0,-65915.0,-65915.0
2025-10-24,2025-10-24,6795.74,-2335.0,-68250.0,-68250.0
2025-10-31,2025-10-31,6854.96,-395.0,-68645.0,-68645.0
2025-11-07,2025-11-07,6681.36,-215.0,-68860.0,-68860.0
2025-11-14,2025-11-14,6704.34,-90.0,-68950.0,-68950.0
2025-11-21,2025-11-21,6559.06,260.0,-68690.0,-68690.0
2025-11-28,2025-11-28,6826.03,-1315.0,-70005.0,-70005.0
2025-12-05,2025-12-05,6881.42,-150.0,-70155.0,-70155.0
2025-12-12,2025-12-12,6886.59,-365.0,-70520.0,-70520.0
2025-12-19,2025-12-19,6827.03,-660.0,-71180.0,-71180.0
2025-12-26,2025-12-26,6935.88,-70.0,-71250.0,-71250.0
2026-01-02,2026-01-02,6887.78,-755.0,-72005.0,-72005.0
2026-01-09,2026-01-09,6941.61,160.0,-71845.0,-71845.0
2026-01-16,2026-01-16,6943.39,-160.0,-72005.0,-72005.0
2026-01-23,2026-01-23,6911.09,-470.0,-72475.0,-72475.0
2026-01-30,2026-01-30,6940.53,-685.0,-73160.0,-73160.0
2026-02-06,2026-02-06,6868.99,-530.0,-73690.0,-73690.0
2026-02-13,2026-02-13,6816.57,70.0,-73620.0,-73620.0
2026-02-20,2026-02-20,6865.77,-800.0,-74420.0,-74420.0
2026-02-27,2026-02-27,6844.69,-305.0,-74725.0,-74725.0
2026-03-06,2026-03-06,6724.02,1115.0,-73610.0,-73610.0
2026-03-13,2026-03-13,6715.58,-1920.0,-75530.0,-75530.0
2026-03-20,2026-03-20,6558.76,-655.0,-76185.0,-76185.0
2026-03-27,2026-03-27,6415.1,1605.0,-74580.0,-74580.0
2026-04-10,2026-04-10,6832.8,-6820.0,-81400.0,-81400.0
2026-04-17,2026-04-17,7108.19,195.0,-81205.0,-81205.0
2026-04-24,2026-04-24,7123.45,-110.0,-81315.0,-81315.0
2026-05-01,2026-05-01,7265.08,-265.0,-81580.0,-81580.0
2026-05-08,2026-05-08,7389.46,-195.0,-81775.0,-81775.0
2026-05-15,2026-05-15,7410.59,85.0,-81690.0,-81690.0
2026-05-22,2026-05-22,7493.28,-850.0,-82540.0,-82540.0
2026-05-29,2026-05-29,7596.39,-220.0,-82760.0,-82760.0
