date,trade_date,spot,pnl_usd,cumulative_pnl,mtm_pnl
2021-06-04,2021-06-04,4217.1,0.0,0.0,0.0
2021-06-11,2021-06-11,4243.32,-180.0,-180.0,-180.0
2021-06-18,2021-06-18,4188.86,-160.0,-340.0,-340.0
2021-06-25,2021-06-25,4274.57,-470.0,-810.0,-810.0
2021-07-02,2021-07-02,4333.06,-90.0,-900.0,-900.0
2021-07-09,2021-07-09,4349.82,-5.0,-905.0,-905.0000000000001
2021-07-16,2021-07-16,4365.01,-320.0,-1225.0,-1225.0
2021-07-23,2021-07-23,4382.7,-115.0,-1340.0,-1340.0
2021-07-30,2021-07-30,4406.6,-245.0,-1585.0,-1585.0
2021-08-06,2021-08-06,4431.13,-160.0,-1745.0,-1745.0
2021-08-13,2021-08-13,4464.73,-230.0,-1975.0,-1975.0
2021-08-20,2021-08-20,4400.27,310.0,-1665.0,-1664.9999999999998
2021-08-27,2021-08-27,4484.57,-550.0,-2215.0,-2215.0
2021-09-03,2021-09-03,4529.59,195.0,-2020.0,-2020.0
2021-09-10,2021-09-10,4502.2,-290.0,-2310.0,-2310.0
2021-09-17,2021-09-17,4451.54,-300.0,-2610.0,-2610.0
2021-09-24,2021-09-24,4452.18,-580.0,-3190.0,-3190.0
2021-10-01,2021-10-01,4309.7,-270.0,-3460.0,-3460.0
2021-10-08,2021-10-08,4398.49,-990.0,-4450.0,-4450.0
2021-10-15,2021-10-15,4465.65,-125.0,-4575.0,-4575.0
2021-10-22,2021-10-22,4552.15,-95.0,-4670.0,-4670.0
2021-10-29,2021-10-29,4585.1,-70.0,-4740.0,-4740.0
2021-11-05,2021-11-05,4713.96,-225.0,-4965.0,-4965.0
2021-11-12,2021-11-12,4653.64,-405.0,-5370.0,-5370.0
2021-11-19,2021-11-19,4710.65,70.0,-5300.0,-5300.0
2021-11-26,2021-11-26,4624.37,555.0,-4745.0,-4745.0
2021-12-03,2021-12-03,4577.1,195.0,-4550.0,-4550.0
2021-12-10,2021-12-10,4687.31,-2455.0,-7005.0,-7005.0
2021-12-17,2021-12-17,4624.26,-415.0,-7420.0,-7420.0
2021-12-31,2021-12-31,4775.22,-440.0,-7860.0,-7859.999999999999
2022-01-07,2022-01-07,4703.29,-480.0,-8340.0,-8340.0
2022-01-14,2022-01-14,4659.03,-605.0,-8945.0,-8945.0
2022-01-21,2022-01-21,4450.74,425.0,-8520.0,-8520.0
2022-01-28,2022-01-28,4297.45,2140.0,-6380.0,-6380.0
2022-02-04,2022-02-04,4484.16,-5825.0,-12205.0,-12205.0
2022-02-11,2022-02-11,4503.19,-255.0,-12460.0,-12460.0
2022-02-18,2022-02-18,4392.71,-510.0,-12970.0,-12969.999999999998
2022-02-25,2022-02-25,4288.7,-920.0,-13890.0,-13890.0
2022-03-04,2022-03-04,4363.49,35.0,-13855.0,-13855.000000000002
2022-03-11,2022-03-11,4274.69,-1125.0,-14980.0,-14980.000000000002
2022-03-18,2022-03-18,4407.41,320.0,-14660.0,-14660.0
2022-03-25,2022-03-25,4525.13,-205.0,-14865.0,-14865.0
2022-04-01,2022-04-01,4537.52,-470.0,-15335.0,-15335.0
2022-04-08,2022-04-08,4476.48,-215.0,-15550.0,-15550.0
2022-04-22,2022-04-22,4355.15,-1445.0,-16995.0,-16995.0
2022-04-29,2022-04-29,4267.85,720.0,-16275.0,-16275.0
2022-05-06,2022-05-06,4146.87,3395.0,-12880.0,-12880.000000000002
2022-05-13,2022-05-13,3993.95,-1560.0,-14440.0,-14440.0
2022-05-20,2022-05-20,3933.8,-370.0,-14810.0,-14810.0
2022-05-27,2022-05-27,4115.44,-7855.0,-22665.0,-22665.0
2022-06-03,2022-06-03,4134.22,-235.0,-22900.0,-22900.0
2022-06-10,2022-06-10,3935.06,-705.0,-23605.0,-23605.0
2022-06-17,2022-06-17,3698.69,955.0,-22650.0,-22650.0
2022-06-24,2022-06-24,3852.1,-3390.0,-26040.0,-26039.999999999996
2022-07-01,2022-07-01,3800.64,-750.0,-26790.0,-26789.999999999996
2022-07-08,2022-07-08,3874.9,-255.0,-27045.0,-27045.0
2022-07-15,2022-07-15,3826.81,-645.0,-27690.0,-27689.999999999996
2022-07-22,2022-07-22,3991.17,500.0,-27190.0,-27189.999999999996
2022-07-29,2022-07-29,4102.69,-110.0,-27300.0,-27300.0
2022-08-05,2022-08-05,4131.1,-215.0,-27515.0,-27514.999999999996
2022-08-12,2022-08-12,4234.43,45.0,-27470.0,-27470.0
2022-08-19,2022-08-19,4237.6,-530.0,-28000.0,-28000.0
2022-08-26,2022-08-26,4197.3,-375.0,-28375.0,-28375.0
2022-09-02,2022-09-02,3983.57,-75.0,-28450.0,-28450.0
2022-09-09,2022-09-09,4045.35,-1405.0,-29855.0,-29855.0
2022-09-16,2022-09-16,3840.48,355.0,-29500.0,-29500.0
2022-09-23,2022-09-23,3691.77,145.0,-29355.0,-29355.0
2022-09-30,2022-09-30,3643.29,275.0,-29080.0,-29080.0
2022-10-07,2022-10-07,3667.11,-1625.0,-30705.0,-30705.0
2022-10-14,2022-10-14,3677.16,-520.0,-31225.0,-31225.0
2022-10-21,2022-10-21,3700.91,-235.0,-31460.0,-31460.000000000004
2022-10-28,2022-10-28,3835.58,90.0,-31370.0,-31370.0
