trade_date,exp_date,underlying,dte_entry,structure,spot_entry,expected_move,short_put,long_put,short_call,long_call,put_width,call_width,retained_dist,total_credit,spot_exit,vix_entry,pnl_usd,pnl_usd_at_exp,result,exit_method,effective_close_date,effective_dit_at_close,in_range,max_risk_usd,pnl_tp10,pnl_tp25,pnl_tp50,pnl_tp75
2022-07-29,2022-07-29,SPX,0,RJL,4087.94,31.1,4085.0,4075.0,4100.0,4130.0,10.0,30.0,12.06,1093.0,4130.29,22.32,-1907.0,-1907.0,LOSS,expiration,2022-07-29,0,,1907.0,-1907.0,-1907.0,-1907.0,-1907.0
2022-08-01,2022-08-01,SPX,0,RJL,4107.45,30.7,4105.0,4095.0,4120.0,4150.0,10.0,30.0,12.55,1108.0,4118.63,21.34,1108.0,1108.0,WIN,expiration,2022-08-01,0,,1892.0,110.8,277.0,554.0,831.0
2022-08-02,2022-08-02,SPX,0,RJL,4100.98,33.5,4100.0,4090.0,4120.0,4150.0,10.0,30.0,19.02,1008.0,4091.19,22.84,140.0,140.0,WIN,expiration,2022-08-02,0,,1992.0,100.8,252.0,504.0,756.0
2022-08-03,2022-08-03,SPX,0,RJL,4113.99,31.15,4110.0,4100.0,4130.0,4160.0,10.0,30.0,16.01,1100.0,4155.17,23.93,-1387.0,-1387.0,LOSS,expiration,2022-08-03,0,,1900.0,110,-1387.0,-1387.0,-1387.0
2022-08-04,2022-08-04,SPX,0,RJL,4154.47,30.4,4150.0,4140.0,4170.0,4200.0,10.0,30.0,15.53,1040.0,4151.94,21.93,1040.0,1040.0,WIN,expiration,2022-08-04,0,,1960.0,104.0,260.0,520.0,780.0
2022-08-05,2022-08-05,SPX,0,RJL,4111.67,31.95,4110.0,4100.0,4130.0,4160.0,10.0,30.0,18.33,1015.0,4145.19,21.45,-451.0,-451.0,LOSS,expiration,2022-08-05,0,,1985.0,101.5,253.75,-451.0,-451.0
2022-08-08,2022-08-08,SPX,0,RJL,4163.9,27.85,4160.0,4150.0,4175.0,4205.0,10.0,30.0,11.1,1090.0,4140.06,21.16,90.0,90.0,WIN,expiration,2022-08-08,0,,1910.0,109.0,272.5,90.0,90.0
2022-08-09,2022-08-09,SPX,0,RJL,4134.71,28.15,4130.0,4120.0,4145.0,4175.0,10.0,30.0,10.29,1080.0,4122.47,21.28,364.0,364.0,WIN,expiration,2022-08-09,0,,1920.0,108.0,270.0,540.0,364.0
2022-08-10,2022-08-10,SPX,0,RJL,4193.67,31.8,4190.0,4180.0,4215.0,4245.0,10.0,30.0,21.33,1055.0,4210.24,21.77,1055.0,1055.0,WIN,expiration,2022-08-10,0,,1945.0,105.5,263.75,527.5,791.25
2022-08-11,2022-08-11,SPX,0,RJL,4237.14,27.5,4235.0,4225.0,4250.0,4280.0,10.0,30.0,12.86,1092.0,4207.27,19.71,92.0,92.0,WIN,expiration,2022-08-11,0,,1908.0,109.2,273.0,546.0,92.0
2022-08-12,2022-08-12,SPX,0,RJL,4227.73,25.05,4225.0,4215.0,4235.0,4265.0,10.0,30.0,7.27,1150.0,4280.15,20.19,-1850.0,-1850.0,LOSS,expiration,2022-08-12,0,,1850.0,115.0,-1850.0,-1850.0,-1850.0
2022-08-15,2022-08-15,SPX,0,RJL,4260.55,24.95,4260.0,4250.0,4270.0,4300.0,10.0,30.0,9.45,1065.0,4297.14,19.53,-1610.0,-1610.0,LOSS,expiration,2022-08-15,0,,1935.0,-1610.0,-1610.0,-1610.0,-1610.0
2022-08-16,2022-08-16,SPX,0,RJL,4290.47,23.35,4290.0,4280.0,4295.0,4325.0,10.0,30.0,4.53,1135.0,4305.2,19.95,100.0,100.0,WIN,expiration,2022-08-16,0,,1865.0,113.5,283.75,100.0,100.0
2022-08-17,2022-08-17,SPX,0,RJL,4271.8,28.2,4270.0,4260.0,4285.0,4315.0,10.0,30.0,13.2,1045.0,4274.04,19.68,1045.0,1045.0,WIN,expiration,2022-08-17,0,,1955.0,104.5,261.25,522.5,783.75
2022-08-18,2022-08-18,SPX,0,RJL,4277.15,26.15,4275.0,4265.0,4290.0,4320.0,10.0,30.0,12.85,1005.0,4283.74,19.9,1005.0,1005.0,WIN,expiration,2022-08-18,0,,1995.0,100.5,251.25,502.5,753.75
2022-08-19,2022-08-19,SPX,0,RJL,4258.49,27.6,4255.0,4245.0,4265.0,4295.0,10.0,30.0,6.51,1150.0,4228.48,19.56,150.0,150.0,WIN,expiration,2022-08-19,0,,1850.0,115.0,287.5,150.0,150.0
2022-08-22,2022-08-22,SPX,0,RJL,4176.14,28.3,4175.0,4165.0,4190.0,4220.0,10.0,30.0,13.86,1085.0,4137.99,20.63,85.0,85.0,WIN,expiration,2022-08-22,0,,1915.0,108.5,271.25,85.0,85.0
2022-08-23,2022-08-23,SPX,0,RJL,4137.08,29.75,4135.0,4125.0,4150.0,4180.0,10.0,30.0,12.92,1102.0,4128.73,23.8,380.0,380.0,WIN,expiration,2022-08-23,0,,1898.0,110.2,275.5,551.0,826.5
2022-08-24,2022-08-24,SPX,0,RJL,4127.16,26.95,4125.0,4115.0,4140.0,4170.0,10.0,30.0,12.84,1023.0,4140.77,24.11,940.0,940.0,WIN,expiration,2022-08-24,0,,1977.0,102.3,255.75,511.5,767.25
2022-08-25,2022-08-25,SPX,0,RJL,4154.4,25.65,4150.0,4140.0,4165.0,4195.0,10.0,30.0,10.6,1032.0,4199.12,22.82,-1968.0,-1968.0,LOSS,expiration,2022-08-25,0,,1968.0,103.2,258.0,-1968.0,-1968.0
2022-08-26,2022-08-26,SPX,0,RJL,4198.8,47.6,4195.0,4185.0,4240.0,4270.0,10.0,30.0,41.2,1022.0,4057.66,21.78,22.0,22.0,WIN,expiration,2022-08-26,0,,1978.0,102.2,22.0,22.0,22.0
2022-08-29,2022-08-29,SPX,0,RJL,4025.8,35,4025.0,4015.0,4045.0,4075.0,10.0,30.0,19.2,1105.0,4030.61,25.57,1105.0,1105.0,WIN,expiration,2022-08-29,0,,1895.0,110.5,276.25,552.5,828.75
2022-08-30,2022-08-30,SPX,0,RJL,4043.82,30.8,4040.0,4030.0,4060.0,4090.0,10.0,30.0,16.18,1025.0,3986.16,26.2,25.0,25.0,WIN,expiration,2022-08-30,0,,1975.0,102.5,25.0,25.0,25.0
2022-08-31,2022-08-31,SPX,0,RJL,3997.64,35,3995.0,3985.0,4020.0,4050.0,10.0,30.0,22.36,1020.0,3955.0,26.19,20.0,20.0,WIN,expiration,2022-08-31,0,,1980.0,102.0,255.0,20.0,20.0
2022-09-01,2022-09-01,SPX,0,RJL,3935.3,34.65,3935.0,3925.0,3955.0,3985.0,10.0,30.0,19.7,1102.0,3966.85,25.86,-121.0,-121.0,LOSS,expiration,2022-09-01,0,,1898.0,110.2,275.5,551.0,826.5
2022-09-02,2022-09-02,SPX,0,RJL,4000.74,33.75,4000.0,3990.0,4020.0,4050.0,10.0,30.0,19.26,1050.0,3924.26,25.56,50.0,50.0,WIN,expiration,2022-09-02,0,,1950.0,105.0,262.5,50.0,50.0
2022-09-06,2022-09-06,SPX,0,RJL,3941.3,34.05,3940.0,3930.0,3960.0,3990.0,10.0,30.0,18.7,1093.0,3908.19,25.46,93.0,93.0,WIN,expiration,2022-09-06,0,,1907.0,109.3,93.0,93.0,93.0
2022-09-07,2022-09-07,SPX,0,RJL,3906.79,34.8,3905.0,3895.0,3925.0,3955.0,10.0,30.0,18.21,1068.0,3979.87,26.89,-1932.0,-1932.0,LOSS,expiration,2022-09-07,0,,1932.0,-1932.0,-1932.0,-1932.0,-1932.0
2022-09-08,2022-09-08,SPX,0,RJL,3947.7,37.3,3945.0,3935.0,3970.0,4000.0,10.0,30.0,22.3,1035.0,4006.18,24.63,-1965.0,-1965.0,LOSS,expiration,2022-09-08,0,,1965.0,-1965.0,-1965.0,-1965.0,-1965.0
2022-09-09,2022-09-09,SPX,0,RJL,4032.64,31,4030.0,4020.0,4050.0,4080.0,10.0,30.0,17.36,1015.0,4067.36,23.61,-747.0,-747.0,LOSS,expiration,2022-09-09,0,,1985.0,-747.0,-747.0,-747.0,-747.0
2022-09-12,2022-09-12,SPX,0,RJL,4091.98,29.95,4090.0,4080.0,4110.0,4140.0,10.0,30.0,18.02,1003.0,4110.41,22.8,910.0,910.0,WIN,expiration,2022-09-12,0,,1997.0,100.3,250.75,501.5,752.25
2022-09-13,2022-09-13,SPX,0,RJL,4025.22,38,4025.0,4015.0,4050.0,4080.0,10.0,30.0,24.78,1078.0,3932.69,23.86,78.0,78.0,WIN,expiration,2022-09-13,0,,1922.0,107.8,78.0,78.0,78.0
2022-09-14,2022-09-14,SPX,0,RJL,3943.89,38.9,3940.0,3930.0,3970.0,4000.0,10.0,30.0,26.11,1000.0,3946.01,27.27,1000.0,1000.0,WIN,expiration,2022-09-14,0,,2000.0,100,250,500,750
2022-09-15,2022-09-15,SPX,0,RJL,3929.59,37.15,3925.0,3915.0,3955.0,3985.0,10.0,30.0,25.41,1010.0,3901.35,26.19,10.0,10.0,WIN,expiration,2022-09-15,0,,1990.0,101.0,252.5,10.0,10.0
2022-09-16,2022-09-16,SPX,0,RJL,3858.75,40.45,3855.0,3845.0,3885.0,3915.0,10.0,30.0,26.25,1025.0,3873.33,26.27,1025.0,1025.0,WIN,expiration,2022-09-16,0,,1975.0,102.5,256.25,512.5,768.75
2022-09-19,2022-09-19,SPX,0,RJL,3840.99,40.6,3840.0,3830.0,3870.0,3900.0,10.0,30.0,29.01,1043.0,3899.89,26.3,-1957.0,-1957.0,LOSS,expiration,2022-09-19,0,,1957.0,104.3,260.75,-1957.0,-1957.0
2022-09-20,2022-09-20,SPX,0,RJL,3867.8,35.45,3865.0,3855.0,3890.0,3920.0,10.0,30.0,22.2,1038.0,3855.93,25.75,214.0,214.0,WIN,expiration,2022-09-20,0,,1962.0,103.8,259.5,519.0,214.0
2022-09-21,2022-09-21,SPX,0,RJL,3879.86,70.95,3875.0,3865.0,3950.0,3980.0,10.0,30.0,70.14,1005.0,3789.93,27.15,5.0,5.0,WIN,expiration,2022-09-21,0,,1995.0,100.5,251.25,502.5,5.0
2022-09-22,2022-09-22,SPX,0,RJL,3788.42,43.65,3785.0,3775.0,3820.0,3850.0,10.0,30.0,31.58,1015.0,3757.99,27.98,15.0,15.0,WIN,expiration,2022-09-22,0,,1985.0,101.5,253.75,507.5,15.0
2022-09-23,2022-09-23,SPX,0,RJL,3714.91,43.7,3710.0,3700.0,3745.0,3775.0,10.0,30.0,30.09,1035.0,3693.23,27.31,35.0,35.0,WIN,expiration,2022-09-23,0,,1965.0,103.5,35.0,35.0,35.0
2022-09-26,2022-09-26,SPX,0,RJL,3682.05,47.2,3680.0,3670.0,3720.0,3750.0,10.0,30.0,37.95,1020.0,3655.04,29.91,20.0,20.0,WIN,expiration,2022-09-26,0,,1980.0,102.0,255.0,510.0,20.0
2022-09-27,2022-09-27,SPX,0,RJL,3692.3,42.9,3690.0,3680.0,3720.0,3750.0,10.0,30.0,27.7,1060.0,3647.29,32.19,60.0,60.0,WIN,expiration,2022-09-27,0,,1940.0,106.0,60.0,60.0,60.0
2022-09-28,2022-09-28,SPX,0,RJL,3655,49.2,3655.0,3645.0,3695.0,3725.0,10.0,30.0,40,1015.0,3719.04,32.58,-1254.0,-1254.0,LOSS,expiration,2022-09-28,0,,1985.0,101.5,-1254.0,-1254.0,-1254.0
2022-09-29,2022-09-29,SPX,0,RJL,3682.55,44.2,3680.0,3670.0,3715.0,3745.0,10.0,30.0,32.45,1030.0,3640.47,30.18,30.0,30.0,WIN,expiration,2022-09-29,0,,1970.0,103.0,30.0,30.0,30.0
2022-09-30,2022-09-30,SPX,0,RJL,3636.48,50.7,3635.0,3625.0,3680.0,3710.0,10.0,30.0,43.52,1000.0,3585.62,31.82,0.0,0.0,LOSS,expiration,2022-09-30,0,,2000.0,100,250,0.0,0.0
2022-10-03,2022-10-03,SPX,0,RJL,3624.43,40.95,3620.0,3610.0,3650.0,3680.0,10.0,30.0,25.57,1088.0,3678.43,31.59,-1695.0,-1695.0,LOSS,expiration,2022-10-03,0,,1912.0,108.8,-1695.0,-1695.0,-1695.0
2022-10-04,2022-10-04,SPX,0,RJL,3737.11,35.15,3735.0,3725.0,3760.0,3790.0,10.0,30.0,22.89,1002.0,3790.93,30.11,-1998.0,-1998.0,LOSS,expiration,2022-10-04,0,,1998.0,-1998.0,-1998.0,-1998.0,-1998.0
2022-10-05,2022-10-05,SPX,0,RJL,3749.21,38.1,3745.0,3735.0,3775.0,3805.0,10.0,30.0,25.79,1020.0,3783.28,29.1,181.0,181.0,WIN,expiration,2022-10-05,0,,1980.0,102.0,255.0,181.0,181.0
2022-10-06,2022-10-06,SPX,0,RJL,3770.38,35.55,3770.0,3760.0,3795.0,3825.0,10.0,30.0,24.62,1000.0,3744.52,28.55,0.0,0.0,LOSS,expiration,2022-10-06,0,,2000.0,100,250,0.0,0.0
2022-10-07,2022-10-07,SPX,0,RJL,3699.3,42.55,3695.0,3685.0,3730.0,3760.0,10.0,30.0,30.7,1030.0,3639.66,30.52,30.0,30.0,WIN,expiration,2022-10-07,0,,1970.0,103.0,257.5,30.0,30.0
2022-10-10,2022-10-10,SPX,0,RJL,3650.97,38.2,3650.0,3640.0,3680.0,3710.0,10.0,30.0,29.03,1005.0,3612.39,31.38,5.0,5.0,WIN,expiration,2022-10-10,0,,1995.0,100.5,251.25,5.0,5.0
2022-10-11,2022-10-11,SPX,0,RJL,3593.69,36.65,3590.0,3580.0,3615.0,3645.0,10.0,30.0,21.31,1078.0,3588.84,32.45,993.0,993.0,WIN,expiration,2022-10-11,0,,1922.0,107.8,269.5,539.0,808.5
2022-10-12,2022-10-12,SPX,0,RJL,3585.16,44.1,3585.0,3575.0,3620.0,3650.0,10.0,30.0,34.84,1042.0,3577.03,33.63,233.0,233.0,WIN,expiration,2022-10-12,0,,1958.0,104.2,260.5,521.0,781.5
2022-10-13,2022-10-13,SPX,0,RJL,3503.94,44.15,3500.0,3490.0,3535.0,3565.0,10.0,30.0,31.06,1035.0,3669.91,33.57,-1965.0,-1965.0,LOSS,expiration,2022-10-13,0,,1965.0,-1965.0,-1965.0,-1965.0,-1965.0
2022-10-14,2022-10-14,SPX,0,RJL,3694.72,49.5,3690.0,3680.0,3735.0,3765.0,10.0,30.0,40.28,1030.0,3583.07,31.95,30.0,30.0,WIN,expiration,2022-10-14,0,,1970.0,103.0,30.0,30.0,30.0
2022-10-17,2022-10-17,SPX,0,RJL,3656.58,38.85,3655.0,3645.0,3680.0,3710.0,10.0,30.0,23.42,1105.0,3677.95,32.04,1105.0,1105.0,WIN,expiration,2022-10-17,0,,1895.0,110.5,276.25,552.5,828.75
2022-10-18,2022-10-18,SPX,0,RJL,3759.24,37.9,3755.0,3745.0,3785.0,3815.0,10.0,30.0,25.76,1012.0,3719.98,31.37,12.0,12.0,WIN,expiration,2022-10-18,0,,1988.0,101.2,12.0,12.0,12.0
2022-10-19,2022-10-19,SPX,0,RJL,3704.69,41.55,3700.0,3690.0,3730.0,3760.0,10.0,30.0,25.31,1090.0,3695.16,30.5,686.0,686.0,WIN,expiration,2022-10-19,0,,1910.0,109.0,272.5,545.0,686.0
2022-10-20,2022-10-20,SPX,0,RJL,3691.73,38.85,3690.0,3680.0,3720.0,3750.0,10.0,30.0,28.27,1018.0,3665.78,30.77,18.0,18.0,WIN,expiration,2022-10-20,0,,1982.0,101.8,254.5,18.0,18.0
2022-10-21,2022-10-21,SPX,0,RJL,3652.84,42.7,3650.0,3640.0,3680.0,3710.0,10.0,30.0,27.16,1045.0,3752.75,29.97,-1955.0,-1955.0,LOSS,expiration,2022-10-21,0,,1955.0,-1955.0,-1955.0,-1955.0,-1955.0
2022-10-24,2022-10-24,SPX,0,RJL,3767.02,40.7,3765.0,3755.0,3795.0,3825.0,10.0,30.0,27.98,1030.0,3797.34,29.71,751.0,751.0,WIN,expiration,2022-10-24,0,,1970.0,103.0,257.5,515.0,772.5
2022-10-25,2022-10-25,SPX,0,RJL,3804.08,37.05,3800.0,3790.0,3825.0,3855.0,10.0,30.0,20.92,1075.0,3859.11,29.86,-1925.0,-1925.0,LOSS,expiration,2022-10-25,0,,1925.0,-1925.0,-1925.0,-1925.0,-1925.0
2022-10-26,2022-10-26,SPX,0,RJL,3826.23,37.4,3825.0,3815.0,3850.0,3880.0,10.0,30.0,23.77,1070.0,3830.6,29.86,1070.0,1070.0,WIN,expiration,2022-10-26,0,,1930.0,107.0,267.5,535.0,802.5
2022-10-27,2022-10-27,SPX,0,RJL,3847.56,36.55,3845.0,3835.0,3875.0,3905.0,10.0,30.0,27.44,1000.0,3807.3,27.28,0.0,0.0,LOSS,expiration,2022-10-27,0,,2000.0,100,250,0.0,0.0
2022-10-28,2022-10-28,SPX,0,RJL,3811.87,37.35,3810.0,3800.0,3835.0,3865.0,10.0,30.0,23.13,1062.0,3901.06,27.39,-1938.0,-1938.0,LOSS,expiration,2022-10-28,0,,1938.0,-1938.0,-1938.0,-1938.0,-1938.0
2022-10-31,2022-10-31,SPX,0,RJL,3876.9,39.2,3875.0,3865.0,3905.0,3935.0,10.0,30.0,28.1,1020.0,3871.98,27.39,754.0,754.0,WIN,expiration,2022-10-31,0,,1980.0,102.0,255.0,510.0,765.0
2022-11-01,2022-11-01,SPX,0,RJL,3909.41,32.55,3905.0,3895.0,3925.0,3955.0,10.0,30.0,15.59,1085.0,3856.1,25.88,85.0,85.0,WIN,expiration,2022-11-01,0,,1915.0,108.5,85.0,85.0,85.0
2022-11-02,2022-11-02,SPX,0,RJL,3847.87,61.2,3845.0,3835.0,3905.0,3935.0,10.0,30.0,57.13,1000.0,3759.69,25.81,0.0,0.0,LOSS,expiration,2022-11-02,0,,2000.0,100,250,0.0,0.0
2022-11-03,2022-11-03,SPX,0,RJL,3717.16,38.35,3715.0,3705.0,3745.0,3775.0,10.0,30.0,27.84,1008.0,3719.89,25.86,1008.0,1008.0,WIN,expiration,2022-11-03,0,,1992.0,100.8,252.0,504.0,756.0
2022-11-04,2022-11-04,SPX,0,RJL,3779.21,39.45,3775.0,3765.0,3805.0,3835.0,10.0,30.0,25.79,1078.0,3770.55,25.29,620.0,620.0,WIN,expiration,2022-11-04,0,,1922.0,107.8,269.5,620.0,620.0
2022-11-07,2022-11-07,SPX,0,RJL,3788.23,34.95,3785.0,3775.0,3810.0,3840.0,10.0,30.0,21.77,1043.0,3806.8,24.55,1043.0,1043.0,WIN,expiration,2022-11-07,0,,1957.0,104.3,260.75,521.5,782.25
2022-11-08,2022-11-08,SPX,0,RJL,3814.67,28.85,3810.0,3800.0,3825.0,3855.0,10.0,30.0,10.33,1123.0,3828.11,24.36,788.0,788.0,WIN,expiration,2022-11-08,0,,1877.0,112.3,280.75,561.5,788.0
2022-11-09,2022-11-09,SPX,0,RJL,3805.47,41.9,3805.0,3795.0,3835.0,3865.0,10.0,30.0,29.53,1065.0,3748.57,25.56,65.0,65.0,WIN,expiration,2022-11-09,0,,1935.0,106.5,266.25,65.0,65.0
2022-11-10,2022-11-10,SPX,0,RJL,3885.84,41.4,3885.0,3875.0,3915.0,3945.0,10.0,30.0,29.16,1090.0,3956.37,26.09,-1910.0,-1910.0,LOSS,expiration,2022-11-10,0,,1910.0,109.0,-1910.0,-1910.0,-1910.0
2022-11-11,2022-11-11,SPX,0,RJL,3961.7,39.1,3960.0,3950.0,3985.0,4015.0,10.0,30.0,23.3,1097.0,3992.93,23.55,376.0,376.0,WIN,expiration,2022-11-11,0,,1903.0,109.7,274.25,376.0,376.0
2022-11-14,2022-11-14,SPX,0,RJL,3975.56,34.2,3975.0,3965.0,3995.0,4025.0,10.0,30.0,19.44,1085.0,3957.25,22.52,85.0,85.0,WIN,expiration,2022-11-14,0,,1915.0,108.5,271.25,542.5,813.75
2022-11-15,2022-11-15,SPX,0,RJL,4018.27,34.25,4015.0,4005.0,4040.0,4070.0,10.0,30.0,21.73,1045.0,3991.73,23.73,45.0,45.0,WIN,expiration,2022-11-15,0,,1955.0,104.5,261.25,45.0,45.0
2022-11-16,2022-11-16,SPX,0,RJL,3976.86,33.9,3975.0,3965.0,3995.0,4025.0,10.0,30.0,18.14,1105.0,3958.79,24.53,105.0,105.0,WIN,expiration,2022-11-16,0,,1895.0,110.5,276.25,105.0,105.0
2022-11-17,2022-11-17,SPX,0,RJL,3913.61,35.55,3910.0,3900.0,3935.0,3965.0,10.0,30.0,21.39,1078.0,3946.56,24.12,-184.0,-184.0,LOSS,expiration,2022-11-17,0,,1922.0,107.8,269.5,539.0,808.5
2022-11-18,2022-11-18,SPX,0,RJL,3978.03,30.15,3975.0,3965.0,3995.0,4025.0,10.0,30.0,16.97,1013.0,3965.34,23.93,224.0,224.0,WIN,expiration,2022-11-18,0,,1987.0,101.3,253.25,506.5,224.0
2022-11-21,2022-11-21,SPX,0,RJL,3957.38,28.8,3955.0,3945.0,3970.0,4000.0,10.0,30.0,12.62,1080.0,3949.94,23.13,605.0,605.0,WIN,expiration,2022-11-21,0,,1920.0,108.0,270.0,540.0,605.0
2022-11-22,2022-11-22,SPX,0,RJL,3970.08,25.9,3970.0,3960.0,3980.0,4010.0,10.0,30.0,9.92,1130.0,4003.58,22.36,-1235.0,-1235.0,LOSS,expiration,2022-11-22,0,,1870.0,113.0,-1235.0,-1235.0,-1235.0
2022-11-23,2022-11-23,SPX,0,RJL,4002.73,27.15,4000.0,3990.0,4015.0,4045.0,10.0,30.0,12.27,1057.0,4027.26,21.29,-229.0,-229.0,LOSS,expiration,2022-11-23,0,,1943.0,105.7,-229.0,-229.0,-229.0
2022-11-25,2022-11-25,SPX,0,RJL,4025.06,15.7,4025.0,4015.0,4030.0,4060.0,10.0,30.0,4.94,882.0,4026.12,20.38,882.0,882.0,WIN,expiration,2022-11-25,0,,2118.0,88.2,220.5,441.0,661.5
2022-11-28,2022-11-28,SPX,0,RJL,4000.39,23.9,4000.0,3990.0,4010.0,4040.0,10.0,30.0,9.61,1042.0,3963.94,20.53,42.0,42.0,WIN,expiration,2022-11-28,0,,1958.0,104.2,260.5,42.0,42.0
2022-11-29,2022-11-29,SPX,0,RJL,3963.06,23.6,3960.0,3950.0,3970.0,4000.0,10.0,30.0,6.94,1095.0,3957.63,22.21,830.0,830.0,WIN,expiration,2022-11-29,0,,1905.0,109.5,273.75,547.5,830.0
2022-11-30,2022-11-30,SPX,0,RJL,3962.01,45,3960.0,3950.0,3995.0,4025.0,10.0,30.0,32.99,1045.0,4080.11,21.89,-1955.0,-1955.0,LOSS,expiration,2022-11-30,0,,1955.0,104.5,-1955.0,-1955.0,-1955.0
2022-12-01,2022-12-01,SPX,0,RJL,4085.83,29.7,4085.0,4075.0,4100.0,4130.0,10.0,30.0,14.17,1093.0,4076.57,20.59,289.0,289.0,WIN,expiration,2022-12-01,0,,1907.0,109.3,273.25,546.5,819.75
2022-12-02,2022-12-02,SPX,0,RJL,4033.36,35.75,4030.0,4020.0,4050.0,4080.0,10.0,30.0,16.64,1090.0,4071.7,19.86,-1065.0,-1065.0,LOSS,expiration,2022-12-02,0,,1910.0,109.0,272.5,-1065.0,-1065.0
2022-12-05,2022-12-05,SPX,0,RJL,4044.42,24.35,4040.0,4030.0,4050.0,4080.0,10.0,30.0,5.58,1108.0,3998.84,19.06,108.0,108.0,WIN,expiration,2022-12-05,0,,1892.0,110.8,277.0,108.0,108.0
2022-12-06,2022-12-06,SPX,0,RJL,3996.57,24.5,3995.0,3985.0,4005.0,4035.0,10.0,30.0,8.43,1097.0,3941.26,20.75,97.0,97.0,WIN,expiration,2022-12-06,0,,1903.0,109.7,97.0,97.0,97.0
2022-12-07,2022-12-07,SPX,0,RJL,3934.22,31.45,3930.0,3920.0,3950.0,3980.0,10.0,30.0,15.78,1045.0,3933.92,22.16,1045.0,1045.0,WIN,expiration,2022-12-07,0,,1955.0,104.5,261.25,522.5,783.75
2022-12-08,2022-12-08,SPX,0,RJL,3951.95,27.7,3950.0,3940.0,3965.0,3995.0,10.0,30.0,13.05,1062.0,3963.51,22.69,1062.0,1062.0,WIN,expiration,2022-12-08,0,,1938.0,106.2,265.5,531.0,796.5
2022-12-09,2022-12-09,SPX,0,RJL,3953.82,32,3950.0,3940.0,3970.0,4000.0,10.0,30.0,16.18,1065.0,3934.38,22.29,65.0,65.0,WIN,expiration,2022-12-09,0,,1935.0,106.5,266.25,532.5,798.75
2022-12-12,2022-12-12,SPX,0,RJL,3944.89,23.9,3940.0,3930.0,3955.0,3985.0,10.0,30.0,10.11,1005.0,3990.56,22.85,-1995.0,-1995.0,LOSS,expiration,2022-12-12,0,,1995.0,100.5,251.25,-1995.0,-1995.0
2022-12-13,2022-12-13,SPX,0,RJL,4094.94,42.8,4090.0,4080.0,4125.0,4155.0,10.0,30.0,30.06,1030.0,4019.65,25,30.0,30.0,WIN,expiration,2022-12-13,0,,1970.0,103.0,30.0,30.0,30.0
2022-12-14,2022-12-14,SPX,0,RJL,4021.69,67.3,4020.0,4010.0,4085.0,4115.0,10.0,30.0,63.31,1000.0,3995.32,22.58,0.0,0.0,LOSS,expiration,2022-12-14,0,,2000.0,100,250,500,0.0
2022-12-15,2022-12-15,SPX,0,RJL,3949.77,34.55,3945.0,3935.0,3970.0,4000.0,10.0,30.0,20.23,1020.0,3895.75,21.15,20.0,20.0,WIN,expiration,2022-12-15,0,,1980.0,102.0,20.0,20.0,20.0
2022-12-16,2022-12-16,SPX,0,RJL,3870.59,39.05,3870.0,3860.0,3895.0,3925.0,10.0,30.0,24.41,1070.0,3852.36,22.83,70.0,70.0,WIN,expiration,2022-12-16,0,,1930.0,107.0,267.5,70.0,70.0
2022-12-19,2022-12-19,SPX,0,RJL,3849.81,28.3,3845.0,3835.0,3860.0,3890.0,10.0,30.0,10.19,1070.0,3817.66,22.62,70.0,70.0,WIN,expiration,2022-12-19,0,,1930.0,107.0,267.5,70.0,70.0
2022-12-20,2022-12-20,SPX,0,RJL,3807.45,30.2,3805.0,3795.0,3825.0,3855.0,10.0,30.0,17.55,1005.0,3821.62,22.41,1005.0,1005.0,WIN,expiration,2022-12-20,0,,1995.0,100.5,251.25,502.5,753.75
2022-12-21,2022-12-21,SPX,0,RJL,3848.53,26.05,3845.0,3835.0,3860.0,3890.0,10.0,30.0,11.47,1055.0,3878.44,21.47,-751.0,-751.0,LOSS,expiration,2022-12-21,0,,1945.0,-751.0,-751.0,-751.0,-751.0
2022-12-22,2022-12-22,SPX,0,RJL,3848.78,24.95,3845.0,3835.0,3855.0,3885.0,10.0,30.0,6.22,1110.0,3822.39,20.04,110.0,110.0,WIN,expiration,2022-12-22,0,,1890.0,111.0,110.0,110.0,110.0
2022-12-23,2022-12-23,SPX,0,RJL,3816.51,33.1,3815.0,3805.0,3835.0,3865.0,10.0,30.0,18.49,1015.0,3844.82,21.97,70.0,70.0,WIN,expiration,2022-12-23,0,,1985.0,101.5,253.75,507.5,70.0
2022-12-27,2022-12-27,SPX,0,RJL,3843.18,28.25,3840.0,3830.0,3855.0,3885.0,10.0,30.0,11.82,1070.0,3829.25,20.86,70.0,70.0,WIN,expiration,2022-12-27,0,,1930.0,107.0,267.5,535.0,70.0
2022-12-28,2022-12-28,SPX,0,RJL,3828.1,26.25,3825.0,3815.0,3840.0,3870.0,10.0,30.0,11.9,1015.0,3783.22,21.64,15.0,15.0,WIN,expiration,2022-12-28,0,,1985.0,101.5,253.75,15.0,15.0
2022-12-29,2022-12-29,SPX,0,RJL,3810.7,26.85,3810.0,3800.0,3820.0,3850.0,10.0,30.0,9.3,1115.0,3849.28,22.13,-1754.0,-1754.0,LOSS,expiration,2022-12-29,0,,1885.0,-1754.0,-1754.0,-1754.0,-1754.0
