trade_date,exp_date,underlying,dte_entry,width_sigma,structure,spot_entry,spot_exit,call_atm,call_lo,call_up,total_credit,vix_entry,iv_atm_pct,expected_move,pnl_usd,pnl_tp25,pnl_tp50,pnl_tp75,result,exit_method,mfe,mae,pnl_exit14,pnl_exit10,pnl_exit7,pnl_exit5,pnl_exit3,pnl_tp25_exit14,pnl_tp25_exit10,pnl_tp25_exit7,pnl_tp25_exit5,pnl_tp25_exit3,pnl_tp50_exit14,pnl_tp50_exit10,pnl_tp50_exit7,pnl_tp50_exit5,pnl_tp50_exit3,pnl_tp75_exit14,pnl_tp75_exit10,pnl_tp75_exit7,pnl_tp75_exit5,pnl_tp75_exit3
2021-01-08,2021-01-22,SPX,14,0.40,Inverse Butterfly 1-2-1 (calls),3817.5,3841.15,3815.0,3770.0,3860.0,800.0,21.7,15.68,117.2,-1085.0,-1085.0,-1085.0,-1085.0,LOSS,expiration,40.0,-2510.0,-0.0,-35.0,-320.0,-620.0,-620.0,-0.0,-35.0,-320.0,-620.0,-620.0,-0.0,-35.0,-320.0,-620.0,-620.0,-0.0,-35.0,-320.0,-620.0,-620.0
2021-01-15,2021-01-29,SPX,14,0.40,Inverse Butterfly 1-2-1 (calls),3783.61,3713.23,3785.0,3730.0,3840.0,930.0,23.61,18.1,134.2,930.0,232.5,465.0,697.5,WIN,expiration,927.5,-2590.0,-35.0,-130.0,205.0,245.0,370.0,-35.0,-130.0,232.5,232.5,232.5,-35.0,-130.0,205.0,245.0,465.0,-35.0,-130.0,205.0,245.0,370.0
2021-01-22,2021-02-05,SPX,14,0.40,Inverse Butterfly 1-2-1 (calls),3841.06,3886.82,3840.0,3790.0,3890.0,930.0,21.9,16.22,122.0,612.0,232.5,465.0,697.5,WIN,expiration,792.5,-2040.0,-15.0,-70.0,-170.0,-100.0,-700.0,-15.0,-70.0,-170.0,-100.0,-700.0,-15.0,-70.0,-170.0,-100.0,-700.0,-15.0,-70.0,-170.0,-100.0,-700.0
2021-01-29,2021-02-12,SPX,14,0.40,Inverse Butterfly 1-2-1 (calls),3763.09,3935.04,3765.0,3695.0,3835.0,935.0,30.67,24.51,180.6,935.0,233.75,467.5,701.25,WIN,expiration,1015.0,-4790.0,-60.0,30.0,675.0,655.0,590.0,-60.0,30.0,233.75,233.75,233.75,-60.0,30.0,467.5,467.5,467.5,-60.0,30.0,675.0,655.0,701.25
2021-02-05,2021-02-19,SPX,14,0.40,Inverse Butterfly 1-2-1 (calls),3881.32,3906.87,3880.0,3835.0,3925.0,860.0,21.73,15.13,115.0,-953.0,215.0,-953.0,-953.0,LOSS,expiration,385.0,-1865.0,-15.0,80.0,80.0,375.0,375.0,-15.0,80.0,215.0,215.0,215.0,-15.0,80.0,80.0,375.0,375.0,-15.0,80.0,80.0,375.0,375.0
2021-02-12,2021-02-26,SPX,14,0.40,Inverse Butterfly 1-2-1 (calls),3912.37,3810.81,3910.0,3865.0,3955.0,800.0,20.93,15.24,116.8,800.0,200.0,400.0,600.0,WIN,expiration,802.5,-1550.0,30.0,125.0,-165.0,-430.0,-27.5,30.0,125.0,-165.0,-430.0,-27.5,30.0,125.0,-165.0,-430.0,-27.5,30.0,125.0,-165.0,-430.0,-27.5
2021-02-19,2021-03-05,SPX,14,0.40,Inverse Butterfly 1-2-1 (calls),3926.98,3841.58,3925.0,3875.0,3975.0,955.0,21.63,15.48,119.1,955.0,238.75,477.5,716.25,WIN,expiration,952.5,-1020.0,-25.0,-20.0,10.0,-190.0,-690.0,-25.0,-20.0,10.0,-190.0,-690.0,-25.0,-20.0,10.0,-190.0,-690.0,-25.0,-20.0,10.0,-190.0,-690.0
2021-02-26,2021-03-12,SPX,14,0.40,Inverse Butterfly 1-2-1 (calls),3826.31,3943.11,3825.0,3750.0,3900.0,1080.0,28.61,25.2,188.8,1080.0,270.0,540.0,810.0,WIN,expiration,1280.0,-2240.0,25.0,75.0,-790.0,-575.0,-520.0,25.0,75.0,-790.0,-575.0,-520.0,25.0,75.0,-790.0,-575.0,-520.0,25.0,75.0,-790.0,-575.0,-520.0
2021-03-05,2021-03-19,SPX,14,0.40,Inverse Butterfly 1-2-1 (calls),3776.04,3911.67,3775.0,3700.0,3850.0,1135.0,28.34,24.83,183.6,1135.0,283.75,567.5,851.25,WIN,expiration,1220.0,-2880.0,-90.0,345.0,845.0,825.0,1000.0,-90.0,283.75,283.75,283.75,283.75,-90.0,345.0,567.5,567.5,567.5,-90.0,345.0,845.0,825.0,851.25
2021-03-12,2021-03-26,SPX,14,0.40,Inverse Butterfly 1-2-1 (calls),3932.31,3974.28,3930.0,3875.0,3985.0,1050.0,22.16,17.35,133.7,-22.0,262.5,525.0,787.5,LOSS,expiration,1645.0,-3815.0,-45.0,150.0,-275.0,-925.0,-950.0,-45.0,150.0,-275.0,-925.0,-950.0,-45.0,150.0,-275.0,-925.0,-950.0,-45.0,150.0,-275.0,-925.0,-950.0
