trade_date,exp_date,underlying,dte_entry,structure,spot_entry,spot_exit,put_upper,put_center,put_lower,total_credit,entry_cons,entry_spread,vix_entry,iv_atm_pct,em_pct,expected_move,pnl_usd,max_risk_usd,result,exit_method,mfe,mae,pnl_exit90,pnl_exit75,pnl_exit60,pnl_exit45,pnl_exit30,pnl_exit21,pnl_exit14,pnl_exit10,pnl_exit7,pnl_exit5,pnl_exit3,pnl_tp25,pnl_tp50,pnl_tp75,pnl_tp100,pnl_tp25_exit90,pnl_tp25_exit75,pnl_tp25_exit60,pnl_tp25_exit45,pnl_tp25_exit30,pnl_tp25_exit21,pnl_tp25_exit14,pnl_tp25_exit10,pnl_tp25_exit7,pnl_tp25_exit5,pnl_tp25_exit3,pnl_tp50_exit90,pnl_tp50_exit75,pnl_tp50_exit60,pnl_tp50_exit45,pnl_tp50_exit30,pnl_tp50_exit21,pnl_tp50_exit14,pnl_tp50_exit10,pnl_tp50_exit7,pnl_tp50_exit5,pnl_tp50_exit3,pnl_tp75_exit90,pnl_tp75_exit75,pnl_tp75_exit60,pnl_tp75_exit45,pnl_tp75_exit30,pnl_tp75_exit21,pnl_tp75_exit14,pnl_tp75_exit10,pnl_tp75_exit7,pnl_tp75_exit5,pnl_tp75_exit3,pnl_tp100_exit90,pnl_tp100_exit75,pnl_tp100_exit60,pnl_tp100_exit45,pnl_tp100_exit30,pnl_tp100_exit21,pnl_tp100_exit14,pnl_tp100_exit10,pnl_tp100_exit7,pnl_tp100_exit5,pnl_tp100_exit3
2021-08-13,2021-12-17,SPX,126,BWB 1-2-2 puts (+1/-2/+2),4464.73,4620.26,4230,3980,3050,280.0,1400.0,1120.0,15.33,15.33,9.01,402.1,-280.0,69400.0,LOSS,expiration,820,-685,-415.0,20.0,420.0,175.0,-60.0,-90.0,280.0,-320.0,-275.0,-260.0,-255.0,-280.0,-280.0,-280.0,-280.0,-415.0,20.0,420.0,175.0,-60.0,-90.0,280.0,-320.0,-275.0,-260.0,-255.0,-415.0,20.0,420.0,175.0,-60.0,-90.0,280.0,-320.0,-275.0,-260.0,-255.0,-415.0,20.0,420.0,175.0,-60.0,-90.0,280.0,-320.0,-275.0,-260.0,-255.0,-415.0,20.0,420.0,175.0,-60.0,-90.0,280.0,-320.0,-275.0,-260.0,-255.0
2021-08-20,2021-12-17,SPX,119,BWB 1-2-2 puts (+1/-2/+2),4400.27,4620.26,4160,3890,2900,10.0,110.0,100.0,21.57,21.57,12.32,541.9,-10.0,72110.0,LOSS,expiration,1210,-60,145.0,585.0,720.0,375.0,140.0,215.0,350.0,-60.0,5.0,7.5,10.0,-10.0,-10.0,-10.0,-10.0,145.0,585.0,720.0,375.0,140.0,215.0,350.0,-60.0,5.0,7.5,10.0,145.0,585.0,720.0,375.0,140.0,215.0,350.0,-60.0,5.0,7.5,10.0,145.0,585.0,720.0,375.0,140.0,215.0,350.0,-60.0,5.0,7.5,10.0,145.0,585.0,720.0,375.0,140.0,215.0,350.0,-60.0,5.0,7.5,10.0
2021-08-27,2021-12-31,SPX,126,BWB 1-2-2 puts (+1/-2/+2),4484.57,4766.1,4240,3970,2975,150.0,1990.0,1840.0,17.59,17.59,10.33,463.5,-150.0,74490.0,LOSS,expiration,950,-685,130.0,595.0,430.0,160.0,430.0,0.0,-20.0,35.0,-120.0,-120.0,-130.0,-150.0,-150.0,-150.0,-150.0,130.0,595.0,430.0,160.0,430.0,0.0,-20.0,35.0,-120.0,-120.0,-130.0,130.0,595.0,430.0,160.0,430.0,0.0,-20.0,35.0,-120.0,-120.0,-130.0,130.0,595.0,430.0,160.0,430.0,0.0,-20.0,35.0,-120.0,-120.0,-130.0,130.0,595.0,430.0,160.0,430.0,0.0,-20.0,35.0,-120.0,-120.0,-130.0
2021-09-03,2021-12-31,SPX,119,BWB 1-2-2 puts (+1/-2/+2),4529.59,4766.1,4300,4040,3075,165.0,1620.0,1455.0,16.6,16.6,9.48,429.3,-165.0,72120.0,LOSS,expiration,1010,-955,-150.0,515.0,365.0,205.0,560.0,70.0,30.0,125.0,-150.0,-150.0,-155.0,-165.0,-165.0,-165.0,-165.0,-150.0,515.0,365.0,205.0,560.0,70.0,30.0,125.0,-150.0,-150.0,-155.0,-150.0,515.0,365.0,205.0,560.0,70.0,30.0,125.0,-150.0,-150.0,-155.0,-150.0,515.0,365.0,205.0,560.0,70.0,30.0,125.0,-150.0,-150.0,-155.0,-150.0,515.0,365.0,205.0,560.0,70.0,30.0,125.0,-150.0,-150.0,-155.0
2021-09-10,2021-12-31,SPX,112,BWB 1-2-2 puts (+1/-2/+2),4502.2,4766.1,4300,4040,3075,180.0,310.0,130.0,17.69,17.69,9.8,441.2,-180.0,70810.0,LOSS,expiration,995,-970,-165.0,500.0,350.0,190.0,545.0,55.0,15.0,110.0,-165.0,-165.0,-170.0,-180.0,-180.0,-180.0,-180.0,-165.0,500.0,350.0,190.0,545.0,55.0,15.0,110.0,-165.0,-165.0,-170.0,-165.0,500.0,350.0,190.0,545.0,55.0,15.0,110.0,-165.0,-165.0,-170.0,-165.0,500.0,350.0,190.0,545.0,55.0,15.0,110.0,-165.0,-165.0,-170.0,-165.0,500.0,350.0,190.0,545.0,55.0,15.0,110.0,-165.0,-165.0,-170.0
2021-09-17,2022-01-21,SPX,126,BWB 1-2-2 puts (+1/-2/+2),4451.54,4397.87,4200,3920,2925,105.0,1560.0,1455.0,19.5,19.5,11.46,510.0,-105.0,73060.0,LOSS,expiration,1055,-435,330.0,245.0,165.0,375.0,205.0,-80.0,-37.5,-5.0,-67.5,-85.0,-85.0,-105.0,-105.0,-105.0,-105.0,330.0,245.0,165.0,375.0,205.0,-80.0,-37.5,-5.0,-67.5,-85.0,-85.0,330.0,245.0,165.0,375.0,205.0,-80.0,-37.5,-5.0,-67.5,-85.0,-85.0,330.0,245.0,165.0,375.0,205.0,-80.0,-37.5,-5.0,-67.5,-85.0,-85.0,330.0,245.0,165.0,375.0,205.0,-80.0,-37.5,-5.0,-67.5,-85.0,-85.0
2021-09-24,2022-01-21,SPX,119,BWB 1-2-2 puts (+1/-2/+2),4452.18,4397.87,4210,3940,3000,110.0,960.0,850.0,18.68,18.68,10.67,474.9,-110.0,67960.0,LOSS,expiration,910,-205,305.0,250.0,175.0,400.0,220.0,-90.0,-35.0,5.0,-65.0,-77.5,-77.5,-110.0,-110.0,-110.0,-110.0,305.0,250.0,175.0,400.0,220.0,-90.0,-35.0,5.0,-65.0,-77.5,-77.5,305.0,250.0,175.0,400.0,220.0,-90.0,-35.0,5.0,-65.0,-77.5,-77.5,305.0,250.0,175.0,400.0,220.0,-90.0,-35.0,5.0,-65.0,-77.5,-77.5,305.0,250.0,175.0,400.0,220.0,-90.0,-35.0,5.0,-65.0,-77.5,-77.5
2021-10-01,2022-01-21,SPX,112,BWB 1-2-2 puts (+1/-2/+2),4309.7,4397.87,3940,3920,2925,-5795.0,-4030.0,1765.0,22.91,22.91,12.69,546.9,5795.0,93470.0,WIN,expiration,5797.5,-335,3675.0,4630.0,4925.0,4900.0,5300.0,5630.0,5692.5,5697.5,5772.5,5770.0,5770.0,1765.0,3190.0,4565.0,5795.0,1765.0,1765.0,1765.0,1765.0,1765.0,1765.0,1765.0,1765.0,1765.0,1765.0,1765.0,3190.0,3190.0,3190.0,3190.0,3190.0,3190.0,3190.0,3190.0,3190.0,3190.0,3190.0,3675.0,4565.0,4565.0,4565.0,4565.0,4565.0,4565.0,4565.0,4565.0,4565.0,4565.0,3675.0,4630.0,4925.0,4900.0,5300.0,5630.0,5692.5,5697.5,5772.5,5770.0,5770.0
2021-10-08,2022-01-21,SPX,105,BWB 1-2-2 puts (+1/-2/+2),4398.49,4397.87,4200,3920,3000,755.0,880.0,125.0,18.92,18.92,10.15,446.3,-755.0,64880.0,LOSS,expiration,625,-755,-190.0,-315.0,-415.0,-195.0,-420.0,-720.0,-672.5,-650.0,-712.5,-730.0,-730.0,-755.0,-755.0,-755.0,-755.0,-190.0,-315.0,-415.0,-195.0,-420.0,-720.0,-672.5,-650.0,-712.5,-730.0,-730.0,-190.0,-315.0,-415.0,-195.0,-420.0,-720.0,-672.5,-650.0,-712.5,-730.0,-730.0,-190.0,-315.0,-415.0,-195.0,-420.0,-720.0,-672.5,-650.0,-712.5,-730.0,-730.0,-190.0,-315.0,-415.0,-195.0,-420.0,-720.0,-672.5,-650.0,-712.5,-730.0,-730.0
2021-10-15,2022-02-18,SPX,126,BWB 1-2-2 puts (+1/-2/+2),4465.65,4348.67,4230,3970,3050,205.0,1370.0,1165.0,15.9,15.9,9.34,417.2,-205.0,67370.0,LOSS,expiration,2455,-305,65.0,255.0,490.0,15.0,525.0,2455.0,720.0,420.0,170.0,645.0,85.0,-205.0,-205.0,-205.0,-205.0,65.0,255.0,490.0,15.0,525.0,2455.0,720.0,420.0,170.0,645.0,85.0,65.0,255.0,490.0,15.0,525.0,2455.0,720.0,420.0,170.0,645.0,85.0,65.0,255.0,490.0,15.0,525.0,2455.0,720.0,420.0,170.0,645.0,85.0,65.0,255.0,490.0,15.0,525.0,2455.0,720.0,420.0,170.0,645.0,85.0
2021-10-22,2022-02-18,SPX,119,BWB 1-2-2 puts (+1/-2/+2),4552.15,4348.67,4320,4065,3150,10.0,120.0,110.0,15.06,15.06,8.6,391.4,-10.0,66120.0,LOSS,expiration,3045,-75,305.0,410.0,745.0,340.0,1065.0,3045.0,1635.0,1385.0,915.0,2170.0,995.0,-10.0,-10.0,-10.0,-10.0,305.0,410.0,745.0,340.0,1065.0,3045.0,1635.0,1385.0,915.0,2170.0,995.0,305.0,410.0,745.0,340.0,1065.0,3045.0,1635.0,1385.0,915.0,2170.0,995.0,305.0,410.0,745.0,340.0,1065.0,3045.0,1635.0,1385.0,915.0,2170.0,995.0,305.0,410.0,745.0,340.0,1065.0,3045.0,1635.0,1385.0,915.0,2170.0,995.0
2021-10-29,2022-02-18,SPX,112,BWB 1-2-2 puts (+1/-2/+2),4585.1,4348.67,4320,4065,3150,-10.0,130.0,140.0,17.06,17.06,9.45,433.3,10.0,66130.0,WIN,expiration,3065,-30,325.0,430.0,765.0,360.0,1085.0,3065.0,1655.0,1405.0,935.0,2190.0,1015.0,10.0,10.0,10.0,10.0,325.0,430.0,765.0,360.0,1085.0,3065.0,1655.0,1405.0,935.0,2190.0,1015.0,325.0,430.0,765.0,360.0,1085.0,3065.0,1655.0,1405.0,935.0,2190.0,1015.0,325.0,430.0,765.0,360.0,1085.0,3065.0,1655.0,1405.0,935.0,2190.0,1015.0,325.0,430.0,765.0,360.0,1085.0,3065.0,1655.0,1405.0,935.0,2190.0,1015.0
2021-11-05,2022-02-18,SPX,105,BWB 1-2-2 puts (+1/-2/+2),4713.96,4348.67,4320,4230,3150,-2775.0,-2670.0,105.0,15.07,15.07,8.08,381.0,2775.0,96330.0,WIN,expiration,3635,-4515,100.0,-1645.0,-1070.0,2125.0,1700.0,-2660.0,2130.0,2790.0,2795.0,3065.0,3125.0,3065.0,2775.0,2775.0,2775.0,100.0,-1645.0,-1070.0,2125.0,1700.0,-2660.0,2130.0,2790.0,2795.0,3065.0,3065.0,100.0,-1645.0,-1070.0,2125.0,1700.0,-2660.0,2130.0,2790.0,2795.0,3065.0,3125.0,100.0,-1645.0,-1070.0,2125.0,1700.0,-2660.0,2130.0,2790.0,2795.0,3065.0,3125.0,100.0,-1645.0,-1070.0,2125.0,1700.0,-2660.0,2130.0,2790.0,2795.0,3065.0,3125.0
2021-11-12,2022-03-18,SPX,126,BWB 1-2-2 puts (+1/-2/+2),4653.64,4462.85,4400,4125,3100,355.0,880.0,525.0,17.08,17.08,10.04,467.0,-355.0,75880.0,LOSS,expiration,13815,-645,70.0,330.0,835.0,1090.0,2175.0,4605.0,4425.0,8000.0,9035.0,12480.0,13405.0,6695.0,13555.0,-355.0,-355.0,70.0,330.0,835.0,1090.0,2175.0,4605.0,4425.0,6695.0,6695.0,6695.0,6695.0,70.0,330.0,835.0,1090.0,2175.0,4605.0,4425.0,8000.0,9035.0,12480.0,13555.0,70.0,330.0,835.0,1090.0,2175.0,4605.0,4425.0,8000.0,9035.0,12480.0,13405.0,70.0,330.0,835.0,1090.0,2175.0,4605.0,4425.0,8000.0,9035.0,12480.0,13405.0
2021-11-19,2022-03-18,SPX,119,BWB 1-2-2 puts (+1/-2/+2),4710.65,4462.85,4460,4175,3100,200.0,320.0,120.0,17.87,17.87,10.2,480.7,-200.0,79320.0,LOSS,expiration,16185,-605,290.0,625.0,1310.0,1820.0,3030.0,6140.0,5920.0,9620.0,12165.0,15050.0,16000.0,7615.0,14115.0,-200.0,-200.0,290.0,625.0,1310.0,1820.0,3030.0,6140.0,5920.0,7615.0,7615.0,7615.0,7615.0,290.0,625.0,1310.0,1820.0,3030.0,6140.0,5920.0,9620.0,14115.0,14115.0,14115.0,290.0,625.0,1310.0,1820.0,3030.0,6140.0,5920.0,9620.0,12165.0,15050.0,16000.0,290.0,625.0,1310.0,1820.0,3030.0,6140.0,5920.0,9620.0,12165.0,15050.0,16000.0
2021-11-26,2022-03-18,SPX,112,BWB 1-2-2 puts (+1/-2/+2),4624.37,4462.85,4400,4125,3100,-35.0,800.0,835.0,25.77,25.77,14.28,660.1,35.0,75800.0,WIN,expiration,14205,-255,460.0,720.0,1225.0,1480.0,2565.0,4995.0,4815.0,8390.0,9425.0,12870.0,13795.0,7085.0,13455.0,35.0,35.0,460.0,720.0,1225.0,1480.0,2565.0,4995.0,4815.0,7085.0,7085.0,7085.0,7085.0,460.0,720.0,1225.0,1480.0,2565.0,4995.0,4815.0,8390.0,9425.0,12870.0,13455.0,460.0,720.0,1225.0,1480.0,2565.0,4995.0,4815.0,8390.0,9425.0,12870.0,13795.0,460.0,720.0,1225.0,1480.0,2565.0,4995.0,4815.0,8390.0,9425.0,12870.0,13795.0
2021-12-03,2022-03-18,SPX,105,BWB 1-2-2 puts (+1/-2/+2),4577.1,4462.85,4175,4125,3100,-5140.0,-3040.0,2100.0,28.99,28.99,15.55,711.7,5140.0,94460.0,WIN,expiration,5205,-3205,1450.0,3580.0,2535.0,2050.0,2190.0,870.0,1860.0,65.0,3805.0,3630.0,3755.0,2085.0,4085.0,5140.0,5140.0,2085.0,2085.0,2085.0,2085.0,2085.0,2085.0,2085.0,2085.0,2085.0,2085.0,2085.0,1450.0,3580.0,2535.0,2050.0,2190.0,870.0,1860.0,65.0,4085.0,4085.0,4085.0,1450.0,3580.0,2535.0,2050.0,2190.0,870.0,1860.0,65.0,3805.0,3630.0,3755.0,1450.0,3580.0,2535.0,2050.0,2190.0,870.0,1860.0,65.0,3805.0,3630.0,3755.0
2021-12-10,2022-03-18,SPX,98,BWB 1-2-2 puts (+1/-2/+2),4687.31,4462.85,4460,4175,3100,375.0,600.0,225.0,20.18,20.18,10.46,490.1,-375.0,79600.0,LOSS,expiration,16010,-322.5,115.0,450.0,1135.0,1645.0,2855.0,5965.0,5745.0,9445.0,11990.0,14875.0,15825.0,7440.0,14780.0,-375.0,-375.0,115.0,450.0,1135.0,1645.0,2855.0,5965.0,5745.0,7440.0,7440.0,7440.0,7440.0,115.0,450.0,1135.0,1645.0,2855.0,5965.0,5745.0,9445.0,14780.0,14780.0,14780.0,115.0,450.0,1135.0,1645.0,2855.0,5965.0,5745.0,9445.0,11990.0,14875.0,15825.0,115.0,450.0,1135.0,1645.0,2855.0,5965.0,5745.0,9445.0,11990.0,14875.0,15825.0
2021-12-17,2022-03-18,SPX,91,BWB 1-2-2 puts (+1/-2/+2),4624.26,4462.85,4400,4125,3100,405.0,530.0,125.0,22.2,22.2,11.08,512.6,-405.0,75530.0,LOSS,expiration,13765,-395,20.0,280.0,785.0,1040.0,2125.0,4555.0,4375.0,7950.0,8985.0,12430.0,13355.0,7090.0,13505.0,-405.0,-405.0,20.0,280.0,785.0,1040.0,2125.0,4555.0,4375.0,7090.0,7090.0,7090.0,7090.0,20.0,280.0,785.0,1040.0,2125.0,4555.0,4375.0,7950.0,8985.0,12430.0,13505.0,20.0,280.0,785.0,1040.0,2125.0,4555.0,4375.0,7950.0,8985.0,12430.0,13355.0,20.0,280.0,785.0,1040.0,2125.0,4555.0,4375.0,7950.0,8985.0,12430.0,13355.0
2021-12-31,2022-04-29,SPX,119,BWB 1-2-2 puts (+1/-2/+2),4775.22,4132.17,4525,4230,3150,220.0,370.0,150.0,17.72,17.72,10.12,483.2,19497.0,78870.0,WIN,expiration,25680,-1080,480.0,550.0,1735.0,2860.0,2145.0,5310.0,10125.0,8765.0,13630.0,17400.0,18625.0,7665.0,15240.0,22255.0,19497.0,480.0,550.0,1735.0,2860.0,2145.0,5310.0,7665.0,7665.0,7665.0,7665.0,7665.0,480.0,550.0,1735.0,2860.0,2145.0,5310.0,10125.0,8765.0,15240.0,15240.0,15240.0,480.0,550.0,1735.0,2860.0,2145.0,5310.0,10125.0,8765.0,13630.0,17400.0,18625.0,480.0,550.0,1735.0,2860.0,2145.0,5310.0,10125.0,8765.0,13630.0,17400.0,18625.0
2022-01-07,2022-04-29,SPX,112,BWB 1-2-2 puts (+1/-2/+2),4703.29,4132.17,4525,4230,3150,295.0,490.0,195.0,19.15,19.15,10.61,498.9,19422.0,78990.0,WIN,expiration,25605,-1155,405.0,475.0,1660.0,2785.0,2070.0,5235.0,10050.0,8690.0,13555.0,17325.0,18550.0,7590.0,15165.0,22180.0,19422.0,405.0,475.0,1660.0,2785.0,2070.0,5235.0,7590.0,7590.0,7590.0,7590.0,7590.0,405.0,475.0,1660.0,2785.0,2070.0,5235.0,10050.0,8690.0,15165.0,15165.0,15165.0,405.0,475.0,1660.0,2785.0,2070.0,5235.0,10050.0,8690.0,13555.0,17325.0,18550.0,405.0,475.0,1660.0,2785.0,2070.0,5235.0,10050.0,8690.0,13555.0,17325.0,18550.0
2022-01-14,2022-05-20,SPX,126,BWB 1-2-2 puts (+1/-2/+2),4659.03,3901.55,4375,4080,3025,235.0,1710.0,1475.0,20.24,20.24,11.89,554.0,11420.0,77710.0,WIN,expiration,20695,-1075,-75.0,-35.0,1500.0,1520.0,2930.0,5495.0,8885.0,12020.0,14395.0,15615.0,19840.0,7020.0,14395.0,11420.0,11420.0,-75.0,-35.0,1500.0,1520.0,2930.0,7020.0,7020.0,7020.0,7020.0,7020.0,7020.0,-75.0,-35.0,1500.0,1520.0,2930.0,5495.0,8885.0,12020.0,14395.0,14395.0,14395.0,-75.0,-35.0,1500.0,1520.0,2930.0,5495.0,8885.0,12020.0,14395.0,15615.0,19840.0,-75.0,-35.0,1500.0,1520.0,2930.0,5495.0,8885.0,12020.0,14395.0,15615.0,19840.0
