trade_date,exp_date,underlying,dte_entry,width_sigma,structure,spot_entry,spot_exit,call_atm,call_lo,call_up,total_credit,vix_entry,iv_atm_pct,expected_move,pnl_usd,pnl_tp25,pnl_tp50,pnl_tp75,result,exit_method,mfe,mae,pnl_exit14,pnl_exit10,pnl_exit7,pnl_exit5,pnl_exit3,pnl_tp25_exit14,pnl_tp25_exit10,pnl_tp25_exit7,pnl_tp25_exit5,pnl_tp25_exit3,pnl_tp50_exit14,pnl_tp50_exit10,pnl_tp50_exit7,pnl_tp50_exit5,pnl_tp50_exit3,pnl_tp75_exit14,pnl_tp75_exit10,pnl_tp75_exit7,pnl_tp75_exit5,pnl_tp75_exit3
2021-04-30,2021-05-14,SPX,14,0.75,Inverse Butterfly 1-2-1 (calls),4196.6,4172.9,4195.0,4110.0,4280.0,3015.0,17.98,13.94,114.6,-3275.0,753.75,1507.5,-3275.0,LOSS,expiration,1970.0,-5015.0,25.0,-160.0,-725.0,-235.0,-805.0,25.0,-160.0,-725.0,-235.0,-805.0,25.0,-160.0,-725.0,-235.0,-805.0,25.0,-160.0,-725.0,-235.0,-805.0
2021-05-07,2021-05-21,SPX,14,0.75,Inverse Butterfly 1-2-1 (calls),4219.5,4156.18,4220.0,4145.0,4295.0,2435.0,18.02,12.23,101.1,1317.0,608.75,1217.5,1826.25,WIN,expiration,2040.0,-2150.0,120.0,35.0,502.5,-430.0,-397.5,120.0,35.0,608.75,608.75,608.75,120.0,35.0,502.5,-430.0,-397.5,120.0,35.0,502.5,-430.0,-397.5
2021-05-14,2021-05-28,SPX,14,0.75,Inverse Butterfly 1-2-1 (calls),4156.78,4204.6,4155.0,4060.0,4250.0,2885.0,19.7,15.64,127.4,-1655.0,-1655.0,-1655.0,-1655.0,LOSS,expiration,210.0,-3225.0,-15.0,-385.0,-920.0,-992.5,-825.0,-15.0,-385.0,-920.0,-992.5,-825.0,-15.0,-385.0,-920.0,-992.5,-825.0,-15.0,-385.0,-920.0,-992.5,-825.0
2021-05-21,2021-06-04,SPX,14,0.75,Inverse Butterfly 1-2-1 (calls),4188.5,4229.55,4190.0,4110.0,4270.0,2495.0,19.92,13.12,107.6,-1550.0,-1550.0,-1550.0,-1550.0,LOSS,expiration,0.0,-3635.0,-135.0,-510.0,-1630.0,-1252.5,-1252.5,-135.0,-510.0,-1630.0,-1252.5,-1252.5,-135.0,-510.0,-1630.0,-1252.5,-1252.5,-135.0,-510.0,-1630.0,-1252.5,-1252.5
2021-05-28,2021-06-11,SPX,14,0.75,Inverse Butterfly 1-2-1 (calls),4215.32,4247.4,4215.0,4145.0,4285.0,2410.0,16.49,10.91,90.1,-1350.0,-1350.0,-1350.0,-1350.0,LOSS,expiration,0.0,-3055.0,-105.0,-27.5,-575.0,-787.5,-1130.0,-105.0,-27.5,-575.0,-787.5,-1130.0,-105.0,-27.5,-575.0,-787.5,-1130.0,-105.0,-27.5,-575.0,-787.5,-1130.0
2021-06-04,2021-06-18,SPX,14,0.75,Inverse Butterfly 1-2-1 (calls),4217.1,4165.59,4215.0,4140.0,4290.0,2485.0,16.65,12.18,100.6,-74.0,-74.0,-74.0,-74.0,LOSS,expiration,185.0,-3005.0,45.0,-300.0,-770.0,-600.0,-175.0,45.0,-300.0,-770.0,-600.0,-175.0,45.0,-300.0,-770.0,-600.0,-175.0,45.0,-300.0,-770.0,-600.0,-175.0
2021-06-11,2021-06-25,SPX,14,0.75,Inverse Butterfly 1-2-1 (calls),4243.32,4280.68,4245.0,4185.0,4305.0,2075.0,15.43,9.84,81.7,-357.0,-357.0,-357.0,-357.0,LOSS,expiration,375.0,-2450.0,45.0,195.0,-415.0,-295.0,-950.0,45.0,195.0,-415.0,-295.0,-950.0,45.0,195.0,-415.0,-295.0,-950.0,45.0,195.0,-415.0,-295.0,-950.0
2021-06-18,2021-07-02,SPX,14,0.75,Inverse Butterfly 1-2-1 (calls),4188.86,4352.38,4190.0,4100.0,4280.0,2705.0,19.52,14.64,120.1,2705.0,676.25,1352.5,2028.75,WIN,expiration,2695.0,-1640.0,-110.0,-125.0,955.0,1465.0,2010.0,-110.0,-125.0,676.25,676.25,676.25,-110.0,-125.0,1352.5,1352.5,1352.5,-110.0,-125.0,955.0,1465.0,2010.0
2021-06-25,2021-07-09,SPX,14,0.75,Inverse Butterfly 1-2-1 (calls),4274.57,4369.36,4275.0,4220.0,4330.0,1910.0,15.71,8.62,72.2,1910.0,477.5,955.0,1432.5,WIN,expiration,1910.0,-1300.0,60.0,260.0,800.0,1340.0,1340.0,60.0,260.0,477.5,477.5,477.5,60.0,260.0,955.0,955.0,955.0,60.0,260.0,800.0,1340.0,1340.0
2021-07-02,2021-07-16,SPX,14,0.75,Inverse Butterfly 1-2-1 (calls),4333.06,4326.81,4335.0,4285.0,4385.0,1665.0,14.52,8.19,69.5,-2516.0,416.25,832.5,-2516.0,LOSS,expiration,945.0,-2735.0,10.0,95.0,265.0,595.0,770.0,10.0,95.0,416.25,416.25,416.25,10.0,95.0,265.0,595.0,832.5,10.0,95.0,265.0,595.0,770.0
2021-07-09,2021-07-23,SPX,14,0.75,Inverse Butterfly 1-2-1 (calls),4349.82,4411.1,4350.0,4280.0,4420.0,2335.0,16.97,10.8,92.0,1445.0,583.75,1167.5,1445.0,WIN,expiration,1325.0,-2440.0,0.0,360.0,-180.0,465.0,-415.0,0.0,583.75,583.75,583.75,583.75,0.0,360.0,-180.0,465.0,-415.0,0.0,360.0,-180.0,465.0,-415.0
2021-07-16,2021-07-30,SPX,14,0.75,Inverse Butterfly 1-2-1 (calls),4365.01,4395.97,4365.0,4290.0,4440.0,2485.0,16.42,11.56,98.8,-1918.0,621.25,-1918.0,-1918.0,LOSS,expiration,870.0,-2845.0,-25.0,-247.5,-745.0,400.0,160.0,-25.0,-247.5,-745.0,400.0,160.0,-25.0,-247.5,-745.0,400.0,160.0,-25.0,-247.5,-745.0,400.0,160.0
2021-07-23,2021-08-06,SPX,14,0.75,Inverse Butterfly 1-2-1 (calls),4382.7,4436.2,4385.0,4315.0,4455.0,2240.0,17.21,10.95,94.0,360.0,560.0,360.0,360.0,WIN,expiration,582.5,-1650.0,165.0,345.0,250.0,-165.0,-790.0,165.0,560.0,560.0,560.0,560.0,165.0,345.0,250.0,-165.0,-790.0,165.0,345.0,250.0,-165.0,-790.0
2021-07-30,2021-08-13,SPX,14,0.75,Inverse Butterfly 1-2-1 (calls),4406.6,4467.97,4405.0,4325.0,4485.0,2840.0,17.89,12.2,105.3,1137.0,710.0,1137.0,1137.0,WIN,expiration,1032.5,-2490.0,10.0,-352.5,-330.0,-890.0,-817.5,10.0,-352.5,-330.0,-890.0,-817.5,10.0,-352.5,-330.0,-890.0,-817.5,10.0,-352.5,-330.0,-890.0,-817.5
2021-08-06,2021-08-20,SPX,14,0.75,Inverse Butterfly 1-2-1 (calls),4431.13,4400.27,4430.0,4360.0,4500.0,2390.0,16.94,11.1,96.3,-1637.0,-1637.0,-1637.0,-1637.0,LOSS,expiration,500.0,-4195.0,-10.0,-340.0,-190.0,-887.5,-872.5,-10.0,-340.0,-190.0,-887.5,-872.5,-10.0,-340.0,-190.0,-887.5,-872.5,-10.0,-340.0,-190.0,-887.5,-872.5
2021-08-13,2021-08-27,SPX,14,0.75,Inverse Butterfly 1-2-1 (calls),4464.73,4508.71,4465.0,4410.0,4520.0,1865.0,15.33,8.7,76.1,736.0,466.25,736.0,736.0,WIN,expiration,930.0,-1925.0,60.0,5.0,117.5,-355.0,-5.0,60.0,5.0,117.5,-355.0,-5.0,60.0,5.0,117.5,-355.0,-5.0,60.0,5.0,117.5,-355.0,-5.0
2021-08-20,2021-09-03,SPX,14,0.75,Inverse Butterfly 1-2-1 (calls),4400.27,4535.22,4400.0,4320.0,4480.0,1740.0,21.57,12.34,106.3,1740.0,435.0,870.0,1305.0,WIN,expiration,1955.0,-1120.0,30.0,700.0,510.0,1600.0,1075.0,30.0,435.0,435.0,435.0,435.0,30.0,700.0,870.0,870.0,870.0,30.0,700.0,510.0,1305.0,1305.0
2021-08-27,2021-09-10,SPX,14,0.75,Inverse Butterfly 1-2-1 (calls),4484.57,4459.16,4485.0,4420.0,4550.0,2175.0,17.59,10.04,88.2,-1741.0,543.75,-1741.0,-1741.0,LOSS,expiration,895.0,-5305.0,280.0,330.0,835.0,160.0,160.0,280.0,543.75,543.75,543.75,543.75,280.0,330.0,835.0,160.0,160.0,280.0,330.0,835.0,160.0,160.0
2021-09-03,2021-09-17,SPX,14,0.75,Inverse Butterfly 1-2-1 (calls),4529.59,4433.19,4530.0,4465.0,4595.0,1895.0,16.6,9.87,87.5,1895.0,473.75,947.5,1421.25,WIN,expiration,1887.5,-2375.0,-345.0,-580.0,-860.0,-755.0,-332.5,-345.0,-580.0,-860.0,-755.0,473.75,-345.0,-580.0,-860.0,-755.0,-332.5,-345.0,-580.0,-860.0,-755.0,-332.5
2021-09-10,2021-09-24,SPX,14,0.75,Inverse Butterfly 1-2-1 (calls),4502.2,4455.58,4500.0,4420.0,4580.0,2525.0,17.69,12.36,109.0,-1033.0,631.25,1262.5,-1033.0,LOSS,expiration,1852.5,-1970.0,-90.0,-632.5,-1102.5,830.0,960.0,-90.0,-632.5,-1102.5,631.25,631.25,-90.0,-632.5,-1102.5,830.0,1262.5,-90.0,-632.5,-1102.5,830.0,960.0
2021-09-17,2021-10-01,SPX,14,0.75,Inverse Butterfly 1-2-1 (calls),4451.54,4355.01,4450.0,4355.0,4545.0,2895.0,19.5,14.58,127.1,2894.0,723.75,1447.5,2171.25,WIN,expiration,2862.5,-3680.0,-170.0,-700.0,-1015.0,-2260.0,-1697.5,-170.0,-700.0,-1015.0,-2260.0,-1697.5,-170.0,-700.0,-1015.0,-2260.0,-1697.5,-170.0,-700.0,-1015.0,-2260.0,-1697.5
2021-09-24,2021-10-08,SPX,14,0.75,Inverse Butterfly 1-2-1 (calls),4452.18,4390.96,4450.0,4360.0,4540.0,2815.0,18.68,13.93,121.5,-281.0,703.75,1407.5,-281.0,LOSS,expiration,2005.0,-3390.0,-270.0,-735.0,1047.5,390.0,1270.0,-270.0,-735.0,703.75,703.75,703.75,-270.0,-735.0,1047.5,390.0,1407.5,-270.0,-735.0,1047.5,390.0,1270.0
2021-10-01,2021-10-15,SPX,14,0.75,Inverse Butterfly 1-2-1 (calls),4309.7,4471.01,4310.0,4185.0,4435.0,3365.0,22.91,19.74,166.6,3365.0,841.25,1682.5,2523.75,WIN,expiration,3505.0,-7225.0,-175.0,-540.0,340.0,480.0,-1750.0,-175.0,-540.0,841.25,841.25,841.25,-175.0,-540.0,340.0,480.0,-1750.0,-175.0,-540.0,340.0,480.0,-1750.0
2021-10-08,2021-10-22,SPX,14,0.75,Inverse Butterfly 1-2-1 (calls),4398.49,4545.08,4400.0,4305.0,4495.0,2850.0,18.92,14.67,126.4,2850.0,712.5,1425.0,2137.5,WIN,expiration,2855.0,-1770.0,5.0,-587.5,-390.0,420.0,1535.0,5.0,-587.5,-390.0,420.0,712.5,5.0,-587.5,-390.0,420.0,1425.0,5.0,-587.5,-390.0,420.0,2137.5
2021-10-15,2021-10-29,SPX,14,0.75,Inverse Butterfly 1-2-1 (calls),4465.65,4604.75,4465.0,4395.0,4535.0,2110.0,15.9,11.02,96.4,2110.0,527.5,1055.0,1582.5,WIN,expiration,2595.0,-1530.0,-190.0,290.0,1395.0,1260.0,1965.0,-190.0,527.5,527.5,527.5,527.5,-190.0,290.0,1055.0,1055.0,1055.0,-190.0,290.0,1395.0,1260.0,1582.5
2021-10-22,2021-11-05,SPX,14,0.75,Inverse Butterfly 1-2-1 (calls),4552.15,4696.4,4550.0,4480.0,4620.0,2235.0,15.06,10.74,95.7,2235.0,558.75,1117.5,1676.25,WIN,expiration,2740.0,-1770.0,-40.0,515.0,585.0,610.0,1080.0,-40.0,558.75,558.75,558.75,558.75,-40.0,515.0,585.0,610.0,1117.5,-40.0,515.0,585.0,610.0,1080.0
2021-10-29,2021-11-12,SPX,14,0.75,Inverse Butterfly 1-2-1 (calls),4585.1,4682.96,4585.0,4495.0,4675.0,3095.0,17.06,13.07,117.3,3095.0,773.75,1547.5,2321.25,WIN,expiration,2865.0,-2400.0,10.0,495.0,1775.0,2235.0,1510.0,10.0,495.0,773.75,773.75,773.75,10.0,495.0,1547.5,1547.5,1547.5,10.0,495.0,2321.25,2321.25,2321.25
2021-11-05,2021-11-19,SPX,14,0.75,Inverse Butterfly 1-2-1 (calls),4713.96,4697.95,4715.0,4645.0,4785.0,2255.0,15.07,10.01,92.4,-3040.0,-3040.0,-3040.0,-3040.0,LOSS,expiration,237.5,-3855.0,-25.0,35.0,5.0,-910.0,-1285.0,-25.0,35.0,5.0,-910.0,-1285.0,-25.0,35.0,5.0,-910.0,-1285.0,-25.0,35.0,5.0,-910.0,-1285.0
2021-11-12,2021-11-26,SPX,14,0.75,Inverse Butterfly 1-2-1 (calls),4653.64,4596.63,4655.0,4580.0,4730.0,2415.0,17.08,10.9,99.3,752.0,603.75,1207.5,752.0,WIN,expiration,1315.0,-2395.0,150.0,370.0,440.0,1205.0,-220.0,150.0,603.75,603.75,603.75,603.75,150.0,370.0,440.0,1205.0,1207.5,150.0,370.0,440.0,1205.0,-220.0
2021-11-19,2021-12-03,SPX,14,0.75,Inverse Butterfly 1-2-1 (calls),4710.65,4577.1,4710.0,4630.0,4790.0,2720.0,17.87,11.62,107.2,2720.0,680.0,1360.0,2040.0,WIN,expiration,2715.0,-2040.0,-20.0,-320.0,-600.0,-345.0,45.0,-20.0,-320.0,-600.0,-345.0,680.0,-20.0,-320.0,-600.0,-345.0,1360.0,-20.0,-320.0,-600.0,-345.0,45.0
2021-11-26,2021-12-10,SPX,14,0.75,Inverse Butterfly 1-2-1 (calls),4624.37,4711.65,4625.0,4490.0,4760.0,3790.0,25.77,20.15,182.5,-1045.0,-1045.0,-1045.0,-1045.0,LOSS,expiration,0.0,-5755.0,-90.0,-825.0,-1835.0,-2430.0,-1842.5,-90.0,-825.0,-1835.0,-2430.0,-1842.5,-90.0,-825.0,-1835.0,-2430.0,-1842.5,-90.0,-825.0,-1835.0,-2430.0,-1842.5
2021-12-03,2021-12-17,SPX,14,0.75,Inverse Butterfly 1-2-1 (calls),4577.1,4620.26,4575.0,4400.0,4750.0,5870.0,28.99,26.27,235.5,-7104.0,1467.5,-7104.0,-7104.0,LOSS,expiration,2355.0,-10945.0,-400.0,1275.0,55.0,600.0,-1370.0,-400.0,1467.5,1467.5,1467.5,1467.5,-400.0,1275.0,55.0,600.0,-1370.0,-400.0,1275.0,55.0,600.0,-1370.0
2021-12-10,2021-12-23,SPX,13,0.75,Inverse Butterfly 1-2-1 (calls),4687.31,4725.29,4685.0,4590.0,4780.0,2415.0,20.18,14.42,127.6,-3056.0,603.75,-3056.0,-3056.0,LOSS,expiration,980.0,-6285.0,-455.0,-525.0,-655.0,-1197.5,272.5,-455.0,-525.0,-655.0,-1197.5,603.75,-455.0,-525.0,-655.0,-1197.5,272.5,-455.0,-525.0,-655.0,-1197.5,272.5
2021-12-17,2021-12-31,SPX,14,0.75,Inverse Butterfly 1-2-1 (calls),4624.26,4766.1,4625.0,4505.0,4745.0,3415.0,22.2,17.75,160.7,3415.0,853.75,1707.5,2561.25,WIN,expiration,3440.0,-1330.0,270.0,-650.0,880.0,1665.0,2855.0,270.0,-650.0,853.75,853.75,853.75,270.0,-650.0,880.0,1665.0,1707.5,270.0,-650.0,880.0,1665.0,2561.25
2021-12-31,2022-01-14,SPX,14,0.75,Inverse Butterfly 1-2-1 (calls),4775.22,4661.92,4775.0,4690.0,4860.0,2675.0,17.72,12.28,114.9,2675.0,668.75,1337.5,2006.25,WIN,expiration,2680.0,-2015.0,-5.0,290.0,-500.0,1915.0,1330.0,-5.0,290.0,-500.0,668.75,668.75,-5.0,290.0,-500.0,1337.5,1337.5,-5.0,290.0,-500.0,1915.0,2006.25
2022-01-07,2022-01-21,SPX,14,0.75,Inverse Butterfly 1-2-1 (calls),4703.29,4397.87,4705.0,4605.0,4805.0,2950.0,19.15,14.27,131.5,2950.0,737.5,1475.0,2212.5,WIN,expiration,3005.0,-1735.0,-260.0,-742.5,-982.5,155.0,155.0,-260.0,-742.5,-982.5,155.0,737.5,-260.0,-742.5,-982.5,155.0,155.0,-260.0,-742.5,-982.5,155.0,155.0
2022-01-14,2022-01-28,SPX,14,0.75,Inverse Butterfly 1-2-1 (calls),4659.03,4431.8,4660.0,4540.0,4780.0,3335.0,20.24,17.45,159.3,3335.0,833.75,1667.5,2501.25,WIN,expiration,3335.0,-1840.0,-190.0,-800.0,-405.0,2827.5,2977.5,-190.0,-800.0,833.75,833.75,833.75,-190.0,-800.0,1667.5,1667.5,1667.5,-190.0,-800.0,-405.0,2501.25,2501.25
2022-01-21,2022-02-04,SPX,14,0.75,Inverse Butterfly 1-2-1 (calls),4450.74,4499.81,4450.0,4290.0,4610.0,4420.0,27.11,24.4,212.7,-6599.0,-6599.0,-6599.0,-6599.0,LOSS,expiration,900.0,-9485.0,195.0,-240.0,-1002.5,-2120.0,-1825.0,195.0,-240.0,-1002.5,-2120.0,-1825.0,195.0,-240.0,-1002.5,-2120.0,-1825.0,195.0,-240.0,-1002.5,-2120.0,-1825.0
2022-01-28,2022-02-11,SPX,14,0.75,Inverse Butterfly 1-2-1 (calls),4297.45,4416.86,4295.0,4105.0,4485.0,5155.0,31.85,30.34,255.4,-1659.0,1288.75,2577.5,3866.25,LOSS,expiration,4845.0,-5470.0,410.0,2245.0,1475.0,2330.0,1290.0,410.0,1288.75,1288.75,1288.75,1288.75,410.0,2577.5,2577.5,2577.5,2577.5,410.0,2245.0,1475.0,2330.0,1290.0
2022-02-04,2022-02-18,SPX,14,0.75,Inverse Butterfly 1-2-1 (calls),4484.16,4348.67,4485.0,4345.0,4625.0,3870.0,24.54,21.33,187.3,3503.0,967.5,1935.0,2902.5,WIN,expiration,3292.5,-5990.0,-225.0,-1220.0,-945.0,-1522.5,-2922.5,-225.0,-1220.0,-945.0,-1522.5,-2922.5,-225.0,-1220.0,-945.0,-1522.5,-2922.5,-225.0,-1220.0,-945.0,-1522.5,-2922.5
2022-02-11,2022-02-25,SPX,14,0.75,Inverse Butterfly 1-2-1 (calls),4503.19,4288.7,4505.0,4375.0,4635.0,3495.0,24.25,19.89,175.4,3495.0,873.75,1747.5,2621.25,WIN,expiration,3487.5,-3250.0,-230.0,-1295.0,-897.5,152.5,152.5,-230.0,-1295.0,-897.5,152.5,873.75,-230.0,-1295.0,-897.5,152.5,1747.5,-230.0,-1295.0,-897.5,152.5,152.5
2022-02-18,2022-03-04,SPX,14,0.75,Inverse Butterfly 1-2-1 (calls),4392.71,4363.49,4395.0,4245.0,4545.0,4120.0,27.85,23.25,200.0,-7729.0,1030.0,-7729.0,-7729.0,LOSS,expiration,1095.0,-6140.0,-135.0,-490.0,-1435.0,-1540.0,-2237.5,-135.0,-490.0,1030.0,1030.0,1030.0,-135.0,-490.0,-1435.0,-1540.0,-2237.5,-135.0,-490.0,-1435.0,-1540.0,-2237.5
2022-02-25,2022-03-11,SPX,14,0.75,Inverse Butterfly 1-2-1 (calls),4288.7,4203.91,4290.0,4130.0,4450.0,4485.0,29.85,25.7,215.9,-2906.0,1121.25,-2906.0,-2906.0,LOSS,expiration,1175.0,-9245.0,380.0,830.0,485.0,-1175.0,-1477.5,380.0,1121.25,1121.25,1121.25,1121.25,380.0,830.0,485.0,-1175.0,-1477.5,380.0,830.0,485.0,-1175.0,-1477.5
2022-03-04,2022-03-18,SPX,14,0.75,Inverse Butterfly 1-2-1 (calls),4363.49,4462.85,4365.0,4220.0,4510.0,3460.0,32.94,22.47,192.0,-1255.0,-1255.0,-1255.0,-1255.0,LOSS,expiration,545.0,-6430.0,-10.0,-280.0,-1457.5,-630.0,-335.0,-10.0,-280.0,-1457.5,-630.0,-335.0,-10.0,-280.0,-1457.5,-630.0,-335.0,-10.0,-280.0,-1457.5,-630.0,-335.0
2022-03-11,2022-03-25,SPX,14,0.75,Inverse Butterfly 1-2-1 (calls),4274.69,4543.05,4275.0,4110.0,4440.0,4455.0,29.79,26.65,223.1,4455.0,1113.75,2227.5,3341.25,WIN,expiration,4455.0,-4170.0,-260.0,-980.0,955.0,1885.0,2720.0,-260.0,-980.0,1113.75,1113.75,1113.75,-260.0,-980.0,955.0,1885.0,2227.5,-260.0,-980.0,955.0,1885.0,3341.25
