trade_date,exp_date,underlying,dte_entry,width_sigma,structure,spot_entry,spot_exit,call_atm,call_lo,call_up,total_credit,vix_entry,iv_atm_pct,expected_move,pnl_usd,pnl_tp25,pnl_tp50,pnl_tp75,result,exit_method,mfe,mae,pnl_exit3,pnl_tp25_exit3,pnl_tp50_exit3,pnl_tp75_exit3
2021-03-29,2021-04-01,SPX,3,0.25,Inverse Butterfly 1-2-1 (calls),3956.73,4019.79,3955.0,3940.0,3970.0,145.0,20.82,19.05,68.3,145.0,36.25,72.5,108.75,WIN,expiration,215.0,-1650.0,-15.0,36.25,72.5,108.75
2021-04-05,2021-04-09,SPX,4,0.25,Inverse Butterfly 1-2-1 (calls),4060.17,4127.76,4060.0,4045.0,4075.0,175.0,17.85,13.87,59.0,175.0,43.75,87.5,131.25,WIN,expiration,195.0,-1450.0,45.0,43.75,45.0,45.0
2021-04-12,2021-04-16,SPX,4,0.25,Inverse Butterfly 1-2-1 (calls),4121.64,4184.71,4120.0,4105.0,4135.0,180.0,17.64,13.47,58.1,180.0,45.0,90.0,135.0,WIN,expiration,210.0,-1300.0,10.0,45.0,10.0,10.0
2021-04-19,2021-04-23,SPX,4,0.25,Inverse Butterfly 1-2-1 (calls),4178.93,4179.49,4180.0,4165.0,4195.0,190.0,17.07,12.05,52.7,-1259.0,47.5,-1259.0,-1259.0,LOSS,expiration,72.5,-1615.0,-0.0,47.5,-0.0,-0.0
2021-04-26,2021-04-30,SPX,4,0.25,Inverse Butterfly 1-2-1 (calls),4190.03,4181.81,4190.0,4175.0,4205.0,155.0,17.84,14.07,61.7,-526.0,38.75,77.5,116.25,LOSS,expiration,135.0,-880.0,-35.0,38.75,77.5,116.25
2021-05-03,2021-05-07,SPX,4,0.25,Inverse Butterfly 1-2-1 (calls),4205.97,4231.53,4205.0,4190.0,4220.0,325.0,18.21,13.34,58.7,325.0,81.25,162.5,243.75,WIN,expiration,275.0,-2810.0,195.0,81.25,162.5,195.0
2021-05-10,2021-05-14,SPX,4,0.25,Inverse Butterfly 1-2-1 (calls),4232.6,4172.9,4235.0,4220.0,4250.0,180.0,16.69,11.86,52.6,180.0,45.0,90.0,135.0,WIN,expiration,187.5,-120.0,77.5,45.0,90.0,77.5
2021-05-17,2021-05-21,SPX,4,0.25,Inverse Butterfly 1-2-1 (calls),4158.35,4156.18,4160.0,4140.0,4180.0,205.0,20.66,17.72,77.1,-1413.0,51.25,102.5,153.75,LOSS,expiration,220.0,-1625.0,-30.0,-30.0,-30.0,-30.0
2021-05-24,2021-05-28,SPX,4,0.25,Inverse Butterfly 1-2-1 (calls),4188.2,4204.6,4190.0,4175.0,4205.0,180.0,19.32,13.39,58.7,140.0,45.0,90.0,135.0,WIN,expiration,265.0,-780.0,30.0,45.0,30.0,30.0
2021-06-07,2021-06-11,SPX,4,0.25,Inverse Butterfly 1-2-1 (calls),4226.31,4247.4,4225.0,4210.0,4240.0,185.0,16.84,11.53,51.0,185.0,46.25,92.5,138.75,WIN,expiration,355.0,-840.0,-35.0,-35.0,-35.0,-35.0
2021-06-14,2021-06-18,SPX,4,0.25,Inverse Butterfly 1-2-1 (calls),4241.87,4165.59,4240.0,4225.0,4255.0,185.0,16.35,12.36,54.9,185.0,46.25,92.5,138.75,WIN,expiration,185.0,-1710.0,20.0,46.25,92.5,138.75
2021-06-21,2021-06-25,SPX,4,0.25,Inverse Butterfly 1-2-1 (calls),4194.41,4280.68,4195.0,4180.0,4210.0,110.0,19.3,15.83,69.5,110.0,27.5,55.0,82.5,WIN,expiration,205.0,-1950.0,-15.0,27.5,55.0,82.5
2021-06-28,2021-07-02,SPX,4,0.25,Inverse Butterfly 1-2-1 (calls),4282.68,4352.38,4285.0,4275.0,4295.0,105.0,15.74,9.02,40.5,105.0,26.25,52.5,78.75,WIN,expiration,120.0,-1390.0,-5.0,-5.0,-5.0,-5.0
2021-07-12,2021-07-16,SPX,4,0.25,Inverse Butterfly 1-2-1 (calls),4373.11,4326.81,4375.0,4360.0,4390.0,200.0,16.54,11.55,52.9,200.0,50.0,100.0,150.0,WIN,expiration,197.5,-405.0,-15.0,50.0,100.0,150.0
2021-07-19,2021-07-23,SPX,4,0.25,Inverse Butterfly 1-2-1 (calls),4255.19,4411.1,4255.0,4230.0,4280.0,225.0,22.78,22.2,98.9,225.0,56.25,112.5,168.75,WIN,expiration,255.0,-2560.0,40.0,56.25,112.5,40.0
2021-07-26,2021-07-30,SPX,4,0.25,Inverse Butterfly 1-2-1 (calls),4412.9,4395.97,4415.0,4400.0,4430.0,170.0,18.4,12.27,56.7,170.0,42.5,85.0,127.5,WIN,expiration,165.0,-410.0,0.0,0.0,0.0,0.0
2021-08-09,2021-08-13,SPX,4,0.25,Inverse Butterfly 1-2-1 (calls),4428.9,4467.97,4430.0,4420.0,4440.0,90.0,17.22,9.75,45.2,90.0,22.5,45.0,90.0,WIN,expiration,95.0,-1460.0,-15.0,-15.0,-15.0,-15.0
2021-08-16,2021-08-20,SPX,4,0.25,Inverse Butterfly 1-2-1 (calls),4442.39,4400.27,4440.0,4425.0,4455.0,200.0,17.55,11.06,51.5,200.0,50.0,100.0,200.0,WIN,expiration,125.0,-1505.0,5.0,50.0,100.0,5.0
2021-08-23,2021-08-27,SPX,4,0.25,Inverse Butterfly 1-2-1 (calls),4470.97,4508.71,4470.0,4455.0,4485.0,170.0,17.54,11.07,51.8,170.0,42.5,85.0,127.5,WIN,expiration,175.0,-1360.0,-65.0,-65.0,-65.0,-65.0
2021-08-30,2021-09-03,SPX,4,0.25,Inverse Butterfly 1-2-1 (calls),4520.98,4535.22,4520.0,4510.0,4530.0,95.0,16.48,9.98,47.2,95.0,23.75,47.5,71.25,WIN,expiration,165.0,-520.0,5.0,5.0,5.0,5.0
2021-09-13,2021-09-17,SPX,4,0.25,Inverse Butterfly 1-2-1 (calls),4476.38,4433.19,4475.0,4455.0,4495.0,205.0,19.69,15.78,74.0,205.0,51.25,102.5,153.75,WIN,expiration,197.5,-800.0,-60.0,-60.0,-60.0,-60.0
2021-09-20,2021-09-24,SPX,4,0.25,Inverse Butterfly 1-2-1 (calls),4374.94,4455.58,4375.0,4350.0,4400.0,205.0,24.9,23.98,109.8,205.0,51.25,102.5,153.75,WIN,expiration,220.0,-3540.0,-20.0,-20.0,-20.0,-20.0
2021-09-27,2021-10-01,SPX,4,0.25,Inverse Butterfly 1-2-1 (calls),4446.21,4355.01,4445.0,4430.0,4460.0,185.0,18.71,14.46,67.3,185.0,46.25,92.5,138.75,WIN,expiration,182.5,-340.0,15.0,46.25,92.5,15.0
2021-10-04,2021-10-08,SPX,4,0.25,Inverse Butterfly 1-2-1 (calls),4345.13,4390.96,4345.0,4320.0,4370.0,265.0,22.1,21.86,99.4,265.0,66.25,132.5,198.75,WIN,expiration,345.0,-1800.0,-230.0,-230.0,-230.0,-230.0
2021-10-11,2021-10-15,SPX,4,0.25,Inverse Butterfly 1-2-1 (calls),4407.09,4471.01,4405.0,4385.0,4425.0,205.0,18.73,16.7,77.0,205.0,51.25,102.5,153.75,WIN,expiration,455.0,-1610.0,-45.0,-45.0,-45.0,-45.0
2021-10-18,2021-10-22,SPX,4,0.25,Inverse Butterfly 1-2-1 (calls),4466.39,4545.08,4465.0,4450.0,4480.0,155.0,17.2,13.3,62.2,155.0,38.75,77.5,116.25,WIN,expiration,300.0,-1520.0,60.0,38.75,77.5,116.25
2021-10-25,2021-10-29,SPX,4,0.25,Inverse Butterfly 1-2-1 (calls),4549.77,4604.75,4550.0,4535.0,4565.0,185.0,15.8,10.68,50.8,185.0,46.25,92.5,138.75,WIN,expiration,455.0,-1840.0,95.0,46.25,92.5,95.0
2021-11-01,2021-11-05,SPX,4,0.25,Inverse Butterfly 1-2-1 (calls),4606.07,4696.4,4605.0,4590.0,4620.0,370.0,17.27,14.18,68.4,370.0,92.5,185.0,277.5,WIN,expiration,375.0,-3440.0,245.0,92.5,185.0,245.0
2021-11-08,2021-11-12,SPX,4,0.25,Inverse Butterfly 1-2-1 (calls),4707.34,4682.96,4705.0,4690.0,4720.0,185.0,16.96,12.28,60.5,185.0,46.25,92.5,138.75,WIN,expiration,182.5,-210.0,15.0,15.0,15.0,15.0
2021-11-15,2021-11-19,SPX,4,0.25,Inverse Butterfly 1-2-1 (calls),4696.18,4697.95,4695.0,4680.0,4710.0,175.0,16.89,12.2,60.0,-1030.0,-1030.0,-1030.0,-1030.0,LOSS,expiration,10.0,-1395.0,-35.0,-35.0,-35.0,-35.0
2021-11-22,2021-11-26,SPX,4,0.25,Inverse Butterfly 1-2-1 (calls),4734.65,4596.63,4735.0,4725.0,4745.0,90.0,17.6,9.25,45.8,90.0,22.5,45.0,67.5,WIN,expiration,92.5,-150.0,15.0,22.5,45.0,15.0
2021-11-29,2021-12-03,SPX,4,0.25,Inverse Butterfly 1-2-1 (calls),4641.74,4577.1,4640.0,4615.0,4665.0,235.0,24.12,20.67,100.4,235.0,58.75,117.5,176.25,WIN,expiration,237.5,-1020.0,95.0,58.75,95.0,95.0
2021-12-06,2021-12-10,SPX,4,0.25,Inverse Butterfly 1-2-1 (calls),4568.18,4711.65,4570.0,4540.0,4600.0,235.0,28.86,27.14,129.8,235.0,58.75,117.5,176.25,WIN,expiration,635.0,-2890.0,135.0,58.75,117.5,176.25
2021-12-13,2021-12-17,SPX,4,0.25,Inverse Butterfly 1-2-1 (calls),4692.08,4620.26,4690.0,4670.0,4710.0,190.0,20.42,17.99,88.3,190.0,47.5,190.0,190.0,WIN,expiration,190.0,-980.0,-20.0,-20.0,-20.0,-20.0
2021-12-20,2021-12-23,SPX,3,0.25,Inverse Butterfly 1-2-1 (calls),4560.88,4725.29,4560.0,4535.0,4585.0,200.0,25.41,26.08,107.8,200.0,50.0,100.0,150.0,WIN,expiration,215.0,-3100.0,-20.0,50.0,100.0,-20.0
2021-12-27,2021-12-31,SPX,4,0.25,Inverse Butterfly 1-2-1 (calls),4750.27,4766.1,4750.0,4735.0,4765.0,140.0,18.84,13.31,66.2,140.0,35.0,70.0,105.0,WIN,expiration,112.5,-1930.0,105.0,35.0,70.0,105.0
2022-01-03,2022-01-07,SPX,4,0.25,Inverse Butterfly 1-2-1 (calls),4767.42,4676.51,4765.0,4750.0,4780.0,115.0,18.11,13.77,68.7,115.0,28.75,57.5,86.25,WIN,expiration,115.0,-540.0,40.0,28.75,40.0,40.0
2022-01-10,2022-01-14,SPX,4,0.25,Inverse Butterfly 1-2-1 (calls),4609.14,4661.92,4610.0,4585.0,4635.0,275.0,22.23,21.92,105.8,275.0,68.75,137.5,206.25,WIN,expiration,390.0,-1910.0,105.0,68.75,137.5,206.25
2022-01-24,2022-01-28,SPX,4,0.25,Inverse Butterfly 1-2-1 (calls),4304.2,4431.8,4305.0,4255.0,4355.0,460.0,35.56,43.88,197.7,460.0,115.0,460.0,460.0,WIN,expiration,460.0,-2770.0,-50.0,115.0,-50.0,-50.0
2022-01-31,2022-02-04,SPX,4,0.25,Inverse Butterfly 1-2-1 (calls),4447.78,4499.81,4450.0,4415.0,4485.0,330.0,27.57,29.35,136.6,330.0,82.5,165.0,247.5,WIN,expiration,320.0,-2010.0,135.0,82.5,165.0,135.0
2022-02-07,2022-02-11,SPX,4,0.25,Inverse Butterfly 1-2-1 (calls),4511.01,4416.86,4510.0,4485.0,4535.0,230.0,23.07,23.06,108.9,230.0,57.5,115.0,172.5,WIN,expiration,227.5,-670.0,-45.0,-45.0,-45.0,-45.0
2022-02-14,2022-02-18,SPX,4,0.25,Inverse Butterfly 1-2-1 (calls),4411.18,4348.67,4410.0,4375.0,4445.0,320.0,29.42,31.26,144.4,320.0,80.0,160.0,320.0,WIN,expiration,320.0,-1720.0,-10.0,-10.0,-10.0,-10.0
2022-02-28,2022-03-04,SPX,4,0.25,Inverse Butterfly 1-2-1 (calls),4348.89,4363.49,4350.0,4310.0,4390.0,395.0,30.52,32.96,150.1,-2256.0,-2256.0,-2256.0,-2256.0,LOSS,expiration,45.0,-2015.0,-75.0,-75.0,-75.0,-75.0
2022-03-07,2022-03-11,SPX,4,0.25,Inverse Butterfly 1-2-1 (calls),4285.31,4203.91,4285.0,4245.0,4325.0,350.0,33.79,35.9,161.0,350.0,87.5,175.0,262.5,WIN,expiration,345.0,-1710.0,-70.0,-70.0,-70.0,-70.0
2022-03-14,2022-03-18,SPX,4,0.25,Inverse Butterfly 1-2-1 (calls),4216.25,4462.85,4215.0,4175.0,4255.0,350.0,31.09,34.71,153.2,350.0,87.5,175.0,262.5,WIN,expiration,625.0,-4670.0,-65.0,-65.0,-65.0,-65.0
2022-03-21,2022-03-25,SPX,4,0.25,Inverse Butterfly 1-2-1 (calls),4456.34,4543.05,4455.0,4425.0,4485.0,330.0,24.46,23.63,110.2,330.0,82.5,165.0,247.5,WIN,expiration,450.0,-1940.0,55.0,82.5,55.0,55.0
2022-03-28,2022-04-01,SPX,4,0.25,Inverse Butterfly 1-2-1 (calls),4552.22,4544.79,4550.0,4525.0,4575.0,230.0,21.38,19.61,93.4,-1749.0,57.5,-1749.0,-1749.0,LOSS,expiration,85.0,-2705.0,35.0,57.5,35.0,35.0
2022-04-04,2022-04-08,SPX,4,0.25,Inverse Butterfly 1-2-1 (calls),4561.49,4489.24,4560.0,4540.0,4580.0,190.0,19.64,16.29,77.8,190.0,47.5,95.0,142.5,WIN,expiration,190.0,-1470.0,20.0,20.0,20.0,20.0
2022-04-11,2022-04-14,SPX,3,0.25,Inverse Butterfly 1-2-1 (calls),4455.37,4392.44,4455.0,4435.0,4475.0,165.0,22.88,21.78,88.0,165.0,41.25,82.5,123.75,WIN,expiration,162.5,-580.0,0.0,0.0,0.0,0.0
2022-04-18,2022-04-22,SPX,4,0.25,Inverse Butterfly 1-2-1 (calls),4390.76,4272.28,4390.0,4365.0,4415.0,215.0,23.68,22.3,102.5,215.0,53.75,107.5,161.25,WIN,expiration,215.0,-1560.0,25.0,53.75,25.0,25.0
2022-04-25,2022-04-29,SPX,4,0.25,Inverse Butterfly 1-2-1 (calls),4214.72,4132.17,4215.0,4180.0,4250.0,255.0,30.31,33.03,145.7,255.0,63.75,127.5,191.25,WIN,expiration,250.0,-2220.0,-30.0,63.75,-30.0,-30.0
2022-05-02,2022-05-06,SPX,4,0.25,Inverse Butterfly 1-2-1 (calls),4138.51,4146.87,4140.0,4095.0,4185.0,450.0,34.6,39.8,172.4,-3363.0,112.5,225.0,-3363.0,LOSS,expiration,260.0,-5015.0,-15.0,-15.0,-15.0,-15.0
2022-05-09,2022-05-13,SPX,4,0.25,Inverse Butterfly 1-2-1 (calls),4059.05,4023.56,4060.0,4020.0,4100.0,335.0,33.14,38.49,163.5,-21.0,83.75,167.5,251.25,LOSS,expiration,272.5,-1085.0,-65.0,-65.0,-65.0,-65.0
2022-05-16,2022-05-20,SPX,4,0.25,Inverse Butterfly 1-2-1 (calls),3993.98,3901.55,3995.0,3960.0,4030.0,275.0,29.24,35.82,149.8,275.0,68.75,137.5,206.25,WIN,expiration,270.0,-2150.0,-10.0,-10.0,-10.0,-10.0
2022-05-23,2022-05-27,SPX,4,0.25,Inverse Butterfly 1-2-1 (calls),3927.32,4158.34,3925.0,3890.0,3960.0,310.0,29.94,35.71,146.8,310.0,77.5,155.0,232.5,WIN,expiration,570.0,-3950.0,155.0,77.5,155.0,155.0
2022-06-06,2022-06-10,SPX,4,0.25,Inverse Butterfly 1-2-1 (calls),4153.85,3900.16,4155.0,4125.0,4185.0,320.0,24.99,25.82,112.3,320.0,80.0,160.0,240.0,WIN,expiration,415.0,-1270.0,-25.0,-25.0,-25.0,-25.0
2022-06-13,2022-06-17,SPX,4,0.25,Inverse Butterfly 1-2-1 (calls),3797.9,3673.63,3800.0,3755.0,3845.0,430.0,32.7,42.95,170.7,430.0,107.5,215.0,322.5,WIN,expiration,427.5,-2040.0,-65.0,107.5,-65.0,-65.0
2022-06-27,2022-07-01,SPX,4,0.25,Inverse Butterfly 1-2-1 (calls),3895.43,3825.03,3895.0,3865.0,3925.0,280.0,28.3,30.5,124.4,280.0,70.0,140.0,210.0,WIN,expiration,265.0,-1780.0,-0.0,-0.0,-0.0,-0.0
2022-07-11,2022-07-15,SPX,4,0.25,Inverse Butterfly 1-2-1 (calls),3858.55,3861.56,3860.0,3830.0,3890.0,290.0,26.43,27.98,113.0,-2554.0,72.5,145.0,-2554.0,LOSS,expiration,197.5,-3355.0,-40.0,-40.0,-40.0,-40.0
2022-07-18,2022-07-22,SPX,4,0.25,Inverse Butterfly 1-2-1 (calls),3895.79,3962.24,3895.0,3870.0,3920.0,240.0,24.75,24.72,100.8,240.0,60.0,120.0,180.0,WIN,expiration,355.0,-1820.0,-50.0,-50.0,-50.0,-50.0
2022-07-25,2022-07-29,SPX,4,0.25,Inverse Butterfly 1-2-1 (calls),3966.83,4130.48,3965.0,3935.0,3995.0,300.0,23.62,28.08,116.6,300.0,75.0,150.0,225.0,WIN,expiration,305.0,-4600.0,-25.0,-25.0,-25.0,-25.0
2022-08-01,2022-08-05,SPX,4,0.25,Inverse Butterfly 1-2-1 (calls),4123.31,4144.66,4125.0,4100.0,4150.0,295.0,22.58,21.01,90.7,-239.0,73.75,-239.0,-239.0,LOSS,expiration,100.0,-1910.0,35.0,35.0,35.0,35.0
2022-08-08,2022-08-12,SPX,4,0.25,Inverse Butterfly 1-2-1 (calls),4182.22,4279.35,4180.0,4155.0,4205.0,250.0,21.32,22.73,99.5,250.0,62.5,125.0,187.5,WIN,expiration,310.0,-2060.0,-0.0,-0.0,-0.0,-0.0
2022-08-15,2022-08-19,SPX,4,0.25,Inverse Butterfly 1-2-1 (calls),4278.61,4228.37,4280.0,4260.0,4300.0,200.0,20.57,17.57,78.7,200.0,50.0,100.0,150.0,WIN,expiration,197.5,-1040.0,-5.0,-5.0,-5.0,-5.0
2022-08-22,2022-08-26,SPX,4,0.25,Inverse Butterfly 1-2-1 (calls),4168.55,4058.29,4170.0,4145.0,4195.0,230.0,23.08,22.71,99.1,230.0,57.5,115.0,172.5,WIN,expiration,227.5,-1270.0,-30.0,-30.0,-30.0,-30.0
2022-08-29,2022-09-02,SPX,4,0.25,Inverse Butterfly 1-2-1 (calls),4034.39,3925.29,4035.0,4005.0,4065.0,290.0,26.62,27.39,115.7,290.0,72.5,145.0,217.5,WIN,expiration,290.0,-795.0,-70.0,72.5,-70.0,-70.0
2022-09-12,2022-09-16,SPX,4,0.25,Inverse Butterfly 1-2-1 (calls),4112.16,3872.56,4110.0,4080.0,4140.0,335.0,23.23,26.05,112.2,335.0,83.75,167.5,251.25,WIN,expiration,332.5,-670.0,100.0,83.75,167.5,251.25
2022-09-19,2022-09-23,SPX,4,0.25,Inverse Butterfly 1-2-1 (calls),3864.26,3695.23,3865.0,3830.0,3900.0,310.0,26.98,33.69,136.3,310.0,77.5,155.0,232.5,WIN,expiration,350.0,-1510.0,10.0,10.0,10.0,10.0
2022-09-26,2022-09-30,SPX,4,0.25,Inverse Butterfly 1-2-1 (calls),3699.8,3589.7,3700.0,3665.0,3735.0,315.0,30.8,35.98,139.4,315.0,78.75,157.5,236.25,WIN,expiration,315.0,-665.0,-30.0,-30.0,-30.0,-30.0
2022-10-10,2022-10-14,SPX,4,0.25,Inverse Butterfly 1-2-1 (calls),3626.81,3585.73,3625.0,3590.0,3660.0,310.0,32.77,37.33,141.7,310.0,77.5,155.0,232.5,WIN,expiration,302.5,-1960.0,-10.0,-10.0,-10.0,-10.0
2022-10-17,2022-10-21,SPX,4,0.25,Inverse Butterfly 1-2-1 (calls),3668.62,3752.75,3670.0,3640.0,3700.0,270.0,31.49,33.61,129.1,270.0,67.5,135.0,202.5,WIN,expiration,280.0,-1940.0,45.0,45.0,45.0,45.0
2022-10-24,2022-10-28,SPX,4,0.25,Inverse Butterfly 1-2-1 (calls),3786.65,3900.55,3785.0,3750.0,3820.0,355.0,30.34,33.21,131.6,355.0,88.75,177.5,266.25,WIN,expiration,485.0,-2490.0,70.0,70.0,70.0,70.0
2022-10-31,2022-11-04,SPX,4,0.25,Inverse Butterfly 1-2-1 (calls),3865.36,3770.42,3865.0,3830.0,3900.0,315.0,26.77,35.2,142.4,315.0,78.75,157.5,236.25,WIN,expiration,317.5,-1330.0,5.0,5.0,5.0,5.0
2022-11-07,2022-11-11,SPX,4,0.25,Inverse Butterfly 1-2-1 (calls),3768.57,3992.21,3770.0,3735.0,3805.0,315.0,25.37,35.67,140.7,315.0,78.75,157.5,236.25,WIN,expiration,390.0,-4430.0,-40.0,-40.0,-40.0,-40.0
2022-11-14,2022-11-18,SPX,4,0.25,Inverse Butterfly 1-2-1 (calls),3977.74,3967.12,3980.0,3955.0,4005.0,250.0,23.27,23.96,99.8,-962.0,-962.0,-962.0,-962.0,LOSS,expiration,25.0,-1410.0,5.0,5.0,5.0,5.0
2022-11-21,2022-11-25,SPX,4,0.25,Inverse Butterfly 1-2-1 (calls),3956.46,4026.98,3955.0,3935.0,3975.0,210.0,23.16,17.53,72.6,210.0,52.5,105.0,157.5,WIN,expiration,210.0,-1830.0,-90.0,52.5,-90.0,-90.0
2022-11-28,2022-12-02,SPX,4,0.25,Inverse Butterfly 1-2-1 (calls),4002.86,4071.55,4005.0,3980.0,4030.0,260.0,22.04,22.02,92.3,260.0,65.0,130.0,195.0,WIN,expiration,280.0,-1760.0,-15.0,-15.0,-15.0,-15.0
2022-12-05,2022-12-09,SPX,4,0.25,Inverse Butterfly 1-2-1 (calls),4034.46,3934.36,4035.0,4015.0,4055.0,190.0,20.31,18.51,78.2,190.0,47.5,95.0,142.5,WIN,expiration,192.5,-1430.0,10.0,47.5,95.0,10.0
2022-12-12,2022-12-16,SPX,4,0.25,Inverse Butterfly 1-2-1 (calls),3946.7,3851.02,3945.0,3905.0,3985.0,360.0,24.41,36.41,150.4,360.0,90.0,180.0,270.0,WIN,expiration,360.0,-2730.0,210.0,90.0,180.0,210.0
2022-12-19,2022-12-23,SPX,4,0.25,Inverse Butterfly 1-2-1 (calls),3840.6,3844.45,3840.0,3820.0,3860.0,175.0,22.47,21.62,86.9,-1380.0,43.75,-1380.0,-1380.0,LOSS,expiration,55.0,-2045.0,-30.0,-30.0,-30.0,-30.0
2023-01-09,2023-01-13,SPX,4,0.25,Inverse Butterfly 1-2-1 (calls),3930.12,3998.63,3930.0,3900.0,3960.0,285.0,21.62,28.94,119.1,285.0,71.25,142.5,213.75,WIN,expiration,290.0,-1900.0,10.0,10.0,10.0,10.0
2023-01-23,2023-01-27,SPX,4,0.25,Inverse Butterfly 1-2-1 (calls),3992.16,4070.02,3990.0,3970.0,4010.0,210.0,19.86,18.52,77.4,210.0,52.5,105.0,157.5,WIN,expiration,210.0,-1920.0,5.0,52.5,5.0,5.0
2023-02-06,2023-02-10,SPX,4,0.25,Inverse Butterfly 1-2-1 (calls),4114.59,4090.49,4115.0,4095.0,4135.0,170.0,19.32,20.12,86.7,170.0,42.5,170.0,170.0,WIN,expiration,70.0,-320.0,-30.0,-30.0,-30.0,-30.0
2023-02-13,2023-02-17,SPX,4,0.25,Inverse Butterfly 1-2-1 (calls),4113.21,4078.98,4115.0,4085.0,4145.0,290.0,21.09,26.97,116.1,290.0,72.5,145.0,217.5,WIN,expiration,292.5,-670.0,-100.0,-100.0,-100.0,-100.0
2023-02-27,2023-03-03,SPX,4,0.25,Inverse Butterfly 1-2-1 (calls),4009.16,4045.32,4010.0,3990.0,4030.0,200.0,20.83,18.5,77.6,200.0,50.0,100.0,200.0,WIN,expiration,125.0,-1270.0,-10.0,-10.0,-10.0,-10.0
2023-03-06,2023-03-10,SPX,4,0.25,Inverse Butterfly 1-2-1 (calls),4062.45,3861.68,4060.0,4035.0,4085.0,275.0,18.68,21.38,90.9,275.0,68.75,137.5,206.25,WIN,expiration,270.0,-1500.0,25.0,25.0,25.0,25.0
2023-03-13,2023-03-17,SPX,4,0.25,Inverse Butterfly 1-2-1 (calls),3859.01,3916.47,3860.0,3825.0,3895.0,315.0,27.65,34.89,140.9,315.0,78.75,157.5,236.25,WIN,expiration,530.0,-1220.0,-15.0,-15.0,-15.0,-15.0
2023-03-20,2023-03-24,SPX,4,0.25,Inverse Butterfly 1-2-1 (calls),3931.83,3971.35,3930.0,3895.0,3965.0,270.0,25.46,33.03,136.0,270.0,67.5,270.0,270.0,WIN,expiration,90.0,-2770.0,25.0,25.0,25.0,25.0
2023-03-27,2023-03-31,SPX,4,0.25,Inverse Butterfly 1-2-1 (calls),3995.55,4108.9,3995.0,3975.0,4015.0,165.0,21.25,21.38,89.4,165.0,41.25,82.5,123.75,WIN,expiration,535.0,-2450.0,-35.0,-35.0,-35.0,-35.0
