trade_date,exp_date,underlying,dte_entry,width_sigma,structure,spot_entry,spot_exit,call_atm,call_lo,call_up,total_credit,vix_entry,iv_atm_pct,expected_move,pnl_usd,pnl_tp25,pnl_tp50,pnl_tp75,result,exit_method,mfe,mae,pnl_exit21,pnl_exit14,pnl_exit10,pnl_exit7,pnl_exit5,pnl_exit3
2021-01-08,2021-02-05,SPX,28,0.60,Inverse Butterfly 1-2-1 (calls),3817.5,3886.82,3815.0,3705.0,3925.0,2960.0,21.7,17.26,182.5,-858.0,-858.0,-858.0,-858.0,LOSS,expiration,290.0,-4365.0,-510.0,-645.0,-345.0,-1495.0,-1807.5,-2742.5
2021-01-15,2021-02-12,SPX,28,0.60,Inverse Butterfly 1-2-1 (calls),3783.61,3935.04,3785.0,3670.0,3900.0,2800.0,23.61,18.39,192.7,2800.0,830.0,1565.0,2225.0,WIN,expiration,2745.0,-2720.0,195.0,-345.0,-565.0,165.0,1220.0,1355.0
2021-01-22,2021-02-19,SPX,28,0.60,Inverse Butterfly 1-2-1 (calls),3841.06,3906.87,3840.0,3730.0,3950.0,2995.0,21.9,17.46,185.8,-1318.0,885.0,-1318.0,-1318.0,LOSS,expiration,1105.0,-3275.0,-265.0,-1050.0,-15.0,65.0,1105.0,1105.0
2021-01-29,2021-02-26,SPX,28,0.60,Inverse Butterfly 1-2-1 (calls),3763.09,3810.81,3765.0,3620.0,3910.0,3130.0,30.67,23.58,245.7,-6789.0,795.0,1655.0,-6789.0,LOSS,expiration,2005.0,-14315.0,175.0,1115.0,1655.0,995.0,-10.0,-2500.0
2021-02-05,2021-03-05,SPX,28,0.60,Inverse Butterfly 1-2-1 (calls),3881.32,3841.58,3880.0,3770.0,3990.0,3080.0,21.73,17.38,186.8,-4078.0,1605.0,1605.0,-4078.0,LOSS,expiration,1850.0,-4450.0,235.0,-140.0,-1220.0,-755.0,-2212.5,-2312.5
2021-02-12,2021-03-12,SPX,28,0.60,Inverse Butterfly 1-2-1 (calls),3912.37,3943.11,3910.0,3800.0,4020.0,3325.0,20.93,17.07,185.0,-4364.0,1045.0,-4364.0,-4364.0,LOSS,expiration,1045.0,-6895.0,0.0,-155.0,-1340.0,160.0,-1510.0,-2335.0
2021-02-19,2021-03-19,SPX,28,0.60,Inverse Butterfly 1-2-1 (calls),3926.98,3911.67,3925.0,3815.0,4035.0,3030.0,21.63,16.99,184.8,-6637.0,-6637.0,-6637.0,-6637.0,LOSS,expiration,675.0,-7065.0,-95.0,-32.5,-1395.0,-1440.0,-2452.5,-1360.0
2021-02-26,2021-03-26,SPX,28,0.60,Inverse Butterfly 1-2-1 (calls),3826.31,3974.28,3825.0,3675.0,3975.0,3535.0,28.61,23.44,248.4,3463.0,895.0,3172.5,3172.5,WIN,expiration,3172.5,-6900.0,-1535.0,385.0,1245.0,-750.0,-965.0,-410.0
2021-03-05,2021-04-01,SPX,27,0.60,Inverse Butterfly 1-2-1 (calls),3776.04,4019.79,3775.0,3630.0,3920.0,3515.0,28.34,23.35,239.8,3515.0,1060.0,1770.0,2675.0,WIN,expiration,3625.0,-1930.0,1645.0,2015.0,1440.0,-40.0,2675.0,2395.0
2021-03-12,2021-04-09,SPX,28,0.60,Inverse Butterfly 1-2-1 (calls),3932.31,4127.76,3930.0,3815.0,4045.0,2985.0,22.16,17.67,192.4,2985.0,1610.0,1610.0,2270.0,WIN,expiration,3085.0,-3620.0,-850.0,-2065.0,-1460.0,-20.0,1610.0,2185.0
2021-03-19,2021-04-16,SPX,28,0.60,Inverse Butterfly 1-2-1 (calls),3900.36,4184.71,3900.0,3785.0,4015.0,3055.0,22.34,17.71,191.3,3055.0,815.0,2010.0,2420.0,WIN,expiration,3120.0,-2610.0,-705.0,1315.0,2265.0,2590.0,2860.0,2905.0
2021-03-26,2021-04-23,SPX,28,0.60,Inverse Butterfly 1-2-1 (calls),3927.31,4179.49,3925.0,3825.0,4025.0,2835.0,18.98,14.97,162.9,2835.0,735.0,1720.0,2360.0,WIN,expiration,2850.0,-1950.0,1195.0,2340.0,2290.0,2670.0,2765.0,2720.0
2021-04-09,2021-05-07,SPX,28,0.60,Inverse Butterfly 1-2-1 (calls),4103.29,4231.53,4105.0,4015.0,4195.0,2485.0,17.14,13.0,147.7,2485.0,755.0,1295.0,2270.0,WIN,expiration,2520.0,-1870.0,750.0,320.0,725.0,1095.0,1225.0,-510.0
2021-04-16,2021-05-14,SPX,28,0.60,Inverse Butterfly 1-2-1 (calls),4173.23,4172.9,4175.0,4085.0,4265.0,2385.0,16.77,12.62,145.9,-6405.0,-6405.0,-6405.0,-6405.0,LOSS,expiration,572.5,-7585.0,-260.0,-725.0,-1010.0,-1085.0,-295.0,-1825.0
