trade_date,exp_date,underlying,dte_entry,width_sigma,structure,spot_entry,spot_exit,call_atm,call_lo,call_up,total_credit,vix_entry,iv_atm_pct,expected_move,pnl_usd,pnl_tp25,pnl_tp50,pnl_tp75,result,exit_method,mfe,mae,pnl_exit21,pnl_exit14,pnl_exit10,pnl_exit7,pnl_exit5,pnl_exit3
2021-01-08,2021-02-05,SPX,28,0.50,Inverse Butterfly 1-2-1 (calls),3817.5,3886.82,3815.0,3725.0,3905.0,2000.0,21.7,17.26,182.5,182.0,872.5,182.0,182.0,WIN,expiration,872.5,-3470.0,-365.0,-425.0,-175.0,-1135.0,-1457.5,-2017.5
2021-01-15,2021-02-12,SPX,28,0.50,Inverse Butterfly 1-2-1 (calls),3783.61,3935.04,3785.0,3690.0,3880.0,1910.0,23.61,18.39,192.7,1910.0,480.0,965.0,1435.0,WIN,expiration,1905.0,-3610.0,150.0,-220.0,-320.0,315.0,965.0,1025.0
2021-01-22,2021-02-19,SPX,28,0.50,Inverse Butterfly 1-2-1 (calls),3841.06,3906.87,3840.0,3745.0,3935.0,2255.0,21.9,17.46,185.8,-558.0,840.0,1160.0,-558.0,LOSS,expiration,1160.0,-3060.0,-225.0,-850.0,75.0,220.0,1005.0,1005.0
2021-01-29,2021-02-26,SPX,28,0.50,Inverse Butterfly 1-2-1 (calls),3763.09,3810.81,3765.0,3640.0,3890.0,2280.0,30.67,23.58,245.7,-5639.0,630.0,1250.0,-5639.0,LOSS,expiration,1645.0,-12675.0,200.0,905.0,1250.0,790.0,140.0,-1825.0
2021-02-05,2021-03-05,SPX,28,0.50,Inverse Butterfly 1-2-1 (calls),3881.32,3841.58,3880.0,3785.0,3975.0,2335.0,21.73,17.38,186.8,-3323.0,1317.5,1317.5,-3323.0,LOSS,expiration,1665.0,-3655.0,230.0,-60.0,-985.0,-585.0,-1735.0,-1845.0
2021-02-12,2021-03-12,SPX,28,0.50,Inverse Butterfly 1-2-1 (calls),3912.37,3943.11,3910.0,3815.0,4005.0,2280.0,20.93,17.07,185.0,-3909.0,582.5,-3909.0,-3909.0,LOSS,expiration,582.5,-6330.0,-215.0,-380.0,-1325.0,-147.5,-1535.0,-2205.0
2021-02-19,2021-03-19,SPX,28,0.50,Inverse Butterfly 1-2-1 (calls),3926.98,3911.67,3925.0,3835.0,4015.0,2060.0,21.63,16.99,184.8,-5607.0,-5607.0,-5607.0,-5607.0,LOSS,expiration,467.5,-6175.0,-95.0,-65.0,-1055.0,-1010.0,-1805.0,-855.0
2021-02-26,2021-03-26,SPX,28,0.50,Inverse Butterfly 1-2-1 (calls),3826.31,3974.28,3825.0,3700.0,3950.0,2450.0,28.61,23.44,248.4,2450.0,750.0,2330.0,2330.0,WIN,expiration,2330.0,-5445.0,-1140.0,355.0,1015.0,-415.0,-350.0,130.0
2021-03-05,2021-04-01,SPX,27,0.50,Inverse Butterfly 1-2-1 (calls),3776.04,4019.79,3775.0,3655.0,3895.0,2370.0,28.34,23.35,239.8,2370.0,760.0,1220.0,1860.0,WIN,expiration,2490.0,-2450.0,1135.0,1430.0,990.0,125.0,1860.0,1710.0
2021-03-12,2021-04-09,SPX,28,0.50,Inverse Butterfly 1-2-1 (calls),3932.31,4127.76,3930.0,3835.0,4025.0,2005.0,22.16,17.67,192.4,2005.0,1210.0,1210.0,1660.0,WIN,expiration,2055.0,-3440.0,-670.0,-1545.0,-1030.0,145.0,1210.0,1535.0
2021-03-19,2021-04-16,SPX,28,0.50,Inverse Butterfly 1-2-1 (calls),3900.36,4184.71,3900.0,3805.0,3995.0,2090.0,22.34,17.71,191.3,2090.0,590.0,1060.0,1590.0,WIN,expiration,2170.0,-2330.0,-385.0,1060.0,1615.0,1845.0,1970.0,1955.0
