trade_date,exp_date,underlying,dte_entry,total_credit,pnl_usd,vix_entry,result,exit_method,in_range
2022-06-21,2022-06-21,SPX,1,2425.0,-7438.05,30.19,LOSS,expiration,False
2022-06-22,2022-06-22,SPX,1,2215.0,-5294.08,28.95,LOSS,expiration,False
2022-06-23,2022-06-23,SPX,1,2380.0,-4008.88,29.05,LOSS,expiration,False
2022-06-24,2022-06-24,SPX,1,2250.0,6367.58,27.23,WIN,expiration,True
2022-06-27,2022-06-27,SPX,1,2400.0,-7327.6,26.95,LOSS,expiration,False
2022-06-28,2022-06-28,SPX,1,1740.0,-5336.99,28.36,LOSS,expiration,False
2022-06-29,2022-06-29,SPX,1,2285.0,-6649.8,28.16,LOSS,expiration,False
2022-06-30,2022-06-30,SPX,1,2260.0,2386.28,28.71,WIN,expiration,True
2022-07-01,2022-07-01,SPX,1,2520.0,-1493.71,26.7,LOSS,expiration,False
2022-07-05,2022-07-05,SPX,1,2400.0,-119.59,27.54,LOSS,expiration,False
2022-07-06,2022-07-06,SPX,1,2370.0,-4177.54,26.73,LOSS,expiration,False
2022-07-07,2022-07-07,SPX,1,1720.0,-4472.0,26.08,LOSS,expiration,False
2022-07-08,2022-07-08,SPX,1,2165.0,837.32,24.64,WIN,expiration,True
2022-07-11,2022-07-11,SPX,1,2265.0,-6772.43,26.17,LOSS,expiration,False
2022-07-12,2022-07-12,SPX,1,2080.0,1656.31,27.29,WIN,expiration,True
2022-07-13,2022-07-13,SPX,1,2410.0,-3778.83,26.82,LOSS,expiration,False
2022-07-18,2022-07-18,SPX,1,1840.0,-782.11,25.3,LOSS,expiration,False
2022-07-19,2022-07-19,SPX,1,1735.0,1828.1,24.5,WIN,expiration,True
2022-07-20,2022-07-20,SPX,1,1905.0,3327.92,23.88,WIN,expiration,True
2022-07-21,2022-07-21,SPX,1,1850.0,4738.88,23.11,WIN,expiration,True
2022-07-22,2022-07-22,SPX,1,1730.0,3395.46,23.03,WIN,expiration,True
2022-07-25,2022-07-25,SPX,1,1790.0,-5490.35,23.36,LOSS,expiration,False
2022-07-26,2022-07-26,SPX,1,1875.0,61.34,24.69,WIN,expiration,True
2022-07-27,2022-07-27,SPX,1,1475.0,6637.47,23.24,WIN,expiration,True
2022-07-28,2022-07-28,SPX,1,1810.0,-1696.15,22.33,LOSS,expiration,False
2022-07-29,2022-07-29,SPX,1,1805.0,2220.68,21.33,WIN,expiration,True
2022-08-01,2022-08-01,SPX,1,1565.0,-4800.22,22.84,LOSS,expiration,False
2022-08-02,2022-08-02,SPX,1,1740.0,-5336.99,23.93,LOSS,expiration,False
2022-08-03,2022-08-03,SPX,1,1935.0,1785.1,21.95,WIN,expiration,True
2022-08-04,2022-08-04,SPX,1,1850.0,-4735.78,21.44,LOSS,expiration,False
2022-08-05,2022-08-05,SPX,1,1725.0,-2165.5,21.15,LOSS,expiration,False
2022-08-08,2022-08-08,SPX,1,1515.0,7603.65,21.29,WIN,expiration,True
2022-08-09,2022-08-09,SPX,1,1830.0,-5613.04,21.77,LOSS,expiration,False
2022-08-10,2022-08-10,SPX,1,1770.0,-754.48,19.74,LOSS,expiration,False
2022-08-11,2022-08-11,SPX,1,885.0,7324.56,20.2,WIN,expiration,True
2022-08-12,2022-08-12,SPX,1,1875.0,4938.28,19.53,WIN,expiration,True
2022-08-15,2022-08-15,SPX,1,900.0,-2760.51,19.95,LOSS,expiration,False
2022-08-16,2022-08-16,SPX,1,1570.0,-1686.92,19.69,LOSS,expiration,False
2022-08-17,2022-08-17,SPX,1,1775.0,-5149.89,19.9,LOSS,expiration,False
2022-08-22,2022-08-22,SPX,1,1840.0,2640.83,23.8,WIN,expiration,True
2022-08-23,2022-08-23,SPX,1,1810.0,-2094.92,24.11,LOSS,expiration,False
2022-08-24,2022-08-24,SPX,1,1705.0,-1926.22,22.82,LOSS,expiration,False
2022-08-25,2022-08-25,SPX,1,1690.0,3748.19,21.78,WIN,expiration,True
2022-08-26,2022-08-26,SPX,1,1525.0,-4677.54,25.56,LOSS,expiration,False
2022-08-29,2022-08-29,SPX,1,2305.0,-7069.98,26.21,LOSS,expiration,False
2022-08-30,2022-08-30,SPX,1,2275.0,3401.6,26.21,WIN,expiration,True
2022-08-31,2022-08-31,SPX,1,2280.0,6809.26,25.87,WIN,expiration,True
2022-09-01,2022-09-01,SPX,1,2410.0,2377.14,25.56,WIN,expiration,True
2022-09-02,2022-09-02,SPX,1,1815.0,1874.08,25.47,WIN,expiration,True
2022-09-06,2022-09-06,SPX,1,2595.0,-5870.66,26.91,LOSS,expiration,False
2022-09-07,2022-09-07,SPX,1,2200.0,7094.49,24.64,WIN,expiration,True
2022-09-08,2022-09-08,SPX,1,1765.0,4149.94,23.61,WIN,expiration,True
2022-09-09,2022-09-09,SPX,1,1665.0,217.8,22.79,WIN,expiration,True
2022-09-12,2022-09-12,SPX,1,1845.0,-5659.05,23.87,LOSS,expiration,False
2022-09-13,2022-09-13,SPX,1,2345.0,-233.14,27.27,LOSS,expiration,False
2022-09-14,2022-09-14,SPX,1,2195.0,-5508.76,26.16,LOSS,expiration,False
2022-09-19,2022-09-19,SPX,1,2300.0,3646.91,25.76,WIN,expiration,True
2022-09-20,2022-09-20,SPX,1,2295.0,-6754.08,27.16,LOSS,expiration,False
2022-09-21,2022-09-21,SPX,1,1725.0,8490.08,27.99,WIN,expiration,True
2022-09-22,2022-09-22,SPX,1,2365.0,-6637.5,27.35,LOSS,expiration,False
2022-09-23,2022-09-23,SPX,1,2430.0,-7453.38,29.92,LOSS,expiration,False
2022-09-26,2022-09-26,SPX,1,2485.0,4634.59,32.26,WIN,expiration,True
2022-09-27,2022-09-27,SPX,1,2450.0,7119.05,32.6,WIN,expiration,True
2022-09-28,2022-09-28,SPX,1,2785.0,9566.71,30.18,WIN,expiration,True
2022-09-29,2022-09-29,SPX,1,2775.0,-7122.12,31.84,LOSS,expiration,False
2022-09-30,2022-09-30,SPX,1,2125.0,7094.49,31.62,WIN,expiration,True
2022-10-03,2022-10-03,SPX,1,2545.0,4944.42,30.1,WIN,expiration,True
2022-10-04,2022-10-04,SPX,1,2285.0,-2122.56,29.07,LOSS,expiration,False
2022-10-05,2022-10-05,SPX,1,2370.0,-128.82,28.55,LOSS,expiration,False
2022-10-06,2022-10-06,SPX,1,2225.0,990.72,30.52,WIN,expiration,True
2022-10-07,2022-10-07,SPX,1,2500.0,104.32,31.36,WIN,expiration,True
2022-10-10,2022-10-10,SPX,1,2575.0,-4030.32,32.45,LOSS,expiration,False
2022-10-11,2022-10-11,SPX,1,2590.0,-5232.67,33.63,LOSS,expiration,False
2022-10-12,2022-10-12,SPX,1,2820.0,-3137.78,33.57,LOSS,expiration,False
2022-10-13,2022-10-13,SPX,1,2850.0,-8741.62,31.94,LOSS,expiration,False
2022-10-14,2022-10-14,SPX,1,1940.0,1125.71,32.02,WIN,expiration,True
2022-10-17,2022-10-17,SPX,1,2340.0,-4738.88,31.37,LOSS,expiration,False
2022-10-18,2022-10-18,SPX,1,2195.0,-591.98,30.5,LOSS,expiration,False
2022-10-19,2022-10-19,SPX,1,2355.0,-7223.34,30.76,LOSS,expiration,False
2022-10-24,2022-10-24,SPX,1,2325.0,-4879.94,29.85,LOSS,expiration,False
2022-10-25,2022-10-25,SPX,1,1790.0,-2696.07,28.46,LOSS,expiration,False
2022-10-26,2022-10-26,SPX,1,2370.0,-7085.28,27.28,LOSS,expiration,False
2022-10-27,2022-10-27,SPX,1,2290.0,-3128.58,27.39,LOSS,expiration,False
2022-10-28,2022-10-28,SPX,1,2415.0,4536.41,25.75,WIN,expiration,True
2022-10-31,2022-10-31,SPX,1,2330.0,-6539.35,25.88,LOSS,expiration,False
2022-11-01,2022-11-01,SPX,1,2270.0,3435.27,25.81,WIN,expiration,True
2022-11-02,2022-11-02,SPX,1,1780.0,8247.77,25.86,WIN,expiration,True
2022-11-03,2022-11-03,SPX,1,2545.0,-3239.03,25.3,LOSS,expiration,False
2022-11-04,2022-11-04,SPX,1,1680.0,-3450.64,24.55,LOSS,expiration,False
2022-11-07,2022-11-07,SPX,1,2235.0,4432.16,24.35,WIN,expiration,True
2022-11-08,2022-11-08,SPX,1,1715.0,-1239.13,25.54,LOSS,expiration,False
2022-11-09,2022-11-09,SPX,1,2360.0,5468.85,26.09,WIN,expiration,True
2022-11-10,2022-11-10,SPX,1,1560.0,5530.2,23.53,WIN,expiration,True
2022-11-11,2022-11-11,SPX,1,1675.0,1895.52,22.52,WIN,expiration,True
2022-11-14,2022-11-14,SPX,1,1895.0,-368.07,23.73,LOSS,expiration,False
2022-11-15,2022-11-15,SPX,1,1760.0,3272.74,24.54,WIN,expiration,True
2022-11-16,2022-11-16,SPX,1,1745.0,-3447.57,24.11,LOSS,expiration,False
2022-11-21,2022-11-21,SPX,1,1740.0,-3784.94,22.36,LOSS,expiration,False
2022-11-22,2022-11-22,SPX,1,1720.0,6557.78,21.29,WIN,expiration,True
2022-11-23,2022-11-23,SPX,1,1925.0,-3677.62,20.35,LOSS,expiration,False
2022-11-25,2022-11-25,SPX,1,1095.0,-3358.62,20.5,LOSS,expiration,False
2022-11-28,2022-11-28,SPX,1,1637.0,6039.42,22.21,WIN,expiration,True
2022-11-29,2022-11-29,SPX,1,1600.0,-4180.61,21.89,LOSS,expiration,False
2022-11-30,2022-11-30,SPX,1,1690.0,-5183.63,20.58,LOSS,expiration,False
2022-12-01,2022-12-01,SPX,1,2060.0,-2199.24,19.84,LOSS,expiration,False
2022-12-02,2022-12-02,SPX,1,1840.0,5613.04,19.06,WIN,expiration,True
2022-12-05,2022-12-05,SPX,1,1715.0,4297.17,20.75,WIN,expiration,True
2022-12-06,2022-12-06,SPX,1,1830.0,3202.19,22.17,WIN,expiration,True
2022-12-07,2022-12-07,SPX,1,1770.0,-4226.68,22.68,LOSS,expiration,False
2022-12-08,2022-12-08,SPX,1,1660.0,-5091.61,22.29,LOSS,expiration,False
2022-12-09,2022-12-09,SPX,1,2245.0,-561.27,22.83,LOSS,expiration,False
2022-12-12,2022-12-12,SPX,1,1562.0,7306.13,25.0,WIN,expiration,True
2022-12-13,2022-12-13,SPX,1,1630.0,-506.12,22.55,LOSS,expiration,False
2022-12-14,2022-12-14,SPX,1,1145.0,-3511.99,21.14,LOSS,expiration,False
2022-12-19,2022-12-19,SPX,1,1675.0,1714.62,22.42,WIN,expiration,True
2022-12-20,2022-12-20,SPX,1,1740.0,-4840.07,21.48,LOSS,expiration,False
2022-12-21,2022-12-21,SPX,1,1710.0,3478.22,20.07,WIN,expiration,True
2022-12-22,2022-12-22,SPX,1,1660.0,-2757.41,21.97,LOSS,expiration,False
2022-12-23,2022-12-23,SPX,1,1900.0,6386.02,20.87,WIN,expiration,True
2022-12-27,2022-12-27,SPX,1,1750.0,-4064.09,21.65,LOSS,expiration,False
2022-12-28,2022-12-28,SPX,1,1595.0,3763.5,22.14,WIN,expiration,True
2022-12-29,2022-12-29,SPX,1,1545.0,-358.87,21.44,LOSS,expiration,False
2022-12-30,2022-12-30,SPX,1,1765.0,567.44,21.67,WIN,expiration,True
2023-01-03,2023-01-03,SPX,1,1870.0,-3938.3,22.9,LOSS,expiration,False
2023-01-04,2023-01-04,SPX,1,2155.0,-5698.92,22.01,LOSS,expiration,False
2023-01-05,2023-01-05,SPX,1,1890.0,-3680.71,22.46,LOSS,expiration,False
2023-01-06,2023-01-06,SPX,1,2020.0,-3153.15,21.13,LOSS,expiration,False
2023-01-09,2023-01-09,SPX,1,1625.0,6643.6,21.97,WIN,expiration,True
2023-01-10,2023-01-10,SPX,1,1775.0,460.09,20.58,WIN,expiration,True
2023-01-11,2023-01-11,SPX,1,1635.0,4067.19,21.09,WIN,expiration,True
2023-01-12,2023-01-12,SPX,1,1790.0,3150.02,18.83,WIN,expiration,True
2023-01-13,2023-01-13,SPX,1,1815.0,4889.2,18.35,WIN,expiration,True
2023-01-17,2023-01-17,SPX,1,1605.0,-3686.82,19.36,LOSS,expiration,False
2023-01-18,2023-01-18,SPX,1,1515.0,-3462.88,20.34,LOSS,expiration,False
2023-01-23,2023-01-23,SPX,1,1580.0,2763.61,19.81,WIN,expiration,True
2023-01-24,2023-01-24,SPX,1,1795.0,-306.72,19.2,LOSS,expiration,False
2023-01-25,2023-01-25,SPX,1,1820.0,1711.52,19.08,WIN,expiration,True
2023-01-26,2023-01-26,SPX,1,2220.0,2524.3,18.73,WIN,expiration,True
2023-01-27,2023-01-27,SPX,1,1865.0,-4014.98,18.51,LOSS,expiration,False
2023-01-30,2023-01-30,SPX,1,1800.0,5898.29,19.94,WIN,expiration,True
2023-01-31,2023-01-31,SPX,1,1720.0,4968.89,19.4,WIN,expiration,True
2023-02-01,2023-02-01,SPX,1,1455.0,1429.33,17.87,WIN,expiration,True
2023-02-02,2023-02-02,SPX,1,1765.0,3714.36,18.73,WIN,expiration,True
2023-02-03,2023-02-03,SPX,1,1880.0,-3153.12,18.33,LOSS,expiration,False
2023-02-06,2023-02-06,SPX,1,1820.0,-5582.37,19.43,LOSS,expiration,False
2023-02-07,2023-02-07,SPX,1,1695.0,2775.85,18.66,WIN,expiration,True
2023-02-08,2023-02-08,SPX,1,1785.0,4383.11,19.63,WIN,expiration,True
2023-02-09,2023-02-09,SPX,1,1770.0,1165.55,20.71,WIN,expiration,True
2023-02-10,2023-02-10,SPX,1,1945.0,-1223.83,20.53,LOSS,expiration,False
2023-02-13,2023-02-13,SPX,1,1660.0,1745.26,20.34,WIN,expiration,True
2023-02-14,2023-02-14,SPX,1,1820.0,-4395.32,18.91,LOSS,expiration,False
2023-02-15,2023-02-15,SPX,1,1710.0,4754.25,18.23,WIN,expiration,True
2023-02-21,2023-02-21,SPX,1,1835.0,4389.18,22.87,WIN,expiration,True
2023-02-22,2023-02-22,SPX,1,1835.0,-2883.2,22.29,LOSS,expiration,False
2023-02-23,2023-02-23,SPX,1,1675.0,-2782.01,21.14,LOSS,expiration,False
2023-02-24,2023-02-24,SPX,1,1965.0,-1414.0,21.67,LOSS,expiration,False
2023-02-27,2023-02-27,SPX,1,1695.0,1782.06,20.95,WIN,expiration,True
2023-02-28,2023-02-28,SPX,1,1745.0,-3864.69,20.7,LOSS,expiration,False
2023-03-01,2023-03-01,SPX,1,1845.0,-1484.51,20.58,LOSS,expiration,False
2023-03-02,2023-03-02,SPX,1,1745.0,6502.51,19.59,WIN,expiration,True
2023-03-03,2023-03-03,SPX,1,1810.0,5379.9,18.49,WIN,expiration,True
2023-03-06,2023-03-06,SPX,1,1620.0,-1417.03,18.61,LOSS,expiration,False
2023-03-07,2023-03-07,SPX,1,1785.0,2613.32,19.59,WIN,expiration,True
2023-03-08,2023-03-08,SPX,1,1775.0,-5444.34,19.11,LOSS,expiration,False
2023-03-09,2023-03-09,SPX,1,1630.0,-4999.59,22.61,LOSS,expiration,False
2023-03-10,2023-03-10,SPX,1,1765.0,1766.7,24.8,WIN,expiration,True
2023-03-13,2023-03-13,SPX,1,1900.0,-5827.75,26.52,LOSS,expiration,False
2023-03-14,2023-03-14,SPX,1,1785.0,-4159.17,23.73,LOSS,expiration,False
2023-03-15,2023-03-15,SPX,1,2180.0,3107.08,26.14,WIN,expiration,True
2023-03-20,2023-03-20,SPX,1,2270.0,-1880.19,24.15,LOSS,expiration,False
2023-03-21,2023-03-21,SPX,1,1730.0,-2892.37,21.38,LOSS,expiration,False
2023-03-22,2023-03-22,SPX,1,1450.0,7217.21,22.26,WIN,expiration,True
2023-03-23,2023-03-23,SPX,1,1865.0,806.68,22.61,WIN,expiration,True
2023-03-24,2023-03-24,SPX,1,1750.0,5671.32,21.74,WIN,expiration,True
2023-03-27,2023-03-27,SPX,1,1760.0,-39.87,20.6,LOSS,expiration,False
2023-03-28,2023-03-28,SPX,1,1840.0,-5254.18,19.97,LOSS,expiration,False
2023-03-29,2023-03-29,SPX,1,1525.0,-748.37,19.12,LOSS,expiration,False
2023-03-30,2023-03-30,SPX,1,785.0,-2407.78,19.02,LOSS,expiration,False
2023-03-31,2023-03-31,SPX,1,1290.0,6566.98,18.7,WIN,expiration,True
2023-04-03,2023-04-03,SPX,1,1565.0,-3416.96,18.55,LOSS,expiration,False
2023-04-04,2023-04-04,SPX,1,1240.0,2147.03,19.0,WIN,expiration,True
2023-04-05,2023-04-05,SPX,1,1535.0,-3291.11,19.08,LOSS,expiration,False
2023-04-06,2023-04-06,SPX,1,1610.0,4269.59,18.4,WIN,expiration,True
