trade_date,exp_date,underlying,dte_entry,width_sigma,structure,spot_entry,spot_exit,call_atm,call_lo,call_up,total_credit,vix_entry,iv_atm_pct,expected_move,pnl_usd,pnl_tp25,pnl_tp50,pnl_tp75,result,exit_method,mfe,mae,pnl_exit3,pnl_tp25_exit3,pnl_tp50_exit3,pnl_tp75_exit3
2021-03-29,2021-04-01,SPX,3,0.60,Inverse Butterfly 1-2-1 (calls),3956.73,4019.79,3955.0,3915.0,3995.0,1015.0,20.82,19.05,68.3,1015.0,253.75,507.5,761.25,WIN,expiration,1015.0,-1720.0,-10.0,-10.0,-10.0,-10.0
2021-04-05,2021-04-09,SPX,4,0.60,Inverse Butterfly 1-2-1 (calls),4060.17,4127.76,4060.0,4025.0,4095.0,915.0,17.85,13.87,59.0,915.0,228.75,457.5,686.25,WIN,expiration,1145.0,-1410.0,110.0,110.0,110.0,110.0
2021-04-12,2021-04-16,SPX,4,0.60,Inverse Butterfly 1-2-1 (calls),4121.64,4184.71,4120.0,4085.0,4155.0,920.0,17.64,13.47,58.1,920.0,230.0,460.0,690.0,WIN,expiration,935.0,-1030.0,30.0,30.0,30.0,30.0
2021-04-19,2021-04-23,SPX,4,0.60,Inverse Butterfly 1-2-1 (calls),4178.93,4179.49,4180.0,4150.0,4210.0,720.0,17.07,12.05,52.7,-2229.0,180.0,-2229.0,-2229.0,LOSS,expiration,245.0,-2565.0,5.0,180.0,5.0,5.0
2021-04-26,2021-04-30,SPX,4,0.60,Inverse Butterfly 1-2-1 (calls),4190.03,4181.81,4190.0,4155.0,4225.0,830.0,17.84,14.07,61.7,-1851.0,-1851.0,-1851.0,-1851.0,LOSS,expiration,0.0,-2245.0,-135.0,-135.0,-135.0,-135.0
2021-05-03,2021-05-07,SPX,4,0.60,Inverse Butterfly 1-2-1 (calls),4205.97,4231.53,4205.0,4170.0,4240.0,860.0,18.21,13.34,58.7,13.0,215.0,13.0,13.0,WIN,expiration,335.0,-2615.0,177.5,215.0,177.5,177.5
2021-05-10,2021-05-14,SPX,4,0.60,Inverse Butterfly 1-2-1 (calls),4232.6,4172.9,4235.0,4205.0,4265.0,715.0,16.69,11.86,52.6,715.0,178.75,357.5,536.25,WIN,expiration,720.0,-120.0,330.0,178.75,357.5,330.0
2021-05-17,2021-05-21,SPX,4,0.60,Inverse Butterfly 1-2-1 (calls),4158.35,4156.18,4160.0,4115.0,4205.0,1035.0,20.66,17.72,77.1,-3083.0,258.75,-3083.0,-3083.0,LOSS,expiration,310.0,-3395.0,-170.0,-170.0,-170.0,-170.0
2021-05-24,2021-05-28,SPX,4,0.60,Inverse Butterfly 1-2-1 (calls),4188.2,4204.6,4190.0,4155.0,4225.0,910.0,19.32,13.39,58.7,-1130.0,-1130.0,-1130.0,-1130.0,LOSS,expiration,160.0,-1970.0,35.0,35.0,35.0,35.0
2021-06-07,2021-06-11,SPX,4,0.60,Inverse Butterfly 1-2-1 (calls),4226.31,4247.4,4225.0,4195.0,4255.0,700.0,16.84,11.53,51.0,-60.0,-60.0,-60.0,-60.0,LOSS,expiration,0.0,-1230.0,-170.0,-170.0,-170.0,-170.0
2021-06-14,2021-06-18,SPX,4,0.60,Inverse Butterfly 1-2-1 (calls),4241.87,4165.59,4240.0,4205.0,4275.0,970.0,16.35,12.36,54.9,970.0,242.5,485.0,727.5,WIN,expiration,965.0,-1670.0,90.0,90.0,90.0,90.0
2021-06-21,2021-06-25,SPX,4,0.60,Inverse Butterfly 1-2-1 (calls),4194.41,4280.68,4195.0,4155.0,4235.0,865.0,19.3,15.83,69.5,865.0,216.25,432.5,648.75,WIN,expiration,870.0,-1310.0,45.0,216.25,45.0,45.0
2021-06-28,2021-07-02,SPX,4,0.60,Inverse Butterfly 1-2-1 (calls),4282.68,4352.38,4285.0,4260.0,4310.0,655.0,15.74,9.02,40.5,655.0,163.75,327.5,491.25,WIN,expiration,660.0,-1280.0,-5.0,-5.0,-5.0,-5.0
2021-07-12,2021-07-16,SPX,4,0.60,Inverse Butterfly 1-2-1 (calls),4373.11,4326.81,4375.0,4345.0,4405.0,770.0,16.54,11.55,52.9,770.0,192.5,385.0,577.5,WIN,expiration,767.5,-1005.0,-5.0,-5.0,-5.0,-5.0
2021-07-19,2021-07-23,SPX,4,0.60,Inverse Butterfly 1-2-1 (calls),4255.19,4411.1,4255.0,4195.0,4315.0,1365.0,22.78,22.2,98.9,1365.0,341.25,682.5,1023.75,WIN,expiration,1415.0,-720.0,210.0,341.25,210.0,210.0
2021-07-26,2021-07-30,SPX,4,0.60,Inverse Butterfly 1-2-1 (calls),4412.9,4395.97,4415.0,4380.0,4450.0,910.0,18.4,12.27,56.7,-687.0,-687.0,-687.0,-687.0,LOSS,expiration,77.5,-1245.0,-45.0,-45.0,-45.0,-45.0
2021-08-02,2021-08-06,SPX,4,0.60,Inverse Butterfly 1-2-1 (calls),4413.39,4436.2,4415.0,4380.0,4450.0,950.0,18.45,11.74,54.2,-430.0,-430.0,-430.0,-430.0,LOSS,expiration,17.5,-2325.0,17.5,17.5,17.5,17.5
2021-08-09,2021-08-13,SPX,4,0.60,Inverse Butterfly 1-2-1 (calls),4428.9,4467.97,4430.0,4405.0,4455.0,555.0,17.22,9.75,45.2,555.0,138.75,277.5,416.25,WIN,expiration,580.0,-740.0,-65.0,-65.0,-65.0,-65.0
2021-08-16,2021-08-20,SPX,4,0.60,Inverse Butterfly 1-2-1 (calls),4442.39,4400.27,4440.0,4410.0,4470.0,770.0,17.55,11.06,51.5,770.0,192.5,385.0,770.0,WIN,expiration,460.0,-2345.0,0.0,192.5,385.0,0.0
2021-08-23,2021-08-27,SPX,4,0.60,Inverse Butterfly 1-2-1 (calls),4470.97,4508.71,4470.0,4440.0,4500.0,735.0,17.54,11.07,51.8,735.0,183.75,367.5,551.25,WIN,expiration,720.0,-640.0,-120.0,-120.0,-120.0,-120.0
2021-08-30,2021-09-03,SPX,4,0.60,Inverse Butterfly 1-2-1 (calls),4520.98,4535.22,4520.0,4490.0,4550.0,850.0,16.48,9.98,47.2,-628.0,-628.0,-628.0,-628.0,LOSS,expiration,135.0,-1110.0,-160.0,-160.0,-160.0,-160.0
2021-09-13,2021-09-17,SPX,4,0.60,Inverse Butterfly 1-2-1 (calls),4476.38,4433.19,4475.0,4430.0,4520.0,1080.0,19.69,15.78,74.0,761.0,270.0,540.0,761.0,WIN,expiration,690.0,-1750.0,-255.0,-255.0,-255.0,-255.0
2021-09-20,2021-09-24,SPX,4,0.60,Inverse Butterfly 1-2-1 (calls),4374.94,4455.58,4375.0,4310.0,4440.0,1410.0,24.9,23.98,109.8,1410.0,352.5,705.0,1057.5,WIN,expiration,1390.0,-3880.0,-200.0,-200.0,-200.0,-200.0
2021-09-27,2021-10-01,SPX,4,0.60,Inverse Butterfly 1-2-1 (calls),4446.21,4355.01,4445.0,4405.0,4485.0,1125.0,18.71,14.46,67.3,1125.0,281.25,562.5,843.75,WIN,expiration,1122.5,-590.0,27.5,281.25,27.5,27.5
2021-10-04,2021-10-08,SPX,4,0.60,Inverse Butterfly 1-2-1 (calls),4345.13,4390.96,4345.0,4285.0,4405.0,1310.0,22.1,21.86,99.4,-94.0,327.5,655.0,-94.0,LOSS,expiration,690.0,-2245.0,-565.0,-565.0,-565.0,-565.0
2021-10-11,2021-10-15,SPX,4,0.60,Inverse Butterfly 1-2-1 (calls),4407.09,4471.01,4405.0,4360.0,4450.0,1015.0,18.73,16.7,77.0,1015.0,253.75,507.5,761.25,WIN,expiration,1240.0,-1410.0,-162.5,-162.5,-162.5,-162.5
2021-10-18,2021-10-22,SPX,4,0.60,Inverse Butterfly 1-2-1 (calls),4466.39,4545.08,4465.0,4430.0,4500.0,840.0,17.2,13.3,62.2,840.0,210.0,420.0,630.0,WIN,expiration,975.0,-1040.0,260.0,210.0,420.0,260.0
2021-10-25,2021-10-29,SPX,4,0.60,Inverse Butterfly 1-2-1 (calls),4549.77,4604.75,4550.0,4520.0,4580.0,720.0,15.8,10.68,50.8,720.0,180.0,360.0,540.0,WIN,expiration,1215.0,-1160.0,395.0,180.0,360.0,395.0
2021-11-01,2021-11-05,SPX,4,0.60,Inverse Butterfly 1-2-1 (calls),4606.07,4696.4,4605.0,4565.0,4645.0,955.0,17.27,14.18,68.4,955.0,238.75,477.5,716.25,WIN,expiration,950.0,-3270.0,90.0,90.0,90.0,90.0
2021-11-08,2021-11-12,SPX,4,0.60,Inverse Butterfly 1-2-1 (calls),4707.34,4682.96,4705.0,4670.0,4740.0,935.0,16.96,12.28,60.5,-361.0,233.75,467.5,701.25,LOSS,expiration,760.0,-765.0,75.0,75.0,75.0,75.0
2021-11-15,2021-11-19,SPX,4,0.60,Inverse Butterfly 1-2-1 (calls),4696.18,4697.95,4695.0,4660.0,4730.0,870.0,16.89,12.2,60.0,-2335.0,-2335.0,-2335.0,-2335.0,LOSS,expiration,15.0,-2945.0,-180.0,-180.0,-180.0,-180.0
2021-11-22,2021-11-26,SPX,4,0.60,Inverse Butterfly 1-2-1 (calls),4734.65,4596.63,4735.0,4710.0,4760.0,545.0,17.6,9.25,45.8,545.0,136.25,272.5,408.75,WIN,expiration,540.0,-230.0,80.0,136.25,272.5,80.0
2021-11-29,2021-12-03,SPX,4,0.60,Inverse Butterfly 1-2-1 (calls),4641.74,4577.1,4640.0,4580.0,4700.0,1420.0,24.12,20.67,100.4,1420.0,355.0,710.0,1065.0,WIN,expiration,1422.5,-1415.0,-250.0,-250.0,-250.0,-250.0
2021-12-06,2021-12-10,SPX,4,0.60,Inverse Butterfly 1-2-1 (calls),4568.18,4711.65,4570.0,4490.0,4650.0,1780.0,28.86,27.14,129.8,1780.0,445.0,890.0,1335.0,WIN,expiration,2380.0,-790.0,905.0,445.0,890.0,905.0
2021-12-13,2021-12-17,SPX,4,0.60,Inverse Butterfly 1-2-1 (calls),4692.08,4620.26,4690.0,4635.0,4745.0,1355.0,20.42,17.99,88.3,1355.0,338.75,677.5,1016.25,WIN,expiration,1352.5,-1615.0,-170.0,-170.0,-170.0,-170.0
2021-12-20,2021-12-23,SPX,3,0.60,Inverse Butterfly 1-2-1 (calls),4560.88,4725.29,4560.0,4495.0,4625.0,1385.0,25.41,26.08,107.8,1385.0,346.25,692.5,1038.75,WIN,expiration,1715.0,-1700.0,-85.0,-85.0,-85.0,-85.0
2021-12-27,2021-12-31,SPX,4,0.60,Inverse Butterfly 1-2-1 (calls),4750.27,4766.1,4750.0,4710.0,4790.0,990.0,18.84,13.31,66.2,-1400.0,247.5,495.0,-1400.0,LOSS,expiration,565.0,-2895.0,470.0,247.5,470.0,470.0
2022-01-03,2022-01-07,SPX,4,0.60,Inverse Butterfly 1-2-1 (calls),4767.42,4676.51,4765.0,4725.0,4805.0,855.0,18.11,13.77,68.7,855.0,213.75,427.5,641.25,WIN,expiration,852.5,-880.0,325.0,213.75,325.0,325.0
2022-01-10,2022-01-14,SPX,4,0.60,Inverse Butterfly 1-2-1 (calls),4609.14,4661.92,4610.0,4545.0,4675.0,1395.0,22.23,21.92,105.8,87.0,348.75,697.5,1046.25,WIN,expiration,1165.0,-2805.0,120.0,348.75,697.5,120.0
2022-01-24,2022-01-28,SPX,4,0.60,Inverse Butterfly 1-2-1 (calls),4304.2,4431.8,4305.0,4185.0,4425.0,2725.0,35.56,43.88,197.7,2725.0,681.25,1362.5,2043.75,WIN,expiration,2780.0,-4875.0,-90.0,-90.0,-90.0,-90.0
2022-01-31,2022-02-04,SPX,4,0.60,Inverse Butterfly 1-2-1 (calls),4447.78,4499.81,4450.0,4370.0,4530.0,1715.0,27.57,29.35,136.6,-1304.0,428.75,857.5,-1304.0,LOSS,expiration,1070.0,-3210.0,275.0,428.75,275.0,275.0
2022-02-07,2022-02-11,SPX,4,0.60,Inverse Butterfly 1-2-1 (calls),4511.01,4416.86,4510.0,4445.0,4575.0,1485.0,23.07,23.06,108.9,1485.0,371.25,742.5,1113.75,WIN,expiration,1482.5,-2230.0,-305.0,-305.0,-305.0,-305.0
2022-02-14,2022-02-18,SPX,4,0.60,Inverse Butterfly 1-2-1 (calls),4411.18,4348.67,4410.0,4325.0,4495.0,1850.0,29.42,31.26,144.4,-517.0,-517.0,-517.0,-517.0,LOSS,expiration,130.0,-3375.0,-90.0,-90.0,-90.0,-90.0
2022-02-28,2022-03-04,SPX,4,0.60,Inverse Butterfly 1-2-1 (calls),4348.89,4363.49,4350.0,4260.0,4440.0,1865.0,30.52,32.96,150.1,-5786.0,-5786.0,-5786.0,-5786.0,LOSS,expiration,0.0,-5945.0,-415.0,-415.0,-415.0,-415.0
2022-03-07,2022-03-11,SPX,4,0.60,Inverse Butterfly 1-2-1 (calls),4285.31,4203.91,4285.0,4190.0,4380.0,2000.0,33.79,35.9,161.0,609.0,500.0,609.0,609.0,WIN,expiration,535.0,-4755.0,-315.0,-315.0,-315.0,-315.0
2022-03-14,2022-03-18,SPX,4,0.60,Inverse Butterfly 1-2-1 (calls),4216.25,4462.85,4215.0,4125.0,4305.0,1855.0,31.09,34.71,153.2,1855.0,463.75,927.5,1391.25,WIN,expiration,2020.0,-3450.0,-275.0,-275.0,-275.0,-275.0
2022-03-21,2022-03-25,SPX,4,0.60,Inverse Butterfly 1-2-1 (calls),4456.34,4543.05,4455.0,4390.0,4520.0,1530.0,24.46,23.63,110.2,1530.0,382.5,765.0,1147.5,WIN,expiration,1525.0,-1430.0,160.0,382.5,160.0,160.0
2022-03-28,2022-04-01,SPX,4,0.60,Inverse Butterfly 1-2-1 (calls),4552.22,4544.79,4550.0,4495.0,4605.0,1180.0,21.38,19.61,93.4,-3799.0,295.0,-3799.0,-3799.0,LOSS,expiration,520.0,-4830.0,280.0,295.0,280.0,280.0
2022-04-04,2022-04-08,SPX,4,0.60,Inverse Butterfly 1-2-1 (calls),4561.49,4489.24,4560.0,4515.0,4605.0,980.0,19.64,16.29,77.8,980.0,245.0,490.0,735.0,WIN,expiration,977.5,-1800.0,50.0,50.0,50.0,50.0
2022-04-11,2022-04-14,SPX,3,0.60,Inverse Butterfly 1-2-1 (calls),4455.37,4392.44,4455.0,4400.0,4510.0,1250.0,22.88,21.78,88.0,1250.0,312.5,625.0,937.5,WIN,expiration,1240.0,-1975.0,-15.0,-15.0,-15.0,-15.0
2022-04-18,2022-04-22,SPX,4,0.60,Inverse Butterfly 1-2-1 (calls),4390.76,4272.28,4390.0,4330.0,4450.0,1250.0,23.68,22.3,102.5,1250.0,312.5,625.0,937.5,WIN,expiration,1250.0,-2140.0,100.0,100.0,100.0,100.0
2022-04-25,2022-04-29,SPX,4,0.60,Inverse Butterfly 1-2-1 (calls),4214.72,4132.17,4215.0,4130.0,4300.0,1800.0,30.31,33.03,145.7,1583.0,450.0,900.0,1350.0,WIN,expiration,1690.0,-3880.0,-10.0,450.0,-10.0,-10.0
2022-05-02,2022-05-06,SPX,4,0.60,Inverse Butterfly 1-2-1 (calls),4138.51,4146.87,4140.0,4035.0,4245.0,2280.0,34.6,39.8,172.4,-7533.0,570.0,1140.0,-7533.0,LOSS,expiration,1315.0,-9375.0,-200.0,-200.0,-200.0,-200.0
2022-05-09,2022-05-13,SPX,4,0.60,Inverse Butterfly 1-2-1 (calls),4059.05,4023.56,4060.0,3960.0,4160.0,2210.0,33.14,38.49,163.5,-4146.0,552.5,1105.0,1657.5,LOSS,expiration,1672.5,-4905.0,-240.0,-240.0,-240.0,-240.0
2022-05-16,2022-05-20,SPX,4,0.60,Inverse Butterfly 1-2-1 (calls),3993.98,3901.55,3995.0,3905.0,4085.0,1830.0,29.24,35.82,149.8,1830.0,457.5,915.0,1372.5,WIN,expiration,1820.0,-2170.0,-45.0,-45.0,-45.0,-45.0
2022-05-23,2022-05-27,SPX,4,0.60,Inverse Butterfly 1-2-1 (calls),3927.32,4158.34,3925.0,3835.0,4015.0,2050.0,29.94,35.71,146.8,2050.0,512.5,1025.0,1537.5,WIN,expiration,2075.0,-2750.0,-115.0,-115.0,-115.0,-115.0
2022-06-06,2022-06-10,SPX,4,0.60,Inverse Butterfly 1-2-1 (calls),4153.85,3900.16,4155.0,4090.0,4220.0,1440.0,24.99,25.82,112.3,1440.0,360.0,720.0,1080.0,WIN,expiration,1555.0,-1150.0,-95.0,-95.0,-95.0,-95.0
2022-06-13,2022-06-17,SPX,4,0.60,Inverse Butterfly 1-2-1 (calls),3797.9,3673.63,3800.0,3700.0,3900.0,2095.0,32.7,42.95,170.7,2095.0,523.75,1047.5,1571.25,WIN,expiration,2090.0,-2290.0,-335.0,-335.0,-335.0,-335.0
2022-06-27,2022-07-01,SPX,4,0.60,Inverse Butterfly 1-2-1 (calls),3895.43,3825.03,3895.0,3820.0,3970.0,1640.0,28.3,30.5,124.4,1137.0,410.0,820.0,1230.0,WIN,expiration,1592.5,-2510.0,-170.0,-170.0,-170.0,-170.0
2022-07-11,2022-07-15,SPX,4,0.60,Inverse Butterfly 1-2-1 (calls),3858.55,3861.56,3860.0,3790.0,3930.0,1560.0,26.43,27.98,113.0,-5284.0,390.0,780.0,-5284.0,LOSS,expiration,922.5,-6085.0,-195.0,-195.0,-195.0,-195.0
2022-07-18,2022-07-22,SPX,4,0.60,Inverse Butterfly 1-2-1 (calls),3895.79,3962.24,3895.0,3835.0,3955.0,1340.0,24.75,24.72,100.8,1340.0,335.0,670.0,1005.0,WIN,expiration,1505.0,-1620.0,-260.0,-260.0,-260.0,-260.0
2022-07-25,2022-07-29,SPX,4,0.60,Inverse Butterfly 1-2-1 (calls),3966.83,4130.48,3965.0,3895.0,4035.0,1565.0,23.62,28.08,116.6,1565.0,391.25,782.5,1173.75,WIN,expiration,1565.0,-4400.0,-165.0,-165.0,-165.0,-165.0
2022-08-01,2022-08-05,SPX,4,0.60,Inverse Butterfly 1-2-1 (calls),4123.31,4144.66,4125.0,4070.0,4180.0,1285.0,22.58,21.01,90.7,-2249.0,-2249.0,-2249.0,-2249.0,LOSS,expiration,90.0,-3865.0,-50.0,-50.0,-50.0,-50.0
2022-08-08,2022-08-12,SPX,4,0.60,Inverse Butterfly 1-2-1 (calls),4182.22,4279.35,4180.0,4120.0,4240.0,1410.0,21.32,22.73,99.5,1410.0,352.5,705.0,1057.5,WIN,expiration,1395.0,-1370.0,45.0,45.0,45.0,45.0
2022-08-15,2022-08-19,SPX,4,0.60,Inverse Butterfly 1-2-1 (calls),4278.61,4228.37,4280.0,4235.0,4325.0,955.0,20.57,17.57,78.7,955.0,238.75,477.5,716.25,WIN,expiration,950.0,-1170.0,-60.0,-60.0,-60.0,-60.0
2022-08-22,2022-08-26,SPX,4,0.60,Inverse Butterfly 1-2-1 (calls),4168.55,4058.29,4170.0,4110.0,4230.0,1340.0,23.08,22.71,99.1,1340.0,335.0,670.0,1005.0,WIN,expiration,1340.0,-1990.0,-130.0,-130.0,-130.0,-130.0
2022-08-29,2022-09-02,SPX,4,0.60,Inverse Butterfly 1-2-1 (calls),4034.39,3925.29,4035.0,3965.0,4105.0,1540.0,26.62,27.39,115.7,1540.0,385.0,770.0,1155.0,WIN,expiration,1540.0,-2975.0,-260.0,-260.0,-260.0,-260.0
2022-09-12,2022-09-16,SPX,4,0.60,Inverse Butterfly 1-2-1 (calls),4112.16,3872.56,4110.0,4045.0,4175.0,1495.0,23.23,26.05,112.2,1495.0,373.75,747.5,1121.25,WIN,expiration,1505.0,-600.0,442.5,373.75,747.5,1121.25
2022-09-19,2022-09-23,SPX,4,0.60,Inverse Butterfly 1-2-1 (calls),3864.26,3695.23,3865.0,3785.0,3945.0,1620.0,26.98,33.69,136.3,1620.0,405.0,810.0,1215.0,WIN,expiration,1672.5,-2160.0,5.0,5.0,5.0,5.0
2022-09-26,2022-09-30,SPX,4,0.60,Inverse Butterfly 1-2-1 (calls),3699.8,3589.7,3700.0,3615.0,3785.0,1850.0,30.8,35.98,139.4,1850.0,462.5,925.0,1850.0,WIN,expiration,1850.0,-2375.0,-205.0,-205.0,-205.0,-205.0
2022-10-03,2022-10-07,SPX,4,0.60,Inverse Butterfly 1-2-1 (calls),3618.36,3640.38,3620.0,3545.0,3695.0,1555.0,31.32,33.39,126.5,-3907.0,388.75,777.5,1166.25,LOSS,expiration,1275.0,-6375.0,740.0,388.75,777.5,740.0
2022-10-10,2022-10-14,SPX,4,0.60,Inverse Butterfly 1-2-1 (calls),3626.81,3585.73,3625.0,3540.0,3710.0,1770.0,32.77,37.33,141.7,-2803.0,-2803.0,-2803.0,-2803.0,LOSS,expiration,0.0,-4370.0,-100.0,-100.0,-100.0,-100.0
2022-10-17,2022-10-21,SPX,4,0.60,Inverse Butterfly 1-2-1 (calls),3668.62,3752.75,3670.0,3595.0,3745.0,1635.0,31.49,33.61,129.1,1635.0,408.75,817.5,1226.25,WIN,expiration,1470.0,-2820.0,200.0,200.0,200.0,200.0
2022-10-24,2022-10-28,SPX,4,0.60,Inverse Butterfly 1-2-1 (calls),3786.65,3900.55,3785.0,3705.0,3865.0,1825.0,30.34,33.21,131.6,1825.0,456.25,912.5,1368.75,WIN,expiration,1925.0,-2860.0,-80.0,-80.0,-80.0,-80.0
2022-10-31,2022-11-04,SPX,4,0.60,Inverse Butterfly 1-2-1 (calls),3865.36,3770.42,3865.0,3780.0,3950.0,1840.0,26.77,35.2,142.4,1840.0,460.0,920.0,1380.0,WIN,expiration,1842.5,-1920.0,-110.0,-110.0,-110.0,-110.0
2022-11-07,2022-11-11,SPX,4,0.60,Inverse Butterfly 1-2-1 (calls),3768.57,3992.21,3770.0,3685.0,3855.0,1815.0,25.37,35.67,140.7,1815.0,453.75,907.5,1361.25,WIN,expiration,2415.0,-2150.0,-205.0,-205.0,-205.0,-205.0
2022-11-14,2022-11-18,SPX,4,0.60,Inverse Butterfly 1-2-1 (calls),3977.74,3967.12,3980.0,3920.0,4040.0,1370.0,23.27,23.96,99.8,-3342.0,-3342.0,-3342.0,-3342.0,LOSS,expiration,85.0,-3805.0,65.0,65.0,65.0,65.0
2022-11-21,2022-11-25,SPX,4,0.60,Inverse Butterfly 1-2-1 (calls),3956.46,4026.98,3955.0,3910.0,4000.0,1005.0,23.16,17.53,72.6,1005.0,251.25,502.5,753.75,WIN,expiration,1320.0,-1520.0,-380.0,-380.0,-380.0,-380.0
2022-11-28,2022-12-02,SPX,4,0.60,Inverse Butterfly 1-2-1 (calls),4002.86,4071.55,4005.0,3950.0,4060.0,1215.0,22.04,22.02,92.3,1215.0,303.75,607.5,911.25,WIN,expiration,1090.0,-1410.0,0.0,0.0,0.0,0.0
2022-12-05,2022-12-09,SPX,4,0.60,Inverse Butterfly 1-2-1 (calls),4034.46,3934.36,4035.0,3990.0,4080.0,1000.0,20.31,18.51,78.2,1000.0,250.0,500.0,750.0,WIN,expiration,992.5,-1470.0,132.5,250.0,500.0,132.5
2022-12-12,2022-12-16,SPX,4,0.60,Inverse Butterfly 1-2-1 (calls),3946.7,3851.02,3945.0,3855.0,4035.0,1780.0,24.41,36.41,150.4,1780.0,445.0,890.0,1335.0,WIN,expiration,1772.5,-2800.0,735.0,445.0,735.0,735.0
2022-12-19,2022-12-23,SPX,4,0.60,Inverse Butterfly 1-2-1 (calls),3840.6,3844.45,3840.0,3790.0,3890.0,1095.0,22.47,21.62,86.9,-3460.0,-3460.0,-3460.0,-3460.0,LOSS,expiration,245.0,-4375.0,-175.0,-175.0,-175.0,-175.0
2023-01-09,2023-01-13,SPX,4,0.60,Inverse Butterfly 1-2-1 (calls),3930.12,3998.63,3930.0,3860.0,4000.0,1440.0,21.62,28.94,119.1,1303.0,360.0,1303.0,1303.0,WIN,expiration,625.0,-3445.0,-45.0,-45.0,-45.0,-45.0
2023-01-23,2023-01-27,SPX,4,0.60,Inverse Butterfly 1-2-1 (calls),3992.16,4070.02,3990.0,3945.0,4035.0,1040.0,19.86,18.52,77.4,1040.0,260.0,520.0,780.0,WIN,expiration,1045.0,-2000.0,25.0,260.0,25.0,25.0
2023-01-30,2023-02-03,SPX,4,0.60,Inverse Butterfly 1-2-1 (calls),4056.24,4136.52,4055.0,3985.0,4125.0,1445.0,19.65,27.48,116.7,1445.0,361.25,722.5,1083.75,WIN,expiration,1290.0,-2330.0,10.0,10.0,10.0,10.0
2023-02-13,2023-02-17,SPX,4,0.60,Inverse Butterfly 1-2-1 (calls),4113.21,4078.98,4115.0,4045.0,4185.0,1515.0,21.09,26.97,116.1,-1883.0,-1883.0,-1883.0,-1883.0,LOSS,expiration,197.5,-2335.0,-575.0,-575.0,-575.0,-575.0
