trade_date,exp_date,underlying,dte_entry,width_sigma,structure,spot_entry,spot_exit,call_atm,call_lo,call_up,total_credit,vix_entry,iv_atm_pct,expected_move,pnl_usd,pnl_tp25,pnl_tp50,pnl_tp75,result,exit_method,mfe,mae,pnl_exit30,pnl_exit21,pnl_exit14,pnl_exit10,pnl_exit7,pnl_exit5,pnl_exit3
2021-10-15,2021-11-30,SPX,46,0.40,Inverse Butterfly 1-2-1 (calls),4465.65,4568.3,4465.0,4380.0,4550.0,1525.0,15.9,13.13,208.1,1525.0,520.0,880.0,1165.0,WIN,expiration,1535.0,-3220.0,845.0,1180.0,1260.0,1395.0,1360.0,1050.0,1290.0
2021-10-22,2021-12-03,SPX,42,0.40,Inverse Butterfly 1-2-1 (calls),4552.15,4577.1,4550.0,4470.0,4630.0,1590.0,15.06,13.06,201.6,-3700.0,480.0,920.0,1240.0,LOSS,expiration,1285.0,-5745.0,590.0,795.0,1115.0,985.0,505.0,390.0,660.0
2021-10-29,2021-12-10,SPX,42,0.40,Inverse Butterfly 1-2-1 (calls),4585.1,4711.65,4590.0,4510.0,4670.0,1380.0,17.06,12.78,198.8,1380.0,365.0,690.0,1095.0,WIN,expiration,1315.0,-3740.0,570.0,645.0,470.0,360.0,-360.0,-700.0,250.0
2021-11-05,2021-12-17,SPX,42,0.40,Inverse Butterfly 1-2-1 (calls),4713.96,4620.26,4715.0,4640.0,4790.0,1275.0,15.07,11.76,188.0,1275.0,1275.0,1275.0,1275.0,WIN,expiration,1275.0,-3340.0,-355.0,-675.0,-462.5,-990.0,-1210.0,-1555.0,-1285.0
2021-11-12,2021-12-31,SPX,49,0.40,Inverse Butterfly 1-2-1 (calls),4653.64,4766.1,4655.0,4565.0,4745.0,1475.0,17.08,13.42,228.9,1475.0,390.0,890.0,1110.0,WIN,expiration,1665.0,-2210.0,-150.0,-180.0,-570.0,-1120.0,30.0,30.0,975.0
2021-11-19,2021-12-31,SPX,42,0.40,Inverse Butterfly 1-2-1 (calls),4710.65,4766.1,4710.0,4620.0,4800.0,1665.0,17.87,14.13,225.9,-1725.0,565.0,-1725.0,-1725.0,LOSS,expiration,775.0,-3405.0,-315.0,-625.0,-995.0,-782.5,-1400.0,-1400.0,310.0
2021-12-03,2022-01-14,SPX,42,0.40,Inverse Butterfly 1-2-1 (calls),4577.1,4661.92,4575.0,4430.0,4720.0,2485.0,28.99,23.11,358.9,-3323.0,650.0,1290.0,2145.0,LOSS,expiration,2145.0,-9690.0,-175.0,965.0,2145.0,1795.0,-400.0,-3535.0,-2715.0
2021-12-10,2022-01-21,SPX,42,0.40,Inverse Butterfly 1-2-1 (calls),4687.31,4397.87,4685.0,4585.0,4785.0,1690.0,20.18,15.61,248.2,1690.0,475.0,1770.0,1770.0,WIN,expiration,1777.5,-3100.0,-560.0,190.0,-845.0,-1820.0,-2040.0,-1645.0,-1645.0
2021-12-17,2022-01-31,SPX,45,0.40,Inverse Butterfly 1-2-1 (calls),4624.26,4515.44,4625.0,4510.0,4740.0,1795.0,22.2,17.47,283.6,1251.0,465.0,915.0,1440.0,WIN,expiration,1717.5,-2890.0,615.0,-895.0,-1470.0,-1925.0,907.5,-345.0,1717.5
2022-01-07,2022-02-18,SPX,42,0.40,Inverse Butterfly 1-2-1 (calls),4703.29,4348.67,4705.0,4610.0,4800.0,1460.0,19.15,15.03,239.7,1460.0,795.0,795.0,1132.5,WIN,expiration,1467.5,-2970.0,-490.0,1132.5,295.0,785.0,552.5,1285.0,1362.5
2022-01-14,2022-02-28,SPX,45,0.40,Inverse Butterfly 1-2-1 (calls),4659.03,4373.75,4660.0,4555.0,4765.0,1515.0,20.24,16.21,265.1,1515.0,470.0,795.0,1180.0,WIN,expiration,1515.0,-2190.0,-225.0,-1030.0,217.5,1010.0,1365.0,1502.5,1515.0
2022-02-04,2022-03-18,SPX,42,0.40,Inverse Butterfly 1-2-1 (calls),4484.16,4462.85,4485.0,4365.0,4605.0,1800.0,24.54,20.13,306.2,-7985.0,540.0,955.0,1365.0,LOSS,expiration,1365.0,-8960.0,-515.0,-365.0,-1235.0,357.5,-272.5,980.0,1205.0
2022-02-11,2022-03-25,SPX,42,0.40,Inverse Butterfly 1-2-1 (calls),4503.19,4543.05,4500.0,4370.0,4630.0,1950.0,24.25,21.29,325.3,-6745.0,632.5,-6745.0,-6745.0,LOSS,expiration,972.5,-9845.0,-895.0,-1050.0,-520.0,690.0,-2927.5,-3975.0,-4690.0
2022-02-18,2022-04-01,SPX,42,0.40,Inverse Butterfly 1-2-1 (calls),4392.71,4544.79,4390.0,4250.0,4530.0,2140.0,27.85,23.74,353.7,2140.0,720.0,1395.0,1650.0,WIN,expiration,2175.0,-3780.0,-465.0,-1345.0,-1845.0,-1080.0,-790.0,-5.0,1395.0
2022-02-25,2022-04-08,SPX,42,0.40,Inverse Butterfly 1-2-1 (calls),4288.7,4489.24,4290.0,4150.0,4430.0,2715.0,29.85,24.09,350.4,2715.0,700.0,1380.0,2220.0,WIN,expiration,2915.0,-5010.0,410.0,810.0,1440.0,2220.0,1600.0,2430.0,2510.0
2022-03-11,2022-04-22,SPX,42,0.40,Inverse Butterfly 1-2-1 (calls),4274.69,4272.28,4275.0,4130.0,4420.0,2240.0,29.79,24.63,357.2,-11988.0,590.0,1170.0,2055.0,LOSS,expiration,2055.0,-14355.0,740.0,1380.0,915.0,485.0,-1540.0,-1540.0,-485.0
2022-03-18,2022-04-29,SPX,42,0.40,Inverse Butterfly 1-2-1 (calls),4407.41,4132.17,4405.0,4275.0,4535.0,2230.0,25.55,21.73,324.9,2230.0,585.0,1130.0,1890.0,WIN,expiration,2230.0,-4200.0,1200.0,245.0,-1915.0,-1795.0,-2805.0,-305.0,-987.5
2022-04-08,2022-05-20,SPX,42,0.40,Inverse Butterfly 1-2-1 (calls),4476.48,3901.55,4475.0,4355.0,4595.0,1875.0,22.27,19.48,295.7,1875.0,832.5,965.0,1510.0,WIN,expiration,1880.0,-2750.0,-665.0,-830.0,1275.0,1625.0,1837.5,1865.0,1870.0
2022-04-22,2022-06-03,SPX,42,0.40,Inverse Butterfly 1-2-1 (calls),4355.15,4108.23,4360.0,4240.0,4480.0,1615.0,23.9,20.13,297.4,1615.0,475.0,812.5,1290.0,WIN,expiration,1612.5,-4270.0,-780.0,712.5,1447.5,1517.5,882.5,932.5,932.5
2022-05-06,2022-06-17,SPX,42,0.40,Inverse Butterfly 1-2-1 (calls),4146.87,3673.63,4145.0,3945.0,4345.0,4085.0,35.09,35.69,502.0,4085.0,2550.0,2550.0,3105.0,WIN,expiration,4085.0,-6515.0,-1355.0,-2505.0,-3180.0,-4540.0,-832.5,2550.0,3170.0
2022-05-13,2022-06-24,SPX,42,0.40,Inverse Butterfly 1-2-1 (calls),3993.95,3912.21,3990.0,3840.0,4140.0,2340.0,29.71,27.63,374.3,-4881.0,1092.5,1365.0,1950.0,LOSS,expiration,2100.0,-7225.0,-600.0,255.0,-1820.0,-772.5,1315.0,790.0,790.0
2022-05-20,2022-07-01,SPX,42,0.40,Inverse Butterfly 1-2-1 (calls),3933.8,3825.03,3930.0,3790.0,4070.0,2270.0,28.22,25.97,346.6,-1233.0,630.0,1617.5,1787.5,LOSS,expiration,1902.5,-5730.0,720.0,-580.0,215.0,-875.0,-1590.0,-3295.0,-4295.0
2022-06-03,2022-07-15,SPX,42,0.40,Inverse Butterfly 1-2-1 (calls),4134.22,3861.56,4135.0,4010.0,4260.0,1930.0,25.29,22.35,313.4,1930.0,525.0,970.0,1950.0,WIN,expiration,1950.0,-2570.0,685.0,962.5,1322.5,1660.0,1295.0,1617.5,1765.0
2022-06-17,2022-07-29,SPX,42,0.40,Inverse Butterfly 1-2-1 (calls),3698.69,4130.48,3700.0,3565.0,3835.0,2035.0,31.44,27.28,342.3,2035.0,540.0,1165.0,1575.0,WIN,expiration,2070.0,-8260.0,175.0,180.0,-615.0,50.0,1375.0,1105.0,1240.0
2022-07-08,2022-08-19,SPX,42,0.40,Inverse Butterfly 1-2-1 (calls),3874.9,4228.37,3875.0,3755.0,3995.0,1840.0,25.76,23.02,302.6,1840.0,690.0,965.0,1670.0,WIN,expiration,1855.0,-7330.0,-85.0,595.0,990.0,940.0,1780.0,1815.0,1835.0
2022-07-15,2022-08-31,SPX,47,0.40,Inverse Butterfly 1-2-1 (calls),3826.81,3955.12,3825.0,3690.0,3960.0,2190.0,25.31,24.51,336.5,1702.0,700.0,1155.0,1685.0,WIN,expiration,2175.0,-5180.0,1135.0,1630.0,1970.0,1750.0,1720.0,2120.0,1180.0
2022-08-05,2022-09-16,SPX,42,0.40,Inverse Butterfly 1-2-1 (calls),4131.1,3872.56,4130.0,4015.0,4245.0,1990.0,21.7,20.67,289.7,1990.0,570.0,1030.0,1752.5,WIN,expiration,1995.0,-3400.0,525.0,-410.0,-627.5,392.5,-1692.5,-2500.0,-780.0
2022-08-12,2022-09-23,SPX,42,0.40,Inverse Butterfly 1-2-1 (calls),4234.43,3695.23,4230.0,4120.0,4340.0,1835.0,19.84,19.5,280.1,1835.0,487.5,972.5,1410.0,WIN,expiration,1837.5,-3210.0,-320.0,477.5,92.5,517.5,1570.0,1740.0,1762.5
2022-08-19,2022-09-30,SPX,42,0.40,Inverse Butterfly 1-2-1 (calls),4237.6,3589.7,4240.0,4130.0,4350.0,1680.0,20.72,18.95,272.4,1680.0,532.5,905.0,1455.0,WIN,expiration,1682.5,-1820.0,85.0,-25.0,1245.0,1475.0,1667.5,1680.0,1677.5
2022-08-26,2022-10-07,SPX,42,0.40,Inverse Butterfly 1-2-1 (calls),4197.3,3640.38,4200.0,4090.0,4310.0,1670.0,22.06,19.32,275.0,1670.0,430.0,1077.5,1422.5,WIN,expiration,2070.0,-2180.0,340.0,717.5,1555.0,1630.0,1667.5,1672.5,1665.0
2022-09-02,2022-10-14,SPX,42,0.40,Inverse Butterfly 1-2-1 (calls),3983.57,3585.73,3980.0,3860.0,4100.0,1865.0,24.16,22.47,303.6,1865.0,532.5,1005.0,1722.5,WIN,expiration,1867.5,-3150.0,-295.0,-100.0,1022.5,45.0,420.0,1707.5,1815.0
2022-09-09,2022-10-21,SPX,42,0.40,Inverse Butterfly 1-2-1 (calls),4045.35,3752.75,4045.0,3925.0,4165.0,2035.0,22.91,21.6,296.4,2035.0,610.0,1032.5,1530.0,WIN,expiration,2040.0,-7100.0,-315.0,1412.5,935.0,1902.5,1777.5,1965.0,1882.5
2022-09-16,2022-10-31,SPX,45,0.40,Inverse Butterfly 1-2-1 (calls),3840.48,3872.34,3840.0,3700.0,3980.0,2070.0,28.34,25.62,345.4,-8696.0,597.5,-8696.0,-8696.0,LOSS,expiration,597.5,-11425.0,-505.0,-690.0,-1000.0,-995.0,-2690.0,-4145.0,-5932.5
2022-09-23,2022-11-04,SPX,42,0.40,Inverse Butterfly 1-2-1 (calls),3691.77,3770.42,3690.0,3550.0,3830.0,2155.0,29.13,27.71,347.0,-3803.0,-3803.0,-3803.0,-3803.0,LOSS,expiration,160.0,-9185.0,-165.0,-715.0,-1305.0,-665.0,-675.0,75.0,-435.0
2022-09-30,2022-11-11,SPX,42,0.40,Inverse Butterfly 1-2-1 (calls),3643.29,3992.21,3640.0,3500.0,3780.0,2130.0,31.01,28.76,355.4,2130.0,1930.0,1930.0,1930.0,WIN,expiration,2200.0,-6580.0,-285.0,-525.0,-60.0,-310.0,-2025.0,-1510.0,-500.0
2022-10-07,2022-11-18,SPX,42,0.40,Inverse Butterfly 1-2-1 (calls),3667.11,3967.12,3665.0,3520.0,3810.0,2275.0,31.61,29.01,360.8,2275.0,955.0,1355.0,1740.0,WIN,expiration,2290.0,-5060.0,-350.0,-245.0,-1480.0,-930.0,1355.0,1995.0,2260.0
2022-10-14,2022-11-30,SPX,47,0.40,Inverse Butterfly 1-2-1 (calls),3677.16,4078.77,3675.0,3525.0,3825.0,2185.0,31.65,28.35,374.1,2185.0,590.0,1105.0,1665.0,WIN,expiration,2220.0,-9080.0,370.0,-1040.0,1210.0,1575.0,2010.0,2090.0,2150.0
2022-11-04,2022-12-16,SPX,42,0.40,Inverse Butterfly 1-2-1 (calls),3759.4,3851.02,3760.0,3640.0,3880.0,1750.0,24.72,23.96,305.5,-1148.0,470.0,1015.0,1510.0,LOSS,expiration,1605.0,-7300.0,490.0,770.0,1205.0,220.0,-90.0,-230.0,1510.0
2022-11-18,2022-12-30,SPX,42,0.40,Inverse Butterfly 1-2-1 (calls),3962.7,3839.85,3965.0,3850.0,4080.0,1735.0,23.6,21.28,286.1,1735.0,552.5,870.0,1367.5,WIN,expiration,1730.0,-6130.0,-365.0,-685.0,-1690.0,-647.5,42.5,-25.0,-25.0
2022-12-02,2023-01-13,SPX,42,0.40,Inverse Butterfly 1-2-1 (calls),4033.69,3998.63,4030.0,3920.0,4140.0,1705.0,19.88,20.09,274.9,-6158.0,510.0,-6158.0,-6158.0,LOSS,expiration,515.0,-6020.0,-210.0,155.0,-272.5,-62.5,470.0,-1375.0,-840.0
2022-12-09,2023-01-23,SPX,45,0.40,Inverse Butterfly 1-2-1 (calls),3957.58,4019.52,3960.0,3845.0,4075.0,1590.0,22.86,21.11,293.3,-3958.0,-3958.0,-3958.0,-3958.0,LOSS,expiration,230.0,-11880.0,-800.0,-1020.0,-1660.0,-2945.0,-3235.0,-3595.0,-4547.5
2022-12-16,2023-01-30,SPX,45,0.40,Inverse Butterfly 1-2-1 (calls),3876.13,4018.13,3875.0,3760.0,3990.0,1710.0,22.41,21.17,288.2,1710.0,905.0,905.0,1490.0,WIN,expiration,1700.0,-5340.0,-645.0,-700.0,-350.0,-2530.0,-1200.0,-1920.0,1490.0
2022-12-23,2023-02-06,SPX,45,0.40,Inverse Butterfly 1-2-1 (calls),3799.89,4111.2,3800.0,3685.0,3915.0,1560.0,22.49,21.24,283.4,1560.0,410.0,795.0,1415.0,WIN,expiration,1615.0,-5870.0,-70.0,410.0,-0.0,950.0,1160.0,1140.0,1615.0
2022-12-30,2023-02-10,SPX,42,0.40,Inverse Butterfly 1-2-1 (calls),3818.57,4090.49,3820.0,3710.0,3930.0,1515.0,22.03,20.92,271.0,1515.0,415.0,820.0,1140.0,WIN,expiration,1540.0,-4690.0,50.0,-215.0,685.0,330.0,1415.0,1420.0,1425.0
2023-01-06,2023-02-17,SPX,42,0.40,Inverse Butterfly 1-2-1 (calls),3821.08,4078.98,3820.0,3705.0,3935.0,2085.0,21.85,21.93,284.3,2085.0,545.0,1075.0,1800.0,WIN,expiration,2275.0,-8230.0,740.0,1080.0,1805.0,1540.0,1395.0,1715.0,2005.0
2023-01-13,2023-02-28,SPX,46,0.40,Inverse Butterfly 1-2-1 (calls),3961.6,3969.28,3960.0,3855.0,4065.0,1190.0,18.7,18.33,257.7,-8382.0,365.0,-8382.0,-8382.0,LOSS,expiration,420.0,-13445.0,-170.0,-130.0,190.0,-570.0,-1610.0,-2195.0,-3697.5
2023-01-20,2023-03-03,SPX,42,0.40,Inverse Butterfly 1-2-1 (calls),3910.21,4045.32,3910.0,3810.0,4010.0,1700.0,20.23,19.14,253.8,1700.0,465.0,850.0,1340.0,WIN,expiration,1740.0,-6680.0,695.0,695.0,790.0,175.0,-1325.0,-425.0,-1185.0
2023-02-03,2023-03-17,SPX,42,0.40,Inverse Butterfly 1-2-1 (calls),4149.73,3916.47,4150.0,4060.0,4240.0,1575.0,18.46,15.78,222.2,1575.0,445.0,810.0,1240.0,WIN,expiration,1575.0,-4140.0,-165.0,340.0,137.5,-560.0,1240.0,1412.5,1475.0
2023-02-10,2023-03-24,SPX,42,0.40,Inverse Butterfly 1-2-1 (calls),4073.56,3971.35,4075.0,3970.0,4180.0,1535.0,21.31,19.43,268.5,1400.0,477.5,1157.5,1157.5,WIN,expiration,1450.0,-6650.0,-540.0,-920.0,-480.0,-742.5,-1587.5,-1200.0,-2447.5
2023-02-17,2023-03-31,SPX,42,0.40,Inverse Butterfly 1-2-1 (calls),4054.66,4108.9,4055.0,3955.0,4155.0,1465.0,21.02,18.35,252.3,-3145.0,-3145.0,-3145.0,-3145.0,LOSS,expiration,0.0,-6865.0,-630.0,-595.0,-1410.0,-1840.0,-1762.5,-2897.5,-2000.0
2023-02-24,2023-04-14,SPX,49,0.40,Inverse Butterfly 1-2-1 (calls),3951.24,4137.47,3950.0,3825.0,4075.0,2070.0,22.76,21.3,308.4,2070.0,640.0,1205.0,1610.0,WIN,expiration,2070.0,-7110.0,-535.0,-855.0,-350.0,450.0,-475.0,-475.0,725.0
2023-03-10,2023-04-21,SPX,42,0.40,Inverse Butterfly 1-2-1 (calls),3894.8,4133.56,3895.0,3785.0,4005.0,1615.0,23.36,20.44,270.1,1615.0,425.0,1045.0,1215.0,WIN,expiration,1660.0,-5450.0,200.0,420.0,460.0,925.0,1430.0,1520.0,1575.0
2023-03-17,2023-04-28,SPX,42,0.40,Inverse Butterfly 1-2-1 (calls),3942.35,4169.77,3940.0,3825.0,4055.0,1680.0,24.02,21.08,281.9,1680.0,430.0,850.0,1370.0,WIN,expiration,1865.0,-6020.0,-130.0,55.0,865.0,1185.0,1370.0,1245.0,1035.0
2023-03-24,2023-05-05,SPX,42,0.40,Inverse Butterfly 1-2-1 (calls),3931.04,4135.77,3930.0,3810.0,4050.0,1790.0,24.09,22.8,304.1,1790.0,520.0,935.0,1395.0,WIN,expiration,2210.0,-3050.0,515.0,770.0,715.0,570.0,1205.0,1525.0,1310.0
2023-03-31,2023-05-12,SPX,42,0.40,Inverse Butterfly 1-2-1 (calls),4070.21,4123.85,4070.0,3970.0,4170.0,1605.0,18.88,18.39,253.9,-3010.0,-3010.0,-3010.0,-3010.0,LOSS,expiration,275.0,-6805.0,-10.0,-105.0,-385.0,-355.0,-1910.0,-1325.0,-1790.0
