Opened,pp_Closed,pp_Premium,pp_PnL,pp_Fees,cc_Closed,cc_Premium,cc_PnL,cc_Fees,combined_premium,combined_pnl_final,combined_fees,Closed,trade_id
2022-01-07,2022-01-27,1955,496.92,5.08,2022-01-27,580,-565.54,2.54,2535,-68.61999999999995,7.62,2022-01-27,33
2022-01-14,2022-02-03,1815,1829.92,5.08,2022-02-03,565,-550.54,2.54,2380,1279.38,7.62,2022-02-03,34
2022-01-21,2022-02-10,2035,1044.92,5.08,2022-02-10,605,202.46,2.54,2640,1247.38,7.62,2022-02-10,35
2022-01-28,2022-02-17,1905,2316.92,5.08,2022-02-17,525,-403.54,2.54,2430,1913.38,7.62,2022-02-17,36
2022-02-04,2022-02-24,2260,1693.92,5.08,2022-02-24,705,-678.54,2.54,2965,1015.3800000000001,7.62,2022-02-24,37
2022-02-11,2022-03-03,2350,2229.92,5.08,2022-03-03,755,-682.54,2.54,3105,1547.38,7.62,2022-03-03,38
2022-02-18,2022-03-10,2810,1166.92,5.08,2022-03-10,1025,-935.54,2.54,3835,231.3800000000001,7.62,2022-03-10,39
2022-02-25,2022-03-17,2235,1334.92,5.08,2022-03-17,850,-492.54,2.54,3085,842.3800000000001,7.62,2022-03-17,40
2022-03-04,2022-03-24,2595,-1830.08,5.08,2022-03-24,940,1497.46,2.54,3535,-332.6199999999999,7.62,2022-03-24,41
2022-03-11,2022-03-31,2630,-2533.08,5.08,2022-03-31,700,547.46,2.54,3330,-1985.62,7.62,2022-03-31,42
2022-03-18,2022-04-07,1890,401.92,5.08,2022-04-07,560,-347.54,2.54,2450,54.379999999999995,7.62,2022-04-07,43
2022-03-25,2022-04-14,2235,-630.08,5.08,2022-04-14,670,-668.54,2.54,2905,-1298.62,7.62,2022-04-14,44
2022-04-01,2022-04-21,2440,533.92,5.08,2022-04-21,710,-705.54,2.54,3150,-171.62,7.62,2022-04-21,45
2022-04-08,2022-04-28,2595,1796.92,5.08,2022-04-28,945,-925.54,2.54,3540,871.3800000000001,7.62,2022-04-28,46
2022-04-22,2022-05-12,2035,1541.92,5.08,2022-05-12,635,-625.54,2.54,2670,916.3800000000001,7.62,2022-05-12,47
2022-05-06,2022-05-26,2150,996.92,5.08,2022-05-26,655,-615.54,2.54,2805,381.38,7.62,2022-05-26,48
2022-05-13,2022-06-02,2445,-908.08,5.08,2022-06-02,980,887.46,2.54,3425,-20.620000000000005,7.62,2022-06-02,49
2022-05-20,2022-06-09,2685,-661.08,5.08,2022-06-09,990,1687.46,2.54,3675,1026.38,7.62,2022-06-09,50
2022-05-27,2022-06-16,2255,-1523.08,5.08,2022-06-16,995,-988.54,2.54,3250,-2511.62,7.62,2022-06-16,51
2022-06-03,2022-06-23,2515,581.92,5.08,2022-06-23,845,-838.54,2.54,3360,-256.62,7.62,2022-06-23,52
2022-06-10,2022-06-30,2335,314.92,5.08,2022-06-30,670,-645.54,2.54,3005,-330.61999999999995,7.62,2022-06-30,53
2022-06-17,2022-07-07,2710,-1893.08,5.08,2022-07-07,875,2447.46,2.54,3585,554.3800000000001,7.62,2022-07-07,54
2022-06-24,2022-07-14,2375,19.92,5.08,2022-07-14,750,-735.54,2.54,3125,-715.62,7.62,2022-07-14,55
2022-07-01,2022-07-21,2860,-1493.08,5.08,2022-07-21,965,1787.46,2.54,3825,294.3800000000001,7.62,2022-07-21,56
2022-07-08,2022-07-28,2145,-1243.08,5.08,2022-07-28,700,1622.46,2.54,2845,379.3800000000001,7.62,2022-07-28,57
2022-07-15,2022-08-04,2215,-2123.08,5.08,2022-08-04,735,582.46,2.54,2950,-1540.62,7.62,2022-08-04,58
2022-07-22,2022-08-11,2080,-1798.08,5.08,2022-08-11,710,1027.46,2.54,2790,-770.6199999999999,7.62,2022-08-11,59
2022-07-29,2022-08-18,2415,-1568.08,5.08,2022-08-18,990,1852.46,2.54,3405,284.3800000000001,7.62,2022-08-18,60
2022-08-05,2022-08-25,2130,264.92,5.08,2022-08-25,690,42.46,2.54,2820,307.38,7.62,2022-08-25,61
2022-08-12,2022-09-01,1660,-776.08,5.08,2022-09-01,540,-540.54,2.54,2200,-1316.62,7.62,2022-09-01,62
2022-08-19,2022-09-08,2490,501.92,5.08,2022-09-08,880,-870.54,2.54,3370,-368.61999999999995,7.62,2022-09-08,63
2022-08-26,2022-09-15,2590,856.92,5.08,2022-09-15,1010,-970.54,2.54,3600,-113.62,7.62,2022-09-15,64
2022-09-02,2022-09-22,2155,833.92,5.08,2022-09-22,685,-660.54,2.54,2840,173.38,7.62,2022-09-22,65
2022-09-09,2022-09-29,2060,-1526.08,5.08,2022-09-29,655,-653.54,2.54,2715,-2179.62,7.62,2022-09-29,66
2022-09-16,2022-10-06,2345,1391.92,5.08,2022-10-06,870,-795.54,2.54,3215,596.3800000000001,7.62,2022-10-06,67
2022-09-23,2022-10-13,2180,2249.92,5.08,2022-10-13,800,-340.54,2.54,2980,1909.38,7.62,2022-10-13,68
2022-10-07,2022-10-27,2725,-1133.08,5.08,2022-10-27,995,2657.46,2.54,3720,1524.38,7.62,2022-10-27,69
2022-10-14,2022-11-03,2935,-928.08,5.08,2022-11-03,1145,1007.46,2.54,4080,79.38,7.62,2022-11-03,70
2022-10-21,2022-11-10,1980,-1108.08,5.08,2022-11-10,700,1527.46,2.54,2680,419.3800000000001,7.62,2022-11-10,71
2022-10-28,2022-11-17,1540,866.92,5.08,2022-11-17,345,-270.54,2.54,1885,596.3799999999999,7.62,2022-11-17,72
2022-11-04,2022-11-25,2175,-1911.08,5.08,2022-11-25,800,1217.46,2.54,2975,-693.6199999999999,7.62,2022-11-25,73
2022-11-11,2022-12-01,2215,-778.08,5.08,2022-12-01,840,-107.54,2.54,3055,-885.62,7.62,2022-12-01,74
2022-11-18,2022-12-08,3805,1689.92,5.08,2022-12-08,1520,-795.54,2.54,5325,894.3800000000001,7.62,2022-12-08,75
2022-11-25,2022-12-15,1715,361.92,5.08,2022-12-15,705,-675.54,2.54,2420,-313.61999999999995,7.62,2022-12-15,76
2022-12-02,2022-12-22,1415,-425.08,5.08,2022-12-22,445,-440.54,2.54,1860,-865.62,7.62,2022-12-22,77
2022-12-09,2022-12-29,2070,-226.08,5.08,2022-12-29,745,-728.54,2.54,2815,-954.62,7.62,2022-12-29,78
2022-12-16,2023-01-05,3100,604.92,5.08,2023-01-05,1065,-865.54,2.54,4165,-260.62,7.62,2023-01-05,79
2022-12-23,2023-01-12,1470,-608.08,5.08,2023-01-12,480,999.46,2.54,1950,391.38,7.62,2023-01-12,80
2022-12-30,2023-01-19,1845,-216.08,5.08,2023-01-19,640,-145.54,2.54,2485,-361.62,7.62,2023-01-19,81
2023-01-06,2023-01-26,2760,-1323.08,5.08,2023-01-26,1000,2112.46,2.54,3760,789.3800000000001,7.62,2023-01-26,82
2023-01-13,2023-02-02,1380,-451.08,5.08,2023-02-02,480,1297.46,2.54,1860,846.3800000000001,7.62,2023-02-02,83
2023-01-20,2023-02-09,2075,151.92,5.08,2023-02-09,685,2387.46,2.54,2760,2539.38,7.62,2023-02-09,84
2023-01-27,2023-02-16,1230,1381.92,5.08,2023-02-16,475,-285.54,2.54,1705,1096.38,7.62,2023-02-16,85
2023-02-03,2023-02-23,1570,101.92,5.08,2023-02-23,520,-518.54,2.54,2090,-416.61999999999995,7.62,2023-02-23,86
2023-02-10,2023-03-02,2170,-271.08,5.08,2023-03-02,735,-728.54,2.54,2905,-999.6199999999999,7.62,2023-03-02,87
2023-02-17,2023-03-09,2230,1161.92,5.08,2023-03-09,790,-750.54,2.54,3020,411.3800000000001,7.62,2023-03-09,88
2023-02-24,2023-03-16,2615,1851.92,5.08,2023-03-16,875,-583.54,2.54,3490,1268.38,7.62,2023-03-16,89
2023-03-03,2023-03-23,1350,1528.92,5.08,2023-03-23,460,-433.54,2.54,1810,1095.38,7.62,2023-03-23,90
2023-03-10,2023-03-30,1375,-913.08,5.08,2023-03-30,510,1617.46,2.54,1885,704.38,7.62,2023-03-30,91
2023-03-17,2023-04-06,2585,-2038.08,5.08,2023-04-06,1020,2622.46,2.54,3605,584.3800000000001,7.62,2023-04-06,92
2023-03-24,2023-04-13,2015,-1355.08,5.08,2023-04-13,730,1372.46,2.54,2745,17.38000000000011,7.62,2023-04-13,93
2023-03-31,2023-04-20,1965,516.92,5.08,2023-04-20,615,-515.54,2.54,2580,1.3799999999999955,7.62,2023-04-20,94
2023-04-14,2023-05-04,1850,753.92,5.08,2023-05-04,595,-563.54,2.54,2445,190.38,7.62,2023-05-04,95
2023-04-21,2023-05-11,1500,606.92,5.08,2023-05-11,455,-398.54,2.54,1955,208.37999999999994,7.62,2023-05-11,96
2023-04-28,2023-05-18,1615,451.92,5.08,2023-05-18,520,-140.54,2.54,2135,311.38,7.62,2023-05-18,97
2023-05-05,2023-05-25,1770,991.92,5.08,2023-05-25,560,-115.54,2.54,2330,876.38,7.62,2023-05-25,98
2023-05-12,2023-06-01,1915,-838.08,5.08,2023-06-01,640,802.46,2.54,2555,-35.620000000000005,7.62,2023-06-01,99
2023-05-19,2023-06-08,2190,-1126.08,5.08,2023-06-08,670,1034.46,2.54,2860,-91.61999999999989,7.62,2023-06-08,100
2023-05-26,2023-06-15,1310,-863.08,5.08,2023-06-15,360,417.46,2.54,1670,-445.62000000000006,7.62,2023-06-15,101
2023-06-02,2023-06-22,1590,-705.08,5.08,2023-06-22,485,767.46,2.54,2075,62.379999999999995,7.62,2023-06-22,102
2023-06-09,2023-06-29,1260,-443.08,5.08,2023-06-29,385,714.46,2.54,1645,271.38000000000005,7.62,2023-06-29,103
2023-06-16,2023-07-06,1745,401.92,5.08,2023-07-06,635,-495.54,2.54,2380,-93.62,7.62,2023-07-06,104
2023-06-23,2023-07-13,1570,-906.08,5.08,2023-07-13,495,747.46,2.54,2065,-158.62,7.62,2023-07-13,105
2023-06-30,2023-07-20,1850,-281.08,5.08,2023-07-20,590,929.46,2.54,2440,648.3800000000001,7.62,2023-07-20,106
2023-07-07,2023-07-27,1590,-463.08,5.08,2023-07-27,500,1287.46,2.54,2090,824.3800000000001,7.62,2023-07-27,107
2023-07-14,2023-08-03,1465,984.92,5.08,2023-08-03,460,-270.54,2.54,1925,714.3799999999999,7.62,2023-08-03,108
2023-07-21,2023-08-10,1415,823.92,5.08,2023-08-10,450,-430.54,2.54,1865,393.37999999999994,7.62,2023-08-10,109
2023-07-28,2023-08-17,1725,-838.08,5.08,2023-08-17,720,-718.54,2.54,2445,-1556.62,7.62,2023-08-17,110
2023-08-04,2023-08-24,1770,-471.08,5.08,2023-08-24,620,-605.54,2.54,2390,-1076.62,7.62,2023-08-24,111
2023-08-11,2023-08-31,1395,-86.08,5.08,2023-08-31,435,-92.54,2.54,1830,-178.62,7.62,2023-08-31,112
2023-08-18,2023-09-07,1950,-530.08,5.08,2023-09-07,660,79.46,2.54,2610,-450.62000000000006,7.62,2023-09-07,113
2023-08-25,2023-09-14,2105,-1088.08,5.08,2023-09-14,660,442.46,2.54,2765,-645.6199999999999,7.62,2023-09-14,114
2023-09-01,2023-09-21,1560,61.92,5.08,2023-09-21,510,-505.54,2.54,2070,-443.62,7.62,2023-09-21,115
2023-09-08,2023-09-28,1615,388.92,5.08,2023-09-28,555,-548.54,2.54,2170,-159.61999999999995,7.62,2023-09-28,116
2023-09-15,2023-10-05,1645,-236.08,5.08,2023-10-05,590,-588.54,2.54,2235,-824.62,7.62,2023-10-05,117
2023-09-22,2023-10-12,1715,1059.92,5.08,2023-10-12,665,-405.54,2.54,2380,654.3800000000001,7.62,2023-10-12,118
2023-09-29,2023-10-19,1775,1861.92,5.08,2023-10-19,665,-468.54,2.54,2440,1393.38,7.62,2023-10-19,119
2023-10-06,2023-10-26,2105,756.92,5.08,2023-10-26,780,-773.54,2.54,2885,-16.620000000000005,7.62,2023-10-26,120
2023-10-13,2023-11-02,1720,346.92,5.08,2023-11-02,530,-480.54,2.54,2250,-133.62,7.62,2023-11-02,121
2023-10-20,2023-11-09,2095,-1108.08,5.08,2023-11-09,705,487.46,2.54,2800,-620.6199999999999,7.62,2023-11-09,122
2023-10-27,2023-11-16,1620,-1176.08,5.08,2023-11-16,605,-182.54,2.54,2225,-1358.62,7.62,2023-11-16,123
2023-11-03,2023-11-24,1715,-1351.08,5.08,2023-11-24,590,92.46,2.54,2305,-1258.62,7.62,2023-11-24,124
2023-11-10,2023-11-30,1710,-1018.08,5.08,2023-11-30,580,1197.46,2.54,2290,179.38,7.62,2023-11-30,125
2023-11-17,2023-12-07,1930,-96.08,5.08,2023-12-07,710,817.46,2.54,2640,721.38,7.62,2023-12-07,126
2023-11-24,2023-12-14,1415,-693.08,5.08,2023-12-14,480,857.46,2.54,1895,164.38,7.62,2023-12-14,127
2023-12-01,2023-12-21,1255,-490.08,5.08,2023-12-21,435,1502.46,2.54,1690,1012.3800000000001,7.62,2023-12-21,128
2023-12-08,2023-12-28,1560,-926.08,5.08,2023-12-28,510,792.46,2.54,2070,-133.62,7.62,2023-12-28,129
2023-12-15,2024-01-04,1755,411.92,5.08,2024-01-04,680,-490.54,2.54,2435,-78.62,7.62,2024-01-04,130
2023-12-22,2024-01-11,1465,316.92,5.08,2024-01-11,480,-385.54,2.54,1945,-68.62,7.62,2024-01-11,131
2023-12-29,2024-01-18,1670,556.92,5.08,2024-01-18,655,-498.54,2.54,2325,58.37999999999994,7.62,2024-01-18,132
2024-01-05,2024-01-25,2120,-1381.08,5.08,2024-01-25,725,1082.46,2.54,2845,-298.6199999999999,7.62,2024-01-25,133
2024-01-12,2024-02-01,1390,-306.08,5.08,2024-02-01,480,1282.46,2.54,1870,976.3800000000001,7.62,2024-02-01,134
2024-01-19,2024-02-08,1565,-1011.08,5.08,2024-02-08,540,1382.46,2.54,2105,371.38,7.62,2024-02-08,135
2024-01-26,2024-02-15,1285,-423.08,5.08,2024-02-15,470,1522.46,2.54,1755,1099.38,7.62,2024-02-15,136
2024-02-02,2024-02-22,1620,-546.08,5.08,2024-02-22,555,1422.46,2.54,2175,876.38,7.62,2024-02-22,137
2024-02-09,2024-02-29,1850,-238.08,5.08,2024-02-29,715,469.46,2.54,2565,231.37999999999997,7.62,2024-02-29,138
2024-02-16,2024-03-07,1660,-478.08,5.08,2024-03-07,620,1727.46,2.54,2280,1249.38,7.62,2024-03-07,139
2024-02-23,2024-03-14,1890,854.92,5.08,2024-03-14,855,47.46,2.54,2745,902.38,7.62,2024-03-14,140
2024-03-01,2024-03-21,1235,-263.08,5.08,2024-03-21,465,694.46,2.54,1700,431.38000000000005,7.62,2024-03-21,141
2024-03-08,2024-03-28,1865,-973.08,5.08,2024-03-28,720,1264.46,2.54,2585,291.38,7.62,2024-03-28,142
2024-03-15,2024-04-04,1900,1046.92,5.08,2024-04-04,750,4.46,2.54,2650,1051.38,7.62,2024-04-04,143
2024-03-22,2024-04-11,1780,963.92,5.08,2024-04-11,680,-585.54,2.54,2460,378.38,7.62,2024-04-11,144
2024-04-05,2024-04-25,2325,193.92,5.08,2024-04-25,905,-890.54,2.54,3230,-696.62,7.62,2024-04-25,145
2024-04-12,2024-05-02,1745,1.92,5.08,2024-05-02,625,-610.54,2.54,2370,-608.62,7.62,2024-05-02,146
2024-04-19,2024-05-09,2105,-1768.08,5.08,2024-05-09,770,732.46,2.54,2875,-1035.62,7.62,2024-05-09,147
2024-04-26,2024-05-16,1930,-1273.08,5.08,2024-05-16,730,1072.46,2.54,2660,-200.6199999999999,7.62,2024-05-16,148
2024-05-03,2024-05-23,1400,-618.08,5.08,2024-05-23,550,952.46,2.54,1950,334.38,7.62,2024-05-23,149
2024-05-10,2024-05-30,1740,1014.92,5.08,2024-05-30,805,-467.54,2.54,2545,547.3799999999999,7.62,2024-05-30,150
2024-05-17,2024-06-06,2320,421.92,5.08,2024-06-06,915,332.46,2.54,3235,754.38,7.62,2024-06-06,151
2024-05-24,2024-06-13,1245,-431.08,5.08,2024-06-13,420,1427.46,2.54,1665,996.3800000000001,7.62,2024-06-13,152
2024-05-31,2024-06-20,1745,-906.08,5.08,2024-06-20,610,692.46,2.54,2355,-213.62,7.62,2024-06-20,153
2024-06-07,2024-06-27,1475,-588.08,5.08,2024-06-27,570,1252.46,2.54,2045,664.38,7.62,2024-06-27,154
2024-06-14,2024-07-05,2075,-1326.08,5.08,2024-07-05,830,1867.46,2.54,2905,541.3800000000001,7.62,2024-07-05,155
2024-06-21,2024-07-11,1775,-518.08,5.08,2024-07-11,655,1232.46,2.54,2430,714.38,7.62,2024-07-11,156
2024-06-28,2024-07-18,1810,564.92,5.08,2024-07-18,705,992.46,2.54,2515,1557.38,7.62,2024-07-18,157
2024-07-05,2024-07-25,2575,1339.92,5.08,2024-07-25,795,-720.54,2.54,3370,619.3800000000001,7.62,2024-07-25,158
2024-07-19,2024-08-08,2045,2171.92,5.08,2024-08-08,685,-648.54,2.54,2730,1523.38,7.62,2024-08-08,159
2024-07-26,2024-08-15,1940,204.92,5.08,2024-08-15,690,-35.54,2.54,2630,169.38,7.62,2024-08-15,160
2024-08-02,2024-08-22,2735,-1610.08,5.08,2024-08-22,860,1902.46,2.54,3595,292.3800000000001,7.62,2024-08-22,161
2024-08-09,2024-08-29,2005,-1288.08,5.08,2024-08-29,765,1367.46,2.54,2770,79.38000000000011,7.62,2024-08-29,162
2024-08-16,2024-09-05,2065,1444.92,5.08,2024-09-05,645,-565.54,2.54,2710,879.3800000000001,7.62,2024-09-05,163
2024-08-23,2024-09-12,2395,1299.92,5.08,2024-09-12,775,-637.54,2.54,3170,662.3800000000001,7.62,2024-09-12,164
2024-08-30,2024-09-19,1755,286.92,5.08,2024-09-19,515,832.46,2.54,2270,1119.38,7.62,2024-09-19,165
2024-09-06,2024-09-26,2360,-1691.08,5.08,2024-09-26,840,702.46,2.54,3200,-988.6199999999999,7.62,2024-09-26,166
2024-09-13,2024-10-03,2505,1741.92,5.08,2024-10-03,805,439.46,2.54,3310,2181.38,7.62,2024-10-03,167
2024-09-20,2024-10-10,1970,909.92,5.08,2024-10-10,635,-140.54,2.54,2605,769.38,7.62,2024-10-10,168
2024-09-27,2024-10-17,2120,-406.08,5.08,2024-10-17,810,659.46,2.54,2930,253.38000000000005,7.62,2024-10-17,169
2024-10-04,2024-10-24,2650,499.92,5.08,2024-10-24,940,97.46,2.54,3590,597.38,7.62,2024-10-24,170
2024-10-11,2024-10-31,4945,1036.92,5.08,2024-10-31,2060,-1737.54,2.54,7005,-700.6199999999999,7.62,2024-10-31,171
2024-10-18,2024-11-07,1975,-266.08,5.08,2024-11-07,560,349.46,2.54,2535,83.38,7.62,2024-11-07,172
2024-10-25,2024-11-14,2260,-953.08,5.08,2024-11-14,685,497.46,2.54,2945,-455.62000000000006,7.62,2024-11-14,173
2024-11-01,2024-11-21,1535,-573.08,5.08,2024-11-21,500,1707.46,2.54,2035,1134.38,7.62,2024-11-21,174
2024-11-08,2024-11-29,2360,138.92,5.08,2024-11-29,905,-753.54,2.54,3265,-614.62,7.62,2024-11-29,175
2024-11-15,2024-12-05,2190,-1595.08,5.08,2024-12-05,800,912.46,2.54,2990,-682.6199999999999,7.62,2024-12-05,176
2024-11-22,2024-12-12,2555,-903.08,5.08,2024-12-12,940,354.46,2.54,3495,-548.6200000000001,7.62,2024-12-12,177
2024-11-29,2024-12-19,1310,1604.92,5.08,2024-12-19,545,-543.54,2.54,1855,1061.38,7.62,2024-12-19,178
2024-12-06,2024-12-26,2160,-446.08,5.08,2024-12-26,805,-735.54,2.54,2965,-1181.62,7.62,2024-12-26,179
2024-12-13,2025-01-02,2565,191.92,5.08,2025-01-02,940,-928.54,2.54,3505,-736.62,7.62,2025-01-02,180
2024-12-20,2025-01-10,2595,-591.08,5.08,2025-01-10,1015,-985.54,2.54,3610,-1576.62,7.62,2025-01-10,181
2024-12-27,2025-01-16,1840,883.92,5.08,2025-01-16,655,-550.54,2.54,2495,333.38,7.62,2025-01-16,182
2025-01-03,2025-01-23,2755,-1456.08,5.08,2025-01-23,990,2167.46,2.54,3745,711.3800000000001,7.62,2025-01-23,183
2025-01-10,2025-01-30,2425,-1336.08,5.08,2025-01-30,970,2432.46,2.54,3395,1096.38,7.62,2025-01-30,184
2025-01-17,2025-02-06,1900,474.92,5.08,2025-02-06,675,-195.54,2.54,2575,279.38,7.62,2025-02-06,185
2025-01-24,2025-02-13,1580,1126.92,5.08,2025-02-13,555,-490.54,2.54,2135,636.3800000000001,7.62,2025-02-13,186
2025-01-31,2025-02-20,2385,-65.08,5.08,2025-02-20,805,-255.54,2.54,3190,-320.62,7.62,2025-02-20,187
2025-02-07,2025-02-27,2150,2286.92,5.08,2025-02-27,840,-795.54,2.54,2990,1491.38,7.62,2025-02-27,188
2025-02-14,2025-03-06,2175,-695.08,5.08,2025-03-06,785,-780.54,2.54,2960,-1475.62,7.62,2025-03-06,189
2025-02-21,2025-03-13,2390,-1883.08,5.08,2025-03-13,885,-880.54,2.54,3275,-2763.62,7.62,2025-03-13,190
2025-02-28,2025-03-20,2135,1104.92,5.08,2025-03-20,745,-743.54,2.54,2880,361.3800000000001,7.62,2025-03-20,191
2025-03-07,2025-03-27,2780,1084.92,5.08,2025-03-27,960,-925.54,2.54,3740,159.3800000000001,7.62,2025-03-27,192
2025-03-14,2025-04-03,2670,3056.92,5.08,2025-04-03,860,-833.54,2.54,3530,2223.38,7.62,2025-04-03,193
2025-03-21,2025-04-10,1780,3474.92,5.08,2025-04-10,595,-535.54,2.54,2375,2939.38,7.62,2025-04-10,194
2025-03-28,2025-04-17,2770,4838.92,5.08,2025-04-17,860,-848.54,2.54,3630,3990.38,7.62,2025-04-17,195
2025-04-04,2025-04-24,2820,-866.08,5.08,2025-04-24,1185,3627.46,2.54,4005,2761.38,7.62,2025-04-24,196
2025-04-11,2025-05-01,3020,-1395.08,5.08,2025-05-01,1105,1797.46,2.54,4125,402.3800000000001,7.62,2025-05-01,197
2025-04-25,2025-05-15,2820,-2395.08,5.08,2025-05-15,675,392.46,2.54,3495,-2002.62,7.62,2025-05-15,198
2025-05-02,2025-05-22,2710,-940.08,5.08,2025-05-22,935,2342.46,2.54,3645,1402.38,7.62,2025-05-22,199
2025-05-09,2025-05-29,3115,-2166.08,5.08,2025-05-29,1190,2437.46,2.54,4305,271.3800000000001,7.62,2025-05-29,200
2025-05-16,2025-06-05,2495,1129.92,5.08,2025-06-05,830,-618.54,2.54,3325,511.3800000000001,7.62,2025-06-05,201
2025-05-23,2025-06-12,2660,-1211.08,5.08,2025-06-12,835,2382.46,2.54,3495,1171.38,7.62,2025-06-12,202
2025-06-06,2025-06-26,2240,-1033.08,5.08,2025-06-26,750,759.46,2.54,2990,-273.6199999999999,7.62,2025-06-26,203
2025-06-13,2025-07-03,2895,-2228.08,5.08,2025-07-03,1130,472.46,2.54,4025,-1755.62,7.62,2025-07-03,204
2025-06-20,2025-07-10,3000,-2240.08,5.08,2025-07-10,1080,337.46,2.54,4080,-1902.62,7.62,2025-07-10,205
2025-07-11,2025-07-31,2355,226.92,5.08,2025-07-31,830,-5.54,2.54,3185,221.38,7.62,2025-07-31,206
2025-07-18,2025-08-07,2545,1121.92,5.08,2025-08-07,960,-525.54,2.54,3505,596.3800000000001,7.62,2025-08-07,207
2025-07-25,2025-08-14,2490,-140.08,5.08,2025-08-14,1165,-175.54,2.54,3655,-315.62,7.62,2025-08-14,208
