trade_date,exp_date,underlying,dte_entry,total_credit,pnl_usd,vix_entry,result,exit_method,in_range
2021-05-14,2021-05-20,SPX,7,840.0,124.38,18.81,WIN,expiration,True
2021-05-21,2021-05-27,SPX,7,1075.0,-437.62,20.15,LOSS,expiration,False
2021-05-28,2021-06-03,SPX,7,765.0,-13.62,16.76,LOSS,expiration,False
2021-06-04,2021-06-10,SPX,7,825.0,-188.62,16.42,LOSS,expiration,False
2021-06-11,2021-06-17,SPX,7,610.0,172.38,15.65,WIN,expiration,True
2021-06-18,2021-06-24,SPX,7,835.0,-358.62,20.7,LOSS,expiration,False
2021-06-25,2021-07-01,SPX,7,735.0,-127.62,15.62,LOSS,expiration,False
2021-07-02,2021-07-08,SPX,7,740.0,356.38,15.07,WIN,expiration,True
2021-07-09,2021-07-15,SPX,7,640.0,196.38,16.18,WIN,expiration,True
2021-07-16,2021-07-22,SPX,7,830.0,-103.62,18.45,LOSS,expiration,False
2021-07-23,2021-07-29,SPX,7,720.0,98.38,17.2,WIN,expiration,True
2021-07-30,2021-08-05,SPX,7,840.0,-152.62,18.24,LOSS,expiration,False
2021-08-06,2021-08-12,SPX,7,795.0,-162.62,16.15,LOSS,expiration,False
2021-08-13,2021-08-19,SPX,7,695.0,392.38,15.45,WIN,expiration,True
2021-08-20,2021-08-26,SPX,7,990.0,264.38,18.56,WIN,expiration,True
2021-08-27,2021-09-02,SPX,7,840.0,81.38,16.39,WIN,expiration,True
2021-09-03,2021-09-09,SPX,7,845.0,31.38,16.41,WIN,expiration,True
2021-09-10,2021-09-16,SPX,7,870.0,-170.62,20.95,LOSS,expiration,False
2021-09-17,2021-09-23,SPX,7,930.0,81.38,20.81,WIN,expiration,True
2021-09-24,2021-09-30,SPX,7,835.0,161.38,17.75,WIN,expiration,True
2021-10-01,2021-10-07,SPX,7,1270.0,11.38,21.15,WIN,expiration,True
2021-10-08,2021-10-14,SPX,7,1000.0,9.38,18.77,WIN,expiration,True
2021-10-15,2021-10-21,SPX,7,775.0,-230.62,16.3,LOSS,expiration,False
2021-10-22,2021-10-28,SPX,7,870.0,139.38,15.43,WIN,expiration,True
2021-10-29,2021-11-04,SPX,7,880.0,-175.62,16.26,LOSS,expiration,False
