trade_date,exp_date,underlying,dte_entry,width_sigma,structure,spot_entry,spot_exit,call_atm,call_lo,call_up,total_credit,vix_entry,iv_atm_pct,expected_move,pnl_usd,pnl_tp25,pnl_tp50,pnl_tp75,result,exit_method,mfe,mae,pnl_exit30,pnl_exit21,pnl_exit14,pnl_exit10,pnl_exit7,pnl_exit5,pnl_exit3
2022-09-16,2022-10-31,SPX,45,0.50,Inverse Butterfly 1-2-1 (calls),3840.48,3872.34,3840.0,3665.0,4015.0,3265.0,28.34,25.62,345.4,-11001.0,892.5,-11001.0,-11001.0,LOSS,expiration,892.5,-13875.0,-695.0,-945.0,-1452.5,-1455.0,-3925.0,-5812.5,-8030.0
2022-09-30,2022-11-11,SPX,42,0.50,Inverse Butterfly 1-2-1 (calls),3643.29,3992.21,3640.0,3460.0,3820.0,3385.0,31.01,28.76,355.4,3385.0,2895.0,2895.0,2895.0,WIN,expiration,3815.0,-7420.0,-630.0,-1015.0,-280.0,-700.0,-2695.0,-2490.0,-945.0
2022-10-07,2022-11-18,SPX,42,0.50,Inverse Butterfly 1-2-1 (calls),3667.11,3967.12,3665.0,3485.0,3845.0,3495.0,31.61,29.01,360.8,3495.0,1270.0,1955.0,2855.0,WIN,expiration,3495.0,-6100.0,-475.0,-200.0,-1875.0,-1390.0,1955.0,2960.0,3385.0
2022-10-14,2022-11-30,SPX,47,0.50,Inverse Butterfly 1-2-1 (calls),3677.16,4078.77,3675.0,3490.0,3860.0,3495.0,31.65,28.35,374.1,3495.0,1185.0,1900.0,2835.0,WIN,expiration,3490.0,-7790.0,550.0,-1330.0,1900.0,2350.0,3210.0,3350.0,3410.0
2022-11-04,2022-12-16,SPX,42,0.50,Inverse Butterfly 1-2-1 (calls),3759.4,3851.02,3760.0,3605.0,3915.0,2900.0,24.72,23.96,305.5,-3498.0,785.0,1650.0,2500.0,LOSS,expiration,2500.0,-8585.0,790.0,1235.0,1685.0,430.0,-40.0,-325.0,2500.0
2022-11-18,2022-12-30,SPX,42,0.50,Inverse Butterfly 1-2-1 (calls),3962.7,3839.85,3965.0,3820.0,4110.0,2770.0,23.6,21.28,286.1,785.0,852.5,1395.0,2477.5,WIN,expiration,2605.0,-6430.0,-565.0,-1100.0,-2535.0,-1060.0,-135.0,-365.0,-365.0
2022-12-23,2023-02-06,SPX,45,0.50,Inverse Butterfly 1-2-1 (calls),3799.89,4111.2,3800.0,3660.0,3940.0,2190.0,22.49,21.24,283.4,2190.0,665.0,1220.0,1935.0,WIN,expiration,2255.0,-6160.0,-220.0,385.0,235.0,1220.0,1165.0,1490.0,2245.0
2023-01-06,2023-02-17,SPX,42,0.50,Inverse Butterfly 1-2-1 (calls),3821.08,4078.98,3820.0,3680.0,3960.0,2655.0,21.85,21.93,284.3,2655.0,715.0,1360.0,2105.0,WIN,expiration,2845.0,-8390.0,715.0,1175.0,2210.0,1810.0,1685.0,2040.0,2540.0
2023-01-13,2023-02-28,SPX,46,0.50,Inverse Butterfly 1-2-1 (calls),3961.6,3969.28,3960.0,3830.0,4090.0,2095.0,18.7,18.33,257.7,-9977.0,540.0,-9977.0,-9977.0,LOSS,expiration,890.0,-15285.0,-215.0,45.0,555.0,-660.0,-2100.0,-3080.0,-5120.0
2023-02-03,2023-03-17,SPX,42,0.50,Inverse Butterfly 1-2-1 (calls),4149.73,3916.47,4150.0,4040.0,4260.0,2290.0,18.46,15.78,222.2,2290.0,667.5,1390.0,1730.0,WIN,expiration,2290.0,-4090.0,-275.0,667.5,-147.5,-795.0,1730.0,2007.5,2092.5
2023-02-10,2023-03-24,SPX,42,0.50,Inverse Butterfly 1-2-1 (calls),4073.56,3971.35,4075.0,3940.0,4210.0,2545.0,21.31,19.43,268.5,-590.0,1190.0,1385.0,-590.0,LOSS,expiration,1385.0,-7420.0,-835.0,-1515.0,-687.5,-1090.0,-2330.0,-1725.0,-3472.5
2023-02-17,2023-03-31,SPX,42,0.50,Inverse Butterfly 1-2-1 (calls),4054.66,4108.9,4055.0,3930.0,4180.0,2275.0,21.02,18.35,252.3,-4835.0,-4835.0,-4835.0,-4835.0,LOSS,expiration,0.0,-8585.0,-920.0,-845.0,-2025.0,-2635.0,-2432.5,-3945.0,-2880.0
2023-03-03,2023-04-14,SPX,42,0.50,Inverse Butterfly 1-2-1 (calls),4009.72,4137.47,4010.0,3890.0,4130.0,2235.0,19.21,17.45,237.3,2235.0,790.0,1220.0,2095.0,WIN,expiration,2240.0,-5180.0,-360.0,-1015.0,-1090.0,-280.0,-1850.0,-1850.0,-910.0
2023-03-10,2023-04-21,SPX,42,0.50,Inverse Butterfly 1-2-1 (calls),3894.8,4133.56,3895.0,3760.0,4030.0,2410.0,23.36,20.44,270.1,2410.0,1305.0,1305.0,1835.0,WIN,expiration,2425.0,-5620.0,260.0,575.0,665.0,1340.0,2085.0,2240.0,2325.0
2023-03-17,2023-04-28,SPX,42,0.50,Inverse Butterfly 1-2-1 (calls),3942.35,4169.77,3940.0,3800.0,4080.0,2635.0,24.02,21.08,281.9,2635.0,765.0,1320.0,2055.0,WIN,expiration,2675.0,-6310.0,-80.0,160.0,1365.0,1855.0,1925.0,1860.0,1490.0
2023-03-24,2023-05-05,SPX,42,0.50,Inverse Butterfly 1-2-1 (calls),3931.04,4135.77,3930.0,3780.0,4080.0,2795.0,24.09,22.8,304.1,2795.0,735.0,1450.0,2110.0,WIN,expiration,2910.0,-2700.0,765.0,1205.0,1040.0,820.0,1350.0,2175.0,1915.0
2023-04-14,2023-05-31,SPX,47,0.50,Inverse Butterfly 1-2-1 (calls),4160.54,4181.76,4160.0,4040.0,4280.0,2565.0,17.55,16.12,240.7,-7259.0,-7259.0,-7259.0,-7259.0,LOSS,expiration,0.0,-8975.0,-750.0,-2245.0,-3195.0,-2425.0,-3420.0,-4092.5,-3242.5
2023-04-21,2023-06-02,SPX,42,0.50,Inverse Butterfly 1-2-1 (calls),4121.67,4281.67,4120.0,4010.0,4230.0,2190.0,17.35,16.01,223.9,2190.0,745.0,1725.0,1725.0,WIN,expiration,2195.0,-4220.0,-225.0,-1075.0,-40.0,-755.0,-1355.0,-445.0,-445.0
2023-05-05,2023-06-16,SPX,42,0.50,Inverse Butterfly 1-2-1 (calls),4111.5,4409.77,4110.0,3990.0,4230.0,2380.0,17.97,17.42,243.0,2380.0,735.0,1245.0,1960.0,WIN,expiration,2750.0,-3700.0,-605.0,-180.0,340.0,1080.0,1960.0,1930.0,2255.0
2023-06-02,2023-07-14,SPX,42,0.50,Inverse Butterfly 1-2-1 (calls),4246.63,4506.04,4250.0,4160.0,4340.0,1845.0,15.13,12.32,177.5,1845.0,485.0,990.0,1505.0,WIN,expiration,1930.0,-4730.0,900.0,565.0,1370.0,1580.0,1385.0,1390.0,1585.0
2023-06-09,2023-07-21,SPX,42,0.50,Inverse Butterfly 1-2-1 (calls),4312.0,4536.68,4310.0,4225.0,4395.0,1830.0,13.56,11.83,173.0,1830.0,470.0,950.0,1595.0,WIN,expiration,1930.0,-5200.0,365.0,990.0,660.0,685.0,1695.0,1820.0,1815.0
2023-06-16,2023-07-31,SPX,45,0.50,Inverse Butterfly 1-2-1 (calls),4429.61,4589.48,4430.0,4340.0,4520.0,1725.0,14.39,11.55,179.6,1725.0,455.0,930.0,1365.0,WIN,expiration,1745.0,-3910.0,-635.0,-1055.0,-145.0,255.0,470.0,1015.0,1580.0
2023-06-30,2023-08-11,SPX,42,0.50,Inverse Butterfly 1-2-1 (calls),4438.96,4464.31,4440.0,4360.0,4520.0,1630.0,13.47,10.91,164.3,-3939.0,415.0,855.0,1575.0,LOSS,expiration,1575.0,-6775.0,245.0,515.0,925.0,1125.0,45.0,-390.0,-825.0
2023-07-07,2023-08-18,SPX,42,0.50,Inverse Butterfly 1-2-1 (calls),4415.42,4370.6,4415.0,4320.0,4510.0,1855.0,14.98,12.95,194.0,-3205.0,465.0,955.0,-3205.0,LOSS,expiration,1365.0,-4890.0,955.0,1050.0,285.0,-260.0,-770.0,-1365.0,-1665.0
2023-07-14,2023-08-25,SPX,42,0.50,Inverse Butterfly 1-2-1 (calls),4523.78,4405.32,4525.0,4440.0,4610.0,1680.0,13.69,11.08,170.0,1680.0,590.0,952.5,1267.5,WIN,expiration,1677.5,-4070.0,20.0,-595.0,-815.0,-1002.5,595.0,470.0,372.5
2023-08-04,2023-09-15,SPX,42,0.50,Inverse Butterfly 1-2-1 (calls),4514.98,4450.35,4515.0,4425.0,4605.0,1700.0,15.27,11.87,181.7,-835.0,-835.0,-835.0,-835.0,LOSS,expiration,190.0,-5885.0,-490.0,-260.0,-1400.0,-1945.0,-1985.0,-2500.0,-2847.5
