trade_date,exp_date,underlying,dte_entry,total_credit,pnl_usd,vix_entry,result,exit_method,in_range
2021-05-14,2021-06-03,SPX,21,2300.0,-253.62,18.81,LOSS,expiration,False
2021-05-21,2021-06-10,SPX,21,2680.0,-860.62,20.15,LOSS,expiration,False
2021-05-28,2021-06-17,SPX,21,2005.0,191.38,16.76,WIN,expiration,True
2021-06-11,2021-07-01,SPX,21,1735.0,9.38,15.65,WIN,expiration,True
2021-06-18,2021-07-08,SPX,21,2635.0,1839.38,20.7,WIN,expiration,True
2021-06-25,2021-07-15,SPX,21,2045.0,921.38,15.62,WIN,expiration,True
2021-07-02,2021-07-22,SPX,21,2280.0,301.38,15.07,WIN,expiration,True
2021-07-09,2021-07-29,SPX,21,1950.0,64.38,16.18,WIN,expiration,True
2021-07-16,2021-08-05,SPX,21,1965.0,47.38,18.45,WIN,expiration,True
2021-07-23,2021-08-12,SPX,21,2195.0,-930.62,17.2,LOSS,expiration,False
2021-07-30,2021-08-19,SPX,21,2650.0,1097.38,18.24,WIN,expiration,True
2021-08-06,2021-08-26,SPX,21,2415.0,544.38,16.15,WIN,expiration,True
2021-08-13,2021-09-02,SPX,21,1990.0,178.38,15.45,WIN,expiration,True
2021-08-20,2021-09-09,SPX,21,2495.0,422.38,18.56,WIN,expiration,True
2021-08-27,2021-09-16,SPX,21,2610.0,-378.62,16.39,LOSS,expiration,False
2021-09-03,2021-09-23,SPX,21,2210.0,-205.62,16.41,LOSS,expiration,False
2021-09-10,2021-09-30,SPX,21,2195.0,420.38,20.95,WIN,expiration,True
2021-09-17,2021-10-07,SPX,21,2410.0,249.38,20.81,WIN,expiration,True
2021-09-24,2021-10-14,SPX,21,2250.0,-176.62,17.75,LOSS,expiration,False
2021-10-01,2021-10-21,SPX,21,2575.0,-1360.62,21.15,LOSS,expiration,False
2021-10-08,2021-10-28,SPX,21,2820.0,-1312.62,18.77,LOSS,expiration,False
2021-10-15,2021-11-04,SPX,21,2260.0,-1470.62,16.3,LOSS,expiration,False
2021-10-22,2021-11-11,SPX,21,2300.0,761.38,15.43,WIN,expiration,True
2021-10-29,2021-11-18,SPX,21,1780.0,342.38,16.26,WIN,expiration,True
2021-11-05,2021-11-26,SPX,21,2335.0,1994.38,16.48,WIN,expiration,True
2021-11-12,2021-12-02,SPX,21,2765.0,2044.38,16.29,WIN,expiration,True
2021-11-19,2021-12-09,SPX,21,3225.0,609.38,17.91,WIN,expiration,True
2021-11-26,2021-12-16,SPX,21,2170.0,274.38,28.62,WIN,expiration,True
2021-12-03,2021-12-23,SPX,21,3475.0,-1405.62,30.67,LOSS,expiration,False
2021-12-10,2021-12-30,SPX,21,2915.0,-720.62,18.69,LOSS,expiration,False
2021-12-17,2022-01-06,SPX,21,2945.0,259.38,21.57,WIN,expiration,True
2021-12-31,2022-01-20,SPX,21,2775.0,-735.62,17.22,LOSS,expiration,False
2022-01-07,2022-01-27,SPX,21,2535.0,-68.62,18.76,LOSS,expiration,False
2022-01-14,2022-02-03,SPX,21,2380.0,1279.38,19.19,WIN,expiration,True
2022-01-21,2022-02-10,SPX,21,2640.0,1247.38,28.85,WIN,expiration,True
2022-01-28,2022-02-17,SPX,21,2430.0,1913.38,27.66,WIN,expiration,True
2022-02-04,2022-02-24,SPX,21,2965.0,1015.38,23.22,WIN,expiration,True
2022-02-11,2022-03-03,SPX,21,3105.0,1547.38,27.36,WIN,expiration,True
2022-02-18,2022-03-10,SPX,21,3835.0,231.38,27.75,WIN,expiration,True
2022-02-25,2022-03-17,SPX,21,3085.0,842.38,27.59,WIN,expiration,True
2022-03-04,2022-03-24,SPX,21,3535.0,-332.62,31.98,LOSS,expiration,False
2022-03-11,2022-03-31,SPX,21,3330.0,-1985.62,30.75,LOSS,expiration,False
2022-03-18,2022-04-07,SPX,21,2450.0,54.38,23.87,WIN,expiration,True
2022-03-25,2022-04-14,SPX,21,2905.0,-1298.62,20.81,LOSS,expiration,False
2022-04-01,2022-04-21,SPX,21,3150.0,-171.62,19.63,LOSS,expiration,False
2022-04-08,2022-04-28,SPX,21,3540.0,871.38,21.16,WIN,expiration,True
2022-04-22,2022-05-12,SPX,21,2670.0,916.38,28.21,WIN,expiration,True
2022-05-06,2022-05-26,SPX,21,2805.0,381.38,30.19,WIN,expiration,True
2022-05-13,2022-06-02,SPX,21,3425.0,-20.62,28.87,LOSS,expiration,False
2022-05-20,2022-06-09,SPX,21,3675.0,1026.38,29.43,WIN,expiration,True
2022-05-27,2022-06-16,SPX,21,3250.0,-2511.62,25.72,LOSS,expiration,False
2022-06-03,2022-06-23,SPX,21,3360.0,-256.62,24.79,LOSS,expiration,False
2022-06-10,2022-06-30,SPX,21,3005.0,-330.62,27.75,LOSS,expiration,False
2022-06-17,2022-07-07,SPX,21,3585.0,554.38,31.13,WIN,expiration,True
2022-06-24,2022-07-14,SPX,21,3125.0,-715.62,27.23,LOSS,expiration,False
2022-07-01,2022-07-21,SPX,21,3825.0,294.38,26.7,WIN,expiration,True
2022-07-08,2022-07-28,SPX,21,2845.0,379.38,24.64,WIN,expiration,True
2022-07-15,2022-08-04,SPX,21,2950.0,-1540.62,24.23,LOSS,expiration,False
2022-07-22,2022-08-11,SPX,21,2790.0,-770.62,23.03,LOSS,expiration,False
2022-07-29,2022-08-18,SPX,21,3405.0,284.38,21.33,WIN,expiration,True
2022-08-05,2022-08-25,SPX,21,2820.0,307.38,21.15,WIN,expiration,True
2022-08-12,2022-09-01,SPX,21,2200.0,-1316.62,19.53,LOSS,expiration,False
2022-08-19,2022-09-08,SPX,21,3370.0,-368.62,20.6,LOSS,expiration,False
2022-08-26,2022-09-15,SPX,21,3600.0,-113.62,25.56,LOSS,expiration,False
2022-09-02,2022-09-22,SPX,21,2840.0,173.38,25.47,WIN,expiration,True
2022-09-09,2022-09-29,SPX,21,2715.0,-2179.62,22.79,LOSS,expiration,False
2022-09-16,2022-10-06,SPX,21,3215.0,596.38,26.3,WIN,expiration,True
2022-09-23,2022-10-13,SPX,21,2980.0,1909.38,29.92,WIN,expiration,True
2022-10-07,2022-10-27,SPX,21,3720.0,1524.38,31.36,WIN,expiration,True
2022-10-14,2022-11-03,SPX,21,4080.0,79.38,32.02,WIN,expiration,True
2022-10-21,2022-11-10,SPX,21,2680.0,419.38,29.69,WIN,expiration,True
2022-10-28,2022-11-17,SPX,21,1885.0,596.38,25.75,WIN,expiration,True
2022-11-04,2022-11-25,SPX,21,2975.0,-693.62,24.55,LOSS,expiration,False
2022-11-11,2022-12-01,SPX,21,3055.0,-885.62,22.52,LOSS,expiration,False
2022-11-18,2022-12-08,SPX,21,5325.0,894.38,23.12,WIN,expiration,True
2022-11-25,2022-12-15,SPX,21,2420.0,-313.62,20.5,LOSS,expiration,False
2022-12-02,2022-12-22,SPX,21,1860.0,-865.62,19.06,LOSS,expiration,False
2022-12-09,2022-12-29,SPX,21,2815.0,-954.62,22.83,LOSS,expiration,False
2022-12-16,2023-01-05,SPX,21,4165.0,-260.62,22.62,LOSS,expiration,False
2022-12-23,2023-01-12,SPX,21,1950.0,391.38,20.87,WIN,expiration,True
2022-12-30,2023-01-19,SPX,21,2485.0,-361.62,21.67,LOSS,expiration,False
2023-01-06,2023-01-26,SPX,21,3760.0,789.38,21.13,WIN,expiration,True
2023-01-13,2023-02-02,SPX,21,1860.0,846.38,18.35,WIN,expiration,True
2023-01-20,2023-02-09,SPX,21,2760.0,2539.38,19.85,WIN,expiration,True
2023-01-27,2023-02-16,SPX,21,1705.0,1096.38,18.51,WIN,expiration,True
2023-02-03,2023-02-23,SPX,21,2090.0,-416.62,18.33,LOSS,expiration,False
2023-02-10,2023-03-02,SPX,21,2905.0,-999.62,20.53,LOSS,expiration,False
2023-02-17,2023-03-09,SPX,21,3020.0,411.38,20.02,WIN,expiration,True
2023-02-24,2023-03-16,SPX,21,3490.0,1268.38,21.67,WIN,expiration,True
2023-03-03,2023-03-23,SPX,21,1810.0,1095.38,18.49,WIN,expiration,True
2023-03-10,2023-03-30,SPX,21,1885.0,704.38,24.8,WIN,expiration,True
2023-03-17,2023-04-06,SPX,21,3605.0,584.38,25.51,WIN,expiration,True
2023-03-24,2023-04-13,SPX,21,2745.0,17.38,21.74,WIN,expiration,True
2023-03-31,2023-04-20,SPX,21,2580.0,1.38,18.7,WIN,expiration,True
2023-04-14,2023-05-04,SPX,21,2445.0,190.38,17.07,WIN,expiration,True
2023-04-21,2023-05-11,SPX,21,1955.0,208.38,16.77,WIN,expiration,True
2023-04-28,2023-05-18,SPX,21,2135.0,311.38,15.78,WIN,expiration,True
