trade_date,exp_date,underlying,dte_entry,width_sigma,structure,spot_entry,spot_exit,call_atm,call_lo,call_up,total_credit,vix_entry,iv_atm_pct,expected_move,pnl_usd,pnl_tp25,pnl_tp50,pnl_tp75,result,exit_method,mfe,mae
2023-08-08,2023-08-09,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4476.29,4467.91,4475.0,4470.0,4480.0,25.0,17.5,16.25,38.1,25.0,10.0,15.0,20.0,WIN,expiration,20.0,-280.0
2023-08-09,2023-08-10,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4494.33,4469.05,4495.0,4490.0,4500.0,30.0,15.75,18.65,43.9,30.0,10.0,65.0,65.0,WIN,expiration,65.0,-120.0
2023-08-10,2023-08-11,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4522.75,4464.31,4525.0,4520.0,4530.0,10.0,14.66,15.83,37.5,10.0,2.5,7.5,7.5,WIN,expiration,17.5,-90.0
2023-08-11,2023-08-14,SPX,3,0.15,Inverse Butterfly 1-2-1 (calls),4451.3,4489.99,4450.0,4440.0,4460.0,80.0,16.15,12.49,50.4,80.0,35.0,70.0,70.0,WIN,expiration,70.0,-1270.0
2023-08-14,2023-08-15,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4461.51,4438.12,4460.0,4455.0,4465.0,20.0,15.83,16.84,39.3,20.0,5.0,15.0,15.0,WIN,expiration,20.0,-290.0
2023-08-15,2023-08-16,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4462.37,4404.24,4460.0,4455.0,4465.0,15.0,15.79,17.77,41.5,15.0,5.0,10.0,15.0,WIN,expiration,15.0,-130.0
2023-08-16,2023-08-17,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4443.32,4369.74,4445.0,4440.0,4450.0,10.0,16.11,17.38,40.4,10.0,5.0,15.0,15.0,WIN,expiration,15.0,-120.0
2023-08-17,2023-08-18,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4410.94,4370.6,4410.0,4405.0,4415.0,10.0,16.85,17.78,41.1,10.0,5.0,7.5,15.0,WIN,expiration,15.0,-100.0
2023-08-18,2023-08-21,SPX,3,0.15,Inverse Butterfly 1-2-1 (calls),4348.8,4400.13,4350.0,4345.0,4355.0,20.0,18.58,12.58,49.6,20.0,10.0,10.0,20.0,WIN,expiration,20.0,-1480.0
2023-08-21,2023-08-22,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4394.08,4387.87,4395.0,4390.0,4400.0,20.0,17.35,16.17,37.2,20.0,17.5,17.5,17.5,WIN,expiration,17.5,-410.0
2023-08-22,2023-08-23,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4403.2,4436.54,4405.0,4400.0,4410.0,20.0,17.32,17.26,39.8,20.0,50.0,50.0,50.0,WIN,expiration,180.0,-1680.0
2023-08-23,2023-08-24,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4410.36,4375.99,4410.0,4405.0,4415.0,10.0,16.46,18.02,41.6,10.0,5.0,5.0,20.0,WIN,expiration,20.0,-610.0
2023-08-24,2023-08-25,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4455.51,4405.32,4455.0,4450.0,4460.0,10.0,15.67,19.65,45.8,10.0,5.0,7.5,12.5,WIN,expiration,12.5,-110.0
2023-08-25,2023-08-28,SPX,3,0.15,Inverse Butterfly 1-2-1 (calls),4396.18,4433.2,4395.0,4385.0,4405.0,80.0,16.64,14.39,57.3,80.0,65.0,65.0,65.0,WIN,expiration,230.0,-1450.0
2023-08-28,2023-08-29,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4431.88,4497.68,4430.0,4425.0,4435.0,15.0,15.63,16.02,37.2,15.0,160.0,160.0,160.0,WIN,expiration,280.0,-1200.0
2023-08-29,2023-08-30,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4444.55,4515.14,4445.0,4440.0,4450.0,30.0,14.86,14.17,33.0,30.0,30.0,30.0,30.0,WIN,expiration,40.0,-1070.0
2023-08-30,2023-08-31,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4517.56,4508.28,4520.0,4515.0,4525.0,25.0,14.17,15.75,37.2,25.0,10.0,20.0,20.0,WIN,expiration,20.0,-200.0
2023-08-31,2023-09-01,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4528.54,4514.95,4530.0,4525.0,4535.0,20.0,13.74,15.42,36.6,20.0,7.5,10.0,22.5,WIN,expiration,22.5,-140.0
2023-09-01,2023-09-05,SPX,4,0.15,Inverse Butterfly 1-2-1 (calls),4527.51,4496.68,4530.0,4525.0,4535.0,35.0,13.27,7.07,33.5,35.0,15.0,22.5,30.0,WIN,expiration,35.0,-200.0
2023-09-05,2023-09-06,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4499.36,4465.46,4500.0,4495.0,4505.0,30.0,14.3,13.67,32.2,30.0,20.0,20.0,22.5,WIN,expiration,35.0,-160.0
2023-09-06,2023-09-07,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4482.92,4451.54,4485.0,4480.0,4490.0,35.0,14.23,13.55,31.8,35.0,10.0,27.5,27.5,WIN,expiration,40.0,-100.0
2023-09-07,2023-09-08,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4437.58,4457.99,4440.0,4435.0,4445.0,30.0,15.49,15.02,34.9,30.0,15.0,15.0,25.0,WIN,expiration,30.0,-1290.0
2023-09-08,2023-09-11,SPX,3,0.15,Inverse Butterfly 1-2-1 (calls),4460.79,4488.1,4460.0,4455.0,4465.0,30.0,14.03,8.96,36.2,30.0,180.0,180.0,180.0,WIN,expiration,180.0,-350.0
2023-09-11,2023-09-12,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4472.63,4461.94,4475.0,4470.0,4480.0,20.0,14.29,12.66,29.6,20.0,25.0,25.0,25.0,WIN,expiration,25.0,-290.0
2023-09-12,2023-09-13,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4479.07,4467.35,4480.0,4475.0,4485.0,25.0,13.97,15.48,36.3,25.0,25.0,25.0,25.0,WIN,expiration,25.0,-105.0
2023-09-13,2023-09-14,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4472.2,4505.29,4470.0,4465.0,4475.0,25.0,13.72,14.15,33.1,25.0,100.0,100.0,100.0,WIN,expiration,100.0,-1170.0
2023-09-14,2023-09-15,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4490.14,4450.35,4490.0,4485.0,4495.0,30.0,13.17,12.79,30.1,30.0,10.0,15.0,140.0,WIN,expiration,140.0,-390.0
2023-09-15,2023-09-18,SPX,3,0.15,Inverse Butterfly 1-2-1 (calls),4481.34,4453.58,4480.0,4475.0,4485.0,30.0,13.15,8.87,36.0,30.0,7.5,17.5,25.0,WIN,expiration,30.0,-160.0
2023-09-18,2023-09-19,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4446.89,4443.69,4445.0,4440.0,4450.0,35.0,14.58,13.03,30.3,-334.0,20.0,20.0,-334.0,LOSS,expiration,20.0,-485.0
2023-09-19,2023-09-20,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4438.91,4401.93,4440.0,4435.0,4445.0,30.0,14.29,16.73,38.9,30.0,10.0,65.0,65.0,WIN,expiration,65.0,-1130.0
2023-09-20,2023-09-21,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4458.04,4329.41,4460.0,4455.0,4465.0,20.0,13.93,18.08,42.2,20.0,5.0,15.0,20.0,WIN,expiration,20.0,-170.0
2023-09-21,2023-09-22,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4356.62,4319.25,4355.0,4350.0,4360.0,30.0,16.64,17.4,39.7,30.0,10.0,35.0,35.0,WIN,expiration,35.0,-150.0
2023-09-22,2023-09-25,SPX,3,0.15,Inverse Butterfly 1-2-1 (calls),4340.84,4337.31,4340.0,4335.0,4345.0,20.0,16.79,11.58,45.6,-211.0,-211.0,-211.0,-211.0,LOSS,expiration,5.0,-320.0
2023-09-25,2023-09-26,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4322.56,4273.67,4325.0,4320.0,4330.0,30.0,17.56,17.18,38.9,30.0,10.0,30.0,30.0,WIN,expiration,30.0,-310.0
2023-09-26,2023-09-27,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4301.72,4274.72,4300.0,4295.0,4305.0,15.0,17.87,19.05,42.9,15.0,22.5,22.5,22.5,WIN,expiration,22.5,-140.0
2023-09-27,2023-09-28,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4284.51,4299.26,4285.0,4280.0,4290.0,15.0,18.55,20.64,46.3,15.0,5.0,15.0,15.0,WIN,expiration,15.0,-550.0
2023-09-28,2023-09-29,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4282.47,4289.13,4280.0,4270.0,4290.0,55.0,18.33,24.7,55.4,-32.0,15.0,35.0,-32.0,LOSS,expiration,35.0,-770.0
2023-10-02,2023-10-03,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4283.17,4230.29,4285.0,4280.0,4290.0,40.0,17.95,18.72,42.0,40.0,20.0,20.0,42.5,WIN,expiration,42.5,-280.0
2023-10-03,2023-10-04,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4277.8,4263.62,4280.0,4275.0,4285.0,160.0,18.16,19.28,43.2,160.0,150.0,150.0,150.0,WIN,expiration,157.5,-400.0
2023-10-05,2023-10-06,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4255.27,4307.89,4255.0,4245.0,4265.0,80.0,18.68,24.05,53.6,80.0,55.0,55.0,70.0,WIN,expiration,155.0,-1030.0
2023-10-06,2023-10-09,SPX,3,0.15,Inverse Butterfly 1-2-1 (calls),4232.28,4335.85,4230.0,4220.0,4240.0,60.0,19.23,15.49,59.4,60.0,35.0,35.0,55.0,WIN,expiration,190.0,-1560.0
2023-10-09,2023-10-10,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4302.01,4358.63,4300.0,4295.0,4305.0,25.0,18.51,19.85,44.7,25.0,10.0,60.0,60.0,WIN,expiration,60.0,-1520.0
2023-10-10,2023-10-11,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4349.99,4376.8,4350.0,4345.0,4355.0,30.0,17.23,17.97,40.9,30.0,10.0,20.0,30.0,WIN,expiration,30.0,-480.0
2023-10-11,2023-10-12,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4368.56,4349.45,4370.0,4360.0,4380.0,75.0,16.51,22.17,50.7,75.0,35.0,40.0,80.0,WIN,expiration,80.0,-250.0
2023-10-12,2023-10-13,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4368.25,4328.34,4370.0,4365.0,4375.0,20.0,16.19,16.64,38.0,20.0,140.0,140.0,140.0,WIN,expiration,140.0,-190.0
2023-10-13,2023-10-16,SPX,3,0.15,Inverse Butterfly 1-2-1 (calls),4371.99,4371.93,4370.0,4360.0,4380.0,255.0,16.94,13.19,52.3,-552.0,175.0,175.0,195.0,LOSS,expiration,195.0,-1985.0
2023-10-16,2023-10-17,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4356.2,4372.98,4355.0,4350.0,4360.0,20.0,18.3,19.27,43.9,20.0,15.0,15.0,15.0,WIN,expiration,15.0,-1730.0
2023-10-17,2023-10-18,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4339.86,4313.6,4340.0,4335.0,4345.0,20.0,18.41,19.61,44.5,20.0,10.0,10.0,30.0,WIN,expiration,30.0,-520.0
2023-10-18,2023-10-19,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4353.08,4277.58,4355.0,4345.0,4365.0,75.0,18.73,22.14,50.5,75.0,32.5,62.5,62.5,WIN,expiration,75.0,-120.0
2023-10-19,2023-10-20,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4320.05,4223.58,4320.0,4310.0,4330.0,75.0,19.22,23.09,52.2,75.0,22.5,62.5,62.5,WIN,expiration,72.5,-200.0
2023-10-20,2023-10-23,SPX,3,0.15,Inverse Butterfly 1-2-1 (calls),4263.29,4217.61,4265.0,4255.0,4275.0,50.0,20.74,16.41,63.4,50.0,47.5,47.5,47.5,WIN,expiration,47.5,-230.0
2023-10-23,2023-10-24,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4218.0,4247.62,4220.0,4210.0,4230.0,65.0,21.39,22.96,50.7,65.0,35.0,35.0,75.0,WIN,expiration,75.0,-1260.0
2023-10-24,2023-10-25,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4249.18,4186.98,4250.0,4245.0,4255.0,10.0,19.48,22.03,49.0,10.0,5.0,5.0,20.0,WIN,expiration,20.0,-500.0
2023-10-25,2023-10-26,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4212.21,4136.32,4210.0,4205.0,4215.0,20.0,19.63,21.53,47.5,20.0,5.0,320.0,320.0,WIN,expiration,320.0,-240.0
2023-10-26,2023-10-27,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4164.95,4118.3,4165.0,4155.0,4175.0,70.0,21.06,25.03,54.6,70.0,20.0,55.0,55.0,WIN,expiration,72.5,-320.0
2023-10-30,2023-10-31,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4159.83,4193.35,4160.0,4155.0,4165.0,20.0,20.26,22.5,49.0,20.0,10.0,10.0,20.0,WIN,expiration,25.0,-650.0
2023-10-31,2023-11-01,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4158.56,4237.61,4160.0,4150.0,4170.0,100.0,19.6,24.39,53.1,100.0,35.0,50.0,95.0,WIN,expiration,100.0,-1200.0
2023-11-01,2023-11-02,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4206.15,4317.96,4205.0,4195.0,4215.0,45.0,17.5,25.56,56.3,45.0,35.0,35.0,35.0,WIN,expiration,45.0,-1980.0
2023-11-02,2023-11-03,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4286.24,4358.11,4285.0,4280.0,4290.0,20.0,16.2,19.85,44.5,20.0,10.0,50.0,50.0,WIN,expiration,50.0,-990.0
2023-11-03,2023-11-06,SPX,3,0.15,Inverse Butterfly 1-2-1 (calls),4358.24,4366.73,4360.0,4355.0,4365.0,15.0,15.18,9.35,37.0,15.0,15.0,15.0,15.0,WIN,expiration,0.0,-1150.0
2023-11-06,2023-11-07,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4365.66,4378.81,4365.0,4360.0,4370.0,35.0,15.34,14.64,33.4,35.0,10.0,115.0,115.0,WIN,expiration,115.0,-700.0
2023-11-07,2023-11-08,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4366.52,4382.98,4365.0,4360.0,4370.0,35.0,14.91,13.63,31.1,35.0,15.0,30.0,30.0,WIN,expiration,30.0,-1040.0
2023-11-08,2023-11-09,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4387.64,4347.43,4390.0,4385.0,4395.0,25.0,14.54,14.08,32.3,25.0,155.0,155.0,155.0,WIN,expiration,155.0,-120.0
2023-11-09,2023-11-10,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4388.17,4415.89,4390.0,4385.0,4395.0,25.0,14.49,13.97,32.1,25.0,12.5,15.0,70.0,WIN,expiration,70.0,-460.0
2023-11-10,2023-11-13,SPX,3,0.15,Inverse Butterfly 1-2-1 (calls),4367.13,4411.12,4365.0,4360.0,4370.0,25.0,14.85,11.6,45.9,25.0,15.0,15.0,40.0,WIN,expiration,40.0,-1250.0
2023-11-13,2023-11-14,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4397.94,4495.83,4400.0,4395.0,4405.0,25.0,14.98,16.49,37.9,25.0,10.0,55.0,55.0,WIN,expiration,55.0,-1320.0
2023-11-14,2023-11-15,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4488.01,4503.62,4490.0,4485.0,4495.0,30.0,14.23,14.49,34.0,30.0,10.0,20.0,40.0,WIN,expiration,190.0,-870.0
2023-11-15,2023-11-16,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4506.27,4508.43,4505.0,4500.0,4510.0,30.0,14.12,15.14,35.7,-127.0,-127.0,-127.0,-127.0,LOSS,expiration,5.0,-370.0
2023-11-16,2023-11-17,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4510.53,4513.91,4510.0,4505.0,4515.0,30.0,13.77,14.26,33.7,-79.0,-79.0,-79.0,-79.0,LOSS,expiration,0.0,-400.0
2023-11-17,2023-11-20,SPX,3,0.15,Inverse Butterfly 1-2-1 (calls),4508.14,4548.16,4510.0,4505.0,4515.0,25.0,13.93,7.72,31.5,25.0,50.0,50.0,50.0,WIN,expiration,50.0,-450.0
2023-11-20,2023-11-21,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4527.92,4538.7,4530.0,4525.0,4535.0,30.0,13.78,11.23,26.6,30.0,15.0,15.0,65.0,WIN,expiration,85.0,-780.0
2023-11-21,2023-11-22,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4534.03,4556.23,4535.0,4530.0,4540.0,30.0,13.56,14.16,33.6,30.0,240.0,240.0,240.0,WIN,expiration,290.0,-350.0
2023-11-22,2023-11-24,SPX,2,0.15,Inverse Butterfly 1-2-1 (calls),4555.34,4558.9,4555.0,4550.0,4560.0,35.0,13.04,8.84,29.8,-75.0,-75.0,-75.0,-75.0,LOSS,expiration,0.0,-590.0
2023-11-24,2023-11-27,SPX,3,0.15,Inverse Butterfly 1-2-1 (calls),4558.61,4550.86,4560.0,4555.0,4565.0,30.0,13.07,5.82,24.1,30.0,35.0,35.0,35.0,WIN,expiration,35.0,-160.0
2023-11-27,2023-11-28,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4551.0,4554.29,4550.0,4545.0,4555.0,30.0,12.88,10.64,25.3,-41.0,-41.0,-41.0,-41.0,LOSS,expiration,5.0,-345.0
2023-11-28,2023-11-29,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4541.46,4550.65,4540.0,4535.0,4545.0,25.0,12.8,11.06,26.3,25.0,75.0,75.0,75.0,WIN,expiration,75.0,-850.0
2023-11-29,2023-11-30,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4585.23,4569.04,4585.0,4580.0,4590.0,25.0,12.65,11.74,28.2,25.0,10.0,15.0,20.0,WIN,expiration,25.0,-80.0
2023-11-30,2023-12-01,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4554.96,4593.72,4555.0,4550.0,4560.0,25.0,13.14,14.62,34.9,25.0,25.0,25.0,25.0,WIN,expiration,40.0,-940.0
2023-12-04,2023-12-05,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4563.43,4567.95,4565.0,4560.0,4570.0,25.0,13.7,12.77,30.5,-180.0,-180.0,-180.0,-180.0,LOSS,expiration,0.0,-645.0
2023-12-06,2023-12-07,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4582.98,4585.17,4585.0,4580.0,4590.0,25.0,12.73,12.7,30.5,-458.0,7.5,-458.0,-458.0,LOSS,expiration,10.0,-495.0
2023-12-07,2023-12-08,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4567.74,4603.49,4570.0,4565.0,4575.0,10.0,13.15,15.58,37.3,10.0,105.0,105.0,105.0,WIN,expiration,105.0,-1580.0
2023-12-08,2023-12-11,SPX,3,0.15,Inverse Butterfly 1-2-1 (calls),4584.37,4622.89,4585.0,4580.0,4590.0,55.0,12.78,7.75,32.2,55.0,40.0,40.0,45.0,WIN,expiration,70.0,-680.0
2023-12-11,2023-12-12,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4606.47,4643.59,4605.0,4600.0,4610.0,10.0,13.02,15.84,38.2,10.0,5.0,20.0,20.0,WIN,expiration,85.0,-1100.0
2023-12-12,2023-12-13,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4617.3,4706.35,4615.0,4610.0,4620.0,20.0,12.4,17.16,41.5,20.0,10.0,10.0,120.0,WIN,expiration,120.0,-1590.0
2023-12-13,2023-12-14,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4646.97,4719.41,4645.0,4640.0,4650.0,20.0,12.28,16.35,39.8,20.0,10.0,10.0,50.0,WIN,expiration,225.0,-1150.0
2023-12-14,2023-12-15,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4731.98,4715.03,4730.0,4725.0,4735.0,20.0,12.17,15.03,37.2,20.0,7.5,15.0,20.0,WIN,expiration,15.0,-140.0
2023-12-15,2023-12-18,SPX,3,0.15,Inverse Butterfly 1-2-1 (calls),4711.31,4740.54,4710.0,4705.0,4715.0,35.0,12.28,8.4,35.9,35.0,15.0,20.0,35.0,WIN,expiration,60.0,-1030.0
2023-12-18,2023-12-19,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4733.99,4768.44,4735.0,4730.0,4740.0,35.0,12.55,10.84,26.9,35.0,10.0,20.0,40.0,WIN,expiration,40.0,-1520.0
2023-12-19,2023-12-20,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4754.63,4698.24,4755.0,4750.0,4760.0,30.0,12.51,10.4,25.9,30.0,15.0,15.0,25.0,WIN,expiration,25.0,-150.0
2023-12-20,2023-12-21,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4764.99,4747.53,4765.0,4760.0,4770.0,70.0,12.33,12.02,30.0,70.0,45.0,45.0,65.0,WIN,expiration,75.0,-130.0
2023-12-21,2023-12-22,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4733.28,4755.16,4735.0,4730.0,4740.0,30.0,13.68,15.31,37.9,30.0,10.0,30.0,30.0,WIN,expiration,30.0,-810.0
2023-12-22,2023-12-26,SPX,4,0.15,Inverse Butterfly 1-2-1 (calls),4768.16,4774.94,4770.0,4765.0,4775.0,170.0,13.83,6.65,33.2,164.0,155.0,155.0,155.0,WIN,expiration,170.0,-770.0
2023-12-26,2023-12-27,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4766.55,4782.5,4765.0,4760.0,4770.0,25.0,13.66,11.81,29.5,25.0,190.0,190.0,190.0,WIN,expiration,190.0,-1100.0
2023-12-27,2023-12-28,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4779.16,4784.12,4780.0,4775.0,4785.0,35.0,12.75,12.21,30.5,-53.0,-53.0,-53.0,-53.0,LOSS,expiration,0.0,-645.0
2023-12-28,2023-12-29,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4790.24,4772.17,4790.0,4785.0,4795.0,50.0,12.5,12.24,30.7,50.0,15.0,32.5,42.5,WIN,expiration,42.5,-190.0
2024-01-02,2024-01-03,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4739.32,4704.15,4740.0,4735.0,4745.0,20.0,13.92,13.88,34.4,20.0,7.5,25.0,25.0,WIN,expiration,25.0,-500.0
2024-01-04,2024-01-05,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4706.16,4696.66,4705.0,4700.0,4710.0,25.0,14.14,15.59,38.4,25.0,10.0,22.5,22.5,WIN,expiration,22.5,-130.0
2024-01-05,2024-01-08,SPX,3,0.15,Inverse Butterfly 1-2-1 (calls),4699.58,4762.74,4700.0,4695.0,4705.0,60.0,13.56,8.37,35.6,60.0,40.0,40.0,45.0,WIN,expiration,300.0,-1600.0
2024-01-08,2024-01-09,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4714.97,4755.87,4715.0,4710.0,4720.0,20.0,13.66,11.97,29.6,20.0,5.0,165.0,165.0,WIN,expiration,165.0,-2030.0
2024-01-09,2024-01-10,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4738.09,4782.15,4740.0,4735.0,4745.0,40.0,13.33,12.58,31.2,40.0,15.0,50.0,50.0,WIN,expiration,50.0,-2000.0
2024-01-10,2024-01-11,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4764.26,4780.29,4765.0,4760.0,4770.0,20.0,12.74,15.9,39.7,20.0,10.0,10.0,240.0,WIN,expiration,240.0,-1350.0
2024-01-11,2024-01-12,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4780.36,4783.14,4780.0,4775.0,4785.0,20.0,12.59,15.05,37.7,-166.0,-166.0,-166.0,-166.0,LOSS,expiration,5.0,-455.0
2024-01-12,2024-01-16,SPX,4,0.15,Inverse Butterfly 1-2-1 (calls),4787.74,4765.18,4790.0,4785.0,4795.0,15.0,12.66,7.47,37.5,15.0,15.0,15.0,15.0,WIN,expiration,20.0,-210.0
2024-01-16,2024-01-17,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4761.81,4739.0,4760.0,4755.0,4765.0,25.0,13.98,14.14,35.2,25.0,7.5,22.5,22.5,WIN,expiration,22.5,-220.0
2024-01-17,2024-01-18,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4728.67,4780.53,4730.0,4725.0,4735.0,25.0,15.34,15.82,39.2,25.0,10.0,25.0,25.0,WIN,expiration,25.0,-1730.0
2024-01-18,2024-01-19,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4754.97,4838.96,4755.0,4750.0,4760.0,10.0,14.36,13.22,32.9,10.0,10.0,10.0,10.0,WIN,expiration,50.0,-4140.0
2024-01-22,2024-01-23,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4866.63,4864.07,4865.0,4860.0,4870.0,20.0,13.59,13.24,33.7,-387.0,-387.0,-387.0,-387.0,LOSS,expiration,0.0,-395.0
2024-01-23,2024-01-24,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4855.5,4869.03,4855.0,4850.0,4860.0,30.0,13.11,12.2,31.0,30.0,15.0,15.0,30.0,WIN,expiration,40.0,-1150.0
2024-01-24,2024-01-25,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4887.08,4895.05,4885.0,4880.0,4890.0,25.0,12.43,11.44,29.3,25.0,15.0,15.0,25.0,WIN,expiration,15.0,-140.0
2024-01-25,2024-01-26,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4887.33,4890.07,4885.0,4880.0,4890.0,25.0,13.21,12.64,32.3,25.0,15.0,15.0,25.0,WIN,expiration,15.0,-780.0
2024-01-26,2024-01-29,SPX,3,0.15,Inverse Butterfly 1-2-1 (calls),4892.54,4928.1,4895.0,4890.0,4900.0,80.0,13.56,7.89,35.0,80.0,60.0,60.0,80.0,WIN,expiration,60.0,-1270.0
2024-01-29,2024-01-30,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4896.47,4924.62,4895.0,4890.0,4900.0,25.0,13.83,12.31,31.5,25.0,20.0,20.0,20.0,WIN,expiration,25.0,-1010.0
2024-01-31,2024-02-01,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4893.08,4905.95,4895.0,4890.0,4900.0,15.0,13.79,19.22,49.2,15.0,5.0,10.0,230.0,WIN,expiration,230.0,-660.0
2024-02-01,2024-02-02,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4866.19,4958.04,4865.0,4860.0,4870.0,395.0,14.25,19.49,49.6,395.0,375.0,375.0,375.0,WIN,expiration,405.0,-4210.0
2024-02-05,2024-02-06,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4950.34,4954.24,4950.0,4945.0,4955.0,30.0,13.91,13.89,36.0,-46.0,10.0,-46.0,-46.0,LOSS,expiration,10.0,-185.0
2024-02-06,2024-02-07,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4944.27,4994.94,4945.0,4940.0,4950.0,25.0,13.46,13.1,33.9,25.0,25.0,25.0,25.0,WIN,expiration,30.0,-980.0
