trade_date,exp_date,underlying,dte_entry,width_sigma,structure,spot_entry,spot_exit,call_atm,call_lo,call_up,total_credit,vix_entry,iv_atm_pct,expected_move,pnl_usd,pnl_tp25,pnl_tp50,pnl_tp75,result,exit_method,mfe,mae
2022-03-22,2022-03-23,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4488.97,4456.18,4490.0,4480.0,4500.0,70.0,23.19,23.83,56.0,70.0,70.0,70.0,70.0,WIN,expiration,70.0,-290.0
2022-03-23,2022-03-25,SPX,2,0.15,Inverse Butterfly 1-2-1 (calls),4477.53,4543.05,4480.0,4470.0,4490.0,50.0,23.63,22.55,74.7,50.0,60.0,60.0,60.0,WIN,expiration,60.0,-2040.0
2022-03-24,2022-03-25,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4472.77,4543.05,4475.0,4465.0,4485.0,75.0,23.56,23.32,54.6,75.0,25.0,75.0,75.0,WIN,expiration,90.0,-1980.0
2022-03-25,2022-03-28,SPX,3,0.15,Inverse Butterfly 1-2-1 (calls),4525.13,4575.45,4525.0,4515.0,4535.0,65.0,21.59,14.29,58.6,65.0,55.0,55.0,55.0,WIN,expiration,55.0,-3940.0
2022-03-28,2022-03-30,SPX,2,0.15,Inverse Butterfly 1-2-1 (calls),4552.22,4602.66,4550.0,4540.0,4560.0,50.0,21.38,19.61,66.1,50.0,270.0,270.0,270.0,WIN,expiration,270.0,-3290.0
2022-03-29,2022-03-30,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4609.81,4602.66,4610.0,4605.0,4615.0,25.0,19.26,19.37,46.7,25.0,120.0,120.0,120.0,WIN,expiration,120.0,-620.0
2022-03-30,2022-03-31,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4625.08,4532.3,4625.0,4620.0,4630.0,20.0,18.81,18.48,44.7,20.0,5.0,12.5,15.0,WIN,expiration,17.5,-240.0
2022-03-31,2022-04-01,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4595.06,4544.79,4595.0,4590.0,4600.0,15.0,20.06,20.04,48.2,15.0,5.0,10.0,17.5,WIN,expiration,17.5,-130.0
2022-04-01,2022-04-04,SPX,3,0.15,Inverse Butterfly 1-2-1 (calls),4537.52,4582.84,4540.0,4530.0,4550.0,75.0,20.2,13.65,56.1,75.0,40.0,40.0,75.0,WIN,expiration,75.0,-2140.0
2022-04-04,2022-04-06,SPX,2,0.15,Inverse Butterfly 1-2-1 (calls),4561.49,4480.61,4560.0,4550.0,4570.0,65.0,19.64,17.03,57.5,65.0,25.0,57.5,57.5,WIN,expiration,65.0,-1860.0
2022-04-05,2022-04-06,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4585.25,4480.61,4585.0,4580.0,4590.0,20.0,19.11,17.95,43.1,20.0,10.0,10.0,15.0,WIN,expiration,27.5,-140.0
2022-04-06,2022-04-08,SPX,2,0.15,Inverse Butterfly 1-2-1 (calls),4470.51,4489.24,4470.0,4460.0,4480.0,40.0,23.99,21.93,72.6,40.0,30.0,30.0,40.0,WIN,expiration,40.0,-2020.0
2022-04-07,2022-04-08,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4484.64,4489.24,4485.0,4475.0,4495.0,75.0,22.16,21.61,50.7,-501.0,20.0,160.0,160.0,LOSS,expiration,160.0,-1930.0
2022-04-08,2022-04-11,SPX,3,0.15,Inverse Butterfly 1-2-1 (calls),4476.48,4413.39,4475.0,4465.0,4485.0,50.0,22.27,15.64,63.5,50.0,15.0,25.0,120.0,WIN,expiration,120.0,-650.0
2022-04-11,2022-04-13,SPX,2,0.15,Inverse Butterfly 1-2-1 (calls),4455.37,4446.84,4455.0,4445.0,4465.0,40.0,22.88,22.36,73.8,-144.0,-144.0,-144.0,-144.0,LOSS,expiration,5.0,-275.0
2022-04-12,2022-04-13,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4465.74,4446.84,4465.0,4455.0,4475.0,60.0,22.45,23.46,54.8,60.0,30.0,37.5,57.5,WIN,expiration,57.5,-130.0
2022-04-13,2022-04-14,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4403.55,4392.44,4405.0,4395.0,4415.0,70.0,23.64,24.17,55.7,70.0,35.0,60.0,60.0,WIN,expiration,60.0,-1520.0
2022-04-14,2022-04-18,SPX,4,0.15,Inverse Butterfly 1-2-1 (calls),4435.17,4392.04,4435.0,4425.0,4445.0,65.0,21.36,12.83,59.6,65.0,42.5,42.5,52.5,WIN,expiration,67.5,-260.0
2022-04-18,2022-04-20,SPX,2,0.15,Inverse Butterfly 1-2-1 (calls),4390.76,4459.55,4390.0,4380.0,4400.0,40.0,23.68,22.69,73.7,40.0,30.0,30.0,30.0,WIN,expiration,70.0,-3320.0
2022-04-19,2022-04-20,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4427.01,4459.55,4425.0,4415.0,4435.0,70.0,21.89,23.24,53.9,70.0,20.0,55.0,55.0,WIN,expiration,65.0,-1440.0
2022-04-20,2022-04-22,SPX,2,0.15,Inverse Butterfly 1-2-1 (calls),4462.49,4272.28,4460.0,4450.0,4470.0,50.0,20.59,20.68,68.3,50.0,20.0,47.5,47.5,WIN,expiration,50.0,-1120.0
2022-04-21,2022-04-22,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4506.64,4272.28,4505.0,4500.0,4510.0,15.0,19.89,20.7,48.8,15.0,5.0,10.0,15.0,WIN,expiration,32.5,-120.0
2022-04-22,2022-04-25,SPX,3,0.15,Inverse Butterfly 1-2-1 (calls),4355.15,4297.32,4355.0,4345.0,4365.0,50.0,23.9,17.34,68.5,50.0,15.0,52.5,52.5,WIN,expiration,52.5,-150.0
2022-04-25,2022-04-26,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4214.72,4175.7,4210.0,4200.0,4220.0,45.0,30.31,35.72,78.8,45.0,30.0,30.0,45.0,WIN,expiration,45.0,-1900.0
2022-04-26,2022-04-27,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4250.6,4183.21,4250.0,4240.0,4260.0,45.0,28.96,34.76,77.3,45.0,22.5,50.0,50.0,WIN,expiration,50.0,-250.0
2022-04-27,2022-04-29,SPX,2,0.15,Inverse Butterfly 1-2-1 (calls),4220.4,4132.17,4220.0,4205.0,4235.0,65.0,30.48,36.9,115.3,65.0,20.0,65.0,65.0,WIN,expiration,65.0,-1670.0
2022-04-28,2022-04-29,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4216.7,4132.17,4215.0,4200.0,4230.0,90.0,30.85,40.53,89.5,90.0,30.0,87.5,87.5,WIN,expiration,87.5,-1570.0
2022-04-29,2022-05-02,SPX,3,0.15,Inverse Butterfly 1-2-1 (calls),4267.85,4155.52,4270.0,4255.0,4285.0,100.0,28.98,23.58,91.2,100.0,25.0,70.0,80.0,WIN,expiration,100.0,-210.0
2022-05-03,2022-05-04,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4164.72,4299.77,4165.0,4150.0,4180.0,90.0,31.3,44.7,97.4,90.0,50.0,50.0,115.0,WIN,expiration,115.0,-3050.0
2022-05-04,2022-05-06,SPX,2,0.15,Inverse Butterfly 1-2-1 (calls),4171.86,4146.87,4170.0,4150.0,4190.0,115.0,28.96,40.76,125.9,115.0,70.0,70.0,145.0,WIN,expiration,145.0,-2610.0
2022-05-05,2022-05-06,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4227.72,4146.87,4230.0,4220.0,4240.0,45.0,27.02,35.99,79.6,45.0,15.0,35.0,35.0,WIN,expiration,45.0,-710.0
2022-05-06,2022-05-09,SPX,3,0.15,Inverse Butterfly 1-2-1 (calls),4146.87,3993.26,4145.0,4110.0,4180.0,355.0,35.09,61.43,230.9,355.0,255.0,255.0,315.0,WIN,expiration,352.5,-390.0
2022-05-09,2022-05-10,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4059.05,4000.99,4060.0,4045.0,4075.0,75.0,33.14,45.06,95.7,75.0,27.5,55.0,75.0,WIN,expiration,55.0,-250.0
2022-05-10,2022-05-11,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4050.63,3935.66,4050.0,4035.0,4065.0,80.0,32.79,46.57,98.7,80.0,27.5,72.5,72.5,WIN,expiration,77.5,-260.0
2022-05-11,2022-05-13,SPX,2,0.15,Inverse Butterfly 1-2-1 (calls),4030.78,4023.56,4030.0,4010.0,4050.0,195.0,31.77,44.15,131.7,-1161.0,80.0,135.0,157.5,LOSS,expiration,257.5,-2065.0
2022-05-12,2022-05-13,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),3892.46,4023.56,3890.0,3875.0,3905.0,90.0,34.23,47.29,96.4,90.0,180.0,180.0,180.0,WIN,expiration,675.0,-2600.0
2022-05-13,2022-05-16,SPX,3,0.15,Inverse Butterfly 1-2-1 (calls),3993.95,4009.25,3995.0,3980.0,4010.0,100.0,29.71,26.91,97.4,25.0,30.0,95.0,95.0,WIN,expiration,95.0,-1715.0
2022-05-16,2022-05-17,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),3993.98,4089.22,3995.0,3980.0,4010.0,85.0,29.24,42.3,88.4,85.0,120.0,120.0,120.0,WIN,expiration,180.0,-2120.0
2022-05-17,2022-05-18,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4058.37,3925.31,4060.0,4050.0,4070.0,50.0,26.85,34.62,73.5,50.0,15.0,42.5,42.5,WIN,expiration,55.0,-1340.0
2022-05-18,2022-05-19,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4016.33,3900.14,4015.0,4005.0,4025.0,40.0,28.02,35.78,75.2,40.0,100.0,100.0,100.0,WIN,expiration,100.0,-320.0
2022-05-19,2022-05-20,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),3889.06,3901.55,3890.0,3875.0,3905.0,100.0,32.2,47.09,95.8,-245.0,27.5,200.0,200.0,LOSS,expiration,200.0,-1720.0
2022-05-20,2022-05-23,SPX,3,0.15,Inverse Butterfly 1-2-1 (calls),3933.8,3972.82,3935.0,3920.0,3950.0,115.0,28.22,25.13,89.6,115.0,30.0,60.0,170.0,WIN,expiration,170.0,-1940.0
2022-05-23,2022-05-24,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),3927.32,3943.8,3925.0,3915.0,3935.0,40.0,29.94,39.98,82.2,40.0,15.0,40.0,40.0,WIN,expiration,345.0,-1390.0
2022-05-25,2022-05-26,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),3948.82,4057.15,3950.0,3940.0,3960.0,45.0,29.86,40.05,82.8,45.0,40.0,40.0,40.0,WIN,expiration,225.0,-2560.0
2022-05-26,2022-05-27,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4030.19,4158.34,4030.0,4020.0,4040.0,50.0,27.71,34.58,73.0,50.0,40.0,40.0,40.0,WIN,expiration,95.0,-3670.0
2022-05-27,2022-05-31,SPX,4,0.15,Inverse Butterfly 1-2-1 (calls),4115.44,4133.72,4115.0,4105.0,4125.0,60.0,26.13,18.26,78.7,60.0,15.0,60.0,60.0,WIN,expiration,30.0,-4290.0
2022-05-31,2022-06-01,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4116.76,4101.0,4115.0,4105.0,4125.0,45.0,27.93,35.61,76.7,45.0,140.0,140.0,140.0,WIN,expiration,140.0,-2980.0
2022-06-01,2022-06-02,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4152.96,4176.82,4150.0,4140.0,4160.0,105.0,25.55,30.55,66.4,105.0,50.0,75.0,355.0,WIN,expiration,355.0,-1960.0
2022-06-02,2022-06-03,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4085.65,4108.23,4085.0,4075.0,4095.0,55.0,26.0,33.76,72.2,55.0,45.0,45.0,45.0,WIN,expiration,190.0,-3110.0
2022-06-03,2022-06-06,SPX,3,0.15,Inverse Butterfly 1-2-1 (calls),4134.22,4120.92,4135.0,4125.0,4145.0,50.0,25.29,19.69,73.8,50.0,50.0,50.0,50.0,WIN,expiration,50.0,-280.0
2022-06-06,2022-06-07,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4153.85,4159.68,4155.0,4145.0,4165.0,60.0,24.99,26.92,58.5,-472.0,55.0,55.0,55.0,LOSS,expiration,55.0,-1360.0
2022-06-07,2022-06-08,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4100.21,4115.77,4100.0,4090.0,4110.0,60.0,25.78,29.52,63.4,60.0,25.0,50.0,50.0,WIN,expiration,90.0,-1730.0
2022-06-08,2022-06-09,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4156.44,4017.68,4155.0,4145.0,4165.0,60.0,24.16,27.63,60.1,60.0,30.0,42.5,47.5,WIN,expiration,65.0,-130.0
2022-06-09,2022-06-10,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4118.78,3900.16,4120.0,4110.0,4130.0,50.0,24.41,32.59,70.3,50.0,27.5,27.5,55.0,WIN,expiration,55.0,-140.0
2022-06-10,2022-06-13,SPX,3,0.15,Inverse Butterfly 1-2-1 (calls),3935.06,3750.95,3935.0,3920.0,3950.0,75.0,27.92,25.07,89.4,75.0,60.0,60.0,60.0,WIN,expiration,70.0,-490.0
2022-06-14,2022-06-15,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),3774.51,3788.97,3775.0,3760.0,3790.0,75.0,32.76,53.71,106.1,-28.0,-28.0,-28.0,-28.0,LOSS,expiration,10.0,-1660.0
2022-06-15,2022-06-16,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),3785.12,3668.66,3785.0,3770.0,3800.0,70.0,30.39,55.48,109.9,70.0,35.0,55.0,55.0,WIN,expiration,70.0,-1970.0
2022-06-16,2022-06-17,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),3687.83,3673.63,3690.0,3675.0,3705.0,95.0,31.56,43.82,84.6,95.0,95.0,95.0,95.0,WIN,expiration,10.0,-430.0
2022-06-17,2022-06-21,SPX,4,0.15,Inverse Butterfly 1-2-1 (calls),3698.69,3764.89,3700.0,3685.0,3715.0,80.0,31.44,26.18,101.4,80.0,75.0,75.0,75.0,WIN,expiration,110.0,-2030.0
2022-06-21,2022-06-22,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),3763.78,3758.14,3765.0,3755.0,3775.0,45.0,30.12,35.67,70.3,-269.0,-269.0,-269.0,-269.0,LOSS,expiration,0.0,-735.0
2022-06-22,2022-06-23,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),3750.7,3795.96,3750.0,3740.0,3760.0,50.0,30.04,34.8,68.3,50.0,45.0,45.0,45.0,WIN,expiration,45.0,-1910.0
2022-06-23,2022-06-24,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),3784.93,3912.21,3785.0,3775.0,3795.0,45.0,29.11,34.14,67.6,45.0,20.0,45.0,45.0,WIN,expiration,280.0,-2980.0
2022-06-24,2022-06-27,SPX,3,0.15,Inverse Butterfly 1-2-1 (calls),3852.1,3900.55,3850.0,3840.0,3860.0,165.0,28.4,20.92,73.1,165.0,115.0,115.0,125.0,WIN,expiration,330.0,-2490.0
2022-06-27,2022-06-28,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),3895.43,3821.8,3900.0,3890.0,3910.0,60.0,28.3,33.04,67.4,60.0,52.5,52.5,52.5,WIN,expiration,60.0,-2170.0
2022-06-28,2022-06-29,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),3934.15,3818.58,3935.0,3925.0,3945.0,35.0,26.69,28.64,59.0,35.0,15.0,25.0,37.5,WIN,expiration,37.5,-690.0
2022-06-29,2022-06-30,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),3824.75,3789.1,3825.0,3815.0,3835.0,55.0,28.6,36.71,73.5,55.0,37.5,37.5,55.0,WIN,expiration,55.0,-290.0
2022-06-30,2022-07-01,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),3746.52,3825.03,3745.0,3735.0,3755.0,55.0,29.81,36.23,71.1,55.0,20.0,35.0,45.0,WIN,expiration,55.0,-5120.0
2022-07-05,2022-07-06,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),3751.75,3844.89,3750.0,3740.0,3760.0,15.0,29.4,37.0,72.7,15.0,65.0,65.0,65.0,WIN,expiration,65.0,-2180.0
2022-07-07,2022-07-08,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),3886.27,3899.18,3885.0,3875.0,3895.0,65.0,26.1,31.04,63.2,65.0,1160.0,1160.0,1160.0,WIN,expiration,1160.0,-2120.0
2022-07-08,2022-07-11,SPX,3,0.15,Inverse Butterfly 1-2-1 (calls),3874.9,3854.79,3875.0,3865.0,3885.0,65.0,25.76,17.69,62.2,65.0,25.0,75.0,75.0,WIN,expiration,75.0,-960.0
2022-07-11,2022-07-12,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),3858.55,3820.09,3860.0,3850.0,3870.0,70.0,26.43,27.6,55.7,70.0,80.0,80.0,80.0,WIN,expiration,80.0,-650.0
2022-07-12,2022-07-13,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),3849.41,3801.1,3850.0,3840.0,3860.0,50.0,26.65,35.7,71.9,50.0,65.0,65.0,65.0,WIN,expiration,65.0,-140.0
2022-07-13,2022-07-14,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),3787.5,3790.23,3785.0,3775.0,3795.0,60.0,28.06,35.86,71.1,-417.0,30.0,35.0,-417.0,LOSS,expiration,35.0,-1385.0
2022-07-14,2022-07-15,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),3735.4,3861.56,3735.0,3725.0,3745.0,50.0,28.04,35.22,68.9,50.0,15.0,50.0,50.0,WIN,expiration,215.0,-2780.0
2022-07-15,2022-07-18,SPX,3,0.15,Inverse Butterfly 1-2-1 (calls),3826.81,3829.89,3825.0,3815.0,3835.0,75.0,25.31,20.09,69.7,-436.0,70.0,70.0,70.0,LOSS,expiration,95.0,-1950.0
2022-07-18,2022-07-19,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),3895.79,3934.57,3895.0,3885.0,3905.0,75.0,24.75,25.59,52.2,75.0,30.0,45.0,75.0,WIN,expiration,55.0,-2420.0
2022-07-19,2022-07-20,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),3879.89,3959.41,3880.0,3870.0,3890.0,65.0,24.42,25.48,51.8,65.0,25.0,235.0,235.0,WIN,expiration,250.0,-1990.0
2022-07-20,2022-07-21,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),3926.07,3998.85,3925.0,3915.0,3935.0,65.0,24.42,28.87,59.3,65.0,30.0,40.0,55.0,WIN,expiration,65.0,-2150.0
2022-07-21,2022-07-22,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),3961.88,3962.24,3960.0,3950.0,3970.0,45.0,24.06,27.94,57.9,-731.0,65.0,65.0,65.0,LOSS,expiration,65.0,-1495.0
2022-07-22,2022-07-25,SPX,3,0.15,Inverse Butterfly 1-2-1 (calls),3991.17,3966.2,3990.0,3980.0,4000.0,75.0,23.25,16.45,59.5,75.0,77.5,77.5,77.5,WIN,expiration,80.0,-210.0
2022-07-25,2022-07-26,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),3966.83,3920.32,3965.0,3955.0,3975.0,75.0,23.62,24.21,50.3,75.0,42.5,42.5,70.0,WIN,expiration,75.0,-290.0
2022-07-26,2022-07-27,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),3943.99,4021.59,3945.0,3935.0,3955.0,55.0,24.28,34.14,70.5,55.0,55.0,55.0,55.0,WIN,expiration,55.0,-2040.0
2022-07-27,2022-07-28,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),3965.3,4071.32,3965.0,3955.0,3975.0,45.0,23.7,35.67,74.0,45.0,30.0,30.0,45.0,WIN,expiration,45.0,-2470.0
2022-07-28,2022-07-29,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4004.66,4130.48,4005.0,3995.0,4015.0,60.0,23.19,28.51,59.8,60.0,25.0,35.0,60.0,WIN,expiration,130.0,-5120.0
2022-07-29,2022-08-01,SPX,3,0.15,Inverse Butterfly 1-2-1 (calls),4102.69,4118.53,4105.0,4095.0,4115.0,50.0,21.72,15.22,56.6,50.0,50.0,50.0,50.0,WIN,expiration,0.0,-1900.0
2022-08-01,2022-08-02,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4123.31,4091.33,4125.0,4120.0,4130.0,25.0,22.58,22.72,49.0,25.0,15.0,15.0,32.5,WIN,expiration,32.5,-250.0
2022-08-02,2022-08-03,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4096.93,4154.87,4095.0,4085.0,4105.0,60.0,24.21,27.99,60.0,60.0,45.0,45.0,45.0,WIN,expiration,150.0,-1900.0
2022-08-03,2022-08-04,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4125.95,4152.09,4125.0,4120.0,4130.0,30.0,22.66,23.01,49.7,30.0,10.0,15.0,25.0,WIN,expiration,45.0,-2250.0
2022-08-04,2022-08-05,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4155.31,4144.66,4155.0,4145.0,4165.0,70.0,22.32,26.27,57.1,70.0,30.0,35.0,70.0,WIN,expiration,35.0,-320.0
2022-08-05,2022-08-08,SPX,3,0.15,Inverse Butterfly 1-2-1 (calls),4131.1,4140.0,4130.0,4120.0,4140.0,65.0,21.7,15.3,57.3,65.0,20.0,260.0,260.0,WIN,expiration,260.0,-465.0
2022-08-08,2022-08-09,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4182.22,4122.84,4180.0,4175.0,4185.0,35.0,21.32,21.3,46.6,35.0,15.0,25.0,32.5,WIN,expiration,42.5,-80.0
2022-08-09,2022-08-10,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4120.89,4209.33,4120.0,4110.0,4130.0,50.0,21.97,30.44,65.7,50.0,100.0,100.0,100.0,WIN,expiration,100.0,-1940.0
2022-08-10,2022-08-11,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4191.76,4206.84,4190.0,4185.0,4195.0,20.0,20.3,22.37,49.1,20.0,25.0,25.0,25.0,WIN,expiration,35.0,-1650.0
2022-08-11,2022-08-12,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4242.0,4279.35,4240.0,4235.0,4245.0,25.0,19.97,20.28,45.0,25.0,10.0,25.0,25.0,WIN,expiration,25.0,-1760.0
2022-08-12,2022-08-15,SPX,3,0.15,Inverse Butterfly 1-2-1 (calls),4234.43,4296.75,4235.0,4230.0,4240.0,135.0,19.84,12.67,48.7,135.0,115.0,115.0,115.0,WIN,expiration,145.0,-2220.0
2022-08-16,2022-08-17,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4292.98,4274.07,4295.0,4290.0,4300.0,30.0,20.11,19.05,42.8,30.0,15.0,15.0,22.5,WIN,expiration,32.5,-160.0
2022-08-17,2022-08-18,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4277.26,4284.42,4275.0,4270.0,4280.0,30.0,19.97,20.85,46.7,30.0,10.0,15.0,527.5,WIN,expiration,527.5,-685.0
2022-08-18,2022-08-19,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4267.33,4228.37,4265.0,4260.0,4270.0,30.0,20.41,21.83,48.8,30.0,15.0,15.0,27.5,WIN,expiration,30.0,-130.0
2022-08-19,2022-08-22,SPX,3,0.15,Inverse Butterfly 1-2-1 (calls),4237.6,4139.2,4240.0,4230.0,4250.0,75.0,20.72,13.63,52.3,75.0,77.5,77.5,77.5,WIN,expiration,77.5,-140.0
2022-08-22,2022-08-23,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4168.55,4127.77,4170.0,4165.0,4175.0,10.0,23.08,22.09,48.2,10.0,5.0,12.5,12.5,WIN,expiration,12.5,-140.0
2022-08-23,2022-08-24,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4144.62,4140.83,4145.0,4135.0,4155.0,65.0,23.5,23.72,51.5,-518.0,-518.0,-518.0,-518.0,LOSS,expiration,0.0,-1235.0
2022-08-24,2022-08-25,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4128.52,4199.73,4130.0,4125.0,4135.0,30.0,23.59,21.55,46.6,30.0,10.0,20.0,45.0,WIN,expiration,45.0,-2390.0
2022-08-25,2022-08-26,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4169.73,4058.29,4170.0,4160.0,4180.0,55.0,22.6,27.87,60.8,55.0,105.0,105.0,105.0,WIN,expiration,105.0,-1090.0
2022-08-26,2022-08-29,SPX,3,0.15,Inverse Butterfly 1-2-1 (calls),4197.3,4030.95,4195.0,4185.0,4205.0,50.0,22.06,20.93,79.6,50.0,20.0,27.5,40.0,WIN,expiration,40.0,-350.0
2022-08-29,2022-08-30,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4034.39,3986.14,4035.0,4025.0,4045.0,70.0,26.62,28.42,60.0,70.0,32.5,57.5,57.5,WIN,expiration,70.0,-240.0
2022-08-30,2022-08-31,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4022.21,3955.12,4020.0,4010.0,4030.0,65.0,25.98,28.88,60.8,65.0,52.5,52.5,52.5,WIN,expiration,67.5,-430.0
2022-08-31,2022-09-01,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4000.72,3967.23,4000.0,3990.0,4010.0,60.0,25.54,29.11,61.0,60.0,35.0,35.0,65.0,WIN,expiration,67.5,-190.0
2022-09-02,2022-09-06,SPX,4,0.15,Inverse Butterfly 1-2-1 (calls),3983.57,3910.16,3985.0,3975.0,3995.0,60.0,24.16,16.13,67.3,60.0,15.0,32.5,50.0,WIN,expiration,60.0,-150.0
2022-09-07,2022-09-08,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),3920.53,4005.86,3920.0,3910.0,3930.0,65.0,26.43,32.16,66.0,65.0,20.0,40.0,55.0,WIN,expiration,65.0,-1960.0
2022-09-08,2022-09-09,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),3974.85,4067.62,3975.0,3965.0,3985.0,70.0,24.92,27.61,57.5,70.0,25.0,50.0,60.0,WIN,expiration,70.0,-1190.0
2022-09-09,2022-09-12,SPX,3,0.15,Inverse Butterfly 1-2-1 (calls),4045.35,4110.92,4045.0,4035.0,4055.0,60.0,22.91,16.74,61.4,60.0,35.0,35.0,50.0,WIN,expiration,265.0,-1430.0
2022-09-12,2022-09-13,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4112.16,3932.69,4110.0,4100.0,4120.0,45.0,23.23,32.18,69.3,45.0,50.0,50.0,50.0,WIN,expiration,50.0,-240.0
2022-09-13,2022-09-14,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),4011.69,3946.49,4010.0,4000.0,4020.0,15.0,25.36,32.93,69.1,15.0,7.5,12.5,12.5,WIN,expiration,15.0,-250.0
2022-09-14,2022-09-15,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),3950.5,3901.46,3950.0,3940.0,3960.0,55.0,26.78,30.98,64.1,55.0,27.5,55.0,55.0,WIN,expiration,55.0,-190.0
2022-09-15,2022-09-16,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),3951.58,3872.56,3950.0,3940.0,3960.0,55.0,25.69,30.6,63.3,55.0,45.0,45.0,45.0,WIN,expiration,60.0,-130.0
2022-09-19,2022-09-20,SPX,1,0.15,Inverse Butterfly 1-2-1 (calls),3864.26,3856.76,3865.0,3855.0,3875.0,60.0,26.98,31.54,63.8,-116.0,-116.0,-116.0,-116.0,LOSS,expiration,0.0,-450.0
