trade_date,exp_date,underlying,dte_entry,width_sigma,structure,spot_entry,spot_exit,call_atm,call_lo,call_up,total_credit,vix_entry,iv_atm_pct,expected_move,pnl_usd,pnl_tp25,pnl_tp50,pnl_tp75,result,exit_method,mfe,mae,pnl_exit5,pnl_exit3,pnl_tp25_exit5,pnl_tp25_exit3,pnl_tp50_exit5,pnl_tp50_exit3,pnl_tp75_exit5,pnl_tp75_exit3
2021-04-16,2021-04-23,SPX,7,0.75,Inverse Butterfly 1-2-1 (calls),4173.23,4179.49,4175.0,4125.0,4225.0,1550.0,16.77,11.61,67.1,-3001.0,-3001.0,-3001.0,-3001.0,LOSS,expiration,145.0,-4005.0,-235.0,-287.5,-235.0,-287.5,-235.0,-287.5,-235.0,-287.5
2021-04-23,2021-04-30,SPX,7,0.75,Inverse Butterfly 1-2-1 (calls),4153.09,4181.81,4155.0,4095.0,4215.0,1865.0,18.03,13.43,77.2,-1454.0,466.25,-1454.0,-1454.0,LOSS,expiration,845.0,-2665.0,305.0,-70.0,305.0,-70.0,305.0,-70.0,305.0,-70.0
2021-04-30,2021-05-07,SPX,7,0.75,Inverse Butterfly 1-2-1 (calls),4196.6,4231.53,4195.0,4140.0,4250.0,1705.0,17.98,12.26,71.2,-142.0,-142.0,-142.0,-142.0,LOSS,expiration,225.0,-2545.0,-145.0,-70.0,-145.0,-70.0,-145.0,-70.0,-145.0,-70.0
2021-05-07,2021-05-14,SPX,7,0.75,Inverse Butterfly 1-2-1 (calls),4219.5,4172.9,4220.0,4170.0,4270.0,1625.0,18.02,11.48,67.1,1335.0,406.25,812.5,1218.75,WIN,expiration,1500.0,-1050.0,-20.0,330.0,-20.0,406.25,-20.0,330.0,-20.0,330.0
2021-05-14,2021-05-21,SPX,7,0.75,Inverse Butterfly 1-2-1 (calls),4156.78,4156.18,4155.0,4090.0,4220.0,1845.0,19.7,15.62,89.9,-4537.0,-4537.0,-4537.0,-4537.0,LOSS,expiration,240.0,-5345.0,-200.0,-455.0,-200.0,-455.0,-200.0,-455.0,-200.0,-455.0
2021-05-21,2021-05-28,SPX,7,0.75,Inverse Butterfly 1-2-1 (calls),4188.5,4204.6,4190.0,4130.0,4250.0,1915.0,19.92,13.59,78.8,-2625.0,-2625.0,-2625.0,-2625.0,LOSS,expiration,0.0,-3455.0,-537.5,-535.0,-537.5,-535.0,-537.5,-535.0,-537.5,-535.0
2021-05-28,2021-06-04,SPX,7,0.75,Inverse Butterfly 1-2-1 (calls),4215.32,4229.55,4215.0,4175.0,4255.0,1300.0,16.49,9.62,56.2,-1245.0,325.0,-1245.0,-1245.0,LOSS,expiration,587.5,-2250.0,-312.5,-312.5,-312.5,-312.5,-312.5,-312.5,-312.5,-312.5
2021-06-04,2021-06-11,SPX,7,0.75,Inverse Butterfly 1-2-1 (calls),4217.1,4247.4,4215.0,4170.0,4260.0,1365.0,16.65,10.83,63.3,105.0,105.0,105.0,105.0,WIN,expiration,90.0,-1185.0,-35.0,-230.0,-35.0,-230.0,-35.0,-230.0,-35.0,-230.0
2021-06-11,2021-06-18,SPX,7,0.75,Inverse Butterfly 1-2-1 (calls),4243.32,4165.59,4245.0,4200.0,4290.0,1535.0,15.43,9.74,57.2,1535.0,383.75,767.5,1151.25,WIN,expiration,1532.5,-1430.0,-60.0,5.0,-60.0,5.0,-60.0,5.0,-60.0,5.0
2021-06-18,2021-06-25,SPX,7,0.75,Inverse Butterfly 1-2-1 (calls),4188.86,4280.68,4190.0,4125.0,4255.0,1885.0,19.52,15.49,89.9,1885.0,471.25,942.5,1413.75,WIN,expiration,1915.0,-1200.0,-300.0,-340.0,-300.0,471.25,-300.0,-340.0,-300.0,-340.0
2021-06-25,2021-07-02,SPX,7,0.75,Inverse Butterfly 1-2-1 (calls),4274.57,4352.38,4275.0,4240.0,4310.0,1115.0,15.71,8.42,49.8,1115.0,278.75,557.5,836.25,WIN,expiration,1115.0,-1450.0,-20.0,160.0,278.75,278.75,-20.0,160.0,-20.0,160.0
2021-07-02,2021-07-09,SPX,7,0.75,Inverse Butterfly 1-2-1 (calls),4333.06,4369.36,4335.0,4305.0,4365.0,975.0,14.52,6.87,41.2,975.0,243.75,487.5,731.25,WIN,expiration,1212.5,-1350.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
2021-07-09,2021-07-16,SPX,7,0.75,Inverse Butterfly 1-2-1 (calls),4349.82,4326.81,4350.0,4300.0,4400.0,1665.0,16.97,10.81,65.1,-1016.0,416.25,-1016.0,-1016.0,LOSS,expiration,575.0,-2455.0,225.0,355.0,225.0,416.25,225.0,355.0,225.0,355.0
2021-07-16,2021-07-23,SPX,7,0.75,Inverse Butterfly 1-2-1 (calls),4365.01,4411.1,4365.0,4315.0,4415.0,1635.0,16.42,10.5,63.5,1245.0,408.75,817.5,1245.0,WIN,expiration,1187.5,-2320.0,855.0,440.0,408.75,408.75,817.5,817.5,855.0,440.0
2021-07-23,2021-07-30,SPX,7,0.75,Inverse Butterfly 1-2-1 (calls),4382.7,4395.97,4385.0,4340.0,4430.0,1380.0,17.21,10.13,61.5,-2023.0,345.0,-2023.0,-2023.0,LOSS,expiration,505.0,-2555.0,365.0,295.0,345.0,345.0,365.0,295.0,365.0,295.0
2021-07-30,2021-08-06,SPX,7,0.75,Inverse Butterfly 1-2-1 (calls),4406.6,4436.2,4405.0,4350.0,4460.0,1755.0,17.89,11.81,72.1,-625.0,-625.0,-625.0,-625.0,LOSS,expiration,120.0,-1600.0,120.0,-385.0,120.0,-385.0,120.0,-385.0,120.0,-385.0
2021-08-06,2021-08-13,SPX,7,0.75,Inverse Butterfly 1-2-1 (calls),4431.13,4467.97,4430.0,4385.0,4475.0,1455.0,16.94,10.05,61.7,752.0,363.75,752.0,752.0,WIN,expiration,647.5,-1050.0,-267.5,-402.5,-267.5,-402.5,-267.5,-402.5,-267.5,-402.5
2021-08-13,2021-08-20,SPX,7,0.75,Inverse Butterfly 1-2-1 (calls),4464.73,4400.27,4465.0,4430.0,4500.0,1215.0,15.33,7.36,45.5,1215.0,303.75,607.5,1215.0,WIN,expiration,855.0,-745.0,2.5,52.5,2.5,303.75,2.5,52.5,2.5,52.5
2021-08-20,2021-08-27,SPX,7,0.75,Inverse Butterfly 1-2-1 (calls),4400.27,4508.71,4400.0,4350.0,4450.0,820.0,21.57,11.1,67.7,820.0,205.0,410.0,615.0,WIN,expiration,820.0,-900.0,425.0,595.0,205.0,205.0,410.0,410.0,425.0,595.0
2021-08-27,2021-09-03,SPX,7,0.75,Inverse Butterfly 1-2-1 (calls),4484.57,4535.22,4485.0,4435.0,4535.0,1255.0,17.59,11.19,69.5,1255.0,313.75,627.5,941.25,WIN,expiration,1237.5,-1940.0,10.0,235.0,10.0,313.75,10.0,235.0,10.0,235.0
2021-09-03,2021-09-10,SPX,7,0.75,Inverse Butterfly 1-2-1 (calls),4529.59,4459.16,4530.0,4490.0,4570.0,1450.0,16.6,8.11,50.9,1450.0,362.5,725.0,1087.5,WIN,expiration,1447.5,-2200.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021-09-10,2021-09-17,SPX,7,0.75,Inverse Butterfly 1-2-1 (calls),4502.2,4433.19,4500.0,4445.0,4555.0,1750.0,17.69,11.75,73.2,1750.0,437.5,875.0,1312.5,WIN,expiration,1747.5,-1310.0,-317.5,-432.5,-317.5,-432.5,-317.5,-432.5,-317.5,-432.5
2021-09-17,2021-09-24,SPX,7,0.75,Inverse Butterfly 1-2-1 (calls),4451.54,4455.58,4450.0,4380.0,4520.0,2010.0,19.5,14.65,90.3,-4432.0,502.5,-4432.0,-4432.0,LOSS,expiration,762.5,-5510.0,-137.5,-327.5,-137.5,502.5,-137.5,-327.5,-137.5,-327.5
2021-09-24,2021-10-01,SPX,7,0.75,Inverse Butterfly 1-2-1 (calls),4452.18,4355.01,4450.0,4390.0,4510.0,1835.0,18.68,13.47,83.1,1835.0,458.75,917.5,1376.25,WIN,expiration,1837.5,-1610.0,-550.0,-342.5,-550.0,458.75,-550.0,-342.5,-550.0,-342.5
2021-10-01,2021-10-08,SPX,7,0.75,Inverse Butterfly 1-2-1 (calls),4309.7,4390.96,4310.0,4220.0,4400.0,2345.0,22.91,20.24,120.8,1441.0,586.25,1172.5,1758.75,WIN,expiration,1975.0,-4700.0,35.0,230.0,35.0,230.0,35.0,230.0,35.0,230.0
2021-10-08,2021-10-15,SPX,7,0.75,Inverse Butterfly 1-2-1 (calls),4398.49,4471.01,4400.0,4330.0,4470.0,2140.0,18.92,14.78,90.0,2140.0,535.0,1070.0,1605.0,WIN,expiration,2407.5,-2010.0,-145.0,-495.0,-145.0,-495.0,-145.0,-495.0,-145.0,-495.0
2021-10-15,2021-10-22,SPX,7,0.75,Inverse Butterfly 1-2-1 (calls),4465.65,4545.08,4465.0,4415.0,4515.0,1615.0,15.9,10.78,66.7,1615.0,403.75,807.5,1211.25,WIN,expiration,1705.0,-1560.0,-45.0,380.0,-45.0,403.75,-45.0,807.5,-45.0,380.0
2021-10-22,2021-10-29,SPX,7,0.75,Inverse Butterfly 1-2-1 (calls),4552.15,4604.75,4550.0,4505.0,4595.0,1425.0,15.06,9.74,61.4,1425.0,356.25,712.5,1068.75,WIN,expiration,1465.0,-990.0,-120.0,580.0,-120.0,356.25,-120.0,580.0,-120.0,580.0
2021-10-29,2021-11-05,SPX,7,0.75,Inverse Butterfly 1-2-1 (calls),4585.1,4696.4,4585.0,4525.0,4645.0,1830.0,17.06,12.87,81.7,1830.0,457.5,915.0,1372.5,WIN,expiration,1865.0,-1980.0,145.0,320.0,145.0,457.5,145.0,320.0,145.0,320.0
2021-11-05,2021-11-12,SPX,7,0.75,Inverse Butterfly 1-2-1 (calls),4713.96,4682.96,4715.0,4670.0,4760.0,1380.0,15.07,9.39,61.3,84.0,345.0,690.0,1035.0,WIN,expiration,1200.0,-490.0,-150.0,35.0,-150.0,35.0,-150.0,35.0,-150.0,35.0
2021-11-12,2021-11-19,SPX,7,0.75,Inverse Butterfly 1-2-1 (calls),4653.64,4697.95,4655.0,4600.0,4710.0,1765.0,17.08,11.06,71.3,560.0,441.25,882.5,1323.75,WIN,expiration,1330.0,-1335.0,405.0,305.0,405.0,441.25,405.0,305.0,405.0,305.0
2021-11-19,2021-11-26,SPX,7,0.75,Inverse Butterfly 1-2-1 (calls),4710.65,4596.63,4710.0,4660.0,4760.0,1630.0,17.87,9.91,64.7,1630.0,407.5,815.0,1222.5,WIN,expiration,1625.0,-2120.0,25.0,-450.0,25.0,-450.0,25.0,-450.0,25.0,-450.0
2021-11-26,2021-12-03,SPX,7,0.75,Inverse Butterfly 1-2-1 (calls),4624.37,4577.1,4625.0,4525.0,4725.0,2700.0,25.77,21.3,136.4,-2510.0,675.0,1350.0,2025.0,LOSS,expiration,2412.5,-6410.0,-800.0,-1622.5,-800.0,-1622.5,-800.0,-1622.5,-800.0,-1622.5
2021-12-03,2021-12-10,SPX,7,0.75,Inverse Butterfly 1-2-1 (calls),4577.1,4711.65,4575.0,4440.0,4710.0,4635.0,28.99,28.15,178.4,4635.0,1158.75,2317.5,3476.25,WIN,expiration,4247.5,-3760.0,-617.5,1435.0,-617.5,1158.75,-617.5,1435.0,-617.5,1435.0
2021-12-10,2021-12-17,SPX,7,0.75,Inverse Butterfly 1-2-1 (calls),4687.31,4620.26,4685.0,4610.0,4760.0,2200.0,20.18,15.31,99.4,1174.0,550.0,1100.0,1174.0,WIN,expiration,1330.0,-2975.0,-225.0,-467.5,-225.0,-467.5,-225.0,-467.5,-225.0,-467.5
2021-12-17,2021-12-23,SPX,6,0.75,Inverse Butterfly 1-2-1 (calls),4624.26,4725.29,4625.0,4540.0,4710.0,2325.0,22.2,19.4,115.0,2325.0,581.25,1162.5,1743.75,WIN,expiration,2310.0,-2025.0,-155.0,-367.5,-155.0,-367.5,-155.0,-367.5,-155.0,-367.5
2021-12-31,2022-01-07,SPX,7,0.75,Inverse Butterfly 1-2-1 (calls),4775.22,4676.51,4775.0,4720.0,4830.0,1640.0,17.72,11.23,74.3,1640.0,410.0,820.0,1230.0,WIN,expiration,1637.5,-1450.0,-90.0,350.0,-90.0,350.0,-90.0,350.0,-90.0,350.0
2022-01-07,2022-01-14,SPX,7,0.75,Inverse Butterfly 1-2-1 (calls),4703.29,4661.92,4705.0,4635.0,4775.0,1920.0,19.15,14.66,95.5,-772.0,480.0,960.0,-772.0,LOSS,expiration,1272.5,-2250.0,117.5,-282.5,117.5,-282.5,117.5,-282.5,117.5,-282.5
2022-01-14,2022-01-21,SPX,7,0.75,Inverse Butterfly 1-2-1 (calls),4659.03,4397.87,4660.0,4580.0,4740.0,2185.0,20.24,16.95,109.3,2185.0,546.25,1092.5,1638.75,WIN,expiration,2262.5,-1340.0,-367.5,-367.5,-367.5,-367.5,-367.5,-367.5,-367.5,-367.5
2022-01-21,2022-01-28,SPX,7,0.75,Inverse Butterfly 1-2-1 (calls),4450.74,4431.8,4450.0,4330.0,4570.0,3255.0,27.11,26.39,162.7,-6925.0,813.75,1627.5,-6925.0,LOSS,expiration,1965.0,-7840.0,500.0,270.0,500.0,270.0,500.0,270.0,500.0,270.0
2022-01-28,2022-02-04,SPX,7,0.75,Inverse Butterfly 1-2-1 (calls),4297.45,4499.81,4295.0,4150.0,4440.0,3805.0,31.85,32.81,195.2,3805.0,951.25,1902.5,2853.75,WIN,expiration,3735.0,-2240.0,1165.0,2390.0,951.25,951.25,1165.0,1902.5,1165.0,2853.75
2022-02-04,2022-02-11,SPX,7,0.75,Inverse Butterfly 1-2-1 (calls),4484.16,4416.86,4485.0,4380.0,4590.0,2895.0,24.54,22.69,140.9,-791.0,723.75,-791.0,-791.0,LOSS,expiration,825.0,-5300.0,-400.0,-1245.0,-400.0,-1245.0,-400.0,-1245.0,-400.0,-1245.0
2022-02-11,2022-02-18,SPX,7,0.75,Inverse Butterfly 1-2-1 (calls),4503.19,4348.67,4505.0,4405.0,4605.0,2885.0,24.25,21.68,135.2,2885.0,721.25,1442.5,2163.75,WIN,expiration,2882.5,-3230.0,2.5,-897.5,2.5,-897.5,2.5,-897.5,2.5,-897.5
2022-02-18,2022-02-25,SPX,7,0.75,Inverse Butterfly 1-2-1 (calls),4392.71,4288.7,4395.0,4285.0,4505.0,3025.0,27.85,23.86,145.1,2655.0,756.25,1512.5,2268.75,WIN,expiration,2735.0,-7515.0,-745.0,-745.0,-745.0,-745.0,-745.0,-745.0,-745.0,-745.0
2022-02-25,2022-03-04,SPX,7,0.75,Inverse Butterfly 1-2-1 (calls),4288.7,4363.49,4290.0,4170.0,4410.0,3485.0,29.85,27.43,162.9,-1166.0,871.25,-1166.0,-1166.0,LOSS,expiration,1105.0,-7565.0,805.0,580.0,871.25,871.25,805.0,580.0,805.0,580.0
2022-03-04,2022-03-11,SPX,7,0.75,Inverse Butterfly 1-2-1 (calls),4363.49,4203.91,4365.0,4270.0,4460.0,2145.0,32.94,20.87,126.1,2145.0,536.25,1072.5,1608.75,WIN,expiration,2150.0,-1050.0,-215.0,602.5,-215.0,536.25,-215.0,1072.5,-215.0,602.5
2022-03-11,2022-03-18,SPX,7,0.75,Inverse Butterfly 1-2-1 (calls),4274.69,4462.85,4275.0,4150.0,4400.0,3395.0,29.79,28.31,167.6,3395.0,848.75,1697.5,2546.25,WIN,expiration,3850.0,-4370.0,-640.0,-770.0,-640.0,-770.0,-640.0,-770.0,-640.0,-770.0
2022-03-18,2022-03-25,SPX,7,0.75,Inverse Butterfly 1-2-1 (calls),4407.41,4543.05,4405.0,4305.0,4505.0,3060.0,25.55,22.02,134.4,3060.0,765.0,1530.0,2295.0,WIN,expiration,3005.0,-1200.0,405.0,870.0,405.0,765.0,405.0,870.0,405.0,870.0
2022-03-25,2022-04-01,SPX,7,0.75,Inverse Butterfly 1-2-1 (calls),4525.13,4544.79,4525.0,4440.0,4610.0,2430.0,21.59,18.33,114.9,-4091.0,607.5,1215.0,-4091.0,LOSS,expiration,1345.0,-6135.0,5.0,855.0,5.0,607.5,5.0,1215.0,5.0,855.0
2022-04-01,2022-04-08,SPX,7,0.75,Inverse Butterfly 1-2-1 (calls),4537.52,4489.24,4540.0,4465.0,4615.0,2150.0,20.2,15.76,99.0,-274.0,537.5,-274.0,-274.0,LOSS,expiration,667.5,-3375.0,-310.0,-90.0,-310.0,-90.0,-310.0,-90.0,-310.0,-90.0
2022-04-08,2022-04-14,SPX,6,0.75,Inverse Butterfly 1-2-1 (calls),4476.48,4392.44,4475.0,4395.0,4555.0,2240.0,22.27,18.76,107.7,2240.0,560.0,1120.0,1680.0,WIN,expiration,2220.0,-2990.0,-20.0,-570.0,-20.0,-570.0,-20.0,-570.0,-20.0,-570.0
2022-04-22,2022-04-29,SPX,7,0.75,Inverse Butterfly 1-2-1 (calls),4355.15,4132.17,4355.0,4260.0,4450.0,2480.0,23.9,21.43,129.2,2480.0,620.0,1240.0,1860.0,WIN,expiration,2467.5,-1515.0,372.5,20.0,372.5,620.0,372.5,20.0,372.5,20.0
2022-04-29,2022-05-06,SPX,7,0.75,Inverse Butterfly 1-2-1 (calls),4267.85,4146.87,4270.0,4150.0,4390.0,3270.0,28.98,27.42,162.1,3270.0,817.5,1635.0,2452.5,WIN,expiration,3255.0,-4350.0,57.5,-107.5,57.5,817.5,57.5,-107.5,57.5,-107.5
2022-05-06,2022-05-13,SPX,7,0.75,Inverse Butterfly 1-2-1 (calls),4146.87,4023.56,4145.0,3915.0,4375.0,9430.0,35.09,53.31,306.1,-1426.0,2357.5,4715.0,7072.5,LOSS,expiration,7820.0,-2765.0,-687.5,-1165.0,-687.5,-1165.0,-687.5,-1165.0,-687.5,-1165.0
2022-05-13,2022-05-20,SPX,7,0.75,Inverse Butterfly 1-2-1 (calls),3993.95,3901.55,3995.0,3870.0,4120.0,3420.0,29.71,30.36,167.9,265.0,855.0,1710.0,2565.0,WIN,expiration,3082.5,-3175.0,-105.0,-245.0,-105.0,-245.0,-105.0,-245.0,-105.0,-245.0
2022-05-20,2022-05-27,SPX,7,0.75,Inverse Butterfly 1-2-1 (calls),3933.8,4158.34,3935.0,3820.0,4050.0,3195.0,28.22,28.42,154.8,3195.0,798.75,1597.5,2396.25,WIN,expiration,3205.0,-2760.0,-130.0,-565.0,-130.0,-565.0,-130.0,-565.0,-130.0,-565.0
2022-05-27,2022-06-03,SPX,7,0.75,Inverse Butterfly 1-2-1 (calls),4115.44,4108.23,4115.0,4015.0,4215.0,2885.0,26.13,22.9,130.5,-6438.0,-6438.0,-6438.0,-6438.0,LOSS,expiration,180.0,-7625.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0
2022-06-03,2022-06-10,SPX,7,0.75,Inverse Butterfly 1-2-1 (calls),4134.22,3900.16,4135.0,4035.0,4235.0,2845.0,25.29,23.24,133.1,2845.0,711.25,1422.5,2133.75,WIN,expiration,3032.5,-2620.0,-245.0,-645.0,-245.0,-645.0,-245.0,-645.0,-245.0,-645.0
2022-06-10,2022-06-17,SPX,7,0.75,Inverse Butterfly 1-2-1 (calls),3935.06,3673.63,3935.0,3810.0,4060.0,3220.0,27.92,30.32,165.2,3220.0,805.0,1610.0,2415.0,WIN,expiration,3220.0,-2305.0,290.0,670.0,290.0,805.0,290.0,1610.0,290.0,670.0
2022-06-17,2022-06-24,SPX,7,0.75,Inverse Butterfly 1-2-1 (calls),3698.69,3912.21,3700.0,3580.0,3820.0,3590.0,31.44,30.76,157.6,3590.0,897.5,1795.0,2692.5,WIN,expiration,3580.0,-2540.0,-125.0,-125.0,-125.0,-125.0,-125.0,-125.0,-125.0,-125.0
2022-06-24,2022-07-01,SPX,7,0.75,Inverse Butterfly 1-2-1 (calls),3852.1,3825.03,3850.0,3740.0,3960.0,3550.0,28.4,27.47,146.6,-4953.0,-4953.0,-4953.0,-4953.0,LOSS,expiration,817.5,-6830.0,255.0,645.0,255.0,645.0,255.0,645.0,255.0,645.0
2022-07-01,2022-07-08,SPX,7,0.75,Inverse Butterfly 1-2-1 (calls),3800.64,3899.18,3800.0,3705.0,3895.0,2750.0,27.94,24.53,129.1,2750.0,687.5,1375.0,2062.5,WIN,expiration,2615.0,-4540.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0
2022-07-08,2022-07-15,SPX,7,0.75,Inverse Butterfly 1-2-1 (calls),3874.9,3861.56,3875.0,3780.0,3970.0,2705.0,25.76,23.18,124.4,-5451.0,676.25,1352.5,-5451.0,LOSS,expiration,1745.0,-6240.0,-185.0,-510.0,-185.0,-510.0,-185.0,-510.0,-185.0,-510.0
2022-07-15,2022-07-22,SPX,7,0.75,Inverse Butterfly 1-2-1 (calls),3826.81,3962.24,3825.0,3730.0,3920.0,2650.0,25.31,23.49,124.5,2650.0,662.5,1325.0,1987.5,WIN,expiration,2620.0,-3450.0,360.0,45.0,360.0,662.5,360.0,1325.0,360.0,45.0
2022-07-22,2022-07-29,SPX,7,0.75,Inverse Butterfly 1-2-1 (calls),3991.17,4130.48,3990.0,3895.0,4085.0,2750.0,23.25,23.07,127.5,2750.0,687.5,1375.0,2062.5,WIN,expiration,2740.0,-3310.0,-265.0,-447.5,-265.0,-447.5,-265.0,-447.5,-265.0,-447.5
2022-08-05,2022-08-12,SPX,7,0.75,Inverse Butterfly 1-2-1 (calls),4131.1,4279.35,4130.0,4045.0,4215.0,2540.0,21.7,19.85,113.6,2540.0,635.0,1270.0,1905.0,WIN,expiration,2680.0,-970.0,370.0,-325.0,370.0,-325.0,370.0,-325.0,370.0,-325.0
2022-08-12,2022-08-19,SPX,7,0.75,Inverse Butterfly 1-2-1 (calls),4234.43,4228.37,4235.0,4170.0,4300.0,2020.0,19.84,15.12,88.7,-3817.0,505.0,-3817.0,-3817.0,LOSS,expiration,980.0,-5405.0,365.0,530.0,505.0,505.0,365.0,530.0,365.0,530.0
2022-08-19,2022-08-26,SPX,7,0.75,Inverse Butterfly 1-2-1 (calls),4237.6,4058.29,4240.0,4160.0,4320.0,2290.0,20.72,17.67,103.7,2290.0,572.5,1145.0,1717.5,WIN,expiration,2302.5,-1230.0,165.0,445.0,165.0,572.5,165.0,445.0,165.0,445.0
2022-08-26,2022-09-02,SPX,7,0.75,Inverse Butterfly 1-2-1 (calls),4197.3,3925.29,4195.0,4105.0,4285.0,2475.0,22.06,20.93,121.7,2475.0,618.75,1237.5,1856.25,WIN,expiration,2485.0,-1020.0,1175.0,1597.5,618.75,618.75,1175.0,1237.5,1175.0,1856.25
2022-09-02,2022-09-09,SPX,7,0.75,Inverse Butterfly 1-2-1 (calls),3983.57,4067.62,3985.0,3905.0,4065.0,2205.0,24.16,19.74,108.9,2205.0,551.25,1102.5,1653.75,WIN,expiration,2137.5,-2305.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
2022-09-09,2022-09-16,SPX,7,0.75,Inverse Butterfly 1-2-1 (calls),4045.35,3872.56,4045.0,3950.0,4140.0,2990.0,22.91,22.02,123.4,2990.0,747.5,1495.0,2242.5,WIN,expiration,2985.0,-780.0,505.0,-275.0,505.0,747.5,505.0,-275.0,505.0,-275.0
