trade_date,exp_date,underlying,dte_entry,width_sigma,structure,spot_entry,spot_exit,call_atm,call_lo,call_up,total_credit,vix_entry,iv_atm_pct,expected_move,pnl_usd,pnl_tp25,pnl_tp50,pnl_tp75,result,exit_method,mfe,mae,pnl_exit5,pnl_exit3,pnl_tp25_exit5,pnl_tp25_exit3,pnl_tp50_exit5,pnl_tp50_exit3,pnl_tp75_exit5,pnl_tp75_exit3
2021-03-19,2021-03-26,SPX,7,0.40,Inverse Butterfly 1-2-1 (calls),3900.36,3974.28,3900.0,3860.0,3940.0,730.0,22.34,17.88,96.6,730.0,182.5,730.0,730.0,WIN,expiration,210.0,-7340.0,-20.0,25.0,-20.0,182.5,-20.0,25.0,-20.0,25.0
2021-03-26,2021-04-01,SPX,6,0.40,Inverse Butterfly 1-2-1 (calls),3927.31,4019.79,3925.0,3900.0,3950.0,350.0,18.98,13.2,66.5,350.0,87.5,175.0,262.5,WIN,expiration,365.0,-1700.0,185.0,85.0,87.5,87.5,175.0,175.0,185.0,262.5
2021-04-09,2021-04-16,SPX,7,0.40,Inverse Butterfly 1-2-1 (calls),4103.29,4184.71,4105.0,4080.0,4130.0,445.0,17.14,11.44,65.0,445.0,111.25,222.5,333.75,WIN,expiration,475.0,-1240.0,40.0,80.0,40.0,111.25,40.0,80.0,40.0,80.0
2021-04-16,2021-04-23,SPX,7,0.40,Inverse Butterfly 1-2-1 (calls),4173.23,4179.49,4175.0,4150.0,4200.0,420.0,16.77,11.61,67.1,-1631.0,-1631.0,-1631.0,-1631.0,LOSS,expiration,40.0,-2265.0,-65.0,-85.0,-65.0,-85.0,-65.0,-85.0,-65.0,-85.0
2021-04-23,2021-04-30,SPX,7,0.40,Inverse Butterfly 1-2-1 (calls),4153.09,4181.81,4155.0,4125.0,4185.0,480.0,18.03,13.43,77.2,161.0,120.0,240.0,360.0,WIN,expiration,390.0,-1090.0,110.0,40.0,120.0,120.0,110.0,240.0,110.0,40.0
2021-04-30,2021-05-07,SPX,7,0.40,Inverse Butterfly 1-2-1 (calls),4196.6,4231.53,4195.0,4165.0,4225.0,385.0,17.98,12.26,71.2,385.0,96.25,192.5,288.75,WIN,expiration,350.0,-2050.0,-185.0,-182.5,-185.0,-182.5,-185.0,-182.5,-185.0,-182.5
2021-05-07,2021-05-14,SPX,7,0.40,Inverse Butterfly 1-2-1 (calls),4219.5,4172.9,4220.0,4195.0,4245.0,435.0,18.02,11.48,67.1,435.0,108.75,217.5,326.25,WIN,expiration,432.5,-1200.0,5.0,87.5,108.75,108.75,5.0,87.5,5.0,87.5
2021-05-14,2021-05-21,SPX,7,0.40,Inverse Butterfly 1-2-1 (calls),4156.78,4156.18,4155.0,4120.0,4190.0,345.0,19.7,15.62,89.9,-3037.0,-3037.0,-3037.0,-3037.0,LOSS,expiration,0.0,-3965.0,-250.0,-315.0,-250.0,-315.0,-250.0,-315.0,-250.0,-315.0
2021-05-21,2021-05-28,SPX,7,0.40,Inverse Butterfly 1-2-1 (calls),4188.5,4204.6,4190.0,4160.0,4220.0,495.0,19.92,13.59,78.8,-1045.0,-1045.0,-1045.0,-1045.0,LOSS,expiration,0.0,-1875.0,-185.0,-165.0,-185.0,-165.0,-185.0,-165.0,-185.0,-165.0
2021-05-28,2021-06-04,SPX,7,0.40,Inverse Butterfly 1-2-1 (calls),4215.32,4229.55,4215.0,4195.0,4235.0,355.0,16.49,9.62,56.2,-190.0,88.75,177.5,266.25,LOSS,expiration,357.5,-1710.0,-290.0,-290.0,-290.0,-290.0,-290.0,-290.0,-290.0,-290.0
2021-06-04,2021-06-11,SPX,7,0.40,Inverse Butterfly 1-2-1 (calls),4217.1,4247.4,4215.0,4190.0,4240.0,445.0,16.65,10.83,63.3,445.0,111.25,222.5,333.75,WIN,expiration,615.0,-770.0,0.0,-90.0,0.0,-90.0,0.0,-90.0,0.0,-90.0
2021-06-11,2021-06-18,SPX,7,0.40,Inverse Butterfly 1-2-1 (calls),4243.32,4165.59,4245.0,4220.0,4270.0,540.0,15.43,9.74,57.2,540.0,135.0,270.0,405.0,WIN,expiration,545.0,-1200.0,5.0,60.0,5.0,135.0,5.0,60.0,5.0,60.0
2021-06-18,2021-06-25,SPX,7,0.40,Inverse Butterfly 1-2-1 (calls),4188.86,4280.68,4190.0,4155.0,4225.0,535.0,19.52,15.49,89.9,535.0,133.75,267.5,401.25,WIN,expiration,535.0,-1710.0,-65.0,-125.0,-65.0,133.75,-65.0,-125.0,-65.0,-125.0
2021-06-25,2021-07-02,SPX,7,0.40,Inverse Butterfly 1-2-1 (calls),4274.57,4352.38,4275.0,4255.0,4295.0,390.0,15.71,8.42,49.8,390.0,97.5,195.0,292.5,WIN,expiration,400.0,-2040.0,-0.0,70.0,97.5,97.5,-0.0,70.0,-0.0,70.0
2021-07-02,2021-07-09,SPX,7,0.40,Inverse Butterfly 1-2-1 (calls),4333.06,4369.36,4335.0,4320.0,4350.0,265.0,14.52,6.87,41.2,265.0,66.25,132.5,198.75,WIN,expiration,415.0,-1420.0,15.0,15.0,66.25,66.25,15.0,15.0,15.0,15.0
2021-07-09,2021-07-16,SPX,7,0.40,Inverse Butterfly 1-2-1 (calls),4349.82,4326.81,4350.0,4325.0,4375.0,445.0,16.97,10.81,65.1,264.0,111.25,222.5,264.0,WIN,expiration,275.0,-1220.0,95.0,130.0,95.0,111.25,95.0,130.0,95.0,130.0
2021-07-16,2021-07-23,SPX,7,0.40,Inverse Butterfly 1-2-1 (calls),4365.01,4411.1,4365.0,4340.0,4390.0,435.0,16.42,10.5,63.5,435.0,108.75,217.5,326.25,WIN,expiration,465.0,-920.0,230.0,130.0,108.75,108.75,217.5,217.5,230.0,130.0
2021-07-23,2021-07-30,SPX,7,0.40,Inverse Butterfly 1-2-1 (calls),4382.7,4395.97,4385.0,4360.0,4410.0,435.0,17.21,10.13,61.5,-968.0,108.75,-968.0,-968.0,LOSS,expiration,215.0,-1500.0,125.0,90.0,108.75,108.75,125.0,90.0,125.0,90.0
2021-07-30,2021-08-06,SPX,7,0.40,Inverse Butterfly 1-2-1 (calls),4406.6,4436.2,4405.0,4375.0,4435.0,485.0,17.89,11.81,72.1,485.0,121.25,242.5,363.75,WIN,expiration,420.0,-1030.0,290.0,-215.0,121.25,121.25,242.5,242.5,290.0,-215.0
2021-08-06,2021-08-13,SPX,7,0.40,Inverse Butterfly 1-2-1 (calls),4431.13,4467.97,4430.0,4405.0,4455.0,470.0,16.94,10.05,61.7,470.0,117.5,235.0,352.5,WIN,expiration,495.0,-770.0,-85.0,-150.0,-85.0,-150.0,-85.0,-150.0,-85.0,-150.0
2021-08-13,2021-08-20,SPX,7,0.40,Inverse Butterfly 1-2-1 (calls),4464.73,4400.27,4465.0,4445.0,4485.0,635.0,15.33,7.36,45.5,635.0,158.75,317.5,476.25,WIN,expiration,630.0,-480.0,215.0,245.0,158.75,158.75,215.0,317.5,215.0,245.0
2021-08-20,2021-08-27,SPX,7,0.40,Inverse Butterfly 1-2-1 (calls),4400.27,4508.71,4400.0,4375.0,4425.0,185.0,21.57,11.1,67.7,185.0,46.25,92.5,138.75,WIN,expiration,375.0,-1590.0,85.0,375.0,46.25,46.25,85.0,92.5,85.0,138.75
2021-08-27,2021-09-03,SPX,7,0.40,Inverse Butterfly 1-2-1 (calls),4484.57,4535.22,4485.0,4455.0,4515.0,290.0,17.59,11.19,69.5,290.0,72.5,145.0,217.5,WIN,expiration,340.0,-2120.0,-135.0,-15.0,-135.0,-15.0,-135.0,-15.0,-135.0,-15.0
2021-09-03,2021-09-10,SPX,7,0.40,Inverse Butterfly 1-2-1 (calls),4529.59,4459.16,4530.0,4510.0,4550.0,360.0,16.6,8.11,50.9,360.0,90.0,180.0,270.0,WIN,expiration,360.0,-1520.0,-60.0,-60.0,-60.0,-60.0,-60.0,-60.0,-60.0,-60.0
2021-09-10,2021-09-17,SPX,7,0.40,Inverse Butterfly 1-2-1 (calls),4502.2,4433.19,4500.0,4470.0,4530.0,515.0,17.69,11.75,73.2,515.0,128.75,257.5,386.25,WIN,expiration,512.5,-575.0,-135.0,-202.5,-135.0,-202.5,-135.0,-202.5,-135.0,-202.5
2021-09-17,2021-09-24,SPX,7,0.40,Inverse Butterfly 1-2-1 (calls),4451.54,4455.58,4450.0,4415.0,4485.0,535.0,19.5,14.65,90.3,-2407.0,133.75,-2407.0,-2407.0,LOSS,expiration,225.0,-3195.0,-65.0,-122.5,-65.0,133.75,-65.0,-122.5,-65.0,-122.5
2021-09-24,2021-10-01,SPX,7,0.40,Inverse Butterfly 1-2-1 (calls),4452.18,4355.01,4450.0,4415.0,4485.0,670.0,18.68,13.47,83.1,670.0,167.5,335.0,502.5,WIN,expiration,672.5,-560.0,-200.0,-177.5,-200.0,167.5,-200.0,-177.5,-200.0,-177.5
2021-10-01,2021-10-08,SPX,7,0.40,Inverse Butterfly 1-2-1 (calls),4309.7,4390.96,4310.0,4260.0,4360.0,735.0,22.91,20.24,120.8,735.0,183.75,367.5,551.25,WIN,expiration,795.0,-4410.0,40.0,705.0,40.0,183.75,40.0,367.5,40.0,551.25
2021-10-08,2021-10-15,SPX,7,0.40,Inverse Butterfly 1-2-1 (calls),4398.49,4471.01,4400.0,4365.0,4435.0,535.0,18.92,14.78,90.0,535.0,133.75,267.5,401.25,WIN,expiration,955.0,-1230.0,-50.0,-205.0,-50.0,-205.0,-50.0,-205.0,-50.0,-205.0
2021-10-15,2021-10-22,SPX,7,0.40,Inverse Butterfly 1-2-1 (calls),4465.65,4545.08,4465.0,4440.0,4490.0,435.0,15.9,10.78,66.7,435.0,108.75,217.5,326.25,WIN,expiration,775.0,-2000.0,0.0,145.0,0.0,108.75,0.0,217.5,0.0,145.0
2021-10-22,2021-10-29,SPX,7,0.40,Inverse Butterfly 1-2-1 (calls),4552.15,4604.75,4550.0,4525.0,4575.0,465.0,15.06,9.74,61.4,465.0,116.25,232.5,348.75,WIN,expiration,735.0,-1420.0,-40.0,290.0,-40.0,116.25,-40.0,232.5,-40.0,290.0
2021-10-29,2021-11-05,SPX,7,0.40,Inverse Butterfly 1-2-1 (calls),4585.1,4696.4,4585.0,4550.0,4620.0,640.0,17.06,12.87,81.7,640.0,160.0,320.0,480.0,WIN,expiration,645.0,-2310.0,95.0,130.0,95.0,160.0,95.0,130.0,95.0,130.0
2021-11-05,2021-11-12,SPX,7,0.40,Inverse Butterfly 1-2-1 (calls),4713.96,4682.96,4715.0,4690.0,4740.0,440.0,15.07,9.39,61.3,440.0,110.0,220.0,330.0,WIN,expiration,437.5,-430.0,-70.0,-25.0,-70.0,-25.0,-70.0,-25.0,-70.0,-25.0
2021-11-12,2021-11-19,SPX,7,0.40,Inverse Butterfly 1-2-1 (calls),4653.64,4697.95,4655.0,4625.0,4685.0,510.0,17.08,11.06,71.3,510.0,127.5,255.0,382.5,WIN,expiration,750.0,-1340.0,110.0,120.0,127.5,127.5,110.0,120.0,110.0,120.0
2021-11-19,2021-11-26,SPX,7,0.40,Inverse Butterfly 1-2-1 (calls),4710.65,4596.63,4710.0,4685.0,4735.0,425.0,17.87,9.91,64.7,425.0,106.25,212.5,318.75,WIN,expiration,420.0,-1110.0,5.0,-135.0,5.0,-135.0,5.0,-135.0,5.0,-135.0
2021-11-26,2021-12-03,SPX,7,0.40,Inverse Butterfly 1-2-1 (calls),4624.37,4577.1,4625.0,4570.0,4680.0,730.0,25.77,21.3,136.4,20.0,182.5,365.0,547.5,WIN,expiration,727.5,-6270.0,-365.0,-840.0,-365.0,-840.0,-365.0,-840.0,-365.0,-840.0
2021-12-03,2021-12-10,SPX,7,0.40,Inverse Butterfly 1-2-1 (calls),4577.1,4711.65,4575.0,4505.0,4645.0,1220.0,28.99,28.15,178.4,1220.0,305.0,610.0,915.0,WIN,expiration,1555.0,-5540.0,-190.0,505.0,-190.0,305.0,-190.0,610.0,-190.0,505.0
2021-12-10,2021-12-17,SPX,7,0.40,Inverse Butterfly 1-2-1 (calls),4687.31,4620.26,4685.0,4645.0,4725.0,770.0,20.18,15.31,99.4,770.0,192.5,385.0,577.5,WIN,expiration,767.5,-1640.0,75.0,-45.0,75.0,-45.0,75.0,-45.0,75.0,-45.0
2021-12-17,2021-12-23,SPX,6,0.40,Inverse Butterfly 1-2-1 (calls),4624.26,4725.29,4625.0,4580.0,4670.0,655.0,22.2,19.4,115.0,655.0,163.75,327.5,491.25,WIN,expiration,665.0,-1910.0,-40.0,-165.0,-40.0,-165.0,-40.0,-165.0,-40.0,-165.0
2021-12-31,2022-01-07,SPX,7,0.40,Inverse Butterfly 1-2-1 (calls),4775.22,4676.51,4775.0,4745.0,4805.0,475.0,17.72,11.23,74.3,475.0,118.75,237.5,356.25,WIN,expiration,472.5,-1690.0,-70.0,75.0,-70.0,75.0,-70.0,75.0,-70.0,75.0
2022-01-07,2022-01-14,SPX,7,0.40,Inverse Butterfly 1-2-1 (calls),4703.29,4661.92,4705.0,4665.0,4745.0,615.0,19.15,14.66,95.5,615.0,153.75,307.5,461.25,WIN,expiration,590.0,-1120.0,-17.5,-150.0,-17.5,-150.0,-17.5,-150.0,-17.5,-150.0
2022-01-14,2022-01-21,SPX,7,0.40,Inverse Butterfly 1-2-1 (calls),4659.03,4397.87,4660.0,4615.0,4705.0,715.0,20.24,16.95,109.3,715.0,178.75,357.5,536.25,WIN,expiration,787.5,-560.0,-160.0,-160.0,-160.0,-160.0,-160.0,-160.0,-160.0,-160.0
2022-01-21,2022-01-28,SPX,7,0.40,Inverse Butterfly 1-2-1 (calls),4450.74,4431.8,4450.0,4385.0,4515.0,955.0,27.11,26.39,162.7,-3725.0,238.75,477.5,716.25,LOSS,expiration,737.5,-4600.0,120.0,25.0,120.0,25.0,120.0,25.0,120.0,25.0
2022-01-28,2022-02-04,SPX,7,0.40,Inverse Butterfly 1-2-1 (calls),4297.45,4499.81,4295.0,4215.0,4375.0,1155.0,31.85,32.81,195.2,1155.0,288.75,577.5,866.25,WIN,expiration,1155.0,-3330.0,360.0,865.0,288.75,288.75,360.0,577.5,360.0,866.25
2022-02-04,2022-02-11,SPX,7,0.40,Inverse Butterfly 1-2-1 (calls),4484.16,4416.86,4485.0,4430.0,4540.0,815.0,24.54,22.69,140.9,815.0,203.75,407.5,611.25,WIN,expiration,790.0,-2430.0,-130.0,-400.0,-130.0,-400.0,-130.0,-400.0,-130.0,-400.0
2022-02-11,2022-02-18,SPX,7,0.40,Inverse Butterfly 1-2-1 (calls),4503.19,4348.67,4505.0,4450.0,4560.0,855.0,24.25,21.68,135.2,855.0,213.75,427.5,641.25,WIN,expiration,840.0,-1245.0,-80.0,-395.0,-80.0,-395.0,-80.0,-395.0,-80.0,-395.0
2022-02-18,2022-02-25,SPX,7,0.40,Inverse Butterfly 1-2-1 (calls),4392.71,4288.7,4395.0,4335.0,4455.0,895.0,27.85,23.86,145.1,895.0,223.75,447.5,671.25,WIN,expiration,857.5,-4625.0,-250.0,-250.0,-250.0,-250.0,-250.0,-250.0,-250.0,-250.0
2022-02-25,2022-03-04,SPX,7,0.40,Inverse Butterfly 1-2-1 (calls),4288.7,4363.49,4290.0,4225.0,4355.0,1000.0,29.85,27.43,162.9,1000.0,250.0,500.0,1000.0,WIN,expiration,575.0,-4005.0,285.0,100.0,250.0,250.0,285.0,500.0,285.0,100.0
2022-03-04,2022-03-11,SPX,7,0.40,Inverse Butterfly 1-2-1 (calls),4363.49,4203.91,4365.0,4315.0,4415.0,605.0,32.94,20.87,126.1,605.0,151.25,302.5,453.75,WIN,expiration,605.0,-540.0,-70.0,162.5,-70.0,151.25,-70.0,302.5,-70.0,162.5
2022-03-11,2022-03-18,SPX,7,0.40,Inverse Butterfly 1-2-1 (calls),4274.69,4462.85,4275.0,4210.0,4340.0,935.0,29.79,28.31,167.6,935.0,233.75,467.5,701.25,WIN,expiration,1210.0,-4910.0,-240.0,-280.0,-240.0,-280.0,-240.0,-280.0,-240.0,-280.0
2022-03-18,2022-03-25,SPX,7,0.40,Inverse Butterfly 1-2-1 (calls),4407.41,4543.05,4405.0,4350.0,4460.0,915.0,25.55,22.02,134.4,915.0,228.75,457.5,686.25,WIN,expiration,915.0,-2830.0,105.0,260.0,105.0,228.75,105.0,457.5,105.0,260.0
2022-03-25,2022-04-01,SPX,7,0.40,Inverse Butterfly 1-2-1 (calls),4525.13,4544.79,4525.0,4480.0,4570.0,690.0,21.59,18.33,114.9,-1831.0,172.5,345.0,517.5,LOSS,expiration,595.0,-3455.0,30.0,290.0,30.0,172.5,30.0,345.0,30.0,517.5
2022-04-01,2022-04-08,SPX,7,0.40,Inverse Butterfly 1-2-1 (calls),4537.52,4489.24,4540.0,4500.0,4580.0,620.0,20.2,15.76,99.0,620.0,155.0,310.0,465.0,WIN,expiration,617.5,-1570.0,-85.0,55.0,-85.0,55.0,-85.0,55.0,-85.0,55.0
2022-04-08,2022-04-14,SPX,6,0.40,Inverse Butterfly 1-2-1 (calls),4476.48,4392.44,4475.0,4430.0,4520.0,700.0,22.27,18.76,107.7,700.0,175.0,350.0,525.0,WIN,expiration,705.0,-1260.0,-20.0,-220.0,-20.0,-220.0,-20.0,-220.0,-20.0,-220.0
2022-04-22,2022-04-29,SPX,7,0.40,Inverse Butterfly 1-2-1 (calls),4355.15,4132.17,4355.0,4305.0,4405.0,670.0,23.9,21.43,129.2,670.0,167.5,335.0,502.5,WIN,expiration,675.0,-635.0,40.0,-50.0,40.0,167.5,40.0,-50.0,40.0,-50.0
2022-04-29,2022-05-06,SPX,7,0.40,Inverse Butterfly 1-2-1 (calls),4267.85,4146.87,4270.0,4205.0,4335.0,1025.0,28.98,27.42,162.1,1025.0,256.25,512.5,768.75,WIN,expiration,1017.5,-2140.0,-85.0,-15.0,-85.0,256.25,-85.0,-15.0,-85.0,-15.0
2022-05-06,2022-05-13,SPX,7,0.40,Inverse Butterfly 1-2-1 (calls),4146.87,4023.56,4145.0,4025.0,4265.0,2710.0,35.09,53.31,306.1,2710.0,677.5,1355.0,2032.5,WIN,expiration,2675.0,-1360.0,-295.0,-475.0,-295.0,-475.0,-295.0,-475.0,-295.0,-475.0
2022-05-13,2022-05-20,SPX,7,0.40,Inverse Butterfly 1-2-1 (calls),3993.95,3901.55,3995.0,3930.0,4060.0,940.0,29.71,30.36,167.9,940.0,235.0,470.0,705.0,WIN,expiration,935.0,-1840.0,-20.0,-5.0,-20.0,-5.0,-20.0,-5.0,-20.0,-5.0
2022-05-20,2022-05-27,SPX,7,0.40,Inverse Butterfly 1-2-1 (calls),3933.8,4158.34,3935.0,3875.0,3995.0,895.0,28.22,28.42,154.8,895.0,223.75,447.5,671.25,WIN,expiration,975.0,-3620.0,-45.0,-185.0,-45.0,-185.0,-45.0,-185.0,-45.0,-185.0
2022-05-27,2022-06-03,SPX,7,0.40,Inverse Butterfly 1-2-1 (calls),4115.44,4108.23,4115.0,4065.0,4165.0,785.0,26.13,22.9,130.5,-3538.0,-3538.0,-3538.0,-3538.0,LOSS,expiration,100.0,-4610.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0
2022-06-03,2022-06-10,SPX,7,0.40,Inverse Butterfly 1-2-1 (calls),4134.22,3900.16,4135.0,4080.0,4190.0,885.0,25.29,23.24,133.1,885.0,221.25,442.5,663.75,WIN,expiration,1060.0,-1450.0,-85.0,-250.0,-85.0,-250.0,-85.0,-250.0,-85.0,-250.0
2022-06-10,2022-06-17,SPX,7,0.40,Inverse Butterfly 1-2-1 (calls),3935.06,3673.63,3935.0,3870.0,4000.0,780.0,27.92,30.32,165.2,780.0,195.0,390.0,585.0,WIN,expiration,775.0,-2510.0,-50.0,75.0,-50.0,195.0,-50.0,390.0,-50.0,75.0
2022-06-17,2022-06-24,SPX,7,0.40,Inverse Butterfly 1-2-1 (calls),3698.69,3912.21,3700.0,3635.0,3765.0,1095.0,31.44,30.76,157.6,1095.0,273.75,547.5,821.25,WIN,expiration,1090.0,-2830.0,-35.0,-35.0,-35.0,-35.0,-35.0,-35.0,-35.0,-35.0
2022-06-24,2022-07-01,SPX,7,0.40,Inverse Butterfly 1-2-1 (calls),3852.1,3825.03,3850.0,3790.0,3910.0,1325.0,28.4,27.47,146.6,-2178.0,331.25,662.5,-2178.0,LOSS,expiration,950.0,-3995.0,365.0,445.0,331.25,331.25,365.0,445.0,365.0,445.0
2022-07-01,2022-07-08,SPX,7,0.40,Inverse Butterfly 1-2-1 (calls),3800.64,3899.18,3800.0,3750.0,3850.0,820.0,27.94,24.53,129.1,820.0,205.0,410.0,615.0,WIN,expiration,1050.0,-5520.0,20.0,20.0,205.0,205.0,20.0,20.0,20.0,20.0
2022-07-08,2022-07-15,SPX,7,0.40,Inverse Butterfly 1-2-1 (calls),3874.9,3861.56,3875.0,3825.0,3925.0,775.0,25.76,23.18,124.4,-2881.0,193.75,387.5,581.25,LOSS,expiration,585.0,-3485.0,-45.0,-140.0,-45.0,-140.0,-45.0,-140.0,-45.0,-140.0
2022-07-15,2022-07-22,SPX,7,0.40,Inverse Butterfly 1-2-1 (calls),3826.81,3962.24,3825.0,3775.0,3875.0,740.0,25.31,23.49,124.5,740.0,185.0,370.0,555.0,WIN,expiration,740.0,-4750.0,90.0,45.0,90.0,185.0,90.0,45.0,90.0,45.0
2022-07-22,2022-07-29,SPX,7,0.40,Inverse Butterfly 1-2-1 (calls),3991.17,4130.48,3990.0,3940.0,4040.0,780.0,23.25,23.07,127.5,780.0,195.0,390.0,585.0,WIN,expiration,870.0,-3820.0,-90.0,-160.0,-90.0,-160.0,-90.0,-160.0,-90.0,-160.0
2022-07-29,2022-08-05,SPX,7,0.40,Inverse Butterfly 1-2-1 (calls),4102.69,4144.66,4105.0,4065.0,4145.0,505.0,21.72,18.52,105.2,471.0,126.25,252.5,378.75,WIN,expiration,462.5,-2065.0,-160.0,-240.0,-160.0,-240.0,-160.0,-240.0,-160.0,-240.0
2022-08-05,2022-08-12,SPX,7,0.40,Inverse Butterfly 1-2-1 (calls),4131.1,4279.35,4130.0,4085.0,4175.0,735.0,21.7,19.85,113.6,735.0,183.75,367.5,551.25,WIN,expiration,735.0,-2270.0,130.0,-90.0,130.0,-90.0,130.0,-90.0,130.0,-90.0
2022-08-12,2022-08-19,SPX,7,0.40,Inverse Butterfly 1-2-1 (calls),4234.43,4228.37,4235.0,4200.0,4270.0,715.0,19.84,15.12,88.7,-2122.0,178.75,357.5,-2122.0,LOSS,expiration,460.0,-3805.0,210.0,280.0,178.75,178.75,210.0,357.5,210.0,280.0
2022-08-19,2022-08-26,SPX,7,0.40,Inverse Butterfly 1-2-1 (calls),4237.6,4058.29,4240.0,4200.0,4280.0,605.0,20.72,17.67,103.7,605.0,151.25,302.5,453.75,WIN,expiration,617.5,-370.0,50.0,142.5,50.0,151.25,50.0,142.5,50.0,142.5
2022-08-26,2022-09-02,SPX,7,0.40,Inverse Butterfly 1-2-1 (calls),4197.3,3925.29,4195.0,4145.0,4245.0,825.0,22.06,20.93,121.7,825.0,206.25,412.5,618.75,WIN,expiration,835.0,-930.0,445.0,585.0,206.25,206.25,412.5,412.5,445.0,618.75
2022-09-02,2022-09-09,SPX,7,0.40,Inverse Butterfly 1-2-1 (calls),3983.57,4067.62,3985.0,3940.0,4030.0,715.0,24.16,19.74,108.9,715.0,178.75,357.5,536.25,WIN,expiration,745.0,-1090.0,-25.0,-25.0,-25.0,-25.0,-25.0,-25.0,-25.0,-25.0
2022-09-09,2022-09-16,SPX,7,0.40,Inverse Butterfly 1-2-1 (calls),4045.35,3872.56,4045.0,3995.0,4095.0,900.0,22.91,22.02,123.4,900.0,225.0,450.0,675.0,WIN,expiration,915.0,-770.0,165.0,-105.0,165.0,225.0,165.0,-105.0,165.0,-105.0
2022-09-16,2022-09-23,SPX,7,0.40,Inverse Butterfly 1-2-1 (calls),3840.48,3695.23,3840.0,3775.0,3905.0,1005.0,28.34,29.75,158.2,1005.0,251.25,502.5,753.75,WIN,expiration,990.0,-2790.0,-5.0,-50.0,-5.0,-50.0,-5.0,-50.0,-5.0,-50.0
