trade_date,exp_date,underlying,dte_entry,width_sigma,structure,spot_entry,spot_exit,call_atm,call_lo,call_up,total_credit,vix_entry,iv_atm_pct,expected_move,pnl_usd,pnl_tp25,pnl_tp50,pnl_tp75,result,exit_method,mfe,mae,pnl_exit21,pnl_exit14,pnl_exit10,pnl_exit7,pnl_exit5,pnl_exit3
2022-02-18,2022-03-18,SPX,28,0.15,Inverse Butterfly 1-2-1 (calls),4392.71,4462.85,4395.0,4355.0,4435.0,205.0,27.85,22.84,277.8,205.0,95.0,205.0,205.0,WIN,expiration,95.0,-3510.0,-70.0,-80.0,-65.0,-175.0,-45.0,-10.0
2022-02-25,2022-03-25,SPX,28,0.15,Inverse Butterfly 1-2-1 (calls),4288.7,4543.05,4290.0,4245.0,4335.0,275.0,29.85,25.32,300.8,275.0,90.0,190.0,480.0,WIN,expiration,480.0,-3730.0,125.0,-90.0,-185.0,15.0,80.0,155.0
2022-03-04,2022-04-01,SPX,28,0.15,Inverse Butterfly 1-2-1 (calls),4363.49,4544.79,4365.0,4325.0,4405.0,185.0,32.94,22.68,274.1,185.0,55.0,205.0,205.0,WIN,expiration,330.0,-3800.0,-105.0,-170.0,-20.0,205.0,50.0,180.0
2022-03-11,2022-04-08,SPX,28,0.15,Inverse Butterfly 1-2-1 (calls),4274.69,4489.24,4275.0,4230.0,4320.0,255.0,29.79,25.61,303.2,255.0,65.0,190.0,255.0,WIN,expiration,520.0,-6130.0,190.0,25.0,190.0,105.0,255.0,255.0
2022-03-18,2022-04-14,SPX,27,0.15,Inverse Butterfly 1-2-1 (calls),4407.41,4392.44,4405.0,4365.0,4445.0,290.0,25.55,21.8,261.3,-2454.0,215.0,215.0,320.0,LOSS,expiration,320.0,-3425.0,90.0,150.0,195.0,80.0,-5.0,-175.0
2022-03-25,2022-04-22,SPX,28,0.15,Inverse Butterfly 1-2-1 (calls),4525.13,4272.28,4525.0,4490.0,4560.0,120.0,21.59,17.98,225.3,120.0,60.0,60.0,130.0,WIN,expiration,130.0,-3900.0,-210.0,-210.0,-350.0,-145.0,-127.5,-290.0
2022-04-01,2022-04-29,SPX,28,0.15,Inverse Butterfly 1-2-1 (calls),4537.52,4132.17,4540.0,4510.0,4570.0,175.0,20.2,16.42,206.4,175.0,205.0,205.0,205.0,WIN,expiration,205.0,-2220.0,-120.0,-90.0,-120.0,-27.5,162.5,165.0
2022-04-08,2022-05-06,SPX,28,0.15,Inverse Butterfly 1-2-1 (calls),4476.48,4146.87,4475.0,4440.0,4510.0,195.0,22.27,19.12,237.0,195.0,50.0,102.5,155.0,WIN,expiration,205.0,-2110.0,-50.0,-160.0,25.0,-115.0,170.0,167.5
2022-04-22,2022-05-20,SPX,28,0.15,Inverse Butterfly 1-2-1 (calls),4355.15,3901.55,4355.0,4315.0,4395.0,205.0,23.9,21.48,259.1,205.0,60.0,105.0,157.5,WIN,expiration,207.5,-1750.0,-90.0,-240.0,77.5,185.0,195.0,200.0
2022-04-29,2022-05-27,SPX,28,0.15,Inverse Butterfly 1-2-1 (calls),4267.85,4158.34,4270.0,4230.0,4310.0,215.0,28.98,23.66,279.6,215.0,365.0,365.0,365.0,WIN,expiration,365.0,-6620.0,-60.0,60.0,-12.5,192.5,197.5,212.5
2022-05-06,2022-06-03,SPX,28,0.15,Inverse Butterfly 1-2-1 (calls),4146.87,4108.23,4145.0,4080.0,4210.0,495.0,35.09,37.82,434.4,-2328.0,130.0,-2328.0,-2328.0,LOSS,expiration,212.5,-3590.0,-185.0,25.0,7.5,-640.0,-780.0,-780.0
2022-05-13,2022-06-10,SPX,28,0.15,Inverse Butterfly 1-2-1 (calls),3993.95,3900.16,3995.0,3950.0,4040.0,255.0,29.71,26.54,293.6,255.0,90.0,252.5,252.5,WIN,expiration,252.5,-5400.0,-95.0,-110.0,-70.0,95.0,30.0,-145.0
2022-05-20,2022-06-17,SPX,28,0.15,Inverse Butterfly 1-2-1 (calls),3933.8,3673.63,3935.0,3895.0,3975.0,300.0,28.22,25.2,274.6,300.0,270.0,270.0,270.0,WIN,expiration,650.0,-4640.0,100.0,120.0,55.0,70.0,-20.0,30.0
2022-05-27,2022-06-24,SPX,28,0.15,Inverse Butterfly 1-2-1 (calls),4115.44,3912.21,4115.0,4075.0,4155.0,250.0,26.13,24.38,277.9,250.0,205.0,205.0,205.0,WIN,expiration,252.5,-3350.0,35.0,15.0,180.0,245.0,245.0,245.0
2022-06-03,2022-07-01,SPX,28,0.15,Inverse Butterfly 1-2-1 (calls),4134.22,3825.03,4135.0,4095.0,4175.0,220.0,25.29,22.74,260.4,220.0,155.0,155.0,167.5,WIN,expiration,217.5,-3490.0,-65.0,197.5,197.5,200.0,147.5,142.5
2022-06-10,2022-07-08,SPX,28,0.15,Inverse Butterfly 1-2-1 (calls),3935.06,3899.18,3935.0,3890.0,3980.0,315.0,27.92,26.35,287.1,-603.0,80.0,-603.0,-603.0,LOSS,expiration,145.0,-3065.0,-10.0,-65.0,-245.0,-60.0,115.0,115.0
2022-06-17,2022-07-15,SPX,28,0.15,Inverse Butterfly 1-2-1 (calls),3698.69,3861.56,3700.0,3660.0,3740.0,220.0,31.44,27.44,281.2,220.0,75.0,365.0,365.0,WIN,expiration,520.0,-8170.0,75.0,120.0,-105.0,270.0,10.0,30.0
2022-06-24,2022-07-22,SPX,28,0.15,Inverse Butterfly 1-2-1 (calls),3852.1,3962.24,3850.0,3810.0,3890.0,555.0,28.4,26.3,280.6,555.0,295.0,295.0,460.0,WIN,expiration,595.0,-9530.0,155.0,245.0,195.0,40.0,35.0,5.0
2022-07-01,2022-07-29,SPX,28,0.15,Inverse Butterfly 1-2-1 (calls),3800.64,4130.48,3800.0,3760.0,3840.0,250.0,27.94,26.62,280.3,250.0,165.0,165.0,325.0,WIN,expiration,325.0,-9970.0,60.0,-55.0,0.0,205.0,85.0,-25.0
2022-07-08,2022-08-05,SPX,28,0.15,Inverse Butterfly 1-2-1 (calls),3874.9,4144.66,3875.0,3835.0,3915.0,250.0,25.76,23.51,252.4,250.0,75.0,175.0,195.0,WIN,expiration,710.0,-4280.0,-75.0,30.0,-10.0,175.0,210.0,230.0
2022-07-15,2022-08-12,SPX,28,0.15,Inverse Butterfly 1-2-1 (calls),3826.81,4279.35,3825.0,3785.0,3865.0,195.0,25.31,24.34,258.0,195.0,55.0,110.0,185.0,WIN,expiration,320.0,-6290.0,-80.0,20.0,165.0,170.0,215.0,185.0
2022-07-22,2022-08-19,SPX,28,0.15,Inverse Butterfly 1-2-1 (calls),3991.17,4228.37,3990.0,3955.0,4025.0,235.0,23.25,21.09,233.1,235.0,120.0,120.0,190.0,WIN,expiration,615.0,-6310.0,5.0,115.0,60.0,75.0,225.0,225.0
2022-08-05,2022-09-02,SPX,28,0.15,Inverse Butterfly 1-2-1 (calls),4131.1,3925.29,4130.0,4095.0,4165.0,225.0,21.7,20.45,234.0,225.0,165.0,165.0,170.0,WIN,expiration,232.5,-3170.0,-10.0,110.0,-80.0,70.0,-160.0,-130.0
2022-08-12,2022-09-09,SPX,28,0.15,Inverse Butterfly 1-2-1 (calls),4234.43,4067.62,4235.0,4205.0,4265.0,165.0,19.84,16.36,191.9,165.0,47.5,102.5,125.0,WIN,expiration,167.5,-1700.0,-5.0,-85.0,65.0,147.5,162.5,162.5
2022-08-19,2022-09-16,SPX,28,0.15,Inverse Butterfly 1-2-1 (calls),4237.6,3872.56,4240.0,4210.0,4270.0,165.0,20.72,17.72,208.0,165.0,60.0,82.5,155.0,WIN,expiration,167.5,-2160.0,60.0,110.0,140.0,117.5,-15.0,140.0
2022-08-26,2022-09-23,SPX,28,0.15,Inverse Butterfly 1-2-1 (calls),4197.3,3695.23,4195.0,4160.0,4230.0,220.0,22.06,20.63,239.9,220.0,85.0,110.0,177.5,WIN,expiration,225.0,-1720.0,45.0,50.0,45.0,180.0,210.0,210.0
2022-09-02,2022-09-30,SPX,28,0.15,Inverse Butterfly 1-2-1 (calls),3983.57,3589.7,3985.0,3950.0,4020.0,205.0,24.16,21.19,233.8,205.0,100.0,105.0,162.5,WIN,expiration,205.0,-2160.0,-30.0,-80.0,-80.0,90.0,175.0,182.5
2022-09-09,2022-10-07,SPX,28,0.15,Inverse Butterfly 1-2-1 (calls),4045.35,3640.38,4045.0,4010.0,4080.0,220.0,22.91,21.67,242.8,220.0,80.0,120.0,170.0,WIN,expiration,222.5,-2060.0,-15.0,120.0,180.0,207.5,222.5,210.0
2022-09-16,2022-10-14,SPX,28,0.15,Inverse Butterfly 1-2-1 (calls),3840.48,3585.73,3840.0,3795.0,3885.0,255.0,28.34,26.65,283.5,255.0,120.0,170.0,195.0,WIN,expiration,287.5,-3320.0,-70.0,-80.0,-215.0,-215.0,25.0,170.0
2022-09-23,2022-10-21,SPX,28,0.15,Inverse Butterfly 1-2-1 (calls),3691.77,3752.75,3690.0,3645.0,3735.0,280.0,29.13,28.21,288.5,280.0,80.0,330.0,330.0,WIN,expiration,610.0,-2850.0,330.0,-65.0,-125.0,-190.0,-330.0,-260.0
2022-09-30,2022-10-31,SPX,31,0.15,Inverse Butterfly 1-2-1 (calls),3643.29,3872.34,3645.0,3600.0,3690.0,270.0,31.01,26.86,285.1,270.0,365.0,365.0,365.0,WIN,expiration,620.0,-5040.0,-45.0,-110.0,-190.0,-40.0,-60.0,275.0
2022-10-28,2022-11-28,SPX,31,0.15,Inverse Butterfly 1-2-1 (calls),3835.58,3964.56,3840.0,3800.0,3880.0,225.0,27.39,24.1,269.4,225.0,210.0,210.0,210.0,WIN,expiration,355.0,-4610.0,-60.0,10.0,75.0,-80.0,210.0,260.0
2022-11-18,2022-12-19,SPX,31,0.15,Inverse Butterfly 1-2-1 (calls),3962.7,3817.82,3960.0,3920.0,4000.0,240.0,23.6,22.42,258.9,240.0,130.0,130.0,220.0,WIN,expiration,232.5,-5110.0,-30.0,-140.0,-145.0,-120.0,-115.0,-255.0
2022-11-25,2022-12-23,SPX,28,0.15,Inverse Butterfly 1-2-1 (calls),4029.54,3844.45,4030.0,4000.0,4060.0,160.0,20.97,19.15,213.8,160.0,55.0,85.0,120.0,WIN,expiration,165.0,-4700.0,-35.0,-60.0,10.0,22.5,87.5,147.5
2022-12-02,2022-12-30,SPX,28,0.15,Inverse Butterfly 1-2-1 (calls),4033.69,3839.85,4035.0,4005.0,4065.0,195.0,19.88,18.53,207.0,195.0,50.0,165.0,165.0,WIN,expiration,197.5,-4920.0,-25.0,40.0,140.0,170.0,182.5,182.5
2022-12-09,2023-01-09,SPX,31,0.15,Inverse Butterfly 1-2-1 (calls),3957.58,3892.15,3960.0,3925.0,3995.0,205.0,22.86,20.18,232.8,205.0,65.0,110.0,172.5,WIN,expiration,205.0,-7030.0,-5.0,-50.0,-80.0,-87.5,-102.5,145.0
2022-12-16,2023-01-13,SPX,28,0.15,Inverse Butterfly 1-2-1 (calls),3876.13,3998.63,3875.0,3840.0,3910.0,195.0,22.41,21.42,230.0,195.0,95.0,135.0,155.0,WIN,expiration,195.0,-3540.0,-60.0,-90.0,-100.0,5.0,-130.0,-160.0
2022-12-23,2023-01-23,SPX,31,0.15,Inverse Butterfly 1-2-1 (calls),3799.89,4019.52,3800.0,3765.0,3835.0,70.0,22.49,20.53,227.4,70.0,20.0,35.0,85.0,WIN,expiration,170.0,-5680.0,-120.0,-155.0,-35.0,-10.0,90.0,170.0
2022-12-30,2023-01-30,SPX,31,0.15,Inverse Butterfly 1-2-1 (calls),3818.57,4018.13,3820.0,3785.0,3855.0,125.0,22.03,20.02,222.8,125.0,35.0,80.0,95.0,WIN,expiration,525.0,-4780.0,-135.0,15.0,-115.0,-5.0,-5.0,125.0
2023-01-06,2023-02-06,SPX,31,0.15,Inverse Butterfly 1-2-1 (calls),3821.08,4111.2,3820.0,3785.0,3855.0,195.0,21.85,21.12,235.1,195.0,55.0,115.0,270.0,WIN,expiration,270.0,-6220.0,115.0,35.0,130.0,150.0,155.0,200.0
