trade_date,exp_date,underlying,dte_entry,width_sigma,structure,spot_entry,spot_exit,call_atm,call_lo,call_up,total_credit,vix_entry,iv_atm_pct,expected_move,pnl_usd,pnl_tp25,pnl_tp50,pnl_tp75,result,exit_method,mfe,mae,pnl_exit14,pnl_exit10,pnl_exit7,pnl_exit5,pnl_exit3
2024-11-01,2024-11-15,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),5749.02,5869.75,5750.0,5620.0,5880.0,2870.0,21.61,19.53,219.9,1845.0,905.0,1560.0,2295.0,WIN,expiration,2905.0,-4320.0,355.0,-10.0,2295.0,2650.0,2665.0
2024-11-15,2024-11-29,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),5900.51,6034.11,5900.0,5820.0,5980.0,1955.0,14.96,11.42,132.0,1955.0,725.0,1020.0,1475.0,WIN,expiration,1955.0,-2040.0,-40.0,-165.0,725.0,1020.0,1140.0
2024-11-22,2024-12-06,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),5970.42,6088.76,5970.0,5885.0,6055.0,2135.0,16.1,12.1,141.5,2135.0,735.0,1120.0,1815.0,WIN,expiration,2140.0,-3700.0,-60.0,-195.0,-460.0,130.0,45.0
2024-11-29,2024-12-13,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),6019.0,6050.83,6020.0,5955.0,6085.0,1525.0,13.67,9.16,108.0,-1892.0,460.0,-1892.0,-1892.0,LOSS,expiration,735.0,-3140.0,60.0,110.0,235.0,355.0,-285.0
2024-12-06,2024-12-20,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),6098.24,5932.8,6100.0,6035.0,6165.0,1675.0,13.07,8.98,107.2,1675.0,1005.0,1005.0,1572.5,WIN,expiration,1682.5,-2300.0,-15.0,-105.0,-255.0,-702.5,-462.5
2024-12-13,2024-12-27,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),6068.64,5972.25,6070.0,6010.0,6130.0,1495.0,13.46,8.21,97.6,1495.0,390.0,947.5,1255.0,WIN,expiration,1487.5,-2070.0,-85.0,-235.0,1020.0,870.0,-100.0
2024-12-20,2025-01-03,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),5846.0,5941.88,5845.0,5725.0,5965.0,2850.0,22.35,17.38,199.0,538.0,1200.0,1965.0,2205.0,WIN,expiration,2325.0,-6940.0,410.0,1250.0,2045.0,-1340.0,-950.0
2024-12-27,2025-01-10,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),5992.41,5826.5,5990.0,5900.0,6080.0,2205.0,16.47,12.59,147.8,2205.0,580.0,1800.0,1800.0,WIN,expiration,2200.0,-2895.0,-20.0,-175.0,135.0,-930.0,-1292.5
2025-01-03,2025-01-17,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),5902.75,5997.07,5905.0,5805.0,6005.0,2195.0,17.44,14.07,162.6,1402.0,585.0,1115.0,1655.0,WIN,expiration,1665.0,-4590.0,-40.0,255.0,-375.0,-455.0,-1090.0
2025-01-10,2025-01-24,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),5850.85,6100.82,5850.0,5735.0,5965.0,2510.0,19.22,16.72,191.6,2510.0,775.0,1275.0,1990.0,WIN,expiration,3060.0,-3300.0,-305.0,-560.0,-420.0,1385.0,1385.0
2025-01-17,2025-01-31,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),5985.09,6040.07,5985.0,5885.0,6085.0,2470.0,15.82,13.9,162.9,-2023.0,800.0,1990.0,1990.0,LOSS,expiration,2225.0,-4025.0,115.0,130.0,1040.0,-385.0,-530.0
2025-01-24,2025-02-07,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),6124.53,6025.94,6125.0,6040.0,6210.0,2090.0,14.75,11.47,137.6,2090.0,1095.0,1095.0,1842.5,WIN,expiration,2087.5,-5475.0,10.0,250.0,-220.0,1095.0,127.5
2025-01-31,2025-02-14,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),6102.03,6113.74,6100.0,6005.0,6195.0,2345.0,15.31,13.1,156.5,-5781.0,677.5,-5781.0,-5781.0,LOSS,expiration,677.5,-6615.0,115.0,0.0,-860.0,-1450.0,-1770.0
2025-02-07,2025-02-21,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),6098.82,6013.46,6100.0,6030.0,6170.0,1795.0,14.85,9.43,112.6,1795.0,750.0,1535.0,1535.0,WIN,expiration,1795.0,-3985.0,200.0,-20.0,-180.0,-465.0,-465.0
2025-02-14,2025-02-28,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),6121.17,5953.03,6120.0,6035.0,6205.0,2160.0,14.99,11.66,139.8,2160.0,695.0,1265.0,1717.5,WIN,expiration,2155.0,-2150.0,-15.0,-135.0,-700.0,-20.0,695.0
2025-02-21,2025-03-07,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),6097.94,5769.15,6100.0,6015.0,6185.0,1885.0,15.7,11.54,137.9,1885.0,655.0,1022.5,1710.0,WIN,expiration,1882.5,-2620.0,-155.0,-37.5,1037.5,315.0,1710.0
2025-02-28,2025-03-14,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),5872.14,5636.86,5870.0,5735.0,6005.0,3165.0,20.95,19.28,221.7,3165.0,792.5,1592.5,2645.0,WIN,expiration,3170.0,-2960.0,165.0,-30.0,30.0,205.0,1447.5
2025-03-07,2025-03-21,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),5750.59,5666.68,5750.0,5590.0,5910.0,3670.0,24.11,23.78,267.8,-3998.0,-3998.0,-3998.0,-3998.0,LOSS,expiration,462.5,-7110.0,-85.0,-315.0,-97.5,-2737.5,-1555.0
2025-03-14,2025-03-28,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),5589.5,5580.28,5590.0,5445.0,5735.0,3175.0,23.38,22.17,242.7,-10353.0,990.0,1755.0,-10353.0,LOSS,expiration,2280.0,-12015.0,380.0,-195.0,-585.0,755.0,1220.0
2025-03-21,2025-04-04,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),5621.35,5075.24,5620.0,5480.0,5760.0,3170.0,20.54,21.04,231.6,3170.0,835.0,2060.0,3065.0,WIN,expiration,3165.0,-4500.0,25.0,820.0,-35.0,-980.0,-1515.0
2025-03-28,2025-04-11,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),5660.93,5361.2,5660.0,5530.0,5790.0,2820.0,19.46,19.7,218.4,2820.0,2027.5,2027.5,2300.0,WIN,expiration,2830.0,-4440.0,-430.0,-245.0,670.0,2585.0,2295.0
2025-04-11,2025-04-25,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),5283.85,5523.52,5285.0,5030.0,5540.0,5740.0,42.42,40.94,423.7,4092.0,2342.5,3237.5,4092.0,WIN,expiration,4055.0,-11170.0,-290.0,-515.0,-5947.5,-5947.5,-7752.5
2025-04-25,2025-05-09,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),5466.22,5659.15,5470.0,5310.0,5630.0,3765.0,27.1,24.53,262.6,3765.0,945.0,2850.0,2850.0,WIN,expiration,3725.0,-5720.0,100.0,190.0,1435.0,1205.0,-335.0
2025-05-02,2025-05-16,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),5653.77,5958.4,5655.0,5525.0,5785.0,2920.0,23.04,19.3,213.7,2920.0,1100.0,1525.0,2195.0,WIN,expiration,3145.0,-3980.0,105.0,-765.0,-960.0,435.0,2105.0
2025-05-16,2025-05-30,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),5926.43,5907.06,5925.0,5820.0,6030.0,2715.0,17.48,14.92,173.1,-5991.0,-5991.0,-5991.0,-5991.0,LOSS,expiration,380.0,-8860.0,70.0,10.0,310.0,-1247.5,-1247.5
2025-05-23,2025-06-06,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),5779.22,5999.66,5780.0,5650.0,5910.0,3080.0,23.2,19.33,218.7,3080.0,825.0,1645.0,2490.0,WIN,expiration,3480.0,-4220.0,165.0,610.0,755.0,-255.0,1025.0
2025-05-30,2025-06-13,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),5881.04,5977.48,5880.0,5760.0,6000.0,3070.0,19.7,17.45,201.0,818.0,810.0,1630.0,2395.0,WIN,expiration,2730.0,-3580.0,165.0,-15.0,30.0,665.0,985.0
2025-06-06,2025-06-20,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),6010.92,5968.34,6010.0,5910.0,6110.0,2490.0,17.2,14.26,167.9,-3344.0,-3344.0,-3344.0,-3344.0,LOSS,expiration,0.0,-5520.0,-160.0,-390.0,-305.0,-745.0,-1520.0
2025-06-13,2025-06-27,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),5987.86,6171.97,5990.0,5880.0,6100.0,2650.0,20.48,15.96,187.2,2650.0,710.0,1765.0,2025.0,WIN,expiration,2640.0,-3260.0,50.0,-95.0,-390.0,-1445.0,-365.0
2025-06-20,2025-07-03,SPX,13,0.60,Inverse Butterfly 1-2-1 (calls),5996.85,6277.76,5995.0,5885.0,6105.0,2785.0,19.64,16.36,185.1,2785.0,790.0,1480.0,2185.0,WIN,expiration,3045.0,-2120.0,-55.0,-125.0,1025.0,1970.0,2185.0
2025-07-11,2025-07-25,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),6254.01,6389.59,6255.0,6170.0,6340.0,1945.0,16.62,11.88,145.5,1945.0,815.0,1015.0,1555.0,WIN,expiration,2200.0,-1530.0,20.0,-5.0,5.0,130.0,-925.0
2025-07-25,2025-08-08,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),6372.79,6390.19,6375.0,6290.0,6460.0,2015.0,15.25,11.22,140.0,-4966.0,-4966.0,-4966.0,-4966.0,LOSS,expiration,320.0,-5835.0,30.0,-175.0,82.5,-980.0,-2067.5
2025-08-01,2025-08-15,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),6232.49,6450.12,6230.0,6095.0,6365.0,3205.0,20.89,18.35,224.0,3205.0,1300.0,1605.0,2610.0,WIN,expiration,3210.0,-4260.0,-55.0,400.0,555.0,1545.0,1720.0
2025-08-08,2025-08-22,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),6376.35,6466.35,6375.0,6280.0,6470.0,2435.0,15.89,12.63,157.7,2070.0,810.0,1520.0,2035.0,WIN,expiration,2142.5,-3820.0,-55.0,-190.0,795.0,135.0,0.0
2025-08-22,2025-09-05,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),6398.87,6482.16,6400.0,6305.0,6495.0,2160.0,16.45,12.64,158.4,876.0,540.0,1795.0,1795.0,WIN,expiration,1795.0,-5260.0,490.0,-110.0,600.0,-710.0,-710.0
2025-08-29,2025-09-12,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),6468.0,6583.97,6470.0,6390.0,6550.0,1845.0,15.29,10.73,135.9,1845.0,980.0,980.0,1470.0,WIN,expiration,2225.0,-3240.0,25.0,-175.0,-25.0,-565.0,-430.0
2025-09-05,2025-09-19,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),6521.27,6662.84,6520.0,6430.0,6610.0,2455.0,14.99,11.62,148.4,2455.0,710.0,1360.0,2005.0,WIN,expiration,2460.0,-3820.0,45.0,-135.0,525.0,1105.0,1040.0
2025-09-12,2025-09-26,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),6590.64,6643.54,6590.0,6500.0,6680.0,2580.0,14.65,11.32,146.1,-1066.0,845.0,1320.0,-1066.0,LOSS,expiration,1320.0,-5805.0,125.0,340.0,185.0,545.0,1310.0
2025-09-19,2025-10-03,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),6647.79,6715.86,6650.0,6565.0,6735.0,2060.0,15.68,11.16,145.3,146.0,565.0,1710.0,1710.0,WIN,expiration,1900.0,-2820.0,75.0,265.0,-555.0,-800.0,-1392.5
2025-09-26,2025-10-10,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),6644.91,6552.8,6645.0,6550.0,6740.0,1710.0,16.17,12.02,156.4,1430.0,695.0,930.0,1432.5,WIN,expiration,1432.5,-5930.0,-815.0,-1040.0,-15.0,-150.0,305.0
2025-10-03,2025-10-17,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),6732.42,6662.91,6730.0,6635.0,6825.0,2520.0,16.49,12.05,158.8,-271.0,697.5,-271.0,-271.0,LOSS,expiration,890.0,-5170.0,150.0,-95.0,-555.0,-577.5,315.0
2025-10-10,2025-10-24,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),6753.68,6791.14,6755.0,6670.0,6840.0,1960.0,16.32,10.96,145.0,-2926.0,495.0,-2926.0,-2926.0,LOSS,expiration,510.0,-6455.0,-390.0,205.0,60.0,-992.5,-1270.0
2025-10-17,2025-10-31,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),6629.3,6840.23,6630.0,6470.0,6790.0,3530.0,24.23,20.42,265.1,3530.0,1050.0,2255.0,2765.0,WIN,expiration,3735.0,-2990.0,-210.0,30.0,55.0,2255.0,2555.0
2025-10-24,2025-11-07,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),6795.74,6729.02,6795.0,6690.0,6900.0,2580.0,16.47,13.19,175.5,-1322.0,1040.0,2002.5,2002.5,LOSS,expiration,2352.5,-4885.0,-55.0,905.0,110.0,-270.0,-1225.0
2025-10-31,2025-11-14,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),6854.96,6735.1,6855.0,6750.0,6960.0,2500.0,16.75,12.96,173.9,2500.0,682.5,1862.5,2497.5,WIN,expiration,2497.5,-3470.0,80.0,-470.0,-362.5,-1642.5,-2390.0
2025-11-07,2025-11-21,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),6681.36,6603.8,6680.0,6530.0,6830.0,2880.0,20.84,18.83,246.4,-4500.0,725.0,-4500.0,-4500.0,LOSS,expiration,900.0,-9785.0,-700.0,340.0,-845.0,-1385.0,-2175.0
2025-11-14,2025-11-28,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),6704.34,6848.48,6705.0,6570.0,6840.0,3060.0,21.56,16.98,222.9,3060.0,1105.0,2145.0,2515.0,WIN,expiration,3315.0,-4580.0,190.0,-380.0,-747.5,-2860.0,-3890.0
2025-11-21,2025-12-05,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),6559.06,6869.07,6560.0,6390.0,6730.0,3820.0,25.91,21.91,281.5,3820.0,1025.0,2110.0,3180.0,WIN,expiration,3820.0,-5490.0,-215.0,820.0,2600.0,2830.0,3195.0
2025-12-05,2025-12-19,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),6881.42,6834.7,6880.0,6765.0,6995.0,2895.0,15.85,13.93,187.7,-4075.0,795.0,-4075.0,-4075.0,LOSS,expiration,1027.5,-5495.0,-140.0,-540.0,-1600.0,-1807.5,-2037.5
2025-12-12,2025-12-26,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),6886.59,6930.52,6885.0,6795.0,6975.0,2280.0,15.06,11.14,150.3,-2168.0,-2168.0,-2168.0,-2168.0,LOSS,expiration,532.5,-4325.0,-30.0,-430.0,-167.5,-2650.0,-3405.0
2025-12-19,2026-01-02,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),6827.03,6858.54,6825.0,6735.0,6915.0,1675.0,15.48,11.47,153.4,-3971.0,455.0,-3971.0,-3971.0,LOSS,expiration,710.0,-6615.0,-585.0,-190.0,440.0,-235.0,-20.0
2025-12-26,2026-01-09,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),6935.88,6965.99,6935.0,6850.0,7020.0,2245.0,14.17,10.31,140.1,-3156.0,-3156.0,-3156.0,-3156.0,LOSS,expiration,7.5,-4440.0,-75.0,-535.0,-302.5,-1015.0,-1520.0
2026-01-02,2026-01-16,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),6887.78,6939.46,6890.0,6805.0,6975.0,1925.0,14.68,10.74,144.9,-1629.0,530.0,-1629.0,-1629.0,LOSS,expiration,765.0,-3190.0,-110.0,65.0,0.0,165.0,265.0
2026-01-09,2026-01-23,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),6941.61,6915.16,6940.0,6845.0,7035.0,2370.0,15.47,11.67,158.7,-4646.0,-4646.0,-4646.0,-4646.0,LOSS,expiration,420.0,-6685.0,-80.0,-170.0,-710.0,-620.0,-620.0
2026-01-16,2026-01-30,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),6943.39,6937.5,6945.0,6850.0,7040.0,2145.0,15.9,11.65,158.4,-6605.0,-6605.0,-6605.0,-6605.0,LOSS,expiration,0.0,-6825.0,-80.0,-145.0,-775.0,-915.0,-845.0
2026-01-23,2026-02-06,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),6911.09,6930.27,6910.0,6800.0,7020.0,2675.0,15.85,13.83,187.2,-6298.0,680.0,-6298.0,-6298.0,LOSS,expiration,835.0,-9765.0,165.0,420.0,400.0,-70.0,-560.0
2026-01-30,2026-02-13,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),6940.53,6835.08,6940.0,6820.0,7060.0,2835.0,17.49,14.79,201.0,1327.0,1265.0,1327.0,1327.0,WIN,expiration,1265.0,-4335.0,-100.0,-340.0,-367.5,-1880.0,-1310.0
2026-02-06,2026-02-20,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),6868.99,6910.22,6870.0,6745.0,6995.0,2730.0,19.14,15.28,205.6,-5748.0,890.0,1400.0,-5748.0,LOSS,expiration,1400.0,-10205.0,115.0,845.0,-825.0,-1592.5,-1592.5
2026-02-13,2026-02-27,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),6816.57,6878.04,6815.0,6655.0,6975.0,3580.0,21.95,20.08,268.1,-6116.0,-6116.0,-6116.0,-6116.0,LOSS,expiration,470.0,-9295.0,10.0,-795.0,-375.0,-1215.0,-2415.0
2026-02-20,2026-03-06,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),6865.77,6738.15,6865.0,6725.0,7005.0,3235.0,20.2,17.52,235.6,1920.0,1722.5,1722.5,1920.0,WIN,expiration,1722.5,-6870.0,455.0,-490.0,-465.0,-1640.0,-1612.5
2026-02-27,2026-03-13,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),6844.69,6631.88,6845.0,6710.0,6980.0,2790.0,21.37,17.03,228.2,2790.0,802.5,2252.5,2252.5,WIN,expiration,2790.0,-3875.0,130.0,-545.0,-770.0,-577.5,-2382.5
2026-03-06,2026-03-20,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),6724.02,6508.32,6725.0,6535.0,6915.0,3800.0,27.9,23.83,313.8,3800.0,1370.0,2395.0,3510.0,WIN,expiration,3790.0,-8330.0,105.0,-745.0,-1590.0,-3835.0,-4717.5
2026-03-13,2026-03-27,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),6715.58,6367.77,6715.0,6535.0,6895.0,4090.0,25.28,22.77,299.5,4090.0,1202.5,2222.5,3952.5,WIN,expiration,4090.0,-8690.0,45.0,-505.0,-2405.0,-3522.5,-1515.0
2026-03-20,2026-04-02,SPX,13,0.60,Inverse Butterfly 1-2-1 (calls),6558.76,6581.56,6560.0,6390.0,6730.0,3625.0,25.81,22.95,284.0,-11219.0,-11219.0,-11219.0,-11219.0,LOSS,expiration,612.5,-12325.0,-60.0,335.0,-620.0,-222.5,-677.5
2026-04-10,2026-04-24,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),6832.8,7164.29,6835.0,6720.0,6950.0,2685.0,18.99,14.11,188.8,2685.0,885.0,1360.0,2190.0,WIN,expiration,2775.0,-1990.0,-35.0,600.0,2190.0,2295.0,2440.0
2026-04-17,2026-05-01,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),7108.19,7229.32,7110.0,6995.0,7225.0,2640.0,17.64,13.9,193.5,2640.0,2415.0,2415.0,2415.0,WIN,expiration,2790.0,-3210.0,175.0,270.0,-220.0,-460.0,-715.0
2026-05-01,2026-05-15,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),7265.08,7409.18,7265.0,7145.0,7385.0,3130.0,16.58,13.81,196.4,3130.0,905.0,1595.0,2665.0,WIN,expiration,3730.0,-1690.0,-190.0,-505.0,1065.0,1315.0,725.0
2026-05-08,2026-05-22,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),7389.46,7474.07,7390.0,7275.0,7505.0,2560.0,17.04,13.26,191.9,-533.0,650.0,-533.0,-533.0,LOSS,expiration,970.0,-4390.0,10.0,-235.0,575.0,-945.0,-1470.0
2026-05-15,2026-05-29,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),7410.59,7581.25,7410.0,7275.0,7545.0,3410.0,18.7,15.57,226.0,3410.0,1625.0,2170.0,2650.0,WIN,expiration,3325.0,-3260.0,175.0,-655.0,-860.0,-115.0,-115.0
2026-05-22,2026-06-05,SPX,14,0.60,Inverse Butterfly 1-2-1 (calls),7493.28,7384.67,7495.0,7385.0,7605.0,2550.0,16.84,12.41,182.1,2550.0,995.0,2420.0,2420.0,WIN,expiration,2420.0,-6055.0,-150.0,80.0,-110.0,-135.0,235.0
