trade_date,exp_date,underlying,dte_entry,spot_entry,spot_exit,iv_atm_pct,vix_entry,short_put,short_call,delta_put,delta_call,total_credit,pnl_usd,in_range,result,exit_method,pnl_tp25,pnl_tp50,pnl_tp75,pnl_dte14,pnl_dte7,pnl_tp25_d14,pnl_tp50_d14,pnl_tp75_d14,pnl_tp25_d7,pnl_tp50_d7,pnl_tp75_d7
2025-09-05,2025-10-17,RUT,42,2405.14,2451.89,,14.99,2170.0,2650.0,-0.1002,0.0902,16.95,1695.0,,WIN,expiration,423.75,847.5,1271.25,1460.0,1620.0,423.75,847.5,1271.25,423.75,847.5,1271.25
2025-09-12,2025-10-24,RUT,42,2411.82,2513.12,,14.65,2195.0,2615.0,-0.103,0.1317,20.15,2015.0,,WIN,expiration,503.75,1007.5,1511.25,1645.0,1632.0,503.75,1007.5,1511.25,503.75,1007.5,1511.25
2025-09-19,2025-10-31,RUT,42,2465.2,2479.66,,15.68,2225.0,2750.0,-0.0996,0.0685,15.45,1545.0,,WIN,expiration,386.25,772.5,1158.75,648.0,1385.0,386.25,772.5,648.0,386.25,772.5,1158.75
2025-09-26,2025-11-07,RUT,42,2430.71,2432.67,,16.17,2200.0,2675.0,-0.1112,0.0894,18.68,1868.0,,WIN,expiration,467.0,934.0,1401.0,1465.0,1780.0,467.0,934.0,1401.0,467.0,934.0,1401.0
2025-10-03,2025-11-14,RUT,42,2484.25,2387.94,,16.49,2245.0,2685.0,-0.1029,0.1502,23.65,2365.0,,WIN,expiration,591.25,1182.5,1773.75,2008.0,2108.0,591.25,1182.5,1773.75,591.25,1182.5,1773.75
2025-10-10,2025-11-21,RUT,42,2479.69,2368.92,,16.32,2230.0,2750.0,-0.1006,0.0759,16.7,1670.0,,WIN,expiration,417.5,835.0,1252.5,1070.0,1235.0,417.5,835.0,1252.5,417.5,835.0,1252.5
2025-10-17,2025-11-28,RUT,42,2460.83,2499.73,,24.23,2150.0,2740.0,-0.1,0.0788,20.1,2010.0,,WIN,expiration,502.5,1005.0,1507.5,1648.0,1493.0,502.5,1005.0,1507.5,502.5,1005.0,1507.5
2025-10-24,2025-12-05,RUT,42,2523.17,2521.64,,16.47,2280.0,2695.0,-0.1004,0.1802,26.0,2600.0,,WIN,expiration,650.0,1300.0,1950.0,-1408.0,2498.0,650.0,1300.0,-1408.0,650.0,1300.0,1950.0
2025-10-31,2025-12-12,RUT,42,2476.82,2551.67,,16.75,2240.0,2730.0,-0.1185,0.1027,22.35,2235.0,,WIN,expiration,558.75,1117.5,1676.25,1933.0,2142.0,558.75,1117.5,1676.25,558.75,1117.5,1676.25
2025-11-07,2025-12-19,RUT,42,2406.79,2529.02,,20.84,2120.0,2690.0,-0.1011,0.0832,19.75,1975.0,,WIN,expiration,493.75,987.5,1481.25,1505.0,1585.0,493.75,987.5,1481.25,493.75,987.5,1481.25
2025-11-14,2025-12-26,RUT,42,2379.8,2534.06,,21.56,2095.0,2650.0,-0.0992,0.0818,18.8,1880.0,,WIN,expiration,470.0,940.0,1410.0,380.0,1833.0,470.0,940.0,380.0,470.0,940.0,1410.0
2025-11-21,2026-01-02,RUT,42,2320.7,2508.1,,25.91,2025.0,2585.0,-0.0999,0.0801,19.23,1923.0,,WIN,expiration,480.75,961.5,1442.25,1131.0,1188.0,480.75,961.5,1131.0,480.75,961.5,1442.25
2025-11-28,2026-01-09,RUT,42,2495.19,2624.16,,16.91,2245.0,2710.0,-0.1011,0.1138,19.65,1965.0,,WIN,expiration,491.25,982.5,1473.75,1767.0,1903.0,491.25,982.5,1473.75,491.25,982.5,1473.75
2025-12-05,2026-01-16,RUT,42,2526.13,2677.91,,15.85,2280.0,2850.0,-0.1024,0.0656,16.6,1660.0,,WIN,expiration,415.0,830.0,1245.0,1503.0,1595.0,415.0,830.0,1245.0,415.0,830.0,1245.0
2025-12-12,2026-01-23,RUT,42,2588.58,2668.95,,15.06,2350.0,2815.0,-0.1007,0.1016,17.9,1790.0,,WIN,expiration,447.5,895.0,1342.5,1585.0,1715.0,447.5,895.0,1342.5,447.5,895.0,1342.5
2025-12-19,2026-01-30,RUT,42,2528.16,2614.42,,15.48,2290.0,2765.0,-0.0999,0.079,15.6,1560.0,,WIN,expiration,390.0,780.0,1170.0,620.0,170.0,390.0,780.0,620.0,390.0,780.0,1170.0
2025-12-26,2026-02-06,RUT,42,2534.23,2670.92,,14.17,2300.0,2765.0,-0.0988,0.0798,15.2,1520.0,,WIN,expiration,380.0,760.0,1140.0,-978.0,1268.0,380.0,-978.0,-978.0,380.0,760.0,1140.0
2026-01-02,2026-02-13,RUT,42,2494.44,2646.75,,14.68,2270.0,2725.0,-0.1006,0.0773,14.8,1480.0,,WIN,expiration,370.0,740.0,1110.0,-208.0,1010.0,370.0,-208.0,-208.0,370.0,740.0,1010.0
2026-01-09,2026-02-20,RUT,42,2625.72,2663.85,,15.47,2390.0,2900.0,-0.1034,0.066,15.53,1553.0,,WIN,expiration,388.25,776.5,1164.75,583.0,1281.0,388.25,776.5,1164.75,388.25,776.5,1164.75
2026-01-16,2026-02-27,RUT,42,2677.74,2632.9,,15.9,2430.0,2925.0,-0.1012,0.0783,16.4,1640.0,,WIN,expiration,410.0,820.0,1230.0,658.0,1385.0,410.0,820.0,1230.0,410.0,820.0,1230.0
2026-01-23,2026-03-06,RUT,42,2702.32,2525.35,,15.85,2455.0,2960.0,-0.0996,0.0834,16.88,1688.0,,WIN,expiration,422.0,844.0,1266.0,788.0,1476.0,422.0,844.0,788.0,422.0,844.0,1266.0
2026-01-30,2026-03-13,RUT,42,2624.88,2480.09,,17.49,2390.0,2890.0,-0.1312,0.079,22.55,2255.0,,WIN,expiration,563.75,1127.5,1691.25,1863.0,1665.0,563.75,1127.5,1691.25,563.75,1127.5,1691.25
2026-02-06,2026-03-20,RUT,42,2631.43,2438.03,,19.14,2325.0,2910.0,-0.0993,0.0797,19.7,1970.0,,WIN,expiration,492.5,985.0,1477.5,1198.0,785.0,492.5,985.0,1477.5,492.5,985.0,1477.5
2026-02-13,2026-03-27,RUT,42,2624.07,2450.15,,21.95,2305.0,2905.0,-0.1012,0.0812,21.05,2105.0,,WIN,expiration,526.25,1052.5,1578.75,170.0,1638.0,526.25,1052.5,170.0,526.25,1052.5,1578.75
2026-02-20,2026-03-31,RUT,39,2655.17,2496.36,,20.2,2345.0,2900.0,-0.1011,0.0855,20.18,2018.0,,WIN,expiration,504.5,1009.0,1513.5,313.0,811.0,504.5,1009.0,313.0,504.5,1009.0,811.0
2026-02-27,2026-04-10,RUT,42,2621.73,2630.64,,21.37,2290.0,2895.0,-0.0993,0.078,20.65,2065.0,,WIN,expiration,516.25,1032.5,1548.75,755.0,1885.0,516.25,755.0,755.0,516.25,1032.5,1548.75
2026-03-06,2026-04-17,RUT,42,2520.89,2777.0,,27.9,2150.0,2815.0,-0.1005,0.0811,24.0,2400.0,,WIN,expiration,600.0,1200.0,1800.0,2157.0,2345.0,600.0,1200.0,1800.0,600.0,1200.0,1800.0
2026-03-13,2026-04-24,RUT,42,2512.24,2786.96,,25.28,2160.0,2810.0,-0.1011,0.0817,23.2,2320.0,,WIN,expiration,580.0,1160.0,1740.0,2030.0,1892.0,580.0,1160.0,1740.0,580.0,1160.0,1740.0
2026-03-20,2026-05-01,RUT,42,2473.37,2812.79,,25.81,2115.0,2770.0,-0.0992,0.0779,22.55,-2024.0,,LOSS,expiration,563.75,1127.5,-2024.0,-323.0,-1755.0,563.75,1127.5,-323.0,563.75,1127.5,-1755.0
2026-03-27,2026-05-08,RUT,42,2464.32,2860.96,,30.01,2075.0,2790.0,-0.0999,0.0808,25.5,-4546.0,,LOSS,expiration,637.5,1275.0,-4546.0,-1818.0,-1595.0,637.5,1275.0,-1818.0,637.5,1275.0,-1595.0
2026-04-10,2026-05-22,RUT,42,2639.74,2869.01,,18.99,2345.0,2875.0,-0.1001,0.1076,21.55,2155.0,,WIN,expiration,538.75,1077.5,1616.25,-1290.0,-643.0,538.75,-1290.0,-1290.0,538.75,1077.5,-643.0
2026-04-17,2026-05-29,RUT,42,2758.17,2919.91,,17.64,2465.0,3035.0,-0.1004,0.0812,19.4,1940.0,,WIN,expiration,485.0,970.0,1455.0,1548.0,1822.0,485.0,970.0,1455.0,485.0,970.0,1455.0
