trade_date,exp_date,underlying,dte_entry,total_credit,pnl_usd,vix_entry,result,exit_method,in_range
2022-06-21,2022-06-21,SPX,1,470.0,-473.33,30.19,LOSS,expiration,False
2022-06-22,2022-06-22,SPX,1,510.0,-513.33,28.95,LOSS,expiration,False
2022-06-23,2022-06-23,SPX,1,515.0,-518.33,29.05,LOSS,expiration,False
2022-06-24,2022-06-24,SPX,1,505.0,1665.67,27.23,WIN,expiration,True
2022-06-27,2022-06-27,SPX,1,520.0,-523.33,26.95,LOSS,expiration,False
2022-06-28,2022-06-28,SPX,1,320.0,2331.68,28.36,WIN,expiration,True
2022-06-29,2022-06-29,SPX,1,500.0,-503.33,28.16,LOSS,expiration,False
2022-06-30,2022-06-30,SPX,1,510.0,-513.33,28.71,LOSS,expiration,False
2022-07-01,2022-07-01,SPX,1,535.0,-538.33,26.7,LOSS,expiration,False
2022-07-05,2022-07-05,SPX,1,500.0,2135.66,27.54,WIN,expiration,True
2022-07-06,2022-07-06,SPX,1,525.0,-528.33,26.73,LOSS,expiration,False
2022-07-07,2022-07-07,SPX,1,235.0,-238.33,26.08,LOSS,expiration,False
2022-07-08,2022-07-08,SPX,1,505.0,-508.33,24.64,LOSS,expiration,False
2022-07-11,2022-07-11,SPX,1,495.0,-498.33,26.17,LOSS,expiration,False
2022-07-12,2022-07-12,SPX,1,540.0,-543.33,27.29,LOSS,expiration,False
2022-07-13,2022-07-13,SPX,1,460.0,-463.33,26.82,LOSS,expiration,False
2022-07-14,2022-07-14,SPX,1,625.0,409.66,26.4,WIN,expiration,True
2022-07-15,2022-07-15,SPX,1,485.0,-488.33,24.23,LOSS,expiration,False
2022-07-18,2022-07-18,SPX,1,395.0,2516.66,25.3,WIN,expiration,True
2022-07-19,2022-07-19,SPX,1,415.0,2250.67,24.5,WIN,expiration,True
2022-07-20,2022-07-20,SPX,1,385.0,-388.33,23.88,LOSS,expiration,False
2022-07-21,2022-07-21,SPX,1,430.0,-433.33,23.11,LOSS,expiration,False
2022-07-22,2022-07-22,SPX,1,390.0,-393.33,23.03,LOSS,expiration,False
2022-07-25,2022-07-25,SPX,1,380.0,-383.33,23.36,LOSS,expiration,False
2022-07-26,2022-07-26,SPX,1,385.0,-388.33,24.69,LOSS,expiration,False
2022-07-27,2022-07-27,SPX,1,380.0,-383.33,23.24,LOSS,expiration,False
2022-07-28,2022-07-28,SPX,1,375.0,1864.67,22.33,WIN,expiration,True
2022-07-29,2022-07-29,SPX,1,365.0,-368.33,21.33,LOSS,expiration,False
2022-08-01,2022-08-01,SPX,1,965.0,-968.33,22.84,LOSS,expiration,False
2022-08-02,2022-08-02,SPX,1,415.0,-418.33,23.93,LOSS,expiration,False
2022-08-03,2022-08-03,SPX,1,445.0,-448.33,21.95,LOSS,expiration,False
2022-08-04,2022-08-04,SPX,1,415.0,-418.33,21.44,LOSS,expiration,False
2022-08-05,2022-08-05,SPX,1,395.0,-398.33,21.15,LOSS,expiration,False
2022-08-08,2022-08-08,SPX,1,395.0,95.67,21.29,WIN,expiration,True
2022-08-09,2022-08-09,SPX,1,365.0,-368.33,21.77,LOSS,expiration,False
2022-08-10,2022-08-10,SPX,1,505.0,-508.33,19.74,LOSS,expiration,False
2022-08-11,2022-08-11,SPX,1,345.0,-75.33,20.2,LOSS,expiration,False
2022-08-12,2022-08-12,SPX,1,405.0,1106.66,19.53,WIN,expiration,True
2022-08-15,2022-08-15,SPX,1,390.0,-393.33,19.95,LOSS,expiration,False
2022-08-16,2022-08-16,SPX,1,405.0,-408.33,19.69,LOSS,expiration,False
2022-08-17,2022-08-17,SPX,1,420.0,-423.33,19.9,LOSS,expiration,False
2022-08-18,2022-08-18,SPX,1,390.0,-393.33,19.56,LOSS,expiration,False
2022-08-19,2022-08-19,SPX,1,400.0,-403.33,20.6,LOSS,expiration,False
2022-08-22,2022-08-22,SPX,1,405.0,-408.33,23.8,LOSS,expiration,False
2022-08-23,2022-08-23,SPX,1,405.0,-408.33,24.11,LOSS,expiration,False
2022-08-24,2022-08-24,SPX,1,340.0,-343.33,22.82,LOSS,expiration,False
2022-08-25,2022-08-25,SPX,1,420.0,-11.31,21.78,LOSS,expiration,False
2022-08-26,2022-08-26,SPX,1,415.0,847.67,25.56,WIN,expiration,True
2022-08-29,2022-08-29,SPX,1,515.0,-518.33,26.21,LOSS,expiration,False
2022-08-30,2022-08-30,SPX,1,455.0,-458.33,26.21,LOSS,expiration,False
2022-08-31,2022-08-31,SPX,1,490.0,-493.33,25.87,LOSS,expiration,False
2022-09-01,2022-09-01,SPX,1,490.0,-493.33,25.56,LOSS,expiration,False
2022-09-02,2022-09-02,SPX,1,400.0,670.67,25.47,WIN,expiration,True
2022-09-06,2022-09-06,SPX,1,510.0,-513.33,26.91,LOSS,expiration,False
2022-09-07,2022-09-07,SPX,1,500.0,983.69,24.64,WIN,expiration,True
2022-09-08,2022-09-08,SPX,1,365.0,-368.33,23.61,LOSS,expiration,False
2022-09-09,2022-09-09,SPX,1,370.0,-373.33,22.79,LOSS,expiration,False
2022-09-12,2022-09-12,SPX,1,405.0,-408.33,23.87,LOSS,expiration,False
2022-09-13,2022-09-13,SPX,1,475.0,1752.68,27.27,WIN,expiration,True
2022-09-14,2022-09-14,SPX,1,505.0,-508.33,26.16,LOSS,expiration,False
2022-09-15,2022-09-15,SPX,1,470.0,-108.34,26.27,LOSS,expiration,False
2022-09-16,2022-09-16,SPX,1,490.0,-493.33,26.3,LOSS,expiration,False
2022-09-19,2022-09-19,SPX,1,540.0,-543.33,25.76,LOSS,expiration,False
2022-09-20,2022-09-20,SPX,1,490.0,-493.33,27.16,LOSS,expiration,False
2022-09-21,2022-09-21,SPX,1,510.0,-513.33,27.99,LOSS,expiration,False
2022-09-22,2022-09-22,SPX,1,470.0,-473.33,27.35,LOSS,expiration,False
2022-09-23,2022-09-23,SPX,1,540.0,-543.33,29.92,LOSS,expiration,False
2022-09-26,2022-09-26,SPX,1,575.0,-578.33,32.26,LOSS,expiration,False
2022-09-27,2022-09-27,SPX,1,485.0,-488.33,32.6,LOSS,expiration,False
2022-09-28,2022-09-28,SPX,1,585.0,-184.32,30.18,LOSS,expiration,False
2022-09-29,2022-09-29,SPX,1,615.0,-618.33,31.84,LOSS,expiration,False
2022-09-30,2022-09-30,SPX,1,515.0,-518.33,31.62,LOSS,expiration,False
2022-10-03,2022-10-03,SPX,1,565.0,774.67,30.1,WIN,expiration,True
2022-10-04,2022-10-04,SPX,1,505.0,-508.33,29.07,LOSS,expiration,False
2022-10-05,2022-10-05,SPX,1,550.0,-553.33,28.55,LOSS,expiration,False
2022-10-06,2022-10-06,SPX,1,520.0,-523.33,30.52,LOSS,expiration,False
2022-10-07,2022-10-07,SPX,1,475.0,-478.33,31.36,LOSS,expiration,False
2022-10-10,2022-10-10,SPX,1,630.0,-633.33,32.45,LOSS,expiration,False
2022-10-11,2022-10-11,SPX,1,580.0,-583.33,33.63,LOSS,expiration,False
2022-10-12,2022-10-12,SPX,1,590.0,-593.33,33.57,LOSS,expiration,False
2022-10-13,2022-10-13,SPX,1,660.0,1845.68,31.94,WIN,expiration,True
2022-10-14,2022-10-14,SPX,1,500.0,689.67,32.02,WIN,expiration,True
2022-10-17,2022-10-17,SPX,1,515.0,-518.33,31.37,LOSS,expiration,False
2022-10-18,2022-10-18,SPX,1,525.0,-528.33,30.5,LOSS,expiration,False
2022-10-19,2022-10-19,SPX,1,465.0,-468.33,30.76,LOSS,expiration,False
2022-10-20,2022-10-20,SPX,1,495.0,-498.33,29.98,LOSS,expiration,False
2022-10-21,2022-10-21,SPX,1,500.0,-503.33,29.69,LOSS,expiration,False
2022-10-24,2022-10-24,SPX,1,345.0,-348.33,29.85,LOSS,expiration,False
2022-10-25,2022-10-25,SPX,1,530.0,-533.33,28.46,LOSS,expiration,False
2022-10-26,2022-10-26,SPX,1,280.0,-283.33,27.28,LOSS,expiration,False
2022-10-27,2022-10-27,SPX,1,505.0,-508.33,27.39,LOSS,expiration,False
2022-10-28,2022-10-28,SPX,1,505.0,1097.68,25.75,WIN,expiration,True
2022-10-31,2022-10-31,SPX,1,475.0,-478.33,25.88,LOSS,expiration,False
2022-11-01,2022-11-01,SPX,1,570.0,-573.33,25.81,LOSS,expiration,False
2022-11-02,2022-11-02,SPX,1,480.0,-483.33,25.86,LOSS,expiration,False
2022-11-03,2022-11-03,SPX,1,515.0,-518.33,25.3,LOSS,expiration,False
2022-11-04,2022-11-04,SPX,1,410.0,-413.33,24.55,LOSS,expiration,False
2022-11-07,2022-11-07,SPX,1,505.0,-508.33,24.35,LOSS,expiration,False
2022-11-08,2022-11-08,SPX,1,375.0,-378.33,25.54,LOSS,expiration,False
2022-11-09,2022-11-09,SPX,1,480.0,-483.33,26.09,LOSS,expiration,False
2022-11-10,2022-11-10,SPX,1,390.0,243.69,23.53,WIN,expiration,True
2022-11-11,2022-11-11,SPX,1,455.0,-458.33,22.52,LOSS,expiration,False
2022-11-14,2022-11-14,SPX,1,385.0,-388.33,23.73,LOSS,expiration,False
2022-11-15,2022-11-15,SPX,1,415.0,-418.33,24.54,LOSS,expiration,False
2022-11-16,2022-11-16,SPX,1,430.0,-433.33,24.11,LOSS,expiration,False
2022-11-17,2022-11-17,SPX,1,400.0,-403.33,23.93,LOSS,expiration,False
2022-11-18,2022-11-18,SPX,1,380.0,-383.33,23.12,LOSS,expiration,False
2022-11-21,2022-11-21,SPX,1,385.0,-388.33,22.36,LOSS,expiration,False
2022-11-22,2022-11-22,SPX,1,395.0,959.68,21.29,WIN,expiration,True
2022-11-23,2022-11-23,SPX,1,445.0,-448.33,20.35,LOSS,expiration,False
2022-11-25,2022-11-25,SPX,1,460.0,-463.33,20.5,LOSS,expiration,False
2022-11-28,2022-11-28,SPX,1,405.0,697.68,22.21,WIN,expiration,True
2022-11-29,2022-11-29,SPX,1,440.0,-443.33,21.89,LOSS,expiration,False
2022-11-30,2022-11-30,SPX,1,385.0,1600.66,20.58,WIN,expiration,True
2022-12-01,2022-12-01,SPX,1,545.0,-548.33,19.84,LOSS,expiration,False
2022-12-02,2022-12-02,SPX,1,375.0,-378.33,19.06,LOSS,expiration,False
2022-12-05,2022-12-05,SPX,1,385.0,227.67,20.75,WIN,expiration,True
2022-12-06,2022-12-06,SPX,1,425.0,-428.33,22.17,LOSS,expiration,False
2022-12-07,2022-12-07,SPX,1,420.0,-423.33,22.68,LOSS,expiration,False
2022-12-08,2022-12-08,SPX,1,385.0,-388.33,22.29,LOSS,expiration,False
2022-12-09,2022-12-09,SPX,1,400.0,-403.33,22.83,LOSS,expiration,False
2022-12-12,2022-12-12,SPX,1,425.0,1627.68,25.0,WIN,expiration,True
2022-12-13,2022-12-13,SPX,1,450.0,1581.68,22.55,WIN,expiration,True
2022-12-14,2022-12-14,SPX,1,405.0,-408.33,21.14,LOSS,expiration,False
2022-12-15,2022-12-15,SPX,1,400.0,-403.33,22.83,LOSS,expiration,False
2022-12-16,2022-12-16,SPX,1,420.0,-423.33,22.62,LOSS,expiration,False
2022-12-19,2022-12-19,SPX,1,455.0,-458.33,22.42,LOSS,expiration,False
2022-12-20,2022-12-20,SPX,1,355.0,-358.33,21.48,LOSS,expiration,False
2022-12-21,2022-12-21,SPX,1,400.0,-403.33,20.07,LOSS,expiration,False
2022-12-22,2022-12-22,SPX,1,400.0,-403.33,21.97,LOSS,expiration,False
2022-12-23,2022-12-23,SPX,1,425.0,-428.33,20.87,LOSS,expiration,False
2022-12-27,2022-12-27,SPX,1,445.0,-448.33,21.65,LOSS,expiration,False
2022-12-28,2022-12-28,SPX,1,415.0,1759.68,22.14,WIN,expiration,True
2022-12-29,2022-12-29,SPX,1,400.0,-403.33,21.44,LOSS,expiration,False
2022-12-30,2022-12-30,SPX,1,400.0,-403.33,21.67,LOSS,expiration,False
2023-01-03,2023-01-03,SPX,1,405.0,-408.33,22.9,LOSS,expiration,False
2023-01-04,2023-01-04,SPX,1,360.0,-363.33,22.01,LOSS,expiration,False
2023-01-05,2023-01-05,SPX,1,425.0,-428.33,22.46,LOSS,expiration,False
2023-01-06,2023-01-06,SPX,1,405.0,2599.68,21.13,WIN,expiration,True
2023-01-09,2023-01-09,SPX,1,350.0,-62.33,21.97,LOSS,expiration,False
2023-01-10,2023-01-10,SPX,1,385.0,-388.33,20.58,LOSS,expiration,False
2023-01-11,2023-01-11,SPX,1,360.0,97.68,21.09,WIN,expiration,True
2023-01-12,2023-01-12,SPX,1,475.0,-478.33,18.83,LOSS,expiration,False
2023-01-13,2023-01-13,SPX,1,385.0,20.68,18.35,WIN,expiration,True
2023-01-17,2023-01-17,SPX,1,385.0,-388.33,19.36,LOSS,expiration,False
2023-01-18,2023-01-18,SPX,1,460.0,2422.68,20.34,WIN,expiration,True
2023-01-19,2023-01-19,SPX,1,390.0,-393.33,20.52,LOSS,expiration,False
2023-01-20,2023-01-20,SPX,1,420.0,2837.68,19.85,WIN,expiration,True
2023-01-23,2023-01-23,SPX,1,455.0,22.68,19.81,WIN,expiration,True
2023-01-24,2023-01-24,SPX,1,420.0,-423.33,19.2,LOSS,expiration,False
2023-01-25,2023-01-25,SPX,1,410.0,2208.67,19.08,WIN,expiration,True
2023-01-26,2023-01-26,SPX,1,375.0,-378.33,18.73,LOSS,expiration,False
2023-01-27,2023-01-27,SPX,1,405.0,-408.33,18.51,LOSS,expiration,False
2023-01-30,2023-01-30,SPX,1,370.0,-150.33,19.94,LOSS,expiration,False
