trade_date,exp_date,underlying,dte_entry,structure,spot_entry,spot_exit,put_upper,put_center,put_lower,total_credit,entry_cons,entry_spread,vix_entry,iv_atm_pct,em_pct,expected_move,pnl_usd,max_risk_usd,result,exit_method,mfe,mae,pnl_exit60,pnl_exit45,pnl_exit30,pnl_exit21,pnl_exit14,pnl_exit10,pnl_exit7,pnl_exit5,pnl_exit3,pnl_tp25,pnl_tp50,pnl_tp75,pnl_tp100,pnl_tp25_exit60,pnl_tp25_exit45,pnl_tp25_exit30,pnl_tp25_exit21,pnl_tp25_exit14,pnl_tp25_exit10,pnl_tp25_exit7,pnl_tp25_exit5,pnl_tp25_exit3,pnl_tp50_exit60,pnl_tp50_exit45,pnl_tp50_exit30,pnl_tp50_exit21,pnl_tp50_exit14,pnl_tp50_exit10,pnl_tp50_exit7,pnl_tp50_exit5,pnl_tp50_exit3,pnl_tp75_exit60,pnl_tp75_exit45,pnl_tp75_exit30,pnl_tp75_exit21,pnl_tp75_exit14,pnl_tp75_exit10,pnl_tp75_exit7,pnl_tp75_exit5,pnl_tp75_exit3,pnl_tp100_exit60,pnl_tp100_exit45,pnl_tp100_exit30,pnl_tp100_exit21,pnl_tp100_exit14,pnl_tp100_exit10,pnl_tp100_exit7,pnl_tp100_exit5,pnl_tp100_exit3
2021-12-17,2022-02-18,SPX,63,BWB 1-2-2 puts (+1/-2/+2),4624.26,4348.67,4385,4275,3425,-2150.0,-2010.0,140.0,22.2,22.2,9.22,426.5,5783.0,71990.0,WIN,expiration,7150,-4100,-750.0,1750.0,1355.0,-2725.0,1890.0,2620.0,2560.0,3190.0,3120.0,3465.0,6535.0,5783.0,5783.0,-750.0,1750.0,1355.0,-2725.0,1890.0,2620.0,2560.0,3190.0,3465.0,-750.0,1750.0,1355.0,-2725.0,1890.0,2620.0,2560.0,3190.0,3120.0,-750.0,1750.0,1355.0,-2725.0,1890.0,2620.0,2560.0,3190.0,3120.0,-750.0,1750.0,1355.0,-2725.0,1890.0,2620.0,2560.0,3190.0,3120.0
2021-12-31,2022-03-18,SPX,77,BWB 1-2-2 puts (+1/-2/+2),4775.22,4462.85,4575,4360,3500,65.0,160.0,95.0,17.72,17.72,8.14,388.6,11150.0,64660.0,WIN,expiration,16235,-2520,-170.0,575.0,1500.0,2055.0,3180.0,665.0,7485.0,5140.0,4710.0,5375.0,12530.0,16235.0,11150.0,-170.0,575.0,1500.0,2055.0,3180.0,665.0,5375.0,5375.0,5375.0,-170.0,575.0,1500.0,2055.0,3180.0,665.0,7485.0,5140.0,4710.0,-170.0,575.0,1500.0,2055.0,3180.0,665.0,7485.0,5140.0,4710.0,-170.0,575.0,1500.0,2055.0,3180.0,665.0,7485.0,5140.0,4710.0
2022-01-07,2022-03-18,SPX,70,BWB 1-2-2 puts (+1/-2/+2),4703.29,4462.85,4505,4290,3475,245.0,340.0,95.0,19.15,19.15,8.39,394.4,3970.0,60340.0,WIN,expiration,13185,-1585,150.0,415.0,1105.0,2590.0,2895.0,2955.0,8150.0,8185.0,8390.0,6020.0,11020.0,3970.0,3970.0,150.0,415.0,1105.0,2590.0,2895.0,2955.0,6020.0,6020.0,6020.0,150.0,415.0,1105.0,2590.0,2895.0,2955.0,8150.0,8185.0,11020.0,150.0,415.0,1105.0,2590.0,2895.0,2955.0,8150.0,8185.0,8390.0,150.0,415.0,1105.0,2590.0,2895.0,2955.0,8150.0,8185.0,8390.0
2022-01-14,2022-03-18,SPX,63,BWB 1-2-2 puts (+1/-2/+2),4659.03,4462.85,4505,4290,3500,460.0,680.0,220.0,20.24,20.24,8.41,391.8,3755.0,58180.0,WIN,expiration,12970,-1480,35.0,290.0,970.0,2455.0,2740.0,2810.0,7940.0,7980.0,8185.0,5845.0,10815.0,3755.0,3755.0,35.0,290.0,970.0,2455.0,2740.0,2810.0,5845.0,5845.0,5845.0,35.0,290.0,970.0,2455.0,2740.0,2810.0,7940.0,7980.0,10815.0,35.0,290.0,970.0,2455.0,2740.0,2810.0,7940.0,7980.0,8185.0,35.0,290.0,970.0,2455.0,2740.0,2810.0,7940.0,7980.0,8185.0
2022-02-04,2022-04-29,SPX,84,BWB 1-2-2 puts (+1/-2/+2),4484.16,4132.17,4240,3980,3100,475.0,640.0,165.0,24.54,24.54,11.77,527.9,10308.0,62640.0,WIN,expiration,10380,-285,730.0,1320.0,60.0,610.0,1015.0,460.0,950.0,5350.0,3785.0,7170.0,10308.0,10308.0,10308.0,730.0,1320.0,60.0,610.0,1015.0,460.0,950.0,5350.0,7170.0,730.0,1320.0,60.0,610.0,1015.0,460.0,950.0,5350.0,3785.0,730.0,1320.0,60.0,610.0,1015.0,460.0,950.0,5350.0,3785.0,730.0,1320.0,60.0,610.0,1015.0,460.0,950.0,5350.0,3785.0
2022-02-11,2022-04-29,SPX,77,BWB 1-2-2 puts (+1/-2/+2),4503.19,4132.17,4270,4030,3150,225.0,680.0,455.0,24.25,24.25,11.14,501.6,13558.0,64680.0,WIN,expiration,13475,-650,255.0,540.0,305.0,940.0,1565.0,980.0,1690.0,6440.0,5090.0,6440.0,13475.0,13558.0,13558.0,255.0,540.0,305.0,940.0,1565.0,980.0,1690.0,6440.0,6440.0,255.0,540.0,305.0,940.0,1565.0,980.0,1690.0,6440.0,5090.0,255.0,540.0,305.0,940.0,1565.0,980.0,1690.0,6440.0,5090.0,255.0,540.0,305.0,940.0,1565.0,980.0,1690.0,6440.0,5090.0
2022-02-18,2022-04-29,SPX,70,BWB 1-2-2 puts (+1/-2/+2),4392.71,4132.17,4160,3915,3000,405.0,680.0,275.0,27.85,27.85,12.2,535.7,2378.0,67680.0,WIN,expiration,3570,-345,280.0,795.0,-115.0,190.0,310.0,-20.0,125.0,2580.0,1420.0,2378.0,2378.0,2378.0,2378.0,280.0,795.0,-115.0,190.0,310.0,-20.0,125.0,2580.0,1420.0,280.0,795.0,-115.0,190.0,310.0,-20.0,125.0,2580.0,1420.0,280.0,795.0,-115.0,190.0,310.0,-20.0,125.0,2580.0,1420.0,280.0,795.0,-115.0,190.0,310.0,-20.0,125.0,2580.0,1420.0
2022-02-25,2022-05-20,SPX,84,BWB 1-2-2 puts (+1/-2/+2),4288.7,3901.55,4035,3770,2800,600.0,1250.0,650.0,29.85,29.85,14.32,614.1,12745.0,71750.0,WIN,expiration,19095,-290,255.0,-265.0,-120.0,635.0,3315.0,4320.0,6050.0,6445.0,2915.0,6500.0,12720.0,19095.0,12745.0,255.0,-265.0,-120.0,635.0,3315.0,4320.0,6500.0,6500.0,6500.0,255.0,-265.0,-120.0,635.0,3315.0,4320.0,6050.0,6445.0,2915.0,255.0,-265.0,-120.0,635.0,3315.0,4320.0,6050.0,6445.0,2915.0,255.0,-265.0,-120.0,635.0,3315.0,4320.0,6050.0,6445.0,2915.0
2022-03-04,2022-05-20,SPX,77,BWB 1-2-2 puts (+1/-2/+2),4363.49,3901.55,4080,3795,2800,725.0,880.0,155.0,32.94,32.94,15.13,660.2,17120.0,71880.0,WIN,expiration,22910,-240,420.0,-240.0,-25.0,1015.0,4365.0,5720.0,8190.0,8700.0,4730.0,6960.0,13905.0,22910.0,17120.0,420.0,-240.0,-25.0,1015.0,4365.0,6960.0,6960.0,6960.0,6960.0,420.0,-240.0,-25.0,1015.0,4365.0,5720.0,8190.0,8700.0,4730.0,420.0,-240.0,-25.0,1015.0,4365.0,5720.0,8190.0,8700.0,4730.0,420.0,-240.0,-25.0,1015.0,4365.0,5720.0,8190.0,8700.0,4730.0
2022-03-11,2022-05-20,SPX,70,BWB 1-2-2 puts (+1/-2/+2),4274.69,3901.55,4030,3780,2900,670.0,2510.0,1840.0,29.79,29.79,13.05,557.7,12175.0,65510.0,WIN,expiration,18355,-365,125.0,-355.0,-220.0,470.0,2875.0,3835.0,5460.0,5945.0,2610.0,5805.0,11645.0,18355.0,12175.0,125.0,-355.0,-220.0,470.0,2875.0,3835.0,5805.0,5805.0,5805.0,125.0,-355.0,-220.0,470.0,2875.0,3835.0,5460.0,5945.0,2610.0,125.0,-355.0,-220.0,470.0,2875.0,3835.0,5460.0,5945.0,2610.0,125.0,-355.0,-220.0,470.0,2875.0,3835.0,5460.0,5945.0,2610.0
2022-03-18,2022-05-20,SPX,63,BWB 1-2-2 puts (+1/-2/+2),4407.41,3901.55,4080,4030,2900,-4320.0,-4220.0,100.0,25.55,25.55,10.61,467.8,-3525.0,103780.0,LOSS,expiration,3775,-10175,885.0,3305.0,3430.0,1670.0,-2415.0,-1375.0,-1465.0,-655.0,2930.0,2305.0,-3525.0,-3525.0,-3525.0,885.0,2305.0,2305.0,2305.0,2305.0,2305.0,2305.0,2305.0,2305.0,885.0,3305.0,3430.0,1670.0,-2415.0,-1375.0,-1465.0,-655.0,2930.0,885.0,3305.0,3430.0,1670.0,-2415.0,-1375.0,-1465.0,-655.0,2930.0,885.0,3305.0,3430.0,1670.0,-2415.0,-1375.0,-1465.0,-655.0,2930.0
2022-03-25,2022-06-17,SPX,84,BWB 1-2-2 puts (+1/-2/+2),4525.13,3673.63,4295,4055,3200,405.0,1300.0,895.0,21.59,21.59,10.36,468.7,-14542.0,62800.0,LOSS,expiration,11270,-17025,755.0,1005.0,2500.0,6250.0,7870.0,9300.0,7325.0,-2440.0,-4660.0,5765.0,-14542.0,-14542.0,-14542.0,755.0,1005.0,2500.0,5765.0,5765.0,5765.0,5765.0,5765.0,5765.0,755.0,1005.0,2500.0,6250.0,7870.0,9300.0,7325.0,-2440.0,-4660.0,755.0,1005.0,2500.0,6250.0,7870.0,9300.0,7325.0,-2440.0,-4660.0,755.0,1005.0,2500.0,6250.0,7870.0,9300.0,7325.0,-2440.0,-4660.0
2022-04-01,2022-06-17,SPX,77,BWB 1-2-2 puts (+1/-2/+2),4537.52,3673.63,4325,4100,3275,290.0,1220.0,930.0,20.2,20.2,9.28,421.0,-20427.0,61220.0,LOSS,expiration,10615,-23035,400.0,370.0,765.0,5230.0,7395.0,8555.0,3320.0,-7900.0,-10240.0,5370.0,-20427.0,-20427.0,-20427.0,400.0,370.0,765.0,5370.0,5370.0,5370.0,5370.0,5370.0,5370.0,400.0,370.0,765.0,5230.0,7395.0,8555.0,3320.0,-7900.0,-10240.0,400.0,370.0,765.0,5230.0,7395.0,8555.0,3320.0,-7900.0,-10240.0,400.0,370.0,765.0,5230.0,7395.0,8555.0,3320.0,-7900.0,-10240.0
2022-04-08,2022-06-17,SPX,70,BWB 1-2-2 puts (+1/-2/+2),4476.48,3673.63,4265,4045,3250,465.0,550.0,85.0,22.27,22.27,9.75,436.6,-15602.0,58050.0,LOSS,expiration,9180,-18065,295.0,235.0,1250.0,4700.0,6075.0,7320.0,5965.0,-3540.0,-5690.0,5415.0,-15602.0,-15602.0,-15602.0,295.0,235.0,1250.0,4700.0,5415.0,5415.0,5415.0,5415.0,5415.0,295.0,235.0,1250.0,4700.0,6075.0,7320.0,5965.0,-3540.0,-5690.0,295.0,235.0,1250.0,4700.0,6075.0,7320.0,5965.0,-3540.0,-5690.0,295.0,235.0,1250.0,4700.0,6075.0,7320.0,5965.0,-3540.0,-5690.0
2022-04-22,2022-07-15,SPX,84,BWB 1-2-2 puts (+1/-2/+2),4355.15,3861.56,4120,3890,3050,530.0,650.0,120.0,23.9,23.9,11.47,499.3,19626.0,61650.0,WIN,expiration,19900,-4715,-450.0,945.0,300.0,5350.0,6665.0,4825.0,12410.0,12900.0,13595.0,5785.0,11285.0,18035.0,19626.0,-450.0,945.0,300.0,5785.0,5785.0,5785.0,5785.0,5785.0,5785.0,-450.0,945.0,300.0,5350.0,6665.0,4825.0,11285.0,11285.0,11285.0,-450.0,945.0,300.0,5350.0,6665.0,4825.0,12410.0,12900.0,13595.0,-450.0,945.0,300.0,5350.0,6665.0,4825.0,12410.0,12900.0,13595.0
2022-04-29,2022-07-15,SPX,77,BWB 1-2-2 puts (+1/-2/+2),4267.85,3861.56,4025,3775,2800,665.0,1580.0,915.0,28.98,28.98,13.31,568.1,15679.0,74080.0,WIN,expiration,19750,-1305,430.0,1265.0,3415.0,6785.0,9560.0,9875.0,11150.0,12570.0,13450.0,5985.0,12570.0,17910.0,15679.0,430.0,1265.0,3415.0,5985.0,5985.0,5985.0,5985.0,5985.0,5985.0,430.0,1265.0,3415.0,6785.0,9560.0,9875.0,11150.0,12570.0,12570.0,430.0,1265.0,3415.0,6785.0,9560.0,9875.0,11150.0,12570.0,13450.0,430.0,1265.0,3415.0,6785.0,9560.0,9875.0,11150.0,12570.0,13450.0
2022-05-06,2022-07-15,SPX,70,BWB 1-2-2 puts (+1/-2/+2),4146.87,3861.56,3875,3600,2600,1085.0,1270.0,185.0,35.09,35.09,15.37,637.2,259.0,73770.0,WIN,expiration,12820,-80,955.0,725.0,4435.0,4675.0,6445.0,8570.0,3460.0,4075.0,4260.0,7920.0,259.0,259.0,259.0,955.0,725.0,4435.0,4675.0,7920.0,7920.0,7920.0,7920.0,7920.0,955.0,725.0,4435.0,4675.0,6445.0,8570.0,3460.0,4075.0,4260.0,955.0,725.0,4435.0,4675.0,6445.0,8570.0,3460.0,4075.0,4260.0,955.0,725.0,4435.0,4675.0,6445.0,8570.0,3460.0,4075.0,4260.0
2022-05-13,2022-07-29,SPX,77,BWB 1-2-2 puts (+1/-2/+2),3993.95,4130.48,3760,3525,2700,815.0,1710.0,895.0,29.71,29.71,13.65,545.0,-815.0,60710.0,LOSS,expiration,4675,-802.5,25.0,1240.0,2185.0,1945.0,3395.0,1265.0,-445.0,-530.0,-515.0,-815.0,-815.0,-815.0,-815.0,25.0,1240.0,2185.0,1945.0,3395.0,1265.0,-445.0,-530.0,-515.0,25.0,1240.0,2185.0,1945.0,3395.0,1265.0,-445.0,-530.0,-515.0,25.0,1240.0,2185.0,1945.0,3395.0,1265.0,-445.0,-530.0,-515.0,25.0,1240.0,2185.0,1945.0,3395.0,1265.0,-445.0,-530.0,-515.0
2022-05-20,2022-07-29,SPX,70,BWB 1-2-2 puts (+1/-2/+2),3933.8,4130.48,3720,3510,2750,695.0,880.0,185.0,28.22,28.22,12.36,486.2,-695.0,55880.0,LOSS,expiration,3380,-690,-185.0,565.0,1445.0,1300.0,2375.0,685.0,-482.5,-575.0,-582.5,-695.0,-695.0,-695.0,-695.0,-185.0,565.0,1445.0,1300.0,2375.0,685.0,-482.5,-575.0,-582.5,-185.0,565.0,1445.0,1300.0,2375.0,685.0,-482.5,-575.0,-582.5,-185.0,565.0,1445.0,1300.0,2375.0,685.0,-482.5,-575.0,-582.5,-185.0,565.0,1445.0,1300.0,2375.0,685.0,-482.5,-575.0,-582.5
2022-05-27,2022-08-19,SPX,84,BWB 1-2-2 puts (+1/-2/+2),4115.44,4228.37,3885,3650,2850,620.0,930.0,310.0,26.13,26.13,12.54,515.9,-620.0,57430.0,LOSS,expiration,2985,-790,1150.0,1020.0,2315.0,720.0,-90.0,-210.0,-597.5,-602.5,-610.0,-620.0,-620.0,-620.0,-620.0,1150.0,1020.0,2315.0,720.0,-90.0,-210.0,-597.5,-602.5,-610.0,1150.0,1020.0,2315.0,720.0,-90.0,-210.0,-597.5,-602.5,-610.0,1150.0,1020.0,2315.0,720.0,-90.0,-210.0,-597.5,-602.5,-610.0,1150.0,1020.0,2315.0,720.0,-90.0,-210.0,-597.5,-602.5,-610.0
2022-06-03,2022-08-19,SPX,77,BWB 1-2-2 puts (+1/-2/+2),4134.22,4228.37,3915,3695,2950,695.0,860.0,165.0,25.29,25.29,11.62,480.2,-695.0,53360.0,LOSS,expiration,2750,-1765,315.0,-20.0,1995.0,900.0,10.0,-115.0,-667.5,-670.0,-682.5,-695.0,-695.0,-695.0,-695.0,315.0,-20.0,1995.0,900.0,10.0,-115.0,-667.5,-670.0,-682.5,315.0,-20.0,1995.0,900.0,10.0,-115.0,-667.5,-670.0,-682.5,315.0,-20.0,1995.0,900.0,10.0,-115.0,-667.5,-670.0,-682.5,315.0,-20.0,1995.0,900.0,10.0,-115.0,-667.5,-670.0,-682.5
2022-06-10,2022-08-19,SPX,70,BWB 1-2-2 puts (+1/-2/+2),3935.06,4228.37,3720,3515,2825,915.0,2220.0,1305.0,27.92,27.92,12.23,481.1,-915.0,50720.0,LOSS,expiration,1340,-920,235.0,205.0,560.0,-540.0,-832.5,-872.5,-915.0,-905.0,-907.5,-915.0,-915.0,-915.0,-915.0,235.0,205.0,560.0,-540.0,-832.5,-872.5,-915.0,-905.0,-907.5,235.0,205.0,560.0,-540.0,-832.5,-872.5,-915.0,-905.0,-907.5,235.0,205.0,560.0,-540.0,-832.5,-872.5,-915.0,-905.0,-907.5,235.0,205.0,560.0,-540.0,-832.5,-872.5,-915.0,-905.0,-907.5
2022-06-24,2022-09-16,SPX,84,BWB 1-2-2 puts (+1/-2/+2),3852.1,3872.56,3630,3410,2650,915.0,2640.0,1725.0,28.4,28.4,13.62,524.8,-915.0,56640.0,LOSS,expiration,515,-905,240.0,-315.0,-870.0,-855.0,-670.0,-495.0,-880.0,-895.0,-900.0,-915.0,-915.0,-915.0,-915.0,240.0,-315.0,-870.0,-855.0,-670.0,-495.0,-880.0,-895.0,-900.0,240.0,-315.0,-870.0,-855.0,-670.0,-495.0,-880.0,-895.0,-900.0,240.0,-315.0,-870.0,-855.0,-670.0,-495.0,-880.0,-895.0,-900.0,240.0,-315.0,-870.0,-855.0,-670.0,-495.0,-880.0,-895.0,-900.0
2022-07-01,2022-09-16,SPX,77,BWB 1-2-2 puts (+1/-2/+2),3800.64,3872.56,3590,3380,2675,840.0,2540.0,1700.0,27.94,27.94,12.83,487.7,-840.0,52040.0,LOSS,expiration,490,-835,165.0,-330.0,-805.0,-790.0,-685.0,-575.0,-815.0,-822.5,-835.0,-840.0,-840.0,-840.0,-840.0,165.0,-330.0,-805.0,-790.0,-685.0,-575.0,-815.0,-822.5,-835.0,165.0,-330.0,-805.0,-790.0,-685.0,-575.0,-815.0,-822.5,-835.0,165.0,-330.0,-805.0,-790.0,-685.0,-575.0,-815.0,-822.5,-835.0,165.0,-330.0,-805.0,-790.0,-685.0,-575.0,-815.0,-822.5,-835.0
2022-07-08,2022-09-16,SPX,70,BWB 1-2-2 puts (+1/-2/+2),3874.9,3872.56,3675,3480,2850,460.0,550.0,90.0,25.76,25.76,11.28,437.1,-460.0,44050.0,LOSS,expiration,505,-460,410.0,105.0,-400.0,-395.0,-130.0,95.0,-410.0,-440.0,-445.0,-460.0,-460.0,-460.0,-460.0,410.0,105.0,-400.0,-395.0,-130.0,95.0,-410.0,-440.0,-445.0,410.0,105.0,-400.0,-395.0,-130.0,95.0,-410.0,-440.0,-445.0,410.0,105.0,-400.0,-395.0,-130.0,95.0,-410.0,-440.0,-445.0,410.0,105.0,-400.0,-395.0,-130.0,95.0,-410.0,-440.0,-445.0
2022-07-15,2022-09-30,SPX,77,BWB 1-2-2 puts (+1/-2/+2),3826.81,3589.7,3625,3425,2750,780.0,2050.0,1270.0,25.31,25.31,11.62,444.9,2750.0,49550.0,WIN,expiration,3470,-715,-370.0,-680.0,-290.0,-540.0,-175.0,75.0,1950.0,1770.0,1500.0,2750.0,2750.0,2750.0,2750.0,-370.0,-680.0,-290.0,-540.0,-175.0,75.0,1950.0,1770.0,1500.0,-370.0,-680.0,-290.0,-540.0,-175.0,75.0,1950.0,1770.0,1500.0,-370.0,-680.0,-290.0,-540.0,-175.0,75.0,1950.0,1770.0,1500.0,-370.0,-680.0,-290.0,-540.0,-175.0,75.0,1950.0,1770.0,1500.0
2022-07-22,2022-09-30,SPX,70,BWB 1-2-2 puts (+1/-2/+2),3991.17,3589.7,3805,3610,2975,335.0,440.0,105.0,23.25,23.25,10.18,406.4,17135.0,44440.0,WIN,expiration,16630,-150,155.0,-20.0,790.0,535.0,1825.0,2695.0,6690.0,6450.0,7205.0,4870.0,10955.0,14855.0,17135.0,155.0,-20.0,790.0,535.0,1825.0,2695.0,4870.0,4870.0,4870.0,155.0,-20.0,790.0,535.0,1825.0,2695.0,6690.0,6450.0,7205.0,155.0,-20.0,790.0,535.0,1825.0,2695.0,6690.0,6450.0,7205.0,155.0,-20.0,790.0,535.0,1825.0,2695.0,6690.0,6450.0,7205.0
2022-07-29,2022-10-21,SPX,84,BWB 1-2-2 puts (+1/-2/+2),4102.69,3752.75,3910,3705,3050,410.0,1600.0,1190.0,21.72,21.72,10.42,427.5,15315.0,46600.0,WIN,expiration,17100,-290,600.0,1305.0,2360.0,1845.0,4515.0,2585.0,7545.0,9580.0,10470.0,4745.0,9580.0,14200.0,15315.0,600.0,1305.0,2360.0,1845.0,4745.0,4745.0,4745.0,4745.0,4745.0,600.0,1305.0,2360.0,1845.0,4515.0,2585.0,7545.0,9580.0,9580.0,600.0,1305.0,2360.0,1845.0,4515.0,2585.0,7545.0,9580.0,10470.0,600.0,1305.0,2360.0,1845.0,4515.0,2585.0,7545.0,9580.0,10470.0
2022-08-05,2022-10-21,SPX,77,BWB 1-2-2 puts (+1/-2/+2),4131.1,3752.75,3940,3735,3090,395.0,490.0,95.0,21.7,21.7,9.97,411.7,18330.0,44490.0,WIN,expiration,18695,-950,685.0,1335.0,2360.0,1345.0,4020.0,1065.0,6820.0,8770.0,10875.0,5015.0,10105.0,15430.0,18330.0,685.0,1335.0,2360.0,1345.0,5015.0,5015.0,5015.0,5015.0,5015.0,685.0,1335.0,2360.0,1345.0,4020.0,1065.0,6820.0,8770.0,10105.0,685.0,1335.0,2360.0,1345.0,4020.0,1065.0,6820.0,8770.0,10875.0,685.0,1335.0,2360.0,1345.0,4020.0,1065.0,6820.0,8770.0,10875.0
2022-08-12,2022-10-21,SPX,70,BWB 1-2-2 puts (+1/-2/+2),4234.43,3752.75,4060,3870,3230,385.0,1960.0,1575.0,19.84,19.84,8.69,367.9,6890.0,46960.0,WIN,expiration,6700,-14470,265.0,140.0,735.0,-4780.0,-3140.0,-9925.0,-2165.0,-1650.0,4785.0,4785.0,6890.0,6890.0,6890.0,265.0,140.0,735.0,-4780.0,-3140.0,-9925.0,-2165.0,-1650.0,4785.0,265.0,140.0,735.0,-4780.0,-3140.0,-9925.0,-2165.0,-1650.0,4785.0,265.0,140.0,735.0,-4780.0,-3140.0,-9925.0,-2165.0,-1650.0,4785.0,265.0,140.0,735.0,-4780.0,-3140.0,-9925.0,-2165.0,-1650.0,4785.0
2022-08-19,2022-10-21,SPX,63,BWB 1-2-2 puts (+1/-2/+2),4237.6,3752.75,4060,3870,3230,700.0,770.0,70.0,20.72,20.72,8.61,364.8,6575.0,45770.0,WIN,expiration,6385,-14785,-50.0,-175.0,420.0,-5095.0,-3455.0,-10240.0,-2480.0,-1965.0,4470.0,4975.0,6575.0,6575.0,6575.0,-50.0,-175.0,420.0,-5095.0,-3455.0,-10240.0,-2480.0,-1965.0,4470.0,-50.0,-175.0,420.0,-5095.0,-3455.0,-10240.0,-2480.0,-1965.0,4470.0,-50.0,-175.0,420.0,-5095.0,-3455.0,-10240.0,-2480.0,-1965.0,4470.0,-50.0,-175.0,420.0,-5095.0,-3455.0,-10240.0,-2480.0,-1965.0,4470.0
2022-08-26,2022-11-18,SPX,84,BWB 1-2-2 puts (+1/-2/+2),4197.3,3967.12,4000,3790,3075,630.0,2380.0,1750.0,22.06,22.06,10.58,444.2,2658.0,52880.0,WIN,expiration,8480,-6520,-620.0,25.0,-860.0,3735.0,6150.0,7610.0,5345.0,4040.0,1850.0,4675.0,2658.0,2658.0,2658.0,-620.0,25.0,-860.0,3735.0,4675.0,4675.0,4675.0,4675.0,4675.0,-620.0,25.0,-860.0,3735.0,6150.0,7610.0,5345.0,4040.0,1850.0,-620.0,25.0,-860.0,3735.0,6150.0,7610.0,5345.0,4040.0,1850.0,-620.0,25.0,-860.0,3735.0,6150.0,7610.0,5345.0,4040.0,1850.0
2022-09-02,2022-11-18,SPX,77,BWB 1-2-2 puts (+1/-2/+2),3983.57,3967.12,3790,3590,2925,535.0,1840.0,1305.0,24.16,24.16,11.1,442.0,-535.0,48340.0,LOSS,expiration,5260,-910,410.0,820.0,1580.0,2565.0,4460.0,3370.0,15.0,-340.0,-457.5,4830.0,-535.0,-535.0,-535.0,410.0,820.0,1580.0,2565.0,4830.0,4830.0,4830.0,4830.0,4830.0,410.0,820.0,1580.0,2565.0,4460.0,3370.0,15.0,-340.0,-457.5,410.0,820.0,1580.0,2565.0,4460.0,3370.0,15.0,-340.0,-457.5,410.0,820.0,1580.0,2565.0,4460.0,3370.0,15.0,-340.0,-457.5
2022-09-09,2022-11-18,SPX,70,BWB 1-2-2 puts (+1/-2/+2),4045.35,3967.12,3860,3675,3050,480.0,960.0,480.0,22.91,22.91,10.03,405.9,-480.0,44960.0,LOSS,expiration,5715,-3160,-285.0,60.0,150.0,2500.0,4565.0,4570.0,950.0,165.0,-265.0,4425.0,-480.0,-480.0,-480.0,-285.0,60.0,150.0,2500.0,4425.0,4425.0,4425.0,4425.0,4425.0,-285.0,60.0,150.0,2500.0,4565.0,4570.0,950.0,165.0,-265.0,-285.0,60.0,150.0,2500.0,4565.0,4570.0,950.0,165.0,-265.0,-285.0,60.0,150.0,2500.0,4565.0,4570.0,950.0,165.0,-265.0
2022-09-16,2022-11-18,SPX,63,BWB 1-2-2 puts (+1/-2/+2),3840.48,3967.12,3675,3590,2925,-3120.0,-1910.0,1210.0,28.34,28.34,11.77,452.2,3120.0,56090.0,WIN,expiration,3545,-5140,420.0,15.0,-600.0,2550.0,3195.0,3480.0,3140.0,3125.0,3125.0,2745.0,3120.0,3120.0,3120.0,420.0,15.0,-600.0,2745.0,2745.0,2745.0,2745.0,2745.0,2745.0,420.0,15.0,-600.0,2550.0,3195.0,3480.0,3140.0,3125.0,3125.0,420.0,15.0,-600.0,2550.0,3195.0,3480.0,3140.0,3125.0,3125.0,420.0,15.0,-600.0,2550.0,3195.0,3480.0,3140.0,3125.0,3125.0
2022-09-23,2022-12-16,SPX,84,BWB 1-2-2 puts (+1/-2/+2),3691.77,3851.02,3490,3280,2550,925.0,1010.0,85.0,29.13,29.13,13.97,515.9,-925.0,53010.0,LOSS,expiration,820,-920,230.0,-210.0,-665.0,-862.5,-900.0,-875.0,-887.5,-895.0,-907.5,-925.0,-925.0,-925.0,-925.0,230.0,-210.0,-665.0,-862.5,-900.0,-875.0,-887.5,-895.0,-907.5,230.0,-210.0,-665.0,-862.5,-900.0,-875.0,-887.5,-895.0,-907.5,230.0,-210.0,-665.0,-862.5,-900.0,-875.0,-887.5,-895.0,-907.5,230.0,-210.0,-665.0,-862.5,-900.0,-875.0,-887.5,-895.0,-907.5
2022-09-30,2022-12-16,SPX,77,BWB 1-2-2 puts (+1/-2/+2),3643.29,3851.02,3440,3225,2475,820.0,960.0,140.0,31.01,31.01,14.24,518.9,-820.0,54460.0,LOSS,expiration,685,-817.5,360.0,-230.0,-615.0,-772.5,-795.0,-785.0,-787.5,-795.0,-805.0,-820.0,-820.0,-820.0,-820.0,360.0,-230.0,-615.0,-772.5,-795.0,-785.0,-787.5,-795.0,-805.0,360.0,-230.0,-615.0,-772.5,-795.0,-785.0,-787.5,-795.0,-805.0,360.0,-230.0,-615.0,-772.5,-795.0,-785.0,-787.5,-795.0,-805.0,360.0,-230.0,-615.0,-772.5,-795.0,-785.0,-787.5,-795.0,-805.0
