trade_id,Opened,Closed,exit_reason,pnl,premium
1,2021-05-14,2021-06-03,expiration,-253.62000000000003,2350
2,2021-05-21,2021-06-10,expiration,-883.6199999999999,2835
3,2021-05-28,2021-06-17,expiration,216.38,2020
4,2021-06-25,2021-07-15,take_profit,1032.5,2065
5,2021-07-02,2021-07-08,take_profit,1180.0,2360
6,2021-07-09,2021-07-20,take_profit,1000.0,2000
7,2021-07-16,2021-08-05,expiration,87.38,2100
8,2021-07-23,2021-08-12,expiration,-905.62,2350
9,2021-07-30,2021-08-19,expiration,1097.38,2695
10,2021-08-06,2021-08-26,expiration,544.38,2585
11,2021-08-13,2021-08-19,take_profit,1025.0,2050
12,2021-08-20,2021-09-09,expiration,427.38,2620
13,2021-08-27,2021-09-16,expiration,-390.62,2620
14,2021-09-03,2021-09-23,expiration,-210.62000000000003,2295
15,2021-09-10,2021-09-30,expiration,463.3800000000001,2320
16,2021-09-17,2021-10-07,expiration,259.37999999999994,2460
17,2021-09-24,2021-10-14,expiration,-161.62000000000003,2280
18,2021-10-01,2021-10-21,expiration,-1328.62,2625
19,2021-10-08,2021-10-26,stop_loss,-2915.0,2915
20,2021-10-15,2021-11-03,stop_loss,-2400.0,2400
21,2021-10-22,2021-11-11,expiration,781.38,2450
22,2021-10-29,2021-11-03,stop_loss,-1830.0,1830
23,2021-11-05,2021-11-10,take_profit,1272.5,2545
24,2021-11-12,2021-11-26,take_profit,1405.0,2810
25,2021-11-19,2021-11-26,take_profit,1647.5,3295
26,2021-11-26,2021-11-26,take_profit,1077.5,2155
27,2021-12-03,2021-12-23,expiration,-1188.62,3275
28,2021-12-10,2021-12-30,expiration,-630.6199999999999,2910
29,2021-12-17,2022-01-06,expiration,254.38,2970
30,2021-12-31,2022-01-20,expiration,-735.62,2825
31,2022-01-07,2022-01-27,expiration,-70.61999999999995,2620
32,2022-01-14,2022-02-03,take_profit,1245.0,2490
33,2022-01-21,2022-02-03,take_profit,1420.0,2840
34,2022-01-28,2022-01-31,take_profit,1255.0,2510
35,2022-02-04,2022-02-11,take_profit,1555.0,3110
36,2022-02-11,2022-02-17,take_profit,1602.5,3205
37,2022-02-18,2022-02-28,take_profit,1977.5,3955
38,2022-02-25,2022-03-01,take_profit,1560.0,3120
39,2022-03-04,2022-03-24,expiration,-207.6199999999999,3590
40,2022-03-11,2022-03-31,expiration,-1950.62,3450
41,2022-03-18,2022-03-29,stop_loss,-2465.0,2465
42,2022-03-25,2022-04-14,expiration,-1323.62,2935
43,2022-04-01,2022-04-21,expiration,-168.62,3165
44,2022-04-08,2022-04-28,expiration,1054.38,3570
45,2022-04-22,2022-04-28,take_profit,1400.0,2800
46,2022-05-06,2022-05-26,expiration,346.38,2940
47,2022-05-20,2022-06-09,expiration,1133.38,3720
48,2022-06-03,2022-06-23,expiration,-233.62,3400
49,2022-06-10,2022-06-14,stop_loss,-3045.0,3045
50,2022-06-17,2022-06-21,take_profit,1765.0,3530
51,2022-06-24,2022-07-14,expiration,-675.62,3050
52,2022-07-01,2022-07-21,expiration,301.3800000000001,3780
53,2022-07-08,2022-07-28,expiration,379.3800000000001,2790
54,2022-07-15,2022-08-04,expiration,-1483.62,2990
55,2022-07-22,2022-08-11,expiration,-730.6199999999999,2800
56,2022-08-05,2022-08-25,expiration,322.38,2815
57,2022-08-12,2022-08-30,stop_loss,-2120.0,2120
58,2022-08-19,2022-09-02,stop_loss,-3320.0,3320
59,2022-08-26,2022-09-15,expiration,-70.62,3480
60,2022-09-02,2022-09-09,take_profit,1380.0,2760
61,2022-09-09,2022-09-29,expiration,-2193.62,2620
62,2022-09-16,2022-10-06,expiration,531.3800000000001,3095
63,2022-09-23,2022-10-13,take_profit,1407.5,2815
64,2022-10-07,2022-10-13,take_profit,1817.5,3635
65,2022-10-21,2022-11-10,expiration,499.3800000000001,2620
66,2022-11-04,2022-11-17,take_profit,1450.0,2900
67,2022-11-11,2022-12-01,expiration,-850.62,2815
68,2022-11-18,2022-12-08,expiration,914.3800000000001,5120
69,2022-12-02,2022-12-12,take_profit,750.0,1500
70,2022-12-09,2022-12-19,take_profit,1275.0,2550
71,2022-12-16,2022-12-19,take_profit,1952.5,3905
72,2022-12-23,2023-01-12,expiration,378.38,1725
73,2022-12-30,2023-01-19,expiration,-396.62,2230
74,2023-01-06,2023-01-26,expiration,806.3800000000001,3515
75,2023-01-13,2023-01-31,take_profit,852.5,1705
76,2023-01-20,2023-01-31,take_profit,1325.0,2650
77,2023-02-03,2023-02-06,take_profit,952.5,1905
78,2023-02-10,2023-03-02,expiration,-981.62,2680
79,2023-02-17,2023-03-09,expiration,534.3800000000001,2810
80,2023-02-24,2023-03-16,take_profit,1610.0,3220
81,2023-03-03,2023-03-06,take_profit,760.0,1520
82,2023-03-10,2023-03-14,take_profit,830.0,1660
83,2023-03-17,2023-04-06,expiration,576.3800000000001,3330
84,2023-03-24,2023-04-13,expiration,9.38000000000011,2435
85,2023-03-31,2023-04-20,expiration,-18.619999999999948,2280
86,2023-04-14,2023-05-04,expiration,68.38,2290
87,2023-04-21,2023-05-05,take_profit,877.5,1755
88,2023-04-28,2023-05-05,take_profit,872.5,1745
89,2023-05-05,2023-05-24,take_profit,1092.5,2185
90,2023-05-12,2023-05-23,take_profit,1107.5,2215
91,2023-05-19,2023-05-26,take_profit,1270.0,2540
92,2023-05-26,2023-06-15,expiration,-448.62000000000006,1375
93,2023-06-02,2023-06-22,expiration,29.379999999999995,1655
94,2023-06-09,2023-06-13,take_profit,710.0,1420
95,2023-06-16,2023-07-06,expiration,-78.62,1990
96,2023-06-23,2023-07-05,take_profit,835.0,1670
97,2023-06-30,2023-07-05,take_profit,1025.0,2050
98,2023-07-07,2023-07-27,take_profit,845.0,1690
99,2023-07-14,2023-07-27,take_profit,805.0,1610
100,2023-07-21,2023-07-27,take_profit,810.0,1620
101,2023-08-04,2023-08-24,stop_loss,-2025.0,2025
102,2023-08-11,2023-08-22,stop_loss,-1530.0,1530
103,2023-08-18,2023-09-07,expiration,-423.62,2300
104,2023-08-25,2023-09-14,expiration,-623.6199999999999,2335
105,2023-09-01,2023-09-21,stop_loss,-1685.0,1685
106,2023-09-08,2023-09-22,stop_loss,-1790.0,1790
107,2023-09-15,2023-10-05,expiration,-813.62,1885
108,2023-09-22,2023-10-12,expiration,664.3800000000001,1955
109,2023-09-29,2023-10-13,take_profit,1000.0,2000
110,2023-10-06,2023-10-13,take_profit,1255.0,2510
111,2023-10-13,2023-10-18,take_profit,982.5,1965
112,2023-10-20,2023-11-09,expiration,-615.6199999999999,2675
113,2023-10-27,2023-11-16,expiration,-1369.62,1865
114,2023-11-03,2023-11-22,stop_loss,-2090.0,2090
115,2023-11-10,2023-11-24,stop_loss,-1910.0,1910
116,2023-11-17,2023-12-07,expiration,713.38,2275
117,2023-11-24,2023-12-08,take_profit,707.5,1415
118,2023-12-01,2023-12-08,take_profit,607.5,1215
119,2023-12-08,2023-12-15,take_profit,825.0,1650
120,2023-12-15,2023-12-20,take_profit,977.5,1955
121,2023-12-22,2024-01-04,stop_loss,-1570.0,1570
122,2024-01-05,2024-01-16,take_profit,1200.0,2400
123,2024-01-12,2024-01-17,take_profit,752.5,1505
124,2024-01-19,2024-02-02,take_profit,897.5,1795
125,2024-01-26,2024-01-31,take_profit,672.5,1345
126,2024-02-02,2024-02-15,take_profit,910.0,1820
127,2024-02-09,2024-02-15,take_profit,1072.5,2145
128,2024-02-16,2024-02-22,take_profit,965.0,1930
129,2024-03-01,2024-03-06,take_profit,602.5,1205
130,2024-03-08,2024-03-18,take_profit,1042.5,2085
131,2024-03-15,2024-04-04,take_profit,1112.5,2225
132,2024-03-22,2024-04-05,take_profit,960.0,1920
133,2024-04-05,2024-04-25,expiration,-600.6199999999999,2635
134,2024-04-12,2024-05-02,expiration,-458.62,1955
135,2024-04-19,2024-05-09,expiration,-975.6199999999999,2615
136,2024-04-26,2024-05-16,expiration,-145.6199999999999,2105
137,2024-05-03,2024-05-21,stop_loss,-1640.0,1640
138,2024-05-17,2024-05-30,take_profit,1397.5,2795
139,2024-05-24,2024-05-30,take_profit,580.0,1160
140,2024-05-31,2024-06-04,take_profit,867.5,1735
141,2024-06-07,2024-06-13,take_profit,760.0,1520
142,2024-06-14,2024-07-05,expiration,643.3800000000001,2370
143,2024-06-21,2024-07-10,take_profit,935.0,1870
144,2024-06-28,2024-07-05,take_profit,960.0,1920
145,2024-07-05,2024-07-10,take_profit,1157.5,2315
146,2024-07-19,2024-08-08,take_profit,1197.5,2395
147,2024-07-26,2024-08-02,take_profit,1060.0,2120
148,2024-08-02,2024-08-22,take_profit,1525.0,3050
149,2024-08-09,2024-08-29,expiration,-80.61999999999989,2440
150,2024-08-16,2024-08-22,take_profit,1142.5,2285
151,2024-08-23,2024-09-12,take_profit,1317.5,2635
152,2024-08-30,2024-09-10,take_profit,867.5,1735
153,2024-09-06,2024-09-12,take_profit,1287.5,2575
154,2024-09-13,2024-10-01,take_profit,1112.5,2225
155,2024-09-20,2024-10-03,take_profit,1087.5,2175
156,2024-10-04,2024-10-24,expiration,559.38,3055
157,2024-10-11,2024-10-31,expiration,-760.62,6500
158,2024-10-18,2024-11-07,expiration,-29.620000000000005,2240
159,2024-10-25,2024-11-14,expiration,-460.62000000000006,2565
160,2024-11-01,2024-11-06,take_profit,812.5,1625
161,2024-11-08,2024-11-29,expiration,-612.62,2815
162,2024-11-15,2024-11-20,take_profit,1292.5,2585
163,2024-11-22,2024-12-12,expiration,-481.62000000000006,2915
164,2024-12-06,2024-12-18,stop_loss,-2095.0,2095
165,2024-12-13,2025-01-02,expiration,-688.62,3010
166,2024-12-20,2025-01-10,expiration,-1483.62,3010
167,2024-12-27,2025-01-16,expiration,308.38,2125
168,2025-01-03,2025-01-23,expiration,773.3800000000001,3230
169,2025-01-17,2025-02-06,expiration,349.38,2195
170,2025-01-24,2025-02-03,take_profit,932.5,1865
171,2025-01-31,2025-02-20,expiration,-285.62,2755
