Opened,pp_Closed,pp_Premium,pp_PnL,pp_Fees,cc_Closed,cc_Premium,cc_PnL,cc_Fees,combined_premium,combined_pnl_final,combined_fees,Closed,trade_id
2021-05-14,2021-06-03,1735,221.92,5.08,2021-06-03,615,-475.54,2.54,2350,-253.62000000000003,7.62,2021-06-03,1
2021-05-21,2021-06-10,2150,-1091.08,5.08,2021-06-10,685,207.46,2.54,2835,-883.6199999999999,7.62,2021-06-10,2
2021-05-28,2021-06-17,1540,504.92,5.08,2021-06-17,480,-288.54,2.54,2020,216.38,7.62,2021-06-17,3
2021-06-25,2021-07-15,1605,-316.08,5.08,2021-07-15,460,1257.46,2.54,2065,941.3800000000001,7.62,2021-07-15,4
2021-07-02,2021-07-22,1830,589.92,5.08,2021-07-22,530,-283.54,2.54,2360,306.37999999999994,7.62,2021-07-22,5
2021-07-09,2021-07-29,1550,-158.08,5.08,2021-07-29,450,232.46,2.54,2000,74.38,7.62,2021-07-29,6
2021-07-16,2021-08-05,1640,-765.08,5.08,2021-08-05,460,852.46,2.54,2100,87.38,7.62,2021-08-05,7
2021-07-23,2021-08-12,1810,-703.08,5.08,2021-08-12,540,-202.54,2.54,2350,-905.62,7.62,2021-08-12,8
2021-07-30,2021-08-19,2050,1284.92,5.08,2021-08-19,645,-187.54,2.54,2695,1097.38,7.62,2021-08-19,9
2021-08-06,2021-08-26,2015,349.92,5.08,2021-08-26,570,194.46,2.54,2585,544.38,7.62,2021-08-26,10
2021-08-13,2021-09-02,1595,-411.08,5.08,2021-09-02,455,614.46,2.54,2050,203.38000000000005,7.62,2021-09-02,11
2021-08-20,2021-09-09,1965,-35.08,5.08,2021-09-09,655,462.46,2.54,2620,427.38,7.62,2021-09-09,12
2021-08-27,2021-09-16,1975,174.92,5.08,2021-09-16,645,-565.54,2.54,2620,-390.62,7.62,2021-09-16,13
2021-09-03,2021-09-23,1775,239.92,5.08,2021-09-23,520,-450.54,2.54,2295,-210.62000000000003,7.62,2021-09-23,14
2021-09-10,2021-09-30,1700,1046.92,5.08,2021-09-30,620,-583.54,2.54,2320,463.3800000000001,7.62,2021-09-30,15
2021-09-17,2021-10-07,1835,759.92,5.08,2021-10-07,625,-500.54,2.54,2460,259.37999999999994,7.62,2021-10-07,16
2021-09-24,2021-10-14,1820,226.92,5.08,2021-10-14,460,-388.54,2.54,2280,-161.62000000000003,7.62,2021-10-14,17
2021-10-01,2021-10-21,2035,-1746.08,5.08,2021-10-21,590,417.46,2.54,2625,-1328.62,7.62,2021-10-21,18
2021-10-08,2021-10-28,2135,-1665.08,5.08,2021-10-28,780,337.46,2.54,2915,-1327.62,7.62,2021-10-28,19
2021-10-15,2021-11-04,1865,-1456.08,5.08,2021-11-04,535,37.46,2.54,2400,-1418.62,7.62,2021-11-04,20
2021-10-22,2021-11-11,1875,-741.08,5.08,2021-11-11,575,1522.46,2.54,2450,781.38,7.62,2021-11-11,21
2021-10-29,2021-11-18,1385,-740.08,5.08,2021-11-18,445,1087.46,2.54,1830,347.38,7.62,2021-11-18,22
2021-11-05,2021-11-26,2035,2584.92,5.08,2021-11-26,510,-440.54,2.54,2545,2144.38,7.62,2021-11-26,23
2021-11-12,2021-12-02,2120,2594.92,5.08,2021-12-02,690,-535.54,2.54,2810,2059.38,7.62,2021-12-02,24
2021-11-19,2021-12-09,2450,1249.92,5.08,2021-12-09,845,-585.54,2.54,3295,664.3800000000001,7.62,2021-12-09,25
2021-11-26,2021-12-16,1550,429.92,5.08,2021-12-16,605,-95.54,2.54,2155,334.38,7.62,2021-12-16,26
2021-12-03,2021-12-23,2320,-2111.08,5.08,2021-12-23,955,922.46,2.54,3275,-1188.62,7.62,2021-12-23,27
2021-12-10,2021-12-30,2155,-1070.08,5.08,2021-12-30,755,439.46,2.54,2910,-630.6199999999999,7.62,2021-12-30,28
2021-12-17,2022-01-06,2285,191.92,5.08,2022-01-06,685,62.46,2.54,2970,254.38,7.62,2022-01-06,29
2021-12-31,2022-01-20,2145,-60.08,5.08,2022-01-20,680,-675.54,2.54,2825,-735.62,7.62,2022-01-20,30
2022-01-07,2022-01-27,2040,494.92,5.08,2022-01-27,580,-565.54,2.54,2620,-70.61999999999995,7.62,2022-01-27,31
2022-01-14,2022-02-03,1925,1864.92,5.08,2022-02-03,565,-550.54,2.54,2490,1314.38,7.62,2022-02-03,32
2022-01-21,2022-02-10,2235,1129.92,5.08,2022-02-10,605,202.46,2.54,2840,1332.38,7.62,2022-02-10,33
2022-01-28,2022-02-17,1985,2351.92,5.08,2022-02-17,525,-403.54,2.54,2510,1948.38,7.62,2022-02-17,34
2022-02-04,2022-02-24,2405,1734.92,5.08,2022-02-24,705,-678.54,2.54,3110,1056.38,7.62,2022-02-24,35
2022-02-11,2022-03-03,2450,2319.92,5.08,2022-03-03,755,-682.54,2.54,3205,1637.38,7.62,2022-03-03,36
2022-02-18,2022-03-10,2930,1201.92,5.08,2022-03-10,1025,-935.54,2.54,3955,266.3800000000001,7.62,2022-03-10,37
2022-02-25,2022-03-17,2270,1374.92,5.08,2022-03-17,850,-492.54,2.54,3120,882.3800000000001,7.62,2022-03-17,38
2022-03-04,2022-03-24,2650,-1705.08,5.08,2022-03-24,940,1497.46,2.54,3590,-207.6199999999999,7.62,2022-03-24,39
2022-03-11,2022-03-31,2750,-2498.08,5.08,2022-03-31,700,547.46,2.54,3450,-1950.62,7.62,2022-03-31,40
2022-03-18,2022-04-07,1905,436.92,5.08,2022-04-07,560,-347.54,2.54,2465,89.38,7.62,2022-04-07,41
2022-03-25,2022-04-14,2265,-655.08,5.08,2022-04-14,670,-668.54,2.54,2935,-1323.62,7.62,2022-04-14,42
2022-04-01,2022-04-21,2455,536.92,5.08,2022-04-21,710,-705.54,2.54,3165,-168.62,7.62,2022-04-21,43
2022-04-08,2022-04-28,2625,1979.92,5.08,2022-04-28,945,-925.54,2.54,3570,1054.38,7.62,2022-04-28,44
2022-04-22,2022-05-12,2165,1554.92,5.08,2022-05-12,635,-625.54,2.54,2800,929.3800000000001,7.62,2022-05-12,45
2022-05-06,2022-05-26,2285,961.92,5.08,2022-05-26,655,-615.54,2.54,2940,346.38,7.62,2022-05-26,46
2022-05-20,2022-06-09,2730,-554.08,5.08,2022-06-09,990,1687.46,2.54,3720,1133.38,7.62,2022-06-09,47
2022-06-03,2022-06-23,2555,604.92,5.08,2022-06-23,845,-838.54,2.54,3400,-233.62,7.62,2022-06-23,48
2022-06-10,2022-06-30,2375,539.92,5.08,2022-06-30,670,-645.54,2.54,3045,-105.62,7.62,2022-06-30,49
2022-06-17,2022-07-07,2655,-1846.08,5.08,2022-07-07,875,2447.46,2.54,3530,601.3800000000001,7.62,2022-07-07,50
2022-06-24,2022-07-14,2300,59.92,5.08,2022-07-14,750,-735.54,2.54,3050,-675.62,7.62,2022-07-14,51
2022-07-01,2022-07-21,2815,-1486.08,5.08,2022-07-21,965,1787.46,2.54,3780,301.3800000000001,7.62,2022-07-21,52
2022-07-08,2022-07-28,2090,-1243.08,5.08,2022-07-28,700,1622.46,2.54,2790,379.3800000000001,7.62,2022-07-28,53
2022-07-15,2022-08-04,2255,-2066.08,5.08,2022-08-04,735,582.46,2.54,2990,-1483.62,7.62,2022-08-04,54
2022-07-22,2022-08-11,2090,-1758.08,5.08,2022-08-11,710,1027.46,2.54,2800,-730.6199999999999,7.62,2022-08-11,55
2022-08-05,2022-08-25,2125,279.92,5.08,2022-08-25,690,42.46,2.54,2815,322.38,7.62,2022-08-25,56
2022-08-12,2022-09-01,1580,-740.08,5.08,2022-09-01,540,-540.54,2.54,2120,-1280.62,7.62,2022-09-01,57
2022-08-19,2022-09-08,2440,529.92,5.08,2022-09-08,880,-870.54,2.54,3320,-340.62,7.62,2022-09-08,58
2022-08-26,2022-09-15,2470,899.92,5.08,2022-09-15,1010,-970.54,2.54,3480,-70.62,7.62,2022-09-15,59
2022-09-02,2022-09-22,2075,811.92,5.08,2022-09-22,685,-660.54,2.54,2760,151.38,7.62,2022-09-22,60
2022-09-09,2022-09-29,1965,-1540.08,5.08,2022-09-29,655,-653.54,2.54,2620,-2193.62,7.62,2022-09-29,61
2022-09-16,2022-10-06,2225,1326.92,5.08,2022-10-06,870,-795.54,2.54,3095,531.3800000000001,7.62,2022-10-06,62
2022-09-23,2022-10-13,2015,2219.92,5.08,2022-10-13,800,-340.54,2.54,2815,1879.38,7.62,2022-10-13,63
2022-10-07,2022-10-27,2640,-1156.08,5.08,2022-10-27,995,2657.46,2.54,3635,1501.38,7.62,2022-10-27,64
