trade_date,exp_date,underlying,dte_entry,total_credit,pnl_usd,vix_entry,result,exit_method,in_range
2022-08-11,2022-08-12,SPX,1,575.0,2431.45,20.2,WIN,expiration,True
2022-08-12,2022-08-15,SPX,3,265.0,-273.54,19.53,LOSS,expiration,False
2022-08-15,2022-08-16,SPX,1,215.0,-223.54,19.95,LOSS,expiration,False
2022-08-16,2022-08-17,SPX,1,415.0,-423.54,19.69,LOSS,expiration,False
2022-08-17,2022-08-18,SPX,1,675.0,-683.54,19.9,LOSS,expiration,False
2022-08-18,2022-08-19,SPX,1,595.0,1048.46,19.56,WIN,expiration,True
2022-08-19,2022-08-22,SPX,3,595.0,3097.43,20.6,WIN,expiration,True
2022-08-22,2022-08-23,SPX,1,580.0,-588.54,23.8,LOSS,expiration,False
2022-08-23,2022-08-24,SPX,1,605.0,-613.54,24.11,LOSS,expiration,False
2022-08-24,2022-08-25,SPX,1,590.0,313.47,22.82,WIN,expiration,True
2022-08-25,2022-08-26,SPX,1,590.0,4635.47,21.78,WIN,expiration,True
2022-08-26,2022-08-29,SPX,3,630.0,-638.54,25.56,LOSS,expiration,False
2022-08-29,2022-08-30,SPX,1,580.0,-204.53,26.21,LOSS,expiration,False
2022-08-30,2022-08-31,SPX,1,625.0,-633.54,26.21,LOSS,expiration,False
2022-08-31,2022-09-01,SPX,1,650.0,-658.54,25.87,LOSS,expiration,False
2022-09-01,2022-09-02,SPX,1,570.0,-578.54,25.56,LOSS,expiration,False
2022-09-02,2022-09-06,SPX,4,630.0,-638.54,25.47,LOSS,expiration,False
2022-09-06,2022-09-07,SPX,1,615.0,-136.53,26.91,LOSS,expiration,False
2022-09-07,2022-09-08,SPX,1,605.0,-613.54,24.64,LOSS,expiration,False
2022-09-08,2022-09-09,SPX,1,585.0,2142.47,23.61,WIN,expiration,True
2022-09-09,2022-09-12,SPX,3,565.0,-573.54,22.79,LOSS,expiration,False
2022-09-12,2022-09-13,SPX,1,500.0,760.45,23.87,WIN,expiration,True
2022-09-13,2022-09-14,SPX,1,600.0,-608.54,27.27,LOSS,expiration,False
2022-09-14,2022-09-15,SPX,1,600.0,-608.54,26.16,LOSS,expiration,False
2022-09-15,2022-09-16,SPX,1,635.0,-643.54,26.27,LOSS,expiration,False
2022-09-16,2022-09-19,SPX,3,595.0,-603.54,26.3,LOSS,expiration,False
2022-09-19,2022-09-20,SPX,1,600.0,-608.54,25.76,LOSS,expiration,False
2022-09-20,2022-09-21,SPX,1,570.0,-578.54,27.16,LOSS,expiration,False
2022-09-21,2022-09-22,SPX,1,635.0,-643.54,27.99,LOSS,expiration,False
2022-09-22,2022-09-23,SPX,1,550.0,118.46,27.35,WIN,expiration,True
2022-09-23,2022-09-26,SPX,3,745.0,-753.54,29.92,LOSS,expiration,False
2022-09-26,2022-09-27,SPX,1,515.0,-523.54,32.26,LOSS,expiration,False
2022-09-27,2022-09-28,SPX,1,575.0,-583.54,32.6,LOSS,expiration,False
2022-09-28,2022-09-29,SPX,1,605.0,339.46,30.18,WIN,expiration,True
2022-09-29,2022-09-30,SPX,1,615.0,-623.54,31.84,LOSS,expiration,False
2022-09-30,2022-10-03,SPX,3,605.0,-613.54,31.62,LOSS,expiration,False
2022-10-03,2022-10-04,SPX,1,590.0,3494.45,30.1,WIN,expiration,True
2022-10-04,2022-10-05,SPX,1,620.0,-628.54,29.07,LOSS,expiration,False
2022-10-05,2022-10-06,SPX,1,640.0,-648.54,28.55,LOSS,expiration,False
2022-10-06,2022-10-07,SPX,1,590.0,935.47,30.52,WIN,expiration,True
2022-10-07,2022-10-10,SPX,3,590.0,-598.54,31.36,LOSS,expiration,False
2022-10-10,2022-10-11,SPX,1,565.0,-573.54,32.45,LOSS,expiration,False
2022-10-11,2022-10-12,SPX,1,575.0,-583.54,33.63,LOSS,expiration,False
2022-10-12,2022-10-13,SPX,1,615.0,-623.54,33.57,LOSS,expiration,False
2022-10-13,2022-10-14,SPX,1,615.0,-623.54,31.94,LOSS,expiration,False
2022-10-14,2022-10-17,SPX,3,600.0,-608.54,32.02,LOSS,expiration,False
2022-10-17,2022-10-18,SPX,1,630.0,-638.54,31.37,LOSS,expiration,False
2022-10-18,2022-10-19,SPX,1,595.0,-603.54,30.5,LOSS,expiration,False
2022-10-19,2022-10-20,SPX,1,605.0,-613.54,30.76,LOSS,expiration,False
2022-10-20,2022-10-21,SPX,1,610.0,1656.46,29.98,WIN,expiration,True
2022-10-21,2022-10-24,SPX,3,635.0,-643.54,29.69,LOSS,expiration,False
2022-10-24,2022-10-25,SPX,1,470.0,-478.54,29.85,LOSS,expiration,False
2022-10-26,2022-10-27,SPX,1,545.0,-553.54,27.28,LOSS,expiration,False
2022-10-27,2022-10-28,SPX,1,600.0,-2.54,27.39,LOSS,expiration,False
2022-10-28,2022-10-31,SPX,3,610.0,-618.54,25.75,LOSS,expiration,False
2022-10-31,2022-11-01,SPX,1,380.0,-388.54,25.88,LOSS,expiration,False
2022-11-01,2022-11-02,SPX,1,485.0,37.46,25.81,WIN,expiration,True
2022-11-02,2022-11-03,SPX,1,635.0,-643.54,25.86,LOSS,expiration,False
2022-11-03,2022-11-04,SPX,1,590.0,-598.54,25.3,LOSS,expiration,False
2022-11-04,2022-11-07,SPX,3,650.0,-658.54,24.55,LOSS,expiration,False
2022-11-07,2022-11-08,SPX,1,550.0,-558.54,24.35,LOSS,expiration,False
2022-11-08,2022-11-09,SPX,1,580.0,1054.45,25.54,WIN,expiration,True
2022-11-09,2022-11-10,SPX,1,605.0,3249.45,26.09,WIN,expiration,True
2022-11-10,2022-11-11,SPX,1,630.0,-638.54,23.53,LOSS,expiration,False
2022-11-14,2022-11-15,SPX,1,260.0,-268.54,23.73,LOSS,expiration,False
2022-11-15,2022-11-16,SPX,1,215.0,-223.54,24.54,LOSS,expiration,False
2022-11-16,2022-11-17,SPX,1,525.0,-533.54,24.11,LOSS,expiration,False
2022-11-17,2022-11-18,SPX,1,610.0,-618.54,23.93,LOSS,expiration,False
2022-11-18,2022-11-21,SPX,3,525.0,-533.54,23.12,LOSS,expiration,False
2022-11-21,2022-11-22,SPX,1,580.0,769.47,22.36,WIN,expiration,True
2022-11-22,2022-11-23,SPX,1,415.0,-423.54,21.29,LOSS,expiration,False
2022-11-23,2022-11-25,SPX,2,550.0,-558.54,20.35,LOSS,expiration,False
2022-11-28,2022-11-29,SPX,1,530.0,-538.54,22.21,LOSS,expiration,False
2022-11-29,2022-11-30,SPX,1,590.0,5390.45,21.89,WIN,expiration,True
2022-11-30,2022-12-01,SPX,1,560.0,-568.54,20.58,LOSS,expiration,False
2022-12-01,2022-12-02,SPX,1,585.0,-593.54,19.84,LOSS,expiration,False
2022-12-02,2022-12-05,SPX,3,595.0,2512.45,19.06,WIN,expiration,True
2022-12-05,2022-12-06,SPX,1,605.0,760.46,20.75,WIN,expiration,True
2022-12-06,2022-12-07,SPX,1,620.0,-628.54,22.17,LOSS,expiration,False
2022-12-07,2022-12-08,SPX,1,600.0,-608.54,22.68,LOSS,expiration,False
2022-12-08,2022-12-09,SPX,1,590.0,-598.54,22.29,LOSS,expiration,False
2022-12-09,2022-12-12,SPX,3,625.0,-77.54,22.83,LOSS,expiration,False
2022-12-12,2022-12-13,SPX,1,555.0,-563.54,25.0,LOSS,expiration,False
2022-12-13,2022-12-14,SPX,1,435.0,-443.54,22.55,LOSS,expiration,False
2022-12-14,2022-12-15,SPX,1,595.0,2321.46,21.14,WIN,expiration,True
2022-12-15,2022-12-16,SPX,1,620.0,-628.54,22.83,LOSS,expiration,False
2022-12-16,2022-12-19,SPX,3,590.0,-598.54,22.62,LOSS,expiration,False
2022-12-19,2022-12-20,SPX,1,615.0,-623.54,22.42,LOSS,expiration,False
2022-12-20,2022-12-21,SPX,1,565.0,-229.55,21.48,LOSS,expiration,False
2022-12-21,2022-12-22,SPX,1,595.0,657.47,20.07,WIN,expiration,True
2022-12-22,2022-12-23,SPX,1,635.0,-643.54,21.97,LOSS,expiration,False
2022-12-23,2022-12-27,SPX,4,630.0,-638.54,20.87,LOSS,expiration,False
2022-12-27,2022-12-28,SPX,1,600.0,69.46,21.65,WIN,expiration,True
2022-12-28,2022-12-29,SPX,1,650.0,1769.46,22.14,WIN,expiration,True
2022-12-29,2022-12-30,SPX,1,620.0,-628.54,21.44,LOSS,expiration,False
2022-12-30,2023-01-03,SPX,4,590.0,-598.54,21.67,LOSS,expiration,False
2023-01-03,2023-01-04,SPX,1,565.0,-573.54,22.9,LOSS,expiration,False
2023-01-04,2023-01-05,SPX,1,615.0,-623.54,22.01,LOSS,expiration,False
2023-01-05,2023-01-06,SPX,1,605.0,-105.53,22.46,LOSS,expiration,False
2023-01-06,2023-01-09,SPX,3,590.0,-598.54,21.13,LOSS,expiration,False
2023-01-09,2023-01-10,SPX,1,660.0,-668.54,21.97,LOSS,expiration,False
2023-01-10,2023-01-11,SPX,1,640.0,1812.47,20.58,WIN,expiration,True
2023-01-11,2023-01-12,SPX,1,255.0,-263.54,21.09,LOSS,expiration,False
2023-01-12,2023-01-13,SPX,1,575.0,-583.54,18.83,LOSS,expiration,False
2023-01-13,2023-01-17,SPX,4,290.0,-298.54,18.35,LOSS,expiration,False
2023-01-17,2023-01-18,SPX,1,640.0,965.45,19.36,WIN,expiration,True
2023-01-18,2023-01-19,SPX,1,560.0,-568.54,20.34,LOSS,expiration,False
2023-01-19,2023-01-20,SPX,1,570.0,1682.47,20.52,WIN,expiration,True
2023-01-20,2023-01-23,SPX,3,600.0,872.46,19.85,WIN,expiration,True
2023-01-23,2023-01-24,SPX,1,565.0,-573.54,19.81,LOSS,expiration,False
2023-01-24,2023-01-25,SPX,1,540.0,-548.54,19.2,LOSS,expiration,False
2023-01-25,2023-01-26,SPX,1,655.0,-120.55,19.08,LOSS,expiration,False
2023-01-26,2023-01-27,SPX,1,470.0,-478.54,18.73,LOSS,expiration,False
2023-01-30,2023-01-31,SPX,1,610.0,41.47,19.94,WIN,expiration,True
2023-01-31,2023-02-01,SPX,1,440.0,-448.54,19.4,LOSS,expiration,False
2023-02-02,2023-02-03,SPX,1,640.0,-648.54,18.73,LOSS,expiration,False
2023-02-03,2023-02-06,SPX,3,595.0,-603.54,18.33,LOSS,expiration,False
2023-02-06,2023-02-07,SPX,1,600.0,-608.54,19.43,LOSS,expiration,False
2023-02-07,2023-02-08,SPX,1,565.0,-573.54,18.66,LOSS,expiration,False
2023-02-08,2023-02-09,SPX,1,570.0,-578.54,19.63,LOSS,expiration,False
2023-02-09,2023-02-10,SPX,1,555.0,-563.54,20.71,LOSS,expiration,False
2023-02-10,2023-02-13,SPX,3,560.0,-568.54,20.53,LOSS,expiration,False
2023-02-13,2023-02-14,SPX,1,610.0,-618.54,20.34,LOSS,expiration,False
2023-02-14,2023-02-15,SPX,1,540.0,-548.54,18.91,LOSS,expiration,False
2023-02-15,2023-02-16,SPX,1,580.0,-129.53,18.23,LOSS,expiration,False
2023-02-16,2023-02-17,SPX,1,620.0,-628.54,20.17,LOSS,expiration,False
2023-02-17,2023-02-21,SPX,4,545.0,1712.45,20.02,WIN,expiration,True
2023-02-21,2023-02-22,SPX,1,580.0,-588.54,22.87,LOSS,expiration,False
2023-02-22,2023-02-23,SPX,1,550.0,-558.54,22.29,LOSS,expiration,False
2023-02-23,2023-02-24,SPX,1,555.0,-563.54,21.14,LOSS,expiration,False
2023-02-24,2023-02-27,SPX,3,630.0,-638.54,21.67,LOSS,expiration,False
2023-02-27,2023-02-28,SPX,1,620.0,-628.54,20.95,LOSS,expiration,False
2023-02-28,2023-03-01,SPX,1,585.0,-593.54,20.7,LOSS,expiration,False
2023-03-01,2023-03-02,SPX,1,630.0,-638.54,20.58,LOSS,expiration,False
2023-03-02,2023-03-03,SPX,1,610.0,1445.45,19.59,WIN,expiration,True
2023-03-03,2023-03-06,SPX,3,600.0,-608.54,18.49,LOSS,expiration,False
2023-03-06,2023-03-07,SPX,1,560.0,-205.55,18.61,LOSS,expiration,False
2023-03-07,2023-03-08,SPX,1,585.0,-593.54,19.59,LOSS,expiration,False
2023-03-08,2023-03-09,SPX,1,660.0,2999.45,19.11,WIN,expiration,True
2023-03-09,2023-03-10,SPX,1,605.0,-613.54,22.61,LOSS,expiration,False
2023-03-10,2023-03-13,SPX,3,595.0,-603.54,24.8,LOSS,expiration,False
2023-03-13,2023-03-14,SPX,1,595.0,-603.54,26.52,LOSS,expiration,False
2023-03-14,2023-03-15,SPX,1,595.0,-603.54,23.73,LOSS,expiration,False
2023-03-15,2023-03-16,SPX,1,590.0,429.46,26.14,WIN,expiration,True
2023-03-16,2023-03-17,SPX,1,585.0,-593.54,22.99,LOSS,expiration,False
2023-03-17,2023-03-20,SPX,3,600.0,-608.54,25.51,LOSS,expiration,False
2023-03-20,2023-03-21,SPX,1,640.0,638.47,24.15,WIN,expiration,True
2023-03-21,2023-03-22,SPX,1,450.0,-458.54,21.38,LOSS,expiration,False
2023-03-22,2023-03-23,SPX,1,595.0,-603.54,22.26,LOSS,expiration,False
2023-03-23,2023-03-24,SPX,1,600.0,-608.54,22.61,LOSS,expiration,False
2023-03-24,2023-03-27,SPX,3,645.0,-653.54,21.74,LOSS,expiration,False
2023-03-27,2023-03-28,SPX,1,520.0,-528.54,20.6,LOSS,expiration,False
2023-03-28,2023-03-29,SPX,1,620.0,2152.46,19.97,WIN,expiration,True
2023-03-29,2023-03-30,SPX,1,465.0,-473.54,19.12,LOSS,expiration,False
2023-03-30,2023-03-31,SPX,1,630.0,2792.46,19.02,WIN,expiration,True
2023-03-31,2023-04-03,SPX,3,235.0,-243.54,18.7,LOSS,expiration,False
2023-04-04,2023-04-05,SPX,1,520.0,-528.54,19.0,LOSS,expiration,False
2023-04-05,2023-04-06,SPX,1,660.0,-668.54,19.08,LOSS,expiration,False
2023-04-06,2023-04-10,SPX,4,550.0,-558.54,18.4,LOSS,expiration,False
2023-04-10,2023-04-11,SPX,1,630.0,-638.54,18.97,LOSS,expiration,False
2023-04-11,2023-04-12,SPX,1,575.0,-583.54,19.1,LOSS,expiration,False
2023-04-12,2023-04-13,SPX,1,585.0,1028.48,19.09,WIN,expiration,True
2023-04-13,2023-04-14,SPX,1,605.0,-613.54,17.8,LOSS,expiration,False
2023-04-14,2023-04-17,SPX,3,555.0,-563.54,17.07,LOSS,expiration,False
2023-04-17,2023-04-18,SPX,1,555.0,-563.54,16.95,LOSS,expiration,False
2023-04-18,2023-04-19,SPX,1,565.0,-573.54,16.83,LOSS,expiration,False
2023-04-19,2023-04-20,SPX,1,570.0,-557.55,16.46,LOSS,expiration,False
2023-04-20,2023-04-21,SPX,1,665.0,-673.54,17.17,LOSS,expiration,False
2023-04-21,2023-04-24,SPX,3,595.0,-603.54,16.77,LOSS,expiration,False
2023-04-24,2023-04-25,SPX,1,575.0,3753.47,16.89,WIN,expiration,True
2023-04-25,2023-04-26,SPX,1,575.0,-583.54,18.76,LOSS,expiration,False
2023-04-26,2023-04-27,SPX,1,580.0,4446.47,18.84,WIN,expiration,True
2023-04-27,2023-04-28,SPX,1,620.0,-180.54,17.03,LOSS,expiration,False
2023-04-28,2023-05-01,SPX,3,455.0,-463.54,15.78,LOSS,expiration,False
2023-05-01,2023-05-02,SPX,1,520.0,2013.45,16.08,WIN,expiration,True
2023-05-02,2023-05-03,SPX,1,520.0,-528.54,17.78,LOSS,expiration,False
2023-05-03,2023-05-04,SPX,1,575.0,-583.54,18.34,LOSS,expiration,False
2023-05-04,2023-05-05,SPX,1,600.0,1516.46,20.09,WIN,expiration,True
2023-05-05,2023-05-08,SPX,3,535.0,-543.54,17.19,LOSS,expiration,False
2023-05-08,2023-05-09,SPX,1,630.0,-638.54,16.98,LOSS,expiration,False
2023-05-09,2023-05-10,SPX,1,555.0,-563.54,17.71,LOSS,expiration,False
2023-05-10,2023-05-11,SPX,1,595.0,-603.54,16.94,LOSS,expiration,False
2023-05-11,2023-05-12,SPX,1,555.0,-563.54,16.93,LOSS,expiration,False
2023-05-12,2023-05-15,SPX,3,625.0,-633.54,17.03,LOSS,expiration,False
2023-05-15,2023-05-16,SPX,1,580.0,-578.53,17.12,LOSS,expiration,False
2023-05-16,2023-05-17,SPX,1,465.0,403.46,17.99,WIN,expiration,True
2023-05-17,2023-05-18,SPX,1,490.0,306.44,16.87,WIN,expiration,True
2023-05-18,2023-05-19,SPX,1,615.0,-623.54,16.05,LOSS,expiration,False
2023-05-19,2023-05-22,SPX,3,485.0,-493.54,16.81,LOSS,expiration,False
2023-05-22,2023-05-23,SPX,1,540.0,893.45,17.21,WIN,expiration,True
2023-05-23,2023-05-24,SPX,1,655.0,312.43,18.53,WIN,expiration,True
2023-05-24,2023-05-25,SPX,1,675.0,-683.54,20.03,LOSS,expiration,False
2023-05-25,2023-05-26,SPX,1,585.0,-48.52,19.14,LOSS,expiration,False
2023-05-26,2023-05-30,SPX,4,400.0,-408.54,17.95,LOSS,expiration,False
2023-05-30,2023-05-31,SPX,1,625.0,-633.54,17.46,LOSS,expiration,False
2023-05-31,2023-06-01,SPX,1,660.0,-566.54,17.94,LOSS,expiration,False
2023-06-01,2023-06-02,SPX,1,575.0,2653.47,15.65,WIN,expiration,True
2023-06-02,2023-06-05,SPX,3,230.0,-238.54,14.6,LOSS,expiration,False
2023-06-05,2023-06-06,SPX,1,510.0,-518.54,14.73,LOSS,expiration,False
2023-06-06,2023-06-07,SPX,1,630.0,-638.54,13.96,LOSS,expiration,False
2023-06-07,2023-06-08,SPX,1,635.0,-250.52,13.94,LOSS,expiration,False
2023-06-08,2023-06-09,SPX,1,550.0,-558.54,13.65,LOSS,expiration,False
2023-06-09,2023-06-12,SPX,3,540.0,344.48,13.83,WIN,expiration,True
2023-06-12,2023-06-13,SPX,1,610.0,-618.54,15.01,LOSS,expiration,False
2023-06-13,2023-06-14,SPX,1,230.0,-238.54,14.61,LOSS,expiration,False
2023-06-14,2023-06-15,SPX,1,380.0,1195.44,13.88,WIN,expiration,True
2023-06-15,2023-06-16,SPX,1,615.0,-623.54,14.5,LOSS,expiration,False
2023-06-16,2023-06-20,SPX,4,465.0,-473.54,13.54,LOSS,expiration,False
2023-06-20,2023-06-21,SPX,1,605.0,-182.54,13.88,LOSS,expiration,False
2023-06-21,2023-06-22,SPX,1,620.0,-628.54,13.2,LOSS,expiration,False
2023-06-22,2023-06-23,SPX,1,565.0,93.45,12.91,WIN,expiration,True
2023-06-23,2023-06-26,SPX,3,605.0,-495.52,13.44,LOSS,expiration,False
2023-06-26,2023-06-27,SPX,1,585.0,1247.47,14.25,WIN,expiration,True
2023-06-27,2023-06-28,SPX,1,575.0,-583.54,13.74,LOSS,expiration,False
2023-06-28,2023-06-29,SPX,1,625.0,-489.55,13.43,LOSS,expiration,False
2023-06-29,2023-06-30,SPX,1,555.0,2474.45,13.54,WIN,expiration,True
2023-06-30,2023-07-03,SPX,3,470.0,-478.54,13.59,LOSS,expiration,False
2023-07-05,2023-07-06,SPX,1,535.0,1297.47,14.18,WIN,expiration,True
2023-07-06,2023-07-07,SPX,1,565.0,-573.54,15.44,LOSS,expiration,False
2023-07-07,2023-07-10,SPX,3,535.0,-543.54,14.83,LOSS,expiration,False
2023-07-10,2023-07-11,SPX,1,630.0,787.43,15.07,WIN,expiration,True
2023-07-11,2023-07-12,SPX,1,610.0,-618.54,14.84,LOSS,expiration,False
2023-07-12,2023-07-13,SPX,1,520.0,-24.54,13.54,LOSS,expiration,False
2023-07-13,2023-07-14,SPX,1,640.0,-648.54,13.61,LOSS,expiration,False
2023-07-14,2023-07-17,SPX,3,470.0,-478.54,13.34,LOSS,expiration,False
2023-07-17,2023-07-18,SPX,1,575.0,-85.54,13.48,LOSS,expiration,False
2023-07-18,2023-07-19,SPX,1,625.0,-633.54,13.3,LOSS,expiration,False
2023-07-19,2023-07-20,SPX,1,490.0,514.45,13.76,WIN,expiration,True
2023-07-20,2023-07-21,SPX,1,585.0,-593.54,13.99,LOSS,expiration,False
2023-07-21,2023-07-24,SPX,3,625.0,-633.54,13.6,LOSS,expiration,False
2023-07-24,2023-07-25,SPX,1,510.0,-518.54,13.91,LOSS,expiration,False
2023-07-25,2023-07-26,SPX,1,475.0,-483.54,13.86,LOSS,expiration,False
2023-07-26,2023-07-27,SPX,1,600.0,-349.56,13.19,LOSS,expiration,False
2023-07-27,2023-07-28,SPX,1,565.0,149.46,14.41,WIN,expiration,True
2023-07-28,2023-07-31,SPX,3,545.0,-553.54,13.33,LOSS,expiration,False
2023-07-31,2023-08-01,SPX,1,585.0,-593.54,13.63,LOSS,expiration,False
2023-08-01,2023-08-02,SPX,1,555.0,3597.44,13.93,WIN,expiration,True
2023-08-02,2023-08-03,SPX,1,615.0,-623.54,16.09,LOSS,expiration,False
2023-08-03,2023-08-04,SPX,1,550.0,-558.54,15.92,LOSS,expiration,False
2023-08-04,2023-08-07,SPX,3,550.0,-214.55,17.1,LOSS,expiration,False
2023-08-07,2023-08-08,SPX,1,525.0,-533.54,15.77,LOSS,expiration,False
2023-08-08,2023-08-09,SPX,1,580.0,-359.54,15.99,LOSS,expiration,False
2023-08-09,2023-08-10,SPX,1,585.0,-593.54,15.96,LOSS,expiration,False
2023-08-10,2023-08-11,SPX,1,575.0,-583.54,15.85,LOSS,expiration,False
2023-08-11,2023-08-14,SPX,3,600.0,-608.54,14.84,LOSS,expiration,False
2023-08-14,2023-08-15,SPX,1,645.0,1060.47,14.82,WIN,expiration,True
2023-08-15,2023-08-16,SPX,1,635.0,-643.54,16.46,LOSS,expiration,False
2023-08-16,2023-08-17,SPX,1,640.0,-184.53,16.78,LOSS,expiration,False
2023-08-17,2023-08-18,SPX,1,615.0,-623.54,17.89,LOSS,expiration,False
2023-08-18,2023-08-21,SPX,3,630.0,-638.54,17.3,LOSS,expiration,False
2023-08-21,2023-08-22,SPX,1,630.0,-638.54,17.13,LOSS,expiration,False
2023-08-22,2023-08-23,SPX,1,660.0,1432.43,16.97,WIN,expiration,True
2023-08-23,2023-08-24,SPX,1,580.0,1780.45,15.98,WIN,expiration,True
2023-08-24,2023-08-25,SPX,1,610.0,-618.54,17.2,LOSS,expiration,False
2023-08-25,2023-08-28,SPX,3,615.0,-623.54,15.68,LOSS,expiration,False
2023-08-28,2023-08-29,SPX,1,650.0,3604.45,15.08,WIN,expiration,True
2023-08-29,2023-08-30,SPX,1,560.0,-568.54,14.45,LOSS,expiration,False
2023-08-30,2023-08-31,SPX,1,535.0,-543.54,13.88,LOSS,expiration,False
2023-08-31,2023-09-01,SPX,1,655.0,-663.54,13.57,LOSS,expiration,False
2023-09-01,2023-09-05,SPX,4,585.0,-593.54,13.09,LOSS,expiration,False
2023-09-05,2023-09-06,SPX,1,530.0,1413.46,14.01,WIN,expiration,True
2023-09-06,2023-09-07,SPX,1,575.0,-583.54,14.45,LOSS,expiration,False
2023-09-07,2023-09-08,SPX,1,585.0,-593.54,14.4,LOSS,expiration,False
2023-09-08,2023-09-11,SPX,3,660.0,577.45,13.84,WIN,expiration,True
2023-09-11,2023-09-12,SPX,1,690.0,111.47,13.8,WIN,expiration,True
2023-09-12,2023-09-13,SPX,1,540.0,-548.54,14.23,LOSS,expiration,False
2023-09-13,2023-09-14,SPX,1,575.0,926.47,13.48,WIN,expiration,True
2023-09-14,2023-09-15,SPX,1,580.0,2379.48,12.82,WIN,expiration,True
2023-09-15,2023-09-18,SPX,3,600.0,-608.54,13.79,LOSS,expiration,False
2023-09-18,2023-09-19,SPX,1,640.0,-648.54,14.0,LOSS,expiration,False
2023-09-19,2023-09-20,SPX,1,570.0,-298.56,14.11,LOSS,expiration,False
2023-09-20,2023-09-21,SPX,1,640.0,4351.46,15.14,WIN,expiration,True
2023-09-21,2023-09-22,SPX,1,565.0,-573.54,17.54,LOSS,expiration,False
2023-09-22,2023-09-25,SPX,3,650.0,-658.54,17.2,LOSS,expiration,False
2023-09-25,2023-09-26,SPX,1,540.0,598.48,16.9,WIN,expiration,True
2023-09-26,2023-09-27,SPX,1,630.0,-638.54,18.94,LOSS,expiration,False
2023-09-27,2023-09-28,SPX,1,635.0,-643.54,18.22,LOSS,expiration,False
2023-09-28,2023-09-29,SPX,1,565.0,-573.54,17.34,LOSS,expiration,False
2023-09-29,2023-10-02,SPX,3,600.0,-608.54,17.52,LOSS,expiration,False
2023-10-02,2023-10-03,SPX,1,600.0,-53.56,17.61,LOSS,expiration,False
2023-10-03,2023-10-04,SPX,1,600.0,-608.54,19.78,LOSS,expiration,False
2023-10-04,2023-10-05,SPX,1,580.0,-588.54,18.58,LOSS,expiration,False
2023-10-05,2023-10-06,SPX,1,645.0,-653.54,18.49,LOSS,expiration,False
2023-10-06,2023-10-09,SPX,3,545.0,-553.54,17.45,LOSS,expiration,False
