trade_date,exp_date,underlying,dte_entry,structure,spot_entry,spot_exit,put_upper,put_center,put_lower,total_credit,vix_entry,iv_atm_pct,em_pct,expected_move,pnl_usd,result,exit_method,mfe,mae,pnl_exit30,pnl_exit21,pnl_exit14,pnl_exit10,pnl_exit7,pnl_exit5,pnl_exit3
2026-01-16,2026-03-20,SPX,63,BWB 1-2-2 puts (+1/-2/+2),6943.39,6508.32,6770,6525,5525,450.0,15.9,15.9,6.61,458.7,22477.0,WIN,expiration,22795,-480,560.0,880.0,1380.0,2515.0,4315.0,4950.0,4125.0
2026-01-23,2026-03-27,SPX,63,BWB 1-2-2 puts (+1/-2/+2),6911.09,6367.77,6730,6500,5500,6560.0,15.85,15.85,6.58,455.1,9067.0,WIN,expiration,15385,-1455,-290.0,-205.0,520.0,1875.0,4680.0,5450.0,8490.0
2026-01-30,2026-03-27,SPX,56,BWB 1-2-2 puts (+1/-2/+2),6940.53,6367.77,6760,6525,5550,290.0,17.49,17.49,6.85,475.5,7622.0,WIN,expiration,16225,-655,405.0,530.0,1315.0,2875.0,5895.0,7040.0,9960.0
2026-02-06,2026-04-10,SPX,63,BWB 1-2-2 puts (+1/-2/+2),6868.99,6817.9,6675,6400,5300,4570.0,19.14,19.14,7.95,546.2,-640.0,LOSS,expiration,8095,-627.5,360.0,2280.0,4020.0,7010.0,6090.0,6090.0,7375.0
2026-02-13,2026-04-17,SPX,63,BWB 1-2-2 puts (+1/-2/+2),6816.57,7125.12,6595,6300,5150,590.0,21.95,21.95,9.12,621.6,-430.0,LOSS,expiration,5240,-435,1365.0,3010.0,3815.0,4490.0,365.0,55.0,-325.0
2026-02-20,2026-04-24,SPX,63,BWB 1-2-2 puts (+1/-2/+2),6865.77,7164.29,6650,6375,5200,730.0,20.2,20.2,8.39,576.2,90.0,WIN,expiration,3495,-585,1225.0,3485.0,1815.0,775.0,230.0,177.5,140.0
2026-02-27,2026-04-24,SPX,56,BWB 1-2-2 puts (+1/-2/+2),6844.69,7164.29,6625,6350,5200,300.0,21.37,21.37,8.37,572.9,-155.0,LOSS,expiration,3160,-645,1050.0,3030.0,1400.0,415.0,-42.5,-75.0,-115.0
2026-03-06,2026-05-01,SPX,56,BWB 1-2-2 puts (+1/-2/+2),6724.02,7229.32,6475,6150,4800,540.0,27.9,27.9,10.93,734.8,-180.0,LOSS,expiration,3240,-182.5,2410.0,975.0,-10.0,-90.0,-115.0,-160.0,-160.0
2026-03-13,2026-05-15,SPX,63,BWB 1-2-2 puts (+1/-2/+2),6715.58,7409.18,6460,6130,4850,1320.0,25.28,25.28,10.5,705.3,-585.0,LOSS,expiration,1615,-580,15.0,-320.0,-527.5,-555.0,-567.5,-572.5,-575.0
2026-03-20,2026-05-15,SPX,56,BWB 1-2-2 puts (+1/-2/+2),6558.76,7409.18,6305,6000,4800,640.0,25.81,25.81,10.11,663.1,-530.0,LOSS,expiration,975,-535,-260.0,-445.0,-512.5,-515.0,-522.5,-530.0,-530.0
2026-03-27,2026-05-29,SPX,63,BWB 1-2-2 puts (+1/-2/+2),6415.1,7581.25,6130,5780,4500,1890.0,30.01,30.01,12.47,799.8,-1105.0,LOSS,expiration,640,-1102.5,-1010.0,-1087.5,-1090.0,-1090.0,-1100.0,-1095.0,-1095.0
