trade_date,exp_date,underlying,dte_entry,total_credit,pnl_usd,vix_entry,result,exit_method,in_range
2022-06-27,2022-07-01,SPX,4,510.0,-854.43,26.95,LOSS,expiration,False
2022-07-11,2022-07-15,SPX,4,495.0,-829.3,26.17,LOSS,expiration,False
2022-07-18,2022-07-22,SPX,4,480.0,1981.92,25.3,WIN,expiration,True
2022-07-25,2022-07-29,SPX,4,400.0,5145.01,23.36,WIN,expiration,True
2022-08-01,2022-08-05,SPX,4,430.0,-720.4,22.84,LOSS,expiration,False
2022-08-08,2022-08-12,SPX,4,420.0,4347.52,21.29,WIN,expiration,True
2022-08-15,2022-08-19,SPX,4,385.0,-645.01,19.95,LOSS,expiration,False
2022-08-22,2022-08-26,SPX,4,395.0,-661.76,23.8,LOSS,expiration,False
2022-08-29,2022-09-02,SPX,4,520.0,-871.18,26.21,LOSS,expiration,False
2022-09-12,2022-09-16,SPX,4,395.0,-661.76,23.87,LOSS,expiration,False
2022-09-19,2022-09-23,SPX,4,500.0,6160.27,25.76,WIN,expiration,True
2022-09-26,2022-09-30,SPX,4,510.0,-854.43,32.26,LOSS,expiration,False
2022-10-03,2022-10-07,SPX,4,495.0,-829.3,30.1,LOSS,expiration,False
2022-10-10,2022-10-14,SPX,4,580.0,-971.7,32.45,LOSS,expiration,False
2022-10-17,2022-10-21,SPX,4,485.0,-812.55,31.37,LOSS,expiration,False
2022-10-24,2022-10-28,SPX,4,495.0,-829.3,29.85,LOSS,expiration,False
2022-10-31,2022-11-04,SPX,4,515.0,-862.81,25.88,LOSS,expiration,False
2022-11-07,2022-11-11,SPX,4,390.0,3188.18,24.35,WIN,expiration,True
2022-11-14,2022-11-18,SPX,4,385.0,-645.01,23.73,LOSS,expiration,False
2022-11-21,2022-11-25,SPX,4,385.0,-645.01,22.36,LOSS,expiration,False
2022-11-28,2022-12-02,SPX,4,410.0,-686.89,22.21,LOSS,expiration,False
2022-12-05,2022-12-09,SPX,4,395.0,-661.76,20.75,LOSS,expiration,False
2022-12-12,2022-12-16,SPX,4,400.0,-670.14,25.0,LOSS,expiration,False
2022-12-19,2022-12-23,SPX,4,395.0,-661.76,22.42,LOSS,expiration,False
2023-01-09,2023-01-13,SPX,4,410.0,-686.89,21.97,LOSS,expiration,False
2023-01-23,2023-01-27,SPX,4,380.0,-636.63,19.81,LOSS,expiration,False
2023-01-30,2023-02-03,SPX,4,395.0,-661.76,19.94,LOSS,expiration,False
2023-02-06,2023-02-10,SPX,4,385.0,-645.01,19.43,LOSS,expiration,False
2023-02-13,2023-02-17,SPX,4,400.0,-670.14,20.34,LOSS,expiration,False
2023-02-27,2023-03-03,SPX,4,380.0,-636.63,20.95,LOSS,expiration,False
2023-03-06,2023-03-10,SPX,4,405.0,-412.12,18.61,LOSS,expiration,False
2023-03-13,2023-03-17,SPX,4,500.0,-837.68,26.52,LOSS,expiration,False
2023-03-20,2023-03-24,SPX,4,410.0,-686.89,24.15,LOSS,expiration,False
2023-03-27,2023-03-31,SPX,4,385.0,4265.46,20.6,WIN,expiration,True
2023-04-10,2023-04-14,SPX,4,390.0,-653.39,18.97,LOSS,expiration,False
2023-04-17,2023-04-21,SPX,4,295.0,-494.23,16.95,LOSS,expiration,False
2023-04-24,2023-04-28,SPX,4,295.0,-494.23,16.89,LOSS,expiration,False
2023-05-01,2023-05-05,SPX,4,280.0,-469.1,16.08,LOSS,expiration,False
2023-05-08,2023-05-12,SPX,4,310.0,-519.36,16.98,LOSS,expiration,False
2023-05-15,2023-05-19,SPX,4,410.0,-686.89,17.12,LOSS,expiration,False
2023-05-22,2023-05-26,SPX,4,380.0,-636.63,17.21,LOSS,expiration,False
2023-06-05,2023-06-09,SPX,4,285.0,-477.48,14.73,LOSS,expiration,False
2023-06-12,2023-06-16,SPX,4,305.0,-510.98,15.01,LOSS,expiration,False
2023-06-26,2023-06-30,SPX,4,305.0,2776.08,14.25,WIN,expiration,True
2023-07-10,2023-07-14,SPX,4,315.0,4427.97,15.07,WIN,expiration,True
2023-07-17,2023-07-21,SPX,4,305.0,-510.98,13.48,LOSS,expiration,False
2023-07-24,2023-07-28,SPX,4,295.0,-494.23,13.91,LOSS,expiration,False
2023-07-31,2023-08-04,SPX,4,310.0,3338.94,13.63,WIN,expiration,True
2023-08-07,2023-08-11,SPX,4,300.0,-502.61,15.77,LOSS,expiration,False
2023-08-14,2023-08-18,SPX,4,315.0,2774.38,14.82,WIN,expiration,True
2023-08-21,2023-08-25,SPX,4,305.0,-510.98,17.13,LOSS,expiration,False
2023-08-28,2023-09-01,SPX,4,300.0,464.07,15.08,WIN,expiration,True
2023-09-11,2023-09-15,SPX,4,315.0,-527.74,13.8,LOSS,expiration,False
2023-09-18,2023-09-22,SPX,4,300.0,345.14,14.0,WIN,expiration,True
2023-09-25,2023-09-29,SPX,4,395.0,-661.76,16.9,LOSS,expiration,False
2023-10-02,2023-10-06,SPX,4,395.0,-661.76,17.61,LOSS,expiration,False
2023-10-09,2023-10-13,SPX,4,420.0,-703.65,17.7,LOSS,expiration,False
2023-10-16,2023-10-20,SPX,4,400.0,1702.19,17.21,WIN,expiration,True
2023-10-23,2023-10-27,SPX,4,410.0,-686.89,20.37,LOSS,expiration,False
2023-10-30,2023-11-03,SPX,4,405.0,437.3,19.75,WIN,expiration,True
2023-11-06,2023-11-10,SPX,4,320.0,-536.11,14.89,LOSS,expiration,False
2023-11-13,2023-11-17,SPX,4,305.0,2675.54,14.76,WIN,expiration,True
2023-11-20,2023-11-24,SPX,4,290.0,-485.85,13.41,LOSS,expiration,False
