trade_date,exp_date,underlying,dte_entry,width_sigma,structure,spot_entry,spot_exit,call_atm,call_lo,call_up,total_credit,vix_entry,iv_atm_pct,expected_move,pnl_usd,pnl_tp25,pnl_tp50,pnl_tp75,result,exit_method,mfe,mae,pnl_exit14,pnl_exit10,pnl_exit7,pnl_exit5,pnl_exit3,pnl_tp25_exit14,pnl_tp25_exit10,pnl_tp25_exit7,pnl_tp25_exit5,pnl_tp25_exit3,pnl_tp50_exit14,pnl_tp50_exit10,pnl_tp50_exit7,pnl_tp50_exit5,pnl_tp50_exit3,pnl_tp75_exit14,pnl_tp75_exit10,pnl_tp75_exit7,pnl_tp75_exit5,pnl_tp75_exit3
2021-03-19,2021-04-01,SPX,13,0.25,Inverse Butterfly 1-2-1 (calls),3900.36,4019.79,3900.0,3870.0,3930.0,325.0,22.34,17.34,127.6,325.0,81.25,162.5,243.75,WIN,expiration,365.0,-1510.0,-5.0,-10.0,-190.0,155.0,60.0,-5.0,81.25,81.25,81.25,81.25,-5.0,-10.0,-190.0,155.0,60.0,-5.0,-10.0,-190.0,155.0,60.0
2021-03-26,2021-04-09,SPX,14,0.25,Inverse Butterfly 1-2-1 (calls),3927.31,4127.76,3925.0,3900.0,3950.0,280.0,18.98,13.81,106.2,280.0,280.0,280.0,280.0,WIN,expiration,375.0,-1680.0,20.0,85.0,10.0,240.0,265.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0
2021-04-09,2021-04-23,SPX,14,0.25,Inverse Butterfly 1-2-1 (calls),4103.29,4179.49,4105.0,4080.0,4130.0,360.0,17.14,11.82,95.0,360.0,90.0,180.0,270.0,WIN,expiration,365.0,-1850.0,35.0,95.0,280.0,220.0,150.0,35.0,90.0,90.0,90.0,90.0,35.0,180.0,180.0,180.0,180.0,35.0,270.0,270.0,270.0,270.0
2021-04-16,2021-04-30,SPX,14,0.25,Inverse Butterfly 1-2-1 (calls),4173.23,4181.81,4175.0,4150.0,4200.0,290.0,16.77,12.27,100.3,-1529.0,72.5,-1529.0,-1529.0,LOSS,expiration,145.0,-2745.0,-5.0,-5.0,-45.0,-60.0,-105.0,-5.0,-5.0,72.5,72.5,72.5,-5.0,-5.0,-45.0,-60.0,-105.0,-5.0,-5.0,-45.0,-60.0,-105.0
2021-04-23,2021-05-07,SPX,14,0.25,Inverse Butterfly 1-2-1 (calls),4153.09,4231.53,4155.0,4130.0,4180.0,245.0,18.03,13.45,109.4,245.0,61.25,122.5,183.75,WIN,expiration,245.0,-1650.0,15.0,-85.0,145.0,40.0,-145.0,61.25,61.25,61.25,61.25,61.25,122.5,122.5,122.5,122.5,122.5,15.0,-85.0,145.0,40.0,-145.0
2021-04-30,2021-05-14,SPX,14,0.25,Inverse Butterfly 1-2-1 (calls),4196.6,4172.9,4195.0,4165.0,4225.0,585.0,17.98,13.94,114.6,-205.0,146.25,292.5,438.75,LOSS,expiration,500.0,-2220.0,195.0,140.0,60.0,215.0,15.0,146.25,146.25,146.25,146.25,146.25,292.5,292.5,292.5,292.5,292.5,438.75,438.75,438.75,438.75,438.75
2021-05-07,2021-05-21,SPX,14,0.25,Inverse Butterfly 1-2-1 (calls),4219.5,4156.18,4220.0,4195.0,4245.0,285.0,18.02,12.23,101.1,285.0,71.25,142.5,213.75,WIN,expiration,282.5,-1110.0,10.0,-5.0,50.0,-82.5,-72.5,10.0,-5.0,71.25,71.25,71.25,10.0,-5.0,50.0,-82.5,-72.5,10.0,-5.0,50.0,-82.5,-72.5
2021-05-14,2021-05-28,SPX,14,0.25,Inverse Butterfly 1-2-1 (calls),4156.78,4204.6,4155.0,4125.0,4185.0,260.0,19.7,15.64,127.4,260.0,65.0,130.0,195.0,WIN,expiration,370.0,-1870.0,-20.0,-65.0,-60.0,-65.0,-55.0,-20.0,65.0,65.0,65.0,65.0,-20.0,-65.0,-60.0,-65.0,-55.0,-20.0,-65.0,-60.0,-65.0,-55.0
2021-05-21,2021-06-04,SPX,14,0.25,Inverse Butterfly 1-2-1 (calls),4188.5,4229.55,4190.0,4165.0,4215.0,245.0,19.92,13.12,107.6,245.0,61.25,122.5,183.75,WIN,expiration,205.0,-1920.0,-10.0,-50.0,-555.0,20.0,20.0,-10.0,-50.0,-555.0,20.0,20.0,-10.0,-50.0,-555.0,20.0,20.0,-10.0,-50.0,-555.0,20.0,20.0
2021-05-28,2021-06-11,SPX,14,0.25,Inverse Butterfly 1-2-1 (calls),4215.32,4247.4,4215.0,4190.0,4240.0,330.0,16.49,10.91,90.1,330.0,82.5,165.0,247.5,WIN,expiration,500.0,-1880.0,-20.0,-15.0,-95.0,-115.0,-205.0,-20.0,-15.0,-95.0,-115.0,-205.0,-20.0,-15.0,-95.0,-115.0,-205.0,-20.0,-15.0,-95.0,-115.0,-205.0
2021-06-04,2021-06-18,SPX,14,0.25,Inverse Butterfly 1-2-1 (calls),4217.1,4165.59,4215.0,4190.0,4240.0,300.0,16.65,12.18,100.6,300.0,75.0,150.0,225.0,WIN,expiration,302.5,-2060.0,10.0,-125.0,-305.0,-55.0,25.0,10.0,-125.0,75.0,75.0,75.0,10.0,-125.0,-305.0,-55.0,150.0,10.0,-125.0,-305.0,-55.0,25.0
2021-06-11,2021-06-25,SPX,14,0.25,Inverse Butterfly 1-2-1 (calls),4243.32,4280.68,4245.0,4225.0,4265.0,420.0,15.43,9.84,81.7,420.0,105.0,210.0,315.0,WIN,expiration,405.0,-2580.0,175.0,205.0,115.0,107.5,-22.5,105.0,105.0,105.0,105.0,105.0,175.0,210.0,210.0,210.0,210.0,175.0,205.0,115.0,107.5,-22.5
2021-06-18,2021-07-02,SPX,14,0.25,Inverse Butterfly 1-2-1 (calls),4188.86,4352.38,4190.0,4160.0,4220.0,295.0,19.52,14.64,120.1,295.0,73.75,147.5,221.25,WIN,expiration,355.0,-2030.0,-5.0,-5.0,145.0,155.0,210.0,-5.0,73.75,73.75,73.75,73.75,-5.0,147.5,147.5,147.5,147.5,-5.0,-5.0,145.0,155.0,221.25
2021-06-25,2021-07-09,SPX,14,0.25,Inverse Butterfly 1-2-1 (calls),4274.57,4369.36,4275.0,4255.0,4295.0,270.0,15.71,8.62,72.2,270.0,67.5,135.0,202.5,WIN,expiration,345.0,-1710.0,15.0,75.0,150.0,225.0,225.0,67.5,67.5,67.5,67.5,67.5,135.0,135.0,135.0,135.0,135.0,202.5,202.5,202.5,202.5,202.5
2021-07-02,2021-07-16,SPX,14,0.25,Inverse Butterfly 1-2-1 (calls),4333.06,4326.81,4335.0,4320.0,4350.0,160.0,14.52,8.19,69.5,-521.0,40.0,80.0,120.0,LOSS,expiration,200.0,-2070.0,-10.0,-15.0,55.0,75.0,90.0,-10.0,-15.0,40.0,40.0,40.0,-10.0,-15.0,80.0,80.0,80.0,-10.0,-15.0,120.0,120.0,120.0
2021-07-09,2021-07-23,SPX,14,0.25,Inverse Butterfly 1-2-1 (calls),4349.82,4411.1,4350.0,4325.0,4375.0,300.0,16.97,10.8,92.0,300.0,75.0,150.0,225.0,WIN,expiration,395.0,-800.0,-10.0,60.0,-10.0,52.5,-112.5,-10.0,75.0,75.0,75.0,75.0,-10.0,60.0,150.0,150.0,150.0,-10.0,60.0,225.0,225.0,225.0
2021-07-16,2021-07-30,SPX,14,0.25,Inverse Butterfly 1-2-1 (calls),4365.01,4395.97,4365.0,4340.0,4390.0,290.0,16.42,11.56,98.8,290.0,72.5,145.0,217.5,WIN,expiration,345.0,-800.0,-5.0,-65.0,-100.0,85.0,155.0,-5.0,-65.0,72.5,72.5,72.5,-5.0,-65.0,-100.0,85.0,145.0,-5.0,-65.0,-100.0,85.0,155.0
2021-07-23,2021-08-06,SPX,14,0.25,Inverse Butterfly 1-2-1 (calls),4382.7,4436.2,4385.0,4360.0,4410.0,295.0,17.21,10.95,94.0,295.0,73.75,147.5,221.25,WIN,expiration,320.0,-1820.0,20.0,55.0,75.0,-20.0,-120.0,73.75,73.75,73.75,73.75,73.75,20.0,55.0,75.0,-20.0,-120.0,20.0,55.0,75.0,-20.0,-120.0
2021-07-30,2021-08-13,SPX,14,0.25,Inverse Butterfly 1-2-1 (calls),4406.6,4467.97,4405.0,4380.0,4430.0,365.0,17.89,12.2,105.3,365.0,91.25,182.5,273.75,WIN,expiration,365.0,-2220.0,70.0,20.0,50.0,35.0,40.0,70.0,91.25,91.25,91.25,91.25,70.0,182.5,182.5,182.5,182.5,70.0,20.0,50.0,35.0,40.0
2021-08-06,2021-08-20,SPX,14,0.25,Inverse Butterfly 1-2-1 (calls),4431.13,4400.27,4430.0,4405.0,4455.0,320.0,16.94,11.1,96.3,320.0,80.0,320.0,320.0,WIN,expiration,95.0,-1765.0,-15.0,-60.0,10.0,-115.0,-130.0,-15.0,-60.0,80.0,80.0,80.0,-15.0,-60.0,10.0,-115.0,-130.0,-15.0,-60.0,10.0,-115.0,-130.0
2021-08-13,2021-08-27,SPX,14,0.25,Inverse Butterfly 1-2-1 (calls),4464.73,4508.71,4465.0,4445.0,4485.0,270.0,15.33,8.7,76.1,270.0,67.5,135.0,202.5,WIN,expiration,280.0,-1270.0,15.0,5.0,10.0,-40.0,115.0,15.0,5.0,10.0,-40.0,67.5,15.0,5.0,10.0,-40.0,115.0,15.0,5.0,10.0,-40.0,115.0
2021-08-20,2021-09-03,SPX,14,0.25,Inverse Butterfly 1-2-1 (calls),4400.27,4535.22,4400.0,4375.0,4425.0,160.0,21.57,12.34,106.3,160.0,40.0,80.0,120.0,WIN,expiration,380.0,-2240.0,-10.0,85.0,55.0,380.0,10.0,-10.0,40.0,40.0,40.0,40.0,-10.0,80.0,80.0,80.0,80.0,-10.0,85.0,120.0,120.0,120.0
2021-08-27,2021-09-10,SPX,14,0.25,Inverse Butterfly 1-2-1 (calls),4484.57,4459.16,4485.0,4465.0,4505.0,200.0,17.59,10.04,88.2,200.0,50.0,100.0,150.0,WIN,expiration,285.0,-3590.0,25.0,25.0,90.0,35.0,35.0,50.0,50.0,50.0,50.0,50.0,25.0,25.0,100.0,100.0,100.0,25.0,25.0,150.0,150.0,150.0
2021-09-10,2021-09-24,SPX,14,0.25,Inverse Butterfly 1-2-1 (calls),4502.2,4455.58,4500.0,4475.0,4525.0,240.0,17.69,12.36,109.0,240.0,60.0,120.0,180.0,WIN,expiration,242.5,-620.0,-20.0,-100.0,-135.0,72.5,110.0,-20.0,-100.0,-135.0,60.0,60.0,-20.0,-100.0,-135.0,72.5,120.0,-20.0,-100.0,-135.0,72.5,180.0
2021-09-17,2021-10-01,SPX,14,0.25,Inverse Butterfly 1-2-1 (calls),4451.54,4355.01,4450.0,4420.0,4480.0,285.0,19.5,14.58,127.1,285.0,71.25,142.5,213.75,WIN,expiration,435.0,-1500.0,-65.0,-145.0,-55.0,-365.0,-370.0,-65.0,71.25,71.25,71.25,71.25,-65.0,142.5,142.5,142.5,142.5,-65.0,213.75,213.75,213.75,213.75
2021-09-24,2021-10-08,SPX,14,0.25,Inverse Butterfly 1-2-1 (calls),4452.18,4390.96,4450.0,4420.0,4480.0,335.0,18.68,13.93,121.5,335.0,83.75,167.5,251.25,WIN,expiration,335.0,-790.0,-25.0,-150.0,125.0,52.5,205.0,-25.0,-150.0,83.75,83.75,83.75,-25.0,-150.0,125.0,52.5,167.5,-25.0,-150.0,125.0,52.5,251.25
2021-10-01,2021-10-15,SPX,14,0.25,Inverse Butterfly 1-2-1 (calls),4309.7,4471.01,4310.0,4270.0,4350.0,315.0,22.91,19.74,166.6,315.0,78.75,157.5,236.25,WIN,expiration,455.0,-6230.0,-20.0,-60.0,-170.0,80.0,-140.0,-20.0,-60.0,78.75,78.75,78.75,-20.0,-60.0,-170.0,80.0,-140.0,-20.0,-60.0,-170.0,80.0,-140.0
2021-10-08,2021-10-22,SPX,14,0.25,Inverse Butterfly 1-2-1 (calls),4398.49,4545.08,4400.0,4370.0,4430.0,280.0,18.92,14.67,126.4,280.0,70.0,140.0,210.0,WIN,expiration,385.0,-2340.0,10.0,-90.0,15.0,95.0,210.0,10.0,-90.0,70.0,70.0,70.0,10.0,-90.0,15.0,95.0,140.0,10.0,-90.0,15.0,95.0,210.0
2021-10-15,2021-10-29,SPX,14,0.25,Inverse Butterfly 1-2-1 (calls),4465.65,4604.75,4465.0,4440.0,4490.0,310.0,15.9,11.02,96.4,310.0,77.5,155.0,232.5,WIN,expiration,710.0,-2020.0,5.0,80.0,275.0,225.0,505.0,5.0,77.5,77.5,77.5,77.5,5.0,155.0,155.0,155.0,155.0,5.0,80.0,232.5,232.5,232.5
2021-10-22,2021-11-05,SPX,14,0.25,Inverse Butterfly 1-2-1 (calls),4552.15,4696.4,4550.0,4525.0,4575.0,295.0,15.06,10.74,95.7,295.0,73.75,147.5,221.25,WIN,expiration,425.0,-2090.0,-15.0,240.0,-10.0,100.0,160.0,-15.0,73.75,73.75,73.75,73.75,-15.0,147.5,147.5,147.5,147.5,-15.0,221.25,221.25,221.25,221.25
2021-10-29,2021-11-12,SPX,14,0.25,Inverse Butterfly 1-2-1 (calls),4585.1,4682.96,4585.0,4555.0,4615.0,350.0,17.06,13.07,117.3,350.0,87.5,175.0,262.5,WIN,expiration,350.0,-2180.0,-10.0,65.0,270.0,260.0,250.0,-10.0,87.5,87.5,87.5,87.5,-10.0,65.0,175.0,175.0,175.0,-10.0,65.0,262.5,262.5,262.5
2021-11-05,2021-11-19,SPX,14,0.25,Inverse Butterfly 1-2-1 (calls),4713.96,4697.95,4715.0,4690.0,4740.0,330.0,15.07,10.01,92.4,-465.0,-465.0,-465.0,-465.0,LOSS,expiration,35.0,-1310.0,15.0,10.0,27.5,-120.0,-195.0,15.0,10.0,27.5,-120.0,-195.0,15.0,10.0,27.5,-120.0,-195.0,15.0,10.0,27.5,-120.0,-195.0
2021-11-12,2021-11-26,SPX,14,0.25,Inverse Butterfly 1-2-1 (calls),4653.64,4596.63,4655.0,4630.0,4680.0,255.0,17.08,10.9,99.3,255.0,63.75,127.5,191.25,WIN,expiration,252.5,-1390.0,0.0,40.0,50.0,115.0,10.0,0.0,63.75,63.75,63.75,63.75,0.0,40.0,50.0,115.0,127.5,0.0,40.0,50.0,115.0,10.0
2021-11-19,2021-12-03,SPX,14,0.25,Inverse Butterfly 1-2-1 (calls),4710.65,4577.1,4710.0,4685.0,4735.0,285.0,17.87,11.62,107.2,285.0,71.25,142.5,213.75,WIN,expiration,290.0,-4580.0,-0.0,-45.0,-80.0,-70.0,-0.0,-0.0,-45.0,-80.0,-70.0,71.25,-0.0,-45.0,-80.0,-70.0,142.5,-0.0,-45.0,-80.0,-70.0,-0.0
2021-11-26,2021-12-10,SPX,14,0.25,Inverse Butterfly 1-2-1 (calls),4624.37,4711.65,4625.0,4580.0,4670.0,410.0,25.77,20.15,182.5,410.0,102.5,205.0,307.5,WIN,expiration,380.0,-3760.0,25.0,-80.0,-270.0,-430.0,-95.0,25.0,102.5,102.5,102.5,102.5,25.0,205.0,205.0,205.0,205.0,25.0,307.5,307.5,307.5,307.5
2021-12-03,2021-12-17,SPX,14,0.25,Inverse Butterfly 1-2-1 (calls),4577.1,4620.26,4575.0,4515.0,4635.0,665.0,28.99,26.27,235.5,-809.0,166.25,332.5,498.75,LOSS,expiration,535.0,-3850.0,-40.0,175.0,120.0,170.0,-55.0,-40.0,166.25,166.25,166.25,166.25,-40.0,175.0,332.5,332.5,332.5,-40.0,175.0,498.75,498.75,498.75
2021-12-10,2021-12-23,SPX,13,0.25,Inverse Butterfly 1-2-1 (calls),4687.31,4725.29,4685.0,4655.0,4715.0,120.0,20.18,14.42,127.6,120.0,30.0,60.0,90.0,WIN,expiration,95.0,-2810.0,-165.0,-180.0,-175.0,-295.0,-87.5,-165.0,-180.0,-175.0,-295.0,-87.5,-165.0,-180.0,-175.0,-295.0,-87.5,-165.0,-180.0,-175.0,-295.0,-87.5
2021-12-17,2021-12-31,SPX,14,0.25,Inverse Butterfly 1-2-1 (calls),4624.26,4766.1,4625.0,4585.0,4665.0,375.0,22.2,17.75,160.7,375.0,93.75,187.5,281.25,WIN,expiration,645.0,-2920.0,35.0,-100.0,95.0,235.0,360.0,35.0,-100.0,93.75,93.75,93.75,35.0,-100.0,187.5,187.5,187.5,35.0,-100.0,95.0,235.0,281.25
2021-12-31,2022-01-14,SPX,14,0.25,Inverse Butterfly 1-2-1 (calls),4775.22,4661.92,4775.0,4745.0,4805.0,335.0,17.72,12.28,114.9,335.0,83.75,167.5,251.25,WIN,expiration,335.0,-1610.0,-15.0,70.0,-140.0,270.0,197.5,83.75,83.75,83.75,83.75,83.75,167.5,167.5,167.5,167.5,167.5,-15.0,70.0,-140.0,251.25,251.25
2022-01-07,2022-01-21,SPX,14,0.25,Inverse Butterfly 1-2-1 (calls),4703.29,4397.87,4705.0,4670.0,4740.0,325.0,19.15,14.27,131.5,325.0,81.25,162.5,243.75,WIN,expiration,335.0,-670.0,-80.0,-180.0,-205.0,-42.5,-42.5,-80.0,-180.0,-205.0,-42.5,-42.5,-80.0,-180.0,-205.0,-42.5,-42.5,-80.0,-180.0,-205.0,-42.5,-42.5
2022-01-14,2022-01-28,SPX,14,0.25,Inverse Butterfly 1-2-1 (calls),4659.03,4431.8,4660.0,4620.0,4700.0,360.0,20.24,17.45,159.3,360.0,90.0,180.0,270.0,WIN,expiration,357.5,-1330.0,-20.0,-165.0,-170.0,307.5,332.5,-20.0,-165.0,90.0,90.0,90.0,-20.0,-165.0,180.0,180.0,180.0,-20.0,-165.0,-170.0,270.0,270.0
2022-01-21,2022-02-04,SPX,14,0.25,Inverse Butterfly 1-2-1 (calls),4450.74,4499.81,4450.0,4395.0,4505.0,570.0,27.11,24.4,212.7,51.0,142.5,285.0,51.0,WIN,expiration,370.0,-2400.0,75.0,-30.0,-155.0,-245.0,-65.0,75.0,-30.0,-155.0,-245.0,-65.0,75.0,-30.0,-155.0,-245.0,-65.0,75.0,-30.0,-155.0,-245.0,-65.0
2022-01-28,2022-02-11,SPX,14,0.25,Inverse Butterfly 1-2-1 (calls),4297.45,4416.86,4295.0,4230.0,4360.0,505.0,31.85,30.34,255.4,505.0,126.25,252.5,378.75,WIN,expiration,745.0,-3110.0,-25.0,185.0,-0.0,225.0,130.0,-25.0,126.25,126.25,126.25,126.25,-25.0,252.5,252.5,252.5,252.5,-25.0,378.75,378.75,378.75,378.75
2022-02-04,2022-02-18,SPX,14,0.25,Inverse Butterfly 1-2-1 (calls),4484.16,4348.67,4485.0,4440.0,4530.0,415.0,24.54,21.33,187.3,415.0,103.75,207.5,311.25,WIN,expiration,412.5,-1830.0,-15.0,-140.0,-85.0,-225.0,-400.0,-15.0,-140.0,103.75,103.75,103.75,-15.0,-140.0,-85.0,-225.0,-400.0,-15.0,-140.0,-85.0,-225.0,-400.0
2022-02-11,2022-02-25,SPX,14,0.25,Inverse Butterfly 1-2-1 (calls),4503.19,4288.7,4505.0,4460.0,4550.0,370.0,24.25,19.89,175.4,370.0,92.5,185.0,277.5,WIN,expiration,377.5,-1870.0,-85.0,-275.0,-245.0,-22.5,-22.5,-85.0,-275.0,-245.0,-22.5,92.5,-85.0,-275.0,-245.0,-22.5,185.0,-85.0,-275.0,-245.0,-22.5,-22.5
2022-02-18,2022-03-04,SPX,14,0.25,Inverse Butterfly 1-2-1 (calls),4392.71,4363.49,4395.0,4345.0,4445.0,445.0,27.85,23.25,200.0,-1404.0,111.25,222.5,333.75,LOSS,expiration,442.5,-1360.0,-5.0,-85.0,-245.0,-260.0,-140.0,-5.0,-85.0,-245.0,-260.0,-140.0,-5.0,-85.0,-245.0,-260.0,-140.0,-5.0,-85.0,-245.0,-260.0,-140.0
2022-02-25,2022-03-11,SPX,14,0.25,Inverse Butterfly 1-2-1 (calls),4288.7,4203.91,4290.0,4235.0,4345.0,535.0,29.85,25.7,215.9,535.0,133.75,267.5,401.25,WIN,expiration,542.5,-2860.0,85.0,110.0,65.0,-130.0,-255.0,133.75,133.75,133.75,133.75,133.75,85.0,267.5,267.5,267.5,267.5,85.0,110.0,65.0,-130.0,-255.0
2022-03-04,2022-03-18,SPX,14,0.25,Inverse Butterfly 1-2-1 (calls),4363.49,4462.85,4365.0,4315.0,4415.0,410.0,32.94,22.47,192.0,410.0,102.5,205.0,307.5,WIN,expiration,415.0,-3820.0,5.0,-60.0,-250.0,-95.0,-45.0,5.0,-60.0,-250.0,-95.0,-45.0,5.0,-60.0,-250.0,-95.0,-45.0,5.0,-60.0,-250.0,-95.0,-45.0
2022-03-11,2022-03-25,SPX,14,0.25,Inverse Butterfly 1-2-1 (calls),4274.69,4543.05,4275.0,4220.0,4330.0,405.0,29.79,26.65,223.1,405.0,101.25,202.5,303.75,WIN,expiration,535.0,-4700.0,-100.0,-265.0,-90.0,150.0,260.0,-100.0,-265.0,101.25,101.25,101.25,-100.0,-265.0,-90.0,150.0,202.5,-100.0,-265.0,-90.0,150.0,303.75
2022-03-18,2022-04-01,SPX,14,0.25,Inverse Butterfly 1-2-1 (calls),4407.41,4544.79,4405.0,4355.0,4455.0,625.0,25.55,22.26,192.1,625.0,156.25,312.5,468.75,WIN,expiration,785.0,-3730.0,35.0,200.0,135.0,335.0,555.0,156.25,156.25,156.25,156.25,156.25,35.0,312.5,312.5,312.5,312.5,35.0,200.0,135.0,335.0,468.75
2022-03-25,2022-04-08,SPX,14,0.25,Inverse Butterfly 1-2-1 (calls),4525.13,4489.24,4525.0,4485.0,4565.0,430.0,21.59,18.28,162.0,6.0,107.5,6.0,6.0,WIN,expiration,175.0,-2760.0,20.0,145.0,-190.0,-205.0,-55.0,20.0,107.5,107.5,107.5,107.5,20.0,145.0,-190.0,-205.0,-55.0,20.0,145.0,-190.0,-205.0,-55.0
2022-04-01,2022-04-14,SPX,13,0.25,Inverse Butterfly 1-2-1 (calls),4537.52,4392.44,4540.0,4505.0,4575.0,375.0,20.2,15.76,134.9,375.0,93.75,187.5,281.25,WIN,expiration,370.0,-1620.0,25.0,0.0,-150.0,-265.0,-117.5,25.0,0.0,-150.0,-265.0,93.75,25.0,0.0,-150.0,-265.0,-117.5,25.0,0.0,-150.0,-265.0,-117.5
2022-04-08,2022-04-22,SPX,14,0.25,Inverse Butterfly 1-2-1 (calls),4476.48,4272.28,4475.0,4435.0,4515.0,390.0,22.27,18.09,158.6,390.0,97.5,195.0,292.5,WIN,expiration,385.0,-1710.0,50.0,-75.0,-230.0,-217.5,-370.0,50.0,-75.0,-230.0,-217.5,-370.0,50.0,-75.0,-230.0,-217.5,-370.0,50.0,-75.0,-230.0,-217.5,-370.0
2022-04-22,2022-05-06,SPX,14,0.25,Inverse Butterfly 1-2-1 (calls),4355.15,4146.87,4355.0,4305.0,4405.0,455.0,23.9,22.31,190.3,455.0,113.75,227.5,341.25,WIN,expiration,492.5,-1710.0,-30.0,-115.0,-230.0,125.0,110.0,-30.0,-115.0,113.75,113.75,113.75,-30.0,-115.0,-230.0,125.0,227.5,-30.0,-115.0,-230.0,125.0,341.25
