trade_date,exp_date,underlying,dte_entry,width_sigma,structure,spot_entry,spot_exit,call_atm,call_lo,call_up,total_credit,vix_entry,iv_atm_pct,expected_move,pnl_usd,pnl_tp25,pnl_tp50,pnl_tp75,result,exit_method,mfe,mae,pnl_exit30,pnl_exit21,pnl_exit14,pnl_exit10,pnl_exit7,pnl_exit5,pnl_exit3
2021-04-09,2021-05-21,SPX,42,0.60,Inverse Butterfly 1-2-1 (calls),4103.29,4156.18,4105.0,3995.0,4215.0,2985.0,17.14,13.32,185.4,-2897.0,820.0,1545.0,-2897.0,LOSS,expiration,1705.0,-6450.0,670.0,1440.0,1130.0,255.0,-260.0,-460.0,-815.0
2021-04-16,2021-05-28,SPX,42,0.60,Inverse Butterfly 1-2-1 (calls),4173.23,4204.6,4175.0,4065.0,4285.0,2880.0,16.77,13.1,185.5,-5160.0,-5160.0,-5160.0,-5160.0,LOSS,expiration,240.0,-6625.0,-45.0,-325.0,-1530.0,-1967.5,-2630.0,-3295.0,-3342.5
2021-04-23,2021-06-04,SPX,42,0.60,Inverse Butterfly 1-2-1 (calls),4153.09,4229.55,4155.0,4035.0,4275.0,3025.0,18.03,14.37,202.4,-1520.0,-1520.0,-1520.0,-1520.0,LOSS,expiration,555.0,-6545.0,-55.0,-850.0,-1670.0,-1615.0,-2410.0,-1915.0,-1915.0
2021-04-30,2021-06-11,SPX,42,0.60,Inverse Butterfly 1-2-1 (calls),4196.6,4247.4,4195.0,4065.0,4325.0,3730.0,17.98,15.49,220.5,-4030.0,-4030.0,-4030.0,-4030.0,LOSS,expiration,310.0,-6785.0,-370.0,-1545.0,-3310.0,-2895.0,-4165.0,-4185.0,-4520.0
2021-05-07,2021-06-18,SPX,42,0.60,Inverse Butterfly 1-2-1 (calls),4219.5,4165.59,4220.0,4100.0,4340.0,3210.0,18.02,13.84,198.1,-3349.0,-3349.0,-3349.0,-3349.0,LOSS,expiration,155.0,-7165.0,-405.0,-2145.0,-2472.5,-3145.0,-3720.0,-4045.0,-3735.0
2021-05-14,2021-06-30,SPX,47,0.60,Inverse Butterfly 1-2-1 (calls),4156.78,4297.32,4155.0,4005.0,4305.0,4215.0,19.7,16.57,247.1,3447.0,1320.0,2350.0,3295.0,WIN,expiration,3675.0,-5150.0,-180.0,-285.0,-80.0,-2595.0,-575.0,900.0,1670.0
2021-05-21,2021-07-02,SPX,42,0.60,Inverse Butterfly 1-2-1 (calls),4188.5,4352.38,4190.0,4060.0,4320.0,3535.0,19.92,14.96,212.5,3535.0,925.0,1880.0,2765.0,WIN,expiration,3505.0,-3640.0,-700.0,-1085.0,-1830.0,-2435.0,-705.0,-195.0,925.0
2021-06-18,2021-07-30,SPX,42,0.60,Inverse Butterfly 1-2-1 (calls),4188.86,4395.97,4190.0,4065.0,4315.0,3065.0,19.52,14.58,207.2,3065.0,775.0,1710.0,2325.0,WIN,expiration,3075.0,-1860.0,1110.0,1970.0,2070.0,1040.0,2425.0,2730.0,2755.0
2021-06-25,2021-08-06,SPX,42,0.60,Inverse Butterfly 1-2-1 (calls),4274.57,4436.2,4275.0,4175.0,4375.0,2855.0,15.71,11.36,164.8,2855.0,790.0,1440.0,2195.0,WIN,expiration,2925.0,-2510.0,1270.0,1505.0,1625.0,1880.0,2155.0,2110.0,1250.0
2021-07-02,2021-08-13,SPX,42,0.60,Inverse Butterfly 1-2-1 (calls),4333.06,4467.97,4330.0,4230.0,4430.0,2930.0,14.52,11.37,167.1,2930.0,780.0,1495.0,2285.0,WIN,expiration,3150.0,-1790.0,1005.0,755.0,1335.0,355.0,1395.0,1390.0,1930.0
2021-07-09,2021-08-20,SPX,42,0.60,Inverse Butterfly 1-2-1 (calls),4349.82,4400.27,4350.0,4240.0,4460.0,2940.0,16.97,12.17,179.5,-3033.0,775.0,1735.0,2350.0,LOSS,expiration,2350.0,-2555.0,-235.0,615.0,675.0,610.0,1455.0,900.0,945.0
2021-07-16,2021-08-31,SPX,46,0.60,Inverse Butterfly 1-2-1 (calls),4365.01,4522.45,4365.0,4235.0,4495.0,3760.0,16.42,13.73,212.8,3760.0,970.0,1885.0,2865.0,WIN,expiration,4350.0,-1750.0,540.0,450.0,460.0,130.0,1725.0,1990.0,3560.0
2021-07-23,2021-09-03,SPX,42,0.60,Inverse Butterfly 1-2-1 (calls),4382.7,4535.22,4380.0,4250.0,4510.0,3765.0,17.21,14.35,213.3,3765.0,1100.0,1950.0,2920.0,WIN,expiration,3875.0,-1910.0,240.0,640.0,-420.0,1270.0,1575.0,2290.0,2945.0
2021-08-06,2021-09-17,SPX,42,0.60,Inverse Butterfly 1-2-1 (calls),4431.13,4433.19,4430.0,4310.0,4550.0,3415.0,16.94,13.57,204.0,-8266.0,985.0,-8266.0,-8266.0,LOSS,expiration,1600.0,-9140.0,-55.0,595.0,1440.0,960.0,-175.0,-1270.0,-2325.0
2021-08-20,2021-10-01,SPX,42,0.60,Inverse Butterfly 1-2-1 (calls),4400.27,4355.01,4400.0,4270.0,4530.0,2840.0,21.57,14.26,212.9,-5661.0,745.0,-5661.0,-5661.0,LOSS,expiration,1370.0,-6650.0,1120.0,640.0,-335.0,-2395.0,-2150.0,-3332.5,-4547.5
2021-09-03,2021-10-15,SPX,42,0.60,Inverse Butterfly 1-2-1 (calls),4529.59,4471.01,4530.0,4420.0,4640.0,2975.0,16.6,11.68,179.5,-2126.0,915.0,1620.0,2367.5,LOSS,expiration,2787.5,-4675.0,-865.0,-1427.5,1620.0,1872.5,707.5,680.0,2367.5
2021-09-10,2021-10-22,SPX,42,0.60,Inverse Butterfly 1-2-1 (calls),4502.2,4545.08,4500.0,4370.0,4630.0,3510.0,17.69,14.02,214.2,-4982.0,-4982.0,-4982.0,-4982.0,LOSS,expiration,825.0,-6810.0,-1140.0,-230.0,-1917.5,-295.0,-3390.0,-4800.0,-5700.0
2021-09-17,2021-10-29,SPX,42,0.60,Inverse Butterfly 1-2-1 (calls),4451.54,4604.75,4450.0,4310.0,4590.0,3540.0,19.5,15.35,231.8,3540.0,1900.0,1900.0,2765.0,WIN,expiration,4355.0,-4580.0,-1475.0,-2507.5,-3917.5,-2700.0,-190.0,-430.0,1900.0
2021-09-24,2021-11-05,SPX,42,0.60,Inverse Butterfly 1-2-1 (calls),4452.18,4696.4,4450.0,4310.0,4590.0,3370.0,18.68,15.29,231.0,3370.0,1225.0,1715.0,2605.0,WIN,expiration,3465.0,-3990.0,-1125.0,-2940.0,-110.0,1225.0,1320.0,1480.0,2280.0
2021-10-08,2021-11-19,SPX,42,0.60,Inverse Butterfly 1-2-1 (calls),4398.49,4697.95,4400.0,4265.0,4535.0,3245.0,18.92,15.08,225.0,3245.0,1015.0,1750.0,2440.0,WIN,expiration,3275.0,-2240.0,1215.0,2305.0,2825.0,2685.0,2715.0,3200.0,3000.0
2021-10-15,2021-11-30,SPX,46,0.60,Inverse Butterfly 1-2-1 (calls),4465.65,4568.3,4465.0,4340.0,4590.0,3400.0,15.9,13.13,208.1,1230.0,870.0,1735.0,2560.0,WIN,expiration,3300.0,-2260.0,1890.0,2580.0,2790.0,3015.0,3025.0,2250.0,2690.0
2021-10-22,2021-12-03,SPX,42,0.60,Inverse Butterfly 1-2-1 (calls),4552.15,4577.1,4550.0,4430.0,4670.0,3440.0,15.06,13.06,201.6,-5850.0,940.0,1810.0,2620.0,LOSS,expiration,2685.0,-8555.0,1120.0,1465.0,2250.0,2035.0,1180.0,765.0,1120.0
2021-10-29,2021-12-10,SPX,42,0.60,Inverse Butterfly 1-2-1 (calls),4585.1,4711.65,4590.0,4470.0,4710.0,3135.0,17.06,12.78,198.8,3135.0,790.0,1780.0,2557.5,WIN,expiration,2557.5,-4300.0,1220.0,1370.0,970.0,585.0,-850.0,-1397.5,220.0
2021-11-05,2021-12-17,SPX,42,0.60,Inverse Butterfly 1-2-1 (calls),4713.96,4620.26,4715.0,4600.0,4830.0,2990.0,15.07,11.76,188.0,964.0,842.5,964.0,964.0,WIN,expiration,842.5,-5260.0,-685.0,-995.0,-690.0,-1930.0,-2212.5,-2877.5,-2255.0
2021-11-12,2021-12-31,SPX,49,0.60,Inverse Butterfly 1-2-1 (calls),4653.64,4766.1,4655.0,4520.0,4790.0,3440.0,17.08,13.42,228.9,1050.0,935.0,1985.0,2660.0,WIN,expiration,2895.0,-3540.0,-180.0,-335.0,-1120.0,-1940.0,-335.0,-335.0,1985.0
2021-11-19,2021-12-31,SPX,42,0.60,Inverse Butterfly 1-2-1 (calls),4710.65,4766.1,4710.0,4575.0,4845.0,3700.0,17.87,14.13,225.9,-4190.0,-4190.0,-4190.0,-4190.0,LOSS,expiration,200.0,-5885.0,-490.0,-1195.0,-1780.0,-1272.5,-3105.0,-3105.0,-225.0
2021-12-03,2022-01-14,SPX,42,0.60,Inverse Butterfly 1-2-1 (calls),4577.1,4661.92,4575.0,4360.0,4790.0,5690.0,28.99,23.11,358.9,-7118.0,1665.0,3060.0,-7118.0,LOSS,expiration,3565.0,-13470.0,-525.0,1665.0,3275.0,3565.0,-1625.0,-6627.5,-5675.0
2021-12-10,2022-01-21,SPX,42,0.60,Inverse Butterfly 1-2-1 (calls),4687.31,4397.87,4685.0,4535.0,4835.0,3865.0,20.18,15.61,248.2,3865.0,1405.0,3842.5,3842.5,WIN,expiration,3957.5,-5520.0,-1035.0,95.0,-1980.0,-3187.5,-3297.5,-2867.5,-2867.5
2021-12-17,2022-01-31,SPX,45,0.60,Inverse Butterfly 1-2-1 (calls),4624.26,4515.44,4625.0,4455.0,4795.0,4050.0,22.2,17.47,283.6,-1994.0,1025.0,2180.0,3202.5,LOSS,expiration,3727.5,-4610.0,1020.0,-1840.0,-2795.0,-3452.5,1987.5,-582.5,3727.5
2022-01-07,2022-02-18,SPX,42,0.60,Inverse Butterfly 1-2-1 (calls),4703.29,4348.67,4705.0,4560.0,4850.0,3480.0,19.15,15.03,239.7,3480.0,967.5,1870.0,2620.0,WIN,expiration,3475.0,-3360.0,-1070.0,2620.0,695.0,1610.0,1035.0,2885.0,2985.0
2022-01-14,2022-02-28,SPX,45,0.60,Inverse Butterfly 1-2-1 (calls),4659.03,4373.75,4660.0,4500.0,4820.0,3560.0,20.24,16.21,265.1,3560.0,1145.0,1975.0,2792.5,WIN,expiration,3560.0,-4015.0,-340.0,-1905.0,435.0,1975.0,2937.5,3450.0,3552.5
2022-02-04,2022-03-18,SPX,42,0.60,Inverse Butterfly 1-2-1 (calls),4484.16,4462.85,4485.0,4300.0,4670.0,4330.0,24.54,20.13,306.2,-11955.0,1195.0,2285.0,-11955.0,LOSS,expiration,2955.0,-13225.0,-1120.0,-975.0,-2287.5,860.0,-475.0,1965.0,2452.5
2022-02-18,2022-04-01,SPX,42,0.60,Inverse Butterfly 1-2-1 (calls),4392.71,4544.79,4390.0,4180.0,4600.0,4905.0,27.85,23.74,353.7,-616.0,2430.0,2650.0,-616.0,LOSS,expiration,3640.0,-5630.0,-785.0,-2505.0,-3630.0,-2495.0,-1870.0,-650.0,2430.0
2022-02-25,2022-04-08,SPX,42,0.60,Inverse Butterfly 1-2-1 (calls),4288.7,4489.24,4290.0,4080.0,4500.0,4930.0,29.85,24.09,350.4,3854.0,1300.0,2505.0,3755.0,WIN,expiration,4570.0,-6370.0,-405.0,15.0,1990.0,3650.0,2125.0,3900.0,4405.0
2022-03-11,2022-04-22,SPX,42,0.60,Inverse Butterfly 1-2-1 (calls),4274.69,4272.28,4275.0,4060.0,4490.0,4995.0,29.79,24.63,357.2,-16233.0,1275.0,2545.0,-16233.0,LOSS,expiration,3550.0,-19135.0,1595.0,2470.0,1790.0,720.0,-3565.0,-3565.0,-1695.0
2022-03-18,2022-04-29,SPX,42,0.60,Inverse Butterfly 1-2-1 (calls),4407.41,4132.17,4405.0,4210.0,4600.0,4935.0,25.55,21.73,324.9,4935.0,1405.0,2560.0,4250.0,WIN,expiration,4935.0,-6885.0,2465.0,70.0,-3972.5,-3860.0,-5440.0,-677.5,-1907.5
2022-04-08,2022-05-20,SPX,42,0.60,Inverse Butterfly 1-2-1 (calls),4476.48,3901.55,4475.0,4300.0,4650.0,4210.0,22.27,19.48,295.7,4210.0,1522.5,2147.5,3285.0,WIN,expiration,4212.5,-3830.0,-1150.0,-1200.0,2765.0,3540.0,4097.5,4172.5,4190.0
2022-04-22,2022-06-03,SPX,42,0.60,Inverse Butterfly 1-2-1 (calls),4355.15,4108.23,4360.0,4180.0,4540.0,3770.0,23.9,20.13,297.4,3770.0,1067.5,2482.5,2855.0,WIN,expiration,3770.0,-4850.0,-1325.0,1647.5,3307.5,3460.0,1605.0,1677.5,1677.5
2022-04-29,2022-06-10,SPX,42,0.60,Inverse Butterfly 1-2-1 (calls),4267.85,3900.16,4270.0,4070.0,4470.0,4465.0,28.98,23.16,335.3,4465.0,1327.5,2475.0,3435.0,WIN,expiration,4470.0,-6870.0,-345.0,2137.5,-2192.5,-2317.5,-4855.0,-4445.0,-1452.5
2022-05-06,2022-06-17,SPX,42,0.60,Inverse Butterfly 1-2-1 (calls),4146.87,3673.63,4145.0,3845.0,4445.0,9110.0,35.09,35.69,502.0,9110.0,4437.5,5722.5,6997.5,WIN,expiration,9110.0,-10525.0,-2500.0,-4650.0,-5940.0,-7815.0,-5952.5,4437.5,5877.5
2022-05-20,2022-07-01,SPX,42,0.60,Inverse Butterfly 1-2-1 (calls),3933.8,3825.03,3930.0,3720.0,4140.0,5020.0,28.22,25.97,346.6,-5483.0,1320.0,-5483.0,-5483.0,LOSS,expiration,1885.0,-9515.0,1530.0,-455.0,400.0,-1797.5,-5112.5,-6395.0,-7967.5
2022-06-03,2022-07-15,SPX,42,0.60,Inverse Butterfly 1-2-1 (calls),4134.22,3861.56,4135.0,3945.0,4325.0,4380.0,25.29,22.35,313.4,4380.0,1207.5,2782.5,3692.5,WIN,expiration,4380.0,-2810.0,1477.5,1017.5,3692.5,3520.0,2342.5,3070.0,3522.5
2022-06-17,2022-07-29,SPX,42,0.60,Inverse Butterfly 1-2-1 (calls),3698.69,4130.48,3700.0,3495.0,3905.0,4730.0,31.44,27.28,342.3,4730.0,1270.0,2530.0,3645.0,WIN,expiration,4730.0,-8290.0,420.0,440.0,-1420.0,65.0,2875.0,2325.0,2240.0
2022-07-01,2022-08-12,SPX,42,0.60,Inverse Butterfly 1-2-1 (calls),3800.64,4279.35,3800.0,3600.0,4000.0,4565.0,27.94,26.09,336.3,4565.0,1215.0,2720.0,3550.0,WIN,expiration,4595.0,-6280.0,-740.0,790.0,2215.0,2570.0,3655.0,4355.0,4000.0
2022-07-08,2022-08-19,SPX,42,0.60,Inverse Butterfly 1-2-1 (calls),3874.9,4228.37,3875.0,3695.0,4055.0,4060.0,25.76,23.02,302.6,4060.0,1075.0,2030.0,3260.0,WIN,expiration,4420.0,-5910.0,-240.0,1015.0,2070.0,1905.0,3480.0,3980.0,4040.0
2022-07-15,2022-08-31,SPX,47,0.60,Inverse Butterfly 1-2-1 (calls),3826.81,3955.12,3825.0,3625.0,4025.0,4545.0,25.31,24.51,336.5,-2443.0,1145.0,2385.0,3460.0,LOSS,expiration,4315.0,-8655.0,2270.0,3245.0,4085.0,3435.0,3150.0,4265.0,1615.0
2022-08-05,2022-09-16,SPX,42,0.60,Inverse Butterfly 1-2-1 (calls),4131.1,3872.56,4130.0,3955.0,4305.0,4535.0,21.7,20.67,289.7,4535.0,1215.0,2282.5,3520.0,WIN,expiration,4540.0,-5295.0,1115.0,-685.0,-1227.5,800.0,-3347.5,-4800.0,-1835.0
2022-08-12,2022-09-23,SPX,42,0.60,Inverse Butterfly 1-2-1 (calls),4234.43,3695.23,4230.0,4060.0,4400.0,4385.0,19.84,19.5,280.1,4385.0,1175.0,2195.0,3345.0,WIN,expiration,4382.5,-3590.0,-585.0,1075.0,207.5,1102.5,3570.0,4060.0,4120.0
2022-08-19,2022-09-30,SPX,42,0.60,Inverse Butterfly 1-2-1 (calls),4237.6,3589.7,4240.0,4075.0,4405.0,3730.0,20.72,18.95,272.4,3730.0,952.5,1877.5,3107.5,WIN,expiration,3732.5,-1900.0,250.0,-97.5,2580.0,3165.0,3692.5,3730.0,3727.5
2022-09-02,2022-10-14,SPX,42,0.60,Inverse Butterfly 1-2-1 (calls),3983.57,3585.73,3980.0,3800.0,4160.0,4235.0,24.16,22.47,303.6,4235.0,1095.0,2152.5,3390.0,WIN,expiration,4237.5,-3530.0,-490.0,-12.5,2175.0,52.5,2810.0,3642.5,4015.0
2022-09-09,2022-10-21,SPX,42,0.60,Inverse Butterfly 1-2-1 (calls),4045.35,3752.75,4045.0,3865.0,4225.0,4485.0,22.91,21.6,296.4,4485.0,1210.0,2447.5,3472.5,WIN,expiration,4487.5,-6700.0,-405.0,2942.5,3267.5,4110.0,3730.0,4197.5,3807.5
2022-09-16,2022-10-31,SPX,45,0.60,Inverse Butterfly 1-2-1 (calls),3840.48,3872.34,3840.0,3635.0,4045.0,4460.0,28.34,25.62,345.4,-12806.0,1132.5,-12806.0,-12806.0,LOSS,expiration,1132.5,-16255.0,-865.0,-1207.5,-1895.0,-1922.5,-5057.5,-7342.5,-9812.5
2022-10-07,2022-11-18,SPX,42,0.60,Inverse Butterfly 1-2-1 (calls),3667.11,3967.12,3665.0,3450.0,3880.0,5010.0,31.61,29.01,360.8,5010.0,1540.0,2605.0,3855.0,WIN,expiration,5010.0,-6870.0,-605.0,-355.0,-2765.0,-1855.0,2730.0,4025.0,4750.0
2022-10-14,2022-11-30,SPX,47,0.60,Inverse Butterfly 1-2-1 (calls),3677.16,4078.77,3675.0,3450.0,3900.0,5230.0,31.65,28.35,374.1,5230.0,1455.0,2730.0,4140.0,WIN,expiration,5225.0,-5800.0,985.0,-1805.0,2640.0,3130.0,4595.0,4955.0,4975.0
2022-11-04,2022-12-16,SPX,42,0.60,Inverse Butterfly 1-2-1 (calls),3759.4,3851.02,3760.0,3575.0,3945.0,4120.0,24.72,23.96,305.5,-5278.0,1115.0,2295.0,3450.0,LOSS,expiration,3450.0,-10275.0,1105.0,1730.0,2170.0,580.0,35.0,-340.0,3450.0
2022-11-18,2022-12-30,SPX,42,0.60,Inverse Butterfly 1-2-1 (calls),3962.7,3839.85,3965.0,3795.0,4135.0,3795.0,23.6,21.28,286.1,-690.0,1040.0,2150.0,-690.0,LOSS,expiration,2425.0,-6940.0,-770.0,-1415.0,-3272.5,-1480.0,-365.0,-872.5,-872.5
2022-12-16,2023-01-30,SPX,45,0.60,Inverse Butterfly 1-2-1 (calls),3876.13,4018.13,3875.0,3700.0,4050.0,4005.0,22.41,21.17,288.2,818.0,1285.0,2825.0,3090.0,WIN,expiration,3545.0,-7870.0,-1335.0,-1500.0,-1000.0,-5127.5,-1820.0,-4200.0,2825.0
2022-12-23,2023-02-06,SPX,45,0.60,Inverse Butterfly 1-2-1 (calls),3799.89,4111.2,3800.0,3630.0,3970.0,3390.0,22.49,21.24,283.4,3390.0,1090.0,1850.0,2910.0,WIN,expiration,3445.0,-6610.0,-195.0,690.0,435.0,1850.0,2335.0,2210.0,3425.0
2023-01-06,2023-02-17,SPX,42,0.60,Inverse Butterfly 1-2-1 (calls),3821.08,4078.98,3820.0,3650.0,3990.0,3865.0,21.85,21.93,284.3,3865.0,1055.0,1940.0,2995.0,WIN,expiration,3905.0,-8220.0,1040.0,1710.0,3115.0,2560.0,2205.0,2845.0,3655.0
2023-01-13,2023-02-28,SPX,46,0.60,Inverse Butterfly 1-2-1 (calls),3961.6,3969.28,3960.0,3805.0,4115.0,3325.0,18.7,18.33,257.7,-11247.0,1080.0,-11247.0,-11247.0,LOSS,expiration,1580.0,-16885.0,335.0,380.0,1045.0,-680.0,-2495.0,-3940.0,-6350.0
2023-01-20,2023-03-03,SPX,42,0.60,Inverse Butterfly 1-2-1 (calls),3910.21,4045.32,3910.0,3760.0,4060.0,3600.0,20.23,19.14,253.8,2132.0,1015.0,1875.0,2132.0,WIN,expiration,2630.0,-9300.0,1425.0,1075.0,1445.0,125.0,-3215.0,-1415.0,-2860.0
2023-02-03,2023-03-17,SPX,42,0.60,Inverse Butterfly 1-2-1 (calls),4149.73,3916.47,4150.0,4015.0,4285.0,3450.0,18.46,15.78,222.2,3450.0,905.0,1960.0,2615.0,WIN,expiration,3447.5,-4360.0,-380.0,845.0,270.0,-1092.5,2487.5,2920.0,3007.5
2023-02-17,2023-03-31,SPX,42,0.60,Inverse Butterfly 1-2-1 (calls),4054.66,4108.9,4055.0,3905.0,4205.0,3270.0,21.02,18.35,252.3,-6340.0,-6340.0,-6340.0,-6340.0,LOSS,expiration,0.0,-10065.0,-1215.0,-1060.0,-2647.5,-3422.5,-2532.5,-5012.5,-3795.0
2023-03-03,2023-04-14,SPX,42,0.60,Inverse Butterfly 1-2-1 (calls),4009.72,4137.47,4010.0,3870.0,4150.0,3025.0,19.21,17.45,237.3,1772.0,1090.0,1610.0,2525.0,WIN,expiration,2525.0,-5370.0,-450.0,-1325.0,-1490.0,-345.0,-2520.0,-2520.0,-1370.0
2023-03-10,2023-04-21,SPX,42,0.60,Inverse Butterfly 1-2-1 (calls),3894.8,4133.56,3895.0,3735.0,4055.0,3390.0,23.36,20.44,270.1,3390.0,1620.0,1765.0,2685.0,WIN,expiration,3385.0,-5400.0,340.0,755.0,855.0,1740.0,2825.0,3055.0,3255.0
2023-03-17,2023-04-28,SPX,42,0.60,Inverse Butterfly 1-2-1 (calls),3942.35,4169.77,3940.0,3770.0,4110.0,3910.0,24.02,21.08,281.9,3910.0,1025.0,2300.0,3335.0,WIN,expiration,3940.0,-6230.0,-140.0,215.0,1905.0,2535.0,2440.0,2490.0,1845.0
2023-03-24,2023-05-05,SPX,42,0.60,Inverse Butterfly 1-2-1 (calls),3931.04,4135.77,3930.0,3750.0,4110.0,4085.0,24.09,22.8,304.1,4085.0,1055.0,2065.0,3215.0,WIN,expiration,4185.0,-2200.0,1100.0,1685.0,1545.0,1160.0,2190.0,3060.0,2590.0
2023-03-31,2023-05-12,SPX,42,0.60,Inverse Butterfly 1-2-1 (calls),4070.21,4123.85,4070.0,3920.0,4220.0,3585.0,18.88,18.39,253.9,-6030.0,-6030.0,-6030.0,-6030.0,LOSS,expiration,580.0,-9915.0,-5.0,-385.0,-1100.0,-1165.0,-3782.5,-3212.5,-4055.0
2023-04-14,2023-05-31,SPX,47,0.60,Inverse Butterfly 1-2-1 (calls),4160.54,4181.76,4160.0,4015.0,4305.0,3700.0,17.55,16.12,240.7,-8624.0,-8624.0,-8624.0,-8624.0,LOSS,expiration,0.0,-10325.0,-1190.0,-3002.5,-4100.0,-3380.0,-4380.0,-5325.0,-4497.5
2023-04-21,2023-06-02,SPX,42,0.60,Inverse Butterfly 1-2-1 (calls),4121.67,4281.67,4120.0,3985.0,4255.0,3310.0,17.35,16.01,223.9,3310.0,1820.0,1820.0,3060.0,WIN,expiration,3290.0,-5465.0,-350.0,-1545.0,-150.0,-1210.0,-2045.0,-560.0,-560.0
2023-05-05,2023-06-16,SPX,42,0.60,Inverse Butterfly 1-2-1 (calls),4111.5,4409.77,4110.0,3965.0,4255.0,3485.0,17.97,17.42,243.0,3485.0,930.0,1790.0,2700.0,WIN,expiration,3720.0,-3930.0,-890.0,-330.0,350.0,1490.0,2700.0,2655.0,3235.0
2023-05-26,2023-07-07,SPX,42,0.60,Inverse Butterfly 1-2-1 (calls),4175.04,4398.76,4175.0,4040.0,4310.0,3405.0,18.23,15.67,221.9,3405.0,920.0,1815.0,2605.0,WIN,expiration,3740.0,-3290.0,1180.0,2645.0,2125.0,2225.0,3285.0,3360.0,3375.0
2023-06-09,2023-07-21,SPX,42,0.60,Inverse Butterfly 1-2-1 (calls),4312.0,4536.68,4310.0,4205.0,4415.0,2775.0,13.56,11.83,173.0,2775.0,775.0,1435.0,2140.0,WIN,expiration,2835.0,-4650.0,555.0,1460.0,990.0,975.0,2705.0,2700.0,2735.0
2023-06-16,2023-07-31,SPX,45,0.60,Inverse Butterfly 1-2-1 (calls),4429.61,4589.48,4430.0,4320.0,4540.0,2560.0,14.39,11.55,179.6,2560.0,660.0,1410.0,1980.0,WIN,expiration,2565.0,-4130.0,-890.0,-1475.0,-275.0,335.0,575.0,1350.0,2200.0
