Opened,pp_Closed,pp_Premium,pp_PnL,pp_Fees,cc_Closed,cc_Premium,cc_PnL,cc_Fees,combined_premium,combined_pnl_final,combined_fees,Closed,trade_id
2022-06-03,2022-06-09,4415,1574.92,5.08,2022-06-09,1630,-877.54,2.54,6045,697.3800000000001,7.62,2022-06-09,54
2022-06-10,2022-06-16,3085,204.92,5.08,2022-06-16,1095,-1005.54,2.54,4180,-800.62,7.62,2022-06-16,55
2022-06-17,2022-06-23,4125,-1698.08,5.08,2022-06-23,1555,1882.46,2.54,5680,184.3800000000001,7.62,2022-06-23,56
2022-06-24,2022-06-30,3325,979.92,5.08,2022-06-30,1260,-1087.54,2.54,4585,-107.62,7.62,2022-06-30,57
2022-07-01,2022-07-07,4755,-1365.08,5.08,2022-07-07,1865,1152.46,2.54,6620,-212.6199999999999,7.62,2022-07-07,58
2022-07-08,2022-07-14,3540,644.92,5.08,2022-07-14,1335,-1192.54,2.54,4875,-547.62,7.62,2022-07-14,59
2022-07-15,2022-07-21,4770,-2763.08,5.08,2022-07-21,1825,1432.46,2.54,6595,-1330.62,7.62,2022-07-21,60
2022-07-22,2022-07-28,2915,-1335.08,5.08,2022-07-28,1065,1542.46,2.54,3980,207.3800000000001,7.62,2022-07-28,61
2022-07-29,2022-08-04,3385,659.92,5.08,2022-08-04,1245,-87.54,2.54,4630,572.38,7.62,2022-08-04,62
2022-08-05,2022-08-11,2905,-640.08,5.08,2022-08-11,1010,1057.46,2.54,3915,417.38,7.62,2022-08-11,63
2022-08-12,2022-08-18,3355,11.92,5.08,2022-08-18,1320,12.46,2.54,4675,24.380000000000003,7.62,2022-08-18,64
2022-08-19,2022-08-25,3300,514.92,5.08,2022-08-25,1205,-610.54,2.54,4505,-95.62,7.62,2022-08-25,65
2022-08-26,2022-09-01,3055,399.92,5.08,2022-09-01,1090,-970.54,2.54,4145,-570.6199999999999,7.62,2022-09-01,66
2022-09-02,2022-09-08,4690,-1643.08,5.08,2022-09-08,1695,1162.46,2.54,6385,-480.6199999999999,7.62,2022-09-08,67
2022-09-09,2022-09-15,3705,346.92,5.08,2022-09-15,1450,-1308.54,2.54,5155,-961.6199999999999,7.62,2022-09-15,68
2022-09-16,2022-09-22,3640,1539.92,5.08,2022-09-22,1120,-893.54,2.54,4760,646.3800000000001,7.62,2022-09-22,69
2022-09-23,2022-09-29,3680,2119.92,5.08,2022-09-29,1470,-740.54,2.54,5150,1379.38,7.62,2022-09-29,70
2022-09-30,2022-10-06,4625,-1803.08,5.08,2022-10-06,1720,2082.46,2.54,6345,279.3800000000001,7.62,2022-10-06,71
2022-10-07,2022-10-13,3755,1074.92,5.08,2022-10-13,1305,1032.46,2.54,5060,2107.38,7.62,2022-10-13,72
2022-10-14,2022-10-20,3930,-583.08,5.08,2022-10-20,1500,1037.46,2.54,5430,454.38,7.62,2022-10-20,73
2022-10-21,2022-10-27,5070,-585.08,5.08,2022-10-27,1895,947.46,2.54,6965,362.38,7.62,2022-10-27,74
2022-10-28,2022-11-03,4405,19.92,5.08,2022-11-03,1735,-1607.54,2.54,6140,-1587.62,7.62,2022-11-03,75
2022-11-04,2022-11-10,3055,-2076.08,5.08,2022-11-10,1110,1947.46,2.54,4165,-128.6199999999999,7.62,2022-11-10,76
2022-11-11,2022-11-17,2435,599.92,5.08,2022-11-17,855,-710.54,2.54,3290,-110.62,7.62,2022-11-17,77
2022-11-18,2022-11-25,4365,-2158.08,5.08,2022-11-25,1735,739.46,2.54,6100,-1418.62,7.62,2022-11-25,78
2022-11-25,2022-12-01,2515,-490.08,5.08,2022-12-01,1005,612.46,2.54,3520,122.38000000000005,7.62,2022-12-01,79
2022-12-02,2022-12-08,6110,-113.08,5.08,2022-12-08,2665,-1940.54,2.54,8775,-2053.62,7.62,2022-12-08,80
2022-12-09,2022-12-15,1750,1284.92,5.08,2022-12-15,555,-383.54,2.54,2305,901.3800000000001,7.62,2022-12-15,81
2022-12-16,2022-12-22,2640,579.92,5.08,2022-12-22,1005,-755.54,2.54,3645,-175.62,7.62,2022-12-22,82
2022-12-23,2022-12-29,3355,511.92,5.08,2022-12-29,1370,102.46,2.54,4725,614.38,7.62,2022-12-29,83
2022-12-30,2023-01-05,4415,766.92,5.08,2023-01-05,1820,-395.54,2.54,6235,371.37999999999994,7.62,2023-01-05,84
2023-01-06,2023-01-12,1970,-228.08,5.08,2023-01-12,825,757.46,2.54,2795,529.38,7.62,2023-01-12,85
2023-01-13,2023-01-19,2610,146.92,5.08,2023-01-19,1055,-955.54,2.54,3665,-808.62,7.62,2023-01-19,86
2023-01-20,2023-01-26,4605,-1743.08,5.08,2023-01-26,1945,1582.46,2.54,6550,-160.6199999999999,7.62,2023-01-26,87
2023-01-27,2023-02-02,1855,-73.08,5.08,2023-02-02,725,932.46,2.54,2580,859.38,7.62,2023-02-02,88
2023-02-03,2023-02-09,3610,2444.92,5.08,2023-02-09,1345,-545.54,2.54,4955,1899.38,7.62,2023-02-09,89
2023-02-10,2023-02-16,2005,926.92,5.08,2023-02-16,725,-225.54,2.54,2730,701.38,7.62,2023-02-16,90
2023-02-17,2023-02-23,3055,84.92,5.08,2023-02-23,1075,-890.54,2.54,4130,-805.62,7.62,2023-02-23,91
2023-02-24,2023-03-02,3835,-278.08,5.08,2023-03-02,1505,182.46,2.54,5340,-95.61999999999998,7.62,2023-03-02,92
2023-03-03,2023-03-09,3100,689.92,5.08,2023-03-09,1150,-928.54,2.54,4250,-238.62,7.62,2023-03-09,93
2023-03-10,2023-03-16,3850,-1013.08,5.08,2023-03-16,1345,2072.46,2.54,5195,1059.38,7.62,2023-03-16,94
2023-03-17,2023-03-23,2965,989.92,5.08,2023-03-23,950,117.46,2.54,3915,1107.3799999999999,7.62,2023-03-23,95
2023-03-24,2023-03-30,2470,-1073.08,5.08,2023-03-30,1050,1062.46,2.54,3520,-10.61999999999989,7.62,2023-03-30,96
2023-03-31,2023-04-06,4155,511.92,5.08,2023-04-06,1630,-505.54,2.54,5785,6.3799999999999955,7.62,2023-04-06,97
2023-04-14,2023-04-20,2645,694.92,5.08,2023-04-20,1080,-615.54,2.54,3725,79.38,7.62,2023-04-20,98
2023-04-21,2023-04-27,3680,264.92,5.08,2023-04-27,1450,-100.54,2.54,5130,164.38,7.62,2023-04-27,99
2023-04-28,2023-05-04,2080,801.92,5.08,2023-05-04,720,-640.54,2.54,2800,161.38,7.62,2023-05-04,100
2023-05-05,2023-05-11,2425,386.92,5.08,2023-05-11,810,-495.54,2.54,3235,-108.62,7.62,2023-05-11,101
2023-05-12,2023-05-18,2570,-983.08,5.08,2023-05-18,910,1092.46,2.54,3480,109.38,7.62,2023-05-18,102
2023-05-19,2023-05-25,2470,1071.92,5.08,2023-05-25,840,-455.54,2.54,3310,616.3800000000001,7.62,2023-05-25,103
2023-05-26,2023-06-01,2375,-348.08,5.08,2023-06-01,845,-357.54,2.54,3220,-705.62,7.62,2023-06-01,104
2023-06-02,2023-06-08,2795,99.92,5.08,2023-06-08,1125,-187.54,2.54,3920,-87.61999999999999,7.62,2023-06-08,105
2023-06-09,2023-06-15,1550,-878.08,5.08,2023-06-15,545,607.46,2.54,2095,-270.62,7.62,2023-06-15,106
2023-06-16,2023-06-22,2380,-283.08,5.08,2023-06-22,1035,-860.54,2.54,3415,-1143.62,7.62,2023-06-22,107
2023-06-23,2023-06-29,1880,-228.08,5.08,2023-06-29,835,552.46,2.54,2715,324.38,7.62,2023-06-29,108
2023-06-30,2023-07-06,2150,374.92,5.08,2023-07-06,925,-668.54,2.54,3075,-293.61999999999995,7.62,2023-07-06,109
2023-07-07,2023-07-13,2170,-1278.08,5.08,2023-07-13,825,547.46,2.54,2995,-730.6199999999999,7.62,2023-07-13,110
2023-07-14,2023-07-20,2635,94.92,5.08,2023-07-20,1170,604.46,2.54,3805,699.38,7.62,2023-07-20,111
2023-07-21,2023-07-27,2080,604.92,5.08,2023-07-27,840,-270.54,2.54,2920,334.37999999999994,7.62,2023-07-27,112
2023-07-28,2023-08-03,2230,56.92,5.08,2023-08-03,915,-778.54,2.54,3145,-721.62,7.62,2023-08-03,113
2023-08-04,2023-08-10,2575,684.92,5.08,2023-08-10,895,-445.54,2.54,3470,239.37999999999994,7.62,2023-08-10,114
2023-08-11,2023-08-17,2740,311.92,5.08,2023-08-17,1115,-985.54,2.54,3855,-673.6199999999999,7.62,2023-08-17,115
2023-08-18,2023-08-24,2690,276.92,5.08,2023-08-24,950,-215.54,2.54,3640,61.380000000000024,7.62,2023-08-24,116
2023-08-25,2023-08-31,2105,-1391.08,5.08,2023-08-31,720,632.46,2.54,2825,-758.6199999999999,7.62,2023-08-31,117
2023-09-01,2023-09-07,2455,201.92,5.08,2023-09-07,975,-825.54,2.54,3430,-623.62,7.62,2023-09-07,118
2023-09-08,2023-09-14,2615,-978.08,5.08,2023-09-14,985,692.46,2.54,3600,-285.62,7.62,2023-09-14,119
2023-09-15,2023-09-21,2225,-410.08,5.08,2023-09-21,820,-767.54,2.54,3045,-1177.62,7.62,2023-09-21,120
2023-09-22,2023-09-28,2425,884.92,5.08,2023-09-28,975,-540.54,2.54,3400,344.38,7.62,2023-09-28,121
2023-09-29,2023-10-05,2775,864.92,5.08,2023-10-05,990,-510.54,2.54,3765,354.37999999999994,7.62,2023-10-05,122
2023-10-06,2023-10-12,2815,81.92,5.08,2023-10-12,1070,247.46,2.54,3885,329.38,7.62,2023-10-12,123
2023-10-13,2023-10-19,2855,1584.92,5.08,2023-10-19,1090,-665.54,2.54,3945,919.3800000000001,7.62,2023-10-19,124
2023-10-20,2023-10-26,3570,571.92,5.08,2023-10-26,1315,-1160.54,2.54,4885,-588.62,7.62,2023-10-26,125
2023-10-27,2023-11-02,3130,-2626.08,5.08,2023-11-02,1060,-2.54,2.54,4190,-2628.62,7.62,2023-11-02,126
2023-11-03,2023-11-09,2585,726.92,5.08,2023-11-09,1010,-500.54,2.54,3595,226.37999999999994,7.62,2023-11-09,127
2023-11-10,2023-11-16,1805,-988.08,5.08,2023-11-16,805,1012.46,2.54,2610,24.379999999999995,7.62,2023-11-16,128
2023-11-17,2023-11-24,2675,-1033.08,5.08,2023-11-24,945,619.46,2.54,3620,-413.6199999999999,7.62,2023-11-24,129
2023-11-24,2023-11-30,2125,444.92,5.08,2023-11-30,930,-10.54,2.54,3055,434.38,7.62,2023-11-30,130
2023-12-01,2023-12-07,2605,651.92,5.08,2023-12-07,1075,-142.54,2.54,3680,509.38,7.62,2023-12-07,131
2023-12-08,2023-12-14,1680,-708.08,5.08,2023-12-14,800,1022.46,2.54,2480,314.38,7.62,2023-12-14,132
2023-12-15,2023-12-21,1900,446.92,5.08,2023-12-21,800,757.46,2.54,2700,1204.38,7.62,2023-12-21,133
2023-12-22,2023-12-28,2340,-408.08,5.08,2023-12-28,950,337.46,2.54,3290,-70.62,7.62,2023-12-28,134
2023-12-29,2024-01-04,2510,-408.08,5.08,2024-01-04,1040,-920.54,2.54,3550,-1328.62,7.62,2024-01-04,135
2024-01-05,2024-01-11,2070,-1053.08,5.08,2024-01-11,730,892.46,2.54,2800,-160.6199999999999,7.62,2024-01-11,136
2024-01-12,2024-01-18,2240,539.92,5.08,2024-01-18,985,-130.54,2.54,3225,409.38,7.62,2024-01-18,137
2024-01-19,2024-01-25,2965,-468.08,5.08,2024-01-25,1220,1002.46,2.54,4185,534.3800000000001,7.62,2024-01-25,138
2024-01-26,2024-02-01,1805,611.92,5.08,2024-02-01,720,124.46,2.54,2525,736.38,7.62,2024-02-01,139
2024-02-02,2024-02-08,2500,-238.08,5.08,2024-02-08,1040,342.46,2.54,3540,104.37999999999997,7.62,2024-02-08,140
2024-02-09,2024-02-15,1835,874.92,5.08,2024-02-15,910,-37.54,2.54,2745,837.38,7.62,2024-02-15,141
2024-02-16,2024-02-22,2420,-818.08,5.08,2024-02-22,980,1182.46,2.54,3400,364.38,7.62,2024-02-22,142
2024-02-23,2024-02-29,2580,336.92,5.08,2024-02-29,1160,-315.54,2.54,3740,21.379999999999995,7.62,2024-02-29,143
2024-03-01,2024-03-07,2490,896.92,5.08,2024-03-07,1120,607.46,2.54,3610,1504.38,7.62,2024-03-07,144
2024-03-08,2024-03-14,2790,756.92,5.08,2024-03-14,1185,-85.54,2.54,3975,671.38,7.62,2024-03-14,145
2024-03-15,2024-03-21,1880,-1098.08,5.08,2024-03-21,675,982.46,2.54,2555,-115.61999999999989,7.62,2024-03-21,146
2024-03-22,2024-03-28,2835,241.92,5.08,2024-03-28,1275,-25.54,2.54,4110,216.38,7.62,2024-03-28,147
2024-04-05,2024-04-11,2645,649.92,5.08,2024-04-11,1145,-267.54,2.54,3790,382.37999999999994,7.62,2024-04-11,148
2024-04-12,2024-04-18,3000,576.92,5.08,2024-04-18,1130,-1015.54,2.54,4130,-438.62,7.62,2024-04-18,149
2024-04-19,2024-04-25,3910,-1330.08,5.08,2024-04-25,1540,1032.46,2.54,5450,-297.6199999999999,7.62,2024-04-25,150
2024-04-26,2024-05-02,2310,834.92,5.08,2024-05-02,890,-590.54,2.54,3200,244.38,7.62,2024-05-02,151
2024-05-03,2024-05-09,3355,-1858.08,5.08,2024-05-09,1480,957.46,2.54,4835,-900.6199999999999,7.62,2024-05-09,152
2024-05-10,2024-05-16,2480,-1050.08,5.08,2024-05-16,1265,1257.46,2.54,3745,207.3800000000001,7.62,2024-05-16,153
2024-05-17,2024-05-23,1740,541.92,5.08,2024-05-23,755,-555.54,2.54,2495,-13.620000000000005,7.62,2024-05-23,154
2024-05-24,2024-05-30,2735,181.92,5.08,2024-05-30,1275,-940.54,2.54,4010,-758.62,7.62,2024-05-30,155
2024-05-31,2024-06-06,3500,-1653.08,5.08,2024-06-06,1500,1017.46,2.54,5000,-635.6199999999999,7.62,2024-06-06,156
2024-06-07,2024-06-13,1685,-551.08,5.08,2024-06-13,630,1187.46,2.54,2315,636.38,7.62,2024-06-13,157
2024-06-14,2024-06-20,2700,-430.08,5.08,2024-06-20,1165,997.46,2.54,3865,567.3800000000001,7.62,2024-06-20,158
2024-06-21,2024-06-27,2415,-43.08,5.08,2024-06-27,1080,-170.54,2.54,3495,-213.62,7.62,2024-06-27,159
2024-06-28,2024-07-05,3035,-2008.08,5.08,2024-07-05,1335,552.46,2.54,4370,-1455.62,7.62,2024-07-05,160
2024-07-05,2024-07-11,2110,556.92,5.08,2024-07-11,880,452.46,2.54,2990,1009.3799999999999,7.62,2024-07-11,161
2024-07-12,2024-07-18,2255,741.92,5.08,2024-07-18,1005,-765.54,2.54,3260,-23.620000000000005,7.62,2024-07-18,162
2024-07-19,2024-07-25,3995,1334.92,5.08,2024-07-25,1550,-967.54,2.54,5545,367.3800000000001,7.62,2024-07-25,163
2024-07-26,2024-08-01,2600,2019.92,5.08,2024-08-01,965,-17.54,2.54,3565,2002.38,7.62,2024-08-01,164
2024-08-02,2024-08-08,4470,1879.92,5.08,2024-08-08,1395,-547.54,2.54,5865,1332.38,7.62,2024-08-08,165
2024-08-09,2024-08-15,3750,-2908.08,5.08,2024-08-15,1465,272.46,2.54,5215,-2635.62,7.62,2024-08-15,166
2024-08-16,2024-08-22,3410,836.92,5.08,2024-08-22,1435,547.46,2.54,4845,1384.38,7.62,2024-08-22,167
2024-08-23,2024-08-29,3055,644.92,5.08,2024-08-29,1210,-665.54,2.54,4265,-20.620000000000005,7.62,2024-08-29,168
2024-08-30,2024-09-05,2890,-258.08,5.08,2024-09-05,1085,-977.54,2.54,3975,-1235.62,7.62,2024-09-05,169
2024-09-06,2024-09-12,4470,-2920.08,5.08,2024-09-12,1465,1492.46,2.54,5935,-1427.62,7.62,2024-09-12,170
2024-09-13,2024-09-19,2750,-655.08,5.08,2024-09-19,960,1402.46,2.54,3710,747.38,7.62,2024-09-19,171
2024-09-20,2024-09-26,3770,189.92,5.08,2024-09-26,1525,587.46,2.54,5295,777.38,7.62,2024-09-26,172
2024-09-27,2024-10-03,2980,2029.92,5.08,2024-10-03,1150,-580.54,2.54,4130,1449.38,7.62,2024-10-03,173
2024-10-04,2024-10-10,2830,684.92,5.08,2024-10-10,1050,229.46,2.54,3880,914.38,7.62,2024-10-10,174
2024-10-11,2024-10-17,3270,-168.08,5.08,2024-10-17,1455,14.46,2.54,4725,-153.62,7.62,2024-10-17,175
2024-10-18,2024-10-24,3945,1041.92,5.08,2024-10-24,1710,-1135.54,2.54,5655,-93.61999999999989,7.62,2024-10-24,176
2024-10-25,2024-10-31,6260,2219.92,5.08,2024-10-31,2775,-1575.54,2.54,9035,644.3800000000001,7.62,2024-10-31,177
2024-11-01,2024-11-07,3545,-2885.08,5.08,2024-11-07,1155,517.46,2.54,4700,-2367.62,7.62,2024-11-07,178
2024-11-08,2024-11-14,3505,33.92,5.08,2024-11-14,1490,-1187.54,2.54,4995,-1153.62,7.62,2024-11-14,179
2024-11-15,2024-11-21,2365,-470.08,5.08,2024-11-21,875,1332.46,2.54,3240,862.3800000000001,7.62,2024-11-21,180
2024-11-22,2024-11-29,3715,-2096.08,5.08,2024-11-29,1775,1032.46,2.54,5490,-1063.62,7.62,2024-11-29,181
2024-11-29,2024-12-05,2735,-458.08,5.08,2024-12-05,1135,224.46,2.54,3870,-233.61999999999998,7.62,2024-12-05,182
2024-12-06,2024-12-12,3075,473.92,5.08,2024-12-12,1435,-772.54,2.54,4510,-298.61999999999995,7.62,2024-12-12,183
2024-12-13,2024-12-19,1715,-315.08,5.08,2024-12-19,635,-620.54,2.54,2350,-935.6199999999999,7.62,2024-12-19,184
2024-12-20,2024-12-26,3970,-2251.08,5.08,2024-12-26,1765,572.46,2.54,5735,-1678.62,7.62,2024-12-26,185
2024-12-27,2025-01-02,3750,489.92,5.08,2025-01-02,1355,-1067.54,2.54,5105,-577.6199999999999,7.62,2025-01-02,186
2025-01-03,2025-01-10,3595,2201.92,5.08,2025-01-10,1340,-1183.54,2.54,4935,1018.3800000000001,7.62,2025-01-10,187
2025-01-10,2025-01-16,3125,-1593.08,5.08,2025-01-16,1045,1562.46,2.54,4170,-30.61999999999989,7.62,2025-01-16,188
2025-01-17,2025-01-23,4000,-1838.08,5.08,2025-01-23,1625,1587.46,2.54,5625,-250.6199999999999,7.62,2025-01-23,189
2025-01-24,2025-01-30,3185,1639.92,5.08,2025-01-30,1315,-640.54,2.54,4500,999.3800000000001,7.62,2025-01-30,190
2025-01-31,2025-02-06,3050,-70.08,5.08,2025-02-06,1150,-15.54,2.54,4200,-85.62,7.62,2025-02-06,191
2025-02-07,2025-02-13,2510,-568.08,5.08,2025-02-13,895,1262.46,2.54,3405,694.38,7.62,2025-02-13,192
2025-02-14,2025-02-20,3730,454.92,5.08,2025-02-20,1615,-290.54,2.54,5345,164.38,7.62,2025-02-20,193
2025-02-21,2025-02-27,3320,1984.92,5.08,2025-02-27,1180,-987.54,2.54,4500,997.3800000000001,7.62,2025-02-27,194
2025-02-28,2025-03-06,4055,1889.92,5.08,2025-03-06,1585,-1343.54,2.54,5640,546.3800000000001,7.62,2025-03-06,195
2025-03-07,2025-03-13,4770,261.92,5.08,2025-03-13,1615,-1570.54,2.54,6385,-1308.62,7.62,2025-03-13,196
2025-03-14,2025-03-20,4465,74.92,5.08,2025-03-20,1545,57.46,2.54,6010,132.38,7.62,2025-03-20,197
2025-03-21,2025-03-27,5520,-388.08,5.08,2025-03-27,2230,1252.46,2.54,7750,864.3800000000001,7.62,2025-03-27,198
2025-03-28,2025-04-03,4155,2841.92,5.08,2025-04-03,1335,-1093.54,2.54,5490,1748.38,7.62,2025-04-03,199
2025-04-04,2025-04-10,5410,6529.92,5.08,2025-04-10,1670,2412.46,2.54,7080,8942.380000000001,7.62,2025-04-10,200
2025-04-11,2025-04-17,7605,-1231.08,5.08,2025-04-17,2355,-2123.54,2.54,9960,-3354.62,7.62,2025-04-17,201
2025-04-25,2025-05-01,4905,-1093.08,5.08,2025-05-01,1790,1732.46,2.54,6695,639.3800000000001,7.62,2025-05-01,202
2025-05-02,2025-05-08,4685,1474.92,5.08,2025-05-08,1705,-157.54,2.54,6390,1317.38,7.62,2025-05-08,203
2025-05-09,2025-05-15,4250,-3305.08,5.08,2025-05-15,1490,862.46,2.54,5740,-2442.62,7.62,2025-05-15,204
2025-05-16,2025-05-22,3900,1366.92,5.08,2025-05-22,1650,-1232.54,2.54,5550,134.3800000000001,7.62,2025-05-22,205
2025-05-23,2025-05-29,5025,-2023.08,5.08,2025-05-29,1760,1082.46,2.54,6785,-940.6199999999999,7.62,2025-05-29,206
2025-05-30,2025-06-05,4075,-205.08,5.08,2025-06-05,1525,492.46,2.54,5600,287.38,7.62,2025-06-05,207
