trade_date,calendar_date,dte_remaining,pnl_usd
2022-06-24,2022-06-24,7,0.0
2022-06-24,2022-07-01,0,-395.0
2022-07-01,2022-07-01,7,0.0
2022-07-01,2022-07-08,0,-395.0
2022-07-08,2022-07-08,7,0.0
2022-07-08,2022-07-15,0,-410.0
2022-07-15,2022-07-15,7,0.0
2022-07-15,2022-07-22,0,-410.0
2022-07-22,2022-07-22,7,0.0
2022-07-22,2022-07-29,0,3571.0
2022-07-29,2022-07-29,7,0.0
2022-07-29,2022-08-05,0,-545.0
2022-08-05,2022-08-05,7,0.0
2022-08-05,2022-08-12,0,1604.99
2022-08-12,2022-08-12,7,0.0
2022-08-12,2022-08-19,0,-420.0
2022-08-19,2022-08-19,7,0.0
2022-08-19,2022-08-26,0,2370.99
2022-08-26,2022-08-26,7,0.0
2022-08-26,2022-09-02,0,1174.0
2022-09-02,2022-09-02,7,0.0
2022-09-02,2022-09-09,0,2331.01
2022-09-09,2022-09-09,7,0.0
2022-09-09,2022-09-16,0,-51.99
2022-09-16,2022-09-16,7,0.0
2022-09-16,2022-09-23,0,1267.0
2022-09-23,2022-09-23,7,0.0
2022-09-23,2022-09-30,0,-405.0
2022-09-30,2022-09-30,7,0.0
2022-09-30,2022-10-07,0,-415.0
2022-10-07,2022-10-07,7,0.0
2022-10-07,2022-10-14,0,-390.0
2022-10-14,2022-10-14,7,0.0
2022-10-14,2022-10-21,0,-395.0
2022-10-21,2022-10-21,7,0.0
2022-10-21,2022-10-28,0,-405.0
2022-10-28,2022-10-28,7,0.0
2022-10-28,2022-11-04,0,-390.0
2022-11-04,2022-11-04,7,0.0
2022-11-04,2022-11-11,0,1802.01
2022-11-11,2022-11-11,7,0.0
2022-11-11,2022-11-18,0,-400.0
2022-11-18,2022-11-18,7,0.0
2022-11-18,2022-11-25,0,-390.0
2022-12-02,2022-12-02,7,0.0
2022-12-02,2022-12-09,0,3517.99
2022-12-09,2022-12-09,7,0.0
2022-12-09,2022-12-16,0,-410.0
2022-12-16,2022-12-16,7,0.0
2022-12-16,2022-12-23,0,-390.0
2022-12-23,2022-12-23,7,0.0
2022-12-23,2022-12-30,0,-405.0
2022-12-30,2022-12-30,7,0.0
2022-12-30,2023-01-06,0,-405.0
2023-01-06,2023-01-06,7,0.0
2023-01-06,2023-01-13,0,-405.0
2023-01-13,2023-01-13,7,0.0
2023-01-13,2023-01-20,0,-405.0
2023-01-20,2023-01-20,7,0.0
2023-01-20,2023-01-27,0,-338.99
2023-01-27,2023-01-27,7,0.0
2023-01-27,2023-02-03,0,-635.0
2023-02-03,2023-02-03,7,0.0
2023-02-03,2023-02-10,0,-530.0
2023-02-10,2023-02-10,7,0.0
2023-02-10,2023-02-17,0,-395.0
2023-02-17,2023-02-17,7,0.0
