Opened,pp_Closed,pp_Premium,pp_PnL,pp_Fees,cc_Closed,cc_Premium,cc_PnL,cc_Fees,combined_premium,combined_pnl_final,combined_fees,Closed,trade_id
2021-05-14,2021-05-20,615,246.92,5.08,2021-05-20,195,-132.54,2.54,810,114.38,7.62,2021-05-20,1
2021-05-21,2021-05-27,825,-500.08,5.08,2021-05-27,245,42.46,2.54,1070,-457.62,7.62,2021-05-27,2
2021-05-28,2021-06-03,590,104.92,5.08,2021-06-03,170,-123.54,2.54,760,-18.620000000000005,7.62,2021-06-03,3
2021-06-04,2021-06-10,560,-106.08,5.08,2021-06-10,175,-97.54,2.54,735,-203.62,7.62,2021-06-10,4
2021-06-11,2021-06-17,455,259.92,5.08,2021-06-17,130,-82.54,2.54,585,177.38,7.62,2021-06-17,5
2021-06-18,2021-06-24,625,-518.08,5.08,2021-06-24,200,172.46,2.54,825,-345.62,7.62,2021-06-24,6
2021-06-25,2021-07-01,550,-290.08,5.08,2021-07-01,165,162.46,2.54,715,-127.61999999999998,7.62,2021-07-01,7
2021-07-02,2021-07-08,575,481.92,5.08,2021-07-08,170,-128.54,2.54,745,353.38,7.62,2021-07-08,8
2021-07-09,2021-07-15,495,294.92,5.08,2021-07-15,145,-98.54,2.54,640,196.38,7.62,2021-07-15,9
2021-07-16,2021-07-22,640,-208.08,5.08,2021-07-22,190,104.46,2.54,830,-103.62000000000002,7.62,2021-07-22,10
2021-07-23,2021-07-29,565,113.92,5.08,2021-07-29,155,-15.54,2.54,720,98.38,7.62,2021-07-29,11
2021-07-30,2021-08-05,615,-225.08,5.08,2021-08-05,185,72.46,2.54,800,-152.62,7.62,2021-08-05,12
2021-08-06,2021-08-12,595,-255.08,5.08,2021-08-12,190,77.46,2.54,785,-177.62,7.62,2021-08-12,13
2021-08-13,2021-08-19,495,534.92,5.08,2021-08-19,165,-132.54,2.54,660,402.38,7.62,2021-08-19,14
2021-08-20,2021-08-26,760,59.92,5.08,2021-08-26,205,204.46,2.54,965,264.38,7.62,2021-08-26,15
2021-08-27,2021-09-02,650,-53.08,5.08,2021-09-02,190,114.46,2.54,840,61.379999999999995,7.62,2021-09-02,16
2021-09-03,2021-09-09,635,209.92,5.08,2021-09-09,205,-178.54,2.54,840,31.379999999999995,7.62,2021-09-09,17
2021-09-10,2021-09-16,650,-38.08,5.08,2021-09-16,225,-122.54,2.54,875,-160.62,7.62,2021-09-16,18
2021-09-17,2021-09-23,680,93.92,5.08,2021-09-23,230,2.46,2.54,910,96.38,7.62,2021-09-23,19
2021-09-24,2021-09-30,640,206.92,5.08,2021-09-30,170,-153.54,2.54,810,53.379999999999995,7.62,2021-09-30,20
2021-10-01,2021-10-07,995,-173.08,5.08,2021-10-07,280,179.46,2.54,1275,6.3799999999999955,7.62,2021-10-07,21
2021-10-08,2021-10-14,755,-155.08,5.08,2021-10-14,235,169.46,2.54,990,14.379999999999995,7.62,2021-10-14,22
2021-10-15,2021-10-21,590,-430.08,5.08,2021-10-21,185,192.46,2.54,775,-237.61999999999998,7.62,2021-10-21,23
2021-10-22,2021-10-28,655,-198.08,5.08,2021-10-28,220,337.46,2.54,875,139.37999999999997,7.62,2021-10-28,24
2021-10-29,2021-11-04,645,-463.08,5.08,2021-11-04,225,262.46,2.54,870,-200.62,7.62,2021-11-04,25
2021-11-05,2021-11-11,710,-103.08,5.08,2021-11-11,225,-220.54,2.54,935,-323.62,7.62,2021-11-11,26
2021-11-12,2021-11-18,640,-165.08,5.08,2021-11-18,175,9.46,2.54,815,-155.62,7.62,2021-11-18,27
2021-11-19,2021-11-26,850,1431.92,5.08,2021-11-26,280,-252.54,2.54,1130,1179.38,7.62,2021-11-26,28
2021-11-26,2021-12-02,1040,584.92,5.08,2021-12-02,295,-182.54,2.54,1335,402.38,7.62,2021-12-02,29
2021-12-03,2021-12-09,1305,-1120.08,5.08,2021-12-09,330,352.46,2.54,1635,-767.6199999999999,7.62,2021-12-09,30
2021-12-10,2021-12-16,690,564.92,5.08,2021-12-16,165,-67.54,2.54,855,497.37999999999994,7.62,2021-12-16,31
2021-12-17,2021-12-23,1000,-893.08,5.08,2021-12-23,325,402.46,2.54,1325,-490.62000000000006,7.62,2021-12-23,32
2021-12-31,2022-01-06,695,279.92,5.08,2022-01-06,225,-217.54,2.54,920,62.380000000000024,7.62,2022-01-06,33
2022-01-07,2022-01-13,1030,531.92,5.08,2022-01-13,285,-102.54,2.54,1315,429.37999999999994,7.62,2022-01-13,34
2022-01-14,2022-01-20,980,-110.08,5.08,2022-01-20,325,-325.54,2.54,1305,-435.62,7.62,2022-01-20,35
2022-01-21,2022-01-27,1115,1234.92,5.08,2022-01-27,325,-215.54,2.54,1440,1019.3800000000001,7.62,2022-01-27,36
2022-01-28,2022-02-03,1220,-303.08,5.08,2022-02-03,380,437.46,2.54,1600,134.38,7.62,2022-02-03,37
2022-02-04,2022-02-10,950,936.92,5.08,2022-02-10,315,-122.54,2.54,1265,814.38,7.62,2022-02-10,38
2022-02-11,2022-02-17,1295,1216.92,5.08,2022-02-17,335,-223.54,2.54,1630,993.3800000000001,7.62,2022-02-17,39
2022-02-18,2022-02-24,1445,454.92,5.08,2022-02-24,480,-437.54,2.54,1925,17.379999999999995,7.62,2022-02-24,40
2022-02-25,2022-03-03,1030,1634.92,5.08,2022-03-03,330,-170.54,2.54,1360,1464.38,7.62,2022-03-03,41
2022-03-04,2022-03-10,1395,321.92,5.08,2022-03-10,435,-405.54,2.54,1830,-83.62,7.62,2022-03-10,42
2022-03-11,2022-03-17,1165,-903.08,5.08,2022-03-17,345,712.46,2.54,1510,-190.62,7.62,2022-03-17,43
2022-03-18,2022-03-24,1110,-275.08,5.08,2022-03-24,420,77.46,2.54,1530,-197.62,7.62,2022-03-24,44
2022-03-25,2022-03-31,920,-28.08,5.08,2022-03-31,295,97.46,2.54,1215,69.38,7.62,2022-03-31,45
2022-04-01,2022-04-07,930,229.92,5.08,2022-04-07,295,-152.54,2.54,1225,77.38,7.62,2022-04-07,46
2022-04-08,2022-04-14,1000,453.92,5.08,2022-04-14,305,-306.54,2.54,1305,147.38,7.62,2022-04-14,47
2022-04-22,2022-04-28,1120,626.92,5.08,2022-04-28,330,-100.54,2.54,1450,526.38,7.62,2022-04-28,48
2022-04-29,2022-05-05,1240,789.92,5.08,2022-05-05,395,-107.54,2.54,1635,682.38,7.62,2022-05-05,49
2022-05-06,2022-05-12,1165,421.92,5.08,2022-05-12,355,-342.54,2.54,1520,79.38,7.62,2022-05-12,50
2022-05-13,2022-05-19,1090,501.92,5.08,2022-05-19,385,-350.54,2.54,1475,151.38,7.62,2022-05-19,51
2022-05-20,2022-05-26,1270,-1053.08,5.08,2022-05-26,415,832.46,2.54,1685,-220.6199999999999,7.62,2022-05-26,52
2022-05-27,2022-06-02,1125,-71.08,5.08,2022-06-02,535,-132.54,2.54,1660,-203.62,7.62,2022-06-02,53
2022-06-03,2022-06-09,955,354.92,5.08,2022-06-09,335,-250.54,2.54,1290,104.38000000000002,7.62,2022-06-09,54
2022-06-10,2022-06-16,1050,201.92,5.08,2022-06-16,345,-337.54,2.54,1395,-135.62000000000003,7.62,2022-06-16,55
2022-06-17,2022-06-23,1155,-728.08,5.08,2022-06-23,415,627.46,2.54,1570,-100.62,7.62,2022-06-23,56
2022-06-24,2022-06-30,1165,379.92,5.08,2022-06-30,410,-397.54,2.54,1575,-17.620000000000005,7.62,2022-06-30,57
2022-07-01,2022-07-07,1065,-435.08,5.08,2022-07-07,385,362.46,2.54,1450,-72.62,7.62,2022-07-07,58
2022-07-08,2022-07-14,885,204.92,5.08,2022-07-14,325,-320.54,2.54,1210,-115.62000000000003,7.62,2022-07-14,59
2022-07-15,2022-07-21,935,-766.08,5.08,2022-07-21,325,392.46,2.54,1260,-373.62000000000006,7.62,2022-07-21,60
2022-07-22,2022-07-28,745,-463.08,5.08,2022-07-28,275,472.46,2.54,1020,9.379999999999995,7.62,2022-07-28,61
2022-07-29,2022-08-04,760,199.92,5.08,2022-08-04,85,2.46,2.54,845,202.38,7.62,2022-08-04,62
2022-08-05,2022-08-11,775,-310.08,5.08,2022-08-11,250,307.46,2.54,1025,-2.6200000000000045,7.62,2022-08-11,63
2022-08-12,2022-08-18,750,-8.08,5.08,2022-08-18,475,-142.54,2.54,1225,-150.62,7.62,2022-08-18,64
2022-08-19,2022-08-25,890,244.92,5.08,2022-08-25,315,-240.54,2.54,1205,4.3799999999999955,7.62,2022-08-25,65
2022-08-26,2022-09-01,935,94.92,5.08,2022-09-01,310,-303.54,2.54,1245,-208.62,7.62,2022-09-01,66
2022-09-02,2022-09-08,1085,-453.08,5.08,2022-09-08,345,387.46,2.54,1430,-65.62,7.62,2022-09-08,67
2022-09-09,2022-09-15,740,101.92,5.08,2022-09-15,255,-255.54,2.54,995,-153.62,7.62,2022-09-15,68
2022-09-16,2022-09-22,925,419.92,5.08,2022-09-22,270,-260.54,2.54,1195,159.38,7.62,2022-09-22,69
2022-09-23,2022-09-29,1035,589.92,5.08,2022-09-29,385,-330.54,2.54,1420,259.37999999999994,7.62,2022-09-29,70
2022-09-30,2022-10-06,955,-448.08,5.08,2022-10-06,365,647.46,2.54,1320,199.38000000000005,7.62,2022-10-06,71
2022-10-07,2022-10-13,975,484.92,5.08,2022-10-13,325,222.46,2.54,1300,707.38,7.62,2022-10-13,72
2022-10-14,2022-10-20,955,-301.08,5.08,2022-10-20,335,187.46,2.54,1290,-113.61999999999998,7.62,2022-10-20,73
2022-10-21,2022-10-27,1035,-175.08,5.08,2022-10-27,345,187.46,2.54,1380,12.379999999999995,7.62,2022-10-27,74
2022-10-28,2022-11-03,780,-45.08,5.08,2022-11-03,270,-270.54,2.54,1050,-315.62,7.62,2022-11-03,75
2022-11-04,2022-11-10,760,-693.08,5.08,2022-11-10,265,597.46,2.54,1025,-95.62,7.62,2022-11-10,76
2022-11-11,2022-11-17,760,174.92,5.08,2022-11-17,170,-158.54,2.54,930,16.379999999999995,7.62,2022-11-17,77
2022-11-18,2022-11-25,950,-786.08,5.08,2022-11-25,335,99.46,2.54,1285,-686.62,7.62,2022-11-25,78
2022-11-25,2022-12-01,650,-118.08,5.08,2022-12-01,250,187.46,2.54,900,69.38000000000001,7.62,2022-12-01,79
2022-12-02,2022-12-08,540,11.92,5.08,2022-12-08,210,-203.54,2.54,750,-191.62,7.62,2022-12-08,80
2022-12-09,2022-12-15,415,444.92,5.08,2022-12-15,135,-115.54,2.54,550,329.38,7.62,2022-12-15,81
2022-12-16,2022-12-22,735,149.92,5.08,2022-12-22,260,-235.54,2.54,995,-85.62,7.62,2022-12-22,82
2022-12-23,2022-12-29,890,86.92,5.08,2022-12-29,325,-110.54,2.54,1215,-23.620000000000005,7.62,2022-12-29,83
2022-12-30,2023-01-05,615,141.92,5.08,2023-01-05,245,-130.54,2.54,860,11.379999999999995,7.62,2023-01-05,84
2023-01-06,2023-01-12,620,-150.08,5.08,2023-01-12,165,202.46,2.54,785,52.379999999999995,7.62,2023-01-12,85
2023-01-13,2023-01-19,635,51.92,5.08,2023-01-19,235,-235.54,2.54,870,-183.62,7.62,2023-01-19,86
2023-01-20,2023-01-26,595,-396.08,5.08,2023-01-26,220,407.46,2.54,815,11.379999999999995,7.62,2023-01-26,87
2023-01-27,2023-02-02,460,-121.08,5.08,2023-02-02,180,227.46,2.54,640,106.38000000000001,7.62,2023-02-02,88
2023-02-03,2023-02-09,575,419.92,5.08,2023-02-09,195,-175.54,2.54,770,244.38000000000002,7.62,2023-02-09,89
2023-02-10,2023-02-16,660,396.92,5.08,2023-02-16,245,-170.54,2.54,905,226.38000000000002,7.62,2023-02-16,90
2023-02-17,2023-02-23,800,-20.08,5.08,2023-02-23,240,-233.54,2.54,1040,-253.62,7.62,2023-02-23,91
2023-02-24,2023-03-02,670,-3.08,5.08,2023-03-02,235,22.46,2.54,905,19.380000000000003,7.62,2023-03-02,92
2023-03-03,2023-03-09,505,111.92,5.08,2023-03-09,175,-168.54,2.54,680,-56.61999999999999,7.62,2023-03-09,93
2023-03-10,2023-03-16,630,-218.08,5.08,2023-03-16,200,602.46,2.54,830,384.38,7.62,2023-03-16,94
2023-03-17,2023-03-23,740,564.92,5.08,2023-03-23,230,-22.54,2.54,970,542.38,7.62,2023-03-23,95
2023-03-24,2023-03-30,785,-466.08,5.08,2023-03-30,325,422.46,2.54,1110,-43.620000000000005,7.62,2023-03-30,96
2023-03-31,2023-04-06,1390,478.92,5.08,2023-04-06,495,-385.54,2.54,1885,93.38,7.62,2023-04-06,97
2023-04-14,2023-04-20,600,314.92,5.08,2023-04-20,225,-193.54,2.54,825,121.38000000000002,7.62,2023-04-20,98
2023-04-21,2023-04-27,605,124.92,5.08,2023-04-27,215,-45.54,2.54,820,79.38,7.62,2023-04-27,99
2023-04-28,2023-05-04,465,251.92,5.08,2023-05-04,150,-148.54,2.54,615,103.38,7.62,2023-05-04,100
2023-05-05,2023-05-11,590,131.92,5.08,2023-05-11,185,-160.54,2.54,775,-28.620000000000005,7.62,2023-05-11,101
2023-05-12,2023-05-18,630,-410.08,5.08,2023-05-18,185,347.46,2.54,815,-62.620000000000005,7.62,2023-05-18,102
2023-05-19,2023-05-25,770,516.92,5.08,2023-05-25,245,-188.54,2.54,1015,328.38,7.62,2023-05-25,103
2023-05-26,2023-06-01,630,-143.08,5.08,2023-06-01,210,-137.54,2.54,840,-280.62,7.62,2023-06-01,104
2023-06-02,2023-06-08,505,61.92,5.08,2023-06-08,180,-90.54,2.54,685,-28.620000000000005,7.62,2023-06-08,105
2023-06-09,2023-06-15,490,-358.08,5.08,2023-06-15,160,137.46,2.54,650,-220.61999999999998,7.62,2023-06-15,106
2023-06-16,2023-06-22,560,-123.08,5.08,2023-06-22,240,-238.54,2.54,800,-361.62,7.62,2023-06-22,107
2023-06-23,2023-06-29,445,-106.08,5.08,2023-06-29,155,142.46,2.54,600,36.38000000000001,7.62,2023-06-29,108
2023-06-30,2023-07-06,505,-0.08,5.08,2023-07-06,190,-178.54,2.54,695,-178.62,7.62,2023-07-06,109
2023-07-07,2023-07-13,515,-391.08,5.08,2023-07-13,180,97.46,2.54,695,-293.62,7.62,2023-07-13,110
2023-07-14,2023-07-20,455,21.92,5.08,2023-07-20,190,134.46,2.54,645,156.38,7.62,2023-07-20,111
2023-07-21,2023-07-27,470,139.92,5.08,2023-07-27,180,-120.54,2.54,650,19.37999999999998,7.62,2023-07-27,112
2023-07-28,2023-08-03,460,26.92,5.08,2023-08-03,180,-175.54,2.54,640,-148.62,7.62,2023-08-03,113
2023-08-04,2023-08-10,625,219.92,5.08,2023-08-10,180,-135.54,2.54,805,84.38,7.62,2023-08-10,114
2023-08-11,2023-08-17,625,121.92,5.08,2023-08-17,215,-215.54,2.54,840,-93.61999999999999,7.62,2023-08-17,115
2023-08-18,2023-08-24,645,151.92,5.08,2023-08-24,205,-95.54,2.54,850,56.37999999999998,7.62,2023-08-24,116
2023-08-25,2023-08-31,660,-521.08,5.08,2023-08-31,205,217.46,2.54,865,-303.62,7.62,2023-08-31,117
2023-09-01,2023-09-07,530,46.92,5.08,2023-09-07,190,-188.54,2.54,720,-141.62,7.62,2023-09-07,118
2023-09-08,2023-09-14,540,-281.08,5.08,2023-09-14,170,227.46,2.54,710,-53.619999999999976,7.62,2023-09-14,119
2023-09-15,2023-09-21,505,-125.08,5.08,2023-09-21,160,-160.54,2.54,665,-285.62,7.62,2023-09-21,120
2023-09-22,2023-09-28,570,304.92,5.08,2023-09-28,210,-168.54,2.54,780,136.38000000000002,7.62,2023-09-28,121
2023-09-29,2023-10-05,645,234.92,5.08,2023-10-05,195,-165.54,2.54,840,69.38,7.62,2023-10-05,122
2023-10-06,2023-10-12,675,61.92,5.08,2023-10-12,220,32.46,2.54,895,94.38,7.62,2023-10-12,123
2023-10-13,2023-10-19,670,684.92,5.08,2023-10-19,225,-178.54,2.54,895,506.38,7.62,2023-10-19,124
2023-10-20,2023-10-26,780,326.92,5.08,2023-10-26,265,-260.54,2.54,1045,66.38,7.62,2023-10-26,125
2023-10-27,2023-11-02,780,-698.08,5.08,2023-11-02,245,-72.54,2.54,1025,-770.62,7.62,2023-11-02,126
2023-11-03,2023-11-09,590,216.92,5.08,2023-11-09,210,-178.54,2.54,800,38.379999999999995,7.62,2023-11-09,127
2023-11-10,2023-11-16,530,-448.08,5.08,2023-11-16,175,257.46,2.54,705,-190.62,7.62,2023-11-16,128
2023-11-17,2023-11-24,595,-456.08,5.08,2023-11-24,210,139.46,2.54,805,-316.62,7.62,2023-11-24,129
2023-11-24,2023-11-30,460,144.92,5.08,2023-11-30,180,-53.54,2.54,640,91.38,7.62,2023-11-30,130
2023-12-01,2023-12-07,465,66.92,5.08,2023-12-07,165,-92.54,2.54,630,-25.620000000000005,7.62,2023-12-07,131
2023-12-08,2023-12-14,330,-213.08,5.08,2023-12-14,120,217.46,2.54,450,4.3799999999999955,7.62,2023-12-14,132
2023-12-15,2023-12-21,475,76.92,5.08,2023-12-21,190,172.46,2.54,665,249.38,7.62,2023-12-21,133
2023-12-22,2023-12-28,675,-253.08,5.08,2023-12-28,245,22.46,2.54,920,-230.62,7.62,2023-12-28,134
2023-12-29,2024-01-04,515,-83.08,5.08,2024-01-04,185,-180.54,2.54,700,-263.62,7.62,2024-01-04,135
2024-01-05,2024-01-11,705,-548.08,5.08,2024-01-11,215,327.46,2.54,920,-220.62000000000006,7.62,2024-01-11,136
2024-01-12,2024-01-18,535,154.92,5.08,2024-01-18,205,-78.54,2.54,740,76.37999999999998,7.62,2024-01-18,137
2024-01-19,2024-01-25,535,-191.08,5.08,2024-01-25,185,237.46,2.54,720,46.379999999999995,7.62,2024-01-25,138
2024-01-26,2024-02-01,425,201.92,5.08,2024-02-01,160,-15.54,2.54,585,186.38,7.62,2024-02-01,139
2024-02-02,2024-02-08,545,-103.08,5.08,2024-02-08,205,12.46,2.54,750,-90.62,7.62,2024-02-08,140
2024-02-09,2024-02-15,560,209.92,5.08,2024-02-15,225,-107.54,2.54,785,102.37999999999998,7.62,2024-02-15,141
2024-02-16,2024-02-22,565,-298.08,5.08,2024-02-22,210,417.46,2.54,775,119.38,7.62,2024-02-22,142
2024-02-23,2024-02-29,495,111.92,5.08,2024-02-29,205,-145.54,2.54,700,-33.61999999999999,7.62,2024-02-29,143
2024-03-01,2024-03-07,510,123.92,5.08,2024-03-07,210,107.46,2.54,720,231.38,7.62,2024-03-07,144
2024-03-08,2024-03-14,480,223.92,5.08,2024-03-14,180,-95.54,2.54,660,128.38,7.62,2024-03-14,145
2024-03-15,2024-03-21,500,-401.08,5.08,2024-03-21,165,292.46,2.54,665,-108.62,7.62,2024-03-21,146
2024-03-22,2024-03-28,710,86.92,5.08,2024-03-28,275,-165.54,2.54,985,-78.61999999999999,7.62,2024-03-28,147
2024-04-05,2024-04-11,610,329.92,5.08,2024-04-11,235,-137.54,2.54,845,192.38000000000002,7.62,2024-04-11,148
2024-04-12,2024-04-18,675,301.92,5.08,2024-04-18,225,-220.54,2.54,900,81.38000000000002,7.62,2024-04-18,149
2024-04-19,2024-04-25,845,-438.08,5.08,2024-04-25,290,242.46,2.54,1135,-195.61999999999998,7.62,2024-04-25,150
2024-04-26,2024-05-02,555,269.92,5.08,2024-05-02,200,-183.54,2.54,755,86.38000000000002,7.62,2024-05-02,151
2024-05-03,2024-05-09,655,-515.08,5.08,2024-05-09,260,217.46,2.54,915,-297.62,7.62,2024-05-09,152
2024-05-10,2024-05-16,425,-313.08,5.08,2024-05-16,175,292.46,2.54,600,-20.620000000000005,7.62,2024-05-16,153
2024-05-17,2024-05-23,430,331.92,5.08,2024-05-23,205,-185.54,2.54,635,146.38000000000002,7.62,2024-05-23,154
2024-05-24,2024-05-30,535,176.92,5.08,2024-05-30,220,-205.54,2.54,755,-28.620000000000005,7.62,2024-05-30,155
2024-05-31,2024-06-06,535,-341.08,5.08,2024-06-06,190,247.46,2.54,725,-93.61999999999998,7.62,2024-06-06,156
2024-06-07,2024-06-13,405,-283.08,5.08,2024-06-13,130,342.46,2.54,535,59.379999999999995,7.62,2024-06-13,157
2024-06-14,2024-06-20,540,-185.08,5.08,2024-06-20,215,237.46,2.54,755,52.379999999999995,7.62,2024-06-20,158
2024-06-21,2024-06-27,690,-108.08,5.08,2024-06-27,285,-145.54,2.54,975,-253.62,7.62,2024-06-27,159
2024-06-28,2024-07-05,595,-513.08,5.08,2024-07-05,230,-27.54,2.54,825,-540.62,7.62,2024-07-05,160
2024-07-05,2024-07-11,470,141.92,5.08,2024-07-11,175,72.46,2.54,645,214.38,7.62,2024-07-11,161
2024-07-12,2024-07-18,450,271.92,5.08,2024-07-18,180,-167.54,2.54,630,104.38000000000002,7.62,2024-07-18,162
2024-07-19,2024-07-25,665,404.92,5.08,2024-07-25,205,-187.54,2.54,870,217.38000000000002,7.62,2024-07-25,163
2024-07-26,2024-08-01,630,749.92,5.08,2024-08-01,205,-32.54,2.54,835,717.38,7.62,2024-08-01,164
2024-08-02,2024-08-08,1035,779.92,5.08,2024-08-08,270,-217.54,2.54,1305,562.38,7.62,2024-08-08,165
2024-08-09,2024-08-15,810,-728.08,5.08,2024-08-15,260,37.46,2.54,1070,-690.62,7.62,2024-08-15,166
2024-08-16,2024-08-22,595,273.92,5.08,2024-08-22,220,127.46,2.54,815,401.38,7.62,2024-08-22,167
2024-08-23,2024-08-29,705,114.92,5.08,2024-08-29,250,-228.54,2.54,955,-113.61999999999999,7.62,2024-08-29,168
2024-08-30,2024-09-05,555,76.92,5.08,2024-09-05,200,-197.54,2.54,755,-120.61999999999999,7.62,2024-09-05,169
2024-09-06,2024-09-12,860,-820.08,5.08,2024-09-12,240,307.46,2.54,1100,-512.6200000000001,7.62,2024-09-12,170
2024-09-13,2024-09-19,605,-210.08,5.08,2024-09-19,185,487.46,2.54,790,277.38,7.62,2024-09-19,171
2024-09-20,2024-09-26,840,46.92,5.08,2024-09-26,265,112.46,2.54,1105,159.38,7.62,2024-09-26,172
2024-09-27,2024-10-03,590,1039.92,5.08,2024-10-03,210,-170.54,2.54,800,869.3800000000001,7.62,2024-10-03,173
2024-10-04,2024-10-10,660,209.92,5.08,2024-10-10,220,-70.54,2.54,880,139.38,7.62,2024-10-10,174
2024-10-11,2024-10-17,765,-23.08,5.08,2024-10-17,265,-75.54,2.54,1030,-98.62,7.62,2024-10-17,175
2024-10-18,2024-10-24,660,166.92,5.08,2024-10-24,250,-245.54,2.54,910,-78.62,7.62,2024-10-24,176
2024-10-25,2024-10-31,690,504.92,5.08,2024-10-31,230,-220.54,2.54,920,284.38,7.62,2024-10-31,177
2024-11-01,2024-11-07,935,-845.08,5.08,2024-11-07,315,32.46,2.54,1250,-812.62,7.62,2024-11-07,178
2024-11-08,2024-11-14,685,-111.08,5.08,2024-11-14,250,-250.54,2.54,935,-361.62,7.62,2024-11-14,179
2024-11-15,2024-11-21,705,-335.08,5.08,2024-11-21,250,467.46,2.54,955,132.38,7.62,2024-11-21,180
2024-11-22,2024-11-29,810,-721.08,5.08,2024-11-29,345,247.46,2.54,1155,-473.62,7.62,2024-11-29,181
