trade_date,exp_date,underlying,dte_entry,width_sigma,structure,spot_entry,spot_exit,call_atm,call_lo,call_up,total_credit,vix_entry,iv_atm_pct,expected_move,pnl_usd,pnl_tp25,pnl_tp50,pnl_tp75,result,exit_method,mfe,mae,pnl_exit21,pnl_exit14,pnl_exit10,pnl_exit7,pnl_exit5,pnl_exit3
2021-03-19,2021-04-16,SPX,28,0.75,Inverse Butterfly 1-2-1 (calls),3900.36,4184.71,3900.0,3755.0,4045.0,4785.0,22.34,17.71,191.3,4785.0,1196.25,2392.5,3588.75,WIN,expiration,4840.0,-2420.0,-990.0,1710.0,3270.0,4015.0,4345.0,4475.0
2021-03-26,2021-04-23,SPX,28,0.75,Inverse Butterfly 1-2-1 (calls),3927.31,4179.49,3925.0,3805.0,4045.0,3985.0,18.98,14.97,162.9,3985.0,996.25,1992.5,2988.75,WIN,expiration,3980.0,-1740.0,1525.0,3180.0,3185.0,3715.0,3865.0,3790.0
2021-04-09,2021-05-07,SPX,28,0.75,Inverse Butterfly 1-2-1 (calls),4103.29,4231.53,4105.0,3995.0,4215.0,3630.0,17.14,13.0,147.7,3630.0,907.5,1815.0,2722.5,WIN,expiration,3675.0,-2210.0,875.0,400.0,880.0,1190.0,1525.0,-900.0
2021-04-16,2021-05-14,SPX,28,0.75,Inverse Butterfly 1-2-1 (calls),4173.23,4172.9,4175.0,4065.0,4285.0,3555.0,16.77,12.62,145.9,-7235.0,-7235.0,-7235.0,-7235.0,LOSS,expiration,765.0,-9170.0,-255.0,-995.0,-1287.5,-1512.5,-655.0,-2320.0
2021-04-23,2021-05-21,SPX,28,0.75,Inverse Butterfly 1-2-1 (calls),4153.09,4156.18,4155.0,4035.0,4275.0,3650.0,18.03,14.09,162.0,-8232.0,-8232.0,-8232.0,-8232.0,LOSS,expiration,660.0,-8505.0,200.0,-255.0,-1030.0,-1902.5,-2660.0,-3182.5
2021-04-30,2021-05-28,SPX,28,0.75,Inverse Butterfly 1-2-1 (calls),4196.6,4204.6,4195.0,4060.0,4330.0,5075.0,17.98,15.24,177.1,-7465.0,-7465.0,-7465.0,-7465.0,LOSS,expiration,350.0,-9155.0,-265.0,-775.0,-2072.5,-2705.0,-4015.0,-4262.5
2021-05-07,2021-06-04,SPX,28,0.75,Inverse Butterfly 1-2-1 (calls),4219.5,4229.55,4220.0,4105.0,4335.0,3790.0,18.02,12.91,150.8,-6755.0,-6755.0,-6755.0,-6755.0,LOSS,expiration,485.0,-7395.0,-182.5,-1282.5,-2515.0,-3820.0,-4012.5,-4012.5
2021-05-14,2021-06-11,SPX,28,0.75,Inverse Butterfly 1-2-1 (calls),4156.78,4247.4,4155.0,4015.0,4295.0,4545.0,19.7,16.2,186.5,-215.0,-215.0,-215.0,-215.0,LOSS,expiration,150.0,-5360.0,-750.0,-1535.0,-917.5,-2497.5,-1582.5,-2047.5
2021-05-21,2021-06-18,SPX,28,0.75,Inverse Butterfly 1-2-1 (calls),4188.5,4165.59,4190.0,4065.0,4315.0,4025.0,19.92,14.47,167.9,-6034.0,-6034.0,-6034.0,-6034.0,LOSS,expiration,0.0,-7035.0,-1205.0,-1445.0,-1755.0,-1967.5,-1947.5,-1340.0
2021-05-28,2021-06-25,SPX,28,0.75,Inverse Butterfly 1-2-1 (calls),4215.32,4280.68,4215.0,4105.0,4325.0,3465.0,16.49,12.79,149.4,-967.0,-967.0,-967.0,-967.0,LOSS,expiration,0.0,-5120.0,-655.0,-1390.0,-1025.0,-2537.5,-3025.0,-3715.0
2021-06-18,2021-07-16,SPX,28,0.75,Inverse Butterfly 1-2-1 (calls),4188.86,4326.81,4190.0,4070.0,4310.0,3570.0,19.52,14.03,162.7,3570.0,892.5,1785.0,2677.5,WIN,expiration,3775.0,-1850.0,830.0,2460.0,3025.0,2765.0,3050.0,3250.0
2021-06-25,2021-07-23,SPX,28,0.75,Inverse Butterfly 1-2-1 (calls),4274.57,4411.1,4275.0,4185.0,4365.0,3070.0,15.71,10.3,121.9,3070.0,767.5,1535.0,2302.5,WIN,expiration,3180.0,-1860.0,1010.0,1565.0,2090.0,1550.0,-357.5,-485.0
2021-07-02,2021-07-30,SPX,28,0.75,Inverse Butterfly 1-2-1 (calls),4333.06,4395.97,4335.0,4250.0,4420.0,2860.0,14.52,9.68,116.2,457.0,715.0,1430.0,2145.0,WIN,expiration,2205.0,-1430.0,505.0,535.0,-415.0,5.0,1180.0,860.0
2021-07-09,2021-08-06,SPX,28,0.75,Inverse Butterfly 1-2-1 (calls),4349.82,4436.2,4350.0,4245.0,4455.0,3405.0,16.97,11.72,141.1,1525.0,851.25,1702.5,1525.0,WIN,expiration,1767.5,-1930.0,55.0,-410.0,495.0,610.0,130.0,-1375.0
2021-07-16,2021-08-13,SPX,28,0.75,Inverse Butterfly 1-2-1 (calls),4365.01,4467.97,4365.0,4255.0,4475.0,3640.0,16.42,12.39,149.8,2937.0,910.0,1820.0,2730.0,WIN,expiration,3207.5,-2330.0,-280.0,445.0,-822.5,95.0,-332.5,82.5
2021-07-23,2021-08-20,SPX,28,0.75,Inverse Butterfly 1-2-1 (calls),4382.7,4400.27,4385.0,4280.0,4490.0,3410.0,17.21,11.61,141.0,-5563.0,852.5,-5563.0,-5563.0,LOSS,expiration,1680.0,-3460.0,370.0,70.0,-170.0,680.0,-297.5,-175.0
2021-07-30,2021-08-27,SPX,28,0.75,Inverse Butterfly 1-2-1 (calls),4406.6,4508.71,4405.0,4280.0,4530.0,4385.0,17.89,13.62,166.2,2256.0,1096.25,2192.5,2256.0,WIN,expiration,2460.0,-3735.0,-135.0,-140.0,-890.0,-1560.0,-287.5,570.0
2021-08-06,2021-09-03,SPX,28,0.75,Inverse Butterfly 1-2-1 (calls),4431.13,4535.22,4430.0,4310.0,4550.0,4340.0,16.94,12.79,157.0,2862.0,1085.0,2170.0,3255.0,WIN,expiration,3257.5,-2110.0,-35.0,-652.5,45.0,-470.0,1650.0,1095.0
2021-08-13,2021-09-10,SPX,28,0.75,Inverse Butterfly 1-2-1 (calls),4464.73,4459.16,4465.0,4370.0,4560.0,3225.0,15.33,10.13,125.3,-5691.0,806.25,-5691.0,-5691.0,LOSS,expiration,1140.0,-6690.0,-60.0,-250.0,320.0,1040.0,60.0,60.0
2021-08-20,2021-09-17,SPX,28,0.75,Inverse Butterfly 1-2-1 (calls),4400.27,4433.19,4400.0,4280.0,4520.0,3015.0,21.57,13.22,161.1,-5666.0,753.75,1507.5,-5666.0,LOSS,expiration,1930.0,-6945.0,600.0,1800.0,1510.0,630.0,-100.0,-1015.0
