trade_date,exp_date,underlying,dte_entry,width_sigma,structure,spot_entry,spot_exit,call_atm,call_lo,call_up,total_credit,vix_entry,iv_atm_pct,expected_move,pnl_usd,pnl_tp25,pnl_tp50,pnl_tp75,result,exit_method,mfe,mae,pnl_exit14,pnl_exit10,pnl_exit7,pnl_exit5,pnl_exit3,pnl_tp25_exit14,pnl_tp25_exit10,pnl_tp25_exit7,pnl_tp25_exit5,pnl_tp25_exit3,pnl_tp50_exit14,pnl_tp50_exit10,pnl_tp50_exit7,pnl_tp50_exit5,pnl_tp50_exit3,pnl_tp75_exit14,pnl_tp75_exit10,pnl_tp75_exit7,pnl_tp75_exit5,pnl_tp75_exit3
2021-04-23,2021-05-07,SPX,14,0.50,Inverse Butterfly 1-2-1 (calls),4153.09,4231.53,4155.0,4100.0,4210.0,1140.0,18.03,13.45,109.4,1140.0,285.0,570.0,855.0,WIN,expiration,1115.0,-2180.0,50.0,5.0,350.0,125.0,-705.0,50.0,5.0,285.0,285.0,285.0,50.0,5.0,350.0,125.0,-705.0,50.0,5.0,350.0,125.0,-705.0
2021-04-30,2021-05-14,SPX,14,0.50,Inverse Butterfly 1-2-1 (calls),4196.6,4172.9,4195.0,4140.0,4250.0,1390.0,17.98,13.94,114.6,-1900.0,347.5,695.0,-1900.0,LOSS,expiration,1030.0,-3665.0,75.0,-25.0,-290.0,60.0,-397.5,75.0,-25.0,-290.0,60.0,-397.5,75.0,-25.0,-290.0,60.0,-397.5,75.0,-25.0,-290.0,60.0,-397.5
2021-05-07,2021-05-21,SPX,14,0.50,Inverse Butterfly 1-2-1 (calls),4219.5,4156.18,4220.0,4170.0,4270.0,1075.0,18.02,12.23,101.1,1075.0,268.75,537.5,806.25,WIN,expiration,1075.0,-1300.0,20.0,-60.0,172.5,-305.0,-280.0,20.0,-60.0,268.75,268.75,268.75,20.0,-60.0,172.5,-305.0,-280.0,20.0,-60.0,172.5,-305.0,-280.0
2021-05-14,2021-05-28,SPX,14,0.50,Inverse Butterfly 1-2-1 (calls),4156.78,4204.6,4155.0,4090.0,4220.0,1250.0,19.7,15.64,127.4,-290.0,312.5,-290.0,-290.0,LOSS,expiration,542.5,-2110.0,-95.0,-295.0,-615.0,-500.0,-420.0,-95.0,-295.0,-615.0,-500.0,-420.0,-95.0,-295.0,-615.0,-500.0,-420.0,-95.0,-295.0,-615.0,-500.0,-420.0
2021-05-21,2021-06-04,SPX,14,0.50,Inverse Butterfly 1-2-1 (calls),4188.5,4229.55,4190.0,4135.0,4245.0,1190.0,19.92,13.12,107.6,-355.0,-355.0,-355.0,-355.0,LOSS,expiration,0.0,-2385.0,-80.0,-275.0,-770.0,-560.0,-560.0,-80.0,-275.0,-770.0,-560.0,-560.0,-80.0,-275.0,-770.0,-560.0,-560.0,-80.0,-275.0,-770.0,-560.0,-560.0
2021-05-28,2021-06-11,SPX,14,0.50,Inverse Butterfly 1-2-1 (calls),4215.32,4247.4,4215.0,4170.0,4260.0,1030.0,16.49,10.91,90.1,-230.0,-230.0,-230.0,-230.0,LOSS,expiration,0.0,-2290.0,-60.0,-35.0,-350.0,-370.0,-565.0,-60.0,-35.0,-350.0,-370.0,-565.0,-60.0,-35.0,-350.0,-370.0,-565.0,-60.0,-35.0,-350.0,-370.0,-565.0
2021-06-04,2021-06-18,SPX,14,0.50,Inverse Butterfly 1-2-1 (calls),4217.1,4165.59,4215.0,4165.0,4265.0,1145.0,16.65,12.18,100.6,1086.0,286.25,572.5,858.75,WIN,expiration,950.0,-2300.0,20.0,-195.0,-410.0,-270.0,-15.0,20.0,-195.0,-410.0,-270.0,-15.0,20.0,-195.0,-410.0,-270.0,-15.0,20.0,-195.0,-410.0,-270.0,-15.0
2021-06-11,2021-06-25,SPX,14,0.50,Inverse Butterfly 1-2-1 (calls),4243.32,4280.68,4245.0,4205.0,4285.0,945.0,15.43,9.84,81.7,513.0,236.25,472.5,513.0,WIN,expiration,522.5,-2580.0,-10.0,90.0,-195.0,-222.5,-597.5,-10.0,90.0,-195.0,-222.5,-597.5,-10.0,90.0,-195.0,-222.5,-597.5,-10.0,90.0,-195.0,-222.5,-597.5
2021-06-18,2021-07-02,SPX,14,0.50,Inverse Butterfly 1-2-1 (calls),4188.86,4352.38,4190.0,4130.0,4250.0,1190.0,19.52,14.64,120.1,1190.0,297.5,595.0,892.5,WIN,expiration,1235.0,-1550.0,-60.0,-10.0,585.0,750.0,955.0,-60.0,297.5,297.5,297.5,297.5,-60.0,-10.0,595.0,595.0,595.0,-60.0,-10.0,585.0,750.0,892.5
2021-06-25,2021-07-09,SPX,14,0.50,Inverse Butterfly 1-2-1 (calls),4274.57,4369.36,4275.0,4240.0,4310.0,835.0,15.71,8.62,72.2,835.0,208.75,417.5,626.25,WIN,expiration,845.0,-1890.0,60.0,175.0,435.0,655.0,655.0,208.75,208.75,208.75,208.75,208.75,417.5,417.5,417.5,417.5,417.5,60.0,175.0,626.25,626.25,626.25
2021-07-02,2021-07-16,SPX,14,0.50,Inverse Butterfly 1-2-1 (calls),4333.06,4326.81,4335.0,4300.0,4370.0,860.0,14.52,8.19,69.5,-1821.0,215.0,430.0,-1821.0,LOSS,expiration,545.0,-2045.0,5.0,5.0,165.0,365.0,450.0,5.0,5.0,215.0,215.0,215.0,5.0,5.0,165.0,365.0,430.0,5.0,5.0,165.0,365.0,450.0
2021-07-09,2021-07-23,SPX,14,0.50,Inverse Butterfly 1-2-1 (calls),4349.82,4411.1,4350.0,4305.0,4395.0,985.0,16.97,10.8,92.0,985.0,246.25,492.5,738.75,WIN,expiration,985.0,-1435.0,-10.0,170.0,-55.0,165.0,-270.0,-10.0,246.25,246.25,246.25,246.25,-10.0,170.0,492.5,492.5,492.5,-10.0,170.0,-55.0,165.0,-270.0
2021-07-16,2021-07-30,SPX,14,0.50,Inverse Butterfly 1-2-1 (calls),4365.01,4395.97,4365.0,4315.0,4415.0,1135.0,16.42,11.56,98.8,-768.0,283.75,567.5,-768.0,LOSS,expiration,670.0,-1325.0,-10.0,-197.5,-370.0,265.0,215.0,-10.0,-197.5,-370.0,265.0,283.75,-10.0,-197.5,-370.0,265.0,215.0,-10.0,-197.5,-370.0,265.0,215.0
2021-07-23,2021-08-06,SPX,14,0.50,Inverse Butterfly 1-2-1 (calls),4382.7,4436.2,4385.0,4340.0,4430.0,945.0,17.21,10.95,94.0,945.0,236.25,472.5,708.75,WIN,expiration,995.0,-1450.0,80.0,215.0,175.0,105.0,-380.0,236.25,236.25,236.25,236.25,236.25,80.0,215.0,175.0,105.0,-380.0,80.0,215.0,175.0,105.0,-380.0
2021-07-30,2021-08-13,SPX,14,0.50,Inverse Butterfly 1-2-1 (calls),4406.6,4467.97,4405.0,4350.0,4460.0,1390.0,17.89,12.2,105.3,1390.0,347.5,695.0,1042.5,WIN,expiration,1350.0,-2220.0,5.0,-210.0,-120.0,-410.0,-310.0,5.0,-210.0,-120.0,-410.0,-310.0,5.0,-210.0,-120.0,-410.0,-310.0,5.0,-210.0,-120.0,-410.0,-310.0
2021-08-06,2021-08-20,SPX,14,0.50,Inverse Butterfly 1-2-1 (calls),4431.13,4400.27,4430.0,4380.0,4480.0,1260.0,16.94,11.1,96.3,-767.0,315.0,-767.0,-767.0,LOSS,expiration,390.0,-3325.0,-5.0,-200.0,-45.0,-480.0,-485.0,-5.0,-200.0,-45.0,-480.0,315.0,-5.0,-200.0,-45.0,-480.0,-485.0,-5.0,-200.0,-45.0,-480.0,-485.0
2021-08-13,2021-08-27,SPX,14,0.50,Inverse Butterfly 1-2-1 (calls),4464.73,4508.71,4465.0,4425.0,4505.0,1055.0,15.33,8.7,76.1,1055.0,263.75,527.5,791.25,WIN,expiration,1095.0,-1475.0,70.0,30.0,75.0,-170.0,245.0,70.0,30.0,75.0,-170.0,245.0,70.0,30.0,75.0,-170.0,245.0,70.0,30.0,75.0,-170.0,245.0
2021-08-20,2021-09-03,SPX,14,0.50,Inverse Butterfly 1-2-1 (calls),4400.27,4535.22,4400.0,4345.0,4455.0,825.0,21.57,12.34,106.3,825.0,206.25,412.5,618.75,WIN,expiration,1115.0,-2020.0,50.0,400.0,275.0,935.0,330.0,50.0,206.25,206.25,206.25,206.25,50.0,412.5,412.5,412.5,412.5,50.0,400.0,618.75,618.75,618.75
2021-08-27,2021-09-10,SPX,14,0.50,Inverse Butterfly 1-2-1 (calls),4484.57,4459.16,4485.0,4440.0,4530.0,1090.0,17.59,10.04,88.2,-826.0,272.5,545.0,-826.0,LOSS,expiration,560.0,-4475.0,195.0,250.0,510.0,190.0,190.0,195.0,272.5,272.5,272.5,272.5,195.0,250.0,545.0,545.0,545.0,195.0,250.0,510.0,190.0,190.0
2021-09-03,2021-09-17,SPX,14,0.50,Inverse Butterfly 1-2-1 (calls),4529.59,4433.19,4530.0,4485.0,4575.0,840.0,16.6,9.87,87.5,840.0,210.0,420.0,630.0,WIN,expiration,837.5,-1870.0,-265.0,-405.0,-445.0,-575.0,-300.0,-265.0,-405.0,-445.0,-575.0,210.0,-265.0,-405.0,-445.0,-575.0,-300.0,-265.0,-405.0,-445.0,-575.0,-300.0
2021-09-10,2021-09-24,SPX,14,0.50,Inverse Butterfly 1-2-1 (calls),4502.2,4455.58,4500.0,4445.0,4555.0,1195.0,17.69,12.36,109.0,137.0,298.75,597.5,896.25,WIN,expiration,915.0,-1150.0,-50.0,-375.0,-655.0,395.0,505.0,-50.0,-375.0,-655.0,298.75,298.75,-50.0,-375.0,-655.0,395.0,597.5,-50.0,-375.0,-655.0,395.0,896.25
2021-09-17,2021-10-01,SPX,14,0.50,Inverse Butterfly 1-2-1 (calls),4451.54,4355.01,4450.0,4385.0,4515.0,1390.0,19.5,14.58,127.1,1390.0,347.5,695.0,1042.5,WIN,expiration,1392.5,-2100.0,-75.0,-450.0,-470.0,-1350.0,-1097.5,-75.0,-450.0,-470.0,-1350.0,-1097.5,-75.0,-450.0,-470.0,-1350.0,-1097.5,-75.0,-450.0,-470.0,-1350.0,-1097.5
2021-09-24,2021-10-08,SPX,14,0.50,Inverse Butterfly 1-2-1 (calls),4452.18,4390.96,4450.0,4390.0,4510.0,1345.0,18.68,13.93,121.5,1249.0,336.25,672.5,1008.75,WIN,expiration,1077.5,-1900.0,-70.0,-390.0,382.5,392.5,745.0,-70.0,-390.0,336.25,336.25,336.25,-70.0,-390.0,382.5,392.5,672.5,-70.0,-390.0,382.5,392.5,745.0
2021-10-01,2021-10-15,SPX,14,0.50,Inverse Butterfly 1-2-1 (calls),4309.7,4471.01,4310.0,4225.0,4395.0,1500.0,22.91,19.74,166.6,1500.0,375.0,750.0,1125.0,WIN,expiration,1585.0,-6330.0,-140.0,-265.0,85.0,305.0,-685.0,-140.0,375.0,375.0,375.0,375.0,-140.0,-265.0,85.0,305.0,-685.0,-140.0,-265.0,85.0,305.0,-685.0
2021-10-08,2021-10-22,SPX,14,0.50,Inverse Butterfly 1-2-1 (calls),4398.49,4545.08,4400.0,4335.0,4465.0,1335.0,18.92,14.67,126.4,1335.0,333.75,667.5,1001.25,WIN,expiration,1395.0,-1500.0,10.0,-355.0,-90.0,335.0,850.0,10.0,-355.0,333.75,333.75,333.75,10.0,-355.0,-90.0,335.0,667.5,10.0,-355.0,-90.0,335.0,1001.25
2021-10-15,2021-10-29,SPX,14,0.50,Inverse Butterfly 1-2-1 (calls),4465.65,4604.75,4465.0,4415.0,4515.0,1020.0,15.9,11.02,96.4,1020.0,255.0,510.0,765.0,WIN,expiration,1605.0,-1660.0,-180.0,105.0,685.0,645.0,1075.0,-180.0,255.0,255.0,255.0,255.0,-180.0,105.0,510.0,510.0,510.0,-180.0,105.0,685.0,645.0,765.0
2021-10-22,2021-11-05,SPX,14,0.50,Inverse Butterfly 1-2-1 (calls),4552.15,4696.4,4550.0,4500.0,4600.0,1175.0,15.06,10.74,95.7,1175.0,293.75,587.5,881.25,WIN,expiration,1840.0,-1920.0,-5.0,445.0,350.0,250.0,590.0,-5.0,293.75,293.75,293.75,293.75,-5.0,445.0,350.0,250.0,587.5,-5.0,445.0,350.0,250.0,590.0
2021-10-29,2021-11-12,SPX,14,0.50,Inverse Butterfly 1-2-1 (calls),4585.1,4682.96,4585.0,4525.0,4645.0,1360.0,17.06,13.07,117.3,1360.0,340.0,680.0,1020.0,WIN,expiration,1435.0,-2370.0,-45.0,220.0,845.0,1030.0,805.0,-45.0,340.0,340.0,340.0,340.0,-45.0,220.0,680.0,680.0,680.0,-45.0,220.0,1020.0,1020.0,1020.0
2021-11-05,2021-11-19,SPX,14,0.50,Inverse Butterfly 1-2-1 (calls),4713.96,4697.95,4715.0,4670.0,4760.0,990.0,15.07,10.01,92.4,-1805.0,-1805.0,-1805.0,-1805.0,LOSS,expiration,112.5,-2620.0,-5.0,-200.0,15.0,-432.5,-640.0,-5.0,-200.0,15.0,-432.5,-640.0,-5.0,-200.0,15.0,-432.5,-640.0,-5.0,-200.0,15.0,-432.5,-640.0
2021-11-12,2021-11-26,SPX,14,0.50,Inverse Butterfly 1-2-1 (calls),4653.64,4596.63,4655.0,4605.0,4705.0,1045.0,17.08,10.9,99.3,1045.0,261.25,522.5,783.75,WIN,expiration,1037.5,-1520.0,30.0,155.0,200.0,520.0,-115.0,30.0,261.25,261.25,261.25,261.25,30.0,155.0,200.0,520.0,522.5,30.0,155.0,200.0,520.0,-115.0
2021-11-19,2021-12-03,SPX,14,0.50,Inverse Butterfly 1-2-1 (calls),4710.65,4577.1,4710.0,4655.0,4765.0,1330.0,17.87,11.62,107.2,1330.0,332.5,665.0,997.5,WIN,expiration,1327.5,-2070.0,-30.0,-175.0,-340.0,-280.0,-20.0,-30.0,-175.0,-340.0,-280.0,332.5,-30.0,-175.0,-340.0,-280.0,665.0,-30.0,-175.0,-340.0,-280.0,-20.0
2021-11-26,2021-12-10,SPX,14,0.50,Inverse Butterfly 1-2-1 (calls),4624.37,4711.65,4625.0,4535.0,4715.0,1680.0,25.77,20.15,182.5,1345.0,420.0,840.0,1345.0,WIN,expiration,1215.0,-4070.0,55.0,-360.0,-945.0,-1397.5,-665.0,55.0,-360.0,-945.0,-1397.5,-665.0,55.0,-360.0,-945.0,-1397.5,-665.0,55.0,-360.0,-945.0,-1397.5,-665.0
2021-12-03,2021-12-17,SPX,14,0.50,Inverse Butterfly 1-2-1 (calls),4577.1,4620.26,4575.0,4455.0,4695.0,2670.0,28.99,26.27,235.5,-4804.0,667.5,1335.0,-4804.0,LOSS,expiration,1815.0,-8235.0,-250.0,710.0,200.0,495.0,-640.0,-250.0,667.5,667.5,667.5,667.5,-250.0,710.0,200.0,495.0,-640.0,-250.0,710.0,200.0,495.0,-640.0
2021-12-10,2021-12-23,SPX,13,0.50,Inverse Butterfly 1-2-1 (calls),4687.31,4725.29,4685.0,4620.0,4750.0,1105.0,20.18,14.42,127.6,-1366.0,276.25,-1366.0,-1366.0,LOSS,expiration,502.5,-3835.0,-250.0,-265.0,-300.0,-740.0,100.0,-250.0,-265.0,-300.0,-740.0,276.25,-250.0,-265.0,-300.0,-740.0,100.0,-250.0,-265.0,-300.0,-740.0,100.0
2021-12-17,2021-12-31,SPX,14,0.50,Inverse Butterfly 1-2-1 (calls),4624.26,4766.1,4625.0,4545.0,4705.0,1500.0,22.2,17.75,160.7,1500.0,375.0,750.0,1125.0,WIN,expiration,1555.0,-2130.0,135.0,-345.0,510.0,835.0,1350.0,135.0,-345.0,375.0,375.0,375.0,135.0,-345.0,510.0,750.0,750.0,135.0,-345.0,510.0,835.0,1125.0
2021-12-31,2022-01-14,SPX,14,0.50,Inverse Butterfly 1-2-1 (calls),4775.22,4661.92,4775.0,4720.0,4830.0,1135.0,17.72,12.28,114.9,1135.0,283.75,567.5,851.25,WIN,expiration,1135.0,-1620.0,-35.0,145.0,-342.5,885.0,625.0,-35.0,145.0,-342.5,283.75,283.75,-35.0,145.0,-342.5,567.5,567.5,-35.0,145.0,-342.5,851.25,851.25
2022-01-07,2022-01-21,SPX,14,0.50,Inverse Butterfly 1-2-1 (calls),4703.29,4397.87,4705.0,4640.0,4770.0,1220.0,19.15,14.27,131.5,1220.0,305.0,610.0,915.0,WIN,expiration,1270.0,-1130.0,-155.0,-465.0,-560.0,-10.0,-10.0,-155.0,-465.0,-560.0,-10.0,305.0,-155.0,-465.0,-560.0,-10.0,-10.0,-155.0,-465.0,-560.0,-10.0,-10.0
2022-01-14,2022-01-28,SPX,14,0.50,Inverse Butterfly 1-2-1 (calls),4659.03,4431.8,4660.0,4580.0,4740.0,1490.0,20.24,17.45,159.3,1490.0,372.5,745.0,1117.5,WIN,expiration,1487.5,-1360.0,-85.0,-455.0,-312.5,1285.0,1352.5,-85.0,-455.0,372.5,372.5,372.5,-85.0,-455.0,745.0,745.0,745.0,-85.0,-455.0,-312.5,1117.5,1117.5
2022-01-21,2022-02-04,SPX,14,0.50,Inverse Butterfly 1-2-1 (calls),4450.74,4499.81,4450.0,4345.0,4555.0,1930.0,27.11,24.4,212.7,-3589.0,482.5,-3589.0,-3589.0,LOSS,expiration,760.0,-5875.0,120.0,-185.0,-575.0,-1000.0,-735.0,120.0,-185.0,-575.0,-1000.0,-735.0,120.0,-185.0,-575.0,-1000.0,-735.0,120.0,-185.0,-575.0,-1000.0,-735.0
2022-01-28,2022-02-11,SPX,14,0.50,Inverse Butterfly 1-2-1 (calls),4297.45,4416.86,4295.0,4165.0,4425.0,2305.0,31.85,30.34,255.4,1491.0,576.25,1152.5,1728.75,WIN,expiration,2270.0,-2850.0,165.0,1030.0,650.0,1105.0,650.0,165.0,576.25,576.25,576.25,576.25,165.0,1152.5,1152.5,1152.5,1152.5,165.0,1030.0,1728.75,1728.75,1728.75
2022-02-04,2022-02-18,SPX,14,0.50,Inverse Butterfly 1-2-1 (calls),4484.16,4348.67,4485.0,4390.0,4580.0,1845.0,24.54,21.33,187.3,1845.0,461.25,922.5,1383.75,WIN,expiration,1842.5,-3320.0,-70.0,-575.0,-455.0,-850.0,-1577.5,-70.0,-575.0,-455.0,-850.0,-1577.5,-70.0,-575.0,-455.0,-850.0,-1577.5,-70.0,-575.0,-455.0,-850.0,-1577.5
2022-02-11,2022-02-25,SPX,14,0.50,Inverse Butterfly 1-2-1 (calls),4503.19,4288.7,4505.0,4415.0,4595.0,1705.0,24.25,19.89,175.4,1705.0,426.25,852.5,1278.75,WIN,expiration,1712.5,-2480.0,-100.0,-725.0,-585.0,72.5,72.5,-100.0,-725.0,-585.0,72.5,426.25,-100.0,-725.0,-585.0,72.5,852.5,-100.0,-725.0,-585.0,72.5,72.5
2022-02-18,2022-03-04,SPX,14,0.50,Inverse Butterfly 1-2-1 (calls),4392.71,4363.49,4395.0,4295.0,4495.0,1780.0,27.85,23.25,200.0,-5069.0,445.0,-5069.0,-5069.0,LOSS,expiration,482.5,-3760.0,-85.0,-255.0,-875.0,-965.0,-1120.0,-85.0,-255.0,-875.0,-965.0,-1120.0,-85.0,-255.0,-875.0,-965.0,-1120.0,-85.0,-255.0,-875.0,-965.0,-1120.0
2022-02-25,2022-03-11,SPX,14,0.50,Inverse Butterfly 1-2-1 (calls),4288.7,4203.91,4290.0,4180.0,4400.0,2305.0,29.85,25.7,215.9,-86.0,576.25,-86.0,-86.0,LOSS,expiration,905.0,-6435.0,375.0,605.0,475.0,-390.0,-715.0,576.25,576.25,576.25,576.25,576.25,375.0,605.0,475.0,-390.0,-715.0,375.0,605.0,475.0,-390.0,-715.0
2022-03-04,2022-03-18,SPX,14,0.50,Inverse Butterfly 1-2-1 (calls),4363.49,4462.85,4365.0,4270.0,4460.0,1490.0,32.94,22.47,192.0,1490.0,372.5,745.0,1117.5,WIN,expiration,1185.0,-3660.0,-0.0,-195.0,-770.0,-322.5,-165.0,-0.0,-195.0,-770.0,-322.5,-165.0,-0.0,-195.0,-770.0,-322.5,-165.0,-0.0,-195.0,-770.0,-322.5,-165.0
2022-03-11,2022-03-25,SPX,14,0.50,Inverse Butterfly 1-2-1 (calls),4274.69,4543.05,4275.0,4165.0,4385.0,1910.0,29.79,26.65,223.1,1910.0,477.5,955.0,1432.5,WIN,expiration,2100.0,-3720.0,-205.0,-655.0,600.0,875.0,1270.0,-205.0,-655.0,477.5,477.5,477.5,-205.0,-655.0,955.0,955.0,955.0,-205.0,-655.0,600.0,875.0,1432.5
2022-03-18,2022-04-01,SPX,14,0.50,Inverse Butterfly 1-2-1 (calls),4407.41,4544.79,4405.0,4310.0,4500.0,2085.0,25.55,22.26,192.1,2085.0,521.25,1042.5,1563.75,WIN,expiration,2030.0,-2270.0,-5.0,475.0,600.0,985.0,1735.0,-5.0,521.25,521.25,521.25,521.25,-5.0,475.0,600.0,985.0,1042.5,-5.0,475.0,600.0,985.0,1563.75
2022-03-25,2022-04-08,SPX,14,0.50,Inverse Butterfly 1-2-1 (calls),4525.13,4489.24,4525.0,4445.0,4605.0,1710.0,21.59,18.28,162.0,-2714.0,427.5,-2714.0,-2714.0,LOSS,expiration,695.0,-5175.0,90.0,505.0,-440.0,-990.0,-440.0,90.0,427.5,427.5,427.5,427.5,90.0,505.0,-440.0,-990.0,-440.0,90.0,505.0,-440.0,-990.0,-440.0
