date,trade_date,spot,pnl_usd,cumulative_pnl,mtm_pnl
2023-07-28,2023-07-28,4574.03,-690.0,-35800.0,-35800.0
2023-08-04,2023-08-04,4514.98,-970.0,-36770.0,-36770.0
2023-08-11,2023-08-11,4451.3,-1035.0,-37805.0,-37805.0
2023-08-18,2023-08-18,4348.8,-1230.0,-39035.0,-39035.0
2023-08-25,2023-08-25,4396.18,760.0,-38275.0,-38275.0
2023-09-01,2023-09-01,4527.51,-645.0,-38920.0,-38920.0
2023-09-08,2023-09-08,4460.79,-10.0,-38930.0,-38930.0
2023-09-15,2023-09-15,4481.34,-1360.0,-40290.0,-40290.0
2023-09-22,2023-09-22,4340.84,-935.0,-41225.0,-41225.0
2023-09-29,2023-09-29,4329.62,-325.0,-41550.0,-41550.0
2023-10-06,2023-10-06,4232.28,-460.0,-42010.0,-42010.0
2023-10-13,2023-10-13,4371.99,-785.0,-42795.0,-42795.0
2023-10-20,2023-10-20,4263.29,-2400.0,-45195.0,-45195.0
2023-10-27,2023-10-27,4143.54,1595.0,-43600.0,-43600.0
2023-11-03,2023-11-03,4358.24,-20.0,-43620.0,-43620.0
2023-11-10,2023-11-10,4367.13,845.0,-42775.0,-42775.0
2023-11-17,2023-11-17,4508.14,270.0,-42505.0,-42505.0
2023-11-24,2023-11-24,4558.61,-15.0,-42520.0,-42520.0
2023-12-01,2023-12-01,4563.52,-25.0,-42545.0,-42545.0
2023-12-08,2023-12-08,4584.37,620.0,-41925.0,-41925.0
2023-12-15,2023-12-15,4711.31,295.0,-41630.0,-41630.0
2023-12-22,2023-12-22,4768.16,-65.0,-41695.0,-41695.0
2023-12-29,2023-12-29,4785.93,-1155.0,-42850.0,-42850.0
2024-01-05,2024-01-05,4699.58,795.0,-42055.0,-42055.0
2024-01-12,2024-01-12,4787.74,-90.0,-42145.0,-42145.0
2024-01-19,2024-01-19,4794.54,680.0,-41465.0,-41465.0
2024-01-26,2024-01-26,4892.54,15.0,-41450.0,-41450.0
2024-02-02,2024-02-02,4920.8,435.0,-41015.0,-41015.0
2024-02-09,2024-02-09,5008.64,135.0,-40880.0,-40880.0
2024-02-16,2024-02-16,5006.97,345.0,-40535.0,-40535.0
2024-02-23,2024-02-23,5107.19,-160.0,-40695.0,-40695.0
2024-03-01,2024-03-01,5099.71,370.0,-40325.0,-40325.0
2024-03-08,2024-03-08,5185.2,-595.0,-40920.0,-40920.0
2024-03-15,2024-03-15,5118.91,780.0,-40140.0,-40140.0
2024-03-22,2024-03-22,5238.06,-585.0,-40725.0,-40725.0
2024-04-05,2024-04-05,5178.55,-260.0,-40985.0,-40985.0
2024-04-12,2024-04-12,5169.55,-1060.0,-42045.0,-42045.0
2024-04-19,2024-04-19,5011.44,-1285.0,-43330.0,-43330.0
2024-04-26,2024-04-26,5094.17,110.0,-43220.0,-43220.0
2024-05-03,2024-05-03,5131.33,710.0,-42510.0,-42510.0
2024-05-10,2024-05-10,5237.51,495.0,-42015.0,-42015.0
2024-05-17,2024-05-17,5298.56,0.0,-42015.0,-42015.0
2024-05-24,2024-05-24,5282.08,-600.0,-42615.0,-42615.0
2024-05-31,2024-05-31,5239.0,420.0,-42195.0,-42195.0
2024-06-07,2024-06-07,5347.82,485.0,-41710.0,-41710.0
2024-06-14,2024-06-14,5421.03,160.0,-41550.0,-41550.0
2024-06-21,2024-06-21,5459.93,185.0,-41365.0,-41365.0
2024-06-28,2024-06-28,5501.89,215.0,-41150.0,-41150.0
2024-07-05,2024-07-05,5545.13,275.0,-40875.0,-40875.0
2024-07-12,2024-07-12,5608.55,-230.0,-41105.0,-41105.0
2024-07-19,2024-07-19,5546.86,-1045.0,-42150.0,-42150.0
2024-07-26,2024-07-26,5447.39,975.0,-41175.0,-41175.0
2024-08-02,2024-08-02,5355.7,590.0,-40585.0,-40585.0
2024-08-09,2024-08-09,5306.78,-4125.0,-44710.0,-44710.0
2024-08-16,2024-08-16,5535.25,525.0,-44185.0,-44185.0
2024-08-23,2024-08-23,5608.63,-45.0,-44230.0,-44230.0
2024-08-30,2024-08-30,5627.85,-1110.0,-45340.0,-45340.0
2024-09-06,2024-09-06,5486.27,-10.0,-45350.0,-45350.0
2024-09-13,2024-09-13,5616.5,600.0,-44750.0,-44750.0
2024-09-20,2024-09-20,5692.9,210.0,-44540.0,-44540.0
2024-09-27,2024-09-27,5751.94,10.0,-44530.0,-44530.0
2024-10-04,2024-10-04,5720.73,65.0,-44465.0,-44465.0
2024-10-11,2024-10-11,5793.98,335.0,-44130.0,-44130.0
2024-10-18,2024-10-18,5851.48,-475.0,-44605.0,-44605.0
2024-10-25,2024-10-25,5851.3,-1015.0,-45620.0,-45620.0
2024-11-01,2024-11-01,5749.02,1265.0,-44355.0,-44355.0
2024-11-08,2024-11-08,5988.72,-1005.0,-45360.0,-45360.0
2024-11-15,2024-11-15,5900.51,540.0,-44820.0,-44820.0
2024-11-22,2024-11-22,5970.42,365.0,-44455.0,-44455.0
2024-11-29,2024-11-29,6019.0,500.0,-43955.0,-43955.0
2024-12-06,2024-12-06,6098.24,-320.0,-44275.0,-44275.0
2024-12-13,2024-12-13,6068.64,-900.0,-45175.0,-45175.0
2024-12-20,2024-12-20,5846.0,-1450.0,-46625.0,-46625.0
2024-12-27,2024-12-27,5992.41,-1345.0,-47970.0,-47970.0
2025-01-03,2025-01-03,5902.75,-610.0,-48580.0,-48580.0
2025-01-10,2025-01-10,5850.85,715.0,-47865.0,-47865.0
2025-01-17,2025-01-17,5985.09,755.0,-47110.0,-47110.0
2025-01-24,2025-01-24,6124.53,-505.0,-47615.0,-47615.0
2025-01-31,2025-01-31,6102.03,-210.0,-47825.0,-47825.0
2025-02-07,2025-02-07,6098.82,85.0,-47740.0,-47740.0
2025-02-14,2025-02-14,6121.17,-155.0,-47895.0,-47895.0
2025-02-21,2025-02-21,6097.94,-2115.0,-50010.0,-50010.0
2025-02-28,2025-02-28,5872.14,95.0,-49915.0,-49915.0
2025-03-07,2025-03-07,5750.59,-945.0,-50860.0,-50860.0
2025-03-14,2025-03-14,5589.5,-3950.0,-54810.0,-54810.0
2025-03-21,2025-03-21,5621.35,60.0,-54750.0,-54750.0
2025-03-28,2025-03-28,5660.93,1940.0,-52810.0,-52810.0
2025-04-04,2025-04-04,5251.51,2885.0,-49925.0,-49925.0
2025-04-11,2025-04-11,5283.85,-4320.0,-54245.0,-54245.00000000001
2025-04-25,2025-04-25,5466.22,185.0,-54060.0,-54060.0
2025-05-02,2025-05-02,5653.77,-50.0,-54110.0,-54110.0
2025-05-09,2025-05-09,5686.25,1380.0,-52730.0,-52729.99999999999
2025-05-16,2025-05-16,5926.43,-290.0,-53020.0,-53020.00000000001
2025-05-23,2025-05-23,5779.22,-725.0,-53745.0,-53745.00000000001
2025-05-30,2025-05-30,5881.04,505.0,-53240.0,-53240.0
2025-06-06,2025-06-06,6010.92,150.0,-53090.0,-53090.0
2025-06-13,2025-06-13,5987.86,-540.0,-53630.0,-53629.99999999999
2025-06-20,2025-06-20,5996.85,765.0,-52865.0,-52865.0
2025-06-27,2025-06-27,6166.91,190.0,-52675.0,-52675.0
2025-07-11,2025-07-11,6254.01,260.0,-52415.0,-52415.0
2025-07-18,2025-07-18,6307.17,145.0,-52270.0,-52270.00000000001
2025-07-25,2025-07-25,6372.79,-195.0,-52465.0,-52465.0
2025-08-01,2025-08-01,6232.49,-630.0,-53095.0,-53095.00000000001
2025-08-08,2025-08-08,6376.35,235.0,-52860.0,-52860.0
2025-08-15,2025-08-15,6457.8,-605.0,-53465.0,-53465.0
2025-08-22,2025-08-22,6398.87,100.0,-53365.0,-53365.0
2025-08-29,2025-08-29,6468.0,135.0,-53230.0,-53229.99999999999
2025-09-05,2025-09-05,6521.27,135.0,-53095.0,-53095.00000000001
2025-09-12,2025-09-12,6590.64,135.0,-52960.0,-52960.0
2025-09-19,2025-09-19,6647.79,-450.0,-53410.0,-53410.0
2025-09-26,2025-09-26,6644.91,380.0,-53030.0,-53029.99999999999
2025-10-03,2025-10-03,6732.42,-40.0,-53070.0,-53070.00000000001
2025-10-10,2025-10-10,6753.68,250.0,-52820.0,-52820.00000000001
2025-10-17,2025-10-17,6629.3,-705.0,-53525.0,-53525.0
2025-10-24,2025-10-24,6795.74,-205.0,-53730.0,-53729.99999999999
2025-10-31,2025-10-31,6854.96,-1320.0,-55050.0,-55050.0
2025-11-07,2025-11-07,6681.36,-300.0,-55350.0,-55350.0
2025-11-14,2025-11-14,6704.34,235.0,-55115.0,-55115.0
2025-11-21,2025-11-21,6559.06,-1290.0,-56405.0,-56404.99999999999
2025-11-28,2025-11-28,6826.03,290.0,-56115.0,-56115.0
2025-12-05,2025-12-05,6881.42,-30.0,-56145.0,-56145.00000000001
2025-12-12,2025-12-12,6886.59,-745.0,-56890.0,-56890.0
2025-12-19,2025-12-19,6827.03,530.0,-56360.0,-56360.0
2025-12-26,2025-12-26,6935.88,-825.0,-57185.0,-57185.0
2026-01-02,2026-01-02,6887.78,425.0,-56760.0,-56760.0
2026-01-09,2026-01-09,6941.61,65.0,-56695.0,-56695.00000000001
2026-01-16,2026-01-16,6943.39,-730.0,-57425.0,-57425.0
2026-01-23,2026-01-23,6911.09,215.0,-57210.0,-57210.0
2026-01-30,2026-01-30,6940.53,-655.0,-57865.0,-57865.0
2026-02-06,2026-02-06,6868.99,-95.0,-57960.0,-57960.0
2026-02-13,2026-02-13,6816.57,-445.0,-58405.0,-58404.99999999999
2026-02-20,2026-02-20,6865.77,-305.0,-58710.0,-58710.0
2026-02-27,2026-02-27,6844.69,1150.0,-57560.0,-57560.0
2026-03-06,2026-03-06,6724.02,-2000.0,-59560.0,-59560.0
2026-03-13,2026-03-13,6715.58,-745.0,-60305.0,-60304.99999999999
2026-03-20,2026-03-20,6558.76,1410.0,-58895.0,-58895.00000000001
2026-03-27,2026-03-27,6415.1,-6400.0,-65295.0,-65295.00000000001
2026-04-10,2026-04-10,6832.8,715.0,-64580.0,-64579.99999999999
2026-04-17,2026-04-17,7108.19,-135.0,-64715.0,-64715.0
2026-04-24,2026-04-24,7123.45,5.0,-64710.0,-64710.0
2026-05-01,2026-05-01,7265.08,425.0,-64285.0,-64285.0
2026-05-08,2026-05-08,7389.46,355.0,-63930.0,-63929.99999999999
2026-05-15,2026-05-15,7410.59,-835.0,-64765.0,-64765.0
2026-05-22,2026-05-22,7493.28,465.0,-64300.0,-64300.0
2026-05-29,2026-05-29,7596.39,0.0,-64300.0,-64300.0
