date,trade_date,spot,pnl_usd,cumulative_pnl,mtm_pnl
2021-06-04,2021-06-04,4217.1,160.0,160.0,160.0
2021-06-11,2021-06-11,4243.32,-500.0,-340.0,-340.0
2021-06-18,2021-06-18,4188.86,165.0,-175.0,-175.0
2021-06-25,2021-06-25,4274.57,265.0,90.0,90.0
2021-07-02,2021-07-02,4333.06,-10.0,80.0,80.0
2021-07-09,2021-07-09,4349.82,-160.0,-80.0,-80.0
2021-07-16,2021-07-16,4365.01,25.0,-55.0,-55.00000000000001
2021-07-23,2021-07-23,4382.7,-65.0,-120.0,-120.0
2021-07-30,2021-07-30,4406.6,110.0,-10.0,-10.0
2021-08-06,2021-08-06,4431.13,70.0,60.0,60.0
2021-08-13,2021-08-13,4464.73,15.0,75.0,75.0
2021-08-20,2021-08-20,4400.27,-80.0,-5.0,-5.0
2021-08-27,2021-08-27,4484.57,70.0,65.0,65.0
2021-09-03,2021-09-03,4529.59,-355.0,-290.0,-290.0
2021-09-10,2021-09-10,4502.2,-530.0,-820.0,-819.9999999999999
2021-09-17,2021-09-17,4451.54,-490.0,-1310.0,-1310.0
2021-09-24,2021-09-24,4452.18,-1280.0,-2590.0,-2590.0
2021-10-01,2021-10-01,4309.7,35.0,-2555.0,-2555.0
2021-10-08,2021-10-08,4398.49,330.0,-2225.0,-2225.0
2021-10-15,2021-10-15,4465.65,290.0,-1935.0,-1935.0000000000002
2021-10-22,2021-10-22,4552.15,55.0,-1880.0,-1880.0
2021-10-29,2021-10-29,4585.1,330.0,-1550.0,-1550.0
2021-11-05,2021-11-05,4713.96,-615.0,-2165.0,-2165.0
2021-11-12,2021-11-12,4653.64,435.0,-1730.0,-1730.0
2021-11-19,2021-11-19,4710.65,-180.0,-1910.0,-1910.0000000000002
2021-11-26,2021-11-26,4624.37,-285.0,-2195.0,-2195.0
2021-12-03,2021-12-03,4577.1,-920.0,-3115.0,-3115.0
2021-12-10,2021-12-10,4687.31,-705.0,-3820.0,-3820.0000000000005
2021-12-17,2021-12-17,4624.26,680.0,-3140.0,-3140.0
2021-12-31,2021-12-31,4775.22,-810.0,-3950.0,-3950.0
2022-01-07,2022-01-07,4703.29,-885.0,-4835.0,-4835.0
2022-01-14,2022-01-14,4659.03,-965.0,-5800.0,-5800.0
2022-01-21,2022-01-21,4450.74,645.0,-5155.0,-5155.0
2022-01-28,2022-01-28,4297.45,-3815.0,-8970.0,-8970.0
2022-02-04,2022-02-04,4484.16,40.0,-8930.0,-8930.0
2022-02-11,2022-02-11,4503.19,-755.0,-9685.0,-9685.0
2022-02-18,2022-02-18,4392.71,-1130.0,-10815.0,-10815.0
2022-02-25,2022-02-25,4288.7,300.0,-10515.0,-10515.0
2022-03-04,2022-03-04,4363.49,-1190.0,-11705.0,-11705.0
2022-03-11,2022-03-11,4274.69,300.0,-11405.0,-11405.0
2022-03-18,2022-03-18,4407.41,550.0,-10855.0,-10855.0
2022-03-25,2022-03-25,4525.13,-180.0,-11035.0,-11035.0
2022-04-01,2022-04-01,4537.52,-430.0,-11465.0,-11465.0
2022-04-08,2022-04-08,4476.48,-1905.0,-13370.0,-13369.999999999998
2022-04-22,2022-04-22,4355.15,-220.0,-13590.0,-13590.0
2022-04-29,2022-04-29,4267.85,630.0,-12960.0,-12960.0
2022-05-06,2022-05-06,4146.87,-3280.0,-16240.0,-16240.0
2022-05-13,2022-05-13,3993.95,-2035.0,-18275.0,-18275.0
2022-05-20,2022-05-20,3933.8,-4745.0,-23020.0,-23020.0
2022-05-27,2022-05-27,4115.44,-25.0,-23045.0,-23045.0
2022-06-03,2022-06-03,4134.22,-1855.0,-24900.0,-24900.0
2022-06-10,2022-06-10,3935.06,-1185.0,-26085.0,-26085.000000000004
2022-06-17,2022-06-17,3698.69,-1420.0,-27505.0,-27505.0
2022-06-24,2022-06-24,3852.1,-790.0,-28295.0,-28295.0
2022-07-01,2022-07-01,3800.64,440.0,-27855.0,-27855.0
2022-07-08,2022-07-08,3874.9,-620.0,-28475.0,-28475.0
2022-07-15,2022-07-15,3826.81,1300.0,-27175.0,-27175.0
2022-07-22,2022-07-22,3991.17,530.0,-26645.0,-26645.0
2022-07-29,2022-07-29,4102.69,50.0,-26595.0,-26595.0
2022-08-05,2022-08-05,4131.1,725.0,-25870.0,-25870.0
2022-08-12,2022-08-12,4234.43,-355.0,-26225.0,-26225.0
2022-08-19,2022-08-19,4237.6,-405.0,-26630.0,-26630.0
2022-08-26,2022-08-26,4197.3,-1680.0,-28310.0,-28310.000000000004
2022-09-02,2022-09-02,3983.57,-680.0,-28990.0,-28989.999999999996
2022-09-09,2022-09-09,4045.35,-910.0,-29900.0,-29900.0
2022-09-16,2022-09-16,3840.48,-1490.0,-31390.0,-31389.999999999996
2022-09-23,2022-09-23,3691.77,260.0,-31130.0,-31130.0
2022-09-30,2022-09-30,3643.29,-1815.0,-32945.0,-32945.0
2022-10-07,2022-10-07,3667.11,-360.0,-33305.0,-33305.0
2022-10-14,2022-10-14,3677.16,-25.0,-33330.0,-33330.0
2022-10-21,2022-10-21,3700.91,1075.0,-32255.0,-32255.0
2022-10-28,2022-10-28,3835.58,-1325.0,-33580.0,-33580.0
2022-11-04,2022-11-04,3759.4,1685.0,-31895.0,-31895.0
2022-11-11,2022-11-11,3959.27,85.0,-31810.0,-31810.000000000004
2022-11-18,2022-11-18,3962.7,450.0,-31360.0,-31360.000000000004
2022-11-25,2022-11-25,4029.54,-230.0,-31590.0,-31589.999999999996
2022-12-02,2022-12-02,4033.69,-565.0,-32155.0,-32155.0
2022-12-09,2022-12-09,3957.58,-1245.0,-33400.0,-33400.0
2022-12-16,2022-12-16,3876.13,-1070.0,-34470.0,-34470.0
2022-12-23,2022-12-23,3799.89,-830.0,-35300.0,-35300.0
2022-12-30,2022-12-30,3818.57,85.0,-35215.0,-35215.0
2023-01-06,2023-01-06,3821.08,1110.0,-34105.0,-34105.0
2023-01-13,2023-01-13,3961.6,-280.0,-34385.0,-34385.0
2023-01-20,2023-01-20,3910.21,700.0,-33685.0,-33685.0
2023-01-27,2023-01-27,4061.85,600.0,-33085.0,-33085.0
2023-02-03,2023-02-03,4149.73,-1075.0,-34160.0,-34160.0
2023-02-10,2023-02-10,4073.56,-525.0,-34685.0,-34685.0
2023-02-17,2023-02-17,4054.66,-1215.0,-35900.0,-35900.0
2023-02-24,2023-02-24,3951.24,-895.0,-36795.0,-36795.0
2023-03-03,2023-03-03,4009.72,-305.0,-37100.0,-37100.0
2023-03-10,2023-03-10,3894.8,500.0,-36600.0,-36600.0
2023-03-17,2023-03-17,3942.35,-455.0,-37055.0,-37055.0
2023-03-24,2023-03-24,3931.04,940.0,-36115.0,-36115.0
2023-03-31,2023-03-31,4070.21,585.0,-35530.0,-35530.0
2023-04-14,2023-04-14,4160.54,-70.0,-35600.0,-35600.0
2023-04-21,2023-04-21,4121.67,-235.0,-35835.0,-35835.0
2023-04-28,2023-04-28,4136.61,-240.0,-36075.0,-36075.0
2023-05-05,2023-05-05,4111.5,5.0,-36070.0,-36070.0
2023-05-12,2023-05-12,4139.03,395.0,-35675.0,-35675.0
2023-05-19,2023-05-19,4211.3,-165.0,-35840.0,-35840.0
2023-05-26,2023-05-26,4175.04,45.0,-35795.0,-35795.0
2023-06-02,2023-06-02,4246.63,285.0,-35510.0,-35510.0
2023-06-09,2023-06-09,4312.0,365.0,-35145.0,-35145.0
2023-06-16,2023-06-16,4429.61,-855.0,-36000.0,-36000.0
2023-06-23,2023-06-23,4349.71,550.0,-35450.0,-35450.0
2023-06-30,2023-06-30,4438.96,-250.0,-35700.0,-35700.0
2023-07-07,2023-07-07,4415.42,390.0,-35310.0,-35310.0
2023-07-14,2023-07-14,4523.78,5.0,-35305.0,-35305.0
2023-07-21,2023-07-21,4541.96,195.0,-35110.0,-35110.0
