trade_date,exp_date,underlying,dte_entry,spot_entry,vix_entry,roll_dir,restruck,short_put,long_put,delta_short,delta_long,iv_short,iv_long,dte_close,total_credit,cash_close,cash_open,net_roll,net_roll_usd,spot_close,spot_exit,effective_close_date,dd_index,k_gap,mark,cum_pnl_pts,pnl_usd,pnl_usd_at_exp,result,exit_method,in_range
2021-12-03,2022-01-14,SPX,42,4577.1,28.99,down,0,4525.0,4240.0,-0.427,-0.215,0.2338,0.3063,35,1.65,-8.4,1.65,-6.75,-675.0,4687.31,4687.31,2021-12-10,-3.49,0.0,-1.65,-31.15,-920.0,-920.0,loss,roll,0
2021-12-10,2022-01-21,SPX,42,4687.31,20.18,up,1,4485.0,4195.0,-0.249,-0.1,0.2022,0.2641,35,8.3,-10.85,8.3,-2.55,-255.0,4624.26,4624.26,2021-12-17,-1.16,0.0,-8.3,-38.2,-705.0,-705.0,loss,roll,0
2021-12-17,2022-01-28,SPX,42,4624.26,22.2,down,0,4485.0,4195.0,-0.323,-0.136,0.2132,0.2728,35,11.85,-15.35,11.85,-3.5,-350.0,4775.22,4775.22,2021-12-31,-2.49,0.0,-11.85,-31.4,680.0,680.0,win,roll,1
2021-12-31,2022-02-11,SPX,42,4775.22,17.72,up,1,4590.0,4320.0,-0.252,-0.101,0.1827,0.2389,35,7.5,-5.05,7.5,2.45,245.0,4703.29,4703.29,2022-01-07,-0.69,0.0,-7.5,-39.5,-810.0,-810.0,loss,roll,0
2022-01-07,2022-02-18,SPX,42,4703.29,19.15,down,0,4590.0,4320.0,-0.339,-0.14,0.1869,0.2411,35,12.4,-15.6,12.4,-3.2,-320.0,4659.03,4659.03,2022-01-14,-2.37,0.0,-12.4,-48.35,-885.0,-885.0,loss,roll,0
2022-01-14,2022-02-25,SPX,42,4659.03,20.24,down,0,4590.0,4325.0,-0.394,-0.169,0.1855,0.2394,35,15.1,-21.25,15.1,-6.15,-615.0,4450.74,4450.74,2022-01-21,-3.29,5.0,-15.1,-58.0,-965.0,-965.0,loss,roll,0
2022-01-21,2022-03-04,SPX,42,4450.74,27.11,down,0,4590.0,4325.0,-0.659,-0.351,0.2043,0.2481,35,12.7,-24.75,12.7,-12.05,-1205.0,4297.45,4297.45,2022-01-28,-7.62,0.0,-12.7,-51.55,645.0,645.0,win,roll,1
2022-01-28,2022-03-11,SPX,42,4297.45,31.85,down,0,4590.0,4325.0,-0.815,-0.51,0.2083,0.2692,35,-10.4,-6.25,-10.4,-16.65,-1665.0,4484.16,4484.16,2022-02-04,-10.8,0.0,10.4,-89.7,-3815.0,-3815.0,loss,roll,0
2022-02-04,2022-03-18,SPX,42,4484.16,24.54,up,1,4235.0,3915.0,-0.249,-0.1,0.2665,0.327,35,13.55,-27.75,13.55,-14.2,-1420.0,4503.19,4503.19,2022-02-11,-6.92,0.0,-13.55,-89.3,40.0,40.0,win,roll,1
2022-02-11,2022-03-25,SPX,42,4503.19,24.25,up,1,4260.0,3950.0,-0.253,-0.105,0.2635,0.3224,35,11.6,-13.15,11.6,-1.55,-155.0,4392.71,4392.71,2022-02-18,-6.53,0.0,-11.6,-96.85,-755.0,-755.0,loss,roll,0
2022-02-18,2022-04-01,SPX,42,4392.71,27.85,down,0,4260.0,3950.0,-0.348,-0.155,0.2622,0.3266,35,14.4,-19.15,14.4,-4.75,-475.0,4288.7,4288.7,2022-02-25,-8.82,0.0,-14.4,-108.15,-1130.0,-1130.0,loss,roll,0
2022-02-25,2022-04-08,SPX,42,4288.7,29.85,down,0,4260.0,3950.0,-0.451,-0.207,0.2347,0.3174,35,20.05,-25.7,20.05,-5.65,-565.0,4363.49,4363.49,2022-03-04,-10.98,0.0,-20.05,-105.15,300.0,300.0,win,roll,1
2022-03-04,2022-04-14,SPX,41,4363.49,32.94,up,1,4055.0,3765.0,-0.249,-0.124,0.3546,0.404,34,4.65,-17.05,4.65,-12.4,-1240.0,4274.69,4274.69,2022-03-11,-9.43,0.0,-4.65,-117.05,-1190.0,-1190.0,loss,roll,0
2022-03-11,2022-04-22,SPX,42,4274.69,29.79,down,0,4050.0,3775.0,-0.281,-0.131,0.3001,0.3453,35,9.7,-16.55,9.7,-6.85,-685.0,4407.41,4407.41,2022-03-18,-11.27,10.0,-9.7,-114.05,300.0,300.0,win,roll,1
2022-03-18,2022-04-29,SPX,42,4407.41,25.55,up,1,4165.0,3850.0,-0.25,-0.1,0.2653,0.3255,35,14.2,-6.7,14.2,7.5,750.0,4525.13,4525.13,2022-03-25,-8.52,0.0,-14.2,-108.55,550.0,550.0,win,roll,1
2022-03-25,2022-05-06,SPX,42,4525.13,21.59,up,1,4300.0,4020.0,-0.246,-0.101,0.2325,0.2848,35,10.9,-8.7,10.9,2.2,220.0,4537.52,4537.52,2022-04-01,-6.07,0.0,-10.9,-110.35,-180.0,-180.0,loss,roll,0
2022-04-01,2022-05-13,SPX,42,4537.52,20.2,up,1,4330.0,4050.0,-0.252,-0.097,0.2182,0.2669,35,13.8,-12.7,13.8,1.1,110.0,4476.48,4476.48,2022-04-08,-5.82,0.0,-13.8,-114.65,-430.0,-430.0,loss,roll,0
2022-04-08,2022-05-20,SPX,42,4476.48,22.27,down,0,4330.0,4050.0,-0.316,-0.13,0.2215,0.2734,35,15.65,-18.1,15.65,-2.45,-245.0,4355.15,4355.15,2022-04-22,-7.08,0.0,-15.65,-133.7,-1905.0,-1905.0,loss,roll,0
2022-04-22,2022-06-03,SPX,42,4355.15,23.9,down,0,4330.0,4050.0,-0.451,-0.196,0.1874,0.2637,35,25.55,-34.7,25.55,-9.15,-915.0,4267.85,4267.85,2022-04-29,-9.6,0.0,-25.55,-135.9,-220.0,-220.0,loss,roll,0
2022-04-29,2022-06-10,SPX,42,4267.85,28.98,down,0,4330.0,4050.0,-0.554,-0.275,0.2415,0.2814,35,18.15,-27.75,18.15,-9.6,-960.0,4146.87,4146.87,2022-05-06,-11.41,0.0,-18.15,-129.6,630.0,630.0,win,roll,1
2022-05-06,2022-06-17,SPX,42,4146.87,35.09,down,0,4330.0,4050.0,-0.613,-0.397,0.364,0.3423,35,-4.85,-11.85,-4.85,-16.7,-1670.0,3993.95,3993.95,2022-05-13,-13.92,0.0,4.85,-162.4,-3280.0,-3280.0,loss,roll,0
2022-05-13,2022-06-24,SPX,42,3993.95,29.71,down,0,4325.0,4050.0,-0.821,-0.538,0.2441,0.2838,35,9.0,-27.95,9.0,-18.95,-1895.0,3933.8,3933.8,2022-05-20,-17.1,5.0,-9.0,-182.75,-2035.0,-2035.0,loss,roll,0
2022-05-20,2022-07-01,SPX,42,3933.8,28.22,down,0,4300.0,4050.0,-0.863,-0.617,0.2316,0.2521,35,-10.3,-29.35,-10.3,-39.65,-3965.0,4115.44,4115.44,2022-05-27,-18.35,25.0,10.3,-230.2,-4745.0,-4745.0,loss,roll,0
2022-05-27,2022-07-08,SPX,42,4115.44,26.13,up,1,3890.0,3600.0,-0.252,-0.094,0.267,0.3117,35,19.8,-37.15,19.8,-17.35,-1735.0,4134.22,4134.22,2022-06-03,-14.58,0.0,-19.8,-230.45,-25.0,-25.0,loss,roll,0
2022-06-03,2022-07-15,SPX,42,4134.22,25.29,up,1,3910.0,3640.0,-0.251,-0.1,0.2628,0.3055,35,16.75,-20.05,16.75,-3.3,-330.0,3935.06,3935.06,2022-06-10,-14.19,0.0,-16.75,-249.0,-1855.0,-1855.0,loss,roll,0
2022-06-10,2022-07-22,SPX,42,3935.06,27.92,down,0,3910.0,3650.0,-0.449,-0.211,0.1988,0.2941,35,25.85,-35.3,25.85,-9.45,-945.0,3698.69,3698.69,2022-06-17,-18.32,10.0,-25.85,-260.85,-1185.0,-1185.0,loss,roll,0
2022-06-17,2022-07-29,SPX,42,3698.69,31.44,down,0,3910.0,3650.0,-0.707,-0.419,0.2774,0.2401,35,22.25,-37.7,22.25,-15.45,-1545.0,3852.1,3852.1,2022-06-24,-23.23,0.0,-22.25,-275.05,-1420.0,-1420.0,loss,roll,0
2022-06-24,2022-08-05,SPX,42,3852.1,28.4,up,1,3625.0,3350.0,-0.249,-0.099,0.2854,0.3338,35,17.25,-36.45,17.25,-19.2,-1920.0,3800.64,3800.64,2022-07-01,-20.04,0.0,-17.25,-282.95,-790.0,-790.0,loss,roll,0
2022-07-01,2022-08-12,SPX,42,3800.64,27.94,down,0,3625.0,3350.0,-0.29,-0.111,0.276,0.3194,35,23.4,-25.15,23.4,-1.75,-175.0,3874.9,3874.9,2022-07-08,-21.11,0.0,-23.4,-278.55,440.0,440.0,win,roll,1
2022-07-08,2022-08-19,SPX,42,3874.9,25.76,up,1,3660.0,3410.0,-0.251,-0.101,0.2691,0.3076,35,16.8,-19.0,16.8,-2.2,-220.0,3826.81,3826.81,2022-07-15,-19.57,0.0,-16.8,-284.75,-620.0,-620.0,loss,roll,0
2022-07-15,2022-08-26,SPX,42,3826.81,25.31,down,0,3660.0,3410.0,-0.29,-0.116,0.2586,0.2964,35,21.2,-23.0,21.2,-1.8,-180.0,3991.17,3991.17,2022-07-22,-20.57,0.0,-21.2,-271.75,1300.0,1300.0,win,roll,1
2022-07-22,2022-09-02,SPX,42,3991.17,23.25,up,1,3790.0,3530.0,-0.253,-0.1,0.2445,0.2933,35,15.2,-8.2,15.2,7.0,700.0,4102.69,4102.69,2022-07-29,-17.16,0.0,-15.2,-266.45,530.0,530.0,win,roll,1
2022-07-29,2022-09-09,SPX,42,4102.69,21.72,up,1,3920.0,3675.0,-0.254,-0.099,0.2148,0.2615,35,14.25,-9.9,14.25,4.35,435.0,4131.1,4131.1,2022-08-05,-14.84,0.0,-14.25,-265.95,50.0,50.0,win,roll,1
2022-08-05,2022-09-16,SPX,42,4131.1,21.7,up,1,3935.0,3685.0,-0.249,-0.1,0.2244,0.2721,35,13.7,-13.75,13.7,-0.05,-5.0,4234.43,4234.43,2022-08-12,-14.25,0.0,-13.7,-258.7,725.0,725.0,win,roll,1
2022-08-12,2022-09-23,SPX,42,4234.43,19.84,up,1,4050.0,3800.0,-0.252,-0.1,0.2073,0.2583,35,12.45,-6.45,12.45,6.0,600.0,4237.6,4237.6,2022-08-19,-12.11,0.0,-12.45,-262.25,-355.0,-355.0,loss,roll,0
2022-08-19,2022-09-30,SPX,42,4237.6,20.72,up,1,4045.0,3805.0,-0.25,-0.101,0.2154,0.257,35,13.65,-16.0,13.65,-2.35,-235.0,4197.3,4197.3,2022-08-26,-12.04,0.0,-13.65,-266.3,-405.0,-405.0,loss,roll,0
2022-08-26,2022-10-07,SPX,42,4197.3,22.06,down,0,4040.0,3800.0,-0.286,-0.117,0.2132,0.2556,35,15.8,-17.7,15.8,-1.9,-190.0,3983.57,3983.57,2022-09-02,-12.88,5.0,-15.8,-283.1,-1680.0,-1680.0,loss,roll,0
2022-09-02,2022-10-14,SPX,42,3983.57,24.16,down,0,4040.0,3800.0,-0.546,-0.267,0.2604,0.2391,35,25.1,-32.6,25.1,-7.5,-750.0,4045.35,4045.35,2022-09-09,-17.31,0.0,-25.1,-289.9,-680.0,-680.0,loss,roll,0
2022-09-09,2022-10-21,SPX,42,4045.35,22.91,up,1,3850.0,3615.0,-0.25,-0.1,0.2298,0.268,35,15.0,-31.9,15.0,-16.9,-1690.0,3840.48,3840.48,2022-09-16,-16.03,0.0,-15.0,-299.0,-910.0,-910.0,loss,roll,0
2022-09-16,2022-10-28,SPX,42,3840.48,28.34,down,0,3850.0,3610.0,-0.48,-0.241,0.3968,0.2786,35,19.0,-24.1,19.0,-5.1,-510.0,3691.77,3691.77,2022-09-23,-20.28,5.0,-19.0,-313.9,-1490.0,-1490.0,loss,roll,0
2022-09-23,2022-11-04,SPX,42,3691.77,29.13,down,0,3850.0,3610.0,-0.654,-0.375,0.2794,0.238,35,21.05,-33.9,21.05,-12.85,-1285.0,3643.29,3643.29,2022-09-30,-23.37,0.0,-21.05,-311.3,260.0,260.0,win,roll,1
2022-09-30,2022-11-11,SPX,42,3643.29,31.01,down,0,3850.0,3610.0,-0.701,-0.428,0.2826,0.181,35,3.95,-18.45,3.95,-14.5,-1450.0,3667.11,3667.11,2022-10-07,-24.38,0.0,-3.95,-329.45,-1815.0,-1815.0,loss,roll,0
2022-10-07,2022-11-18,SPX,42,3667.11,31.61,up,1,3440.0,3150.0,-0.251,-0.099,0.3033,0.3657,35,17.9,-22.1,17.9,-4.2,-420.0,3677.16,3677.16,2022-10-14,-23.88,0.0,-17.9,-333.05,-360.0,-360.0,loss,roll,0
