trade_date,exp_date,underlying,dte_entry,total_credit,pnl_usd,vix_entry,result,exit_method,in_range
2021-05-14,2021-06-03,SPX,21,2350.0,-253.62,18.81,LOSS,expiration,False
2021-05-21,2021-06-10,SPX,21,2835.0,-883.62,20.15,LOSS,expiration,False
2021-05-28,2021-06-17,SPX,21,2020.0,216.38,16.76,WIN,expiration,True
2021-06-25,2021-07-15,SPX,21,2065.0,941.38,15.62,WIN,expiration,True
2021-07-02,2021-07-22,SPX,21,2360.0,306.38,15.07,WIN,expiration,True
2021-07-09,2021-07-29,SPX,21,2000.0,74.38,16.18,WIN,expiration,True
2021-07-16,2021-08-05,SPX,21,2100.0,87.38,18.45,WIN,expiration,True
2021-07-23,2021-08-12,SPX,21,2350.0,-905.62,17.2,LOSS,expiration,False
2021-07-30,2021-08-19,SPX,21,2695.0,1097.38,18.24,WIN,expiration,True
2021-08-06,2021-08-26,SPX,21,2585.0,544.38,16.15,WIN,expiration,True
2021-08-13,2021-09-02,SPX,21,2050.0,203.38,15.45,WIN,expiration,True
2021-08-20,2021-09-09,SPX,21,2620.0,427.38,18.56,WIN,expiration,True
2021-08-27,2021-09-16,SPX,21,2620.0,-390.62,16.39,LOSS,expiration,False
2021-09-03,2021-09-23,SPX,21,2295.0,-210.62,16.41,LOSS,expiration,False
2021-09-10,2021-09-30,SPX,21,2320.0,463.38,20.95,WIN,expiration,True
2021-09-17,2021-10-07,SPX,21,2460.0,259.38,20.81,WIN,expiration,True
2021-09-24,2021-10-14,SPX,21,2280.0,-161.62,17.75,LOSS,expiration,False
2021-10-01,2021-10-21,SPX,21,2625.0,-1328.62,21.15,LOSS,expiration,False
2021-10-08,2021-10-28,SPX,21,2915.0,-1327.62,18.77,LOSS,expiration,False
2021-10-15,2021-11-04,SPX,21,2400.0,-1418.62,16.3,LOSS,expiration,False
2021-10-22,2021-11-11,SPX,21,2450.0,781.38,15.43,WIN,expiration,True
2021-10-29,2021-11-18,SPX,21,1830.0,347.38,16.26,WIN,expiration,True
2021-11-05,2021-11-26,SPX,21,2545.0,2144.38,16.48,WIN,expiration,True
2021-11-12,2021-12-02,SPX,21,2810.0,2059.38,16.29,WIN,expiration,True
2021-11-19,2021-12-09,SPX,21,3295.0,664.38,17.91,WIN,expiration,True
2021-11-26,2021-12-16,SPX,21,2155.0,334.38,28.62,WIN,expiration,True
2021-12-03,2021-12-23,SPX,21,3275.0,-1188.62,30.67,LOSS,expiration,False
2021-12-10,2021-12-30,SPX,21,2910.0,-630.62,18.69,LOSS,expiration,False
2021-12-17,2022-01-06,SPX,21,2970.0,254.38,21.57,WIN,expiration,True
2021-12-31,2022-01-20,SPX,21,2825.0,-735.62,17.22,LOSS,expiration,False
2022-01-07,2022-01-27,SPX,21,2620.0,-70.62,18.76,LOSS,expiration,False
2022-01-14,2022-02-03,SPX,21,2490.0,1314.38,19.19,WIN,expiration,True
2022-01-21,2022-02-10,SPX,21,2840.0,1332.38,28.85,WIN,expiration,True
2022-01-28,2022-02-17,SPX,21,2510.0,1948.38,27.66,WIN,expiration,True
2022-02-04,2022-02-24,SPX,21,3110.0,1056.38,23.22,WIN,expiration,True
2022-02-11,2022-03-03,SPX,21,3205.0,1637.38,27.36,WIN,expiration,True
