trade_date,exp_date,underlying,dte_entry,width_sigma,structure,spot_entry,spot_exit,call_atm,call_lo,call_up,total_credit,vix_entry,iv_atm_pct,expected_move,pnl_usd,pnl_tp25,pnl_tp50,pnl_tp75,result,exit_method,mfe,mae,pnl_exit5,pnl_exit3,pnl_tp25_exit5,pnl_tp25_exit3,pnl_tp50_exit5,pnl_tp50_exit3,pnl_tp75_exit5,pnl_tp75_exit3
2022-11-11,2022-11-18,SPX,7,0.15,Inverse Butterfly 1-2-1 (calls),3959.27,3967.12,3960.0,3940.0,3980.0,215.0,23.43,22.59,123.9,-1073.0,53.75,107.5,-1073.0,LOSS,expiration,155.0,-3230.0,75.0,90.0,53.75,53.75,107.5,107.5,75.0,90.0
2022-11-25,2022-12-02,SPX,7,0.15,Inverse Butterfly 1-2-1 (calls),4029.54,4071.55,4030.0,4015.0,4045.0,100.0,20.97,16.64,92.9,100.0,25.0,50.0,100.0,WIN,expiration,100.0,-1730.0,0.0,65.0,0.0,25.0,0.0,50.0,0.0,65.0
2022-12-02,2022-12-09,SPX,7,0.15,Inverse Butterfly 1-2-1 (calls),4033.69,3934.36,4035.0,4020.0,4050.0,115.0,19.88,15.81,88.3,115.0,28.75,57.5,86.25,WIN,expiration,117.5,-1350.0,-10.0,10.0,28.75,28.75,-10.0,57.5,-10.0,10.0
2022-12-09,2022-12-16,SPX,7,0.15,Inverse Butterfly 1-2-1 (calls),3957.58,3851.02,3960.0,3935.0,3985.0,175.0,22.86,29.0,159.0,175.0,43.75,87.5,131.25,WIN,expiration,175.0,-3870.0,35.0,75.0,43.75,43.75,35.0,75.0,35.0,75.0
2022-12-16,2022-12-23,SPX,7,0.15,Inverse Butterfly 1-2-1 (calls),3876.13,3844.45,3875.0,3860.0,3890.0,85.0,22.41,20.63,110.8,85.0,21.25,42.5,63.75,WIN,expiration,85.0,-680.0,-10.0,-20.0,-10.0,-20.0,-10.0,-20.0,-10.0,-20.0
2022-12-23,2022-12-30,SPX,7,0.15,Inverse Butterfly 1-2-1 (calls),3799.89,3839.85,3800.0,3785.0,3815.0,380.0,22.49,18.86,99.3,380.0,95.0,190.0,285.0,WIN,expiration,380.0,-1640.0,270.0,270.0,95.0,95.0,190.0,190.0,285.0,285.0
2022-12-30,2023-01-06,SPX,7,0.15,Inverse Butterfly 1-2-1 (calls),3818.57,3894.2,3820.0,3805.0,3835.0,80.0,22.03,19.84,104.9,80.0,20.0,40.0,60.0,WIN,expiration,85.0,-3580.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
2023-01-13,2023-01-20,SPX,7,0.15,Inverse Butterfly 1-2-1 (calls),3961.6,3971.78,3960.0,3945.0,3975.0,155.0,18.7,17.25,94.6,-167.0,38.75,77.5,-167.0,LOSS,expiration,95.0,-2535.0,65.0,65.0,38.75,38.75,65.0,65.0,65.0,65.0
2023-01-20,2023-01-27,SPX,7,0.15,Inverse Butterfly 1-2-1 (calls),3910.21,4070.02,3910.0,3895.0,3925.0,230.0,20.23,16.56,89.7,230.0,57.5,115.0,172.5,WIN,expiration,240.0,-4450.0,195.0,-25.0,57.5,57.5,115.0,115.0,172.5,172.5
2023-01-27,2023-02-03,SPX,7,0.15,Inverse Butterfly 1-2-1 (calls),4061.85,4136.52,4060.0,4040.0,4080.0,75.0,18.38,21.62,121.6,75.0,18.75,37.5,56.25,WIN,expiration,70.0,-4820.0,-55.0,-105.0,-55.0,-105.0,-55.0,-105.0,-55.0,-105.0
2023-02-10,2023-02-17,SPX,7,0.15,Inverse Butterfly 1-2-1 (calls),4073.56,4078.98,4075.0,4055.0,4095.0,485.0,21.31,22.82,128.7,-1117.0,121.25,242.5,363.75,LOSS,expiration,400.0,-3575.0,380.0,370.0,121.25,121.25,242.5,242.5,363.75,363.75
2023-02-17,2023-02-24,SPX,7,0.15,Inverse Butterfly 1-2-1 (calls),4054.66,3970.42,4055.0,4040.0,4070.0,80.0,21.02,17.83,100.1,80.0,20.0,40.0,60.0,WIN,expiration,80.0,-400.0,-25.0,-25.0,-25.0,-25.0,-25.0,-25.0,-25.0,-25.0
2023-03-03,2023-03-10,SPX,7,0.15,Inverse Butterfly 1-2-1 (calls),4009.72,3861.68,4010.0,3995.0,4025.0,125.0,19.21,17.83,99.0,125.0,31.25,125.0,125.0,WIN,expiration,125.0,-3280.0,50.0,10.0,31.25,31.25,125.0,125.0,125.0,125.0
2023-03-10,2023-03-17,SPX,7,0.15,Inverse Butterfly 1-2-1 (calls),3894.8,3916.47,3895.0,3875.0,3915.0,100.0,23.36,24.77,133.6,100.0,25.0,50.0,75.0,WIN,expiration,112.5,-1590.0,-15.0,-35.0,-15.0,-35.0,-15.0,-35.0,-15.0,-35.0
2023-03-17,2023-03-24,SPX,7,0.15,Inverse Butterfly 1-2-1 (calls),3942.35,3971.35,3940.0,3920.0,3960.0,80.0,24.02,25.24,137.8,80.0,20.0,40.0,60.0,WIN,expiration,155.0,-4360.0,-20.0,-25.0,-20.0,-25.0,-20.0,-25.0,-20.0,-25.0
2023-03-24,2023-03-31,SPX,7,0.15,Inverse Butterfly 1-2-1 (calls),3931.04,4108.9,3930.0,3910.0,3950.0,100.0,24.09,24.66,134.2,100.0,25.0,50.0,75.0,WIN,expiration,150.0,-3170.0,-45.0,-30.0,-45.0,-30.0,-45.0,-30.0,-45.0,-30.0
2023-03-31,2023-04-06,SPX,6,0.15,Inverse Butterfly 1-2-1 (calls),4070.21,4104.8,4070.0,4060.0,4080.0,100.0,18.88,14.97,78.1,100.0,25.0,50.0,75.0,WIN,expiration,105.0,-2650.0,50.0,-30.0,25.0,25.0,50.0,50.0,50.0,-30.0
2023-04-14,2023-04-21,SPX,7,0.15,Inverse Butterfly 1-2-1 (calls),4160.54,4133.56,4160.0,4150.0,4170.0,100.0,17.55,13.48,77.7,100.0,25.0,50.0,75.0,WIN,expiration,100.0,-1420.0,30.0,25.0,25.0,25.0,30.0,25.0,30.0,25.0
2023-04-21,2023-04-28,SPX,7,0.15,Inverse Butterfly 1-2-1 (calls),4121.67,4169.77,4120.0,4110.0,4130.0,50.0,17.35,13.83,79.0,50.0,12.5,25.0,37.5,WIN,expiration,155.0,-1310.0,5.0,-15.0,12.5,12.5,5.0,-15.0,5.0,-15.0
2023-04-28,2023-05-05,SPX,7,0.15,Inverse Butterfly 1-2-1 (calls),4136.61,4135.77,4135.0,4120.0,4150.0,270.0,16.54,16.08,92.1,-1153.0,67.5,135.0,202.5,LOSS,expiration,217.5,-2285.0,180.0,165.0,67.5,67.5,135.0,135.0,180.0,165.0
2023-05-05,2023-05-12,SPX,7,0.15,Inverse Butterfly 1-2-1 (calls),4111.5,4123.85,4110.0,4095.0,4125.0,100.0,17.97,16.13,91.8,-15.0,25.0,-15.0,-15.0,LOSS,expiration,30.0,-1590.0,5.0,-15.0,25.0,25.0,5.0,-15.0,5.0,-15.0
2023-05-12,2023-05-19,SPX,7,0.15,Inverse Butterfly 1-2-1 (calls),4139.03,4191.97,4140.0,4130.0,4150.0,115.0,16.54,11.06,63.4,115.0,28.75,57.5,86.25,WIN,expiration,165.0,-1690.0,35.0,25.0,28.75,28.75,35.0,25.0,35.0,25.0
2023-05-19,2023-05-26,SPX,7,0.15,Inverse Butterfly 1-2-1 (calls),4211.3,4205.01,4210.0,4200.0,4220.0,50.0,16.03,12.63,73.6,-451.0,12.5,25.0,37.5,LOSS,expiration,40.0,-655.0,-10.0,-35.0,-10.0,12.5,-10.0,-35.0,-10.0,-35.0
2023-05-26,2023-06-02,SPX,7,0.15,Inverse Butterfly 1-2-1 (calls),4175.04,4281.67,4175.0,4160.0,4190.0,105.0,18.23,15.71,90.8,105.0,26.25,52.5,78.75,WIN,expiration,110.0,-1360.0,20.0,20.0,26.25,26.25,20.0,20.0,20.0,20.0
2023-06-02,2023-06-09,SPX,7,0.15,Inverse Butterfly 1-2-1 (calls),4246.63,4299.44,4245.0,4235.0,4255.0,60.0,15.13,11.2,65.9,60.0,15.0,30.0,45.0,WIN,expiration,125.0,-1010.0,5.0,-5.0,15.0,15.0,30.0,30.0,45.0,45.0
2023-06-09,2023-06-16,SPX,7,0.15,Inverse Butterfly 1-2-1 (calls),4312.0,4409.77,4310.0,4300.0,4320.0,55.0,13.56,12.36,73.8,55.0,13.75,27.5,41.25,WIN,expiration,255.0,-2340.0,-0.0,-15.0,-0.0,13.75,-0.0,27.5,-0.0,-15.0
2023-06-16,2023-06-23,SPX,7,0.15,Inverse Butterfly 1-2-1 (calls),4429.61,4348.23,4430.0,4420.0,4440.0,85.0,14.39,11.46,70.3,85.0,21.25,42.5,63.75,WIN,expiration,80.0,-1960.0,25.0,25.0,21.25,21.25,25.0,25.0,25.0,25.0
2023-06-23,2023-06-30,SPX,7,0.15,Inverse Butterfly 1-2-1 (calls),4349.71,4449.81,4350.0,4340.0,4360.0,85.0,13.44,10.63,64.0,85.0,21.25,42.5,63.75,WIN,expiration,135.0,-990.0,15.0,10.0,15.0,10.0,15.0,10.0,15.0,10.0
2023-07-07,2023-07-14,SPX,7,0.15,Inverse Butterfly 1-2-1 (calls),4415.42,4506.04,4415.0,4405.0,4425.0,50.0,14.98,11.31,69.2,50.0,12.5,25.0,50.0,WIN,expiration,70.0,-1530.0,-10.0,-30.0,-10.0,-30.0,-10.0,-30.0,-10.0,-30.0
2023-07-21,2023-07-28,SPX,7,0.15,Inverse Butterfly 1-2-1 (calls),4541.96,4581.73,4540.0,4530.0,4550.0,50.0,13.79,12.25,77.0,50.0,12.5,25.0,37.5,WIN,expiration,125.0,-1430.0,-5.0,-35.0,-5.0,12.5,-5.0,25.0,-5.0,37.5
2023-08-04,2023-08-11,SPX,7,0.15,Inverse Butterfly 1-2-1 (calls),4514.98,4464.31,4515.0,4505.0,4525.0,50.0,15.27,11.55,72.2,50.0,12.5,25.0,37.5,WIN,expiration,50.0,-170.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0
2023-08-11,2023-08-18,SPX,7,0.15,Inverse Butterfly 1-2-1 (calls),4451.3,4370.6,4450.0,4435.0,4465.0,95.0,16.15,14.79,91.2,95.0,23.75,47.5,71.25,WIN,expiration,127.5,-550.0,-15.0,-25.0,-15.0,23.75,-15.0,-25.0,-15.0,-25.0
2023-08-18,2023-08-25,SPX,7,0.15,Inverse Butterfly 1-2-1 (calls),4348.8,4405.32,4350.0,4335.0,4365.0,85.0,18.58,16.88,101.6,85.0,21.25,42.5,63.75,WIN,expiration,110.0,-1630.0,10.0,-95.0,10.0,21.25,10.0,-95.0,10.0,-95.0
2023-08-25,2023-09-01,SPX,7,0.15,Inverse Butterfly 1-2-1 (calls),4396.18,4514.95,4395.0,4380.0,4410.0,50.0,16.64,15.19,92.5,50.0,12.5,25.0,37.5,WIN,expiration,90.0,-3780.0,-10.0,-45.0,-10.0,12.5,-10.0,25.0,-10.0,37.5
2023-09-01,2023-09-08,SPX,7,0.15,Inverse Butterfly 1-2-1 (calls),4527.51,4457.99,4530.0,4520.0,4540.0,30.0,13.27,9.18,57.5,30.0,7.5,15.0,22.5,WIN,expiration,35.0,-1470.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0
2023-09-08,2023-09-15,SPX,7,0.15,Inverse Butterfly 1-2-1 (calls),4460.79,4450.35,4460.0,4450.0,4470.0,55.0,14.03,11.63,71.9,20.0,13.75,27.5,41.25,WIN,expiration,115.0,-1280.0,-15.0,-10.0,-15.0,13.75,-15.0,27.5,-15.0,41.25
2023-09-15,2023-09-22,SPX,7,0.15,Inverse Butterfly 1-2-1 (calls),4481.34,4319.25,4480.0,4470.0,4490.0,45.0,13.15,10.78,66.9,45.0,11.25,22.5,33.75,WIN,expiration,47.5,-470.0,-15.0,-15.0,-15.0,-15.0,-15.0,-15.0,-15.0,-15.0
2023-09-22,2023-09-29,SPX,7,0.15,Inverse Butterfly 1-2-1 (calls),4340.84,4289.13,4340.0,4325.0,4355.0,105.0,16.79,14.98,90.1,105.0,26.25,52.5,78.75,WIN,expiration,105.0,-660.0,-25.0,-15.0,-25.0,-15.0,-25.0,-15.0,-25.0,-15.0
2023-10-06,2023-10-13,SPX,7,0.15,Inverse Butterfly 1-2-1 (calls),4232.28,4328.34,4230.0,4215.0,4245.0,80.0,19.23,18.44,108.1,80.0,20.0,40.0,60.0,WIN,expiration,150.0,-1960.0,-35.0,-25.0,20.0,20.0,40.0,40.0,60.0,60.0
2023-10-13,2023-10-20,SPX,7,0.15,Inverse Butterfly 1-2-1 (calls),4371.99,4223.58,4370.0,4355.0,4385.0,70.0,16.94,14.8,89.6,70.0,17.5,35.0,52.5,WIN,expiration,67.5,-2450.0,-40.0,-50.0,-40.0,-50.0,-40.0,-50.0,-40.0,-50.0
2023-10-20,2023-10-27,SPX,7,0.15,Inverse Butterfly 1-2-1 (calls),4263.29,4118.3,4265.0,4250.0,4280.0,65.0,20.74,18.8,111.0,65.0,16.25,32.5,48.75,WIN,expiration,72.5,-630.0,-30.0,-50.0,-30.0,-50.0,-30.0,-50.0,-30.0,-50.0
2023-11-10,2023-11-17,SPX,7,0.15,Inverse Butterfly 1-2-1 (calls),4367.13,4513.91,4365.0,4350.0,4380.0,565.0,14.85,13.87,83.9,565.0,141.25,282.5,423.75,WIN,expiration,835.0,-2320.0,395.0,595.0,141.25,141.25,282.5,282.5,423.75,423.75
2023-11-17,2023-11-24,SPX,7,0.15,Inverse Butterfly 1-2-1 (calls),4508.14,4558.9,4510.0,4500.0,4520.0,65.0,13.93,9.22,57.6,65.0,16.25,32.5,48.75,WIN,expiration,140.0,-1440.0,140.0,-10.0,16.25,16.25,32.5,32.5,48.75,48.75
2023-11-24,2023-12-01,SPX,7,0.15,Inverse Butterfly 1-2-1 (calls),4558.61,4593.72,4560.0,4550.0,4570.0,65.0,13.07,8.74,55.2,65.0,16.25,32.5,48.75,WIN,expiration,70.0,-870.0,5.0,-5.0,5.0,-5.0,5.0,-5.0,5.0,-5.0
2023-12-15,2023-12-22,SPX,7,0.15,Inverse Butterfly 1-2-1 (calls),4711.31,4755.16,4710.0,4700.0,4720.0,85.0,12.28,9.54,62.2,85.0,21.25,42.5,63.75,WIN,expiration,205.0,-1500.0,-20.0,40.0,21.25,21.25,-20.0,42.5,-20.0,63.75
2023-12-29,2024-01-05,SPX,7,0.15,Inverse Butterfly 1-2-1 (calls),4785.93,4696.66,4785.0,4775.0,4795.0,55.0,12.65,9.84,65.2,55.0,13.75,27.5,41.25,WIN,expiration,105.0,-1070.0,-5.0,-5.0,13.75,13.75,27.5,27.5,41.25,41.25
2024-01-12,2024-01-19,SPX,7,0.15,Inverse Butterfly 1-2-1 (calls),4787.74,4838.96,4790.0,4780.0,4800.0,110.0,12.66,9.5,63.0,110.0,27.5,55.0,82.5,WIN,expiration,410.0,-3780.0,35.0,35.0,27.5,27.5,35.0,35.0,35.0,35.0
2024-01-19,2024-01-26,SPX,7,0.15,Inverse Butterfly 1-2-1 (calls),4794.54,4890.07,4795.0,4785.0,4805.0,215.0,13.76,10.68,70.9,215.0,53.75,107.5,161.25,WIN,expiration,330.0,-2800.0,55.0,110.0,53.75,53.75,107.5,107.5,161.25,161.25
2024-01-26,2024-02-02,SPX,7,0.15,Inverse Butterfly 1-2-1 (calls),4892.54,4958.04,4895.0,4880.0,4910.0,40.0,13.56,12.56,85.1,40.0,10.0,20.0,30.0,WIN,expiration,105.0,-3370.0,-70.0,85.0,-70.0,10.0,-70.0,20.0,-70.0,30.0
2024-02-02,2024-02-09,SPX,7,0.15,Inverse Butterfly 1-2-1 (calls),4920.8,5025.89,4920.0,4910.0,4930.0,30.0,13.95,11.84,80.7,30.0,7.5,15.0,22.5,WIN,expiration,160.0,-2480.0,0.0,-35.0,7.5,7.5,15.0,15.0,22.5,22.5
2024-02-09,2024-02-16,SPX,7,0.15,Inverse Butterfly 1-2-1 (calls),5008.64,5005.15,5010.0,5000.0,5020.0,50.0,12.83,10.29,71.4,-465.0,12.5,25.0,-465.0,LOSS,expiration,30.0,-705.0,-10.0,0.0,-10.0,12.5,-10.0,25.0,-10.0,0.0
2024-02-23,2024-03-01,SPX,7,0.15,Inverse Butterfly 1-2-1 (calls),5107.19,5137.04,5105.0,5095.0,5115.0,55.0,14.19,11.46,81.1,55.0,13.75,27.5,41.25,WIN,expiration,100.0,-990.0,15.0,-10.0,13.75,13.75,15.0,-10.0,15.0,-10.0
2024-03-01,2024-03-08,SPX,7,0.15,Inverse Butterfly 1-2-1 (calls),5099.71,5124.37,5100.0,5090.0,5110.0,45.0,13.28,10.55,74.5,45.0,11.25,22.5,33.75,WIN,expiration,120.0,-1490.0,10.0,10.0,11.25,11.25,22.5,22.5,33.75,33.75
2024-03-08,2024-03-15,SPX,7,0.15,Inverse Butterfly 1-2-1 (calls),5185.2,5117.42,5185.0,5170.0,5200.0,95.0,14.05,13.09,94.0,95.0,23.75,47.5,71.25,WIN,expiration,95.0,-290.0,10.0,-25.0,10.0,-25.0,10.0,-25.0,10.0,-25.0
2024-03-15,2024-03-22,SPX,7,0.15,Inverse Butterfly 1-2-1 (calls),5118.91,5234.27,5120.0,5105.0,5135.0,100.0,14.91,14.25,101.0,100.0,25.0,50.0,75.0,WIN,expiration,380.0,-2160.0,60.0,-5.0,25.0,25.0,50.0,50.0,60.0,75.0
2024-03-22,2024-03-28,SPX,6,0.15,Inverse Butterfly 1-2-1 (calls),5238.06,5255.6,5240.0,5230.0,5250.0,55.0,12.91,9.47,63.6,55.0,13.75,27.5,41.25,WIN,expiration,700.0,-1170.0,-5.0,-25.0,-5.0,-25.0,-5.0,-25.0,-5.0,-25.0
2024-04-05,2024-04-12,SPX,7,0.15,Inverse Butterfly 1-2-1 (calls),5178.55,5123.6,5180.0,5165.0,5195.0,90.0,16.15,14.32,102.7,90.0,22.5,45.0,67.5,WIN,expiration,105.0,-830.0,-5.0,-15.0,22.5,22.5,45.0,45.0,-5.0,67.5
2024-04-12,2024-04-19,SPX,7,0.15,Inverse Butterfly 1-2-1 (calls),5169.55,4967.2,5170.0,5155.0,5185.0,140.0,16.8,15.51,111.1,140.0,35.0,70.0,105.0,WIN,expiration,250.0,-2620.0,50.0,85.0,35.0,35.0,70.0,70.0,105.0,105.0
2024-04-19,2024-04-26,SPX,7,0.15,Inverse Butterfly 1-2-1 (calls),5011.44,5098.69,5010.0,4990.0,5030.0,130.0,18.34,17.0,118.0,130.0,32.5,65.0,97.5,WIN,expiration,135.0,-2290.0,-35.0,-35.0,-35.0,32.5,-35.0,-35.0,-35.0,-35.0
2024-04-26,2024-05-03,SPX,7,0.15,Inverse Butterfly 1-2-1 (calls),5094.17,5127.77,5095.0,5080.0,5110.0,85.0,15.27,14.95,105.4,85.0,21.25,42.5,63.75,WIN,expiration,120.0,-2140.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0
2024-05-03,2024-05-10,SPX,7,0.15,Inverse Butterfly 1-2-1 (calls),5131.33,5222.04,5130.0,5115.0,5145.0,175.0,13.82,12.09,85.9,175.0,43.75,87.5,131.25,WIN,expiration,290.0,-2820.0,60.0,80.0,43.75,43.75,87.5,87.5,60.0,131.25
2024-05-10,2024-05-17,SPX,7,0.15,Inverse Butterfly 1-2-1 (calls),5237.51,5303.89,5240.0,5230.0,5250.0,90.0,12.89,10.91,79.1,90.0,22.5,45.0,67.5,WIN,expiration,255.0,-3100.0,40.0,45.0,22.5,22.5,45.0,45.0,67.5,67.5
2024-05-17,2024-05-24,SPX,7,0.15,Inverse Butterfly 1-2-1 (calls),5298.56,5304.7,5300.0,5290.0,5310.0,60.0,12.36,9.78,71.7,-470.0,15.0,30.0,-470.0,LOSS,expiration,40.0,-960.0,15.0,-0.0,15.0,15.0,15.0,30.0,15.0,-0.0
2024-05-24,2024-05-31,SPX,7,0.15,Inverse Butterfly 1-2-1 (calls),5282.08,5280.01,5280.0,5270.0,5290.0,70.0,12.59,9.26,67.8,-929.0,17.5,35.0,52.5,LOSS,expiration,75.0,-1490.0,0.0,0.0,17.5,17.5,35.0,35.0,52.5,52.5
2024-05-31,2024-06-07,SPX,7,0.15,Inverse Butterfly 1-2-1 (calls),5239.0,5346.3,5240.0,5225.0,5255.0,105.0,13.69,11.54,83.7,105.0,26.25,52.5,78.75,WIN,expiration,185.0,-2060.0,60.0,55.0,26.25,26.25,52.5,52.5,78.75,78.75
2024-06-07,2024-06-14,SPX,7,0.15,Inverse Butterfly 1-2-1 (calls),5347.82,5432.35,5350.0,5335.0,5365.0,90.0,12.58,12.76,94.5,90.0,22.5,45.0,67.5,WIN,expiration,200.0,-1830.0,0.0,-10.0,0.0,22.5,0.0,45.0,0.0,67.5
2024-06-21,2024-06-28,SPX,7,0.15,Inverse Butterfly 1-2-1 (calls),5459.93,5459.16,5460.0,5450.0,5470.0,55.0,13.61,10.95,82.8,-861.0,13.75,27.5,41.25,LOSS,expiration,345.0,-1610.0,5.0,25.0,13.75,13.75,5.0,25.0,5.0,25.0
2024-06-28,2024-07-05,SPX,7,0.15,Inverse Butterfly 1-2-1 (calls),5501.89,5566.69,5500.0,5490.0,5510.0,60.0,12.3,9.59,73.0,60.0,15.0,30.0,45.0,WIN,expiration,100.0,-2800.0,-20.0,-25.0,-20.0,-25.0,-20.0,-25.0,-20.0,-25.0
2024-07-05,2024-07-12,SPX,7,0.15,Inverse Butterfly 1-2-1 (calls),5545.13,5615.93,5545.0,5535.0,5555.0,60.0,12.17,9.68,74.3,60.0,15.0,30.0,45.0,WIN,expiration,175.0,-2000.0,-35.0,85.0,15.0,15.0,30.0,30.0,45.0,45.0
2024-07-12,2024-07-19,SPX,7,0.15,Inverse Butterfly 1-2-1 (calls),5608.55,5505.73,5610.0,5600.0,5620.0,15.0,12.33,9.08,70.5,15.0,3.75,7.5,11.25,WIN,expiration,180.0,-3450.0,-20.0,50.0,3.75,3.75,7.5,7.5,11.25,11.25
2024-07-19,2024-07-26,SPX,7,0.15,Inverse Butterfly 1-2-1 (calls),5546.86,5459.51,5545.0,5530.0,5560.0,90.0,15.96,12.48,95.9,90.0,90.0,90.0,90.0,WIN,expiration,90.0,-590.0,-20.0,-10.0,90.0,90.0,90.0,90.0,90.0,90.0
2024-08-02,2024-08-08,SPX,6,0.15,Inverse Butterfly 1-2-1 (calls),5355.7,5318.59,5355.0,5330.0,5380.0,160.0,21.55,22.16,152.2,160.0,40.0,80.0,120.0,WIN,expiration,545.0,-5450.0,545.0,545.0,40.0,40.0,80.0,80.0,120.0,120.0
2024-08-09,2024-08-16,SPX,7,0.15,Inverse Butterfly 1-2-1 (calls),5306.78,5554.22,5305.0,5280.0,5330.0,140.0,24.06,23.1,169.8,140.0,35.0,70.0,105.0,WIN,expiration,485.0,-4030.0,-40.0,35.0,35.0,35.0,-40.0,70.0,-40.0,35.0
2024-08-16,2024-08-23,SPX,7,0.15,Inverse Butterfly 1-2-1 (calls),5535.25,5633.31,5535.0,5520.0,5550.0,135.0,15.38,13.01,99.8,135.0,33.75,67.5,101.25,WIN,expiration,290.0,-4970.0,40.0,65.0,33.75,33.75,67.5,67.5,40.0,101.25
2024-08-23,2024-08-30,SPX,7,0.15,Inverse Butterfly 1-2-1 (calls),5608.63,5646.96,5610.0,5595.0,5625.0,525.0,16.86,13.67,106.2,525.0,131.25,262.5,393.75,WIN,expiration,460.0,-4370.0,450.0,435.0,131.25,131.25,262.5,262.5,393.75,393.75
2024-09-06,2024-09-13,SPX,7,0.15,Inverse Butterfly 1-2-1 (calls),5486.27,5625.53,5485.0,5465.0,5505.0,110.0,20.17,17.4,132.2,110.0,27.5,55.0,82.5,WIN,expiration,245.0,-3960.0,-20.0,-30.0,-20.0,-30.0,-20.0,-30.0,-20.0,-30.0
2024-09-13,2024-09-20,SPX,7,0.15,Inverse Butterfly 1-2-1 (calls),5616.5,5702.51,5615.0,5595.0,5635.0,400.0,16.83,16.07,125.0,400.0,100.0,200.0,300.0,WIN,expiration,570.0,-3020.0,265.0,-25.0,100.0,100.0,200.0,200.0,265.0,300.0
2024-09-20,2024-09-27,SPX,7,0.15,Inverse Butterfly 1-2-1 (calls),5692.9,5737.26,5695.0,5680.0,5710.0,95.0,16.32,12.03,94.8,95.0,23.75,47.5,71.25,WIN,expiration,115.0,-3130.0,-5.0,-110.0,-5.0,23.75,-5.0,47.5,-5.0,71.25
2024-09-27,2024-10-04,SPX,7,0.15,Inverse Butterfly 1-2-1 (calls),5751.94,5749.63,5750.0,5735.0,5765.0,95.0,15.48,12.38,98.6,-1368.0,23.75,47.5,71.25,LOSS,expiration,105.0,-3270.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
2024-10-04,2024-10-11,SPX,7,0.15,Inverse Butterfly 1-2-1 (calls),5720.73,5814.91,5720.0,5700.0,5740.0,145.0,19.69,15.65,124.0,145.0,36.25,72.5,108.75,WIN,expiration,255.0,-3150.0,20.0,-10.0,36.25,36.25,72.5,72.5,108.75,108.75
2024-10-11,2024-10-18,SPX,7,0.15,Inverse Butterfly 1-2-1 (calls),5793.98,5864.52,5795.0,5780.0,5810.0,295.0,20.6,10.72,86.0,295.0,73.75,147.5,221.25,WIN,expiration,535.0,-2240.0,210.0,205.0,73.75,73.75,147.5,147.5,210.0,221.25
2024-10-18,2024-10-25,SPX,7,0.15,Inverse Butterfly 1-2-1 (calls),5851.48,5808.0,5850.0,5835.0,5865.0,95.0,18.85,10.48,84.9,95.0,23.75,47.5,95.0,WIN,expiration,95.0,-680.0,-15.0,-70.0,-15.0,23.75,-15.0,47.5,-15.0,-70.0
2024-11-01,2024-11-08,SPX,7,0.15,Inverse Butterfly 1-2-1 (calls),5749.02,5996.62,5750.0,5725.0,5775.0,310.0,21.61,22.67,180.4,310.0,77.5,155.0,232.5,WIN,expiration,650.0,-4530.0,280.0,35.0,77.5,77.5,155.0,155.0,232.5,232.5
2024-11-08,2024-11-15,SPX,7,0.15,Inverse Butterfly 1-2-1 (calls),5988.72,5869.75,5990.0,5980.0,6000.0,90.0,14.79,9.92,82.3,90.0,22.5,45.0,90.0,WIN,expiration,95.0,-890.0,45.0,35.0,22.5,22.5,45.0,45.0,45.0,35.0
2024-11-15,2024-11-22,SPX,7,0.15,Inverse Butterfly 1-2-1 (calls),5900.51,5968.26,5900.0,5885.0,5915.0,85.0,14.96,12.83,104.8,85.0,21.25,42.5,63.75,WIN,expiration,205.0,-1500.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
2024-11-29,2024-12-06,SPX,7,0.15,Inverse Butterfly 1-2-1 (calls),6019.0,6088.76,6020.0,6010.0,6030.0,50.0,13.67,9.01,75.1,50.0,12.5,25.0,37.5,WIN,expiration,190.0,-2700.0,0.0,45.0,0.0,12.5,0.0,25.0,0.0,37.5
2024-12-13,2024-12-20,SPX,7,0.15,Inverse Butterfly 1-2-1 (calls),6068.64,5932.8,6070.0,6060.0,6080.0,55.0,13.46,9.35,78.6,55.0,13.75,27.5,41.25,WIN,expiration,70.0,-1860.0,-25.0,-5.0,-25.0,-5.0,-25.0,-5.0,-25.0,-5.0
2024-12-20,2024-12-27,SPX,7,0.15,Inverse Butterfly 1-2-1 (calls),5846.0,5972.25,5845.0,5825.0,5865.0,120.0,22.35,17.35,140.5,120.0,30.0,60.0,90.0,WIN,expiration,200.0,-3190.0,-35.0,65.0,30.0,30.0,60.0,60.0,90.0,90.0
2024-12-27,2025-01-03,SPX,7,0.15,Inverse Butterfly 1-2-1 (calls),5992.41,5941.88,5990.0,5975.0,6005.0,75.0,16.47,11.73,97.4,75.0,18.75,37.5,56.25,WIN,expiration,75.0,-280.0,10.0,-10.0,10.0,18.75,10.0,-10.0,10.0,-10.0
