Opened,pp_Closed,pp_Premium,pp_PnL,pp_Fees,cc_Closed,cc_Premium,cc_PnL,cc_Fees,combined_premium,combined_pnl_final,combined_fees,Closed,trade_id
2021-08-27,2021-09-09,2125,921.92,5.08,2021-09-09,625,-325.54,2.54,2750,596.3799999999999,7.62,2021-09-09,16
2021-09-03,2021-09-16,2190,39.92,5.08,2021-09-16,670,-612.54,2.54,2860,-572.62,7.62,2021-09-16,17
2021-09-10,2021-09-23,1950,761.92,5.08,2021-09-23,760,-445.54,2.54,2710,316.37999999999994,7.62,2021-09-23,18
2021-09-17,2021-09-30,2195,946.92,5.08,2021-09-30,625,-553.54,2.54,2820,393.38,7.62,2021-09-30,19
2021-09-24,2021-10-07,2090,804.92,5.08,2021-10-07,680,-555.54,2.54,2770,249.38,7.62,2021-10-07,20
2021-10-01,2021-10-14,2425,-966.08,5.08,2021-10-14,680,392.46,2.54,3105,-573.6200000000001,7.62,2021-10-14,21
2021-10-08,2021-10-21,2265,-1838.08,5.08,2021-10-21,775,102.46,2.54,3040,-1735.62,7.62,2021-10-21,22
2021-10-15,2021-10-28,2140,-1138.08,5.08,2021-10-28,675,1047.46,2.54,2815,-90.61999999999989,7.62,2021-10-28,23
2021-10-22,2021-11-04,2130,-1376.08,5.08,2021-11-04,620,492.46,2.54,2750,-883.6199999999999,7.62,2021-11-04,24
2021-10-29,2021-11-11,2205,-133.08,5.08,2021-11-11,705,907.46,2.54,2910,774.38,7.62,2021-11-11,25
2021-11-05,2021-11-18,1660,221.92,5.08,2021-11-18,410,-267.54,2.54,2070,-45.62000000000003,7.62,2021-11-18,26
2021-11-12,2021-11-26,2630,3144.92,5.08,2021-11-26,785,-577.54,2.54,3415,2567.38,7.62,2021-11-26,27
2021-11-19,2021-12-02,2570,2299.92,5.08,2021-12-02,885,-715.54,2.54,3455,1584.38,7.62,2021-12-02,28
2021-11-26,2021-12-09,2685,49.92,5.08,2021-12-09,1010,392.46,2.54,3695,442.38,7.62,2021-12-09,29
2021-12-03,2021-12-16,2320,-1361.08,5.08,2021-12-16,690,1222.46,2.54,3010,-138.6199999999999,7.62,2021-12-16,30
2021-12-10,2021-12-23,2435,-311.08,5.08,2021-12-23,875,-295.54,2.54,3310,-606.62,7.62,2021-12-23,31
2021-12-17,2021-12-30,2835,-2330.08,5.08,2021-12-30,865,672.46,2.54,3700,-1657.62,7.62,2021-12-30,32
2021-12-31,2022-01-13,1965,984.92,5.08,2022-01-13,610,-562.54,2.54,2575,422.38,7.62,2022-01-13,33
2022-01-07,2022-01-20,2705,929.92,5.08,2022-01-20,890,-867.54,2.54,3595,62.379999999999995,7.62,2022-01-20,34
2022-01-14,2022-01-27,2375,79.92,5.08,2022-01-27,725,-700.54,2.54,3100,-620.62,7.62,2022-01-27,35
2022-01-21,2022-02-03,2850,794.92,5.08,2022-02-03,850,229.46,2.54,3700,1024.3799999999999,7.62,2022-02-03,36
2022-01-28,2022-02-10,3120,209.92,5.08,2022-02-10,870,859.46,2.54,3990,1069.38,7.62,2022-02-10,37
2022-02-04,2022-02-17,2435,1804.92,5.08,2022-02-17,675,-643.54,2.54,3110,1161.38,7.62,2022-02-17,38
2022-02-11,2022-02-24,3000,811.92,5.08,2022-02-24,950,-877.54,2.54,3950,-65.62,7.62,2022-02-24,39
2022-02-18,2022-03-03,3010,3159.92,5.08,2022-03-03,935,-420.54,2.54,3945,2739.38,7.62,2022-03-03,40
2022-02-25,2022-03-10,3770,1376.92,5.08,2022-03-10,1345,-1232.54,2.54,5115,144.3800000000001,7.62,2022-03-10,41
2022-03-04,2022-03-17,3265,-345.08,5.08,2022-03-17,1230,167.46,2.54,4495,-177.61999999999998,7.62,2022-03-17,42
2022-03-11,2022-03-24,3460,-2996.08,5.08,2022-03-24,1090,717.46,2.54,4550,-2278.62,7.62,2022-03-24,43
2022-03-18,2022-03-31,2780,-1030.08,5.08,2022-03-31,800,787.46,2.54,3580,-242.6199999999999,7.62,2022-03-31,44
2022-03-25,2022-04-07,2360,661.92,5.08,2022-04-07,740,-555.54,2.54,3100,106.38,7.62,2022-04-07,45
2022-04-01,2022-04-14,2875,606.92,5.08,2022-04-14,840,-830.54,2.54,3715,-223.62,7.62,2022-04-14,46
2022-04-08,2022-04-21,2825,729.92,5.08,2022-04-21,890,-837.54,2.54,3715,-107.62,7.62,2022-04-21,47
2022-04-29,2022-05-12,2990,2099.92,5.08,2022-05-12,925,-883.54,2.54,3915,1216.38,7.62,2022-05-12,48
2022-05-06,2022-05-19,3120,1289.92,5.08,2022-05-19,995,-965.54,2.54,4115,324.3800000000001,7.62,2022-05-19,49
2022-05-13,2022-05-26,2770,871.92,5.08,2022-05-26,895,-265.54,2.54,3665,606.3799999999999,7.62,2022-05-26,50
2022-05-20,2022-06-02,3145,-2798.08,5.08,2022-06-02,1040,942.46,2.54,4185,-1855.62,7.62,2022-06-02,51
2022-05-27,2022-06-09,3655,1374.92,5.08,2022-06-09,1375,-1210.54,2.54,5030,164.3800000000001,7.62,2022-06-09,52
2022-06-03,2022-06-16,2560,-1915.08,5.08,2022-06-16,900,-885.54,2.54,3460,-2800.62,7.62,2022-06-16,53
2022-06-10,2022-06-23,3085,944.92,5.08,2022-06-23,1010,-935.54,2.54,4095,9.379999999999995,7.62,2022-06-23,54
2022-06-24,2022-07-07,3315,921.92,5.08,2022-07-07,1205,-852.54,2.54,4520,69.38,7.62,2022-07-07,55
2022-07-01,2022-07-14,2780,894.92,5.08,2022-07-14,1005,-790.54,2.54,3785,104.38,7.62,2022-07-14,56
2022-07-08,2022-07-21,3470,-681.08,5.08,2022-07-21,1275,937.46,2.54,4745,256.38,7.62,2022-07-21,57
2022-07-15,2022-07-28,2305,-1766.08,5.08,2022-07-28,750,1307.46,2.54,3055,-458.6199999999999,7.62,2022-07-28,58
2022-07-29,2022-08-11,2375,-313.08,5.08,2022-08-11,800,327.46,2.54,3175,14.379999999999995,7.62,2022-08-11,59
2022-08-05,2022-08-18,2670,-1958.08,5.08,2022-08-18,950,1502.46,2.54,3620,-455.6199999999999,7.62,2022-08-18,60
2022-08-12,2022-08-25,2495,719.92,5.08,2022-08-25,885,-800.54,2.54,3380,-80.62,7.62,2022-08-25,61
2022-08-19,2022-09-01,2040,-1010.08,5.08,2022-09-01,670,-670.54,2.54,2710,-1680.62,7.62,2022-09-01,62
2022-08-26,2022-09-08,3070,389.92,5.08,2022-09-08,1130,-960.54,2.54,4200,-570.6199999999999,7.62,2022-09-08,63
2022-09-09,2022-09-22,2340,-660.08,5.08,2022-09-22,800,-795.54,2.54,3140,-1455.62,7.62,2022-09-22,64
2022-09-16,2022-09-29,2425,1499.92,5.08,2022-09-29,935,-915.54,2.54,3360,584.3800000000001,7.62,2022-09-29,65
2022-09-23,2022-10-06,2975,1016.92,5.08,2022-10-06,1145,477.46,2.54,4120,1494.3799999999999,7.62,2022-10-06,66
2022-09-30,2022-10-13,2655,1064.92,5.08,2022-10-13,930,1004.46,2.54,3585,2069.38,7.62,2022-10-13,67
2022-10-07,2022-10-20,2615,1121.92,5.08,2022-10-20,995,-200.54,2.54,3610,921.3800000000001,7.62,2022-10-20,68
2022-10-21,2022-11-03,3660,499.92,5.08,2022-11-03,1375,-967.54,2.54,5035,-467.61999999999995,7.62,2022-11-03,69
2022-10-28,2022-11-10,2230,1106.92,5.08,2022-11-10,840,-10.54,2.54,3070,1096.38,7.62,2022-11-10,70
2022-11-04,2022-11-17,1620,-1093.08,5.08,2022-11-17,660,1622.46,2.54,2280,529.3800000000001,7.62,2022-11-17,71
2022-11-11,2022-11-25,2820,138.92,5.08,2022-11-25,1040,-770.54,2.54,3860,-631.62,7.62,2022-11-25,72
2022-11-18,2022-12-01,2370,-1478.08,5.08,2022-12-01,935,727.46,2.54,3305,-750.6199999999999,7.62,2022-12-01,73
2022-11-25,2022-12-08,4060,2109.92,5.08,2022-12-08,1725,-1110.54,2.54,5785,999.3800000000001,7.62,2022-12-08,74
2022-12-02,2022-12-15,1135,899.92,5.08,2022-12-15,375,-355.54,2.54,1510,544.3799999999999,7.62,2022-12-15,75
2022-12-09,2022-12-22,1370,639.92,5.08,2022-12-22,570,-540.54,2.54,1940,99.38,7.62,2022-12-22,76
2022-12-16,2022-12-29,2420,739.92,5.08,2022-12-29,940,-625.54,2.54,3360,114.38,7.62,2022-12-29,77
2022-12-23,2023-01-05,3780,631.92,5.08,2023-01-05,1560,-782.54,2.54,5340,-150.62,7.62,2023-01-05,78
2022-12-30,2023-01-12,1630,-1101.08,5.08,2023-01-12,660,1412.46,2.54,2290,311.3800000000001,7.62,2023-01-12,79
2023-01-06,2023-01-19,1815,581.92,5.08,2023-01-19,755,-552.54,2.54,2570,29.379999999999995,7.62,2023-01-19,80
2023-01-13,2023-01-26,3300,201.92,5.08,2023-01-26,1425,909.46,2.54,4725,1111.38,7.62,2023-01-26,81
2023-01-20,2023-02-02,1470,-979.08,5.08,2023-02-02,515,1172.46,2.54,1985,193.38,7.62,2023-02-02,82
2023-01-27,2023-02-09,2245,2809.92,5.08,2023-02-09,770,109.46,2.54,3015,2919.38,7.62,2023-02-09,83
2023-02-03,2023-02-16,1255,914.92,5.08,2023-02-16,525,-438.54,2.54,1780,476.37999999999994,7.62,2023-02-16,84
2023-02-10,2023-02-23,1770,184.92,5.08,2023-02-23,640,-620.54,2.54,2410,-435.62,7.62,2023-02-23,85
2023-02-17,2023-03-02,2615,164.92,5.08,2023-03-02,1030,-965.54,2.54,3645,-800.62,7.62,2023-03-02,86
2023-02-24,2023-03-09,2680,1544.92,5.08,2023-03-09,985,-555.54,2.54,3665,989.3800000000001,7.62,2023-03-09,87
2023-03-03,2023-03-16,2560,1724.92,5.08,2023-03-16,1020,-892.54,2.54,3580,832.3800000000001,7.62,2023-03-16,88
2023-03-10,2023-03-23,1760,629.92,5.08,2023-03-23,630,897.46,2.54,2390,1527.38,7.62,2023-03-23,89
2023-03-17,2023-03-30,1460,-848.08,5.08,2023-03-30,655,1172.46,2.54,2115,324.38,7.62,2023-03-30,90
2023-03-24,2023-04-06,2850,-2274.08,5.08,2023-04-06,1210,2432.46,2.54,4060,158.3800000000001,7.62,2023-04-06,91
2023-03-31,2023-04-13,1710,-103.08,5.08,2023-04-13,725,64.46,2.54,2435,-38.620000000000005,7.62,2023-04-13,92
2023-04-14,2023-04-27,2650,559.92,5.08,2023-04-27,1155,-707.54,2.54,3805,-147.62,7.62,2023-04-27,93
2023-04-21,2023-05-04,1680,1249.92,5.08,2023-05-04,565,-485.54,2.54,2245,764.3800000000001,7.62,2023-05-04,94
2023-04-28,2023-05-11,1510,269.92,5.08,2023-05-11,520,-463.54,2.54,2030,-193.62,7.62,2023-05-11,95
2023-05-05,2023-05-18,1680,-390.08,5.08,2023-05-18,670,627.46,2.54,2350,237.38000000000005,7.62,2023-05-18,96
2023-05-12,2023-05-25,1960,631.92,5.08,2023-05-25,700,732.46,2.54,2660,1364.38,7.62,2023-05-25,97
2023-05-19,2023-06-01,1555,-5.08,5.08,2023-06-01,625,-137.54,2.54,2180,-142.62,7.62,2023-06-01,98
2023-05-26,2023-06-08,2010,-1098.08,5.08,2023-06-08,785,919.46,2.54,2795,-178.6199999999999,7.62,2023-06-08,99
2023-06-09,2023-06-22,1140,-596.08,5.08,2023-06-22,515,954.46,2.54,1655,358.38,7.62,2023-06-22,100
2023-06-16,2023-06-29,1385,-80.08,5.08,2023-06-29,545,-490.54,2.54,1930,-570.62,7.62,2023-06-29,101
2023-06-23,2023-07-06,1555,-73.08,5.08,2023-07-06,645,852.46,2.54,2200,779.38,7.62,2023-07-06,102
2023-06-30,2023-07-13,1180,-206.08,5.08,2023-07-13,645,892.46,2.54,1825,686.38,7.62,2023-07-13,103
2023-07-07,2023-07-20,1910,-1286.08,5.08,2023-07-20,855,1107.46,2.54,2765,-178.6199999999999,7.62,2023-07-20,104
2023-07-14,2023-07-27,1165,624.92,5.08,2023-07-27,540,29.46,2.54,1705,654.38,7.62,2023-07-27,105
2023-07-21,2023-08-03,1305,766.92,5.08,2023-08-03,590,-453.54,2.54,1895,313.37999999999994,7.62,2023-08-03,106
2023-07-28,2023-08-10,1485,254.92,5.08,2023-08-10,565,-550.54,2.54,2050,-295.62,7.62,2023-08-10,107
2023-08-04,2023-08-17,1710,481.92,5.08,2023-08-17,790,-760.54,2.54,2500,-278.61999999999995,7.62,2023-08-17,108
2023-08-11,2023-08-24,1580,304.92,5.08,2023-08-24,645,-603.54,2.54,2225,-298.61999999999995,7.62,2023-08-24,109
2023-08-18,2023-08-31,1500,-1234.08,5.08,2023-08-31,535,942.46,2.54,2035,-291.6199999999999,7.62,2023-08-31,110
2023-08-25,2023-09-07,1875,-103.08,5.08,2023-09-07,780,64.46,2.54,2655,-38.620000000000005,7.62,2023-09-07,111
2023-09-01,2023-09-14,1665,1.92,5.08,2023-09-14,685,-528.54,2.54,2350,-526.62,7.62,2023-09-14,112
2023-09-08,2023-09-21,1445,634.92,5.08,2023-09-21,595,-578.54,2.54,2040,56.379999999999995,7.62,2023-09-21,113
2023-09-15,2023-09-28,1440,-320.08,5.08,2023-09-28,705,-688.54,2.54,2145,-1008.6199999999999,7.62,2023-09-28,114
2023-09-22,2023-10-05,1700,529.92,5.08,2023-10-05,850,-758.54,2.54,2550,-228.62,7.62,2023-10-05,115
2023-09-29,2023-10-12,1730,44.92,5.08,2023-10-12,790,399.46,2.54,2520,444.38,7.62,2023-10-12,116
2023-10-06,2023-10-19,1670,1799.92,5.08,2023-10-19,795,-598.54,2.54,2465,1201.38,7.62,2023-10-19,117
2023-10-13,2023-10-26,2035,524.92,5.08,2023-10-26,880,-868.54,2.54,2915,-343.62,7.62,2023-10-26,118
2023-10-27,2023-11-09,2390,-2111.08,5.08,2023-11-09,865,107.46,2.54,3255,-2003.62,7.62,2023-11-09,119
2023-11-03,2023-11-16,1240,-1029.08,5.08,2023-11-16,545,837.46,2.54,1785,-191.6199999999999,7.62,2023-11-16,120
2023-11-10,2023-11-24,1660,-1484.08,5.08,2023-11-24,685,257.46,2.54,2345,-1226.62,7.62,2023-11-24,121
2023-11-17,2023-11-30,1610,-195.08,5.08,2023-11-30,765,372.46,2.54,2375,177.37999999999997,7.62,2023-11-30,122
2023-11-24,2023-12-07,1805,426.92,5.08,2023-12-07,825,397.46,2.54,2630,824.38,7.62,2023-12-07,123
2023-12-01,2023-12-14,1000,-698.08,5.08,2023-12-14,520,1042.46,2.54,1520,344.38,7.62,2023-12-14,124
2023-12-08,2023-12-21,870,-416.08,5.08,2023-12-21,555,1252.46,2.54,1425,836.3800000000001,7.62,2023-12-21,125
2023-12-15,2023-12-28,1330,-583.08,5.08,2023-12-28,705,1152.46,2.54,2035,569.38,7.62,2023-12-28,126
2023-12-22,2024-01-04,1560,84.92,5.08,2024-01-04,790,-725.54,2.54,2350,-640.62,7.62,2024-01-04,127
2023-12-29,2024-01-11,1185,351.92,5.08,2024-01-11,620,-415.54,2.54,1805,-63.620000000000005,7.62,2024-01-11,128
2024-01-05,2024-01-18,1485,-566.08,5.08,2024-01-18,740,1072.46,2.54,2225,506.38,7.62,2024-01-18,129
2024-01-12,2024-01-25,1900,-938.08,5.08,2024-01-25,930,1567.46,2.54,2830,629.38,7.62,2024-01-25,130
2024-01-19,2024-02-01,1205,109.92,5.08,2024-02-01,575,702.46,2.54,1780,812.38,7.62,2024-02-01,131
2024-01-26,2024-02-08,1430,-816.08,5.08,2024-02-08,670,1417.46,2.54,2100,601.38,7.62,2024-02-08,132
2024-02-02,2024-02-15,1185,131.92,5.08,2024-02-15,620,564.46,2.54,1805,696.38,7.62,2024-02-15,133
2024-02-09,2024-02-22,1500,-83.08,5.08,2024-02-22,730,967.46,2.54,2230,884.38,7.62,2024-02-22,134
2024-02-16,2024-02-29,1760,-731.08,5.08,2024-02-29,890,1007.46,2.54,2650,276.38,7.62,2024-02-29,135
2024-02-23,2024-03-07,1540,368.92,5.08,2024-03-07,690,837.46,2.54,2230,1206.38,7.62,2024-03-07,136
2024-03-08,2024-03-21,1000,-573.08,5.08,2024-03-21,600,1187.46,2.54,1600,614.38,7.62,2024-03-21,137
2024-03-15,2024-03-28,1695,-1349.08,5.08,2024-03-28,830,1487.46,2.54,2525,138.3800000000001,7.62,2024-03-28,138
2024-03-22,2024-04-04,1915,824.92,5.08,2024-04-04,915,-810.54,2.54,2830,14.379999999999995,7.62,2024-04-04,139
2024-04-05,2024-04-18,1660,349.92,5.08,2024-04-18,915,-890.54,2.54,2575,-540.6199999999999,7.62,2024-04-18,140
2024-04-12,2024-04-25,2020,424.92,5.08,2024-04-25,985,-905.54,2.54,3005,-480.61999999999995,7.62,2024-04-25,141
2024-04-19,2024-05-02,1860,-538.08,5.08,2024-05-02,770,567.46,2.54,2630,29.379999999999995,7.62,2024-05-02,142
2024-04-26,2024-05-09,1975,-1148.08,5.08,2024-05-09,815,1369.46,2.54,2790,221.3800000000001,7.62,2024-05-09,143
2024-05-03,2024-05-16,1680,-1476.08,5.08,2024-05-16,905,737.46,2.54,2585,-738.6199999999999,7.62,2024-05-16,144
2024-05-10,2024-05-23,1120,283.92,5.08,2024-05-23,550,52.46,2.54,1670,336.38,7.62,2024-05-23,145
2024-05-17,2024-05-30,1685,699.92,5.08,2024-05-30,905,-810.54,2.54,2590,-110.62,7.62,2024-05-30,146
2024-05-24,2024-06-06,2200,176.92,5.08,2024-06-06,1105,967.46,2.54,3305,1144.38,7.62,2024-06-06,147
2024-05-31,2024-06-13,1080,-857.08,5.08,2024-06-13,580,567.46,2.54,1660,-289.62,7.62,2024-06-13,148
2024-06-07,2024-06-20,1375,-736.08,5.08,2024-06-20,725,1472.46,2.54,2100,736.38,7.62,2024-06-20,149
2024-06-14,2024-06-27,1245,-71.08,5.08,2024-06-27,775,449.46,2.54,2020,378.38,7.62,2024-06-27,150
2024-06-21,2024-07-05,2130,-1526.08,5.08,2024-07-05,1075,1564.46,2.54,3205,38.38000000000011,7.62,2024-07-05,151
2024-06-28,2024-07-11,1340,-736.08,5.08,2024-07-11,650,1512.46,2.54,1990,776.38,7.62,2024-07-11,152
2024-07-05,2024-07-18,1465,1219.92,5.08,2024-07-18,770,-357.54,2.54,2235,862.3800000000001,7.62,2024-07-18,153
2024-07-19,2024-08-01,1655,1594.92,5.08,2024-08-01,680,-455.54,2.54,2335,1139.38,7.62,2024-08-01,154
2024-07-26,2024-08-08,2005,2649.92,5.08,2024-08-08,780,-705.54,2.54,2785,1944.38,7.62,2024-08-08,155
2024-08-09,2024-08-22,2320,-1648.08,5.08,2024-08-22,1120,1442.46,2.54,3440,-205.6199999999999,7.62,2024-08-22,156
2024-08-23,2024-09-05,1975,659.92,5.08,2024-09-05,860,-810.54,2.54,2835,-150.62,7.62,2024-09-05,157
2024-08-30,2024-09-12,2115,1651.92,5.08,2024-09-12,955,-545.54,2.54,3070,1106.38,7.62,2024-09-12,158
2024-09-06,2024-09-19,2110,-1801.08,5.08,2024-09-19,755,712.46,2.54,2865,-1088.62,7.62,2024-09-19,159
2024-09-13,2024-09-26,2270,-926.08,5.08,2024-09-26,1085,1947.46,2.54,3355,1021.38,7.62,2024-09-26,160
2024-09-20,2024-10-03,1990,2216.92,5.08,2024-10-03,905,-452.54,2.54,2895,1764.38,7.62,2024-10-03,161
2024-09-27,2024-10-10,1820,1131.92,5.08,2024-10-10,785,-140.54,2.54,2605,991.3800000000001,7.62,2024-10-10,162
2024-10-04,2024-10-17,2025,-813.08,5.08,2024-10-17,865,1112.46,2.54,2890,299.38,7.62,2024-10-17,163
2024-10-11,2024-10-24,2940,656.92,5.08,2024-10-24,1370,-865.54,2.54,4310,-208.62,7.62,2024-10-24,164
2024-10-18,2024-10-31,4865,1689.92,5.08,2024-10-31,2415,-2022.54,2.54,7280,-332.6199999999999,7.62,2024-10-31,165
2024-10-25,2024-11-07,2150,-1306.08,5.08,2024-11-07,700,1747.46,2.54,2850,441.3800000000001,7.62,2024-11-07,166
2024-11-08,2024-11-21,1320,669.92,5.08,2024-11-21,720,-670.54,2.54,2040,-0.6200000000000045,7.62,2024-11-21,167
2024-11-15,2024-11-29,2510,-2157.08,5.08,2024-11-29,1040,1057.46,2.54,3550,-1099.62,7.62,2024-11-29,168
2024-11-22,2024-12-05,2210,-1511.08,5.08,2024-12-05,980,982.46,2.54,3190,-528.6199999999999,7.62,2024-12-05,169
2024-11-29,2024-12-12,2075,426.92,5.08,2024-12-12,1080,-560.54,2.54,3155,-133.61999999999995,7.62,2024-12-12,170
2024-12-06,2024-12-19,1060,254.92,5.08,2024-12-19,575,-575.54,2.54,1635,-320.62,7.62,2024-12-19,171
2024-12-20,2025-01-02,2525,-78.08,5.08,2025-01-02,1285,-1158.54,2.54,3810,-1236.62,7.62,2025-01-02,172
2024-12-27,2025-01-10,2210,1426.92,5.08,2025-01-10,930,-880.54,2.54,3140,546.3800000000001,7.62,2025-01-10,173
2025-01-03,2025-01-16,1890,834.92,5.08,2025-01-16,795,-370.54,2.54,2685,464.37999999999994,7.62,2025-01-16,174
2025-01-10,2025-01-23,2960,-2642.08,5.08,2025-01-23,1200,317.46,2.54,4160,-2324.62,7.62,2025-01-23,175
2025-01-17,2025-01-30,2065,1079.92,5.08,2025-01-30,970,357.46,2.54,3035,1437.38,7.62,2025-01-30,176
2025-01-24,2025-02-06,1965,1011.92,5.08,2025-02-06,920,-755.54,2.54,2885,256.38,7.62,2025-02-06,177
2025-01-31,2025-02-13,1675,35.92,5.08,2025-02-13,670,-90.54,2.54,2345,-54.620000000000005,7.62,2025-02-13,178
2025-02-07,2025-02-20,2470,-698.08,5.08,2025-02-20,1085,997.46,2.54,3555,299.38,7.62,2025-02-20,179
2025-02-14,2025-02-27,2065,339.92,5.08,2025-02-27,940,-915.54,2.54,3005,-575.6199999999999,7.62,2025-02-27,180
2025-02-21,2025-03-06,2190,1744.92,5.08,2025-03-06,855,-845.54,2.54,3045,899.3800000000001,7.62,2025-03-06,181
2025-02-28,2025-03-13,2595,-1025.08,5.08,2025-03-13,1045,-1035.54,2.54,3640,-2060.62,7.62,2025-03-13,182
2025-03-07,2025-03-20,2330,-95.08,5.08,2025-03-20,945,-932.54,2.54,3275,-1027.62,7.62,2025-03-20,183
2025-03-14,2025-03-27,3175,429.92,5.08,2025-03-27,1375,474.46,2.54,4550,904.38,7.62,2025-03-27,184
2025-03-28,2025-04-10,1955,4459.92,5.08,2025-04-10,780,-620.54,2.54,2735,3839.38,7.62,2025-04-10,185
2025-04-04,2025-04-17,3180,943.92,5.08,2025-04-17,1325,-265.54,2.54,4505,678.3799999999999,7.62,2025-04-17,186
2025-04-25,2025-05-08,3310,-1010.08,5.08,2025-05-08,1140,2332.46,2.54,4450,1322.38,7.62,2025-05-08,187
2025-05-09,2025-05-22,2890,-1735.08,5.08,2025-05-22,1005,2667.46,2.54,3895,932.3800000000001,7.62,2025-05-22,188
2025-05-23,2025-06-05,3130,-1283.08,5.08,2025-06-05,1055,1162.46,2.54,4185,-120.61999999999989,7.62,2025-06-05,189
2025-05-30,2025-06-12,2675,-618.08,5.08,2025-06-12,1030,1642.46,2.54,3705,1024.38,7.62,2025-06-12,190
2025-06-13,2025-06-26,2285,-1761.08,5.08,2025-06-26,1075,1642.46,2.54,3360,-118.61999999999989,7.62,2025-06-26,191
2025-06-20,2025-07-03,3385,-3084.08,5.08,2025-07-03,1370,-282.54,2.54,4755,-3366.62,7.62,2025-07-03,192
2025-06-27,2025-07-10,2650,-1546.08,5.08,2025-07-10,1165,1697.46,2.54,3815,151.3800000000001,7.62,2025-07-10,193
2025-07-11,2025-07-24,3480,-1356.08,5.08,2025-07-24,1645,1537.46,2.54,5125,181.3800000000001,7.62,2025-07-24,194
2025-07-25,2025-08-07,2285,939.92,5.08,2025-08-07,1040,-880.54,2.54,3325,59.379999999999995,7.62,2025-08-07,195
2025-08-08,2025-08-21,2575,1196.92,5.08,2025-08-21,1100,-615.54,2.54,3675,581.3800000000001,7.62,2025-08-21,196
2025-08-15,2025-08-28,2025,34.92,5.08,2025-08-28,790,-355.54,2.54,2815,-320.62,7.62,2025-08-28,197
2025-08-22,2025-09-04,2285,454.92,5.08,2025-09-04,1030,-325.54,2.54,3315,129.38,7.62,2025-09-04,198
2025-08-29,2025-09-11,2720,-1261.08,5.08,2025-09-11,1165,1967.46,2.54,3885,706.3800000000001,7.62,2025-09-11,199
2025-09-05,2025-09-18,2185,-1078.08,5.08,2025-09-18,885,1782.46,2.54,3070,704.3800000000001,7.62,2025-09-18,200
2025-09-12,2025-09-25,2500,1079.92,5.08,2025-09-25,1180,-420.54,2.54,3680,659.3800000000001,7.62,2025-09-25,201
2025-09-19,2025-10-02,2360,476.92,5.08,2025-10-02,1140,-130.54,2.54,3500,346.38,7.62,2025-10-02,202
2025-09-26,2025-10-09,2950,-480.08,5.08,2025-10-09,1290,1197.46,2.54,4240,717.3800000000001,7.62,2025-10-09,203
2025-10-10,2025-10-23,3435,-1313.08,5.08,2025-10-23,1500,2187.46,2.54,4935,874.3800000000001,7.62,2025-10-23,204
2025-10-24,2025-11-06,2260,1951.92,5.08,2025-11-06,975,-855.54,2.54,3235,1096.38,7.62,2025-11-06,205
2025-10-31,2025-11-13,3690,1249.92,5.08,2025-11-13,1610,-1513.54,2.54,5300,-263.6199999999999,7.62,2025-11-13,206
2025-11-07,2025-11-20,2290,2564.92,5.08,2025-11-20,1050,-1035.54,2.54,3340,1529.38,7.62,2025-11-20,207
2025-11-14,2025-11-28,3155,-1224.08,5.08,2025-11-28,1340,-340.54,2.54,4495,-1564.62,7.62,2025-11-28,208
