trade_date,exp_date,underlying,dte_entry,total_credit,pnl_usd,vix_entry,spot_exit,result,exit_method,in_range,call_lower,call_center,call_upper,call_debit,put_lower,put_center,put_upper,put_debit,pnl_tp50,pnl_tp100,pnl_tp200
2023-04-27,2023-04-28,SPX,1,400.0,-400.0,17.03,4169.48,LOSS,expiration,False,4170.0,4210.0,4250.0,2.2,4010.0,4050.0,4090.0,1.8,-35.0,55.0,-400.0
2023-04-28,2023-05-01,SPX,3,325.0,-325.0,15.78,4167.87,LOSS,expiration,False,4200.0,4230.0,4260.0,1.75,4065.0,4095.0,4125.0,1.5,-325.0,-325.0,-325.0
2023-05-01,2023-05-02,SPX,1,315.0,1726.99,16.08,4119.58,WIN,expiration,True,4195.0,4225.0,4255.0,1.5,4080.0,4110.0,4140.0,1.65,-45.0,15.0,180.0
2023-05-02,2023-05-03,SPX,1,415.0,-415.0,17.78,4090.75,LOSS,expiration,False,4180.0,4220.0,4260.0,2.1,3980.0,4020.0,4060.0,2.05,-415.0,-415.0,-415.0
2023-05-03,2023-05-04,SPX,1,385.0,-385.0,18.34,4061.22,LOSS,expiration,False,4150.0,4190.0,4230.0,1.95,3955.0,3995.0,4035.0,1.9,-75.0,40.0,-385.0
2023-05-04,2023-05-05,SPX,1,365.0,1260.0,20.09,4136.25,WIN,expiration,True,4120.0,4160.0,4200.0,1.8,3915.0,3955.0,3995.0,1.85,110.0,110.0,320.0
2023-05-05,2023-05-08,SPX,3,325.0,-325.0,17.19,4138.12,LOSS,expiration,False,4175.0,4205.0,4235.0,1.65,4040.0,4070.0,4100.0,1.6,-325.0,-325.0,-325.0
2023-05-08,2023-05-09,SPX,1,265.0,-265.0,16.98,4119.17,LOSS,expiration,False,4170.0,4200.0,4230.0,1.3,4045.0,4075.0,4105.0,1.35,20.0,20.0,-265.0
2023-05-09,2023-05-10,SPX,1,375.0,-375.0,17.71,4137.64,LOSS,expiration,False,4170.0,4210.0,4250.0,2.0,3985.0,4025.0,4065.0,1.75,0.0,-375.0,-375.0
2023-05-10,2023-05-11,SPX,1,295.0,-295.0,16.94,4130.62,LOSS,expiration,False,4180.0,4210.0,4240.0,1.4,4050.0,4080.0,4110.0,1.55,210.0,210.0,210.0
2023-05-11,2023-05-12,SPX,1,310.0,-310.0,16.93,4124.08,LOSS,expiration,False,4160.0,4190.0,4220.0,1.7,4025.0,4055.0,4085.0,1.4,-310.0,-310.0,-310.0
2023-05-12,2023-05-15,SPX,3,320.0,-320.0,17.03,4136.28,LOSS,expiration,False,4155.0,4185.0,4215.0,1.55,4015.0,4045.0,4075.0,1.65,-320.0,-320.0,-320.0
2023-05-15,2023-05-16,SPX,1,390.0,-390.0,17.12,4109.9,LOSS,expiration,False,4160.0,4200.0,4240.0,1.8,4025.0,4065.0,4105.0,2.1,20.0,-390.0,-390.0
2023-05-16,2023-05-17,SPX,1,365.0,512.0,17.99,4158.77,WIN,expiration,True,4150.0,4190.0,4230.0,1.85,4005.0,4045.0,4085.0,1.8,-80.0,10.0,200.0
2023-05-17,2023-05-18,SPX,1,300.0,504.98,16.87,4198.05,WIN,expiration,True,4190.0,4220.0,4250.0,1.65,4060.0,4090.0,4120.0,1.35,-45.0,85.0,195.0
2023-05-18,2023-05-19,SPX,1,330.0,-330.0,16.05,4191.98,LOSS,expiration,False,4225.0,4255.0,4285.0,1.8,4095.0,4125.0,4155.0,1.5,-35.0,35.0,-330.0
2023-05-19,2023-05-22,SPX,3,320.0,-320.0,16.81,4192.63,LOSS,expiration,False,4230.0,4260.0,4290.0,1.65,4090.0,4120.0,4150.0,1.55,-320.0,-320.0,-320.0
2023-05-22,2023-05-23,SPX,1,355.0,1086.99,17.21,4145.58,WIN,expiration,True,4230.0,4270.0,4310.0,1.5,4080.0,4120.0,4160.0,2.05,-5.0,60.0,300.0
2023-05-23,2023-05-24,SPX,1,360.0,-360.0,18.53,4115.24,LOSS,expiration,False,4190.0,4230.0,4270.0,1.7,4035.0,4075.0,4115.0,1.9,155.0,155.0,280.0
2023-05-24,2023-05-25,SPX,1,365.0,-365.0,20.03,4151.28,LOSS,expiration,False,4165.0,4205.0,4245.0,1.8,3995.0,4035.0,4075.0,1.85,-55.0,55.0,-365.0
2023-05-25,2023-05-26,SPX,1,410.0,-364.98,19.14,4205.45,LOSS,expiration,False,4205.0,4245.0,4285.0,2.0,4035.0,4075.0,4115.0,2.1,-95.0,165.0,235.0
2023-05-26,2023-05-30,SPX,4,400.0,-400.0,17.95,4205.52,LOSS,expiration,False,4260.0,4300.0,4340.0,1.9,4070.0,4110.0,4150.0,2.1,-400.0,-400.0,-400.0
2023-05-30,2023-05-31,SPX,1,400.0,-400.0,17.46,4179.83,LOSS,expiration,False,4240.0,4280.0,4320.0,2.15,4090.0,4130.0,4170.0,1.85,-5.0,-5.0,190.0
2023-05-31,2023-06-01,SPX,1,435.0,-435.0,17.94,4221.02,LOSS,expiration,False,4225.0,4265.0,4305.0,2.25,4080.0,4120.0,4160.0,2.1,225.0,20.0,340.0
2023-06-01,2023-06-02,SPX,1,290.0,1947.01,15.65,4282.37,WIN,expiration,True,4260.0,4290.0,4320.0,1.45,4115.0,4145.0,4175.0,1.45,455.0,455.0,455.0
2023-06-02,2023-06-05,SPX,3,740.0,-740.0,14.6,4273.79,LOSS,expiration,False,4290.0,4320.0,4350.0,6.0,4190.0,4220.0,4250.0,1.4,195.0,-740.0,-740.0
2023-06-05,2023-06-06,SPX,1,270.0,-270.0,14.73,4283.85,LOSS,expiration,False,4310.0,4340.0,4370.0,1.2,4185.0,4215.0,4245.0,1.5,-270.0,-270.0,-270.0
2023-06-06,2023-06-07,SPX,1,270.0,-270.0,13.96,4267.52,LOSS,expiration,False,4315.0,4345.0,4375.0,1.25,4195.0,4225.0,4255.0,1.45,-270.0,-270.0,-270.0
2023-06-07,2023-06-08,SPX,1,275.0,-275.0,13.94,4293.93,LOSS,expiration,False,4300.0,4330.0,4360.0,1.4,4180.0,4210.0,4240.0,1.35,-25.0,-275.0,-275.0
2023-06-08,2023-06-09,SPX,1,285.0,-285.0,13.65,4298.86,LOSS,expiration,False,4325.0,4355.0,4385.0,1.6,4205.0,4235.0,4265.0,1.25,60.0,60.0,210.0
2023-06-09,2023-06-12,SPX,3,235.0,-235.0,13.83,4338.93,LOSS,expiration,False,4340.0,4370.0,4400.0,1.0,4210.0,4240.0,4270.0,1.35,-50.0,-235.0,-235.0
2023-06-12,2023-06-13,SPX,1,285.0,-285.0,15.01,4369.01,LOSS,expiration,False,4390.0,4420.0,4450.0,1.4,4230.0,4260.0,4290.0,1.45,-35.0,-285.0,-285.0
2023-06-13,2023-06-14,SPX,1,560.0,-560.0,14.61,4372.59,LOSS,expiration,False,4390.0,4420.0,4450.0,4.0,4255.0,4285.0,4315.0,1.6,325.0,-560.0,-560.0
2023-06-14,2023-06-15,SPX,1,295.0,1288.98,13.88,4425.84,WIN,expiration,True,4410.0,4440.0,4470.0,1.45,4265.0,4295.0,4325.0,1.5,-60.0,15.0,270.0
2023-06-15,2023-06-16,SPX,1,310.0,-310.0,14.5,4409.59,LOSS,expiration,False,4480.0,4510.0,4540.0,1.45,4330.0,4360.0,4390.0,1.65,-310.0,-310.0,-310.0
2023-06-16,2023-06-20,SPX,4,335.0,-335.0,13.54,4388.71,LOSS,expiration,False,4450.0,4480.0,4510.0,1.7,4320.0,4350.0,4380.0,1.65,-80.0,5.0,345.0
2023-06-20,2023-06-21,SPX,1,295.0,-295.0,13.88,4365.69,LOSS,expiration,False,4425.0,4455.0,4485.0,1.6,4300.0,4330.0,4360.0,1.35,65.0,55.0,125.0
2023-06-21,2023-06-22,SPX,1,270.0,-270.0,13.2,4381.89,LOSS,expiration,False,4405.0,4435.0,4465.0,1.3,4280.0,4310.0,4340.0,1.4,20.0,20.0,-270.0
2023-06-22,2023-06-23,SPX,1,300.0,-133.01,12.91,4348.33,LOSS,expiration,False,4410.0,4440.0,4470.0,1.3,4290.0,4320.0,4350.0,1.7,335.0,335.0,335.0
2023-06-23,2023-06-26,SPX,3,310.0,-310.0,13.44,4328.82,LOSS,expiration,False,4385.0,4415.0,4445.0,1.35,4265.0,4295.0,4325.0,1.75,-310.0,-310.0,-310.0
2023-06-26,2023-06-27,SPX,1,285.0,556.02,14.25,4378.41,WIN,expiration,True,4370.0,4400.0,4430.0,1.35,4250.0,4280.0,4310.0,1.5,-60.0,110.0,140.0
2023-06-27,2023-06-28,SPX,1,300.0,-300.0,13.74,4376.86,LOSS,expiration,False,4415.0,4445.0,4475.0,1.35,4295.0,4325.0,4355.0,1.65,25.0,45.0,-300.0
2023-06-28,2023-06-29,SPX,1,275.0,-275.0,13.43,4396.44,LOSS,expiration,False,4405.0,4435.0,4465.0,1.35,4280.0,4310.0,4340.0,1.4,-185.0,-185.0,-275.0
2023-06-29,2023-06-30,SPX,1,295.0,2242.99,13.54,4450.38,WIN,expiration,True,4425.0,4455.0,4485.0,1.6,4290.0,4320.0,4350.0,1.35,685.0,685.0,685.0
2023-06-30,2023-07-03,SPX,3,330.0,-330.0,13.59,4455.59,LOSS,expiration,False,4480.0,4510.0,4540.0,1.7,4370.0,4400.0,4430.0,1.6,-330.0,-330.0,-330.0
2023-07-05,2023-07-06,SPX,1,330.0,1011.02,14.18,4411.59,WIN,expiration,True,4475.0,4505.0,4535.0,1.8,4365.0,4395.0,4425.0,1.5,785.0,785.0,785.0
2023-07-06,2023-07-07,SPX,1,325.0,-325.0,15.44,4398.95,LOSS,expiration,False,4445.0,4475.0,4505.0,1.7,4310.0,4340.0,4370.0,1.55,-65.0,-325.0,-325.0
2023-07-07,2023-07-10,SPX,3,330.0,-330.0,14.83,4409.53,LOSS,expiration,False,4440.0,4470.0,4500.0,1.8,4320.0,4350.0,4380.0,1.5,-105.0,-330.0,-330.0
2023-07-10,2023-07-11,SPX,1,305.0,120.98,15.07,4439.26,WIN,expiration,True,4435.0,4465.0,4495.0,1.35,4315.0,4345.0,4375.0,1.7,-75.0,-5.0,470.0
2023-07-11,2023-07-12,SPX,1,275.0,-275.0,14.84,4472.16,LOSS,expiration,False,4490.0,4520.0,4550.0,1.4,4320.0,4350.0,4380.0,1.35,155.0,155.0,155.0
2023-07-12,2023-07-13,SPX,1,285.0,-281.0,13.54,4510.04,LOSS,expiration,False,4510.0,4540.0,4570.0,1.5,4385.0,4415.0,4445.0,1.35,-10.0,80.0,180.0
2023-07-13,2023-07-14,SPX,1,325.0,-325.0,13.61,4505.42,LOSS,expiration,False,4550.0,4580.0,4610.0,1.5,4430.0,4460.0,4490.0,1.75,-325.0,-325.0,-325.0
2023-07-14,2023-07-17,SPX,3,365.0,-365.0,13.34,4522.79,LOSS,expiration,False,4530.0,4560.0,4590.0,2.0,4415.0,4445.0,4475.0,1.65,80.0,80.0,-365.0
2023-07-17,2023-07-18,SPX,1,280.0,-280.0,13.48,4554.98,LOSS,expiration,False,4555.0,4585.0,4615.0,1.4,4440.0,4470.0,4500.0,1.4,-65.0,85.0,175.0
2023-07-18,2023-07-19,SPX,1,265.0,-265.0,13.3,4565.72,LOSS,expiration,False,4590.0,4620.0,4650.0,1.2,4470.0,4500.0,4530.0,1.45,-65.0,-265.0,-265.0
2023-07-19,2023-07-20,SPX,1,340.0,172.99,13.76,4534.87,WIN,expiration,True,4600.0,4630.0,4660.0,1.8,4480.0,4510.0,4540.0,1.6,-65.0,25.0,165.0
2023-07-20,2023-07-21,SPX,1,325.0,-325.0,13.99,4536.34,LOSS,expiration,False,4565.0,4595.0,4625.0,1.7,4445.0,4475.0,4505.0,1.55,-20.0,-325.0,-325.0
2023-07-21,2023-07-24,SPX,3,260.0,-260.0,13.6,4554.64,LOSS,expiration,False,4570.0,4600.0,4630.0,1.25,4445.0,4475.0,4505.0,1.35,-50.0,-260.0,-260.0
2023-07-24,2023-07-25,SPX,1,320.0,-320.0,13.91,4567.46,LOSS,expiration,False,4580.0,4610.0,4640.0,1.75,4465.0,4495.0,4525.0,1.45,-30.0,-320.0,-320.0
2023-07-25,2023-07-26,SPX,1,300.0,-300.0,13.86,4566.75,LOSS,expiration,False,4630.0,4660.0,4690.0,1.45,4455.0,4485.0,4515.0,1.55,-300.0,-300.0,-300.0
2023-07-26,2023-07-27,SPX,1,300.0,-300.0,13.19,4537.41,LOSS,expiration,False,4600.0,4630.0,4660.0,1.55,4475.0,4505.0,4535.0,1.45,820.0,885.0,595.0
2023-07-27,2023-07-28,SPX,1,305.0,-82.0,14.41,4582.23,LOSS,expiration,False,4580.0,4610.0,4640.0,1.55,4425.0,4455.0,4485.0,1.5,65.0,65.0,245.0
2023-07-28,2023-07-31,SPX,3,295.0,-295.0,13.33,4588.96,LOSS,expiration,False,4610.0,4640.0,4670.0,1.6,4485.0,4515.0,4545.0,1.35,-295.0,-295.0,-295.0
2023-07-31,2023-08-01,SPX,1,310.0,-310.0,13.63,4576.73,LOSS,expiration,False,4605.0,4635.0,4665.0,1.8,4485.0,4515.0,4545.0,1.3,-295.0,-310.0,-310.0
2023-08-01,2023-08-02,SPX,1,285.0,2554.01,13.93,4513.39,WIN,expiration,True,4605.0,4635.0,4665.0,1.55,4485.0,4515.0,4545.0,1.3,590.0,590.0,590.0
2023-08-02,2023-08-03,SPX,1,305.0,-305.0,16.09,4501.89,LOSS,expiration,False,4555.0,4585.0,4615.0,1.4,4415.0,4445.0,4475.0,1.65,20.0,80.0,-305.0
2023-08-03,2023-08-04,SPX,1,320.0,-320.0,15.92,4478.03,LOSS,expiration,False,4555.0,4585.0,4615.0,1.55,4390.0,4420.0,4450.0,1.65,-320.0,-320.0,-320.0
2023-08-04,2023-08-07,SPX,3,385.0,-385.0,17.1,4518.44,LOSS,expiration,False,4520.0,4560.0,4600.0,2.0,4345.0,4385.0,4425.0,1.85,-385.0,-385.0,-385.0
2023-08-07,2023-08-08,SPX,1,300.0,-300.0,15.77,4499.38,LOSS,expiration,False,4540.0,4570.0,4600.0,1.55,4420.0,4450.0,4480.0,1.45,160.0,165.0,165.0
2023-08-08,2023-08-09,SPX,1,305.0,-305.0,15.99,4467.71,LOSS,expiration,False,4535.0,4565.0,4595.0,1.45,4405.0,4435.0,4465.0,1.6,55.0,55.0,275.0
2023-08-09,2023-08-10,SPX,1,295.0,-295.0,15.96,4468.83,LOSS,expiration,False,4540.0,4570.0,4600.0,1.55,4360.0,4390.0,4420.0,1.4,0.0,20.0,-295.0
2023-08-10,2023-08-11,SPX,1,335.0,-335.0,15.85,4464.05,LOSS,expiration,False,4510.0,4540.0,4570.0,1.7,4350.0,4380.0,4410.0,1.65,-335.0,-335.0,-335.0
2023-08-11,2023-08-14,SPX,3,310.0,-310.0,14.84,4489.72,LOSS,expiration,False,4510.0,4540.0,4570.0,1.4,4365.0,4395.0,4425.0,1.7,-310.0,-310.0,-310.0
2023-08-14,2023-08-15,SPX,1,300.0,914.01,14.82,4437.86,WIN,expiration,True,4520.0,4550.0,4580.0,1.45,4390.0,4420.0,4450.0,1.55,60.0,60.0,230.0
2023-08-15,2023-08-16,SPX,1,290.0,-290.0,16.46,4404.33,LOSS,expiration,False,4480.0,4510.0,4540.0,1.45,4325.0,4355.0,4385.0,1.45,-290.0,-290.0,-290.0
2023-08-16,2023-08-17,SPX,1,275.0,-275.0,16.78,4370.36,LOSS,expiration,False,4455.0,4485.0,4515.0,1.4,4305.0,4335.0,4365.0,1.35,10.0,10.0,-275.0
2023-08-17,2023-08-18,SPX,1,400.0,-400.0,17.89,4369.71,LOSS,expiration,False,4415.0,4455.0,4495.0,2.1,4240.0,4280.0,4320.0,1.9,-400.0,-400.0,-400.0
2023-08-18,2023-08-21,SPX,3,415.0,-415.0,17.3,4399.77,LOSS,expiration,False,4415.0,4455.0,4495.0,2.25,4245.0,4285.0,4325.0,1.9,-415.0,-415.0,-415.0
2023-08-21,2023-08-22,SPX,1,275.0,-275.0,17.13,4387.55,LOSS,expiration,False,4445.0,4475.0,4505.0,1.25,4305.0,4335.0,4365.0,1.5,-275.0,-275.0,-275.0
2023-08-22,2023-08-23,SPX,1,450.0,1150.98,16.97,4436.01,WIN,expiration,True,4420.0,4460.0,4500.0,2.25,4265.0,4305.0,4345.0,2.25,-55.0,65.0,255.0
2023-08-23,2023-08-24,SPX,1,300.0,1068.99,15.98,4376.31,WIN,expiration,True,4485.0,4515.0,4545.0,1.55,4330.0,4360.0,4390.0,1.45,-65.0,25.0,235.0
2023-08-24,2023-08-25,SPX,1,310.0,-310.0,17.2,4405.71,LOSS,expiration,False,4440.0,4470.0,4500.0,1.55,4265.0,4295.0,4325.0,1.55,-75.0,-310.0,-310.0
2023-08-25,2023-08-28,SPX,3,280.0,-280.0,15.68,4433.31,LOSS,expiration,False,4460.0,4490.0,4520.0,1.4,4305.0,4335.0,4365.0,1.4,-280.0,-280.0,-280.0
2023-08-28,2023-08-29,SPX,1,295.0,2442.01,15.08,4497.63,WIN,expiration,True,4465.0,4495.0,4525.0,1.6,4330.0,4360.0,4390.0,1.35,170.0,170.0,370.0
2023-08-29,2023-08-30,SPX,1,320.0,-320.0,14.45,4514.87,LOSS,expiration,False,4535.0,4565.0,4595.0,1.55,4405.0,4435.0,4465.0,1.65,-70.0,-320.0,-320.0
2023-08-30,2023-08-31,SPX,1,310.0,-310.0,13.88,4507.66,LOSS,expiration,False,4550.0,4580.0,4610.0,1.65,4420.0,4450.0,4480.0,1.45,-310.0,-310.0,-310.0
2023-08-31,2023-09-01,SPX,1,300.0,-300.0,13.57,4515.77,LOSS,expiration,False,4560.0,4590.0,4620.0,1.55,4420.0,4450.0,4480.0,1.45,-300.0,-300.0,-300.0
2023-09-01,2023-09-05,SPX,4,305.0,-305.0,13.09,4496.83,LOSS,expiration,False,4545.0,4575.0,4605.0,1.6,4420.0,4450.0,4480.0,1.45,-80.0,-305.0,-305.0
2023-09-05,2023-09-06,SPX,1,320.0,1132.0,14.01,4465.48,WIN,expiration,True,4535.0,4565.0,4595.0,1.5,4420.0,4450.0,4480.0,1.7,215.0,315.0,315.0
2023-09-06,2023-09-07,SPX,1,285.0,-285.0,14.45,4451.14,LOSS,expiration,False,4500.0,4530.0,4560.0,1.25,4375.0,4405.0,4435.0,1.6,255.0,255.0,255.0
2023-09-07,2023-09-08,SPX,1,295.0,-295.0,14.4,4457.49,LOSS,expiration,False,4485.0,4515.0,4545.0,1.65,4360.0,4390.0,4420.0,1.3,-295.0,-295.0,-295.0
2023-09-08,2023-09-11,SPX,3,300.0,-54.0,13.84,4487.46,LOSS,expiration,False,4485.0,4515.0,4545.0,1.7,4360.0,4390.0,4420.0,1.3,585.0,585.0,585.0
2023-09-11,2023-09-12,SPX,1,305.0,-305.0,13.8,4461.9,LOSS,expiration,False,4515.0,4545.0,4575.0,1.6,4400.0,4430.0,4460.0,1.45,-85.0,-15.0,-305.0
2023-09-12,2023-09-13,SPX,1,320.0,-320.0,14.23,4467.44,LOSS,expiration,False,4505.0,4535.0,4565.0,1.7,4360.0,4390.0,4420.0,1.5,-320.0,-320.0,-320.0
2023-09-13,2023-09-14,SPX,1,310.0,200.01,13.48,4505.1,WIN,expiration,True,4500.0,4530.0,4560.0,1.45,4375.0,4405.0,4435.0,1.65,15.0,15.0,135.0
2023-09-14,2023-09-15,SPX,1,280.0,2188.02,12.82,4450.32,WIN,expiration,True,4540.0,4570.0,4600.0,1.3,4415.0,4445.0,4475.0,1.5,45.0,45.0,175.0
2023-09-15,2023-09-18,SPX,3,310.0,-310.0,13.79,4453.53,LOSS,expiration,False,4480.0,4510.0,4540.0,1.65,4355.0,4385.0,4415.0,1.45,-310.0,-310.0,-310.0
2023-09-18,2023-09-19,SPX,1,295.0,-295.0,14.0,4443.95,LOSS,expiration,False,4480.0,4510.0,4540.0,1.5,4360.0,4390.0,4420.0,1.45,5.0,5.0,195.0
2023-09-19,2023-09-20,SPX,1,270.0,-270.0,14.11,4402.2,LOSS,expiration,False,4495.0,4525.0,4555.0,1.4,4340.0,4370.0,4400.0,1.3,-270.0,-270.0,-270.0
2023-09-20,2023-09-21,SPX,1,290.0,1710.0,15.14,4330.0,WIN,expiration,True,4450.0,4480.0,4510.0,1.45,4310.0,4340.0,4370.0,1.45,265.0,265.0,265.0
2023-09-21,2023-09-22,SPX,1,305.0,-305.0,17.54,4320.06,LOSS,expiration,False,4385.0,4415.0,4445.0,1.55,4230.0,4260.0,4290.0,1.5,-305.0,-305.0,-305.0
2023-09-22,2023-09-25,SPX,3,300.0,-300.0,17.2,4337.44,LOSS,expiration,False,4375.0,4405.0,4435.0,1.55,4215.0,4245.0,4275.0,1.45,-70.0,-300.0,-300.0
2023-09-25,2023-09-26,SPX,1,400.0,747.02,16.9,4273.53,WIN,expiration,True,4370.0,4410.0,4450.0,1.8,4205.0,4245.0,4285.0,2.2,-15.0,130.0,330.0
2023-09-26,2023-09-27,SPX,1,435.0,-435.0,18.94,4274.51,LOSS,expiration,False,4320.0,4360.0,4400.0,2.2,4145.0,4185.0,4225.0,2.15,-435.0,-435.0,-435.0
2023-09-27,2023-09-28,SPX,1,385.0,-385.0,18.22,4299.7,LOSS,expiration,False,4320.0,4360.0,4400.0,1.85,4135.0,4175.0,4215.0,2.0,-290.0,60.0,250.0
2023-09-28,2023-09-29,SPX,1,395.0,-395.0,17.34,4288.05,LOSS,expiration,False,4350.0,4390.0,4430.0,2.15,4165.0,4205.0,4245.0,1.8,-10.0,-395.0,-395.0
2023-09-29,2023-10-02,SPX,3,425.0,-425.0,17.52,4288.39,LOSS,expiration,False,4340.0,4380.0,4420.0,2.25,4145.0,4185.0,4225.0,2.0,-425.0,-425.0,-425.0
2023-10-02,2023-10-03,SPX,1,395.0,-340.02,17.61,4229.45,LOSS,expiration,False,4320.0,4360.0,4400.0,1.9,4150.0,4190.0,4230.0,2.05,25.0,15.0,220.0
2023-10-03,2023-10-04,SPX,1,390.0,-390.0,19.78,4263.75,LOSS,expiration,False,4275.0,4315.0,4355.0,1.9,4095.0,4135.0,4175.0,2.0,-390.0,-390.0,-390.0
2023-10-04,2023-10-05,SPX,1,380.0,-380.0,18.58,4258.19,LOSS,expiration,False,4310.0,4350.0,4390.0,1.8,4140.0,4180.0,4220.0,2.0,-70.0,75.0,-380.0
2023-10-05,2023-10-06,SPX,1,400.0,-400.0,18.49,4308.5,LOSS,expiration,False,4320.0,4360.0,4400.0,1.9,4120.0,4160.0,4200.0,2.1,375.0,45.0,275.0
2023-10-06,2023-10-09,SPX,3,390.0,-390.0,17.45,4335.66,LOSS,expiration,False,4365.0,4405.0,4445.0,1.95,4190.0,4230.0,4270.0,1.95,-20.0,35.0,-390.0
2023-10-09,2023-10-10,SPX,1,440.0,-440.0,17.7,4358.24,LOSS,expiration,False,4370.0,4410.0,4450.0,2.25,4210.0,4250.0,4290.0,2.15,15.0,15.0,265.0
2023-10-10,2023-10-11,SPX,1,305.0,-305.0,17.03,4376.95,LOSS,expiration,False,4405.0,4435.0,4465.0,1.45,4260.0,4290.0,4320.0,1.6,-305.0,-305.0,-305.0
2023-10-11,2023-10-12,SPX,1,315.0,-315.0,16.09,4349.61,LOSS,expiration,False,4425.0,4455.0,4485.0,1.55,4265.0,4295.0,4325.0,1.6,-10.0,165.0,165.0
2023-10-12,2023-10-13,SPX,1,290.0,-290.0,16.69,4327.78,LOSS,expiration,False,4395.0,4425.0,4455.0,1.4,4245.0,4275.0,4305.0,1.5,210.0,395.0,-290.0
2023-10-13,2023-10-16,SPX,3,400.0,-400.0,19.32,4373.63,LOSS,expiration,False,4380.0,4420.0,4460.0,2.0,4170.0,4210.0,4250.0,2.0,-95.0,35.0,335.0
2023-10-16,2023-10-17,SPX,1,420.0,-420.0,17.21,4373.2,LOSS,expiration,False,4415.0,4455.0,4495.0,2.15,4255.0,4295.0,4335.0,2.05,195.0,195.0,195.0
2023-10-17,2023-10-18,SPX,1,395.0,-355.01,17.88,4314.6,LOSS,expiration,False,4405.0,4445.0,4485.0,1.95,4235.0,4275.0,4315.0,2.0,-10.0,10.0,470.0
2023-10-18,2023-10-19,SPX,1,400.0,-400.0,19.22,4278.0,LOSS,expiration,False,4370.0,4410.0,4450.0,1.9,4175.0,4215.0,4255.0,2.1,-400.0,-400.0,-400.0
2023-10-19,2023-10-20,SPX,1,370.0,-370.0,21.4,4224.16,LOSS,expiration,False,4330.0,4370.0,4410.0,1.75,4125.0,4165.0,4205.0,1.95,-370.0,-370.0,-370.0
2023-10-20,2023-10-23,SPX,3,425.0,-425.0,21.71,4217.04,LOSS,expiration,False,4285.0,4325.0,4365.0,2.15,4085.0,4125.0,4165.0,2.1,-35.0,-425.0,-425.0
2023-10-23,2023-10-24,SPX,1,440.0,-440.0,20.37,4247.68,LOSS,expiration,False,4270.0,4310.0,4350.0,2.2,4090.0,4130.0,4170.0,2.2,-55.0,5.0,-440.0
2023-10-24,2023-10-25,SPX,1,350.0,973.0,18.97,4186.77,WIN,expiration,True,4300.0,4340.0,4380.0,1.7,4120.0,4160.0,4200.0,1.8,40.0,40.0,280.0
2023-10-25,2023-10-26,SPX,1,425.0,-425.0,20.19,4137.23,LOSS,expiration,False,4240.0,4280.0,4320.0,2.15,4055.0,4095.0,4135.0,2.1,-85.0,25.0,435.0
2023-10-26,2023-10-27,SPX,1,400.0,-400.0,20.68,4117.37,LOSS,expiration,False,4195.0,4235.0,4275.0,2.1,4000.0,4040.0,4080.0,1.9,-400.0,-400.0,-400.0
2023-10-27,2023-10-30,SPX,3,395.0,-213.02,21.27,4166.82,LOSS,expiration,False,4165.0,4205.0,4245.0,1.95,3960.0,4000.0,4040.0,2.0,345.0,345.0,345.0
2023-10-30,2023-10-31,SPX,1,420.0,-420.0,19.75,4193.8,LOSS,expiration,False,4215.0,4255.0,4295.0,2.2,4045.0,4085.0,4125.0,2.0,-420.0,-420.0,-420.0
2023-10-31,2023-11-01,SPX,1,395.0,-395.0,18.14,4237.86,LOSS,expiration,False,4245.0,4285.0,4325.0,1.9,4055.0,4095.0,4135.0,2.05,-90.0,180.0,180.0
2023-11-01,2023-11-02,SPX,1,310.0,2412.02,16.87,4317.78,WIN,expiration,True,4285.0,4315.0,4345.0,1.65,4130.0,4160.0,4190.0,1.45,630.0,630.0,630.0
2023-11-02,2023-11-03,SPX,1,310.0,-310.0,15.66,4358.34,LOSS,expiration,False,4360.0,4390.0,4420.0,1.65,4210.0,4240.0,4270.0,1.45,120.0,120.0,285.0
2023-11-03,2023-11-06,SPX,3,310.0,-310.0,14.91,4365.98,LOSS,expiration,False,4400.0,4430.0,4460.0,1.7,4265.0,4295.0,4325.0,1.4,-310.0,-310.0,-310.0
2023-11-06,2023-11-07,SPX,1,295.0,-295.0,14.89,4378.38,LOSS,expiration,False,4390.0,4420.0,4450.0,1.3,4270.0,4300.0,4330.0,1.65,-75.0,-35.0,-295.0
2023-11-07,2023-11-08,SPX,1,255.0,-255.0,14.81,4382.78,LOSS,expiration,False,4415.0,4445.0,4475.0,1.25,4295.0,4325.0,4355.0,1.3,55.0,55.0,-255.0
2023-11-08,2023-11-09,SPX,1,275.0,489.99,14.45,4347.35,WIN,expiration,True,4420.0,4450.0,4480.0,1.25,4295.0,4325.0,4355.0,1.5,-25.0,25.0,220.0
2023-11-09,2023-11-10,SPX,1,315.0,2160.98,15.29,4415.24,WIN,expiration,True,4380.0,4410.0,4440.0,1.6,4245.0,4275.0,4305.0,1.55,-60.0,110.0,210.0
2023-11-10,2023-11-13,SPX,3,285.0,-285.0,14.17,4411.55,LOSS,expiration,False,4450.0,4480.0,4510.0,1.4,4320.0,4350.0,4380.0,1.45,-5.0,15.0,-285.0
2023-11-13,2023-11-14,SPX,1,310.0,2119.98,14.76,4495.7,WIN,expiration,True,4460.0,4490.0,4520.0,1.5,4305.0,4335.0,4365.0,1.6,780.0,780.0,780.0
