trade_date,exp_date,underlying,dte_entry,total_credit,pnl_usd,vix_entry,result,exit_method,in_range
2021-05-14,2021-05-27,SPX,14,2445.0,-588.62,18.81,LOSS,expiration,False
2021-05-21,2021-06-03,SPX,14,3085.0,-552.62,20.15,LOSS,expiration,False
2021-05-28,2021-06-10,SPX,14,3260.0,-578.62,16.76,LOSS,expiration,False
2021-06-04,2021-06-17,SPX,14,2425.0,148.38,16.42,WIN,expiration,True
2021-06-11,2021-06-24,SPX,14,2445.0,-200.62,15.65,LOSS,expiration,False
2021-06-18,2021-07-01,SPX,14,2100.0,-1057.62,20.7,LOSS,expiration,False
2021-06-25,2021-07-08,SPX,14,2505.0,2472.38,15.62,WIN,expiration,True
2021-07-02,2021-07-15,SPX,14,2120.0,719.38,15.07,WIN,expiration,True
2021-07-09,2021-07-22,SPX,14,2600.0,221.38,16.18,WIN,expiration,True
2021-07-16,2021-07-29,SPX,14,2615.0,-162.62,18.45,LOSS,expiration,False
2021-07-23,2021-08-05,SPX,14,2565.0,-165.62,17.2,LOSS,expiration,False
2021-07-30,2021-08-12,SPX,14,2985.0,-818.62,18.24,LOSS,expiration,False
2021-08-06,2021-08-19,SPX,14,3085.0,1187.38,16.15,WIN,expiration,True
2021-08-13,2021-08-26,SPX,14,3040.0,677.38,15.45,WIN,expiration,True
2021-08-20,2021-09-02,SPX,14,2530.0,-147.62,18.56,LOSS,expiration,False
2021-08-27,2021-09-09,SPX,14,2750.0,596.38,16.39,WIN,expiration,True
2021-09-03,2021-09-16,SPX,14,2860.0,-572.62,16.41,LOSS,expiration,False
2021-09-10,2021-09-23,SPX,14,2710.0,316.38,20.95,WIN,expiration,True
2021-09-17,2021-09-30,SPX,14,2820.0,393.38,20.81,WIN,expiration,True
2021-09-24,2021-10-07,SPX,14,2770.0,249.38,17.75,WIN,expiration,True
2021-10-01,2021-10-14,SPX,14,3105.0,-573.62,21.15,LOSS,expiration,False
2021-10-08,2021-10-21,SPX,14,3040.0,-1735.62,18.77,LOSS,expiration,False
2021-10-15,2021-10-28,SPX,14,2815.0,-90.62,16.3,LOSS,expiration,False
2021-10-22,2021-11-04,SPX,14,2750.0,-883.62,15.43,LOSS,expiration,False
2021-10-29,2021-11-11,SPX,14,2910.0,774.38,16.26,WIN,expiration,True
2021-11-05,2021-11-18,SPX,14,2070.0,-45.62,16.48,LOSS,expiration,False
2021-11-12,2021-11-26,SPX,14,3415.0,2567.38,16.29,WIN,expiration,True
2021-11-19,2021-12-02,SPX,14,3455.0,1584.38,17.91,WIN,expiration,True
2021-11-26,2021-12-09,SPX,14,3695.0,442.38,28.62,WIN,expiration,True
2021-12-03,2021-12-16,SPX,14,3010.0,-138.62,30.67,LOSS,expiration,False
2021-12-10,2021-12-23,SPX,14,3310.0,-606.62,18.69,LOSS,expiration,False
2021-12-17,2021-12-30,SPX,14,3700.0,-1657.62,21.57,LOSS,expiration,False
2021-12-31,2022-01-13,SPX,14,2575.0,422.38,17.22,WIN,expiration,True
2022-01-07,2022-01-20,SPX,14,3595.0,62.38,18.76,WIN,expiration,True
2022-01-14,2022-01-27,SPX,14,3100.0,-620.62,19.19,LOSS,expiration,False
2022-01-21,2022-02-03,SPX,14,3700.0,1024.38,28.85,WIN,expiration,True
2022-01-28,2022-02-10,SPX,14,3990.0,1069.38,27.66,WIN,expiration,True
2022-02-04,2022-02-17,SPX,14,3110.0,1161.38,23.22,WIN,expiration,True
2022-02-11,2022-02-24,SPX,14,3950.0,-65.62,27.36,LOSS,expiration,False
2022-02-18,2022-03-03,SPX,14,3945.0,2739.38,27.75,WIN,expiration,True
2022-02-25,2022-03-10,SPX,14,5115.0,144.38,27.59,WIN,expiration,True
2022-03-04,2022-03-17,SPX,14,4495.0,-177.62,31.98,LOSS,expiration,False
2022-03-11,2022-03-24,SPX,14,4550.0,-2278.62,30.75,LOSS,expiration,False
2022-03-18,2022-03-31,SPX,14,3580.0,-242.62,23.87,LOSS,expiration,False
2022-03-25,2022-04-07,SPX,14,3100.0,106.38,20.81,WIN,expiration,True
2022-04-01,2022-04-14,SPX,14,3715.0,-223.62,19.63,LOSS,expiration,False
2022-04-08,2022-04-21,SPX,14,3715.0,-107.62,21.16,LOSS,expiration,False
2022-04-29,2022-05-12,SPX,14,3915.0,1216.38,33.4,WIN,expiration,True
2022-05-06,2022-05-19,SPX,14,4115.0,324.38,30.19,WIN,expiration,True
2022-05-13,2022-05-26,SPX,14,3665.0,606.38,28.87,WIN,expiration,True
2022-05-20,2022-06-02,SPX,14,4185.0,-1855.62,29.43,LOSS,expiration,False
2022-05-27,2022-06-09,SPX,14,5030.0,164.38,25.72,WIN,expiration,True
2022-06-03,2022-06-16,SPX,14,3460.0,-2800.62,24.79,LOSS,expiration,False
2022-06-10,2022-06-23,SPX,14,4095.0,9.38,27.75,WIN,expiration,True
2022-06-24,2022-07-07,SPX,14,4520.0,69.38,27.23,WIN,expiration,True
2022-07-01,2022-07-14,SPX,14,3785.0,104.38,26.7,WIN,expiration,True
2022-07-08,2022-07-21,SPX,14,4745.0,256.38,24.64,WIN,expiration,True
2022-07-15,2022-07-28,SPX,14,3055.0,-458.62,24.23,LOSS,expiration,False
2022-07-29,2022-08-11,SPX,14,3175.0,14.38,21.33,WIN,expiration,True
2022-08-05,2022-08-18,SPX,14,3620.0,-455.62,21.15,LOSS,expiration,False
2022-08-12,2022-08-25,SPX,14,3380.0,-80.62,19.53,LOSS,expiration,False
2022-08-19,2022-09-01,SPX,14,2710.0,-1680.62,20.6,LOSS,expiration,False
2022-08-26,2022-09-08,SPX,14,4200.0,-570.62,25.56,LOSS,expiration,False
2022-09-09,2022-09-22,SPX,14,3140.0,-1455.62,22.79,LOSS,expiration,False
2022-09-16,2022-09-29,SPX,14,3360.0,584.38,26.3,WIN,expiration,True
2022-09-23,2022-10-06,SPX,14,4120.0,1494.38,29.92,WIN,expiration,True
2022-09-30,2022-10-13,SPX,14,3585.0,2069.38,31.62,WIN,expiration,True
2022-10-07,2022-10-20,SPX,14,3610.0,921.38,31.36,WIN,expiration,True
2022-10-21,2022-11-03,SPX,14,5035.0,-467.62,29.69,LOSS,expiration,False
2022-10-28,2022-11-10,SPX,14,3070.0,1096.38,25.75,WIN,expiration,True
2022-11-04,2022-11-17,SPX,14,2280.0,529.38,24.55,WIN,expiration,True
2022-11-11,2022-11-25,SPX,14,3860.0,-631.62,22.52,LOSS,expiration,False
2022-11-18,2022-12-01,SPX,14,3305.0,-750.62,23.12,LOSS,expiration,False
2022-11-25,2022-12-08,SPX,14,5785.0,999.38,20.5,WIN,expiration,True
2022-12-02,2022-12-15,SPX,14,1510.0,544.38,19.06,WIN,expiration,True
2022-12-09,2022-12-22,SPX,14,1940.0,99.38,22.83,WIN,expiration,True
2022-12-16,2022-12-29,SPX,14,3360.0,114.38,22.62,WIN,expiration,True
2022-12-23,2023-01-05,SPX,14,5340.0,-150.62,20.87,LOSS,expiration,False
2022-12-30,2023-01-12,SPX,14,2290.0,311.38,21.67,WIN,expiration,True
2023-01-06,2023-01-19,SPX,14,2570.0,29.38,21.13,WIN,expiration,True
2023-01-13,2023-01-26,SPX,14,4725.0,1111.38,18.35,WIN,expiration,True
2023-01-20,2023-02-02,SPX,14,1985.0,193.38,19.85,WIN,expiration,True
2023-01-27,2023-02-09,SPX,14,3015.0,2919.38,18.51,WIN,expiration,True
2023-02-03,2023-02-16,SPX,14,1780.0,476.38,18.33,WIN,expiration,True
2023-02-10,2023-02-23,SPX,14,2410.0,-435.62,20.53,LOSS,expiration,False
2023-02-17,2023-03-02,SPX,14,3645.0,-800.62,20.02,LOSS,expiration,False
2023-02-24,2023-03-09,SPX,14,3665.0,989.38,21.67,WIN,expiration,True
2023-03-03,2023-03-16,SPX,14,3580.0,832.38,18.49,WIN,expiration,True
2023-03-10,2023-03-23,SPX,14,2390.0,1527.38,24.8,WIN,expiration,True
2023-03-17,2023-03-30,SPX,14,2115.0,324.38,25.51,WIN,expiration,True
2023-03-24,2023-04-06,SPX,14,4060.0,158.38,21.74,WIN,expiration,True
2023-03-31,2023-04-13,SPX,14,2435.0,-38.62,18.7,LOSS,expiration,False
2023-04-14,2023-04-27,SPX,14,3805.0,-147.62,17.07,LOSS,expiration,False
2023-04-21,2023-05-04,SPX,14,2245.0,764.38,16.77,WIN,expiration,True
2023-04-28,2023-05-11,SPX,14,2030.0,-193.62,15.78,LOSS,expiration,False
2023-05-05,2023-05-18,SPX,14,2350.0,237.38,17.19,WIN,expiration,True
2023-05-12,2023-05-25,SPX,14,2660.0,1364.38,17.03,WIN,expiration,True
2023-05-19,2023-06-01,SPX,14,2180.0,-142.62,16.81,LOSS,expiration,False
2023-05-26,2023-06-08,SPX,14,2795.0,-178.62,17.95,LOSS,expiration,False
2023-06-09,2023-06-22,SPX,14,1655.0,358.38,13.83,WIN,expiration,True
2023-06-16,2023-06-29,SPX,14,1930.0,-570.62,13.54,LOSS,expiration,False
2023-06-23,2023-07-06,SPX,14,2200.0,779.38,13.44,WIN,expiration,True
2023-06-30,2023-07-13,SPX,14,1825.0,686.38,13.59,WIN,expiration,True
2023-07-07,2023-07-20,SPX,14,2765.0,-178.62,14.83,LOSS,expiration,False
2023-07-14,2023-07-27,SPX,14,1705.0,654.38,13.34,WIN,expiration,True
2023-07-21,2023-08-03,SPX,14,1895.0,313.38,13.6,WIN,expiration,True
2023-07-28,2023-08-10,SPX,14,2050.0,-295.62,13.33,LOSS,expiration,False
2023-08-04,2023-08-17,SPX,14,2500.0,-278.62,17.1,LOSS,expiration,False
2023-08-11,2023-08-24,SPX,14,2225.0,-298.62,14.84,LOSS,expiration,False
2023-08-18,2023-08-31,SPX,14,2035.0,-291.62,17.3,LOSS,expiration,False
2023-08-25,2023-09-07,SPX,14,2655.0,-38.62,15.68,LOSS,expiration,False
2023-09-01,2023-09-14,SPX,14,2350.0,-526.62,13.09,LOSS,expiration,False
2023-09-08,2023-09-21,SPX,14,2040.0,56.38,13.84,WIN,expiration,True
2023-09-15,2023-09-28,SPX,14,2145.0,-1008.62,13.79,LOSS,expiration,False
2023-09-22,2023-10-05,SPX,14,2550.0,-228.62,17.2,LOSS,expiration,False
2023-09-29,2023-10-12,SPX,14,2520.0,444.38,17.52,WIN,expiration,True
2023-10-06,2023-10-19,SPX,14,2465.0,1201.38,17.45,WIN,expiration,True
2023-10-13,2023-10-26,SPX,14,2915.0,-343.62,19.32,LOSS,expiration,False
2023-10-27,2023-11-09,SPX,14,3255.0,-2003.62,21.27,LOSS,expiration,False
2023-11-03,2023-11-16,SPX,14,1785.0,-191.62,14.91,LOSS,expiration,False
2023-11-10,2023-11-24,SPX,14,2345.0,-1226.62,14.17,LOSS,expiration,False
2023-11-17,2023-11-30,SPX,14,2375.0,177.38,13.8,WIN,expiration,True
2023-11-24,2023-12-07,SPX,14,2630.0,824.38,12.46,WIN,expiration,True
2023-12-01,2023-12-14,SPX,14,1520.0,344.38,12.63,WIN,expiration,True
2023-12-08,2023-12-21,SPX,14,1425.0,836.38,12.35,WIN,expiration,True
2023-12-15,2023-12-28,SPX,14,2035.0,569.38,12.28,WIN,expiration,True
