trade_date,exp_date,underlying,dte_entry,spot_entry,spot_exit,iv_atm_pct,vix_entry,short_put,short_call,delta_put,delta_call,total_credit,pnl_usd,in_range,result,exit_method,pnl_tp25,pnl_tp50,pnl_tp75,pnl_dte14,pnl_dte7,pnl_tp25_d14,pnl_tp50_d14,pnl_tp75_d14,pnl_tp25_d7,pnl_tp50_d7,pnl_tp75_d7
2021-11-05,2021-12-03,RUT,28,2436.97,2159.99,,15.07,2230.0,2635.0,-0.1001,0.0815,13.35,-5666.0,,LOSS,expiration,333.75,667.5,-5666.0,480.0,715.0,333.75,667.5,480.0,333.75,667.5,715.0
2021-11-12,2021-12-10,RUT,28,2416.11,2212.24,,17.08,2195.0,2605.0,-0.1002,0.0806,13.7,1370.0,,WIN,expiration,342.5,685.0,1027.5,390.0,-3533.0,342.5,390.0,390.0,342.5,-3533.0,-3533.0
2021-11-19,2021-12-23,RUT,34,2353.54,2241.37,,17.87,2100.0,2575.0,-0.0996,0.0785,15.7,1570.0,,WIN,expiration,392.5,785.0,1177.5,377.0,718.0,392.5,377.0,377.0,392.5,785.0,718.0
2021-11-26,2021-12-23,RUT,27,2256.63,2241.37,,25.77,1945.0,2500.0,-0.0994,0.0786,19.1,1910.0,,WIN,expiration,477.5,955.0,1432.5,1495.0,1748.0,477.5,955.0,1432.5,477.5,955.0,1432.5
2021-12-03,2021-12-31,RUT,28,2180.03,2245.3,,28.99,1820.0,2450.0,-0.0992,0.0691,21.2,2120.0,,WIN,expiration,530.0,1060.0,1590.0,1750.0,2080.0,530.0,1060.0,1590.0,530.0,1060.0,1590.0
2021-12-10,2022-01-07,RUT,28,2217.2,2180.1,,20.18,1940.0,2425.0,-0.0991,0.0786,16.55,1655.0,,WIN,expiration,413.75,827.5,1241.25,1352.0,1580.0,413.75,827.5,1241.25,413.75,827.5,1241.25
2021-12-17,2022-01-14,RUT,28,2136.72,2161.78,,22.2,1860.0,2370.0,-0.0994,0.0795,17.25,1725.0,,WIN,expiration,431.25,862.5,1293.75,1295.0,1623.0,431.25,862.5,1293.75,431.25,862.5,1293.75
2021-12-31,2022-01-28,RUT,28,2254.83,1968.28,,17.72,2040.0,2425.0,-0.101,0.0823,13.35,-5837.0,,LOSS,expiration,333.75,667.5,-5837.0,35.0,-4363.0,333.75,667.5,35.0,333.75,667.5,-4363.0
2022-01-07,2022-02-04,RUT,28,2219.69,2002.43,,19.15,1975.0,2395.0,-0.0996,0.0816,14.6,1460.0,,WIN,expiration,365.0,730.0,1095.0,-2492.0,-5407.0,365.0,730.0,-2492.0,365.0,730.0,-5407.0
2022-01-14,2022-02-11,RUT,28,2152.79,2030.32,,20.24,1925.0,2335.0,-0.0997,0.0822,14.05,1405.0,,WIN,expiration,351.25,702.5,1053.75,-4137.0,-150.0,-4137.0,-4137.0,-4137.0,351.25,-150.0,-150.0
2022-01-21,2022-02-11,RUT,21,2008.57,2030.32,,27.11,1775.0,2210.0,-0.0993,0.0777,14.35,1435.0,,WIN,expiration,358.75,717.5,1076.25,-185.0,1193.0,358.75,-185.0,-185.0,358.75,717.5,1076.25
2022-01-28,2022-02-25,RUT,28,1910.97,2040.47,,31.85,1640.0,2135.0,-0.1007,0.0805,17.35,1735.0,,WIN,expiration,433.75,867.5,1301.25,630.0,1362.0,433.75,867.5,630.0,433.75,867.5,1301.25
2022-02-04,2022-03-04,RUT,28,1980.04,2001.1,,24.54,1730.0,2170.0,-0.1001,0.0782,15.15,1515.0,,WIN,expiration,378.75,757.5,1136.25,833.0,1270.0,378.75,757.5,833.0,378.75,757.5,1136.25
2022-02-11,2022-03-11,RUT,28,2056.84,1979.07,,24.25,1805.0,2240.0,-0.0989,0.0798,14.95,1495.0,,WIN,expiration,373.75,747.5,1121.25,377.0,1200.0,373.75,747.5,377.0,373.75,747.5,1121.25
2022-02-18,2022-03-11,RUT,21,2036.73,1979.07,,27.85,1810.0,2205.0,-0.0999,0.0801,13.6,1360.0,,WIN,expiration,340.0,680.0,1020.0,145.0,1015.0,340.0,145.0,145.0,340.0,680.0,1020.0
2022-02-25,2022-03-25,RUT,28,1995.61,2078.18,,29.85,1720.0,2205.0,-0.0988,0.0803,16.75,1675.0,,WIN,expiration,418.75,837.5,1256.25,1058.0,1530.0,418.75,837.5,1058.0,418.75,837.5,1256.25
2022-03-04,2022-04-01,RUT,28,2008.97,2091.39,,32.94,1720.0,2235.0,-0.101,0.0803,18.3,1830.0,,WIN,expiration,457.5,915.0,1372.5,1445.0,1737.0,457.5,915.0,1372.5,457.5,915.0,1372.5
2022-03-11,2022-04-08,RUT,28,2019.91,1994.3,,29.79,1745.0,2235.0,-0.0995,0.081,17.1,1710.0,,WIN,expiration,427.5,855.0,1282.5,1393.0,1595.0,427.5,855.0,1282.5,427.5,855.0,1282.5
2022-03-18,2022-04-08,RUT,21,2066.12,1994.3,,25.55,1845.0,2235.0,-0.0985,0.0812,13.2,1320.0,,WIN,expiration,330.0,660.0,990.0,820.0,1165.0,330.0,660.0,820.0,330.0,660.0,990.0
2022-03-25,2022-04-22,RUT,28,2071.13,1940.98,,21.59,1850.0,2240.0,-0.099,0.0781,13.05,1305.0,,WIN,expiration,326.25,652.5,978.75,757.0,1123.0,326.25,652.5,757.0,326.25,652.5,978.75
2022-04-01,2022-04-29,RUT,28,2090.14,1863.88,,20.2,1880.0,2260.0,-0.1032,0.0817,13.45,-267.0,,LOSS,expiration,336.25,672.5,1008.75,445.0,780.0,336.25,445.0,445.0,336.25,672.5,1008.75
2022-04-08,2022-05-06,RUT,28,1994.43,1839.42,,22.27,1775.0,2160.0,-0.0983,0.0798,12.95,1295.0,,WIN,expiration,323.75,647.5,971.25,815.0,528.0,323.75,647.5,815.0,323.75,647.5,528.0
2022-04-22,2022-05-13,RUT,21,1981.45,1792.29,,23.9,1785.0,2140.0,-0.102,0.0784,12.15,1215.0,,WIN,expiration,303.75,607.5,911.25,-497.0,-123.0,-497.0,-497.0,-497.0,303.75,607.5,-123.0
2022-04-29,2022-05-27,RUT,28,1927.13,1887.36,,28.98,1680.0,2125.0,-0.1,0.0788,15.25,1525.0,,WIN,expiration,381.25,762.5,1143.75,-1645.0,817.0,381.25,-1645.0,-1645.0,381.25,762.5,817.0
2022-05-06,2022-06-03,RUT,28,1824.59,1883.13,,35.09,1570.0,2040.0,-0.1016,0.0818,16.7,1670.0,,WIN,expiration,417.5,835.0,1252.5,1265.0,1605.0,417.5,835.0,1252.5,417.5,835.0,1252.5
2022-05-13,2022-06-10,RUT,28,1779.1,1800.87,,29.71,1545.0,1980.0,-0.1015,0.0809,15.2,1520.0,,WIN,expiration,380.0,760.0,1140.0,1055.0,1105.0,380.0,760.0,1055.0,380.0,760.0,1140.0
2022-05-20,2022-06-10,RUT,21,1785.74,1800.87,,28.22,1585.0,1950.0,-0.0978,0.0833,12.35,1235.0,,WIN,expiration,308.75,617.5,926.25,423.0,240.0,308.75,423.0,423.0,308.75,617.5,240.0
2022-05-27,2022-06-24,RUT,28,1863.25,1764.82,,26.13,1650.0,2055.0,-0.0981,0.0789,13.2,1320.0,,WIN,expiration,330.0,660.0,990.0,840.0,-870.0,330.0,660.0,840.0,330.0,660.0,-870.0
2022-06-03,2022-07-01,RUT,28,1887.2,1727.19,,25.29,1665.0,2075.0,-0.1012,0.0816,14.25,1425.0,,WIN,expiration,356.25,712.5,1068.75,-2580.0,-398.0,356.25,-2580.0,-2580.0,356.25,712.5,-398.0
2022-06-10,2022-07-08,RUT,28,1822.42,1768.83,,27.92,1595.0,2015.0,-0.0993,0.0817,14.35,1435.0,,WIN,expiration,358.75,717.5,1076.25,223.0,1020.0,358.75,717.5,223.0,358.75,717.5,1076.25
2022-06-17,2022-07-08,RUT,21,1682.94,1768.83,,31.44,1480.0,1865.0,-0.1012,0.082,13.3,1330.0,,WIN,expiration,332.5,665.0,997.5,775.0,1240.0,332.5,665.0,775.0,332.5,665.0,997.5
2022-06-24,2022-07-22,RUT,28,1740.13,1806.92,,28.4,1520.0,1930.0,-0.1005,0.0794,14.0,1400.0,,WIN,expiration,350.0,700.0,1050.0,1085.0,1328.0,350.0,700.0,1050.0,350.0,700.0,1050.0
2022-07-01,2022-07-29,RUT,28,1721.95,1885.19,,27.94,1510.0,1890.0,-0.1033,0.0853,14.05,1405.0,,WIN,expiration,351.25,702.5,1053.75,1083.0,588.0,351.25,702.5,1053.75,351.25,702.5,1053.75
2022-07-08,2022-08-05,RUT,28,1754.25,1921.67,,25.76,1545.0,1930.0,-0.0979,0.0812,12.9,1290.0,,WIN,expiration,322.5,645.0,967.5,560.0,685.0,322.5,645.0,560.0,322.5,645.0,967.5
2022-07-15,2022-08-12,RUT,28,1710.83,2015.58,,25.31,1515.0,1880.0,-0.0987,0.0819,12.3,-12328.0,,LOSS,expiration,-12328.0,-12328.0,-12328.0,-2075.0,-3097.0,-2075.0,-2075.0,-2075.0,-3097.0,-3097.0,-3097.0
2022-07-22,2022-08-12,RUT,21,1825.87,2015.58,,23.25,1655.0,1975.0,-0.1016,0.0769,10.65,-2993.0,,LOSS,expiration,266.25,532.5,798.75,347.0,633.0,266.25,532.5,347.0,266.25,532.5,798.75
2022-07-29,2022-08-26,RUT,28,1869.39,1900.62,,21.72,1670.0,2065.0,-0.0996,0.0837,13.3,1330.0,,WIN,expiration,332.5,665.0,997.5,510.0,1198.0,332.5,665.0,510.0,332.5,665.0,997.5
2022-08-05,2022-09-02,RUT,28,1902.05,1810.06,,21.7,1715.0,2070.0,-0.0992,0.0795,11.7,1170.0,,WIN,expiration,292.5,585.0,877.5,670.0,988.0,292.5,585.0,670.0,292.5,585.0,877.5
2022-08-12,2022-09-09,RUT,28,1988.23,1882.82,,19.84,1790.0,2160.0,-0.1004,0.0763,12.2,1220.0,,WIN,expiration,305.0,610.0,915.0,755.0,-518.0,305.0,610.0,755.0,305.0,610.0,-518.0
2022-08-19,2022-09-09,RUT,21,1964.84,1882.82,,20.72,1805.0,2105.0,-0.1023,0.0824,10.35,1035.0,,WIN,expiration,258.75,517.5,776.25,367.0,-1230.0,258.75,367.0,367.0,258.75,-1230.0,-1230.0
2022-08-26,2022-09-23,RUT,28,1955.93,1680.09,,22.06,1745.0,2145.0,-0.1012,0.0806,13.65,-5126.0,,LOSS,expiration,341.25,682.5,1023.75,277.0,-988.0,341.25,682.5,277.0,341.25,682.5,1023.75
2022-09-02,2022-09-30,RUT,28,1825.33,1664.97,,24.16,1630.0,2000.0,-0.1039,0.0804,13.0,1300.0,,WIN,expiration,325.0,650.0,975.0,132.0,647.0,325.0,650.0,132.0,325.0,650.0,647.0
2022-09-09,2022-10-07,RUT,28,1870.29,1702.26,,22.91,1680.0,2045.0,-0.1017,0.0796,12.35,1235.0,,WIN,expiration,308.75,617.5,926.25,-1365.0,-2732.0,-1365.0,-1365.0,-1365.0,-2732.0,-2732.0,-2732.0
2022-09-16,2022-10-14,RUT,28,1783.43,1682.3,,28.34,1560.0,1985.0,-0.0985,0.0802,14.15,1415.0,,WIN,expiration,353.75,707.5,1061.25,-115.0,1195.0,353.75,-115.0,-115.0,353.75,707.5,1061.25
2022-09-23,2022-10-14,RUT,21,1679.81,1682.3,,29.13,1505.0,1860.0,-0.1018,0.0798,11.8,1180.0,,WIN,expiration,295.0,590.0,885.0,148.0,605.0,295.0,148.0,148.0,295.0,590.0,885.0
2022-09-30,2022-10-28,RUT,28,1688.29,1846.46,,31.01,1465.0,1900.0,-0.0987,0.0817,14.6,1460.0,,WIN,expiration,365.0,730.0,1095.0,952.0,1407.0,365.0,730.0,1095.0,365.0,730.0,1095.0
2022-10-07,2022-11-04,RUT,28,1714.96,1800.12,,31.61,1485.0,1930.0,-0.0984,0.0819,14.95,1495.0,,WIN,expiration,373.75,747.5,1121.25,1187.0,1130.0,373.75,747.5,1121.25,373.75,747.5,1121.25
2022-10-14,2022-11-11,RUT,28,1730.79,1882.88,,31.65,1510.0,1960.0,-0.1,0.0794,14.8,1480.0,,WIN,expiration,370.0,740.0,1110.0,760.0,1350.0,370.0,740.0,760.0,370.0,740.0,1110.0
2022-10-21,2022-11-11,RUT,21,1713.86,1882.88,,29.38,1535.0,1910.0,-0.1019,0.0799,12.35,1235.0,,WIN,expiration,308.75,617.5,926.25,-242.0,907.0,-242.0,-242.0,-242.0,308.75,617.5,926.25
2022-10-28,2022-11-25,RUT,28,1819.74,1869.23,,27.39,1615.0,2070.0,-0.1007,0.0756,14.1,1410.0,,WIN,expiration,352.5,705.0,1057.5,1220.0,1148.0,352.5,705.0,1057.5,352.5,705.0,1057.5
2022-11-04,2022-12-02,RUT,28,1791.99,1892.74,,24.72,1610.0,2000.0,-0.1004,0.0792,12.5,1250.0,,WIN,expiration,312.5,625.0,937.5,595.0,1190.0,312.5,625.0,937.5,312.5,625.0,937.5
2022-11-11,2022-12-09,RUT,28,1885.98,1796.93,,23.43,1680.0,2070.0,-0.1003,0.0765,12.9,1290.0,,WIN,expiration,322.5,645.0,967.5,1113.0,1252.0,322.5,645.0,967.5,322.5,645.0,967.5
2022-11-18,2022-12-09,RUT,21,1859.22,1796.93,,23.6,1720.0,2035.0,-0.1031,0.0821,10.3,1030.0,,WIN,expiration,257.5,515.0,772.5,682.0,970.0,257.5,515.0,772.5,257.5,515.0,772.5
2022-11-25,2022-12-23,RUT,28,1867.21,1761.08,,20.97,1690.0,2035.0,-0.0986,0.0823,11.4,1140.0,,WIN,expiration,285.0,570.0,855.0,525.0,710.0,285.0,570.0,525.0,285.0,570.0,855.0
2022-12-02,2022-12-30,RUT,28,1867.3,1760.83,,19.88,1710.0,2030.0,-0.1036,0.0784,10.7,1070.0,,WIN,expiration,267.5,535.0,802.5,-190.0,220.0,267.5,535.0,-190.0,267.5,535.0,220.0
2022-12-09,2023-01-06,RUT,28,1812.8,1792.32,,22.86,1645.0,1975.0,-0.0961,0.0772,10.2,1020.0,,WIN,expiration,255.0,510.0,765.0,495.0,890.0,255.0,510.0,495.0,255.0,510.0,765.0
2022-12-16,2023-01-13,RUT,28,1764.66,1887.33,,22.41,1600.0,1930.0,-0.0995,0.0779,10.6,1060.0,,WIN,expiration,265.0,530.0,795.0,750.0,920.0,265.0,530.0,795.0,265.0,530.0,795.0
2022-12-23,2023-01-13,RUT,21,1743.74,1887.33,,22.49,1580.0,1895.0,-0.1002,0.0789,10.4,1040.0,,WIN,expiration,260.0,520.0,780.0,663.0,902.0,260.0,520.0,663.0,260.0,520.0,780.0
2022-12-30,2023-01-27,RUT,28,1752.61,1911.56,,22.03,1600.0,1915.0,-0.1018,0.0803,10.4,1040.0,,WIN,expiration,260.0,520.0,780.0,-457.0,348.0,260.0,-457.0,-457.0,260.0,520.0,780.0
2023-01-06,2023-02-03,RUT,28,1760.73,1985.69,,21.85,1600.0,1925.0,-0.0984,0.0804,10.45,-5024.0,,LOSS,expiration,261.25,-5024.0,-5024.0,-240.0,-700.0,261.25,-240.0,-240.0,261.25,-700.0,-700.0
2023-01-13,2023-02-10,RUT,28,1867.65,1919.15,,18.7,1705.0,2025.0,-0.1005,0.0759,10.3,1030.0,,WIN,expiration,257.5,515.0,772.5,670.0,-305.0,257.5,515.0,670.0,257.5,515.0,772.5
2023-01-20,2023-02-10,RUT,21,1849.0,1919.15,,20.23,1725.0,1995.0,-0.0993,0.082,8.6,860.0,,WIN,expiration,215.0,430.0,645.0,193.0,-1788.0,215.0,193.0,193.0,215.0,-1788.0,-1788.0
2023-01-27,2023-02-24,RUT,28,1906.11,1890.44,,18.38,1750.0,2070.0,-0.0988,0.0757,9.93,993.0,,WIN,expiration,248.25,496.5,744.75,551.0,923.0,248.25,496.5,551.0,248.25,496.5,744.75
2023-02-03,2023-03-03,RUT,28,1992.12,1928.58,,18.46,1815.0,2140.0,-0.0961,0.0864,10.9,1090.0,,WIN,expiration,272.5,545.0,817.5,470.0,830.0,272.5,545.0,470.0,272.5,545.0,817.5
2023-02-10,2023-03-10,RUT,28,1908.29,1773.03,,21.31,1715.0,2055.0,-0.1109,0.0839,13.6,1360.0,,WIN,expiration,340.0,680.0,1020.0,1095.0,1305.0,340.0,680.0,1020.0,340.0,680.0,1020.0
2023-02-17,2023-03-10,RUT,21,1929.21,1773.03,,21.02,1775.0,2065.0,-0.1001,0.0826,9.8,783.0,,WIN,expiration,245.0,490.0,735.0,485.0,865.0,245.0,490.0,485.0,245.0,490.0,735.0
2023-02-24,2023-03-24,RUT,28,1880.85,1734.83,,22.76,1675.0,2030.0,-0.106,0.0786,13.25,1325.0,,WIN,expiration,331.25,662.5,993.75,770.0,-107.0,331.25,662.5,993.75,331.25,662.5,993.75
2023-03-03,2023-03-31,RUT,28,1908.64,1802.44,,19.21,1730.0,2060.0,-0.0834,0.0778,9.0,900.0,,WIN,expiration,225.0,450.0,675.0,-2672.0,-2697.0,225.0,-2672.0,-2672.0,225.0,-2697.0,-2697.0
2023-03-10,2023-04-06,RUT,27,1794.73,1754.39,,23.36,1620.0,1965.0,-0.1,0.0772,11.2,1120.0,,WIN,expiration,280.0,560.0,840.0,425.0,1058.0,280.0,560.0,425.0,280.0,560.0,840.0
2023-03-17,2023-04-14,RUT,28,1747.8,1781.28,,24.02,1525.0,1915.0,-0.1004,0.0789,13.7,1370.0,,WIN,expiration,342.5,685.0,1027.5,1193.0,1340.0,342.5,685.0,1027.5,342.5,685.0,1027.5
2023-03-24,2023-04-14,RUT,21,1702.52,1781.28,,24.09,1525.0,1855.0,-0.1007,0.0824,11.4,1140.0,,WIN,expiration,285.0,570.0,855.0,563.0,1050.0,285.0,570.0,563.0,285.0,570.0,855.0
2023-03-31,2023-04-28,RUT,28,1784.44,1768.79,,18.88,1620.0,1930.0,-0.1003,0.0784,10.3,1030.0,,WIN,expiration,257.5,515.0,772.5,795.0,985.0,257.5,515.0,772.5,257.5,515.0,772.5
2023-04-14,2023-05-12,RUT,28,1805.02,1740.95,,17.55,1650.0,1965.0,-0.1005,0.0757,10.02,1002.0,,WIN,expiration,250.5,501.0,751.5,377.0,187.0,250.5,501.0,377.0,250.5,501.0,751.5
2023-04-21,2023-05-12,RUT,21,1785.73,1740.95,,17.35,1650.0,1900.0,-0.101,0.0757,8.22,822.0,,WIN,expiration,205.5,411.0,616.5,175.0,2.0,205.5,411.0,175.0,205.5,411.0,616.5
2023-04-28,2023-05-26,RUT,28,1757.56,1772.82,,16.54,1605.0,1875.0,-0.0987,0.0815,9.15,915.0,,WIN,expiration,228.75,457.5,686.25,550.0,792.0,228.75,457.5,550.0,228.75,457.5,686.25
2023-05-05,2023-06-02,RUT,28,1749.07,1830.86,,17.97,1580.0,1880.0,-0.0989,0.0775,10.02,1002.0,,WIN,expiration,250.5,501.0,751.5,687.0,852.0,250.5,501.0,751.5,250.5,501.0,751.5
2023-05-12,2023-06-09,RUT,28,1752.29,1865.85,,16.54,1575.0,1860.0,-0.0961,0.0802,9.65,380.0,,WIN,expiration,241.25,482.5,723.75,412.0,853.0,241.25,482.5,412.0,241.25,482.5,723.75
2023-05-19,2023-06-09,RUT,21,1792.76,1865.85,,16.03,1665.0,1900.0,-0.0993,0.0816,7.85,785.0,,WIN,expiration,196.25,392.5,588.75,-223.0,623.0,-223.0,-223.0,-223.0,196.25,392.5,588.75
2023-05-26,2023-06-23,RUT,28,1757.89,1821.37,,18.23,1580.0,1915.0,-0.1008,0.085,11.75,1175.0,,WIN,expiration,293.75,587.5,881.25,-473.0,-68.0,293.75,587.5,-473.0,293.75,587.5,-68.0
2023-06-02,2023-06-30,RUT,28,1789.41,1888.74,,15.13,1650.0,1920.0,-0.1052,0.0767,9.28,928.0,,WIN,expiration,232.0,464.0,696.0,-852.0,708.0,-852.0,-852.0,-852.0,232.0,464.0,696.0
2023-06-09,2023-07-07,RUT,28,1877.39,1864.71,,13.56,1730.0,2020.0,-0.0981,0.0811,9.4,940.0,,WIN,expiration,235.0,470.0,705.0,663.0,862.0,235.0,470.0,663.0,235.0,470.0,705.0
2023-06-16,2023-07-14,RUT,28,1883.96,1930.71,,14.39,1725.0,2070.0,-0.0981,0.079,10.7,1070.0,,WIN,expiration,267.5,535.0,802.5,893.0,922.0,267.5,535.0,802.5,267.5,535.0,802.5
2023-06-23,2023-07-14,RUT,21,1835.05,1930.71,,13.44,1720.0,1955.0,-0.1024,0.0834,7.95,795.0,,WIN,expiration,198.75,397.5,596.25,177.0,618.0,198.75,177.0,177.0,198.75,397.5,596.25
2023-06-30,2023-07-28,RUT,28,1895.76,1981.43,,13.47,1765.0,2035.0,-0.1025,0.0807,9.0,900.0,,WIN,expiration,225.0,450.0,675.0,338.0,595.0,225.0,450.0,338.0,225.0,450.0,675.0
2023-07-07,2023-08-04,RUT,28,1860.11,1957.53,,14.98,1715.0,2000.0,-0.0981,0.078,9.05,905.0,,WIN,expiration,226.25,452.5,678.75,-655.0,313.0,-655.0,-655.0,-655.0,226.25,313.0,313.0
2023-07-14,2023-08-11,RUT,28,1937.34,1924.79,,13.69,1815.0,2065.0,-0.0967,0.0827,7.95,795.0,,WIN,expiration,198.75,397.5,596.25,348.0,653.0,198.75,348.0,348.0,198.75,397.5,596.25
2023-07-21,2023-08-11,RUT,21,1965.41,1924.79,,13.79,1845.0,2095.0,-0.0991,0.0772,7.77,777.0,,WIN,expiration,194.25,388.5,582.75,300.0,625.0,194.25,388.5,300.0,194.25,388.5,582.75
2023-07-28,2023-08-25,RUT,28,1978.28,1853.48,,13.53,1840.0,2140.0,-0.1015,0.0807,9.75,975.0,,WIN,expiration,243.75,487.5,731.25,215.0,-710.0,243.75,487.5,215.0,243.75,487.5,-710.0
2023-08-04,2023-09-01,RUT,28,1959.96,1920.31,,15.27,1805.0,2100.0,-0.0978,0.0809,9.62,962.0,,WIN,expiration,240.5,481.0,721.5,-471.0,147.0,240.5,-471.0,-471.0,240.5,481.0,147.0
2023-08-11,2023-09-08,RUT,28,1918.21,1851.84,,16.15,1765.0,2070.0,-0.1012,0.08,10.12,1012.0,,WIN,expiration,253.0,506.0,759.0,379.0,957.0,253.0,506.0,379.0,253.0,506.0,759.0
