trade_date,exp_date,underlying,dte_entry,width_sigma,structure,spot_entry,spot_exit,call_atm,call_lo,call_up,total_credit,vix_entry,iv_atm_pct,expected_move,pnl_usd,pnl_tp25,pnl_tp50,pnl_tp75,result,exit_method,mfe,mae,pnl_exit5,pnl_exit3
2023-11-10,2023-11-17,SPX,7,0.50,Inverse Butterfly 1-2-1 (calls),4367.13,4513.91,4365.0,4325.0,4405.0,1055.0,14.85,13.87,83.9,1055.0,265.0,615.0,1060.0,WIN,expiration,1200.0,-2120.0,220.0,1060.0
2023-11-17,2023-11-24,SPX,7,0.50,Inverse Butterfly 1-2-1 (calls),4508.14,4558.9,4510.0,4480.0,4540.0,620.0,13.93,9.22,57.6,620.0,215.0,405.0,525.0,WIN,expiration,635.0,-1070.0,35.0,-60.0
2023-11-24,2023-12-01,SPX,7,0.50,Inverse Butterfly 1-2-1 (calls),4558.61,4593.72,4560.0,4530.0,4590.0,615.0,13.07,8.74,55.2,615.0,350.0,350.0,615.0,WIN,expiration,455.0,-920.0,-50.0,-137.5
2023-12-01,2023-12-08,SPX,7,0.50,Inverse Butterfly 1-2-1 (calls),4563.52,4603.49,4565.0,4530.0,4600.0,240.0,12.82,11.66,73.7,240.0,155.0,155.0,230.0,WIN,expiration,230.0,-2980.0,-465.0,-705.0
2023-12-08,2023-12-15,SPX,7,0.50,Inverse Butterfly 1-2-1 (calls),4584.37,4715.03,4585.0,4545.0,4625.0,715.0,12.78,12.4,78.7,715.0,185.0,620.0,620.0,WIN,expiration,845.0,-6390.0,-25.0,-140.0
2023-12-15,2023-12-22,SPX,7,0.50,Inverse Butterfly 1-2-1 (calls),4711.31,4755.16,4710.0,4680.0,4740.0,635.0,12.28,9.54,62.2,635.0,335.0,335.0,480.0,WIN,expiration,605.0,-1100.0,30.0,195.0
2023-12-22,2023-12-29,SPX,7,0.50,Inverse Butterfly 1-2-1 (calls),4768.16,4772.17,4770.0,4730.0,4810.0,490.0,13.83,12.02,79.3,-3293.0,-3293.0,-3293.0,-3293.0,LOSS,expiration,0.0,-4035.0,-575.0,-575.0
2023-12-29,2024-01-05,SPX,7,0.50,Inverse Butterfly 1-2-1 (calls),4785.93,4696.66,4785.0,4750.0,4820.0,730.0,12.65,9.84,65.2,730.0,225.0,370.0,575.0,WIN,expiration,730.0,-1310.0,35.0,35.0
2024-01-05,2024-01-12,SPX,7,0.50,Inverse Butterfly 1-2-1 (calls),4699.58,4783.14,4700.0,4660.0,4740.0,715.0,13.56,11.58,75.4,715.0,195.0,450.0,595.0,WIN,expiration,725.0,-2300.0,-85.0,-45.0
2024-01-12,2024-01-19,SPX,7,0.50,Inverse Butterfly 1-2-1 (calls),4787.74,4838.96,4790.0,4760.0,4820.0,665.0,12.66,9.5,63.0,665.0,255.0,355.0,755.0,WIN,expiration,970.0,-2460.0,40.0,40.0
2024-01-19,2024-01-26,SPX,7,0.50,Inverse Butterfly 1-2-1 (calls),4794.54,4890.07,4795.0,4760.0,4830.0,500.0,13.76,10.68,70.9,500.0,160.0,255.0,385.0,WIN,expiration,505.0,-2470.0,45.0,65.0
2024-01-26,2024-02-02,SPX,7,0.50,Inverse Butterfly 1-2-1 (calls),4892.54,4958.04,4895.0,4850.0,4940.0,885.0,13.56,12.56,85.1,885.0,500.0,500.0,745.0,WIN,expiration,875.0,-3190.0,-95.0,-40.0
2024-02-02,2024-02-09,SPX,7,0.50,Inverse Butterfly 1-2-1 (calls),4920.8,5025.89,4920.0,4880.0,4960.0,815.0,13.95,11.84,80.7,815.0,360.0,485.0,670.0,WIN,expiration,855.0,-1710.0,25.0,-105.0
2024-02-09,2024-02-16,SPX,7,0.50,Inverse Butterfly 1-2-1 (calls),5008.64,5005.15,5010.0,4975.0,5045.0,620.0,12.83,10.29,71.4,-2395.0,255.0,-2395.0,-2395.0,LOSS,expiration,255.0,-3235.0,-75.0,42.5
2024-02-16,2024-02-23,SPX,7,0.50,Inverse Butterfly 1-2-1 (calls),5006.97,5089.31,5005.0,4965.0,5045.0,725.0,14.54,12.15,84.3,725.0,395.0,395.0,590.0,WIN,expiration,765.0,-1090.0,-140.0,-140.0
2024-03-01,2024-03-08,SPX,7,0.50,Inverse Butterfly 1-2-1 (calls),5099.71,5124.37,5100.0,5065.0,5135.0,615.0,13.28,10.55,74.5,-448.0,195.0,455.0,465.0,LOSS,expiration,465.0,-1565.0,35.0,-105.0
2024-03-08,2024-03-15,SPX,7,0.50,Inverse Butterfly 1-2-1 (calls),5185.2,5117.42,5185.0,5140.0,5230.0,1005.0,14.05,13.09,94.0,1005.0,315.0,527.5,770.0,WIN,expiration,1005.0,-1490.0,315.0,-60.0
2024-03-15,2024-03-22,SPX,7,0.50,Inverse Butterfly 1-2-1 (calls),5118.91,5234.27,5120.0,5070.0,5170.0,1005.0,14.91,14.25,101.0,1005.0,955.0,955.0,955.0,WIN,expiration,1175.0,-1980.0,65.0,-85.0
