trade_date,exp_date,underlying,dte_entry,width_sigma,structure,spot_entry,spot_exit,call_atm,call_lo,call_up,total_credit,vix_entry,iv_atm_pct,expected_move,pnl_usd,pnl_tp25,pnl_tp50,pnl_tp75,result,exit_method,mfe,mae,pnl_exit21,pnl_exit14,pnl_exit10,pnl_exit7,pnl_exit5,pnl_exit3
2021-03-19,2021-04-16,SPX,28,0.25,Inverse Butterfly 1-2-1 (calls),3900.36,4184.71,3900.0,3850.0,3950.0,565.0,22.34,17.71,191.3,565.0,141.25,282.5,423.75,WIN,expiration,715.0,-2770.0,-15.0,330.0,435.0,490.0,545.0,550.0
2021-03-26,2021-04-23,SPX,28,0.25,Inverse Butterfly 1-2-1 (calls),3927.31,4179.49,3925.0,3885.0,3965.0,460.0,18.98,14.97,162.9,460.0,115.0,230.0,345.0,WIN,expiration,580.0,-2260.0,215.0,325.0,405.0,475.0,455.0,445.0
2021-04-09,2021-05-07,SPX,28,0.25,Inverse Butterfly 1-2-1 (calls),4103.29,4231.53,4105.0,4070.0,4140.0,410.0,17.14,13.0,147.7,410.0,102.5,205.0,307.5,WIN,expiration,445.0,-2190.0,155.0,40.0,160.0,390.0,230.0,-0.0
2021-04-16,2021-05-14,SPX,28,0.25,Inverse Butterfly 1-2-1 (calls),4173.23,4172.9,4175.0,4140.0,4210.0,390.0,16.77,12.62,145.9,-2900.0,97.5,195.0,292.5,LOSS,expiration,295.0,-3595.0,-35.0,-335.0,-165.0,-140.0,60.0,-330.0
2021-04-23,2021-05-21,SPX,28,0.25,Inverse Butterfly 1-2-1 (calls),4153.09,4156.18,4155.0,4115.0,4195.0,415.0,18.03,14.09,162.0,-3467.0,103.75,207.5,-3467.0,LOSS,expiration,310.0,-3835.0,135.0,0.0,-110.0,-300.0,-360.0,-470.0
2021-04-30,2021-05-28,SPX,28,0.25,Inverse Butterfly 1-2-1 (calls),4196.6,4204.6,4195.0,4150.0,4240.0,815.0,17.98,15.24,177.1,-2725.0,203.75,407.5,-2725.0,LOSS,expiration,560.0,-4310.0,195.0,80.0,-195.0,-360.0,-705.0,-705.0
2021-05-07,2021-06-04,SPX,28,0.25,Inverse Butterfly 1-2-1 (calls),4219.5,4229.55,4220.0,4180.0,4260.0,495.0,18.02,12.91,150.8,-2550.0,123.75,-2550.0,-2550.0,LOSS,expiration,165.0,-3095.0,-50.0,-250.0,-490.0,-892.5,-1025.0,-1025.0
2021-05-14,2021-06-11,SPX,28,0.25,Inverse Butterfly 1-2-1 (calls),4156.78,4247.4,4155.0,4110.0,4200.0,505.0,19.7,16.2,186.5,505.0,126.25,252.5,378.75,WIN,expiration,525.0,-2870.0,5.0,-175.0,20.0,-75.0,45.0,135.0
2021-05-21,2021-06-18,SPX,28,0.25,Inverse Butterfly 1-2-1 (calls),4188.5,4165.59,4190.0,4150.0,4230.0,435.0,19.92,14.47,167.9,-1124.0,108.75,-1124.0,-1124.0,LOSS,expiration,210.0,-2320.0,-380.0,-55.0,-135.0,-160.0,-80.0,25.0
2021-05-28,2021-06-25,SPX,28,0.25,Inverse Butterfly 1-2-1 (calls),4215.32,4280.68,4215.0,4180.0,4250.0,400.0,16.49,12.79,149.4,400.0,100.0,200.0,300.0,WIN,expiration,420.0,-2220.0,-150.0,-200.0,-35.0,-395.0,-485.0,-575.0
2021-06-18,2021-07-16,SPX,28,0.25,Inverse Butterfly 1-2-1 (calls),4188.86,4326.81,4190.0,4150.0,4230.0,375.0,19.52,14.03,162.7,375.0,93.75,187.5,281.25,WIN,expiration,640.0,-2940.0,170.0,640.0,365.0,305.0,340.0,350.0
2021-06-25,2021-07-23,SPX,28,0.25,Inverse Butterfly 1-2-1 (calls),4274.57,4411.1,4275.0,4245.0,4305.0,335.0,15.71,10.3,121.9,335.0,83.75,167.5,251.25,WIN,expiration,395.0,-1800.0,140.0,195.0,240.0,180.0,-50.0,-30.0
2021-07-02,2021-07-30,SPX,28,0.25,Inverse Butterfly 1-2-1 (calls),4333.06,4395.97,4335.0,4305.0,4365.0,390.0,14.52,9.68,116.2,390.0,97.5,195.0,292.5,WIN,expiration,470.0,-1780.0,95.0,120.0,-65.0,70.0,230.0,120.0
2021-07-09,2021-08-06,SPX,28,0.25,Inverse Butterfly 1-2-1 (calls),4349.82,4436.2,4350.0,4315.0,4385.0,385.0,16.97,11.72,141.1,385.0,96.25,192.5,288.75,WIN,expiration,390.0,-1660.0,20.0,-10.0,-30.0,165.0,140.0,-110.0
2021-07-16,2021-08-13,SPX,28,0.25,Inverse Butterfly 1-2-1 (calls),4365.01,4467.97,4365.0,4330.0,4400.0,375.0,16.42,12.39,149.8,375.0,93.75,187.5,281.25,WIN,expiration,475.0,-1620.0,-45.0,95.0,-65.0,115.0,85.0,110.0
2021-07-23,2021-08-20,SPX,28,0.25,Inverse Butterfly 1-2-1 (calls),4382.7,4400.27,4385.0,4350.0,4420.0,400.0,17.21,11.61,141.0,-1573.0,100.0,200.0,300.0,LOSS,expiration,430.0,-2290.0,60.0,-15.0,70.0,200.0,130.0,135.0
2021-07-30,2021-08-27,SPX,28,0.25,Inverse Butterfly 1-2-1 (calls),4406.6,4508.71,4405.0,4365.0,4445.0,340.0,17.89,13.62,166.2,340.0,85.0,170.0,255.0,WIN,expiration,345.0,-3200.0,-125.0,-20.0,-145.0,-290.0,20.0,285.0
2021-08-06,2021-09-03,SPX,28,0.25,Inverse Butterfly 1-2-1 (calls),4431.13,4535.22,4430.0,4390.0,4470.0,515.0,16.94,12.79,157.0,515.0,128.75,257.5,386.25,WIN,expiration,660.0,-1790.0,50.0,-55.0,65.0,60.0,660.0,225.0
2021-08-13,2021-09-10,SPX,28,0.25,Inverse Butterfly 1-2-1 (calls),4464.73,4459.16,4465.0,4435.0,4495.0,345.0,15.33,10.13,125.3,-2071.0,86.25,172.5,258.75,LOSS,expiration,320.0,-2595.0,-35.0,20.0,95.0,190.0,120.0,120.0
2021-08-20,2021-09-17,SPX,28,0.25,Inverse Butterfly 1-2-1 (calls),4400.27,4433.19,4400.0,4360.0,4440.0,335.0,21.57,13.22,161.1,-346.0,83.75,167.5,251.25,LOSS,expiration,340.0,-2740.0,105.0,225.0,215.0,220.0,55.0,-20.0
2021-08-27,2021-09-24,SPX,28,0.25,Inverse Butterfly 1-2-1 (calls),4484.57,4455.58,4485.0,4450.0,4520.0,400.0,17.59,11.41,141.7,-158.0,100.0,200.0,-158.0,LOSS,expiration,247.5,-3650.0,140.0,35.0,-180.0,-320.0,-17.5,2.5
2021-09-03,2021-10-01,SPX,28,0.25,Inverse Butterfly 1-2-1 (calls),4529.59,4355.01,4530.0,4495.0,4565.0,275.0,16.6,11.04,138.5,275.0,68.75,137.5,206.25,WIN,expiration,287.5,-1940.0,-395.0,-355.0,2.5,-162.5,-80.0,202.5
2021-09-10,2021-10-08,SPX,28,0.25,Inverse Butterfly 1-2-1 (calls),4502.2,4390.96,4500.0,4460.0,4540.0,430.0,17.69,13.31,166.0,430.0,107.5,215.0,322.5,WIN,expiration,427.5,-2210.0,-90.0,-205.0,-200.0,330.0,330.0,380.0
2021-09-17,2021-10-15,SPX,28,0.25,Inverse Butterfly 1-2-1 (calls),4451.54,4471.01,4450.0,4405.0,4495.0,440.0,19.5,14.8,182.5,-1959.0,110.0,-1959.0,-1959.0,LOSS,expiration,175.0,-3545.0,-520.0,-272.5,-172.5,-615.0,-832.5,-215.0
2021-09-24,2021-10-22,SPX,28,0.25,Inverse Butterfly 1-2-1 (calls),4452.18,4545.08,4450.0,4405.0,4495.0,500.0,18.68,14.36,177.0,500.0,125.0,250.0,375.0,WIN,expiration,625.0,-2010.0,-175.0,-155.0,-342.5,-790.0,-610.0,-235.0
2021-10-01,2021-10-29,SPX,28,0.25,Inverse Butterfly 1-2-1 (calls),4309.7,4604.75,4310.0,4255.0,4365.0,410.0,22.91,19.01,226.9,410.0,102.5,205.0,307.5,WIN,expiration,745.0,-6090.0,175.0,115.0,315.0,370.0,390.0,410.0
2021-10-08,2021-11-05,SPX,28,0.25,Inverse Butterfly 1-2-1 (calls),4398.49,4696.4,4400.0,4355.0,4445.0,420.0,18.92,15.13,184.3,420.0,105.0,210.0,315.0,WIN,expiration,785.0,-2990.0,-25.0,390.0,705.0,345.0,355.0,410.0
2021-10-15,2021-11-12,SPX,28,0.25,Inverse Butterfly 1-2-1 (calls),4465.65,4682.96,4465.0,4425.0,4505.0,520.0,15.9,12.35,152.7,520.0,130.0,260.0,390.0,WIN,expiration,710.0,-4210.0,245.0,455.0,435.0,480.0,525.0,510.0
2021-10-22,2021-11-19,SPX,28,0.25,Inverse Butterfly 1-2-1 (calls),4552.15,4697.95,4550.0,4510.0,4590.0,505.0,15.06,12.09,152.4,505.0,126.25,252.5,378.75,WIN,expiration,770.0,-2330.0,25.0,380.0,375.0,35.0,420.0,200.0
2021-10-29,2021-11-26,SPX,28,0.25,Inverse Butterfly 1-2-1 (calls),4585.1,4596.63,4585.0,4545.0,4625.0,430.0,17.06,13.32,169.2,-2407.0,107.5,215.0,322.5,LOSS,expiration,450.0,-4035.0,130.0,90.0,235.0,295.0,450.0,375.0
2021-11-05,2021-12-03,SPX,28,0.25,Inverse Butterfly 1-2-1 (calls),4713.96,4577.1,4715.0,4680.0,4750.0,410.0,15.07,10.29,134.3,410.0,102.5,205.0,307.5,WIN,expiration,620.0,-1230.0,-100.0,-150.0,-220.0,-310.0,-255.0,-115.0
2021-11-12,2021-12-10,SPX,28,0.25,Inverse Butterfly 1-2-1 (calls),4653.64,4711.65,4655.0,4615.0,4695.0,410.0,17.08,12.32,158.8,410.0,102.5,205.0,307.5,WIN,expiration,425.0,-2260.0,65.0,-50.0,5.0,-215.0,-275.0,-210.0
2021-11-19,2021-12-17,SPX,28,0.25,Inverse Butterfly 1-2-1 (calls),4710.65,4620.26,4710.0,4665.0,4755.0,545.0,17.87,13.7,178.7,545.0,136.25,272.5,408.75,WIN,expiration,540.0,-1910.0,-70.0,-225.0,-270.0,-415.0,-520.0,-497.5
2021-11-26,2021-12-23,SPX,27,0.25,Inverse Butterfly 1-2-1 (calls),4624.37,4725.29,4625.0,4565.0,4685.0,505.0,25.77,19.13,240.6,505.0,126.25,252.5,378.75,WIN,expiration,505.0,-4030.0,-210.0,-165.0,-155.0,-85.0,-740.0,-910.0
2021-12-03,2021-12-31,SPX,28,0.25,Inverse Butterfly 1-2-1 (calls),4577.1,4766.1,4575.0,4500.0,4650.0,720.0,28.99,23.67,300.1,720.0,180.0,360.0,540.0,WIN,expiration,740.0,-4760.0,-35.0,-330.0,-505.0,240.0,455.0,645.0
2021-12-10,2022-01-07,SPX,28,0.25,Inverse Butterfly 1-2-1 (calls),4687.31,4676.51,4685.0,4635.0,4735.0,510.0,20.18,15.19,197.2,-3641.0,127.5,255.0,-3641.0,LOSS,expiration,355.0,-4405.0,-210.0,-90.0,230.0,230.0,-35.0,355.0
2021-12-17,2022-01-14,SPX,28,0.25,Inverse Butterfly 1-2-1 (calls),4624.26,4661.92,4625.0,4570.0,4680.0,510.0,22.2,17.56,224.9,-1298.0,127.5,255.0,382.5,LOSS,expiration,435.0,-3710.0,180.0,-655.0,435.0,-115.0,-660.0,-575.0
2021-12-31,2022-01-31,SPX,31,0.25,Inverse Butterfly 1-2-1 (calls),4775.22,4515.44,4775.0,4730.0,4820.0,475.0,17.72,13.11,182.4,475.0,118.75,237.5,356.25,WIN,expiration,477.5,-1870.0,-75.0,85.0,442.5,457.5,460.0,475.0
2022-01-07,2022-02-04,SPX,28,0.25,Inverse Butterfly 1-2-1 (calls),4703.29,4499.81,4705.0,4655.0,4755.0,465.0,19.15,14.89,194.0,465.0,116.25,232.5,348.75,WIN,expiration,492.5,-2150.0,65.0,157.5,397.5,447.5,395.0,322.5
2022-01-14,2022-02-11,SPX,28,0.25,Inverse Butterfly 1-2-1 (calls),4659.03,4416.86,4660.0,4605.0,4715.0,505.0,20.24,16.69,215.3,505.0,126.25,252.5,378.75,WIN,expiration,512.5,-1860.0,-105.0,392.5,-150.0,25.0,25.0,337.5
2022-01-21,2022-02-18,SPX,28,0.25,Inverse Butterfly 1-2-1 (calls),4450.74,4348.67,4450.0,4380.0,4520.0,830.0,27.11,23.42,288.7,830.0,207.5,415.0,622.5,WIN,expiration,827.5,-3975.0,-95.0,-5.0,-240.0,-135.0,-595.0,-840.0
2022-01-28,2022-02-28,SPX,31,0.25,Inverse Butterfly 1-2-1 (calls),4297.45,4373.75,4295.0,4210.0,4380.0,700.0,31.85,26.92,337.2,75.0,175.0,350.0,525.0,WIN,expiration,690.0,-4405.0,215.0,-155.0,-280.0,-630.0,-1035.0,-2090.0
2022-02-04,2022-03-04,SPX,28,0.25,Inverse Butterfly 1-2-1 (calls),4484.16,4363.49,4485.0,4425.0,4545.0,540.0,24.54,20.07,249.3,540.0,135.0,270.0,405.0,WIN,expiration,557.5,-2350.0,-65.0,-355.0,-410.0,17.5,-635.0,-415.0
2022-02-11,2022-03-11,SPX,28,0.25,Inverse Butterfly 1-2-1 (calls),4503.19,4203.91,4505.0,4445.0,4565.0,600.0,24.25,19.4,241.9,600.0,150.0,300.0,450.0,WIN,expiration,615.0,-2520.0,-205.0,35.0,-325.0,-430.0,175.0,537.5
2022-02-18,2022-03-18,SPX,28,0.25,Inverse Butterfly 1-2-1 (calls),4392.71,4462.85,4395.0,4325.0,4465.0,620.0,27.85,22.84,277.8,405.0,155.0,405.0,405.0,WIN,expiration,285.0,-3705.0,-255.0,-240.0,-210.0,-520.0,-132.5,-40.0
2022-02-25,2022-03-25,SPX,28,0.25,Inverse Butterfly 1-2-1 (calls),4288.7,4543.05,4290.0,4215.0,4365.0,750.0,29.85,25.32,300.8,750.0,187.5,375.0,562.5,WIN,expiration,980.0,-3210.0,265.0,-255.0,-505.0,-70.0,205.0,405.0
2022-03-04,2022-04-01,SPX,28,0.25,Inverse Butterfly 1-2-1 (calls),4363.49,4544.79,4365.0,4295.0,4435.0,595.0,32.94,22.68,274.1,595.0,148.75,297.5,446.25,WIN,expiration,760.0,-3410.0,-285.0,-345.0,-35.0,-10.0,220.0,580.0
2022-03-11,2022-04-08,SPX,28,0.25,Inverse Butterfly 1-2-1 (calls),4274.69,4489.24,4275.0,4200.0,4350.0,690.0,29.79,25.61,303.2,690.0,172.5,345.0,517.5,WIN,expiration,980.0,-5580.0,260.0,180.0,545.0,300.0,685.0,695.0
2022-03-18,2022-04-14,SPX,27,0.25,Inverse Butterfly 1-2-1 (calls),4407.41,4392.44,4405.0,4340.0,4470.0,660.0,25.55,21.8,261.3,-4584.0,165.0,330.0,-4584.0,LOSS,expiration,470.0,-6095.0,90.0,315.0,350.0,-85.0,-170.0,-545.0
2022-03-25,2022-04-22,SPX,28,0.25,Inverse Butterfly 1-2-1 (calls),4525.13,4272.28,4525.0,4470.0,4580.0,385.0,21.59,17.98,225.3,385.0,96.25,192.5,288.75,WIN,expiration,395.0,-3890.0,-260.0,-485.0,-765.0,-280.0,-230.0,-595.0
2022-04-01,2022-04-29,SPX,28,0.25,Inverse Butterfly 1-2-1 (calls),4537.52,4132.17,4540.0,4490.0,4590.0,480.0,20.2,16.42,206.4,480.0,120.0,240.0,360.0,WIN,expiration,477.5,-2360.0,-290.0,-120.0,-295.0,-57.5,450.0,450.0
2022-04-08,2022-05-06,SPX,28,0.25,Inverse Butterfly 1-2-1 (calls),4476.48,4146.87,4475.0,4415.0,4535.0,490.0,22.27,19.12,237.0,490.0,122.5,245.0,367.5,WIN,expiration,495.0,-2310.0,-385.0,-520.0,-35.0,-132.5,405.0,410.0
2022-04-22,2022-05-20,SPX,28,0.25,Inverse Butterfly 1-2-1 (calls),4355.15,3901.55,4355.0,4290.0,4420.0,545.0,23.9,21.48,259.1,545.0,136.25,272.5,408.75,WIN,expiration,547.5,-2280.0,-235.0,-450.0,220.0,487.5,520.0,527.5
2022-04-29,2022-05-27,SPX,28,0.25,Inverse Butterfly 1-2-1 (calls),4267.85,4158.34,4270.0,4200.0,4340.0,650.0,28.98,23.66,279.6,650.0,162.5,325.0,487.5,WIN,expiration,855.0,-5660.0,-160.0,220.0,-62.5,575.0,600.0,635.0
2022-05-06,2022-06-03,SPX,28,0.25,Inverse Butterfly 1-2-1 (calls),4146.87,4108.23,4145.0,4035.0,4255.0,1450.0,35.09,37.82,434.4,-5873.0,362.5,-5873.0,-5873.0,LOSS,expiration,622.5,-6905.0,-460.0,72.5,37.5,-1657.5,-2165.0,-2165.0
2022-05-13,2022-06-10,SPX,28,0.25,Inverse Butterfly 1-2-1 (calls),3993.95,3900.16,3995.0,3920.0,4070.0,705.0,29.71,26.54,293.6,705.0,176.25,352.5,528.75,WIN,expiration,702.5,-6010.0,-270.0,-285.0,-60.0,210.0,35.0,-395.0
2022-05-20,2022-06-17,SPX,28,0.25,Inverse Butterfly 1-2-1 (calls),3933.8,3673.63,3935.0,3865.0,4005.0,680.0,28.22,25.2,274.6,680.0,170.0,340.0,510.0,WIN,expiration,670.0,-4890.0,-35.0,285.0,70.0,-150.0,-275.0,-125.0
2022-05-27,2022-06-24,SPX,28,0.25,Inverse Butterfly 1-2-1 (calls),4115.44,3912.21,4115.0,4045.0,4185.0,725.0,26.13,24.38,277.9,725.0,181.25,362.5,543.75,WIN,expiration,727.5,-3380.0,20.0,-305.0,495.0,692.5,707.5,707.5
2022-06-03,2022-07-01,SPX,28,0.25,Inverse Butterfly 1-2-1 (calls),4134.22,3825.03,4135.0,4070.0,4200.0,640.0,25.29,22.74,260.4,640.0,160.0,320.0,480.0,WIN,expiration,635.0,-2890.0,-215.0,572.5,560.0,590.0,432.5,425.0
2022-06-17,2022-07-15,SPX,28,0.25,Inverse Butterfly 1-2-1 (calls),3698.69,3861.56,3700.0,3630.0,3770.0,700.0,31.44,27.44,281.2,700.0,175.0,350.0,525.0,WIN,expiration,790.0,-6610.0,20.0,-705.0,-240.0,185.0,55.0,75.0
2022-06-24,2022-07-22,SPX,28,0.25,Inverse Butterfly 1-2-1 (calls),3852.1,3962.24,3850.0,3780.0,3920.0,1060.0,28.4,26.3,280.6,1060.0,265.0,530.0,795.0,WIN,expiration,1085.0,-9520.0,160.0,55.0,-65.0,-465.0,-405.0,-620.0
2022-07-01,2022-07-29,SPX,28,0.25,Inverse Butterfly 1-2-1 (calls),3800.64,4130.48,3800.0,3730.0,3870.0,765.0,27.94,26.62,280.3,765.0,191.25,382.5,573.75,WIN,expiration,770.0,-9790.0,140.0,-160.0,-35.0,475.0,200.0,-105.0
2022-07-08,2022-08-05,SPX,28,0.25,Inverse Butterfly 1-2-1 (calls),3874.9,4144.66,3875.0,3810.0,3940.0,635.0,25.76,23.51,252.4,635.0,158.75,317.5,476.25,WIN,expiration,645.0,-4060.0,-200.0,80.0,-110.0,290.0,525.0,500.0
2022-07-15,2022-08-12,SPX,28,0.25,Inverse Butterfly 1-2-1 (calls),3826.81,4279.35,3825.0,3760.0,3890.0,665.0,25.31,24.34,258.0,665.0,166.25,332.5,498.75,WIN,expiration,760.0,-5840.0,270.0,410.0,455.0,625.0,660.0,620.0
2022-07-22,2022-08-19,SPX,28,0.25,Inverse Butterfly 1-2-1 (calls),3991.17,4228.37,3990.0,3930.0,4050.0,675.0,23.25,21.09,233.1,675.0,168.75,337.5,506.25,WIN,expiration,925.0,-5420.0,215.0,295.0,155.0,415.0,635.0,665.0
2022-08-05,2022-09-02,SPX,28,0.25,Inverse Butterfly 1-2-1 (calls),4131.1,3925.29,4130.0,4070.0,4190.0,675.0,21.7,20.45,234.0,675.0,168.75,337.5,506.25,WIN,expiration,680.0,-2670.0,-65.0,205.0,-230.0,-135.0,-450.0,-312.5
2022-08-12,2022-09-09,SPX,28,0.25,Inverse Butterfly 1-2-1 (calls),4234.43,4067.62,4235.0,4185.0,4285.0,495.0,19.84,16.36,191.9,495.0,123.75,247.5,371.25,WIN,expiration,497.5,-1780.0,85.0,-195.0,217.5,440.0,490.0,490.0
2022-08-19,2022-09-16,SPX,28,0.25,Inverse Butterfly 1-2-1 (calls),4237.6,3872.56,4240.0,4190.0,4290.0,460.0,20.72,17.72,208.0,460.0,115.0,230.0,345.0,WIN,expiration,462.5,-2340.0,-5.0,310.0,395.0,340.0,-42.5,387.5
2022-08-26,2022-09-23,SPX,28,0.25,Inverse Butterfly 1-2-1 (calls),4197.3,3695.23,4195.0,4135.0,4255.0,595.0,22.06,20.63,239.9,595.0,148.75,297.5,446.25,WIN,expiration,600.0,-1680.0,100.0,95.0,80.0,480.0,555.0,555.0
2022-09-02,2022-09-30,SPX,28,0.25,Inverse Butterfly 1-2-1 (calls),3983.57,3589.7,3985.0,3925.0,4045.0,585.0,24.16,21.19,233.8,585.0,146.25,292.5,438.75,WIN,expiration,582.5,-2660.0,-95.0,-260.0,-235.0,245.0,490.0,530.0
2022-09-09,2022-10-07,SPX,28,0.25,Inverse Butterfly 1-2-1 (calls),4045.35,3640.38,4045.0,3985.0,4105.0,655.0,22.91,21.67,242.8,655.0,163.75,327.5,491.25,WIN,expiration,655.0,-2080.0,-45.0,375.0,537.5,630.0,655.0,612.5
2022-09-16,2022-10-14,SPX,28,0.25,Inverse Butterfly 1-2-1 (calls),3840.48,3585.73,3840.0,3770.0,3910.0,615.0,28.34,26.65,283.5,615.0,153.75,307.5,461.25,WIN,expiration,650.0,-3330.0,-190.0,-180.0,-455.0,-515.0,60.0,382.5
2022-09-23,2022-10-21,SPX,28,0.25,Inverse Butterfly 1-2-1 (calls),3691.77,3752.75,3690.0,3620.0,3760.0,665.0,29.13,28.21,288.5,-60.0,166.25,332.5,-60.0,LOSS,expiration,355.0,-3320.0,265.0,-30.0,-295.0,-360.0,-800.0,-685.0
2022-09-30,2022-10-31,SPX,31,0.25,Inverse Butterfly 1-2-1 (calls),3643.29,3872.34,3645.0,3575.0,3715.0,550.0,31.01,26.86,285.1,550.0,137.5,275.0,412.5,WIN,expiration,610.0,-5730.0,-215.0,-360.0,-500.0,-205.0,-130.0,165.0
2022-10-21,2022-11-21,SPX,31,0.25,Inverse Butterfly 1-2-1 (calls),3700.91,3950.25,3700.0,3625.0,3775.0,770.0,29.38,27.34,294.9,770.0,192.5,385.0,577.5,WIN,expiration,775.0,-4010.0,435.0,-305.0,510.0,670.0,705.0,625.0
2022-11-04,2022-12-05,SPX,31,0.25,Inverse Butterfly 1-2-1 (calls),3759.4,3999.15,3760.0,3700.0,3820.0,605.0,24.72,22.08,241.9,605.0,151.25,302.5,453.75,WIN,expiration,650.0,-4940.0,340.0,260.0,530.0,480.0,350.0,605.0
2022-11-25,2022-12-23,SPX,28,0.25,Inverse Butterfly 1-2-1 (calls),4029.54,3844.45,4030.0,3975.0,4085.0,535.0,20.97,19.15,213.8,535.0,133.75,267.5,401.25,WIN,expiration,537.5,-4480.0,-80.0,-180.0,-75.0,80.0,382.5,490.0
2022-12-02,2022-12-30,SPX,28,0.25,Inverse Butterfly 1-2-1 (calls),4033.69,3839.85,4035.0,3985.0,4085.0,475.0,19.88,18.53,207.0,475.0,118.75,237.5,356.25,WIN,expiration,472.5,-5120.0,-30.0,30.0,335.0,397.5,440.0,440.0
2022-12-09,2023-01-09,SPX,31,0.25,Inverse Butterfly 1-2-1 (calls),3957.58,3892.15,3960.0,3900.0,4020.0,585.0,22.86,20.18,232.8,585.0,146.25,292.5,585.0,WIN,expiration,585.0,-6820.0,-205.0,-150.0,-327.5,-237.5,-317.5,382.5
2022-12-16,2023-01-13,SPX,28,0.25,Inverse Butterfly 1-2-1 (calls),3876.13,3998.63,3875.0,3820.0,3930.0,490.0,22.41,21.42,230.0,490.0,122.5,245.0,367.5,WIN,expiration,485.0,-3570.0,-90.0,-205.0,-230.0,-350.0,-325.0,-390.0
2022-12-23,2023-01-23,SPX,31,0.25,Inverse Butterfly 1-2-1 (calls),3799.89,4019.52,3800.0,3745.0,3855.0,405.0,22.49,20.53,227.4,405.0,101.25,202.5,303.75,WIN,expiration,490.0,-5420.0,-100.0,-145.0,160.0,265.0,360.0,325.0
2022-12-30,2023-01-30,SPX,31,0.25,Inverse Butterfly 1-2-1 (calls),3818.57,4018.13,3820.0,3765.0,3875.0,395.0,22.03,20.02,222.8,395.0,98.75,197.5,296.25,WIN,expiration,665.0,-4520.0,-205.0,125.0,-220.0,55.0,40.0,395.0
