trade_date,exp_date,underlying,dte_entry,total_credit,pnl_usd,vix_entry,spot_exit,result,exit_method,in_range,call_lower,call_center,call_upper,call_debit,put_lower,put_center,put_upper,put_debit
2022-06-21,2022-06-21,SPX,1,2425.0,-2425.0,30.19,3764.79,LOSS,expiration,False,3765.0,3815.0,3865.0,13.6,3660.0,3710.0,3760.0,10.65
2022-06-22,2022-06-22,SPX,1,2215.0,-1726.01,28.95,3759.89,LOSS,expiration,False,3755.0,3805.0,3855.0,11.7,3650.0,3700.0,3750.0,10.45
2022-06-23,2022-06-23,SPX,1,2380.0,-1307.0,29.05,3795.73,LOSS,expiration,False,3785.0,3835.0,3885.0,13.2,3680.0,3730.0,3780.0,10.6
2022-06-24,2022-06-24,SPX,1,2250.0,2076.0,27.23,3911.74,WIN,expiration,True,3855.0,3905.0,3955.0,12.85,3750.0,3800.0,3850.0,9.65
2022-06-27,2022-06-27,SPX,1,2400.0,-2388.99,26.95,3900.11,LOSS,expiration,False,3900.0,3950.0,4000.0,11.4,3795.0,3845.0,3895.0,12.6
2022-06-28,2022-06-28,SPX,1,1740.0,-1740.0,28.36,3821.55,LOSS,expiration,False,3950.0,4000.0,4050.0,7.15,3830.0,3880.0,3930.0,10.25
2022-06-29,2022-06-29,SPX,1,2285.0,-2168.01,28.16,3818.83,LOSS,expiration,False,3825.0,3875.0,3925.0,12.45,3720.0,3770.0,3820.0,10.4
2022-06-30,2022-06-30,SPX,1,2350.0,1187.99,28.71,3785.38,WIN,expiration,True,3750.0,3800.0,3850.0,10.9,3645.0,3695.0,3745.0,12.6
2022-07-01,2022-07-01,SPX,1,2520.0,-486.99,26.7,3825.33,LOSS,expiration,False,3805.0,3855.0,3905.0,13.15,3700.0,3750.0,3800.0,12.05
2022-07-05,2022-07-05,SPX,1,2400.0,-38.99,27.54,3831.39,LOSS,expiration,False,3755.0,3805.0,3855.0,11.5,3650.0,3700.0,3750.0,12.5
2022-07-06,2022-07-06,SPX,1,2370.0,-1361.99,26.73,3845.08,LOSS,expiration,False,3835.0,3885.0,3935.0,12.6,3730.0,3780.0,3830.0,11.1
2022-07-07,2022-07-07,SPX,1,1720.0,-1457.99,26.08,3902.62,LOSS,expiration,False,3900.0,3950.0,4000.0,7.35,3785.0,3835.0,3885.0,9.85
2022-07-08,2022-07-08,SPX,1,2165.0,272.99,24.64,3899.38,WIN,expiration,True,3875.0,3925.0,3975.0,12.0,3770.0,3820.0,3870.0,9.65
2022-07-11,2022-07-11,SPX,1,2265.0,-2207.99,26.17,3854.43,LOSS,expiration,False,3860.0,3910.0,3960.0,11.6,3755.0,3805.0,3855.0,11.05
2022-07-12,2022-07-12,SPX,1,2080.0,540.0,27.29,3818.8,WIN,expiration,True,3850.0,3900.0,3950.0,11.75,3745.0,3795.0,3845.0,9.05
2022-07-13,2022-07-13,SPX,1,2410.0,-1232.0,26.82,3801.78,LOSS,expiration,False,3790.0,3840.0,3890.0,13.3,3685.0,3735.0,3785.0,10.8
2022-07-18,2022-07-18,SPX,1,1840.0,-254.99,25.3,3830.85,LOSS,expiration,False,3900.0,3940.0,3980.0,8.9,3815.0,3855.0,3895.0,9.5
2022-07-19,2022-07-19,SPX,1,1735.0,596.01,24.5,3936.69,WIN,expiration,True,3880.0,3920.0,3960.0,10.85,3795.0,3835.0,3875.0,6.5
2022-07-20,2022-07-20,SPX,1,1905.0,1084.99,23.88,3959.9,WIN,expiration,True,3930.0,3970.0,4010.0,9.6,3845.0,3885.0,3925.0,9.45
2022-07-21,2022-07-21,SPX,1,1850.0,1545.0,23.11,3998.95,WIN,expiration,True,3965.0,4005.0,4045.0,9.25,3880.0,3920.0,3960.0,9.25
2022-07-22,2022-07-22,SPX,1,1730.0,1107.01,23.03,3961.63,WIN,expiration,True,3995.0,4035.0,4075.0,8.9,3910.0,3950.0,3990.0,8.4
2022-07-25,2022-07-25,SPX,1,1790.0,-1790.0,23.36,3966.84,LOSS,expiration,False,3970.0,4010.0,4050.0,9.55,3885.0,3925.0,3965.0,8.35
2022-07-26,2022-07-26,SPX,1,1875.0,20.0,24.69,3921.05,WIN,expiration,True,3945.0,3985.0,4025.0,10.55,3860.0,3900.0,3940.0,8.2
2022-07-27,2022-07-27,SPX,1,1580.0,1558.99,23.24,4023.61,WIN,expiration,True,3975.0,4015.0,4055.0,9.6,3865.0,3905.0,3945.0,6.2
2022-07-28,2022-07-28,SPX,1,1810.0,-552.99,22.33,4072.43,LOSS,expiration,False,4005.0,4045.0,4085.0,10.4,3920.0,3960.0,4000.0,7.7
2022-07-29,2022-07-29,SPX,1,1805.0,724.0,21.33,4130.29,WIN,expiration,True,4105.0,4145.0,4185.0,10.3,4020.0,4060.0,4100.0,7.75
2022-08-01,2022-08-01,SPX,1,1635.0,-1497.99,22.84,4118.63,LOSS,expiration,False,4125.0,4160.0,4195.0,9.05,4050.0,4085.0,4120.0,7.3
2022-08-02,2022-08-02,SPX,1,1810.0,-1428.99,23.93,4091.19,LOSS,expiration,False,4100.0,4140.0,4180.0,9.8,4015.0,4055.0,4095.0,8.3
2022-08-03,2022-08-03,SPX,1,1935.0,581.99,21.95,4155.17,WIN,expiration,True,4130.0,4170.0,4210.0,9.85,4045.0,4085.0,4125.0,9.5
2022-08-04,2022-08-04,SPX,1,1850.0,-1543.99,21.44,4151.94,LOSS,expiration,False,4160.0,4200.0,4240.0,8.65,4075.0,4115.0,4155.0,9.85
2022-08-05,2022-08-05,SPX,1,1725.0,-706.01,21.15,4145.19,LOSS,expiration,False,4135.0,4175.0,4215.0,9.05,4050.0,4090.0,4130.0,8.2
2022-08-08,2022-08-08,SPX,1,1515.0,2478.99,21.29,4140.06,WIN,expiration,True,4190.0,4230.0,4270.0,7.55,4100.0,4140.0,4180.0,7.6
2022-08-09,2022-08-09,SPX,1,1830.0,-1830.0,21.77,4122.47,LOSS,expiration,False,4125.0,4165.0,4205.0,9.15,4040.0,4080.0,4120.0,9.15
2022-08-10,2022-08-10,SPX,1,1770.0,-245.98,19.74,4210.24,LOSS,expiration,False,4195.0,4235.0,4275.0,9.85,4110.0,4150.0,4190.0,7.85
2022-08-11,2022-08-11,SPX,1,885.0,2388.0,20.2,4207.27,WIN,expiration,True,4270.0,4310.0,4350.0,1.55,4160.0,4200.0,4240.0,7.3
2022-08-12,2022-08-12,SPX,1,1875.0,1610.01,19.53,4280.15,WIN,expiration,True,4235.0,4275.0,4315.0,10.85,4150.0,4190.0,4230.0,7.9
2022-08-15,2022-08-15,SPX,1,900.0,-900.0,19.95,4297.14,LOSS,expiration,False,4305.0,4340.0,4375.0,2.05,4205.0,4240.0,4275.0,6.95
2022-08-16,2022-08-16,SPX,1,1570.0,-549.98,19.69,4305.2,LOSS,expiration,False,4295.0,4335.0,4375.0,8.05,4210.0,4250.0,4290.0,7.65
2022-08-17,2022-08-17,SPX,1,1775.0,-1679.0,19.9,4274.04,LOSS,expiration,False,4280.0,4320.0,4360.0,9.05,4195.0,4235.0,4275.0,8.7
2022-08-22,2022-08-22,SPX,1,1840.0,860.98,23.8,4137.99,WIN,expiration,True,4170.0,4210.0,4250.0,9.5,4085.0,4125.0,4165.0,8.9
2022-08-23,2022-08-23,SPX,1,1810.0,-683.0,24.11,4128.73,LOSS,expiration,False,4145.0,4185.0,4225.0,10.3,4060.0,4100.0,4140.0,7.8
2022-08-24,2022-08-24,SPX,1,1705.0,-628.0,22.82,4140.77,LOSS,expiration,False,4130.0,4170.0,4210.0,8.7,4045.0,4085.0,4125.0,8.35
2022-08-25,2022-08-25,SPX,1,1690.0,1222.01,21.78,4199.12,WIN,expiration,True,4170.0,4210.0,4250.0,9.75,4085.0,4125.0,4165.0,7.15
2022-08-26,2022-08-26,SPX,1,1580.0,-1580.0,25.56,4057.66,LOSS,expiration,False,4215.0,4255.0,4295.0,7.45,4100.0,4140.0,4180.0,8.35
2022-08-29,2022-08-29,SPX,1,2305.0,-2305.0,26.21,4030.61,LOSS,expiration,False,4035.0,4085.0,4135.0,13.6,3930.0,3980.0,4030.0,9.45
2022-08-30,2022-08-30,SPX,1,2275.0,1109.01,26.21,3986.16,WIN,expiration,True,4025.0,4075.0,4125.0,11.75,3920.0,3970.0,4020.0,11.0
2022-08-31,2022-08-31,SPX,1,2280.0,2220.0,25.87,3955.0,WIN,expiration,True,4005.0,4055.0,4105.0,10.95,3900.0,3950.0,4000.0,11.85
2022-09-01,2022-09-01,SPX,1,2410.0,775.01,25.56,3966.85,WIN,expiration,True,3935.0,3985.0,4035.0,11.6,3830.0,3880.0,3930.0,12.5
2022-09-02,2022-09-02,SPX,1,1815.0,611.0,25.47,3924.26,WIN,expiration,True,3985.0,4025.0,4065.0,9.15,3900.0,3940.0,3980.0,9.0
2022-09-06,2022-09-06,SPX,1,2595.0,-1913.99,26.91,3908.19,LOSS,expiration,False,3920.0,3970.0,4020.0,12.7,3815.0,3865.0,3915.0,13.25
2022-09-07,2022-09-07,SPX,1,2200.0,2312.99,24.64,3979.87,WIN,expiration,True,3925.0,3975.0,4025.0,11.0,3820.0,3870.0,3920.0,11.0
2022-09-08,2022-09-08,SPX,1,1765.0,1352.99,23.61,4006.18,WIN,expiration,True,3975.0,4015.0,4055.0,10.05,3890.0,3930.0,3970.0,7.6
2022-09-09,2022-09-09,SPX,1,1780.0,-43.99,22.79,4067.36,LOSS,expiration,False,4050.0,4090.0,4130.0,9.25,3965.0,4005.0,4045.0,8.55
2022-09-12,2022-09-12,SPX,1,1845.0,-1845.0,23.87,4110.41,LOSS,expiration,False,4115.0,4155.0,4195.0,10.45,4030.0,4070.0,4110.0,8.0
2022-09-13,2022-09-13,SPX,1,2345.0,-76.01,27.27,3932.69,LOSS,expiration,False,4015.0,4065.0,4115.0,11.45,3910.0,3960.0,4010.0,12.0
2022-09-14,2022-09-14,SPX,1,2195.0,-1796.0,26.16,3946.01,LOSS,expiration,False,3955.0,4005.0,4055.0,12.4,3850.0,3900.0,3950.0,9.55
2022-09-19,2022-09-19,SPX,1,2300.0,1188.99,25.76,3899.89,WIN,expiration,True,3865.0,3915.0,3965.0,13.25,3760.0,3810.0,3860.0,9.75
2022-09-20,2022-09-20,SPX,1,2295.0,-2202.01,27.16,3855.93,LOSS,expiration,False,3855.0,3905.0,3955.0,11.9,3750.0,3800.0,3850.0,11.05
2022-09-21,2022-09-21,SPX,1,1725.0,2767.99,27.99,3789.93,WIN,expiration,True,3905.0,3955.0,4005.0,9.55,3745.0,3795.0,3845.0,7.7
2022-09-22,2022-09-22,SPX,1,2365.0,-2164.0,27.35,3757.99,LOSS,expiration,False,3765.0,3815.0,3865.0,12.45,3660.0,3710.0,3760.0,11.2
2022-09-23,2022-09-23,SPX,1,2430.0,-2430.0,29.92,3693.23,LOSS,expiration,False,3695.0,3745.0,3795.0,11.85,3590.0,3640.0,3690.0,12.45
2022-09-26,2022-09-26,SPX,1,2485.0,1511.0,32.26,3655.04,WIN,expiration,True,3700.0,3750.0,3800.0,14.05,3595.0,3645.0,3695.0,10.8
2022-09-27,2022-09-27,SPX,1,2450.0,2321.0,32.6,3647.29,WIN,expiration,True,3700.0,3750.0,3800.0,13.2,3595.0,3645.0,3695.0,11.3
2022-09-28,2022-09-28,SPX,1,2785.0,3119.0,30.18,3719.04,WIN,expiration,True,3660.0,3720.0,3780.0,15.2,3535.0,3595.0,3655.0,12.65
2022-09-29,2022-09-29,SPX,1,2775.0,-2322.0,31.84,3640.47,LOSS,expiration,False,3650.0,3710.0,3770.0,13.0,3525.0,3585.0,3645.0,14.75
2022-09-30,2022-09-30,SPX,1,2290.0,2647.99,31.62,3585.62,WIN,expiration,True,3645.0,3695.0,3745.0,13.4,3535.0,3585.0,3635.0,9.5
2022-10-03,2022-10-03,SPX,1,2545.0,1612.01,30.1,3678.43,WIN,expiration,True,3620.0,3670.0,3720.0,13.6,3515.0,3565.0,3615.0,11.85
2022-10-04,2022-10-04,SPX,1,2285.0,-692.01,29.07,3790.93,LOSS,expiration,False,3775.0,3825.0,3875.0,13.3,3670.0,3720.0,3770.0,9.55
2022-10-05,2022-10-05,SPX,1,2370.0,-42.0,28.55,3783.28,LOSS,expiration,False,3760.0,3810.0,3860.0,11.9,3655.0,3705.0,3755.0,11.8
2022-10-06,2022-10-06,SPX,1,2225.0,323.0,30.52,3744.52,WIN,expiration,True,3775.0,3825.0,3875.0,12.25,3670.0,3720.0,3770.0,10.0
2022-10-07,2022-10-07,SPX,1,2500.0,34.01,31.36,3639.66,WIN,expiration,True,3670.0,3720.0,3770.0,11.8,3565.0,3615.0,3665.0,13.2
2022-10-10,2022-10-10,SPX,1,2575.0,-1313.99,32.45,3612.39,LOSS,expiration,False,3630.0,3690.0,3750.0,13.25,3505.0,3565.0,3625.0,12.5
2022-10-11,2022-10-11,SPX,1,2590.0,-1705.99,33.63,3588.84,LOSS,expiration,False,3580.0,3640.0,3700.0,12.8,3455.0,3515.0,3575.0,13.1
2022-10-12,2022-10-12,SPX,1,2820.0,-1023.0,33.57,3577.03,LOSS,expiration,False,3600.0,3660.0,3720.0,14.9,3475.0,3535.0,3595.0,13.3
2022-10-13,2022-10-13,SPX,1,2850.0,-2850.0,31.94,3669.91,LOSS,expiration,False,3530.0,3590.0,3650.0,16.5,3405.0,3465.0,3525.0,12.0
2022-10-14,2022-10-14,SPX,1,2040.0,267.01,32.02,3583.07,WIN,expiration,True,3685.0,3735.0,3785.0,11.95,3560.0,3610.0,3660.0,8.45
2022-10-17,2022-10-17,SPX,1,2340.0,-1545.0,31.37,3677.95,LOSS,expiration,False,3670.0,3720.0,3770.0,13.5,3565.0,3615.0,3665.0,9.9
2022-10-18,2022-10-18,SPX,1,2195.0,-193.0,30.5,3719.98,LOSS,expiration,False,3745.0,3795.0,3845.0,12.0,3640.0,3690.0,3740.0,9.95
