trade_date,exp_date,underlying,dte_entry,spot_entry,iv_atm_entry,iv_atm_pct,vix_entry,exit_method,short_put,short_call,delta_put,delta_call,mid_put_entry,mid_call_entry,total_credit,checkpoint_date,spot_21dte,mid_put_21dte,mid_call_21dte,pnl_pts_21dte,pnl_usd_21dte,spot_exit,put_cost_exp,call_cost_exp,pnl_points,pnl_usd,in_range,result
2025-05-02,2025-06-13,SPX,42,5686.67,0.192642,19.26,,reinvestment,5260.0,6000.0,-0.1617,0.1728,44.55,25.8,70.35,,,,,,,5976.97,0.0,0.0,70.35,7035.0,True,WIN
2025-05-09,2025-06-20,SPX,42,5659.91,0.190105,19.01,,reinvestment,5255.0,5985.0,-0.1606,0.1601,41.6,23.2,64.8,,,,,,,5967.84,0.0,0.0,64.8,6480.0,True,WIN
2025-06-20,2025-08-01,SPX,42,5967.84,0.16941,16.94,,reinvestment,5550.0,6275.0,-0.1562,0.1607,40.55,22.0,62.55,,,,,,,6238.01,0.0,0.0,62.55,6255.0,True,WIN
2025-08-01,2025-09-12,SPX,42,6238.01,0.157687,15.77,,reinvestment,5825.0,6530.0,-0.1602,0.1619,42.05,21.1,63.15,,,,,,,6584.29,0.0,54.29,8.86,886.0,False,WIN
2025-08-15,2025-09-26,SPX,42,6449.8,0.122228,12.22,,reinvestment,6120.0,6700.0,-0.162,0.1671,34.2,18.9,53.1,,,,,,,6643.7,0.0,0.0,53.1,5310.0,True,WIN
2025-08-22,2025-10-03,SPX,42,6466.91,0.118023,11.8,,reinvestment,6150.0,6725.0,-0.1612,0.1486,32.55,15.7,48.25,,,,,,,6715.79,0.0,0.0,48.25,4825.0,True,WIN
2025-09-05,2025-10-17,SPX,42,6481.5,0.124018,12.4,,reinvestment,6145.0,6730.0,-0.1598,0.1657,33.95,18.45,52.4,,,,,,,6664.01,0.0,0.0,52.4,5240.0,True,WIN
2025-10-10,2025-11-21,SPX,42,6552.51,0.176287,17.63,,reinvestment,6080.0,6895.0,-0.1607,0.1622,48.6,24.95,73.55,,,,,,,6602.99,0.0,0.0,73.55,7355.0,True,WIN
2025-10-24,2025-12-05,SPX,42,6791.69,0.133405,13.34,,reinvestment,6420.0,7075.0,-0.1609,0.1665,38.0,21.4,59.4,,,,,,,6870.4,0.0,0.0,59.4,5940.0,True,WIN
2025-11-14,2025-12-26,SPX,42,6734.11,0.162271,16.23,,reinvestment,6300.0,7075.0,-0.1615,0.1584,44.9,23.75,68.65,,,,,,,6929.94,0.0,0.0,68.65,6865.0,True,WIN
2025-11-28,2026-01-09,SPX,42,6849.09,0.138581,13.86,,reinvestment,6470.0,7150.0,-0.1598,0.1668,38.25,22.9,61.15,,,,,,,6966.28,0.0,0.0,61.15,6115.0,True,WIN
2025-12-05,2026-01-16,SPX,42,6870.4,0.132588,13.26,,reinvestment,6515.0,7170.0,-0.16,0.161,35.95,21.3,57.25,,,,,,,6940.01,0.0,0.0,57.25,5725.0,True,WIN
2025-12-19,2026-01-30,SPX,42,6834.5,0.126971,12.7,,reinvestment,6490.0,7115.0,-0.1609,0.1588,35.25,19.35,54.6,,,,,,,6939.03,0.0,0.0,54.6,5460.0,True,WIN
2026-01-02,2026-02-13,SPX,42,6858.47,0.127705,12.77,,reinvestment,6525.0,7150.0,-0.1631,0.1493,35.05,18.0,53.05,,,,,,,6836.17,0.0,0.0,53.05,5305.0,True,WIN
2026-01-16,2026-02-27,SPX,42,6940.01,0.131873,13.19,,reinvestment,6565.0,7225.0,-0.1607,0.1572,38.25,19.3,57.55,,,,,,,6878.88,0.0,0.0,57.55,5755.0,True,WIN
2026-01-30,2026-03-13,SPX,42,6939.03,0.145139,14.51,,reinvestment,6510.0,7250.0,-0.1586,0.1477,42.7,18.9,61.6,,,,,,,6632.19,0.0,0.0,61.6,6160.0,True,WIN
2026-02-06,2026-03-20,SPX,42,6932.3,0.147962,14.8,,reinvestment,6505.0,7230.0,-0.1607,0.1658,43.65,22.35,66.0,,,,,,,6506.48,0.0,0.0,66.0,6600.0,True,WIN
2026-02-20,2026-03-31,SPX,39,6909.51,0.155335,15.53,,reinvestment,6470.0,7200.0,-0.1606,0.1585,44.65,20.2,64.85,,,,,,,6528.52,0.0,0.0,64.85,6485.0,True,WIN
2026-02-27,2026-04-10,SPX,42,6878.88,0.159416,15.94,,reinvestment,6400.0,7175.0,-0.1581,0.168,47.6,22.8,70.4,,,,,,,6824.66,0.0,0.0,70.4,7040.0,True,WIN
2026-03-20,2026-05-01,SPX,42,6506.48,0.231165,23.12,,reinvestment,5925.0,6925.0,-0.1565,0.1679,57.65,32.7,90.35,,,,,,,6506.48,0.0,0.0,90.35,9035.0,True,WIN
2026-04-17,2026-05-29,SPX,42,7126.06,0.144697,14.47,,reinvestment,6715.0,7460.0,-0.1605,0.162,41.85,24.15,66.0,,,,,,,7126.06,0.0,0.0,66.0,6600.0,True,WIN
